region_id,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
101011001,904,1332,1312,1499,1244,989,803,1134,144,9361
101011002,1324,755,789,562,598,384,373,551,98,5434
101011003,383,504,474,369,449,267,198,326,53,3023
101011004,1336,1204,715,426,856,287,226,434,129,5613
101011005,564,571,673,378,483,522,259,595,91,4136
101011006,970,341,383,259,268,186,187,446,62,3102
101021007,360,278,229,138,180,94,107,141,26,1553
101021008,464,663,714,457,961,384,336,462,105,4546
101021009,565,1055,792,549,1054,442,324,485,159,5425
101021010,328,539,401,262,510,223,157,228,67,2715
101021011,1514,1705,1061,642,1452,484,369,438,153,7818
101021012,1325,1566,870,638,1512,533,244,356,215,7259
101031013,259,119,138,89,99,69,134,172,19,1098
101031014,372,473,459,339,408,338,170,326,50,2935
101031015,433,221,203,126,197,105,91,174,24,1574
101031016,677,440,576,446,363,345,182,347,59,3435
101041017,276,310,439,336,303,379,142,305,59,2549
101041018,326,428,416,337,386,387,121,271,44,2716
101041019,377,599,483,374,435,352,215,563,47,3445
101041020,694,640,540,399,397,284,272,512,42,3780
101041021,112,238,176,119,125,110,41,98,16,1035
101041022,15,3,7,0,4,0,3,0,0,32
101041023,131,123,189,160,138,135,136,224,22,1258
101041024,236,180,222,140,182,112,72,172,24,1340
101041025,561,612,633,495,433,483,186,421,44,3868
101041026,290,483,449,338,359,290,181,344,35,2769
101041027,394,447,494,386,295,285,152,340,57,2850
102011028,446,985,512,394,422,304,114,205,44,3426
102011029,587,1035,755,478,615,452,162,313,96,4493
102011030,545,326,307,172,266,112,136,242,54,2160
102011031,779,1271,710,558,862,691,177,436,82,5566
102011032,908,1911,1082,924,1295,831,390,732,134,8207
102011033,336,466,549,358,538,373,195,297,35,3147
102011034,281,529,451,396,422,333,147,304,49,2912
102011035,291,649,474,341,519,370,183,309,66,3202
102011036,430,811,592,399,666,426,194,356,52,3926
102011037,303,650,341,284,459,265,108,207,38,2655
102011038,375,573,567,308,449,305,124,244,42,2987
102011039,897,1582,799,661,846,700,175,357,89,6106
102011040,875,1394,1344,1004,1360,909,529,951,164,8530
102011041,608,1120,732,467,621,436,145,315,63,4507
102011042,472,823,746,624,826,570,295,522,84,4962
102011043,451,858,721,513,727,530,277,441,79,4597
102021044,827,1360,1544,1143,1222,1129,553,981,145,8904
102021045,330,421,646,549,557,547,483,606,91,4230
102021046,269,417,616,435,402,394,304,447,72,3356
102021047,713,1071,1226,802,1066,842,457,800,94,7071
102021048,658,918,1288,955,1026,964,721,1075,134,7739
102021049,272,296,220,113,182,121,100,136,29,1469
102021050,281,433,694,439,475,437,333,510,74,3676
102021051,304,478,358,243,388,237,156,206,39,2409
102021052,171,258,378,245,274,233,218,240,32,2049
102021053,517,816,810,649,674,610,340,616,75,5107
102021054,265,490,562,391,384,380,209,364,64,3109
102021055,271,363,313,263,350,261,145,223,38,2227
102021056,583,774,796,595,825,641,402,519,77,5212
102021057,270,409,479,344,420,346,280,463,61,3072
103011058,1073,2093,1474,1227,1299,1132,600,1265,172,10335
103011059,468,685,723,471,591,445,349,525,51,4308
103011060,666,571,481,284,401,207,186,338,52,3186
103011061,364,183,333,164,204,112,302,293,53,2008
103021062,989,376,316,268,261,184,252,324,65,3035
103021063,429,454,513,354,389,370,236,481,68,3294
103021064,679,312,271,215,194,136,154,300,43,2304
103021065,915,575,565,370,458,359,314,503,74,4133
103021066,505,176,149,128,116,79,105,161,20,1439
103021067,517,658,715,439,623,501,552,452,69,4526
103021068,513,148,159,125,118,65,125,140,17,1410
103021069,814,255,361,200,247,149,316,297,47,2686
103031070,336,561,824,591,642,399,662,529,74,4618
103031071,421,422,597,366,424,269,478,398,61,3436
103031072,522,694,796,451,471,508,580,529,60,4611
103031073,227,144,202,107,98,68,152,164,29,1191
103031074,906,500,628,292,406,299,482,519,78,4110
103031075,0,0,0,0,0,0,0,0,0,0
103041076,549,396,458,270,373,201,420,396,55,3118
103041077,742,1595,1238,852,1056,828,730,1173,141,8355
103041078,895,1577,1289,803,1251,756,693,693,108,8065
103041079,1223,914,757,435,720,345,452,555,89,5490
104011080,650,934,917,983,898,877,476,870,123,6728
104011081,828,790,797,683,636,529,521,773,99,5656
104011082,631,824,783,672,596,609,288,731,73,5207
104021083,303,551,298,286,233,159,119,228,43,2220
104021084,805,1065,893,755,962,832,330,722,96,6460
104021085,465,728,545,464,547,466,190,415,69,3889
104021086,224,296,288,193,229,146,101,185,17,1679
104021087,336,162,127,118,108,67,87,191,26,1222
104021088,481,809,493,341,542,434,135,316,37,3588
104021089,822,1357,1060,991,1150,987,446,919,103,7835
104021090,178,313,275,200,185,170,103,231,34,1689
104021091,601,708,666,553,529,387,252,604,68,4368
105011092,393,270,162,253,179,87,106,198,43,1691
105011093,350,224,430,180,188,130,441,241,44,2228
105011094,553,189,166,192,167,76,118,245,37,1743
105011095,601,258,255,201,212,120,288,300,49,2284
105011096,629,318,222,315,239,118,204,362,57,2464
105021097,687,1049,1104,989,826,667,769,783,133,7007
105021098,461,136,74,124,70,19,72,252,19,1227
105031099,828,431,334,330,242,229,225,421,51,3091
105031100,533,933,756,592,771,613,362,574,76,5210
105031101,806,1481,1144,903,1108,815,387,745,102,7491
105031102,387,507,441,341,479,406,238,409,45,3253
105031103,594,412,362,190,375,222,164,269,46,2634
105031104,581,240,211,226,143,121,113,238,16,1889
105031105,711,369,343,266,296,198,297,360,37,2877
105031106,616,440,339,443,298,245,191,386,60,3018
106011107,555,575,848,364,517,343,735,452,76,4465
106011108,602,792,1443,906,830,869,1115,1089,134,7780
106011109,391,479,538,305,378,247,342,352,54,3086
106011110,640,512,639,327,459,288,355,439,63,3722
106011111,408,557,1352,700,787,642,988,993,126,6553
106011112,709,1034,1531,754,965,577,1591,739,144,8044
106011113,404,243,431,138,280,157,439,273,49,2414
106021114,220,338,351,212,250,210,200,247,36,2064
106021115,1151,2188,2104,1078,1743,1140,1049,1136,173,11762
106021116,440,797,517,258,468,314,269,192,35,3290
106021117,731,1095,1604,788,1070,848,1081,954,137,8308
106021118,445,649,869,402,729,472,466,444,62,4538
106031119,244,374,431,262,272,262,163,249,38,2295
106031120,202,263,458,279,282,257,254,275,35,2305
106031121,949,1208,1198,923,918,884,354,767,122,7323
106031122,469,578,1019,595,754,629,637,745,86,5512
106031123,358,470,513,216,431,250,260,213,34,2745
106031124,170,198,241,156,145,118,80,184,29,1321
106031125,649,760,1256,646,858,507,509,539,96,5820
106041126,411,617,1108,439,587,461,1005,670,91,5389
106041127,342,181,394,142,207,125,297,293,34,2015
106041128,306,395,501,222,288,247,356,394,47,2756
106041129,780,352,616,267,340,196,511,643,69,3774
107011130,610,1099,1544,1059,1191,989,1022,1421,199,9134
107011131,708,1184,1673,1123,1334,936,1006,1068,124,9156
107011132,375,571,611,385,616,407,330,292,74,3661
107011133,3,0,0,0,0,5,0,0,0,8
107011134,708,1495,1143,753,1031,650,493,627,119,7019
107021135,3,0,0,0,0,0,0,0,0,3
107031136,635,909,1143,750,1019,685,675,631,78,6525
107031137,224,296,550,364,407,335,365,383,33,2957
107031138,437,781,476,345,403,241,158,207,58,3106
107031139,335,668,452,344,370,241,172,188,35,2805
107031140,485,894,457,371,374,271,123,225,42,3242
107031141,715,1144,1016,634,940,699,536,519,112,6315
107031142,360,592,754,499,631,507,417,503,76,4339
107031143,498,795,1358,918,949,861,774,984,138,7275
107041144,883,2030,1296,943,1204,744,523,688,119,8430
107041145,545,1204,1041,797,961,562,512,638,102,6362
107041146,939,2551,1136,882,1251,747,490,589,148,8733
107041147,514,1016,740,481,681,331,237,295,71,4366
107041148,717,1789,705,525,627,343,177,286,81,5250
107041149,1315,3561,1456,1507,1664,1052,640,869,210,12274
107041150,917,2095,1328,1050,1230,658,506,576,106,8466
108011151,304,202,292,185,208,145,227,298,40,1901
108011152,539,744,582,569,528,623,162,503,78,4328
108011153,250,285,317,210,192,213,141,278,28,1914
108011154,167,222,235,219,181,215,85,231,21,1576
108021155,390,555,607,689,573,520,376,623,94,4427
108021156,574,548,457,370,349,298,219,468,68,3351
108021157,164,192,241,229,183,174,114,210,18,1525
108021158,184,274,280,254,233,206,104,241,29,1805
108021159,440,437,387,361,280,202,201,346,37,2691
108021160,214,242,237,213,200,188,74,212,20,1600
108031161,48,20,33,32,23,7,3,49,0,215
108041162,581,837,904,594,693,592,326,578,83,5188
108041163,1277,2558,1503,1303,1711,1248,398,862,118,10978
108041164,555,772,776,663,779,690,254,581,87,5157
108041165,459,344,296,221,258,194,150,266,38,2226
108041166,438,577,621,470,582,484,345,495,56,4068
108051167,388,233,270,219,182,174,232,237,25,1960
108051168,404,810,604,402,469,397,149,380,39,3654
108051169,632,999,991,838,826,912,449,998,95,6740
108051170,716,665,611,433,407,348,318,534,74,4106
108051171,152,254,287,212,222,209,169,362,19,1886
109011172,797,1394,958,681,904,707,404,518,96,6459
109011173,406,647,660,458,580,437,331,532,66,4117
109011174,650,1327,626,511,725,440,208,406,76,4969
109011175,1198,694,708,424,619,364,475,564,88,5134
109011176,512,715,1068,700,804,790,647,869,110,6215
109021177,264,133,183,124,138,112,116,237,29,1336
109021178,480,354,329,233,290,200,178,317,36,2417
109021179,583,132,191,121,148,65,183,282,38,1743
109031180,282,276,362,219,215,229,175,545,45,2348
109031181,672,265,401,244,251,184,247,437,52,2753
109031182,353,448,478,360,423,326,251,331,53,3023
109031183,1259,330,298,217,257,174,206,404,53,3198
109031184,377,327,345,244,260,244,144,234,35,2210
109031185,916,456,538,412,393,302,357,527,60,3961
110011186,1117,2427,1130,1072,1297,1060,321,922,136,9482
110011187,640,240,251,126,227,133,96,309,31,2053
110011188,552,484,398,294,365,213,154,335,36,2831
110011189,565,143,164,107,127,78,100,222,24,1530
110021190,745,436,439,354,358,312,232,475,65,3416
110021191,490,695,654,535,467,599,225,696,64,4425
110021192,624,188,186,182,137,122,139,340,33,1951
110021193,739,256,241,198,219,143,165,284,33,2278
110021194,643,274,326,245,252,178,207,398,63,2586
110031195,425,536,516,333,498,330,336,373,85,3432
110031196,992,251,168,160,241,144,273,383,43,2655
110031197,353,441,555,264,385,332,334,404,64,3132
110031198,709,224,237,162,239,122,285,252,42,2272
110041199,389,482,532,367,407,391,488,498,61,3615
110041200,700,209,187,134,176,102,247,257,30,2042
110041201,692,337,347,275,296,217,382,477,58,3081
110041202,944,1451,1368,900,1263,1030,624,1234,139,8953
110041203,674,1370,858,617,800,644,322,665,96,6046
110041204,131,176,291,190,210,209,177,482,29,1895
110041205,1558,1177,1099,730,966,599,606,1036,126,7897
111011206,750,1332,1377,769,1195,857,544,717,107,7648
111011207,200,300,392,253,327,248,203,265,45,2233
111011208,1092,2545,1715,1057,1730,1174,649,912,127,11001
111011209,1027,2269,1742,1033,1798,1177,816,1015,155,11032
111011210,259,418,508,355,505,399,259,449,69,3221
111011211,168,367,238,170,237,171,96,116,21,1584
111011212,395,763,770,467,578,462,312,466,59,4272
111011213,786,1600,793,543,1017,595,241,349,87,6011
111011214,635,1219,926,586,956,655,366,529,88,5960
111021215,297,500,566,400,484,366,309,403,51,3376
111021216,297,649,519,339,490,303,280,403,61,3341
111021217,453,680,1014,491,883,624,523,645,80,5393
111021218,513,931,962,510,703,459,452,649,79,5258
