region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
101011001,69,84,153,3160,3560,6720,0,0,0,145,162,307,70,65,135,3251,3588,6839,0,4,4,75,36,111,33,42,75,13,13,26,31,35,66,11,10,21,12,7,19,61,68,129,270,305,575,33,39,72,31,39,70,517,549,1066,136,143,279,8,6,14,7857,8671,16528,22,20,42,20,21,41,3,0,3,0,0,0,28,33,61,28,33,61,1429,1216,2645,102,65,167,1230,614,1844,10760,10724,21484
101011002,15,31,46,1805,1822,3627,0,0,0,40,55,95,0,3,3,1905,1871,3776,3,3,6,50,29,79,11,12,23,4,9,13,21,31,52,0,0,0,3,7,10,10,16,26,189,164,353,21,18,39,12,15,27,367,369,736,86,66,152,10,14,24,4537,4504,9041,3,3,6,21,7,28,5,7,12,5,3,8,10,13,23,15,16,31,839,706,1545,28,20,48,453,405,858,5916,5699,11615
101011003,14,17,31,812,942,1754,0,0,0,50,48,98,0,0,0,954,976,1930,0,3,3,6,4,10,5,6,11,4,0,4,20,19,39,0,0,0,0,0,0,14,11,25,64,98,162,5,6,11,6,7,13,170,214,384,50,58,108,5,9,14,2165,2401,4566,3,3,6,11,14,25,3,0,3,0,0,0,11,9,20,11,9,20,546,525,1071,23,17,40,297,270,567,3073,3256,6329
101011004,26,39,65,1179,1247,2426,0,0,0,30,41,71,0,0,0,1419,1342,2761,0,0,0,34,23,57,10,7,17,3,6,9,33,49,82,0,0,0,4,11,15,26,24,50,137,144,281,19,15,34,10,11,21,294,338,632,106,122,228,0,3,3,3304,3383,6687,5,3,8,12,9,21,4,4,8,0,0,0,28,28,56,28,28,56,1392,1269,2661,48,31,79,417,394,811,5236,5160,10396
101011005,19,19,38,1393,1450,2843,0,0,0,41,45,86,56,57,113,1792,2075,3867,0,0,0,16,21,37,22,24,46,0,3,3,18,28,46,0,0,0,5,0,5,15,22,37,171,193,364,18,28,46,9,17,26,204,250,454,77,84,161,0,4,4,3837,4301,8138,7,10,17,76,62,138,0,0,0,0,0,0,8,9,17,8,9,17,624,546,1170,23,21,44,360,358,718,4954,5326,10280
101011006,8,13,21,1165,1162,2327,0,0,0,30,38,68,3,0,3,1328,1350,2678,0,3,3,17,22,39,3,4,7,3,3,6,11,9,20,0,0,0,0,0,0,9,4,13,128,126,254,10,17,27,10,9,19,233,229,462,52,50,102,3,4,7,3005,3030,6035,0,0,0,18,12,30,5,0,5,0,0,0,4,3,7,4,3,7,391,349,740,14,12,26,283,249,532,3728,3668,7396
101021007,18,12,30,410,417,827,0,0,0,4,0,4,0,0,0,391,423,814,3,0,3,8,9,17,6,5,11,0,0,0,15,9,24,0,0,0,0,0,0,8,4,12,43,58,101,5,5,10,4,0,4,68,82,150,25,28,53,0,0,0,990,1040,2030,4,3,7,3,0,3,3,3,6,0,0,0,10,14,24,10,14,24,468,407,875,17,17,34,176,171,347,1689,1667,3356
101021008,29,37,66,852,965,1817,0,0,0,29,33,62,14,13,27,1377,1437,2814,3,3,6,304,258,562,8,16,24,8,12,20,21,46,67,0,0,0,13,12,25,34,32,66,111,143,254,17,14,31,5,10,15,151,169,320,43,61,104,9,0,9,2999,3224,6223,18,19,37,33,32,65,0,0,0,3,0,3,15,24,39,18,24,42,776,688,1464,33,27,60,332,312,644,4238,4363,8601
101021009,55,76,131,885,1007,1892,0,0,0,50,58,108,14,7,21,1405,1429,2834,3,0,3,279,296,575,3,9,12,10,11,21,40,36,76,3,4,7,18,15,33,27,51,78,143,139,282,13,14,27,10,8,18,130,163,293,69,85,154,9,9,18,3111,3341,6452,67,56,123,112,89,201,6,0,6,3,0,3,76,63,139,79,63,142,1156,958,2114,59,46,105,564,395,959,5209,5024,10233
101021010,27,43,70,374,418,792,0,0,0,20,26,46,28,25,53,667,645,1312,4,3,7,76,61,137,3,3,6,3,8,11,23,26,49,0,3,3,8,6,14,18,28,46,76,73,149,3,10,13,6,3,9,56,72,128,47,40,87,3,3,6,1415,1453,2868,65,57,122,60,40,100,3,3,6,0,0,0,56,45,101,56,45,101,533,398,931,28,20,48,225,170,395,2412,2229,4641
