region_id,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
101011001,418,113,534,3350,1385,156,4891,10757,1763,17411
101011002,153,25,182,1697,693,81,2471,6262,694,9427
101011003,119,50,172,1063,418,67,1548,3051,398,4997
101011004,48,15,63,1914,654,96,2664,4947,493,8104
101011005,250,52,302,1647,595,86,2328,4973,695,7996
101011006,127,30,157,1094,367,45,1506,3974,442,5922
101021007,50,7,57,512,196,16,724,1776,227,2727
101021008,58,4,62,1413,546,69,2028,4251,496,6775
101021009,202,74,279,1448,610,51,2109,5722,839,8670
101021010,37,15,55,655,259,36,950,2647,312,3909
101021011,48,7,59,2532,849,126,3507,6781,720,11008
101021012,40,0,43,2727,658,117,3502,5513,385,9400
101031013,70,20,90,358,136,11,505,1326,140,1971
101031014,194,29,226,995,354,51,1400,3560,464,5424
101031015,38,3,41,489,149,26,664,1768,159,2591
101031016,44,8,58,1056,283,61,1400,3118,791,5309
101041017,186,37,226,958,429,35,1422,4131,623,6176
101041018,260,39,302,981,411,54,1446,4679,692,6817
101041019,144,63,207,1200,482,81,1763,4214,540,6517
101041020,57,19,76,1338,474,91,1903,4611,546,7060
101041021,78,18,99,389,154,38,581,1569,199,2349
101041022,0,0,0,9,0,0,9,35,0,44
101041023,75,13,88,402,188,21,611,1842,193,2646
101041024,33,6,39,472,199,20,691,1732,229,2652
101041025,271,90,364,1278,549,53,1880,5808,624,8312
101041026,148,18,166,988,482,60,1530,4460,381,6371
101041027,267,91,361,947,450,62,1459,5261,710,7430
102011028,70,18,91,1320,521,75,1916,3155,373,5444
102011029,180,47,227,1626,765,100,2491,5338,601,8430
102011030,43,12,55,699,280,37,1016,2217,312,3545
102011031,578,211,796,1879,914,130,2923,7470,926,11319
102011032,434,117,551,2604,1123,142,3869,9677,1581,15127
102011033,29,9,38,1320,336,73,1729,2834,258,4821
102011034,357,97,457,1115,386,70,1571,3858,402,5831
102011035,55,15,76,1160,448,65,1673,3195,288,5156
102011036,50,13,63,1521,557,84,2162,3665,346,6173
102011037,198,39,237,978,398,66,1442,3217,455,5114
102011038,131,38,169,1104,508,70,1682,3367,310,5359
102011039,140,35,180,1900,919,94,2913,6627,813,10353
102011040,533,312,854,3261,1461,165,4887,11820,1835,18542
102011041,135,20,159,1647,645,119,2411,4282,465,7158
102011042,452,118,573,1843,866,86,2795,7320,1071,11186
102011043,514,93,613,1691,733,121,2545,5854,652,9051
102021044,607,304,923,3315,1511,177,5003,10920,1411,17334
102021045,54,25,79,2074,562,110,2746,4605,617,7968
102021046,176,44,220,1235,628,82,1945,4854,570,7369
102021047,302,73,375,2684,1055,164,3903,7455,713,12071
102021048,584,123,713,3020,1292,170,4482,10900,1343,16725
102021049,16,8,24,516,249,25,790,1386,220,2396
102021050,143,37,180,1449,648,81,2178,5492,584,8254
102021051,31,6,37,882,352,47,1281,2292,204,3777
102021052,70,14,84,912,390,50,1352,2679,267,4298
102021053,272,102,378,1896,924,89,2909,7317,1339,11565
102021054,351,77,428,1108,569,66,1743,5143,735,7621
102021055,55,8,63,975,312,35,1322,2267,278,3867
102021056,183,15,198,2556,698,119,3373,5140,614,9127
102021057,100,29,129,1245,521,68,1834,4111,564,6509
103011058,372,59,437,3405,1466,193,5064,11642,1843,18549
103011059,132,17,149,1692,681,110,2483,4199,472,7154
103011060,65,5,70,1098,404,56,1558,3179,516,5253
103011061,63,11,74,695,295,22,1012,2224,338,3574
103021062,152,26,178,1070,443,46,1559,3411,455,5425
103021063,245,39,284,1235,490,70,1795,4623,782,7200
103021064,96,21,120,751,308,41,1100,2991,273,4364
103021065,200,46,249,1424,560,49,2033,5141,585,7759
103021066,83,15,98,501,222,21,744,1989,234,2967
103021067,236,50,296,1692,633,112,2437,5154,826,8417
103021068,54,8,62,517,210,23,750,1703,242,2695
103021069,128,22,150,923,359,40,1322,2937,308,4567
103031070,249,52,301,1734,796,111,2641,6260,1146,10047
103031071,60,21,81,1200,466,61,1727,4100,498,6325
103031072,229,53,282,1703,549,88,2340,5146,732,8218
103031073,57,13,70,471,151,13,635,1902,188,2725
103031074,114,33,147,1458,537,61,2056,5246,721,8023
103031075,0,0,0,0,0,0,0,0,0,0
103041076,85,14,99,1181,380,50,1611,3375,447,5433
103041077,496,76,572,2833,1315,161,4309,10000,1397,15706
103041078,155,27,182,3180,981,178,4339,7504,825,12668
103041079,111,21,135,1914,691,82,2687,5387,441,8515
104011080,495,88,587,2617,1215,157,3989,9365,1385,14739
104011081,133,29,165,2195,873,115,3183,8096,829,12108
104011082,404,91,498,2033,923,120,3076,9223,955,13254
104021083,122,14,136,1019,355,87,1461,2773,194,4428
104021084,278,120,398,2439,990,130,3559,8564,1092,13215
104021085,374,149,523,1291,590,55,1936,5522,771,8229
104021086,19,3,22,641,208,32,881,1785,174,2840
104021087,65,12,77,485,211,35,731,1697,229,2657
104021088,62,16,81,1352,376,62,1790,3966,365,6121
104021089,336,80,419,2985,1144,170,4299,9857,1035,15191
104021090,88,17,108,576,285,42,903,2646,242,3791
104021091,211,50,261,1713,607,97,2417,6150,684,9251
105011092,25,8,36,590,182,26,798,1908,487,3193
105011093,51,11,62,764,242,35,1041,2262,361,3664
105011094,57,13,73,586,195,20,801,2242,296,3339
105011095,81,7,88,781,305,32,1118,2531,393,4042
105011096,60,18,81,860,337,48,1245,3443,679,5367
105021097,357,132,492,2525,1128,109,3762,9669,1746,15177
105021098,12,6,18,431,120,13,564,1405,175,2144
105031099,194,38,235,1187,433,63,1683,4238,599,6520
105031100,154,26,183,1762,774,133,2669,5125,575,8369
105031101,371,56,430,2555,1078,161,3794,7764,833,12391
105031102,45,11,59,1285,494,66,1845,3325,376,5546
105031103,33,6,42,857,371,36,1264,2442,369,4075
105031104,84,30,114,651,257,23,931,2321,321,3573
105031105,73,21,97,993,431,62,1486,3159,436,5081
105031106,154,15,178,1191,496,38,1725,4087,1025,6837
106011107,61,9,70,1771,631,92,2494,4152,443,7089
106011108,431,58,489,3132,1477,163,4772,9537,1865,16174
106011109,51,9,60,1180,512,71,1763,3435,361,5559
106011110,145,18,163,1246,583,74,1903,4423,433,6759
106011111,209,48,257,2733,1284,133,4150,7549,976,12675
106011112,200,22,228,2993,987,154,4134,7562,797,12493
106011113,23,8,31,866,312,42,1220,2272,278,3770
106021114,132,22,158,761,300,42,1103,2412,374,3889
106021115,385,83,468,4558,1906,237,6701,12312,1330,20343
106021116,110,13,123,1251,535,68,1854,3055,227,5136
106021117,215,31,252,3432,1236,164,4832,8344,910,14086
106021118,32,3,35,1753,601,99,2453,3941,308,6702
106031119,51,11,62,864,371,53,1288,2718,323,4329
106031120,109,20,129,921,445,58,1424,3379,296,5099
106031121,568,212,784,2566,1307,163,4036,10794,1714,16544
106031122,195,42,240,2148,981,137,3266,6674,797,10737
106031123,38,0,38,977,393,45,1415,2468,231,4114
106031124,110,19,132,477,305,27,809,2795,291,3895
106031125,77,18,95,2325,821,119,3265,5903,630,9798
106041126,91,28,119,2084,720,85,2889,5164,1043,9096
106041127,48,4,52,705,228,37,970,1838,286,3094
106041128,137,21,158,1045,343,62,1450,2833,314,4597
106041129,105,21,126,1303,441,56,1800,3959,494,6253
107011130,487,89,579,3555,1795,164,5514,14334,2060,21908
107011131,318,117,440,3519,1922,201,5642,11086,1332,18060
107011132,68,7,75,1555,504,94,2153,3233,180,5566
107011133,0,0,0,0,4,0,4,20,3,27
107011134,336,45,384,2732,1097,142,3971,7584,589,12144
107021135,0,0,0,3,0,0,3,0,3,6
107031136,164,17,181,2748,967,182,3897,5943,478,10318
107031137,148,33,181,1104,559,60,1723,3461,351,5535
107031138,228,45,276,982,573,76,1631,4061,339,6031
107031139,84,12,96,929,477,69,1475,2935,250,4660
107031140,209,36,245,1037,532,88,1657,3762,309,5728
107031141,72,11,86,2806,899,125,3830,5847,505,10182
107031142,110,19,129,1585,773,64,2422,4864,398,7684
107031143,291,43,341,2754,1537,168,4459,10535,1332,16326
107041144,482,88,576,2953,1407,155,4515,11022,1061,16598
107041145,302,52,354,2408,1082,109,3599,7918,814,12331
107041146,350,54,407,3304,1615,179,5098,10051,944,16093
107041147,83,22,111,1739,479,115,2333,3768,385,6486
107041148,157,20,180,1889,839,171,2899,4982,511,8392
107041149,548,110,661,3265,1768,126,5159,17096,2080,24335
107041150,418,71,489,3373,1399,211,4983,9015,815,14813
108011151,80,30,110,684,279,40,1003,2532,348,3883
108011152,418,212,636,1573,699,96,2368,8058,1188,11614
108011153,48,11,59,798,288,43,1129,3086,319,4534
108011154,289,111,400,549,276,28,853,3743,556,5152
108021155,356,48,404,1887,818,110,2815,7008,1362,11185
108021156,113,25,138,1195,478,58,1731,4999,610,7340
108021157,161,35,196,578,288,47,913,2565,324,3802
108021158,273,55,328,755,346,22,1123,3983,504,5610
108021159,84,20,104,1028,399,58,1485,4045,383,5913
108021160,147,31,178,572,217,31,820,3048,314,4182
108031161,8,0,8,51,15,0,66,224,14,304
108041162,407,144,557,2057,856,114,3027,9089,1000,13116
108041163,744,136,888,4106,1585,265,5956,14526,1348,21830
108041164,574,117,694,1902,894,115,2911,8555,1161,12627
108041165,46,7,53,722,272,36,1030,2805,330,4165
108041166,161,96,264,1639,642,82,2363,5031,629,8023
108051167,112,27,142,642,277,23,942,2869,274,4085
108051168,138,27,165,1381,551,77,2009,5290,475,7774
108051169,644,124,774,2772,1201,177,4150,10733,1359,16242
108051170,137,29,166,1433,658,68,2159,6664,751,9574
108051171,119,25,144,775,307,29,1111,2835,294,4240
109011172,198,37,235,2320,745,124,3189,6213,580,9982
109011173,119,32,151,1471,557,77,2105,4644,648,7397
109011174,368,49,417,1428,639,64,2131,6020,697,8848
109011175,167,32,203,1841,692,97,2630,5275,610,8515
