region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
101011001,40,1480,519,185,1284,1.1,962,2.4
101011002,46,1600,494,150,1240,1.1,978,2.4
101011003,39,1802,629,250,1600,1.1,1290,2.5
101011004,41,2000,795,203,2005,1.1,1727,2.7
101011005,39,1300,441,185,1016,1.1,816,2.5
101011006,45,1000,431,130,1006,1.1,765,2.4
101021007,46,1517,513,200,1259,1.1,912,2.3
101021008,35,1900,742,280,1814,1.1,1560,2.7
101021009,37,1733,749,273,1684,1.1,1266,2.1
101021010,35,1950,827,270,1875,1.1,1397,2.2
101021011,40,2167,937,300,2355,1.1,2189,2.9
101021012,34,2383,1028,330,2578,1.0,2394,3.0
101031013,46,962,462,130,1008,1.1,802,2.2
101031014,42,1200,518,180,1186,1.1,893,2.3
101031015,46,1400,535,129,1227,1.1,964,2.4
101031016,37,1584,650,231,1431,1.1,1197,2.5
101041017,48,1500,420,225,931,1.1,769,2.3
101041018,50,1517,440,250,934,1.1,806,2.3
101041019,44,1300,489,195,1116,1.1,903,2.4
101041020,46,1200,422,160,994,1.1,851,2.5
101041021,49,1560,472,225,1025,1.1,824,2.2
101041022,47,900,466,0,2666,1.2,1041,2.8
101041023,47,1430,411,175,973,1.1,798,2.3
101041024,48,1440,442,167,969,1.1,838,2.4
101041025,51,1500,482,230,1019,1.1,864,2.2
101041026,50,1309,420,200,958,1.1,797,2.3
101041027,54,1300,390,190,888,1.1,715,2.1
102011028,40,2150,649,330,1728,1.1,1465,2.8
102011029,46,2000,553,315,1458,1.1,1149,2.5
102011030,42,1950,561,200,1395,1.1,1182,2.7
102011031,47,2000,501,270,1446,1.1,1018,2.5
102011032,39,1733,560,270,1335,1.1,1000,2.2
102011033,33,1967,605,305,1602,1.1,1456,3.1
102011034,45,2000,479,255,1284,1.1,931,2.5
102011035,37,1733,557,290,1489,1.1,1307,2.8
102011036,36,1800,581,290,1601,1.1,1448,2.9
102011037,44,2000,530,295,1470,1.1,1136,2.5
102011038,42,2000,537,300,1377,1.1,1127,2.6
102011039,41,2167,645,360,1687,1.0,1381,2.5
102011040,44,1800,467,275,1108,1.1,852,2.3
102011041,38,2167,653,350,1726,1.1,1522,2.8
102011042,46,1800,448,250,1159,1.1,852,2.2
102011043,41,1753,495,270,1308,1.1,1016,2.5
102021044,41,1766,474,270,1209,1.1,954,2.5
102021045,32,1636,476,280,1137,1.1,1025,2.9
102021046,44,1700,413,245,986,1.1,787,2.3
102021047,38,1842,529,300,1388,1.1,1194,2.8
102021048,41,1600,422,250,1059,1.1,834,2.4
102021049,42,2392,633,250,1803,1.1,1614,2.9
102021050,45,1600,415,260,951,1.1,767,2.3
102021051,37,1967,584,265,1593,1.1,1370,2.8
102021052,43,1647,455,260,1105,1.1,938,2.5
102021053,42,1800,461,260,962,1.1,763,2.2
102021054,47,1651,431,240,1007,1.1,742,2.2
102021055,36,1842,549,308,1366,1.1,1206,2.8
102021056,35,2167,547,370,1494,1.1,1395,3.0
102021057,39,1603,430,220,1073,1.1,854,2.5
103011058,34,1600,531,220,1403,1.1,1066,2.4
103011059,35,1733,580,230,1503,1.1,1318,2.8
103011060,43,1588,555,140,1445,1.1,1200,2.6
