region_id,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
101011001,1437,880,580,230,8988
101011002,1070,699,294,64,5095
101011003,409,254,196,112,2742
101011004,980,541,155,28,4982
101011005,653,403,229,99,3815
101011006,539,343,167,50,2767
101021007,341,239,79,18,1615
101021008,492,227,95,21,3463
101021009,589,317,212,129,4893
101021010,303,167,70,28,2370
101021011,1481,613,146,28,7028
101021012,675,220,70,18,5670
101031013,181,94,60,32,891
101031014,493,319,219,101,3024
101031015,305,211,81,17,1483
101031016,563,252,106,25,3456
101041017,713,541,301,112,3239
101041018,783,687,378,134,3741
101041019,695,408,221,102,3418
101041020,1086,454,173,32,4044
101041021,286,192,123,49,1372
101041022,9,3,0,0,27
101041023,267,154,90,38,1200
101041024,396,196,79,11,1492
101041025,949,764,449,229,4666
101041026,804,612,282,58,3455
101041027,1047,756,434,200,4177
102011028,667,329,139,45,3592
102011029,1041,735,373,112,5165
102011030,373,248,86,20,2047
102011031,1048,753,738,444,6480
102011032,1324,812,512,244,8950
102011033,317,144,78,15,2649
102011034,427,307,366,248,3129
102011035,483,229,109,33,2868
102011036,571,242,112,25,3503
102011037,485,420,248,124,3181
102011038,526,337,270,97,3122
102011039,1249,699,339,91,6522
102011040,1570,1296,922,475,9814
102011041,769,376,232,79,4511
102011042,939,740,576,300,5832
102011043,724,444,396,328,4880
102021044,1370,917,741,444,8956
102021045,457,345,158,37,3631
102021046,558,488,337,89,3551
102021047,988,536,355,148,6359
102021048,1259,875,703,279,8048
102021049,292,154,49,8,1428
102021050,573,638,428,79,4016
102021051,341,188,71,14,2191
102021052,364,309,140,26,2121
102021053,967,727,552,180,6082
102021054,669,514,438,217,3997
102021055,293,213,110,38,2126
102021056,555,467,205,55,4881
102021057,521,321,160,57,3119
103011058,1472,835,553,195,10227
103011059,612,352,204,91,4029
103011060,696,357,98,25,3205
103011061,345,215,90,19,1763
103021062,393,218,136,71,2350
103021063,636,430,310,100,3390
103021064,426,311,107,63,2137
103021065,598,424,252,77,3664
103021066,259,187,97,31,1334
103021067,560,352,260,85,4066
103021068,259,137,69,14,1288
103021069,316,199,136,34,2010
103031070,825,531,320,116,4987
103031071,661,372,159,32,3242
103031072,584,425,282,125,4379
103031073,250,200,94,22,1252
103031074,851,529,213,61,4125
103031075,0,0,0,0,0
103041076,491,302,168,29,2809
103041077,1265,772,497,197,8144
103041078,1022,495,249,69,7204
103041079,904,485,206,43,4739
104011080,1149,735,551,210,7078
104011081,1445,726,253,55,5945
104011082,1497,1091,664,195,6809
104021083,571,297,119,58,2680
104021084,1223,756,435,196,6961
104021085,764,500,437,360,4748
104021086,361,156,55,4,1661
104021087,310,180,74,30,1371
104021088,825,406,171,43,3773
104021089,1554,881,516,206,8167
104021090,427,247,174,43,1986
104021091,1016,557,313,104,4892
105011092,208,93,87,15,1582
105011093,208,114,67,15,1710
105011094,190,143,94,22,1399
105011095,240,187,108,19,1693
105011096,485,290,146,38,2465
105021097,1192,699,615,278,7156
105021098,159,69,21,3,844
105031099,591,364,214,80,2981
105031100,644,274,113,48,4306
105031101,875,541,344,139,6614
105031102,386,249,110,30,2772
105031103,449,205,81,21,2297
105031104,260,182,93,45,1585
105031105,401,241,137,44,2305
105031106,525,410,223,53,3448
106011107,671,306,81,18,3786
106011108,1176,702,473,180,7933
106011109,696,314,108,23,3054
106011110,725,398,163,50,3498
106011111,949,488,307,91,5759
106011112,759,328,195,50,6436
106011113,349,184,48,15,2001
106021114,272,147,118,50,1962
106021115,1707,912,512,168,11017
106021116,516,290,145,52,3107
106021117,911,523,271,113,7153
106021118,506,176,67,11,3516
106031119,393,288,127,18,2408
106031120,509,420,205,49,2593
106031121,1767,1654,952,424,9668
106031122,771,410,264,132,4992
106031123,472,198,59,19,2338
106031124,480,580,318,65,2186
106031125,871,567,176,25,5414
106041126,579,281,147,43,4676
106041127,217,108,62,13,1553
106041128,322,204,146,68,2419
106041129,532,302,163,41,3072
107011130,1339,896,740,171,9578
107011131,1409,1021,581,144,9007
107011132,397,187,72,21,3003
107011133,0,0,0,0,11
107011134,1059,467,346,239,6851
107021135,0,0,0,0,10
107031136,710,296,191,65,5486
107031137,455,219,136,73,2693
107031138,744,550,346,118,3774
107031139,628,284,159,42,2982
107031140,790,456,220,102,3670
107031141,772,433,193,36,5642
107031142,629,345,213,54,3900
107031143,1196,805,444,93,7487
107041144,1366,858,627,208,9407
107041145,971,521,403,129,6618
107041146,1570,935,602,199,9931
107041147,574,255,134,66,4098
107041148,1092,454,239,80,5720
107041149,1784,1045,640,290,14878
107041150,1309,779,434,193,8793
108011151,397,245,99,42,1826
108011152,1180,1086,755,333,6225
108011153,567,442,170,31,2510
108011154,432,449,414,182,2505
108021155,895,564,359,159,5387
108021156,943,431,196,60,3777
108021157,360,267,168,65,1841
108021158,522,493,324,151,2778
108021159,769,414,156,35,3102
108021160,471,385,214,81,2209
108031161,34,36,11,0,193
108041162,1386,1170,797,291,7061
108041163,2066,1619,1084,453,12708
108041164,1064,945,790,309,6590
108041165,591,273,80,17,2317
108041166,749,484,301,138,4168
108051167,433,330,165,45,1966
108051168,987,669,305,80,4462
108051169,1295,988,724,356,7766
108051170,1271,813,299,64,4915
108051171,345,237,190,75,2028
109011172,765,389,253,98,5811
109011173,543,326,199,53,3814
109011174,882,472,335,242,5349
109011175,847,483,189,83,4431
109011176,907,524,314,95,5568
109021177,140,107,69,26,1010
109021178,348,228,106,42,2074
109021179,193,126,56,20,1242
109031180,354,282,222,104,2198
109031181,544,374,186,65,2573
109031182,489,299,210,92,2800
109031183,474,282,142,52,2547
109031184,323,302,173,44,2007
109031185,650,474,320,141,3644
110011186,1707,1001,535,240,10495
110011187,331,184,79,14,1660
110011188,607,294,104,33,2671
110011189,260,163,62,16,1209
110021190,648,420,255,50,3355
110021191,655,524,307,167,4285
110021192,345,200,67,13,1761
110021193,307,270,132,44,1941
110021194,582,372,155,64,2624
110031195,422,281,148,38,3287
110031196,269,112,47,6,1805
110031197,382,231,125,57,2571
110031198,265,131,82,26,1658
110041199,491,330,242,120,3265
110041200,282,171,70,15,1595
110041201,481,319,159,51,2617
110041202,1250,811,488,145,8058
110041203,961,626,437,242,6373
110041204,180,125,49,3,1581
110041205,1504,806,346,95,7100
111011206,1306,850,581,215,7733
111011207,399,257,196,50,2328
111011208,1644,1023,694,214,10886
111011209,1723,896,489,217,10127
111011210,445,315,217,138,3227
111011211,266,200,134,73,1677
111011212,905,661,386,115,4813
111011213,1293,690,330,123,6173
111011214,1014,664,402,125,5876
111021215,584,425,227,91,3504
111021216,677,565,271,65,3778
111021217,601,281,188,66,4327
111021218,1001,786,668,359,6191
111021219,1192,825,474,162,5944
111021220,936,586,254,63,4245
111021221,418,143,64,6,2363
111031222,997,765,527,153,7485
111031223,475,343,145,55,2951
111031224,905,430,285,125,5901
111031225,1104,631,424,169,7773
111031226,560,241,90,21,4343
111031227,877,439,339,185,6807
111031228,1109,580,368,112,7247
111031229,908,453,210,68,6339
111031230,3,3,0,0,12
111031231,383,278,218,131,4122
111031232,525,356,214,111,2691
111031233,1296,770,501,259,8256
111031234,634,395,388,341,5609
111031235,502,233,127,37,4030
112011236,1363,930,769,401,7343
112011237,1561,871,450,178,7272
112011238,582,218,82,45,2655
112011239,738,365,190,59,3741
112011240,879,388,138,65,4660
112011241,413,248,159,50,2023
112011242,705,305,146,43,3649
112011243,879,278,130,52,3518
112021244,666,449,345,178,4040
112021245,556,263,100,28,2513
112021246,910,521,301,96,5337
112021247,693,282,155,53,2932
112021248,1049,494,319,122,6453
112021249,1696,680,214,42,7096
112031250,863,568,400,188,5058
112031251,535,329,242,161,3268
112031252,1037,473,171,38,4372
112031253,839,482,287,76,5274
112031254,1447,1017,883,335,8164
112031255,1702,1469,1270,514,10774
113011256,871,480,295,136,6720
113011257,593,305,129,38,4220
113011258,513,314,187,51,3462
113011259,365,247,182,66,2216
113021260,245,153,57,25,1368
