region_id,P_85y_ov_DNUDW_,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW_,P_Tot_UDW_NS,P_Tot_Total
101011001,244,121,533,3324,4389,2225,1802,3771,1901,17412
101011002,73,30,183,1694,2425,1484,1361,1697,766,9427
101011003,82,53,171,959,1390,708,563,926,450,4996
101011004,23,12,65,1645,2541,1306,1033,1054,524,8103
101011005,173,58,303,1505,1832,1061,1000,1806,793,7997
101011006,75,28,155,1041,1382,778,902,1327,491,5921
101021007,37,6,57,467,765,439,391,421,245,2728
101021008,22,5,63,1490,1992,795,604,1341,554,6776
101021009,111,83,279,2072,2478,823,600,1772,926,8671
101021010,10,20,53,991,1151,429,279,713,347,3910
101021011,12,11,56,2381,3519,1815,1200,1327,765,11007
101021012,20,3,42,2509,3032,1251,802,1372,431,9397
101031013,36,23,88,355,529,273,294,351,168,1970
101031014,112,33,226,1061,1443,741,587,1046,545,5423
101031015,10,6,41,508,701,408,372,404,199,2592
101031016,24,9,56,1257,1379,622,452,778,822,5310
101041017,118,36,226,1022,1536,857,756,1343,661,6175
101041018,168,40,300,1155,1697,1033,888,1316,729,6818
101041019,76,65,208,1214,1716,949,800,1270,570,6519
101041020,20,24,76,1183,1933,1160,1199,1006,580,7061
101041021,47,20,100,413,651,371,286,406,221,2348
101041022,0,0,0,6,10,9,6,9,3,43
101041023,56,15,85,412,666,399,344,621,205,2647
101041024,8,6,39,413,737,439,353,462,247,2651
101041025,153,87,363,1500,2278,1284,1034,1556,661,8313
101041026,72,20,167,1074,1707,1037,930,1173,449,6370
101041027,145,96,361,1073,1897,1268,1025,1415,754,7432
102011028,28,20,89,1331,1571,802,555,806,381,5446
102011029,75,53,228,1752,2320,1295,1001,1412,651,8431
102011030,17,12,55,734,943,501,408,624,335,3545
102011031,391,216,795,2239,2822,1462,1260,2533,1003,11319
102011032,215,129,552,3402,4089,1700,1369,2871,1698,15129
102011033,9,8,39,1149,1341,631,561,863,277,4822
102011034,175,105,456,1158,1569,777,615,1233,480,5832
102011035,27,24,76,1146,1474,716,561,937,321,5155
102011036,19,16,63,1449,1745,913,708,989,371,6175
102011037,140,41,238,1064,1304,698,576,985,488,5115
102011038,52,45,169,1219,1448,779,636,939,339,5360
102011039,59,38,179,2548,2897,1394,965,1649,900,10353
102011040,246,327,851,3519,4674,2362,2163,3788,2035,18541
102011041,53,29,160,1629,2004,1081,807,1130,506,7157
102011042,277,125,572,2197,2746,1350,1252,2487,1154,11186
102011043,346,103,612,1755,2326,1201,941,2101,730,9054
102021044,382,312,922,3508,4300,2350,1874,3764,1536,17332
102021045,28,23,80,1601,1947,1005,949,1780,685,7967
102021046,87,50,218,1427,1785,982,886,1628,662,7370
102021047,191,67,375,2665,3238,1630,1432,2325,780,12070
102021048,384,134,712,3124,3907,2048,1961,4140,1545,16725
102021049,5,6,26,460,666,380,325,333,232,2396
102021050,83,43,183,1505,2086,1116,1084,1799,665,8255
102021051,14,3,37,896,1020,573,469,603,217,3778
102021052,40,15,85,798,1113,572,598,918,298,4297
102021053,146,106,377,2210,2740,1396,1170,2575,1473,11564
102021054,220,79,429,1344,1680,974,866,1944,813,7621
102021055,37,8,61,798,1037,542,420,761,308,3866
102021056,136,19,198,1803,2331,1274,1134,1908,679,9129
102021057,45,31,129,1228,1527,822,815,1502,616,6510
103011058,214,72,439,4168,4856,2280,1829,3453,1965,18551
103011059,98,17,152,1423,2006,986,853,1374,512,7154
103011060,34,6,70,1016,1487,786,668,757,539,5253
