region_id,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
101011001,2125,4193,54,307,201,934,81,385,1196,4684,1532,6310,98,396,158,500,434,1369,690,2265,2222,8575,19,66,75,259,38,139,549,1461,681,1925,28,86,99,203,329,692,456,981,1137,2906,84,175,5568,15849
101011002,1594,3123,32,166,148,679,33,163,654,2670,867,3678,62,248,105,316,245,735,412,1299,1279,4977,4,17,36,127,11,30,148,407,199,581,10,23,30,63,138,286,178,372,377,953,41,90,3291,9143
101011003,686,1346,17,96,76,359,26,126,437,1732,556,2313,34,137,46,140,108,357,188,634,744,2947,7,27,9,36,9,31,101,251,126,345,9,22,23,53,82,181,114,256,240,601,12,23,1682,4917
101011004,1268,2466,30,153,159,741,41,183,782,3123,1012,4200,59,239,127,388,224,673,410,1300,1422,5500,5,12,13,51,9,29,104,274,131,366,5,23,29,60,84,163,118,246,249,612,15,37,2954,8615
101011005,1046,2079,35,171,130,630,38,170,612,2477,815,3448,39,158,78,240,175,529,292,927,1107,4375,7,37,38,131,15,63,253,701,313,932,12,35,24,46,133,283,169,364,482,1296,37,73,2672,7823
101011006,950,1853,22,108,102,464,29,117,405,1663,558,2352,26,99,65,193,110,336,201,628,759,2980,3,20,13,46,6,22,136,398,158,486,6,21,27,54,97,193,130,268,288,754,24,56,2021,5643
101021007,442,871,3,14,31,162,11,53,190,744,235,973,11,42,26,73,50,152,87,267,322,1240,0,3,15,42,4,17,48,134,67,196,3,16,14,25,40,76,57,117,124,313,5,10,893,2434
101021008,736,1475,18,98,108,506,27,118,538,2127,691,2849,76,291,68,227,260,826,404,1344,1095,4193,8,28,27,93,26,83,210,620,271,824,18,53,40,85,164,377,222,515,493,1339,33,75,2357,7082
101021009,1008,2012,14,90,66,318,27,131,574,2133,681,2672,27,114,51,167,183,571,261,852,942,3524,5,16,29,97,16,55,198,455,248,623,6,17,37,77,195,423,238,517,486,1140,64,133,2500,6809
101021010,512,1002,9,50,32,146,8,40,280,1033,329,1269,24,105,33,110,68,219,125,434,454,1703,0,0,15,46,6,26,77,190,98,262,6,25,14,30,61,124,81,179,179,441,32,75,1177,3221
101021011,1504,2955,43,237,229,1070,67,299,1022,4049,1361,5655,125,512,204,666,343,1050,672,2228,2033,7883,4,16,20,58,5,22,155,424,184,520,18,54,35,60,84,182,137,296,321,816,23,54,3881,11708
101021012,1027,2020,28,162,234,1057,41,185,1186,4638,1489,6042,108,447,143,493,256,817,507,1757,1996,7799,10,40,41,141,21,63,158,413,230,657,24,78,47,100,118,260,189,438,419,1095,36,72,3478,10986
101031013,322,623,4,10,34,134,7,28,142,571,187,743,4,24,15,48,34,101,53,173,240,916,3,5,5,19,0,7,39,112,47,143,3,6,9,18,34,70,46,94,93,237,6,15,661,1791
101031014,764,1511,8,47,72,328,21,107,361,1413,462,1895,27,109,65,190,83,250,175,549,637,2444,6,22,22,80,6,30,154,397,188,529,5,12,18,34,105,215,128,261,316,790,23,45,1740,4790
101031015,457,899,5,27,45,226,9,47,187,752,246,1052,16,48,27,74,47,151,90,273,336,1325,3,9,7,31,0,0,39,96,49,136,4,11,6,13,35,71,45,95,94,231,6,10,893,2465
101031016,574,1132,8,55,74,328,12,45,417,1595,511,2023,18,78,51,146,74,232,143,456,654,2479,4,15,12,38,8,15,70,178,94,246,7,15,21,52,45,92,73,159,167,405,15,29,1410,4045
101041017,1062,2081,10,53,64,308,19,102,342,1399,435,1862,26,123,32,101,130,399,188,623,623,2485,3,17,24,104,12,49,167,467,206,637,12,32,25,49,75,148,112,229,318,866,22,42,2025,5474
101041018,1218,2410,12,64,67,311,25,112,324,1291,428,1778,27,86,56,172,140,436,223,694,651,2472,8,27,33,131,10,41,192,562,243,761,12,27,29,69,112,235,153,331,396,1092,19,34,2284,6008
101041019,945,1861,15,95,92,417,19,90,456,1790,582,2392,32,130,83,254,143,423,258,807,840,3199,3,15,32,120,13,46,177,468,225,649,10,24,45,97,99,206,154,327,379,976,13,30,2177,6066
101041020,1222,2382,24,148,123,578,38,150,492,1954,677,2830,28,129,86,269,161,463,275,861,952,3691,5,23,18,72,9,31,143,405,175,531,9,21,55,118,82,160,146,299,321,830,18,45,2513,6948
101041021,374,733,4,23,32,134,9,43,130,506,175,706,8,29,25,88,41,118,74,235,249,941,0,0,10,38,4,6,62,168,76,212,9,19,10,21,35,74,54,114,130,326,4,15,757,2015
101041022,12,18,0,0,0,0,0,9,3,8,3,17,0,7,0,0,0,0,0,7,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42
101041023,425,840,11,47,29,135,4,24,144,538,188,744,5,18,23,69,46,153,74,240,262,984,3,10,18,48,3,15,95,288,119,361,4,11,18,44,46,91,68,146,187,507,16,32,890,2363
101041024,442,862,12,78,37,162,13,45,167,643,229,928,7,36,34,103,55,157,96,296,325,1224,0,6,12,35,4,10,61,153,77,204,4,8,19,34,43,92,66,134,143,338,12,25,922,2449
101041025,1577,3089,10,53,98,445,27,122,446,1762,581,2382,33,131,79,238,145,436,257,805,838,3187,3,11,42,134,8,28,159,404,212,577,16,45,48,97,90,176,154,318,366,895,19,37,2800,7208
101041026,1170,2308,10,52,74,324,20,105,352,1372,456,1853,27,107,63,194,120,361,210,662,666,2515,9,48,31,105,15,53,162,428,217,634,8,26,37,74,115,242,160,342,377,976,17,36,2230,5835
101041027,1433,2829,4,29,61,290,20,99,344,1354,429,1772,20,81,61,182,130,387,211,650,640,2422,4,19,24,73,7,32,151,426,186,550,13,35,28,62,96,189,137,286,323,836,23,54,2419,6141
102011028,611,1193,19,110,123,543,20,87,506,2047,668,2787,52,220,85,281,160,497,297,998,965,3785,8,22,39,124,6,23,104,282,157,451,18,49,33,74,94,193,145,316,302,767,13,24,1891,5769
102011029,1282,2531,20,109,139,637,26,111,622,2482,807,3339,63,252,126,411,276,845,465,1508,1272,4847,6,27,25,73,11,47,134,355,176,502,19,56,27,67,130,265,176,388,352,890,19,45,2925,8313
102011030,485,963,13,59,47,241,13,69,276,1103,349,1472,30,120,31,111,114,361,175,592,524,2064,3,11,13,41,9,27,57,169,82,248,3,13,16,32,48,100,67,145,149,393,7,20,1165,3440
102011031,1457,2898,22,108,189,882,38,145,744,2997,993,4132,103,425,200,671,311,1012,614,2108,1607,6240,7,23,40,141,14,42,177,454,238,660,26,88,57,132,210,441,293,661,531,1321,30,58,3625,10517
102011032,1874,3730,27,149,152,687,41,178,960,3644,1180,4658,74,296,119,404,291,882,484,1582,1664,6240,10,37,49,156,36,120,362,929,457,1242,33,105,110,230,366,754,509,1089,966,2331,59,120,4563,12421
102011033,432,848,23,120,97,451,31,151,541,2149,692,2871,66,289,84,264,146,478,296,1031,988,3902,5,18,31,116,17,71,111,304,164,509,20,61,27,68,91,199,138,328,302,837,13,34,1735,5621
102011034,721,1436,11,68,90,421,36,157,395,1589,532,2235,57,240,76,267,157,482,290,989,822,3224,8,28,23,78,13,39,120,323,164,468,22,72,31,63,118,264,171,399,335,867,23,42,1901,5569
102011035,596,1184,11,66,104,497,27,132,430,1689,572,2384,61,246,93,305,155,513,309,1064,881,3448,6,24,27,100,11,50,127,328,171,502,19,58,46,94,89,204,154,356,325,858,17,35,1819,5525
102011036,634,1260,33,173,123,557,48,229,587,2365,791,3324,82,331,91,321,212,669,385,1321,1176,4645,4,16,36,115,11,54,132,365,183,550,18,72,32,75,124,256,174,403,357,953,22,47,2189,6905
