region_id,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
101011001,25,21,66,48,137,266,322,256,151,1292,3,3,6,7,12,15,22,20,6,94,58,120,305,294,240,239,233,255,121,1865,708,1268,2559,2821,2933,2608,1954,1297,535,16683
101011002,9,3,15,23,54,182,239,160,79,764,0,0,3,6,6,6,7,6,3,37,37,29,53,79,110,112,147,121,29,717,330,417,828,1447,1830,1891,1393,691,181,9008
101011003,6,6,8,18,28,59,79,66,29,299,0,0,0,4,3,0,0,4,0,11,20,26,39,62,57,43,60,103,92,502,202,360,659,913,831,737,514,397,171,4784
101011004,3,6,7,17,30,91,81,52,12,299,0,3,0,0,5,3,3,3,0,17,31,18,46,82,92,77,67,40,14,467,266,359,864,1708,1739,1530,884,281,64,7695
101011005,9,15,10,35,58,143,142,174,133,719,0,0,6,6,3,3,6,9,0,33,36,41,75,97,83,121,115,114,51,733,306,514,1051,1253,1275,1283,974,636,301,7593
101011006,0,7,10,21,45,121,160,140,48,552,0,0,3,4,3,12,0,10,4,36,20,15,30,57,51,82,106,71,29,461,166,281,568,902,1061,1170,885,462,157,5652
101021007,0,0,8,0,16,27,44,27,12,134,0,0,0,0,3,0,4,0,0,7,20,3,14,47,46,39,34,16,7,226,77,78,254,473,546,548,426,163,58,2623
101021008,8,12,16,20,58,116,116,62,21,429,0,0,0,0,0,4,14,14,0,32,24,42,77,90,83,87,63,46,8,520,290,545,1220,1276,1280,977,546,243,62,6439
101021009,6,10,11,24,65,117,111,165,80,589,0,0,0,7,4,10,30,35,9,95,39,59,181,131,116,94,102,106,88,916,286,789,1891,1545,1315,1118,683,560,277,8464
101021010,0,3,3,4,16,34,37,35,12,144,0,3,6,0,6,3,0,0,3,21,15,32,67,40,43,46,29,37,18,327,129,417,906,692,673,505,279,142,54,3797
101021011,7,4,8,18,45,93,74,32,14,295,0,0,3,3,0,5,8,4,0,23,47,41,55,120,159,175,92,37,7,733,416,674,1150,2227,2575,2104,914,269,56,10385
101021012,4,0,4,22,30,60,73,35,12,240,0,0,0,0,3,3,0,7,3,16,24,32,56,67,105,58,32,18,0,392,368,745,1529,2379,2034,1086,438,182,41,8802
101031013,0,0,3,8,30,60,55,33,31,220,3,0,0,0,0,0,6,0,0,9,4,0,8,15,14,27,15,34,17,134,58,77,216,280,374,397,253,150,89,1894
101031014,4,8,0,22,53,72,80,90,57,386,0,0,0,0,6,0,3,3,0,12,15,34,82,98,85,68,71,77,60,590,188,346,684,853,985,832,632,436,225,5181
101031015,0,0,0,8,21,39,32,24,7,131,0,0,3,0,0,0,3,3,0,9,6,4,6,17,42,37,44,27,6,189,69,104,189,420,567,514,403,165,40,2471
101031016,3,0,7,4,13,26,45,35,13,146,0,0,3,0,0,6,5,0,0,14,76,75,117,159,152,111,57,35,4,786,243,407,808,1038,1054,799,430,213,56,5048
