SED_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED10029,671,1766,3164,2695,2652,1860,335,20,8,13178,2184,1197,2559,2905,3141,3687,3642,2030,898,22253,211,198,496,448,407,380,331,276,291,3036,3070,3171,6221,6048,6198,5924,4308,2327,1203,38459,133,1147,3603,2862,2859,2177,390,17,0,13185,559,1143,1594,1410,1423,1072,300,21,3,7523,299,614,928,791,817,731,159,23,0,4362,44,122,215,151,149,100,19,4,4,801,1025,3025,6339,5210,5248,4076,868,63,8,25868,95,274,399,324,295,225,35,4,0,1647,231,230,191,158,183,212,33,4,0,1240,328,504,584,484,481,438,68,3,0,2885,1353,3528,6926,5692,5733,4517,936,66,8,28755,4683,2526,4655,5004,5492,6467,6673,3877,1468,40841,419,434,1007,950,818,783,661,520,471,6066,6456,6478,12585,11645,12037,11768,8272,4466,1946,75660
SED10030,1122,1586,3453,3817,3831,3246,771,96,7,17934,745,377,876,1060,1071,2107,4016,2810,1324,14379,97,123,252,257,235,256,262,264,219,1963,1954,2087,4582,5133,5136,5605,5044,3172,1553,34268,312,1237,3896,4485,4604,3366,591,48,4,18541,1188,1174,1964,2282,2181,2181,841,149,9,11961,327,449,746,635,571,521,186,35,4,3476,36,71,167,97,106,60,23,12,9,576,1856,2929,6772,7505,7465,6130,1644,236,24,34554,95,153,232,208,225,209,13,0,5,1137,196,89,93,116,95,119,27,13,0,752,289,241,324,327,317,331,40,11,3,1890,2148,3170,7093,7828,7784,6462,1688,246,27,36442,1669,763,1435,1592,1888,3697,7130,5166,2083,25429,202,248,552,486,512,521,509,446,311,3780,4024,4175,9080,9907,10178,10678,9324,5868,2423,65657
SED10031,1282,1407,3332,3754,4379,3628,1171,183,24,19146,861,275,715,672,872,1886,3941,2524,994,12740,119,107,257,298,282,332,332,272,161,2154,2258,1786,4305,4720,5526,5850,5447,2977,1182,34048,679,1666,4260,4777,5767,4350,1149,221,23,22891,1455,971,1769,2010,2248,2538,1286,284,30,12582,197,130,424,315,332,418,179,34,4,2023,65,58,159,122,112,100,56,27,10,708,2396,2824,6606,7217,8457,7407,2673,566,64,38211,73,103,144,107,152,133,20,3,0,743,173,68,76,77,90,82,31,4,0,606,248,176,216,185,246,213,55,7,0,1348,2649,2994,6825,7406,8704,7618,2732,572,68,39558,1783,556,1226,1106,1583,3380,7200,4773,1653,23251,261,242,530,557,631,728,665,495,280,4386,4684,3795,8576,9073,10911,11725,10594,5844,1996,67195
SED10032,719,2295,5855,4471,2920,2081,376,21,4,18737,1706,1084,3069,2653,2179,2446,2757,1746,784,18420,227,285,928,672,407,338,203,140,74,3273,2650,3660,9846,7798,5500,4862,3337,1913,866,40430,148,1446,6697,6358,3597,2318,434,18,0,21018,698,2041,3253,2283,1441,1119,330,31,3,11208,278,628,1281,1024,730,641,162,11,4,4755,35,194,462,274,145,107,19,8,5,1240,1159,4312,11706,9932,5911,4185,945,74,9,38222,84,271,781,529,308,206,29,0,0,2209,211,314,369,191,138,105,28,4,0,1366,300,590,1152,722,449,314,54,4,0,3574,1451,4900,12858,10653,6358,4494,999,74,9,41796,3601,2424,5435,4571,3837,4349,5120,3289,1292,33906,452,717,2059,1519,885,672,422,275,115,7106,5501,8039,20354,16733,11078,9519,6544,3633,1416,82817
SED10033,1366,1880,3681,3624,4439,3160,817,98,9,19075,1044,373,900,820,1007,1677,2850,1927,742,11340,93,91,221,209,197,194,154,158,105,1422,2506,2340,4798,4659,5642,5029,3825,2185,846,31835,701,1917,4467,4347,5393,3833,815,82,5,21562,1344,1279,2052,2104,2496,2092,853,162,16,12392,521,511,910,687,665,636,242,28,0,4206,33,71,177,133,127,97,24,16,4,681,2602,3774,7605,7273,8684,6650,1937,292,23,38843,71,129,143,115,142,129,14,0,0,738,140,63,83,58,78,66,22,3,0,510,217,187,220,172,215,198,36,6,0,1250,2819,3965,7823,7444,8898,6844,1967,293,23,40092,2208,737,1367,1238,1647,2842,5221,3591,1199,20044,208,213,484,433,432,396,314,270,167,2922,5232,4913,9674,9116,10978,10086,7510,4153,1388,63057
SED10034,1244,1767,3784,4749,4785,3290,751,58,0,20426,1038,272,548,711,730,1458,3026,2050,792,10627,43,38,123,118,112,101,105,185,341,1170,2328,2086,4452,5580,5633,4856,3875,2297,1132,32227,460,1621,4705,5726,6088,3835,619,41,0,23104,1333,1341,1719,2692,2491,2112,806,103,0,12596,482,527,838,715,620,597,200,32,3,3998,23,36,103,102,65,54,19,5,0,406,2306,3525,7368,9232,9258,6596,1641,178,6,40103,53,97,145,131,119,103,9,3,0,651,206,87,61,67,74,83,26,4,0,599,253,185,205,194,193,184,37,8,0,1249,2562,3706,7568,9426,9453,6781,1676,184,6,41350,2206,563,842,1012,1158,2482,5616,3850,1332,19057,85,92,247,245,238,225,196,302,474,2098,4848,4359,8649,10686,10842,9483,7488,4338,1810,62505
SED10035,802,3934,14153,7659,4285,2529,636,51,3,34052,1094,1872,2380,1429,1008,1519,2233,1656,693,13888,117,425,1035,457,233,195,159,112,79,2820,2017,6237,17567,9540,5528,4246,3030,1825,782,50762,108,2958,19067,11766,6214,3189,649,44,7,43999,804,2637,6006,3418,2098,1533,582,78,3,17163,363,1093,2246,1121,560,433,158,15,0,5988,16,154,497,184,86,54,12,8,4,1011,1288,6836,27813,16491,8956,5211,1404,145,18,68160,27,301,826,410,297,164,35,0,0,2056,191,543,490,156,110,100,39,0,0,1631,222,840,1313,561,411,266,70,0,0,3687,1506,7679,29127,17053,9367,5479,1473,149,18,71844,2300,4108,4645,2333,1848,2683,4051,2986,1210,26170,243,903,2221,1036,536,444,320,234,128,6068,4055,12697,35990,20424,11749,8601,5849,3363,1358,104085
SED10036,1131,2006,3916,4296,4284,2590,525,29,0,18772,1788,749,1672,1857,1616,2163,2632,1665,702,14835,160,131,396,337,236,198,183,215,282,2150,3078,2886,5986,6492,6136,4945,3339,1909,988,35765,344,1731,4783,5237,5323,3400,565,31,0,21410,1083,1253,1740,2202,1922,1377,455,56,6,10083,512,749,1111,1017,898,737,213,23,6,5263,44,82,193,159,153,82,29,5,0,735,1976,3812,7831,8619,8286,5597,1263,103,5,37493,70,230,327,265,246,173,20,0,0,1326,260,163,117,116,95,83,30,0,0,861,326,392,439,380,340,258,48,0,0,2189,2302,4201,8270,8995,8628,5854,1313,105,6,39680,3735,1610,2753,2905,2744,3711,4853,3058,1097,26466,337,343,794,734,513,411,357,418,425,4336,6372,6160,11819,12631,11889,9975,6520,3586,1534,70485
SED10037,1147,1819,3486,5195,5379,3577,891,91,9,21585,1422,355,605,1000,981,1644,3064,2176,801,12044,41,51,131,140,129,83,133,105,99,900,2604,2230,4217,6338,6490,5294,4087,2369,908,34529,252,1330,4346,6793,7125,4380,851,59,3,25134,1236,1627,1694,2734,2728,2259,940,170,11,13399,461,550,579,605,529,558,203,37,7,3515,15,30,105,102,94,47,23,11,5,420,1962,3536,6720,10232,10476,7233,2010,276,21,42467,36,96,186,177,190,157,24,0,0,873,242,146,95,99,101,98,50,11,0,839,280,249,281,280,289,258,71,11,0,1709,2242,3782,7001,10513,10769,7490,2079,282,25,44177,3045,825,1017,1421,1552,2733,5501,4117,1373,21572,90,109,243,304,282,185,223,190,159,1785,5375,4718,8260,12238,12600,10406,7798,4590,1550,67533
SED10038,1463,2034,3583,4450,4451,2994,623,50,3,19650,1114,489,744,901,1031,2051,3525,2520,1248,13619,143,118,162,178,145,135,137,184,214,1423,2720,2637,4484,5528,5626,5187,4284,2758,1468,34693,369,1401,4099,5120,5698,3318,511,36,0,20544,1454,1683,2047,2751,2416,2048,709,83,4,13201,574,620,801,677,539,551,144,18,3,3929,27,67,80,97,78,54,18,3,0,428,2428,3777,7035,8644,8727,5962,1377,145,11,38097,70,165,187,154,153,120,12,5,0,873,319,187,135,78,86,97,34,4,0,944,393,353,327,234,242,211,42,8,0,1810,2821,4132,7363,8876,8971,6177,1423,150,11,39913,2416,1112,1317,1325,1606,3554,6365,4591,2014,24303,260,276,340,360,325,283,263,330,295,2722,5490,5521,9016,10559,10897,10015,8052,5069,2319,66940
SED10039,1384,1534,3594,3608,3773,3192,757,68,7,17913,746,267,746,699,883,2245,4304,2622,1106,13620,101,82,201,191,194,193,226,212,234,1626,2224,1884,4535,4498,4849,5629,5281,2904,1350,33158,583,1568,4234,4327,4548,3437,598,66,5,19364,1485,1140,2016,2296,2171,2478,959,138,10,12686,327,255,698,410,432,468,176,13,0,2778,56,59,138,87,87,67,15,19,0,532,2450,3019,7085,7122,7238,6444,1745,229,16,35364,72,121,145,110,133,101,20,0,0,701,166,75,89,70,67,108,19,3,0,611,232,201,236,184,202,202,41,3,0,1311,2685,3222,7318,7304,7444,6652,1785,233,21,36669,1579,631,1396,1283,1519,3808,8039,5021,1820,25093,190,176,413,393,400,397,451,386,377,3187,4456,4031,9129,8985,9367,10858,10277,5637,2215,64951
SED10040,632,2584,6284,4717,3984,2917,592,38,0,21749,1288,891,1679,1600,1536,2421,3454,2304,1211,16375,76,179,428,336,216,207,208,205,310,2148,1994,3648,8390,6654,5735,5538,4254,2537,1518,40278,125,1580,6893,5774,4485,3048,539,33,0,22475,721,2507,3881,2554,2013,1726,574,56,3,14043,294,729,1357,972,812,871,237,19,0,5302,21,162,326,181,139,91,29,3,0,954,1165,4981,12454,9490,7450,5735,1378,107,6,42772,35,207,516,310,256,248,25,0,0,1604,161,327,284,150,120,148,42,0,0,1226,195,530,794,463,380,395,63,4,0,2826,1366,5513,13251,9953,7830,6130,1443,115,6,45598,2782,1990,3115,2615,2513,4072,6241,4225,2035,29597,167,422,959,644,438,422,380,377,459,4272,4308,7929,17323,13214,10781,10631,8062,4711,2501,79463
SED10041,1101,1766,3335,5348,5173,3262,974,149,9,21129,1725,399,638,1304,1324,1781,3093,2723,1719,14704,51,59,143,166,138,99,122,149,252,1172,2876,2226,4120,6817,6636,5143,4189,3021,1986,37016,109,1186,4442,7450,7109,4118,879,98,7,25401,1148,1575,1386,2348,2482,2068,1148,302,24,12478,502,564,518,556,395,401,186,39,6,3167,11,31,97,116,83,53,22,3,8,424,1772,3350,6444,10465,10065,6641,2240,438,44,41465,26,116,177,269,250,188,37,0,0,1076,253,149,66,101,121,103,40,8,0,839,273,267,243,377,367,293,72,12,0,1913,2046,3623,6691,10844,10441,6940,2313,449,44,43381,3740,898,985,1688,1820,2807,5197,4790,2836,24762,114,123,275,322,260,218,217,249,355,2148,5902,4642,7950,12857,12520,9960,7733,5487,3235,70283
SED10042,1347,1612,3515,3524,3868,3153,719,65,5,17807,801,385,830,787,891,2258,4381,3078,1356,14766,80,82,188,185,156,177,241,278,198,1583,2228,2085,4522,4497,4916,5589,5340,3420,1564,34159,528,1636,4102,4194,4780,3428,548,39,0,19262,1414,1273,2105,2191,2232,2236,833,121,10,12410,252,229,536,442,388,433,140,6,0,2426,46,60,132,108,90,69,20,0,0,527,2241,3207,6873,6930,7489,6169,1541,176,8,34626,132,153,235,168,173,164,23,0,0,1058,256,120,98,91,79,94,38,5,0,776,385,272,338,264,252,262,58,4,0,1830,2625,3474,7203,7192,7740,6422,1603,181,8,36460,1705,762,1270,1236,1588,3844,8154,5768,2239,26562,158,184,388,404,344,373,447,484,327,3101,4489,4418,8862,8836,9671,10646,10201,6432,2573,66127
SED10043,706,1770,3611,3049,2649,1843,346,25,6,14008,2046,1098,2864,2842,2330,2876,2977,1864,865,19771,207,224,609,495,392,350,244,205,173,2897,2959,3093,7080,6390,5372,5077,3571,2100,1040,36673,137,1118,4034,3608,2823,1900,359,23,0,14000,654,1347,2463,2017,1560,1142,333,38,0,9548,330,661,1137,1004,846,831,191,22,6,5027,43,145,351,228,145,96,22,0,0,1041,1169,3268,7981,6858,5371,3973,905,82,3,29610,74,259,557,450,305,239,20,0,0,1907,211,265,285,208,151,157,34,0,0,1318,285,524,843,660,454,398,51,9,0,3221,1450,3791,8824,7519,5826,4368,961,88,3,32828,4127,2372,4970,4711,3996,4973,5694,3661,1513,36028,443,533,1366,1112,787,735,523,403,263,6168,6018,6689,15163,13334,10611,10080,7180,4146,1786,75022
SED10044,916,1750,5809,6196,5011,3331,1006,105,13,24133,1286,374,732,1135,1031,1593,2798,2134,1063,12149,55,66,257,270,168,149,172,213,482,1839,2257,2194,6797,7599,6214,5072,3982,2457,1552,38118,94,1455,8146,8611,7062,4001,970,110,3,30450,996,1400,2092,2609,2269,2036,1087,228,19,12736,446,554,801,707,462,418,191,32,4,3607,18,59,137,147,59,54,10,9,8,493,1555,3468,11184,12073,9851,6506,2261,371,30,47291,15,103,216,285,236,177,27,0,0,1060,171,116,119,105,96,103,37,3,0,744,191,222,326,386,336,279,64,3,0,1808,1741,3690,11510,12457,10186,6786,2321,376,27,49097,2920,842,1192,1581,1527,2570,4868,3790,1676,20959,108,142,519,539,343,289,318,370,659,3279,4771,4671,13224,14576,12049,9649,7498,4538,2363,73341
SED10045,1184,1181,2634,3233,3870,3681,1054,140,12,16997,731,360,767,906,1011,2127,3879,2257,995,13026,194,148,329,388,387,425,380,276,246,2781,2113,1693,3731,4528,5271,6231,5319,2667,1256,32807,471,1112,2787,3463,4218,3772,944,126,18,16918,1472,985,1868,2211,2512,2750,1253,204,22,13285,107,108,275,253,266,357,136,16,5,1521,64,68,109,120,121,105,51,32,6,680,2114,2269,5044,6052,7118,6983,2379,378,55,32402,79,136,182,151,194,206,22,0,0,968,203,107,126,135,120,177,47,0,0,922,278,242,310,282,316,380,74,4,0,1891,2393,2514,5358,6338,7438,7368,2447,382,58,34293,1617,682,1236,1441,1877,4015,7517,4163,1616,24163,371,313,642,736,820,917,802,502,382,5486,4379,3510,7229,8519,10129,12301,10767,5047,2052,63936
SED10046,992,2110,4111,3628,3374,2240,351,11,0,16810,2106,1209,2676,2798,2451,3118,2890,1569,547,19376,177,263,603,555,379,342,250,179,70,2807,3275,3580,7385,6971,6205,5704,3487,1765,619,38998,255,1568,4537,4323,3876,2662,437,11,0,17662,928,1425,2048,1924,1744,1270,270,26,3,9632,426,741,1112,954,906,768,159,13,0,5083,46,149,261,182,134,102,19,0,0,891,1654,3881,7964,7378,6651,4801,887,45,5,33267,117,293,489,379,339,250,25,0,0,1888,265,221,210,194,161,181,16,0,0,1252,376,513,697,578,506,430,36,4,0,3140,2032,4395,8654,7956,7156,5234,929,47,5,36407,4382,2340,4405,4567,4259,5359,5335,2880,902,34441,398,517,1202,1081,766,736,474,306,102,5584,6807,7255,14265,13606,12180,11325,6741,3236,1012,76428
SED10047,1452,2467,6958,6836,4301,2728,549,40,0,25336,1794,1011,2619,2328,1831,2378,3365,1819,522,17678,243,283,752,665,408,297,288,226,139,3302,3487,3770,10328,9834,6541,5406,4203,2080,660,46308,504,2309,8018,9438,5902,3374,611,22,4,30179,1372,1532,3291,3322,2045,1554,497,45,0,13654,471,709,1618,1190,781,627,185,16,0,5593,69,136,383,293,172,113,29,6,0,1196,2418,4678,13311,14243,8899,5662,1313,96,6,50628,151,328,479,400,288,216,21,0,0,1889,274,182,235,181,112,103,27,6,0,1111,424,507,712,586,398,318,51,6,0,3004,2841,5187,14018,14831,9304,5982,1364,103,6,53631,3751,1855,3990,3657,3182,4008,6085,3465,855,30845,558,597,1438,1287,892,653,551,394,206,6574,7145,7633,19451,19785,13372,10644,7992,3960,1060,91048
SED10048,1165,2337,6200,6306,4309,3127,588,32,0,24064,1920,864,2311,2519,1849,2644,3458,1595,517,17678,175,163,510,493,321,254,210,223,199,2559,3262,3368,9018,9323,6484,6026,4256,1850,716,44300,282,1807,6735,8322,5737,3959,685,34,0,27566,1108,1536,2945,3288,2134,1726,488,40,0,13269,440,752,1530,1265,873,855,227,13,6,5962,48,125,316,283,153,102,28,6,0,1057,1876,4226,11524,13157,8899,6637,1430,94,9,47850,111,294,464,400,297,206,28,0,0,1801,307,239,229,213,129,105,24,0,0,1247,422,537,698,609,427,307,48,0,0,3047,2292,4761,12222,13768,9320,6950,1481,93,9,50900,4070,1818,3560,3799,3042,4292,6353,3007,821,30758,358,360,956,961,644,510,393,389,273,4854,6728,6940,16732,18530,13009,11749,8227,3493,1104,86510
SED10049,1775,2212,5270,4938,4483,3015,539,50,5,22283,876,431,1157,1012,1071,2053,3610,2152,825,13188,84,108,257,247,165,161,139,156,133,1450,2739,2755,6687,6193,5717,5226,4292,2354,962,36923,660,2285,6536,6360,5820,3667,518,30,0,25878,1967,1558,2910,2767,2356,1963,667,75,6,14271,306,225,717,451,363,364,117,18,0,2557,42,83,163,122,72,57,22,12,5,571,2975,4157,10327,9699,8616,6049,1314,133,19,43280,159,196,294,194,178,153,18,0,0,1185,311,131,150,130,99,87,28,0,0,935,470,325,441,328,278,232,43,0,0,2118,3439,4478,10772,10025,8892,6287,1356,133,16,45403,1932,778,1629,1508,1733,3309,6538,3940,1279,22645,193,217,547,513,359,341,284,258,197,2912,5568,5471,12943,12042,10990,9936,8181,4334,1494,70959
SED10050,1062,1646,5510,5339,5276,3250,863,104,13,23072,1227,307,606,985,1063,1465,2342,1810,836,10637,47,72,288,209,188,125,97,105,104,1239,2333,2019,6412,6533,6527,4839,3302,2017,948,34937,173,1328,7337,7428,7290,3957,708,53,5,28284,1138,1256,2123,2510,2712,2310,1025,205,23,13307,546,504,745,631,455,380,169,29,6,3453,17,39,142,110,93,57,15,9,0,481,1869,3131,10356,10684,10548,6702,1924,287,32,45524,14,77,179,172,220,154,18,3,0,841,195,82,91,86,96,98,42,4,0,689,206,166,274,260,314,250,59,6,0,1526,2074,3290,10621,10937,10864,6954,1980,295,32,47051,2515,629,989,1302,1508,2447,4161,3326,1373,18257,117,138,524,447,391,285,209,187,152,2444,4704,4059,12140,12692,12759,9690,6353,3803,1558,67759
SED10051,878,1861,5097,5201,4730,3074,791,86,0,21725,1220,606,984,1096,1095,1707,3062,2416,1007,13186,75,142,395,339,256,218,222,245,298,2193,2168,2615,6481,6639,6077,4999,4082,2744,1304,37106,189,1493,6243,6698,6166,3546,718,52,0,25102,906,1368,2382,2615,2336,1984,779,114,4,12488,386,558,870,768,529,487,197,28,0,3819,19,81,212,155,107,83,36,10,0,713,1501,3496,9712,10233,9132,6100,1728,203,10,42121,39,155,253,201,225,160,29,0,0,1060,155,155,190,114,94,106,34,3,0,850,196,314,446,315,319,261,57,5,0,1915,1693,3803,10162,10548,9454,6361,1783,211,17,44027,2703,1250,1953,1861,1951,3074,5449,4329,1667,24236,165,292,902,748,581,499,425,440,436,4487,4565,5353,13012,13151,11980,9937,7659,4978,2118,72752
SED10052,1086,1658,3935,4583,4456,3158,825,93,13,19812,1136,333,629,847,939,1715,3181,2694,1341,12801,55,59,188,213,165,116,157,193,254,1394,2278,2044,4742,5638,5561,4991,4159,2981,1614,34002,270,1502,5085,5718,5688,3527,728,70,3,22593,1124,1239,1701,2508,2396,2085,883,159,7,12105,503,493,824,675,613,588,233,33,10,3976,23,38,137,124,73,64,19,5,3,488,1918,3274,7747,9020,8772,6270,1867,264,24,39157,34,96,165,134,178,117,15,0,0,736,194,90,69,72,69,97,28,5,4,622,228,181,233,204,248,215,38,8,4,1360,2148,3454,7987,9225,9016,6486,1906,271,30,40513,2360,685,988,1213,1463,2866,5709,4738,2206,22230,122,139,381,439,374,257,288,329,383,2722,4634,4288,9352,10881,10857,9612,7904,5344,2612,65469
SED10053,1350,1835,5014,4900,5146,3517,838,108,11,22708,762,224,721,595,707,1644,2681,1720,645,9693,112,124,366,286,280,291,230,145,83,1908,2224,2184,6098,5776,6133,5446,3747,1971,736,34315,597,2186,6821,6966,7581,4866,983,130,5,30143,1720,1345,2386,2169,2074,2100,956,178,22,12951,138,111,591,397,363,366,101,11,0,2084,53,85,175,146,107,75,34,17,9,679,2508,3720,9966,9678,10122,7406,2073,343,33,45857,48,90,191,148,153,135,23,5,0,790,177,63,100,67,80,77,51,0,0,618,225,158,292,218,230,217,78,4,0,1415,2730,3876,10253,9900,10352,7620,2148,348,33,47270,1682,423,1117,972,1266,2952,5096,3208,1092,17812,219,250,787,602,593,635,487,272,130,3978,4638,4558,12156,11480,12213,11212,7731,3825,1253,69060
SED10054,1157,2064,4253,4325,3815,2695,477,18,0,18807,1820,948,2137,1978,1776,2289,2875,1376,624,15823,188,219,570,489,361,253,245,149,181,2653,3166,3231,6954,6788,5957,5236,3597,1544,806,37286,318,1663,4836,5748,5015,3477,554,8,0,21612,1087,1492,2217,2108,1749,1321,378,25,0,10381,398,661,1065,837,764,727,170,18,0,4635,64,118,277,216,139,104,29,8,0,950,1862,3931,8394,8907,7661,5628,1125,59,0,37574,141,294,406,358,285,179,21,0,0,1690,280,217,194,156,118,99,16,0,0,1080,420,511,603,517,406,280,39,0,0,2770,2279,4438,9000,9427,8072,5908,1166,62,0,40343,3832,1829,3243,2999,2922,3826,5197,2552,924,27332,419,490,1085,965,747,535,429,275,236,5176,6530,6761,13321,13392,11739,10265,6789,2881,1162,72849
SED10055,1551,2180,4360,4741,4589,3222,590,38,3,21271,1492,537,1223,1414,1272,2035,2599,1168,412,12145,91,112,276,240,237,158,127,78,33,1356,3136,2825,5861,6400,6101,5411,3320,1284,441,34779,469,2066,5325,6004,5895,4156,702,39,0,24667,1533,1395,2058,2423,2159,1850,569,67,0,12053,646,698,1122,930,843,750,221,22,0,5236,48,89,201,165,132,101,18,0,4,750,2698,4247,8709,9512,9030,6857,1515,132,9,42703,82,148,264,179,148,148,24,0,0,995,238,103,83,74,72,75,20,4,0,657,319,253,347,254,212,222,45,5,0,1658,3017,4500,9059,9772,9240,7082,1557,133,9,44357,3179,1130,1889,2133,2098,3253,4930,2222,659,21480,212,249,506,506,437,329,242,143,48,2677,6400,5882,11451,12416,11784,10663,6727,2498,711,68518
SED10056,1335,1472,3730,3661,4069,3766,1071,197,11,19315,951,347,913,685,784,1658,3441,2550,1131,12469,190,197,469,432,435,493,430,383,276,3306,2482,2015,5111,4781,5286,5916,4950,3129,1420,35089,793,2013,5159,4836,5700,4807,1340,189,20,24856,1517,791,1905,2079,1958,2484,1185,249,30,12206,137,103,382,211,214,314,149,39,6,1556,101,105,190,140,134,134,75,37,8,920,2545,3010,7639,7274,8008,7739,2741,515,56,39535,93,109,175,142,140,126,22,0,0,809,115,67,109,70,68,100,26,0,0,559,208,177,289,218,207,234,45,0,0,1373,2758,3186,7923,7487,8208,7971,2793,515,56,40904,1948,607,1315,1059,1374,2842,6520,4783,1866,22320,422,409,1039,880,969,987,934,711,461,6809,5124,4210,10279,9432,10555,11797,10242,6005,2392,70033
SED10057,1087,973,2323,2637,3264,3232,846,102,8,14468,628,284,715,729,955,2632,5357,3540,1505,16344,115,89,267,253,245,332,437,399,359,2495,1835,1338,3309,3612,4459,6200,6640,4037,1875,33308,436,954,2428,2736,3461,2989,659,70,9,13745,1263,759,1524,1744,2114,2535,1007,162,12,11122,122,100,230,209,274,349,137,12,0,1434,77,65,117,112,127,98,51,26,7,684,1893,1877,4297,4805,5978,5968,1852,278,30,26980,107,135,222,189,204,195,29,0,0,1083,139,93,100,90,103,151,38,0,0,725,244,233,321,285,304,346,70,0,0,1801,2143,2112,4615,5090,6281,6315,1926,280,26,28784,1360,533,1141,1244,1774,4702,10295,6899,2519,30465,253,202,475,485,540,711,854,746,521,4802,3756,2849,6233,6816,8601,11726,13079,7924,3075,64054
