SED_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SED10060,26,109,4,4716,77,8,3,58,13,51,5,25,5,24,199,472,3,0,5,4,3,0,0,0,0,0,25,49,2237,296,76,1613,482,1525,88,381,97,427,236,7461
SED10061,0,19,0,861,175,17,8,107,12,42,5,24,3,32,281,706,4,0,7,9,4,4,0,3,0,8,33,74,1949,313,79,1950,289,835,100,354,84,581,339,6862
SED10062,46,109,0,3637,76,22,14,57,28,55,13,24,22,68,240,619,6,0,11,9,0,10,0,0,4,10,28,77,2368,591,252,2380,806,1631,385,635,394,1301,292,11045
SED10063,0,10,8,1594,148,8,4,120,18,36,7,23,5,47,381,796,14,3,3,7,0,0,0,0,3,6,26,68,2503,280,73,2824,427,1013,115,277,96,498,421,8523
SED10064,3,6,5,503,78,19,13,69,15,41,0,31,6,68,246,595,5,0,4,10,0,3,0,0,0,19,25,69,1262,476,67,1805,253,808,96,522,89,831,295,6506
SED10065,29,84,7,3068,56,17,24,43,14,53,14,28,22,64,336,673,5,0,10,6,0,3,0,0,4,9,55,97,3257,647,395,2301,836,3024,372,966,525,1796,445,14556
SED10066,14,41,5,2108,72,13,11,60,27,54,14,26,11,34,251,572,10,4,11,5,8,4,0,0,10,8,38,75,2310,470,187,2248,744,1547,314,521,236,806,314,9708
SED10067,24,101,4,4493,103,48,11,111,33,53,14,35,12,42,226,689,5,3,3,4,0,4,0,0,0,9,29,57,2309,698,120,2972,613,1351,260,518,141,605,270,9854
SED10068,9,16,0,1155,86,20,6,90,19,20,7,19,8,47,252,577,6,0,0,0,0,0,0,0,3,8,18,45,1804,466,79,2299,275,811,118,394,102,658,284,7297
SED10069,5,28,0,1071,95,24,14,101,26,49,11,22,12,60,348,760,4,0,7,4,5,6,0,0,7,6,20,55,1543,369,101,2231,377,1032,145,401,139,744,402,7485
SED10070,43,126,0,2463,54,9,23,41,25,57,15,28,32,125,256,656,8,0,10,4,0,5,3,3,0,26,72,130,2676,419,309,1857,679,2145,362,834,539,2811,367,13002
SED10071,34,95,12,6359,126,16,33,75,33,81,12,19,15,59,411,884,18,0,18,13,5,8,3,0,7,10,86,172,6927,767,433,4273,1493,3551,524,872,427,1291,549,21107
SED10072,33,100,3,2637,46,10,12,45,14,44,9,25,18,78,215,514,5,0,6,0,4,6,0,0,3,12,55,90,2042,581,197,1952,671,1604,356,805,384,1591,296,10478
SED10073,20,99,7,3812,56,11,14,35,20,45,15,25,14,53,263,568,15,0,6,7,4,7,0,0,3,6,48,92,3074,654,232,2419,715,2309,256,791,318,1355,341,12470
SED10074,35,77,8,3095,76,8,18,61,17,57,9,16,20,65,239,591,3,5,13,7,0,0,0,0,4,4,48,83,3166,500,261,2328,861,2057,368,630,352,1322,305,12163
SED10075,23,37,4,1819,94,12,7,89,32,44,17,28,13,56,330,729,0,0,3,5,4,9,3,0,7,10,33,75,2046,524,193,3057,871,1420,321,545,251,947,382,10559
SED10076,8,11,0,673,66,24,10,74,7,35,4,25,5,69,272,600,0,0,0,4,6,3,0,0,0,11,20,47,1250,465,82,2003,305,884,127,425,114,770,307,6723
SED10077,25,120,0,3438,64,28,11,52,16,46,9,29,26,80,282,641,5,0,12,4,5,4,3,0,11,7,59,102,2578,687,241,2002,606,1979,269,819,413,1570,370,11531
SED10078,14,71,0,3433,53,3,3,35,11,30,9,11,10,53,148,377,6,0,8,9,0,0,0,0,5,9,25,57,2107,457,130,1925,541,1222,187,425,179,902,187,8267
SED10079,4,29,6,1405,81,13,7,88,16,47,13,23,8,56,275,631,3,6,7,6,6,0,4,0,0,6,17,44,1600,410,111,2403,477,977,196,395,147,730,307,7754
SED10080,7,57,5,2354,32,11,6,21,15,24,0,12,3,14,117,251,4,0,0,0,0,0,0,0,0,0,21,30,1171,240,78,855,336,768,91,272,69,362,146,4388
SED10081,3,14,0,1132,145,19,6,82,14,25,5,21,8,31,344,689,9,0,8,3,0,7,0,0,3,10,21,69,2442,279,84,2466,397,1030,111,279,91,553,385,8116
SED10082,21,42,0,2913,110,37,13,110,26,51,16,20,10,45,236,673,9,3,14,7,4,3,0,0,0,0,21,61,2050,637,156,3002,672,1167,306,498,161,658,262,9566
SED10083,14,22,0,1434,70,14,11,88,26,48,11,17,6,60,216,579,3,0,0,4,4,3,7,5,3,5,21,47,1581,502,153,2483,651,1167,313,536,168,694,251,8508
SED10084,7,15,0,1235,85,21,14,99,17,46,12,27,9,46,315,700,5,0,10,8,3,5,0,0,0,5,43,75,1670,593,88,2528,365,961,202,458,116,646,383,8005
SED10085,10,15,3,1576,142,22,11,144,15,63,12,28,14,65,416,929,8,0,4,9,4,4,0,0,0,12,29,73,2035,314,109,2704,397,1339,179,326,136,617,464,8628
SED10086,34,123,10,5134,85,24,12,94,26,79,13,33,14,42,237,663,12,0,10,9,0,9,0,4,4,8,28,88,2027,469,125,2201,477,1611,146,483,123,467,291,8420
SED10087,0,16,3,1415,168,24,4,121,18,38,16,18,6,37,393,841,7,0,7,9,11,0,0,0,4,5,24,83,2573,294,83,2894,412,1065,90,319,91,554,446,8823
SED10088,30,77,6,5290,101,22,9,111,24,57,14,24,11,55,197,618,12,0,6,8,7,0,0,3,4,9,25,76,3061,646,160,3578,826,1635,273,540,180,745,242,11877
SED10089,8,25,0,1851,105,15,8,89,15,44,7,21,8,44,326,669,3,0,0,8,0,0,0,0,0,6,21,45,2079,491,94,3116,487,1291,180,498,116,738,366,9463
SED10090,42,135,5,6567,83,20,13,69,14,74,8,24,18,38,292,641,8,0,6,0,7,3,0,5,0,5,42,68,3331,569,134,2722,652,2138,151,535,174,838,350,11594
SED10091,26,49,0,2557,148,26,14,107,37,62,16,21,14,43,287,775,8,4,16,8,7,3,3,0,3,15,34,92,2468,620,202,3060,727,1413,319,489,221,745,346,10608
SED10092,5,42,0,1626,64,15,10,54,16,52,9,24,7,52,175,482,3,0,4,4,0,0,0,0,0,11,33,61,1466,406,138,2002,582,1249,242,565,204,1146,230,8221
SED10093,10,23,3,1270,92,22,9,84,22,42,15,18,19,55,286,662,4,0,11,9,0,4,3,0,4,13,34,83,1726,520,204,2302,694,1384,308,458,221,788,346,8940
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
