SED_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SED10034,352,916,2756,3651,3643,2423,420,31,0,14188,595,643,578,600,634,650,373,62,0,4142,203,240,283,253,268,288,102,27,3,1667,14,29,58,73,34,24,8,0,0,241,1160,1824,3675,4582,4580,3388,907,122,6,20238,40,60,92,84,66,67,6,0,0,423,112,53,22,17,14,26,14,0,0,266,157,113,118,100,82,99,19,3,0,685,1313,1935,3791,4679,4665,3487,928,121,6,20925,1165,286,289,302,423,1021,2591,1805,536,8425,42,55,120,124,123,122,94,113,133,927,2522,2274,4196,5105,5213,4636,3611,2041,678,30278,111,709,1955,2076,2444,1411,201,11,0,8914,742,695,1136,2088,1859,1464,429,39,0,8457,285,285,554,458,349,301,95,8,0,2336,10,9,43,34,25,27,10,0,0,163,1145,1700,3695,4654,4678,3204,739,58,0,19868,15,37,48,47,48,30,0,0,0,230,87,33,36,50,55,54,7,0,0,331,99,70,85,97,106,84,10,3,0,559
SED10035,75,1484,10079,7037,3626,1850,406,34,5,24592,362,1221,2899,1469,875,672,289,45,3,7841,144,499,1030,462,298,246,99,11,0,2784,8,97,298,122,58,25,0,6,4,621,594,3299,14304,9090,4857,2797,793,94,10,35835,18,188,441,259,189,112,22,0,0,1218,100,269,228,45,42,35,16,0,0,734,111,453,667,309,227,149,44,0,0,1957,708,3752,14974,9396,5087,2944,834,94,10,37792,1203,2235,2267,902,837,1165,1821,1326,515,12279,130,473,1182,581,305,248,161,119,47,3249,2038,6457,18424,10887,6225,4357,2818,1544,575,53320,35,1474,8991,4727,2585,1340,242,8,0,19408,441,1414,3104,1948,1219,857,294,30,4,9321,214,595,1212,668,267,181,59,4,0,3203,0,58,201,66,29,29,11,5,0,395,692,3539,13511,7405,4096,2414,611,51,3,32318,14,115,381,147,109,60,4,0,0,832,97,277,259,106,72,62,18,0,0,897,109,394,643,257,182,115,29,0,0,1727
SED10036,209,927,2706,3127,2915,2110,385,22,0,12392,502,559,702,712,633,505,209,38,0,3870,265,446,587,578,533,438,141,20,6,3008,26,46,119,89,93,45,16,0,0,438,1007,1975,4108,4503,4180,3095,758,82,10,19710,49,143,203,177,146,125,11,0,0,851,118,80,40,24,24,38,13,0,0,344,165,221,246,198,170,163,25,0,0,1197,1168,2198,4355,4697,4344,3264,784,82,6,20908,1945,862,1084,1045,1128,1547,2220,1396,396,11628,177,214,402,397,272,214,175,201,135,2188,3289,3276,5833,6136,5750,5027,3182,1683,548,34721,131,804,2085,2111,2407,1292,184,10,0,9019,581,694,1039,1486,1285,873,243,17,0,6212,246,306,528,448,361,299,73,0,0,2254,17,36,70,68,61,33,8,0,0,297,970,1835,3720,4117,4113,2497,507,20,0,17781,19,91,123,93,100,50,4,0,0,475,142,78,71,89,76,42,16,0,0,518,163,170,198,181,175,95,19,0,0,992
SED10037,178,746,2380,4179,4242,2680,561,46,5,15019,551,782,694,745,719,804,463,114,8,4874,198,273,223,209,228,258,112,21,0,1530,4,14,62,54,56,28,17,4,3,238,939,1813,3359,5188,5246,3772,1145,189,13,21657,30,63,122,109,116,107,22,0,0,567,130,85,33,25,28,30,29,4,0,370,159,150,155,126,143,145,50,4,0,935,1091,1963,3519,5310,5388,3918,1191,198,11,22594,1626,470,418,422,570,1090,2430,1937,571,9529,50,57,110,166,151,107,87,83,58,880,2772,2493,4045,5902,6108,5109,3714,2219,638,33003,72,582,1964,2619,2885,1699,289,7,0,10116,689,849,997,1985,2009,1457,480,62,0,8523,259,275,352,391,297,295,90,13,0,1984,9,17,43,51,37,18,6,4,0,189,1024,1724,3359,5044,5230,3463,865,88,9,20806,11,34,63,76,72,50,4,0,0,306,115,68,58,78,73,64,16,0,0,470,123,97,122,152,150,108,23,0,0,776
SED10038,266,837,2462,3350,3477,2102,341,26,0,12867,612,746,816,662,628,673,356,57,3,4554,258,273,258,245,252,245,72,10,3,1625,12,41,49,58,42,35,9,5,0,244,1148,1899,3586,4316,4396,3058,778,97,5,19287,49,103,127,88,97,85,9,0,0,563,156,88,65,24,22,37,15,4,0,412,203,193,191,116,122,123,22,4,0,970,1351,2094,3779,4433,4517,3177,797,99,5,20262,1296,630,575,426,581,1504,2838,2071,770,10686,122,161,176,176,173,146,130,142,75,1302,2770,2886,4532,5032,5272,4837,3764,2312,851,32245,100,566,1642,1765,2225,1211,170,9,0,7678,848,936,1230,2088,1785,1374,357,29,3,8651,313,351,542,434,288,302,73,4,0,2304,13,28,37,39,35,23,5,0,0,178,1274,1878,3447,4326,4329,2903,600,45,3,18810,26,58,63,63,61,34,6,0,0,309,171,95,72,52,66,57,18,0,0,531,193,151,137,119,126,91,21,0,0,838
SED10039,411,959,2700,2881,2754,2261,416,48,5,12434,621,483,614,511,545,839,476,90,7,4182,131,96,205,167,213,223,95,13,0,1135,29,28,75,44,54,37,12,10,0,293,1186,1567,3596,3601,3563,3353,1000,161,9,18043,41,86,103,72,85,74,20,0,0,481,74,40,31,17,20,32,11,0,0,230,112,120,138,93,102,105,31,5,0,715,1305,1692,3726,3698,3670,3458,1033,161,11,18757,829,362,651,588,633,1558,3736,2401,714,11475,94,94,215,202,214,203,227,174,138,1557,2231,2146,4592,4487,4514,5224,4999,2738,863,31791,169,610,1538,1452,1797,1178,182,13,5,6930,866,655,1407,1783,1626,1646,480,49,3,8505,191,161,499,248,223,241,78,0,0,1647,29,30,59,44,33,35,4,10,0,241,1260,1453,3494,3518,3678,3094,742,69,12,17324,30,36,42,40,47,31,4,0,0,222,92,41,58,58,53,68,5,0,0,377,123,74,96,88,95,98,9,0,0,595
SED10040,82,780,3753,3352,2458,1762,352,24,0,12566,386,1301,1833,999,684,709,304,44,4,6261,144,398,719,503,411,489,142,5,0,2811,8,103,176,116,84,46,20,0,0,556,623,2583,6476,4969,3633,3006,817,76,5,22190,28,143,344,205,164,152,15,0,0,1056,85,197,144,62,41,59,19,0,0,608,110,341,487,263,208,215,33,4,0,1660,725,2925,6968,5232,3845,3224,849,79,5,23852,1495,1103,1436,1015,976,1653,2785,1923,827,13220,92,250,534,310,231,213,170,174,150,2120,2317,4277,8932,6561,5052,5088,3810,2171,980,39189,42,793,3144,2419,2026,1290,191,9,0,9915,339,1204,2045,1560,1329,1019,271,16,3,7784,155,333,643,474,404,380,96,8,0,2487,7,63,147,64,52,43,9,3,0,394,543,2396,5979,4517,3815,2731,560,38,0,20580,13,69,166,108,92,91,10,0,0,544,76,122,139,89,80,93,16,0,0,621,86,188,309,193,168,180,28,0,0,1169
SED10041,74,617,2397,4486,4202,2597,621,77,4,15082,505,772,571,603,649,702,567,184,19,4577,207,276,199,186,157,167,88,27,4,1314,0,15,50,61,58,27,10,0,3,229,785,1679,3214,5341,5073,3490,1293,288,28,21192,12,84,106,131,164,140,26,0,0,672,141,86,27,20,27,40,22,3,0,386,160,172,137,149,196,180,52,10,0,1052,942,1857,3353,5490,5264,3670,1337,298,28,22245,2015,496,344,389,495,1029,2101,2064,1112,10054,69,69,133,161,121,116,99,105,102,972,3026,2419,3828,6040,5877,4812,3538,2468,1253,33270,35,569,2042,2964,2910,1521,260,17,0,10320,644,801,811,1747,1830,1368,576,116,4,7904,300,281,320,364,229,238,94,11,0,1856,8,20,49,55,31,19,10,3,5,192,984,1674,3230,5123,5002,3151,952,153,9,20274,15,33,74,143,87,49,11,0,0,408,107,57,39,85,91,60,12,3,0,452,118,93,105,225,175,115,25,0,0,859
SED10042,347,1014,2636,2736,2923,2155,372,27,0,12213,589,550,621,548,587,717,391,73,0,4076,118,104,160,176,165,210,71,7,0,1019,19,36,70,66,55,33,8,0,0,286,1072,1700,3488,3526,3728,3119,847,112,5,17594,89,113,169,112,107,119,19,0,0,734,115,52,39,33,30,36,22,4,0,323,207,158,209,147,140,160,40,4,0,1060,1277,1863,3695,3672,3871,3273,882,118,5,18650,903,374,441,451,700,1589,3771,2691,882,11797,77,103,204,223,189,194,205,205,120,1519,2263,2336,4334,4336,4758,5059,4863,3014,1009,31967,180,626,1468,1459,1855,1274,176,15,0,7051,824,726,1482,1639,1645,1528,442,50,5,8341,131,128,372,269,220,218,65,4,0,1412,25,23,61,40,43,30,8,0,0,238,1165,1504,3384,3407,3760,3053,698,64,5,17036,39,41,70,57,59,47,9,0,0,326,141,71,60,58,49,60,17,0,0,450,179,108,128,122,108,99,23,0,0,770
SED10043,91,536,2341,2293,1659,1169,252,18,0,8364,305,702,1427,936,682,531,193,25,0,4795,178,374,657,647,468,512,120,15,0,2978,21,86,250,164,87,69,12,0,0,695,602,1700,4675,4036,2900,2283,577,52,0,16825,44,173,396,347,220,161,11,0,0,1353,101,150,146,85,57,75,19,0,0,637,145,323,544,428,282,241,36,0,0,1994,745,2019,5215,4469,3181,2523,613,56,0,18822,2084,1268,2116,1863,1672,2096,2718,1792,652,16252,234,304,759,612,399,389,278,202,90,3271,3063,3598,8086,6946,5249,5001,3611,2050,745,38344,45,584,1689,1314,1169,730,106,0,0,5639,350,641,1044,1078,872,613,139,16,0,4756,154,285,480,355,373,320,72,8,6,2048,22,59,102,68,55,27,5,0,0,347,566,1572,3310,2819,2473,1687,323,29,6,12785,28,79,161,104,83,77,6,0,0,548,115,120,141,127,96,79,8,0,0,675,139,200,304,230,175,155,24,0,0,1226
SED10044,68,819,4264,5002,4085,2325,627,90,3,17289,442,654,905,745,697,769,544,159,10,4917,199,292,286,251,199,180,94,20,4,1526,10,50,72,71,35,27,6,7,0,277,721,1818,5530,6072,5010,3297,1272,265,20,24010,15,67,121,162,140,110,18,0,0,637,90,61,47,26,27,42,23,3,0,325,105,122,172,192,165,155,39,3,0,958,827,1938,5701,6262,5175,3458,1316,269,20,24960,1638,467,463,448,496,976,2065,1650,616,8815,49,77,260,270,168,141,142,159,176,1444,2515,2478,6424,6979,5839,4577,3521,2073,814,35221,30,633,3885,3605,2973,1674,338,17,0,13164,553,741,1189,1869,1577,1266,543,72,14,7817,247,261,515,454,262,240,96,11,0,2079,8,15,59,75,26,23,6,5,0,218,830,1654,5652,6000,4842,3204,988,105,13,23285,0,43,88,122,100,63,11,0,0,425,81,54,73,73,72,60,16,4,0,430,84,96,156,195,169,120,24,4,0,847
SED10045,349,692,1770,2140,2397,2231,641,90,17,10331,621,408,640,646,809,1018,605,121,14,4881,45,48,71,87,117,173,70,11,3,631,36,36,59,68,67,52,32,12,4,362,1056,1179,2540,2946,3385,3472,1342,244,38,16207,55,98,126,106,127,129,15,0,0,657,104,53,52,52,48,90,33,4,0,433,153,153,177,159,174,217,51,3,0,1089,1210,1334,2717,3102,3564,3689,1395,245,38,17298,888,318,474,536,867,1891,3638,1904,625,11132,175,166,313,350,433,493,418,226,133,2700,2272,1822,3502,3988,4861,6065,5448,2378,796,31130,121,419,1023,1325,1817,1549,297,30,0,6588,847,585,1232,1568,1698,1733,653,79,10,8406,59,58,209,163,150,184,67,9,3,886,32,27,47,48,57,56,20,14,0,313,1058,1088,2506,3108,3729,3515,1036,136,12,16191,28,42,56,50,69,75,6,0,0,318,97,55,74,79,76,87,18,0,0,489,122,92,126,124,146,165,21,0,0,807
SED10046,148,801,2436,2574,2203,1663,309,10,0,10152,415,670,930,749,681,531,142,17,3,4121,237,422,631,587,550,476,90,5,0,3010,31,89,153,108,72,68,10,0,0,530,826,1983,4149,4017,3510,2736,555,32,5,17819,73,184,317,250,210,172,20,0,0,1224,140,113,81,70,59,82,10,0,0,560,209,307,397,318,275,253,29,4,0,1782,1035,2288,4552,4333,3785,2991,579,30,5,19597,2276,1129,1729,1773,1808,2238,2448,1306,358,15065,221,253,598,531,378,397,223,132,31,2771,3533,3674,6879,6635,5971,5624,3256,1475,396,37435,103,765,2100,1753,1664,998,132,3,0,7517,514,753,1124,1181,1066,744,128,7,0,5508,187,323,480,361,348,292,73,0,0,2073,22,59,106,72,63,37,7,0,0,357,825,1900,3807,3364,3141,2065,337,11,0,15457,44,101,172,133,127,77,5,0,0,662,121,107,128,128,105,96,3,0,0,696,167,211,295,260,228,178,8,0,0,1354
SED10047,306,1256,4498,5786,3471,2096,416,19,4,17859,608,714,1283,1172,789,599,243,33,0,5431,218,363,694,580,425,323,97,7,0,2714,48,79,228,185,108,60,13,0,0,729,1181,2419,6702,7716,4796,3080,778,54,6,26732,89,216,298,226,172,134,17,0,0,1152,120,79,68,53,41,39,14,8,0,409,206,296,360,281,210,169,30,8,0,1563,1390,2717,7062,7991,5005,3252,814,61,6,28297,1957,841,1371,1328,1350,1631,2714,1645,328,13167,318,309,691,625,482,361,267,169,64,3273,3657,3866,9126,9943,6831,5235,3797,1875,395,44734,197,1048,3517,3649,2434,1272,191,10,0,12325,764,813,2012,2152,1262,954,252,18,0,8221,247,344,923,612,356,309,86,9,0,2878,24,57,159,108,59,47,9,4,0,470,1239,2258,6605,6529,4107,2587,536,38,0,23891,60,111,186,175,123,80,4,0,0,740,156,96,168,135,68,65,8,0,0,704,217,212,355,306,191,145,16,0,0,1437
SED10048,169,949,3664,5113,3379,2462,460,22,0,16231,485,700,1064,1181,816,636,245,28,0,5149,224,430,777,721,510,474,143,8,5,3282,32,66,167,171,97,65,15,0,0,617,914,2137,5680,7186,4799,3634,865,57,4,25281,67,183,269,237,175,129,19,0,0,1091,150,98,66,41,38,50,12,0,0,464,219,285,336,277,213,184,32,0,0,1555,1134,2428,6018,7461,5018,3820,898,59,4,26837,2149,956,1250,1276,1195,1642,2897,1418,302,13083,185,196,444,469,320,253,188,163,74,2293,3466,3573,7717,9208,6529,5716,3975,1642,383,42211,112,855,3066,3210,2359,1497,225,7,0,11333,626,841,1882,2105,1314,1085,246,16,0,8122,207,327,744,549,367,383,90,8,0,2676,19,62,147,107,54,38,12,4,0,447,966,2087,5842,5971,4097,3002,571,32,0,22568,46,111,198,159,117,74,3,0,0,709,156,144,157,177,90,54,10,0,0,783,200,248,359,332,210,128,14,0,0,1494
SED10049,435,1342,4109,4101,3519,2354,386,17,0,16265,832,625,842,603,552,588,331,46,6,4419,114,82,191,153,173,173,66,9,0,954,25,47,97,76,43,33,8,6,3,340,1409,2095,5240,4928,4279,3147,788,91,7,21984,106,120,202,124,105,97,16,0,0,771,149,53,54,29,23,31,13,0,0,358,258,173,255,156,128,131,30,0,0,1133,1665,2270,5495,5088,4410,3274,819,91,7,23114,1058,346,468,498,669,1260,2926,1790,446,9460,105,105,293,269,196,176,141,108,67,1462,2830,2720,6251,5852,5272,4713,3887,1984,525,34033,224,948,2424,2264,2305,1313,132,7,0,9613,1135,932,2072,2169,1807,1377,340,28,0,9851,193,149,524,294,194,192,50,10,0,1603,14,36,67,46,31,25,12,5,4,236,1567,2056,5089,4769,4335,2905,526,50,6,21301,48,78,89,70,75,50,3,0,0,409,163,76,95,100,76,54,9,0,0,570,205,153,181,170,148,111,10,0,0,982
SED10050,126,683,3778,4539,4460,2502,488,40,6,16612,525,613,886,693,743,869,511,132,18,4978,238,231,240,174,188,158,74,12,3,1320,6,20,71,70,45,33,9,4,0,262,894,1552,4969,5479,5436,3561,1079,184,19,23172,8,49,99,97,132,102,17,3,0,500,105,49,41,21,20,43,27,3,0,307,113,96,142,120,147,144,38,7,0,811,1010,1648,5109,5599,5588,3705,1121,191,19,23988,1287,323,383,314,447,986,1816,1516,540,7622,72,68,233,241,201,161,109,87,46,1215,2364,2042,5731,6159,6232,4847,3049,1789,609,32818,46,640,3562,2892,2831,1457,224,11,3,11673,612,645,1238,1817,1972,1445,516,76,4,8327,307,274,505,452,268,217,96,15,0,2130,6,17,68,43,40,29,5,3,0,222,974,1581,5382,5205,5109,3144,839,105,13,22347,3,32,83,72,88,55,0,0,0,339,91,31,53,61,80,49,19,0,0,382,92,67,129,138,162,109,18,0,0,720
SED10051,139,810,3278,3936,3498,2077,454,40,0,14226,422,658,1077,858,743,757,377,67,8,4971,157,252,361,286,233,242,106,12,0,1654,8,50,122,94,68,51,18,8,0,422,726,1767,4836,5178,4538,3129,954,121,9,21271,26,96,148,133,145,112,20,0,0,672,68,80,74,34,34,46,17,3,0,361,88,170,225,164,182,152,41,3,0,1034,817,1945,5061,5346,4719,3286,995,125,9,22306,1484,649,974,762,856,1368,2383,1911,665,11048,90,149,505,404,333,275,203,193,134,2288,2387,2742,6532,6513,5910,4930,3574,2229,818,35648,45,684,2966,2761,2670,1470,267,15,0,10874,484,707,1307,1754,1588,1219,394,50,0,7522,228,300,507,484,293,244,92,13,0,2164,14,28,92,57,40,29,22,7,0,289,776,1728,4872,5056,4591,2969,773,79,0,20845,9,61,107,72,82,52,0,0,0,390,93,78,118,79,52,55,14,0,0,489,100,137,228,150,135,110,21,3,0,879
SED10052,202,829,2823,3549,3368,2173,484,40,5,13478,525,593,691,673,734,705,432,111,7,4470,193,238,313,247,280,283,119,20,7,1690,15,21,90,68,46,29,13,5,0,290,936,1686,3918,4538,4424,3197,1051,179,14,19933,28,69,113,85,115,80,15,0,0,502,98,47,23,17,18,43,17,0,0,269,127,111,136,105,133,125,27,5,0,769,1064,1793,4051,4642,4558,3322,1081,176,13,20705,1224,356,358,368,521,1152,2530,2047,861,9432,68,88,198,226,210,144,133,140,123,1329,2360,2240,4607,5240,5290,4622,3744,2361,1000,31461,73,673,2261,2168,2319,1356,243,25,0,9110,599,646,1007,1838,1659,1377,452,51,0,7628,313,252,513,434,336,308,117,13,3,2281,9,17,46,51,29,33,4,0,8,197,980,1591,3838,4483,4349,3066,809,86,9,19220,10,31,51,45,64,38,0,0,0,237,94,39,45,51,51,53,13,0,0,350,102,69,96,99,114,92,13,0,0,586
SED10053,400,1231,4012,4175,4274,2987,699,99,5,17898,775,623,819,507,595,745,494,118,11,4688,72,54,144,143,163,188,45,11,0,810,26,48,107,83,56,43,19,10,8,396,1267,1960,5080,4903,5091,3963,1258,236,25,23789,25,47,120,86,100,102,21,0,0,505,84,35,37,14,24,44,32,3,0,274,117,83,159,104,122,144,55,7,0,777,1389,2042,5243,5004,5207,4106,1307,238,25,24559,921,202,393,379,560,1308,2421,1487,452,8119,109,129,418,316,314,344,257,127,42,2063,2414,2370,6058,5701,6080,5763,3986,1858,518,34750,199,945,2812,2788,3309,1875,287,28,0,12244,945,720,1562,1671,1484,1352,464,59,11,8262,70,58,444,254,197,182,57,6,0,1279,25,36,66,61,43,31,12,5,0,283,1235,1762,4886,4777,5036,3441,815,103,11,22075,22,42,69,62,56,36,6,0,0,292,86,34,65,57,54,38,16,0,0,345,107,73,129,118,106,72,23,4,0,641
SED10054,188,901,2700,3454,2845,2068,354,11,0,12531,488,721,986,765,665,494,182,15,0,4316,201,364,583,473,441,438,106,9,0,2617,25,76,172,141,76,60,15,8,0,566,906,2063,4435,4829,4031,3066,662,42,0,20032,69,190,249,225,184,114,16,0,0,1054,140,118,62,48,45,31,9,0,0,454,212,312,310,273,226,146,26,0,0,1505,1122,2373,4746,5102,4256,3211,683,39,0,21535,2011,884,1110,1021,1144,1537,2329,1174,297,11506,227,272,517,481,386,282,178,117,59,2517,3363,3533,6369,6603,5784,5026,3194,1336,358,35563,128,759,2134,2294,2163,1402,192,3,0,9081,593,776,1233,1342,1088,830,194,12,0,6060,195,291,480,362,322,293,64,8,0,2015,32,43,109,79,63,40,10,4,0,385,953,1870,3957,4080,3640,2568,466,18,0,17543,66,103,160,134,105,64,9,0,0,636,138,95,132,113,71,66,11,0,0,627,202,194,293,250,176,125,13,0,0,1263
SED10055,316,1125,3078,3593,3375,2608,485,30,0,14616,640,647,753,757,660,644,302,41,0,4455,309,367,518,460,433,424,137,15,0,2671,28,48,119,88,79,67,6,3,0,440,1298,2184,4474,4903,4548,3741,930,89,3,22178,59,85,191,115,84,94,21,0,0,644,103,48,31,16,22,27,14,4,0,260,162,138,225,130,108,119,29,5,0,902,1462,2321,4692,5025,4656,3862,962,94,3,23081,1686,595,663,718,824,1217,2330,1056,246,9332,120,141,233,265,202,172,113,70,16,1326,3263,3056,5589,6012,5678,5249,3401,1216,269,33740,158,943,2247,2413,2525,1551,223,4,0,10049,889,744,1307,1662,1500,1208,266,23,0,7602,333,333,602,466,412,328,86,8,0,2566,13,36,86,75,47,30,11,0,0,306,1398,2056,4241,4616,4477,3116,582,38,3,20520,29,57,74,65,59,56,8,0,0,356,129,55,50,60,45,50,4,0,0,402,158,119,127,125,109,108,16,0,0,752
SED10056,566,1250,3353,3138,3468,3184,1005,149,15,16129,618,276,488,408,392,660,552,140,25,3552,53,36,91,78,93,139,80,21,6,602,60,56,112,93,80,83,41,13,3,547,1299,1617,4052,3718,4031,4062,1681,319,48,20830,60,74,104,97,91,94,15,0,0,535,63,27,38,16,20,42,22,0,0,222,121,96,146,112,113,143,33,0,0,764,1423,1717,4195,3823,4146,4205,1715,319,48,21593,996,260,400,371,594,1182,3079,2233,736,9854,229,214,568,442,535,494,501,330,184,3502,2641,2190,5166,4641,5272,5880,5298,2881,966,34944,224,763,1806,1701,2232,1626,333,43,4,8728,902,515,1422,1678,1565,1829,632,116,9,8649,82,68,288,136,120,176,65,16,0,954,42,50,75,45,54,50,35,22,4,373,1249,1392,3593,3555,3972,3672,1065,192,11,18706,29,38,67,52,48,33,8,0,0,275,55,43,75,56,47,61,10,0,0,336,85,77,136,106,92,89,14,0,0,609
