SED_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SED10064,12682,6957,6803,7134,8850,11683,11557,6201,2258,74133,43,35,15,27,32,47,47,39,12,301,427,430,361,317,371,692,684,289,72,3641,4,6,18,10,4,44,146,84,6,327,8,13,27,17,26,35,22,9,0,156,0,0,0,0,0,0,8,4,0,16,0,0,3,0,0,9,15,0,0,23,0,0,0,0,4,14,15,7,0,43,0,0,0,0,3,0,0,0,0,5,4,0,4,7,0,6,10,5,0,34,0,0,0,0,0,0,0,0,0,0,448,456,415,348,413,798,882,398,88,4245,494,492,433,373,446,844,937,435,99,4546,13173,7450,7234,7507,9296,12526,12490,6628,2359,78677
SED10065,20164,12112,22153,19942,12098,10689,7309,3639,1562,109666,3,9,13,12,8,9,7,11,3,76,164,225,354,257,179,187,101,84,71,1624,0,6,19,6,3,6,7,0,0,50,4,5,6,6,9,14,7,0,0,55,0,8,0,0,0,0,4,0,0,14,4,4,3,3,0,0,4,0,0,11,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,173,246,391,284,199,207,123,91,71,1775,173,252,405,295,206,222,128,96,77,1847,20332,12366,22555,20237,12304,10909,7440,3740,1638,111515
SED10066,15955,10507,12326,11547,10126,8895,7491,4106,1511,82457,7,9,9,5,14,10,16,11,4,88,345,341,379,256,225,187,161,164,72,2136,0,4,8,11,7,9,4,5,0,47,4,3,6,3,6,10,8,3,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,354,346,393,271,246,211,182,176,78,2259,364,350,402,286,262,218,197,188,78,2343,16317,10860,12729,11831,10392,9116,7688,4288,1590,84807
SED10067,12758,8053,5863,8205,10574,10202,8526,5761,2683,72625,0,6,10,5,0,12,15,9,8,55,261,286,282,190,217,244,155,90,69,1794,0,0,4,4,0,13,7,3,0,29,7,3,7,0,0,14,12,3,0,54,0,0,3,0,0,0,0,0,0,8,0,0,0,0,4,3,9,0,0,16,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,4,0,0,0,9,3,12,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,271,311,292,199,225,272,185,100,74,1925,271,309,298,207,226,286,196,106,77,1981,13031,8366,6164,8405,10799,10487,8726,5867,2758,74610
SED10068,11876,7532,6429,7516,9249,10978,12315,8157,3139,77184,10,13,14,16,23,23,40,31,9,178,425,513,418,364,386,572,609,249,92,3630,3,8,8,7,10,38,59,49,0,190,0,15,13,4,18,20,12,3,4,92,0,0,3,0,6,0,0,0,0,20,0,3,0,4,5,6,8,3,0,23,8,3,3,5,0,5,8,0,0,38,3,0,0,0,0,3,0,0,0,13,0,4,5,0,7,5,15,5,0,47,0,0,0,0,0,0,0,0,0,0,437,551,451,399,433,651,723,309,97,4057,448,559,467,414,450,681,761,343,109,4231,12323,8086,6894,7930,9702,11660,13075,8499,3249,81418
SED10069,12280,7493,6529,7356,8991,10689,10908,6717,2004,72967,7,14,6,9,12,28,33,21,7,148,356,342,307,247,292,353,301,136,61,2399,0,0,0,6,8,7,23,9,4,60,6,3,20,8,13,31,10,3,0,87,3,0,3,0,5,0,0,0,0,9,0,0,4,3,3,0,3,0,0,21,0,0,0,0,0,0,6,0,0,7,3,0,3,6,0,0,0,0,0,16,0,0,4,0,0,0,7,5,0,11,5,0,0,0,0,0,0,0,0,3,369,355,340,267,319,400,346,157,64,2615,373,376,342,275,333,435,382,181,71,2759,12654,7866,6871,7631,9323,11122,11291,6901,2081,75735
SED10070,17560,10456,11448,13262,10571,9618,8056,4413,1647,87025,7,8,3,4,9,3,25,30,41,133,163,138,166,146,120,116,125,130,122,1228,0,0,4,0,3,3,4,0,0,23,0,3,3,5,12,6,3,3,0,35,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,163,140,178,158,135,129,137,132,126,1293,172,152,184,162,144,133,158,155,165,1428,17730,10606,11629,13425,10713,9754,8211,4572,1814,88455
SED10071,29782,14814,17462,24660,15177,9586,6266,2467,667,120889,12,8,3,0,3,5,6,6,3,48,204,220,249,162,94,73,71,50,27,1138,0,0,3,5,0,4,9,0,0,12,5,7,5,0,0,18,10,3,0,42,0,0,4,0,0,0,0,0,0,4,7,3,0,3,0,0,0,0,0,13,0,0,3,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,213,233,269,168,94,91,83,52,27,1230,224,240,269,177,106,96,88,59,26,1280,30005,15049,17734,24834,15284,9688,6354,2524,696,122166
SED10072,13641,10651,18679,13942,11091,9531,7348,4836,2124,91831,6,7,7,17,15,14,20,32,42,162,153,178,295,184,137,136,108,121,110,1420,0,3,10,14,8,5,4,0,0,39,5,10,8,3,16,8,0,0,0,54,0,7,0,3,0,0,0,0,0,10,0,3,0,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,153,200,319,209,166,156,118,128,110,1567,163,206,331,223,186,168,139,155,154,1720,13802,10862,19003,14162,11275,9697,7487,4995,2274,93553
SED10073,15569,10949,18645,16418,11054,10448,8008,4301,2186,97581,0,19,13,13,26,43,16,5,9,149,151,315,394,243,191,215,170,112,88,1893,0,9,14,3,5,3,3,4,0,45,3,5,15,7,4,7,5,3,0,52,0,4,3,0,0,0,0,0,0,10,0,0,0,3,0,4,4,0,0,17,0,3,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,6,3,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,159,338,428,265,215,235,186,123,96,2042,159,355,440,274,242,280,211,126,103,2183,15723,11306,19084,16697,11294,10726,8217,4430,2291,99768
SED10074,16699,9566,12439,13871,10507,8647,7174,4404,1682,84984,8,5,7,13,13,4,10,18,5,86,564,231,280,224,182,227,225,189,142,2259,0,5,0,0,0,8,4,0,0,15,4,4,4,9,0,7,12,0,0,32,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,3,3,0,7,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,577,249,294,238,186,246,239,198,142,2359,590,254,298,246,200,246,249,217,147,2451,17290,9824,12738,14116,10705,8888,7428,4615,1829,87436
SED10075,16417,10582,10273,10791,10919,10755,9012,5539,1917,86199,4,15,14,0,8,13,21,29,18,122,290,330,281,197,179,164,110,82,69,1700,5,0,0,0,4,4,0,0,0,19,6,3,0,5,15,13,14,0,0,54,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,7,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,296,339,286,212,203,184,128,85,69,1794,300,352,296,215,212,199,147,112,86,1924,16719,10937,10570,11003,11130,10957,9157,5652,2002,88124
SED10076,11874,6552,7122,7360,8199,10672,11612,6835,2427,72654,17,18,10,23,22,44,51,39,20,245,540,465,386,407,458,650,517,231,79,3732,5,0,12,4,13,9,25,0,0,72,5,0,8,11,10,20,3,0,0,59,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,9,0,0,0,0,3,4,7,0,0,13,0,0,0,4,0,0,0,0,0,9,3,17,6,11,18,29,18,10,5,114,5,0,0,0,0,3,0,0,0,4,555,490,420,434,508,717,582,247,87,4036,571,506,430,463,527,758,630,287,100,4278,12448,7061,7551,7819,8726,11431,12246,7117,2529,76935
SED10077,13757,15321,22619,13814,10877,10104,7022,4220,2216,99960,6,7,17,9,7,5,8,3,0,68,171,238,376,245,163,138,99,63,45,1524,0,10,11,5,10,4,3,3,0,47,5,3,8,4,7,6,3,0,0,41,0,0,3,6,0,0,0,0,0,8,0,3,6,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,177,262,407,258,173,152,109,62,42,1655,185,265,433,274,183,161,114,72,42,1718,13942,15591,23049,14085,11061,10263,7136,4293,2259,101673
SED10078,10592,8398,15849,12480,10491,8618,6158,3909,2012,78511,8,4,8,13,10,9,8,8,0,60,118,190,311,165,175,152,105,53,47,1304,4,0,12,8,0,5,3,0,3,40,4,6,8,0,4,11,7,3,0,39,0,0,0,0,0,6,0,0,0,9,0,3,0,9,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,125,213,332,182,191,176,113,53,50,1430,126,215,340,192,194,190,117,63,50,1488,10724,8614,16193,12670,10685,8799,6278,3979,2060,79998
SED10079,12264,7584,7060,7713,9025,9943,9618,6207,2049,71460,7,12,7,6,12,18,25,26,12,124,267,273,233,158,211,206,179,81,42,1655,0,4,6,5,0,5,10,0,0,22,0,3,4,3,9,6,8,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,7,0,0,0,5,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,266,281,248,168,219,227,198,90,42,1744,271,297,250,180,233,243,219,119,55,1869,12535,7884,7314,7890,9256,10189,9840,6322,2108,73337
SED10080,6134,8791,27163,17112,10255,8335,6150,3271,1170,88385,3,21,33,20,15,19,15,29,58,220,324,1007,1959,1196,903,643,380,180,106,6696,70,85,196,141,106,69,23,10,0,697,26,319,315,143,116,62,28,7,0,1024,0,27,50,15,19,7,13,0,0,139,7,140,133,77,52,25,11,0,0,438,4,11,16,15,20,3,8,7,0,82,0,5,17,11,4,9,0,6,0,52,8,25,54,65,39,31,12,0,0,234,0,0,0,0,0,0,0,0,0,0,448,1613,2736,1666,1251,847,470,207,109,9354,452,1632,2766,1692,1273,870,494,239,164,9575,6578,10425,29925,18799,11527,9204,6641,3511,1335,97959
SED10081,15986,8738,9749,8996,9111,9500,8335,5325,1962,77700,26,26,11,12,28,32,30,26,9,210,423,598,478,329,335,366,297,165,98,3087,6,5,5,9,15,18,5,8,0,71,10,18,31,20,24,23,23,6,0,156,3,3,7,3,3,0,3,0,0,22,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,444,626,522,357,394,412,326,177,95,3360,467,653,539,370,420,443,360,207,108,3570,16454,9389,10287,9365,9531,9947,8695,5530,2069,81274
SED10082,13697,8181,6353,8747,10073,10007,9456,6107,2489,75107,10,5,5,11,3,16,20,19,12,98,350,342,262,208,235,261,226,93,35,2017,6,4,3,8,0,5,6,0,0,28,8,6,7,7,7,8,14,3,0,50,0,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,362,355,275,222,245,279,257,105,34,2131,375,357,282,237,250,295,279,118,48,2230,14068,8540,6631,8976,10326,10295,9737,6226,2539,77336
SED10083,13785,8183,8487,9164,9237,9381,8385,4957,2320,73896,3,0,4,6,11,21,25,15,16,103,217,301,232,215,174,180,150,86,44,1594,0,0,0,0,0,8,3,0,0,20,3,6,5,7,6,12,7,3,0,46,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,7,0,0,0,6,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,219,311,239,220,183,200,168,91,51,1689,225,318,242,227,194,219,192,110,65,1793,14010,8505,8728,9393,9426,9601,8578,5062,2382,75689
SED10084,13045,7254,7239,8984,9537,10759,10710,7069,3183,77777,9,14,12,13,12,23,20,46,12,162,220,230,291,245,280,435,461,167,61,2394,5,6,24,5,27,56,223,171,10,526,69,98,134,119,118,122,97,43,10,813,0,0,3,0,0,14,19,19,0,56,3,0,0,0,0,3,8,0,0,23,0,0,0,4,0,9,20,20,9,61,5,0,0,4,0,0,0,0,0,4,0,0,0,3,4,15,29,14,7,66,0,0,0,0,0,0,0,0,0,0,298,330,459,378,428,655,850,435,96,3935,309,348,468,392,444,683,872,478,105,4095,13355,7599,7704,9374,9979,11444,11580,7545,3288,81871
SED10085,14956,8505,8895,9000,9994,10379,8317,4431,1555,76032,26,28,16,28,14,30,46,29,9,214,356,518,500,383,386,473,298,141,55,3111,0,17,14,3,5,18,18,6,0,83,3,34,36,11,23,17,9,0,0,140,0,5,0,0,5,0,0,0,0,11,0,5,5,0,0,0,0,0,0,15,0,0,0,0,0,5,4,0,0,7,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,357,590,555,404,426,515,329,147,56,3377,385,620,576,427,438,545,375,174,65,3594,15337,9123,9473,9426,10436,10920,8688,4605,1613,79628
SED10086,11908,7352,14975,11550,9926,7772,6590,4270,1817,76153,5,0,5,7,3,7,17,39,69,153,150,235,340,239,176,161,137,86,32,1550,0,14,13,19,12,11,5,0,0,74,0,3,10,7,0,11,8,3,0,43,0,0,0,0,0,0,3,0,0,6,0,4,9,0,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,154,281,377,261,190,190,164,90,28,1728,153,277,383,265,195,201,175,130,104,1878,12066,7633,15358,11811,10117,7970,6763,4402,1916,78033
SED10087,16257,10750,10546,9551,9032,9158,7440,4393,1905,79027,17,9,25,11,11,18,22,23,13,153,329,937,527,271,308,341,254,147,60,3179,0,98,57,42,25,39,18,0,0,279,3,175,59,27,35,25,13,4,0,348,0,31,12,18,7,3,4,0,0,85,3,38,4,4,5,10,0,0,0,66,0,11,5,4,0,8,0,0,0,28,0,8,0,3,0,0,0,0,0,13,4,41,28,16,28,12,7,0,3,137,0,0,0,0,0,0,0,0,0,0,343,1336,700,375,414,439,298,157,66,4130,355,1344,726,383,433,453,323,187,76,4282,16609,12098,11266,9930,9460,9609,7762,4577,1979,83305
SED10088,15462,9799,9093,11477,12462,9497,6612,4710,2121,81236,4,8,3,11,10,3,8,10,5,72,139,240,195,150,142,145,128,108,86,1337,0,0,3,3,0,8,10,0,0,19,3,9,3,5,8,20,6,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,0,0,13,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,141,258,201,163,152,179,141,116,83,1433,145,265,205,180,160,184,150,121,88,1501,15603,10062,9303,11647,12629,9683,6758,4827,2212,82735
SED10089,14922,12452,12536,10748,9769,8773,7449,4745,2373,83763,4,28,9,13,23,22,17,20,34,177,389,523,455,319,253,310,300,288,147,2992,3,9,7,0,3,0,0,7,0,32,4,9,10,6,8,3,12,0,0,43,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,3,5,0,0,8,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,398,551,476,332,271,327,320,293,147,3104,402,576,485,343,290,346,334,317,185,3283,15326,13022,13023,11096,10059,9119,7779,5063,2559,87045
SED10090,15535,8650,11062,14084,12123,9122,7397,4086,2029,84080,8,4,8,3,8,6,10,4,3,49,188,215,255,211,158,163,136,64,51,1439,0,5,15,4,6,7,8,3,0,57,0,7,0,0,8,16,11,0,0,59,0,0,0,0,0,3,0,0,0,16,0,0,3,0,9,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,6,4,0,29,0,0,0,0,0,0,0,0,0,0,191,242,275,224,184,200,164,71,51,1610,193,245,278,223,195,207,170,75,61,1657,15729,8895,11342,14309,12316,9330,7570,4159,2089,85739
SED10091,16188,9216,8967,9576,10688,9766,8902,5495,1932,80733,13,12,5,9,14,7,18,9,4,94,285,331,272,197,208,218,211,116,54,1881,0,0,4,5,0,4,13,0,0,27,3,13,0,8,7,14,7,3,0,64,0,0,5,0,0,0,4,0,0,16,0,0,0,0,0,6,6,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,293,348,288,209,220,243,237,121,61,2013,305,357,295,220,235,254,254,133,70,2114,16495,9574,9266,9793,10920,10016,9162,5627,1997,82840
SED10092,12564,11378,13076,9689,9676,10179,8122,5380,2402,82464,3,13,12,8,22,19,15,13,7,123,290,401,429,307,264,261,220,159,87,2419,4,6,10,9,6,5,3,0,0,41,0,7,4,3,8,10,5,3,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,18,6,0,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,300,427,454,320,279,284,234,166,87,2552,303,444,460,329,300,311,253,178,100,2673,12866,11819,13543,10019,9968,10484,8374,5560,2503,85132
SED10093,15758,9878,9807,9605,10125,9475,8184,5295,2167,80294,9,9,8,8,7,10,22,18,9,99,309,304,243,212,235,208,178,119,82,1887,0,0,0,3,0,3,3,3,0,18,9,17,16,6,16,9,8,0,0,72,0,0,0,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,316,320,259,223,251,224,194,128,84,2006,328,333,268,232,260,239,214,137,92,2107,16089,10215,10073,9838,10385,9709,8397,5431,2259,82398
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,13,0,0,0,0,8,4,0,0,0,14,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,3,0,0,32,0,0,0,4,18,8,3,0,0,32,0,0,0,4,18,8,3,0,0,32
