SED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
SED10051,0,0,0,4,0,0,0,0,0,9,2302,4337,3912,6059,3211,2414,1573,820,307,24932,0,9,7,72,39,53,23,6,0,211,0,0,0,14,7,12,13,9,0,38,3,6,58,732,29,16,8,0,0,854,0,0,0,5,9,5,5,0,0,24,3,17,4,50,18,15,9,0,0,114,0,5,5,47,34,31,32,20,9,186,0,21,174,518,100,197,145,73,46,1276,0,0,0,7,4,11,15,45,12,97,0,4,4,17,13,32,46,75,22,213,11,60,73,618,358,262,166,119,23,1680,0,3,0,40,21,35,21,5,3,132,5,72,25,198,99,30,7,3,0,442,0,6,7,70,26,17,16,39,11,184,0,5,3,24,17,36,93,177,110,461,4,12,44,110,56,88,60,20,6,404,7,16,43,206,52,49,37,34,9,448,0,12,73,282,111,107,94,37,9,733,0,0,4,73,21,21,6,0,3,126
SED10052,0,0,0,3,0,0,0,0,0,3,2197,4677,4057,6922,3621,2867,2158,1354,617,28467,0,0,6,16,3,6,4,0,0,35,0,0,0,21,16,17,10,9,0,75,3,5,0,98,14,9,5,0,0,132,0,0,3,4,5,0,0,0,0,13,9,4,3,18,17,3,12,0,0,70,0,3,0,24,21,13,13,8,0,80,0,27,43,325,117,226,157,40,22,958,0,0,0,13,10,29,29,37,8,124,0,9,8,50,29,52,56,56,9,275,14,73,63,386,276,261,219,167,52,1512,0,0,0,22,18,19,16,9,0,85,0,4,0,23,13,12,3,5,0,62,0,0,4,22,14,20,32,28,15,137,0,5,4,20,19,59,96,86,46,333,0,13,11,67,30,56,65,7,0,256,0,3,26,118,45,31,30,9,6,272,0,0,5,28,13,13,15,7,9,92,0,0,5,29,8,5,8,0,0,59
SED10053,0,0,3,10,0,0,0,0,0,14,2466,5114,4145,8588,4720,4242,2690,1091,255,33323,0,8,5,74,8,0,6,0,0,98,0,0,0,4,0,7,4,4,0,17,0,0,0,14,3,0,0,0,0,21,0,0,0,10,0,0,0,0,0,12,4,3,4,26,16,10,15,6,0,79,0,0,0,15,6,3,5,0,0,29,0,0,10,56,22,23,9,3,0,125,0,0,3,4,3,23,17,35,9,95,0,0,0,16,5,3,0,0,0,34,3,38,61,158,208,330,244,140,38,1215,0,0,14,37,18,10,9,0,0,88,0,3,4,19,5,13,6,5,0,62,0,0,4,17,23,28,64,54,24,221,0,0,0,4,4,17,19,18,10,59,0,0,3,11,9,9,11,0,0,35,7,37,51,597,59,24,23,5,0,809,0,5,3,19,3,4,0,4,0,39,0,0,3,24,5,7,0,0,0,42
SED10054,4,25,45,236,74,45,23,5,3,464,3224,5923,4647,4882,2049,1546,966,401,79,23715,6,43,17,263,81,43,18,0,0,471,0,5,0,18,10,17,7,8,0,70,0,0,0,3,0,5,0,0,0,3,0,0,0,5,3,0,6,0,0,23,0,3,5,7,4,3,0,0,0,23,0,0,0,9,24,18,31,6,3,88,0,3,24,103,48,56,44,10,0,289,0,0,0,13,4,21,28,24,3,100,0,7,36,61,43,52,47,25,6,283,0,7,8,32,71,140,115,62,19,456,0,25,97,465,333,287,104,61,8,1374,0,0,0,3,0,3,0,0,0,11,0,0,3,0,3,18,29,23,0,80,0,3,4,3,3,18,20,16,4,66,0,0,8,10,3,13,11,0,0,54,8,126,203,1261,339,160,98,25,3,2239,0,3,9,48,30,24,39,6,0,155,0,5,13,49,14,12,21,0,0,123
SED10055,0,11,24,79,18,13,4,0,0,140,2946,6173,5345,7803,3311,2587,1325,351,70,29911,0,0,3,20,3,6,4,3,0,35,0,0,5,39,25,22,16,9,0,108,0,0,0,3,3,3,0,0,0,10,0,0,4,69,33,36,25,4,0,178,0,7,7,9,8,8,0,0,0,45,0,0,6,26,29,33,33,12,0,127,0,5,13,72,45,60,41,12,0,250,0,0,4,23,30,90,72,35,8,254,0,11,15,58,22,51,53,13,5,220,3,12,28,117,144,246,196,68,20,822,0,4,17,148,91,97,53,8,3,428,0,0,4,6,5,8,5,0,0,31,0,0,0,15,7,17,36,20,4,111,0,0,13,3,7,21,22,18,6,91,0,0,0,20,3,8,10,3,0,38,0,40,65,424,142,123,69,32,14,919,0,7,4,18,11,7,8,4,0,56,0,5,14,78,48,55,31,15,4,252
SED10056,0,8,3,14,15,4,0,0,0,45,2333,4827,4026,6686,4026,4639,4077,2114,634,33373,0,0,0,14,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,8,0,3,0,7,0,8,0,0,0,23,0,0,0,8,0,5,0,0,0,14,0,9,0,42,25,10,7,0,0,97,0,0,0,0,0,0,5,0,0,8,0,0,0,12,0,3,0,4,0,17,0,9,18,53,56,89,122,112,28,485,0,7,18,60,30,22,8,3,0,153,0,0,0,15,0,0,5,0,0,19,0,0,0,9,9,10,25,17,6,72,0,0,0,0,0,4,0,3,0,9,0,0,0,3,4,0,0,0,0,9,10,60,81,745,169,135,55,6,0,1260,0,0,0,23,11,0,0,0,0,36,0,0,0,10,0,0,0,0,0,8
SED10057,0,0,0,0,0,0,0,0,0,0,1464,3869,3113,5122,3440,4480,5015,2827,890,30220,0,0,0,9,4,0,0,0,0,16,0,0,0,4,0,0,0,0,0,3,0,0,0,11,0,3,0,0,0,14,0,0,0,4,5,0,3,0,0,7,0,0,0,4,8,5,8,3,0,30,0,0,0,0,0,3,0,0,0,8,0,3,4,12,6,5,9,3,0,50,0,0,0,3,3,6,6,9,3,27,0,3,0,10,3,6,6,6,0,33,0,10,0,65,85,237,374,313,74,1170,0,0,0,0,0,7,5,0,0,12,3,0,0,7,0,9,7,7,0,36,0,0,3,4,13,28,52,41,10,150,0,0,0,0,3,7,9,8,4,21,0,0,0,6,0,0,0,0,3,7,4,13,7,89,18,4,4,6,0,144,0,0,0,13,0,3,0,0,4,25,0,0,0,0,4,0,3,0,0,7
SED10058,0,0,0,11,3,0,0,0,0,14,1808,3668,4230,9445,3885,3900,3139,1439,426,31942,0,6,6,19,5,3,0,0,0,34,0,0,0,9,3,3,9,5,0,22,0,4,5,56,5,0,0,0,0,66,0,0,0,4,3,0,0,0,0,9,5,8,10,24,27,17,8,0,0,97,0,0,0,9,0,5,3,0,0,25,0,0,15,76,14,17,18,6,3,143,0,0,0,4,3,11,6,12,0,39,0,0,0,6,0,3,7,12,3,25,8,35,65,284,157,217,162,92,37,1063,0,0,0,8,10,4,3,3,0,33,0,6,0,22,10,5,6,0,0,41,0,0,6,27,12,17,45,23,9,142,0,0,0,3,0,12,22,31,20,92,0,0,7,19,6,5,7,0,0,43,0,8,32,132,27,13,7,9,4,234,0,4,13,27,6,5,4,0,0,55,0,0,0,28,3,3,0,0,0,43
SED10059,0,0,0,6,0,0,0,0,0,9,1320,2108,3435,10130,3143,2204,1199,398,84,24026,0,0,11,49,11,4,0,0,0,85,0,0,0,13,4,5,5,3,4,33,0,0,19,202,19,11,0,0,0,256,0,0,0,10,0,0,0,0,0,21,3,0,11,137,39,18,3,4,0,212,0,0,6,85,13,9,10,7,3,124,4,16,430,529,61,118,103,83,47,1392,0,0,0,8,7,12,9,11,4,52,0,0,3,17,7,9,5,0,3,51,10,34,125,1009,476,355,161,63,9,2238,0,0,6,38,13,11,7,5,0,85,4,0,12,199,26,12,4,4,0,260,0,3,9,81,33,33,17,20,0,209,0,0,3,22,7,37,33,78,48,232,6,3,99,145,20,30,11,5,4,322,0,8,96,374,28,21,17,0,0,543,0,0,124,234,39,13,13,4,0,432,0,0,5,80,6,12,3,3,0,112
SED10060,0,0,0,3,0,0,4,0,0,9,1591,2571,2454,6402,2398,2202,1881,1307,385,21189,0,0,0,23,3,4,0,0,0,30,0,0,0,7,3,0,0,0,0,17,0,10,8,226,21,3,0,0,0,283,0,0,4,3,0,0,0,0,0,8,0,13,6,81,39,44,18,10,0,213,0,0,0,27,16,10,0,0,0,55,6,48,91,443,111,147,116,49,28,1039,0,0,0,7,0,14,8,4,6,51,0,0,0,15,3,6,13,13,7,51,24,152,199,860,587,512,358,273,55,3029,0,0,0,21,8,17,6,7,0,67,0,14,13,152,38,26,12,9,0,254,0,7,9,80,31,24,31,29,7,220,0,0,0,11,3,4,3,7,12,44,3,56,57,182,65,66,64,18,4,516,12,24,22,527,73,50,36,29,9,772,4,0,8,66,19,9,6,9,0,111,0,3,0,137,20,24,19,10,0,211
SED10061,0,0,0,0,0,0,0,0,0,0,1999,4254,3871,6353,3608,4297,3634,2110,545,30678,0,13,4,39,3,0,0,0,0,57,0,0,0,0,0,0,0,5,0,6,0,0,8,21,9,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,9,18,12,9,5,3,0,62,0,0,0,4,0,0,0,0,0,7,0,6,0,49,12,14,5,0,0,83,0,0,0,3,0,0,3,0,0,9,0,0,5,4,0,0,3,0,0,7,0,22,24,51,66,125,160,129,39,610,0,0,8,53,6,5,5,0,0,84,0,0,0,5,0,5,4,0,0,23,0,0,3,8,9,15,24,19,6,87,0,0,4,0,0,0,5,0,0,8,0,0,0,12,4,3,0,0,0,18,5,14,20,144,14,8,7,3,0,212,0,0,4,15,5,0,0,0,0,34,0,0,0,14,3,0,0,0,0,24
SED10062,0,0,0,4,0,0,0,0,0,9,2023,4305,3975,5249,2792,2242,1694,966,442,23687,0,0,17,103,19,10,0,0,0,157,0,0,4,19,11,27,8,3,5,81,0,6,5,44,8,4,4,0,0,77,0,0,0,7,6,3,0,0,0,11,0,3,0,17,17,9,0,0,0,47,0,0,0,22,8,18,9,9,0,71,10,86,173,1049,544,796,458,166,70,3356,0,0,0,4,13,50,40,58,22,188,0,9,9,60,50,65,72,44,15,338,6,35,23,136,117,139,119,105,28,707,0,0,5,49,42,28,14,13,0,162,0,0,3,10,4,5,4,0,0,32,3,3,3,15,7,17,16,20,4,88,0,6,10,36,25,96,135,144,59,510,0,21,30,220,125,193,148,22,7,768,3,8,24,166,77,36,37,26,8,379,0,3,18,99,65,32,33,18,0,258,0,0,0,21,7,14,3,0,0,44
SED10063,0,0,0,0,0,0,0,0,0,3,2625,5481,4240,7431,3915,4049,3505,1919,604,33772,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,4,0,0,5,6,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,4,0,5,12,10,3,0,0,0,34,0,0,0,0,0,0,0,0,0,6,0,3,8,38,23,16,15,11,0,116,0,0,0,0,0,7,0,6,3,22,0,0,0,0,0,0,0,0,0,4,0,12,15,69,72,127,118,105,30,549,0,0,6,8,9,4,3,0,0,31,0,0,0,9,0,5,0,0,0,18,0,4,0,3,9,9,23,11,8,65,0,0,0,0,0,0,0,3,3,16,0,0,0,11,0,5,3,0,0,17,5,15,29,213,34,9,9,4,0,316,0,0,0,13,4,0,0,0,0,26,0,0,0,13,3,5,0,0,0,20
SED10064,0,0,0,0,0,0,0,0,0,0,1787,4217,3408,6046,3599,4721,4815,2328,707,31629,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,3,0,4,0,11,5,5,18,3,4,54,0,0,3,0,10,0,3,0,0,17,0,0,0,21,15,16,4,0,0,58,0,0,0,0,0,0,4,5,0,10,0,0,0,0,0,0,4,0,0,5,3,20,17,73,115,285,357,277,74,1221,0,0,5,8,6,3,5,6,0,35,0,0,0,6,4,9,7,0,5,30,0,0,0,8,10,26,57,45,7,151,0,0,0,0,0,0,9,0,0,10,0,0,0,4,0,5,3,5,0,17,5,6,6,52,11,6,7,4,0,88,4,4,0,8,0,0,4,0,0,18,0,0,0,0,3,4,0,0,0,8
SED10065,0,6,17,152,28,31,30,9,3,280,3208,4670,3535,5779,2162,1665,1095,549,258,22926,0,20,22,220,34,21,8,0,0,322,0,0,0,19,10,16,9,6,0,59,0,7,3,43,10,6,3,0,0,75,0,0,5,18,20,9,7,0,0,50,0,7,9,28,9,10,3,0,0,68,0,5,3,36,16,7,26,7,0,113,13,190,287,2151,652,936,578,249,99,5151,0,0,0,8,3,14,12,17,9,59,0,21,6,56,8,24,25,16,5,160,0,25,29,178,107,148,112,84,32,722,0,0,17,112,35,52,24,3,3,256,0,0,0,22,3,5,9,0,0,40,0,0,3,25,20,13,18,18,4,91,0,0,0,9,6,19,14,45,28,118,4,47,56,367,105,199,156,36,10,984,240,766,732,6222,485,205,136,57,7,8853,0,10,39,130,63,33,36,19,4,333,3,54,68,580,159,116,73,28,11,1087
SED10066,0,0,5,18,9,4,0,5,0,48,2674,4997,4728,8752,3599,2881,2160,989,252,31038,0,4,3,49,16,6,3,0,0,80,0,0,0,9,0,9,6,10,0,32,0,0,3,13,0,0,0,0,0,22,0,0,0,3,0,4,0,0,0,13,0,0,5,10,9,14,5,0,0,41,0,0,0,7,3,8,3,8,0,34,0,10,17,97,52,44,42,14,3,284,0,0,0,12,7,13,13,12,5,60,0,5,5,23,9,18,21,11,3,84,0,28,50,198,225,347,348,255,47,1510,0,4,17,51,31,27,12,3,0,142,0,4,5,8,8,8,3,4,0,40,0,4,0,20,11,18,52,45,4,156,0,0,0,3,7,13,12,19,9,61,0,0,0,6,10,10,5,0,0,33,10,60,73,516,121,38,49,24,7,905,0,0,5,21,14,0,8,5,0,50,0,5,8,61,11,16,7,8,0,121
SED10067,0,0,0,0,0,4,0,0,0,7,1739,4329,3739,5038,3415,3411,2783,1693,666,26820,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,3,3,0,0,9,0,9,11,175,30,8,3,0,0,231,0,0,0,0,0,0,0,0,0,0,5,8,8,26,37,36,21,6,5,152,0,0,0,9,8,9,9,10,0,35,0,4,3,24,16,33,23,12,8,120,0,0,0,7,6,15,27,48,11,120,0,0,0,0,0,6,12,5,3,26,12,149,202,481,633,591,505,423,114,3099,0,0,0,4,7,7,6,0,0,32,0,4,10,26,28,7,13,3,0,107,0,12,15,31,50,50,56,62,15,302,0,0,0,7,4,0,11,4,0,28,0,9,15,13,9,4,7,7,0,67,0,5,11,52,12,23,5,15,3,122,5,7,6,11,4,4,13,3,4,46,0,0,5,12,10,10,6,3,0,44
SED10068,0,0,0,0,0,0,0,0,0,0,1669,4109,3667,5727,3687,4288,4946,2833,923,31845,0,0,0,5,0,0,0,0,0,7,0,0,0,4,0,5,6,0,0,7,0,0,0,14,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,25,13,16,6,6,0,75,0,0,0,5,5,0,4,3,0,16,0,4,4,32,11,9,11,6,0,72,0,0,0,0,0,8,8,8,0,22,0,0,4,4,9,3,6,10,0,36,5,49,50,129,201,308,427,405,142,1726,0,0,6,14,5,3,10,0,0,35,0,3,4,13,7,9,7,5,0,40,0,4,0,13,6,19,58,46,12,158,0,0,0,0,0,0,3,0,0,12,0,0,4,10,4,3,0,0,0,26,4,17,15,100,25,9,14,14,6,194,0,0,0,8,0,0,4,7,0,19,0,0,0,8,4,0,0,0,0,12
SED10069,0,0,0,0,0,0,0,0,0,0,1665,4264,3761,6034,3754,4391,4263,2382,598,31103,0,0,0,5,6,0,0,0,0,7,0,0,0,3,0,0,6,0,0,8,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,19,3,4,59,0,0,0,9,0,4,12,6,0,26,0,0,0,14,11,6,8,0,0,49,0,0,0,0,0,7,12,18,12,48,0,0,0,4,3,4,10,3,0,25,6,47,43,117,145,334,411,366,65,1541,0,3,0,13,5,0,6,3,4,32,0,0,0,11,5,10,3,4,3,34,0,0,0,7,5,21,80,51,17,178,0,0,0,5,0,10,16,10,3,37,0,5,5,3,4,5,9,0,0,24,4,8,0,52,9,4,4,8,0,96,0,0,0,9,0,0,0,0,3,16,0,0,0,4,0,0,0,0,0,4
SED10070,0,9,29,106,38,37,18,8,0,237,2587,4813,3684,4572,1884,1487,1066,483,133,20724,0,11,3,52,27,12,13,0,0,115,0,0,0,35,15,32,18,5,3,112,0,0,0,11,0,0,0,0,0,19,0,0,10,68,41,39,37,10,0,211,0,0,7,8,3,4,0,0,0,22,0,0,12,21,45,44,60,43,0,234,3,16,27,175,93,145,81,39,22,594,0,0,0,15,21,52,74,71,29,264,0,5,11,46,19,27,41,22,16,180,5,6,11,38,42,81,106,64,26,377,0,7,15,151,104,107,81,28,11,500,0,0,0,5,6,3,3,0,0,15,0,4,3,9,11,8,24,30,5,92,0,0,11,6,10,17,42,47,20,150,0,4,0,30,13,35,27,6,0,113,51,365,471,2804,562,250,113,37,15,4658,0,0,8,31,16,16,15,0,3,100,0,12,22,104,42,50,28,25,12,296
SED10071,0,7,16,200,69,58,38,12,0,402,4636,8115,5238,7407,2990,1636,879,404,81,31380,0,28,28,228,82,69,37,5,0,479,0,5,0,10,7,7,3,0,0,31,0,6,3,42,5,0,0,0,0,70,0,0,0,0,4,0,0,0,0,5,3,3,13,24,11,5,0,9,0,67,0,6,4,17,30,11,19,5,0,85,12,34,51,563,148,155,129,27,7,1122,0,0,0,9,5,20,14,14,0,65,0,32,25,117,33,25,33,25,3,302,5,70,76,228,196,161,114,56,22,922,0,14,34,259,172,130,81,23,7,715,0,0,0,18,4,4,0,0,0,23,0,3,3,27,14,18,24,12,5,114,0,0,0,3,5,9,9,12,4,50,3,8,24,89,33,50,40,7,0,243,71,974,823,6151,1551,603,401,129,26,10715,0,8,19,137,83,31,27,13,4,321,0,20,37,269,93,89,36,12,0,557
SED10072,0,0,0,7,3,0,0,0,0,13,2411,3765,3393,6341,2788,1823,1164,589,277,22551,0,15,77,460,73,21,15,0,0,663,0,0,0,39,20,20,15,9,3,102,0,16,53,605,33,19,0,0,4,732,0,0,10,9,6,0,0,0,0,22,0,0,0,31,13,3,4,6,0,63,3,7,3,65,29,39,30,22,0,209,5,26,273,1133,178,396,255,119,73,2463,0,0,0,13,16,28,22,29,12,131,0,8,13,129,57,131,133,86,37,597,6,20,20,267,162,136,90,54,26,790,0,4,4,74,31,48,32,10,0,206,0,0,4,44,19,11,3,3,0,85,0,0,0,33,17,14,14,24,3,112,0,20,26,78,60,153,282,371,206,1207,0,4,44,175,45,62,55,20,7,409,19,41,49,583,64,46,17,19,4,845,0,4,73,297,54,30,39,11,3,503,0,0,8,66,13,9,9,4,0,109
SED10073,0,0,3,48,19,15,18,9,0,105,2562,4118,3732,5500,2130,1859,1209,635,330,22067,0,15,79,216,15,3,7,0,0,334,0,0,0,7,7,3,9,4,0,31,0,12,4,109,18,5,4,0,0,145,0,0,3,11,12,0,9,0,0,35,0,0,6,43,14,7,8,5,0,87,0,0,0,17,8,10,5,3,0,50,17,218,502,3071,651,931,679,256,150,6483,0,0,0,13,10,21,22,25,10,105,3,18,0,56,12,21,25,21,14,168,3,37,38,208,153,180,116,80,24,839,0,3,0,35,18,28,22,6,5,128,0,5,9,51,14,6,0,6,0,84,3,3,3,42,19,5,23,18,10,131,0,0,7,15,5,14,16,33,11,108,6,50,91,562,199,255,240,51,18,1474,43,147,212,1576,207,121,107,41,12,2455,7,21,76,225,83,62,57,28,12,555,4,19,30,502,92,84,81,31,17,852
SED10074,0,0,3,54,19,15,9,14,0,105,2668,4721,3557,5209,2593,1869,1466,922,273,23280,0,8,13,110,32,29,12,5,0,211,0,0,0,8,8,12,3,0,0,40,0,0,0,5,0,0,0,0,0,19,0,0,0,6,3,3,3,0,0,10,6,6,0,11,8,9,4,0,0,46,0,0,4,21,20,19,9,10,0,81,0,36,49,384,155,262,181,61,35,1167,0,0,0,12,16,21,22,33,14,117,0,10,3,28,8,14,29,28,3,125,0,23,32,106,123,152,173,117,36,757,0,11,12,114,48,74,50,11,10,336,0,4,0,12,10,6,3,6,0,41,0,0,3,14,9,10,23,31,3,92,0,0,0,9,5,15,24,31,17,99,4,10,14,64,41,62,44,11,0,239,76,367,569,3584,540,254,165,58,16,5637,0,4,20,50,26,26,21,13,0,152,4,16,25,225,69,59,35,8,3,443
SED10075,0,0,3,0,3,0,0,0,0,8,2543,5545,5171,8875,4211,3588,2520,1385,407,34242,0,0,3,7,6,4,0,0,0,12,0,0,3,22,9,13,14,9,0,64,0,0,0,0,4,3,0,0,0,16,0,0,0,4,3,0,0,0,0,10,0,0,3,12,11,5,7,3,0,35,0,0,5,11,18,19,33,18,0,110,0,3,0,46,11,14,12,4,0,94,0,0,0,5,8,20,28,35,16,117,0,10,0,15,9,0,9,7,0,52,3,25,36,146,224,518,464,358,113,1883,0,4,3,19,5,5,0,3,0,42,0,0,4,4,3,4,10,0,0,27,0,0,0,9,16,35,93,64,27,251,0,0,4,4,0,17,28,9,6,71,0,0,0,5,8,5,3,0,0,23,0,7,19,133,35,4,8,12,3,226,0,0,3,11,0,0,0,0,0,17,0,0,0,7,5,3,0,0,0,17
SED10076,0,0,0,0,0,0,0,0,0,0,1861,3849,3197,6114,3372,4235,4483,2299,694,30106,0,0,0,12,0,0,0,0,0,9,0,0,0,4,0,0,0,3,0,8,0,0,0,10,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,7,0,0,17,11,9,9,11,0,57,0,0,0,8,4,7,16,7,3,40,0,4,9,25,19,11,9,6,0,79,0,0,0,0,4,9,25,22,3,72,0,0,0,0,0,9,11,0,0,28,0,20,25,108,132,352,472,413,93,1621,0,0,0,13,11,0,8,5,0,33,0,0,0,7,0,4,13,0,0,24,0,0,4,12,10,29,64,60,19,187,0,0,0,0,7,10,22,36,12,88,0,4,0,4,3,3,0,0,0,11,8,25,14,123,14,6,8,16,0,218,0,0,0,11,0,4,6,0,5,25,0,0,0,0,0,0,0,0,0,8
SED10077,0,0,0,7,0,0,0,0,0,16,2123,3596,3733,5677,1871,1494,829,402,161,19892,0,5,29,126,15,3,4,0,0,189,0,0,0,7,0,8,4,3,0,27,0,0,3,66,3,8,0,0,0,78,0,0,11,20,24,13,13,5,0,87,0,4,8,37,21,8,0,0,0,71,0,0,3,30,16,20,9,6,0,87,11,102,580,2377,746,1056,578,228,133,5820,0,0,0,5,9,17,23,59,31,135,0,9,6,45,24,48,53,25,10,204,5,29,45,136,103,121,64,30,11,546,0,0,9,50,32,31,21,12,4,153,0,0,4,38,9,4,6,0,0,61,0,0,0,18,4,4,20,22,6,98,0,0,5,8,13,40,62,120,61,311,9,19,77,301,123,144,135,23,6,832,81,288,270,2779,323,162,127,47,26,4114,0,6,53,253,40,20,24,12,9,418,0,0,0,71,15,3,9,0,0,105
SED10078,0,0,0,8,0,3,0,0,0,13,1705,3247,3226,8087,2951,2083,1143,443,140,23023,0,7,16,69,20,13,0,0,0,115,0,0,0,15,8,9,4,0,0,36,0,10,14,125,8,19,5,0,0,170,0,0,0,10,0,12,6,6,0,31,3,4,3,46,22,10,16,0,0,101,0,0,0,35,14,12,8,14,0,88,0,41,119,539,181,369,211,82,71,1616,0,0,0,9,6,12,11,22,7,65,0,0,0,17,3,9,17,18,7,75,3,49,51,495,285,227,152,58,21,1346,0,0,5,38,18,12,20,14,0,114,0,0,7,59,15,15,7,0,0,111,0,0,6,60,29,20,20,8,3,147,0,3,9,20,42,70,115,302,155,722,4,3,35,105,33,41,36,10,0,264,6,34,35,396,65,37,24,15,5,617,0,0,17,89,29,20,20,5,0,185,0,0,8,31,5,8,8,5,0,69
