SED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SED10036,236,366,150,80,21,0,0,0,856,6,17,17,12,7,0,0,0,53,3,50,70,99,133,172,99,60,689,242,433,235,196,154,172,99,60,1595,5932,4999,5523,5290,4652,2855,1391,347,30994,388,401,381,264,212,158,190,137,2131,6567,5833,6136,5750,5027,3182,1683,548,34721,65,62,18,6,0,0,0,0,152,3,10,3,0,0,0,0,0,23,0,11,16,19,15,12,7,7,91,65,80,34,27,19,12,7,7,259,5601,5522,6145,5876,4741,3155,1689,696,33424,300,379,315,232,189,172,214,281,2078,5963,5986,6492,6136,4945,3339,1909,988,35765,298,430,167,89,21,0,0,0,1002,10,28,16,18,9,0,0,0,76,3,61,85,114,149,183,111,63,773,311,517,268,225,171,183,111,63,1856,11532,10522,11667,11169,9394,6014,3076,1040,64420,686,782,699,495,402,325,402,421,4213,12533,11819,12631,11889,9975,6520,3586,1534,70485
SED10037,6,10,17,13,7,0,0,0,45,9,10,7,4,17,0,0,0,47,9,38,67,143,163,228,222,143,1009,18,48,92,169,183,228,222,143,1100,5121,3869,5639,5800,4820,3396,1914,445,30994,124,125,174,146,104,96,79,53,906,5262,4045,5902,6108,5109,3714,2219,638,33003,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,8,0,0,21,31,23,15,14,17,120,4,7,23,36,22,15,14,17,135,4724,4077,6177,6339,5190,3950,2256,794,33502,104,133,132,119,81,121,105,92,893,4835,4217,6338,6490,5294,4087,2369,908,34529,3,8,19,14,7,0,0,0,51,10,16,15,4,12,0,0,0,52,8,36,89,177,185,245,236,162,1133,20,62,114,196,204,245,236,162,1244,9840,7943,11815,12133,10016,7343,4174,1239,64496,230,260,308,267,193,216,182,153,1795,10096,8260,12238,12600,10406,7798,4590,1550,67533
SED10038,8,43,26,8,0,0,0,0,88,5,13,14,17,10,0,0,0,56,13,66,128,135,163,232,241,167,1141,29,118,167,165,169,232,241,167,1289,5322,4230,4682,4927,4514,3406,1928,587,29605,301,184,184,174,150,127,142,96,1355,5656,4532,5032,5272,4837,3764,2312,851,32245,3,0,3,6,0,0,0,0,7,7,0,0,0,0,0,0,0,12,4,18,25,39,28,19,5,11,149,12,23,30,41,35,19,5,11,169,5078,4299,5307,5429,5022,4115,2537,1176,32966,274,169,192,152,125,152,210,279,1554,5357,4484,5528,5626,5187,4284,2758,1468,34693,10,41,37,12,6,0,0,0,100,13,16,15,14,6,0,0,0,67,21,86,145,173,194,253,247,183,1290,37,142,195,205,204,253,247,183,1456,10405,8527,9990,10362,9539,7521,4463,1762,62573,569,350,373,330,281,280,357,373,2910,11013,9016,10559,10897,10015,8052,5069,2319,66940
SED10039,118,165,143,70,27,0,0,0,517,3,23,26,17,44,0,0,0,112,14,96,126,238,344,556,347,216,1940,136,283,292,324,418,556,347,216,2573,3944,3819,3756,3879,4565,4183,2220,513,26867,297,495,438,313,246,261,171,134,2350,4383,4592,4487,4514,5224,4999,2738,863,31791,64,23,19,4,3,0,0,0,110,0,5,10,10,9,0,0,0,26,5,27,38,57,71,47,22,20,291,69,52,64,73,79,47,22,20,426,3840,4293,4240,4583,5360,5011,2684,1084,31093,202,192,193,195,190,222,199,248,1642,4112,4535,4498,4849,5629,5281,2904,1350,33158,177,185,159,71,31,0,0,0,627,6,23,33,24,52,0,0,0,144,24,117,162,297,417,607,374,240,2233,204,331,353,394,500,607,374,240,2999,7787,8114,7996,8460,9926,9192,4902,1595,57962,502,686,630,506,437,483,362,385,3991,8488,9129,8985,9367,10858,10277,5637,2215,64951
SED10040,8,16,24,10,8,0,0,0,59,8,11,7,4,4,0,0,0,31,8,32,27,50,77,97,63,74,424,17,63,57,68,80,97,63,74,518,6201,8349,6187,4764,4798,3542,1942,770,36553,372,529,313,219,209,169,165,137,2122,6594,8932,6561,5052,5088,3810,2171,980,39189,0,5,0,0,0,0,0,0,13,0,0,3,0,3,0,0,0,9,5,3,4,7,14,7,0,14,55,3,7,8,6,11,7,0,14,66,5367,7962,6321,5513,5338,4062,2332,1202,38094,276,421,326,210,189,188,205,305,2112,5640,8390,6654,5735,5538,4254,2537,1518,40278,7,25,22,9,8,0,0,0,72,5,11,7,9,3,0,0,0,39,8,35,31,58,84,105,69,83,478,24,70,64,75,97,105,69,83,585,11566,16306,12507,10279,10129,7602,4270,1973,74642,646,952,637,430,403,355,369,441,4234,12240,17323,13214,10781,10631,8062,4711,2501,79463
SED10041,9,7,17,18,9,0,0,0,67,12,4,10,13,16,0,0,0,55,11,41,60,135,145,208,269,273,1147,31,60,87,159,166,208,269,273,1257,5265,3638,5787,5595,4533,3239,2096,874,31038,148,133,156,125,115,86,105,106,978,5441,3828,6040,5877,4812,3538,2468,1253,33270,3,0,0,5,0,0,0,0,12,0,0,3,0,0,0,0,0,4,0,0,7,33,21,17,12,16,111,9,8,9,37,27,17,12,16,128,4975,3970,6637,6468,5016,4051,2862,1747,35725,124,147,167,128,102,117,147,226,1157,5100,4120,6817,6636,5143,4189,3021,1986,37016,15,13,19,24,8,0,0,0,76,13,4,10,18,16,0,0,0,56,18,42,70,165,167,228,278,286,1251,42,65,100,202,194,228,278,286,1385,10241,7609,12431,12067,9550,7293,4956,2621,66760,272,276,322,256,215,209,255,326,2134,10547,7950,12857,12520,9960,7733,5487,3235,70283
SED10042,9,6,11,11,11,0,0,0,43,7,25,8,12,13,0,0,0,60,16,102,133,212,303,523,383,265,1932,34,126,157,228,322,523,383,265,2028,4371,3998,3965,4338,4538,4128,2435,619,28395,190,213,219,187,195,210,200,127,1545,4598,4334,4336,4758,5059,4863,3014,1009,31967,5,3,5,0,0,0,0,0,14,0,10,0,0,0,0,0,0,17,8,11,24,54,52,49,22,17,233,12,29,27,58,51,49,22,17,256,4119,4312,4281,4699,5357,5035,3119,1318,32236,179,184,186,161,171,259,284,226,1657,4310,4522,4497,4916,5589,5340,3420,1564,34159,11,3,12,11,6,0,0,0,51,6,37,12,12,14,0,0,0,77,24,117,156,265,353,566,398,281,2158,44,159,184,285,368,566,398,281,2287,8489,8314,8247,9037,9899,9161,5549,1934,60633,371,397,406,351,370,471,482,357,3200,8906,8862,8836,9671,10646,10201,6432,2573,66127
SED10043,5,9,8,3,4,0,0,0,29,11,6,3,4,0,0,0,0,19,7,11,18,26,42,70,59,45,282,13,30,29,37,44,70,59,45,337,6077,7293,6309,4827,4589,3290,1820,608,34816,567,764,601,385,369,244,168,90,3198,6661,8086,6946,5249,5001,3611,2050,745,38344,4,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,5,6,6,3,3,5,31,4,14,5,4,6,3,3,5,48,5600,6464,5879,4989,4746,3341,1912,859,33794,446,603,504,371,323,224,181,174,2834,6052,7080,6390,5372,5077,3571,2100,1040,36673,7,14,8,10,4,0,0,0,37,11,9,6,5,0,0,0,0,26,7,13,24,35,47,77,60,53,317,18,41,42,40,56,77,60,53,380,11678,13756,12189,9818,9335,6631,3728,1467,68614,1013,1368,1112,753,690,469,352,265,6026,12708,15163,13334,10611,10080,7180,4146,1786,75022
SED10044,16,52,30,15,3,0,0,0,113,9,28,11,13,13,0,0,0,66,5,61,51,119,123,193,180,122,854,31,139,88,139,138,193,180,122,1031,4822,6022,6609,5531,4296,3189,1749,507,32730,144,261,283,170,134,136,145,185,1460,4993,6424,6979,5839,4577,3521,2073,814,35221,11,14,3,0,3,0,0,0,35,0,3,3,8,0,0,0,0,16,3,8,21,15,12,15,9,20,103,11,28,26,25,20,15,9,20,151,4308,6512,7308,6018,4904,3791,2256,1050,36141,128,256,258,173,152,171,196,483,1822,4450,6797,7599,6214,5072,3982,2457,1552,38118,27,70,32,15,9,0,0,0,145,7,32,15,19,15,0,0,0,88,9,70,73,134,137,207,188,137,947,45,168,113,164,157,207,188,137,1187,9129,12533,13920,11543,9202,6984,4005,1559,68871,269,526,542,339,287,312,342,669,3282,9443,13224,14576,12049,9649,7498,4538,2363,73341
SED10045,6,3,3,7,0,0,0,0,23,8,9,8,7,12,0,0,0,47,7,53,86,210,302,522,306,191,1679,27,68,98,227,317,522,306,191,1750,3663,3121,3532,4198,5263,4508,1857,473,26603,402,311,357,442,492,426,214,134,2771,4088,3502,3988,4861,6065,5448,2378,796,31130,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,8,0,3,24,41,76,57,26,20,243,9,9,21,43,73,57,26,20,257,3395,3395,4109,4824,5714,4877,2367,971,29641,410,328,398,405,439,389,282,268,2910,3806,3731,4528,5271,6231,5319,2667,1256,32807,7,10,3,10,0,0,0,0,30,8,12,7,13,13,0,0,0,57,8,60,109,253,377,571,330,211,1921,31,77,119,271,394,571,330,211,2006,7056,6513,7641,9017,10979,9383,4218,1436,56248,808,642,756,844,928,814,493,400,5681,7891,7229,8519,10129,12301,10767,5047,2052,63936
SED10046,9,12,16,8,6,0,0,0,56,0,16,5,6,6,0,0,0,24,12,30,44,56,79,80,69,34,405,29,52,64,67,89,80,69,34,490,6672,6251,6032,5533,5156,2965,1287,321,34223,511,567,541,372,371,204,115,32,2720,7207,6879,6635,5971,5624,3256,1475,396,37435,10,3,7,0,0,0,0,0,22,0,7,3,0,0,0,0,0,11,4,0,6,13,20,9,3,0,59,13,13,8,14,19,9,3,0,88,6388,6783,6421,5823,5357,3257,1597,554,36178,459,587,542,369,331,219,161,61,2726,6858,7385,6971,6205,5704,3487,1765,619,38998,19,18,21,4,6,0,0,0,74,0,19,5,10,4,0,0,0,38,9,33,49,72,98,91,77,40,466,35,72,78,82,107,91,77,40,582,13051,13034,12450,11355,10510,6225,2882,882,70398,976,1161,1076,739,701,422,276,92,5452,14061,14265,13606,12180,11325,6741,3236,1012,76428
SED10047,11,49,38,19,12,0,0,0,123,12,15,11,11,7,0,0,0,54,12,81,86,144,209,298,187,77,1103,30,149,135,171,224,298,187,77,1277,6774,8035,8964,6074,4616,3239,1545,267,39508,717,948,853,586,399,254,142,53,3954,7526,9126,9943,6831,5235,3797,1875,395,44734,6,26,9,6,0,0,0,0,50,3,5,3,0,0,0,0,0,11,5,11,14,30,27,20,11,9,128,12,40,32,33,32,20,11,9,185,6652,9411,9035,6040,5060,3905,1887,525,42508,591,877,767,462,312,279,189,134,3610,7254,10328,9834,6541,5406,4203,2080,660,46308,15,74,46,21,13,0,0,0,168,14,23,16,12,10,0,0,0,69,14,92,101,178,235,316,202,82,1228,45,187,160,211,259,316,202,82,1466,13425,17445,17997,12113,9673,7148,3422,791,82013,1310,1820,1625,1051,709,534,330,183,7566,14782,19451,19785,13372,10644,7992,3960,1060,91048
SED10048,26,96,30,16,5,0,0,0,176,7,9,10,10,10,0,0,0,51,9,54,62,110,214,301,180,45,975,42,154,112,135,230,301,180,45,1194,6597,7125,8636,6060,5244,3497,1301,263,38737,401,434,458,325,244,178,157,70,2271,7042,7717,9208,6529,5716,3975,1642,383,42211,7,19,4,3,0,0,0,0,29,3,3,4,0,0,0,0,0,7,9,13,4,21,27,22,10,3,113,14,28,15,29,27,22,10,3,156,6253,8497,8823,6128,5769,4033,1616,514,41628,355,491,486,335,232,195,226,196,2521,6625,9018,9323,6484,6026,4256,1850,716,44300,29,117,40,19,5,0,0,0,206,5,11,19,8,10,0,0,0,57,19,59,68,134,243,321,191,53,1087,54,183,126,167,255,321,191,53,1354,12847,15618,17466,12189,11014,7535,2917,784,80371,761,928,944,657,476,369,387,266,4792,13664,16732,18530,13009,11749,8227,3493,1104,86510
SED10049,29,164,127,71,16,0,0,0,400,8,38,25,17,17,0,0,0,108,18,150,224,297,292,478,324,153,1944,54,349,381,375,328,478,324,153,2445,5265,5599,5204,4713,4208,3274,1559,304,30128,228,301,267,190,177,133,98,64,1457,5547,6251,5852,5272,4713,3887,1984,525,34033,13,51,20,7,5,0,0,0,94,0,3,7,7,0,0,0,0,16,15,32,43,78,69,58,20,4,314,30,86,67,93,72,58,20,4,426,5255,6345,5878,5456,5003,4097,2193,839,35065,210,256,251,166,149,133,142,125,1440,5496,6687,6193,5717,5226,4292,2354,962,36923,43,221,139,73,16,0,0,0,497,10,43,33,20,24,0,0,0,121,34,181,268,372,358,538,341,161,2250,87,439,442,465,396,538,341,161,2873,10517,11942,11082,10169,9217,7372,3750,1146,65189,438,561,518,355,331,269,244,188,2895,11041,12943,12042,10990,9936,8181,4334,1494,70959
SED10050,7,30,12,13,6,0,0,0,71,5,9,6,11,12,0,0,0,44,0,52,79,109,118,177,221,145,897,15,96,100,135,136,177,221,145,1015,4233,5394,5815,5896,4551,2764,1494,424,30574,151,241,250,198,165,106,80,38,1237,4407,5731,6159,6232,4847,3049,1789,609,32818,6,6,0,0,0,0,0,0,21,0,5,0,0,0,0,0,0,3,3,3,15,11,22,12,12,7,72,6,16,13,14,18,12,12,7,97,4219,6104,6310,6317,4694,3200,1918,858,33624,127,287,209,196,127,95,91,79,1209,4354,6412,6533,6527,4839,3302,2017,948,34937,9,41,13,18,7,0,0,0,90,5,14,4,15,12,0,0,0,48,5,60,92,120,137,189,225,154,978,21,114,108,144,155,189,225,154,1116,8452,11493,12124,12216,9243,5962,3410,1282,64197,277,528,453,398,291,202,172,120,2448,8757,12140,12692,12759,9690,6353,3803,1558,67759
SED10051,77,162,64,47,19,0,0,0,366,0,14,14,7,8,0,0,0,56,5,44,81,95,91,146,147,105,705,81,224,155,144,115,146,147,105,1123,4739,5664,5788,5284,4440,3165,1858,574,31520,308,643,576,479,375,265,223,135,3003,5135,6532,6513,5910,4930,3574,2229,818,35648,60,72,21,7,0,0,0,0,161,6,0,4,0,3,0,0,0,11,3,7,17,21,18,14,4,10,96,67,84,37,29,26,14,4,10,271,4493,5989,6274,5782,4773,3865,2518,1009,34700,223,405,327,260,198,198,228,286,2140,4785,6481,6639,6077,4999,4082,2744,1304,37106,141,233,81,52,20,0,0,0,529,4,22,15,8,14,0,0,0,64,9,53,96,115,104,163,151,107,804,150,308,191,178,143,163,151,107,1398,9234,11659,12062,11069,9219,7022,4376,1589,66217,537,1048,901,739,574,467,451,423,5134,9919,13012,13151,11980,9937,7659,4978,2118,72752
SED10052,24,72,43,20,8,0,0,0,162,7,19,26,13,9,0,0,0,71,5,57,99,130,136,197,268,210,1105,38,152,165,161,149,197,268,210,1342,4404,4257,4851,4932,4327,3412,1955,660,28808,157,195,221,202,140,128,142,126,1314,4593,4607,5240,5290,4622,3744,2361,1000,31461,10,18,4,6,0,0,0,0,32,0,4,0,0,0,0,0,0,6,0,7,14,33,24,14,12,10,114,16,31,21,35,24,14,12,10,158,4189,4534,5425,5365,4848,4005,2758,1333,32460,116,186,198,162,114,143,205,264,1387,4321,4742,5638,5561,4991,4159,2981,1614,34002,36,88,46,21,8,0,0,0,194,4,23,25,14,9,0,0,0,78,11,69,112,161,158,211,282,227,1220,52,178,184,195,175,211,282,227,1498,8592,8793,10275,10299,9176,7421,4711,1999,61264,268,381,421,362,255,272,350,387,2695,8915,9352,10881,10857,9612,7904,5344,2612,65469
SED10053,20,142,314,302,72,0,0,0,857,12,78,113,110,107,0,0,0,420,10,167,303,520,585,516,258,105,2458,44,392,727,934,764,516,258,105,3732,4464,5167,4577,4793,4636,3218,1475,366,28710,278,495,391,346,364,251,125,50,2311,4784,6058,5701,6080,5763,3986,1858,518,34750,21,84,134,103,19,0,0,0,363,0,25,47,38,30,0,0,0,139,14,52,99,190,180,66,22,9,629,35,155,286,333,228,66,22,9,1131,4102,5569,5197,5530,4924,3450,1794,639,31209,261,373,300,276,297,226,156,87,1972,4403,6098,5776,6133,5446,3747,1971,736,34315,46,223,449,403,87,0,0,0,1217,12,100,155,150,137,0,0,0,560,26,223,399,706,762,580,280,114,3087,83,547,1011,1266,986,580,280,114,4861,8571,10732,9781,10322,9560,6673,3269,1007,59915,539,871,687,625,664,481,280,136,4282,9193,12156,11480,12213,11212,7731,3825,1253,69060
SED10054,4,10,3,0,0,0,0,0,20,4,11,6,0,9,0,0,0,32,3,35,40,77,110,155,87,35,542,14,55,47,84,114,155,87,35,592,6355,5803,6083,5327,4641,2868,1133,257,32462,524,510,476,370,272,167,114,73,2507,6890,6369,6603,5784,5026,3194,1336,358,35563,4,4,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,6,0,5,6,15,14,9,9,8,70,4,9,7,25,21,9,9,8,85,5960,6405,6302,5579,4980,3372,1378,568,34545,431,540,478,351,243,218,159,227,2655,6399,6954,6788,5957,5236,3597,1544,806,37286,9,17,10,3,5,0,0,0,33,4,14,6,5,8,0,0,0,35,3,36,42,100,125,168,97,41,607,16,65,50,105,133,168,97,41,673,12312,12209,12377,10909,9621,6238,2512,821,67004,960,1052,960,723,515,385,271,305,5163,13288,13321,13392,11739,10265,6789,2881,1162,72849
SED10055,17,80,53,19,7,0,0,0,172,0,17,10,6,10,0,0,0,39,7,44,69,110,194,223,94,38,788,25,145,134,138,212,223,94,38,1003,6027,5225,5620,5344,4857,3082,1073,214,31431,272,223,256,203,180,100,55,15,1304,6318,5589,6012,5678,5249,3401,1216,269,33740,3,7,15,0,0,0,0,0,29,0,0,0,0,0,0,0,0,4,4,4,12,22,24,15,5,3,93,8,13,30,25,25,15,5,3,128,5745,5575,6133,5842,5236,3184,1204,400,33318,210,275,236,233,153,121,69,32,1328,5964,5861,6400,6101,5411,3320,1284,441,34779,18,86,69,23,12,0,0,0,207,0,16,9,8,14,0,0,0,48,13,52,81,137,216,242,97,42,885,32,158,160,162,234,242,97,42,1136,11771,10795,11752,11182,10091,6265,2274,617,64749,477,497,497,436,335,218,130,49,2635,12278,11451,12416,11784,10663,6727,2498,711,68518
SED10056,5,0,0,4,0,0,0,0,5,0,7,3,6,0,0,0,0,17,5,54,63,119,208,442,294,203,1378,11,55,64,128,202,442,294,203,1401,4319,4548,4117,4609,5190,4348,2292,592,30021,504,567,457,532,488,514,286,176,3520,4834,5166,4641,5272,5880,5298,2881,966,34944,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,13,19,39,47,35,7,13,164,4,8,23,35,49,35,7,13,175,4072,4628,4331,4817,5410,4504,2755,1146,31669,428,470,428,429,462,412,365,258,3253,4504,5111,4781,5286,5916,4950,3129,1420,35089,5,0,0,5,4,0,0,0,16,0,4,0,6,0,0,0,0,15,6,65,85,153,248,472,303,221,1544,9,70,85,164,253,472,303,221,1580,8387,9170,8456,9432,10597,8856,5051,1738,61689,932,1033,886,958,955,920,654,427,6770,9333,10279,9432,10555,11797,10242,6005,2392,70033
SED10057,4,0,0,3,4,0,0,0,11,0,3,10,4,3,0,0,0,18,12,54,87,178,295,685,574,344,2222,18,53,92,186,299,685,574,344,2259,3107,2662,2871,3662,4860,5346,2988,684,26177,298,204,243,297,373,410,324,170,2311,3427,2926,3201,4139,5531,6438,3884,1196,30747,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,10,19,40,47,58,35,29,245,6,8,19,45,48,58,35,29,257,2923,3014,3343,4161,5834,6154,3613,1467,30511,250,282,249,249,317,421,396,380,2546,3177,3309,3612,4459,6200,6640,4037,1875,33308,4,0,0,3,4,0,0,0,14,0,5,10,6,4,0,0,0,30,12,62,104,217,339,749,613,376,2471,26,69,109,229,347,749,613,376,2510,6034,5675,6214,7821,10694,11504,6597,2144,56688,545,491,493,543,688,830,712,549,4858,6606,6233,6816,8601,11726,13079,7924,3075,64054
SED10058,110,229,98,47,11,0,0,0,493,11,43,37,23,20,0,0,0,137,10,146,150,222,275,381,264,156,1606,129,419,288,289,305,381,264,156,2236,4459,5919,4639,4308,4320,3400,1566,406,29016,288,350,277,274,240,223,139,98,1891,4874,6685,5205,4870,4871,4011,1969,663,33143,57,86,28,11,0,0,0,0,174,4,14,17,3,0,0,0,0,48,5,24,35,62,41,46,13,9,235,63,120,85,74,48,46,13,9,457,4899,6331,4865,4757,4817,3919,2102,976,32662,232,293,220,200,204,216,189,228,1786,5196,6745,5169,5036,5067,4183,2307,1216,34906,158,312,126,57,13,0,0,0,670,11,58,55,27,27,0,0,0,180,19,166,188,280,315,422,280,166,1840,192,542,371,365,352,422,280,166,2696,9362,12247,9508,9060,9138,7324,3669,1377,61685,522,641,498,474,443,438,329,330,3673,10070,13432,10377,9899,9934,8185,4280,1877,68054
SED10059,12,76,32,8,9,0,0,0,132,16,17,16,10,9,0,0,0,66,12,76,77,99,105,103,65,27,564,42,169,121,118,124,103,65,27,765,5080,10422,6673,5015,3683,2136,991,277,34269,374,771,479,403,334,249,160,85,2856,5495,11365,7274,5537,4141,2486,1210,388,37889,11,20,3,6,0,0,0,0,39,0,0,0,3,6,0,0,0,15,0,16,11,13,14,7,3,9,72,12,40,14,18,17,7,3,9,125,5915,10254,5725,4227,3062,2043,1125,441,32795,367,616,347,234,185,168,145,109,2177,6295,10912,6083,4482,3264,2215,1272,560,35089,22,94,38,15,7,0,0,0,174,19,22,11,10,19,0,0,0,79,13,94,90,109,115,112,67,32,643,57,212,136,136,141,112,67,32,892,10994,20679,12395,9238,6744,4176,2113,719,67067,744,1386,825,642,515,415,308,195,5031,11790,22274,13360,10020,7405,4704,2487,954,72986
SED10060,43,92,35,31,8,0,0,0,207,9,22,17,11,16,0,0,0,73,3,62,88,115,138,217,259,162,1042,55,177,139,154,160,217,259,162,1325,3218,6308,5666,4471,3919,3073,1894,474,29018,130,329,253,185,195,132,128,61,1410,3403,6817,6063,4806,4266,3427,2284,694,31750,24,32,11,3,5,0,0,0,76,3,3,0,0,0,0,0,0,10,0,9,16,16,27,19,14,12,110,24,41,29,25,33,19,14,12,190,3415,7473,6404,5377,4673,4107,2628,974,35053,143,326,279,203,191,161,187,127,1613,3580,7840,6712,5607,4891,4288,2828,1109,36855,61,126,50,37,14,0,0,0,283,9,27,20,14,21,0,0,0,84,3,68,102,132,159,233,268,171,1150,76,216,167,181,187,233,268,171,1511,6643,13776,12068,9845,8587,7177,4527,1447,64070,272,657,535,385,381,297,313,188,3022,6982,14653,12771,10411,9161,7710,5110,1805,68609
