SED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
SED10033,6303,4046,3618,3152,3567,2745,1459,571,125,25588,776,747,725,766,1063,1334,1133,636,143,7313,63,80,101,147,225,404,533,358,95,2004,0,5,20,30,64,189,315,263,107,998,841,832,844,945,1350,1932,1981,1256,352,10324,637,432,415,364,413,378,246,135,61,3090,7778,5307,4873,4457,5332,5057,3688,1973,540,39002,6075,3424,3235,3022,3477,2640,1555,600,139,24174,516,903,988,966,1257,1272,1160,718,275,8052,45,133,209,243,347,509,557,379,160,2583,0,10,19,65,163,268,315,308,170,1315,559,1049,1213,1275,1762,2050,2031,1406,609,11949,544,368,348,360,407,340,233,180,103,2898,7185,4840,4798,4659,5642,5029,3825,2185,846,39019,12387,7468,6857,6171,7039,5385,3010,1172,266,49762,1293,1650,1713,1733,2312,2604,2286,1351,416,15369,102,215,308,390,575,914,1090,742,258,4591,0,16,34,90,221,462,634,572,284,2315,1398,1879,2053,2221,3112,3977,4012,2663,958,22273,1181,807,762,727,825,723,480,317,163,5987
SED10034,6555,3719,3186,3766,3598,2688,1432,554,113,25617,777,718,685,915,1062,1226,1161,679,172,7397,39,80,81,148,197,342,533,372,159,1942,0,0,10,13,53,128,315,315,165,1005,819,801,776,1081,1311,1693,1995,1360,498,10333,425,280,237,255,297,252,178,120,65,2119,7799,4802,4196,5105,5213,4636,3611,2041,678,38080,6408,3194,3129,3940,3671,2799,1599,588,172,25499,545,856,879,1086,1252,1227,1230,782,281,8126,38,121,203,257,326,413,573,446,287,2659,0,6,28,48,85,168,286,324,280,1219,588,983,1107,1388,1658,1803,2086,1549,848,12011,394,236,218,251,308,253,188,153,111,2104,7388,4412,4452,5580,5633,4856,3875,2297,1132,39617,12967,6915,6313,7706,7264,5483,3036,1145,283,51120,1329,1569,1562,2003,2313,2451,2385,1458,458,15528,74,201,283,402,520,749,1097,820,445,4598,0,9,37,65,134,292,596,632,446,2221,1404,1783,1877,2466,2969,3493,4083,2912,1348,22345,817,519,455,507,605,501,372,272,174,4231
SED10035,6011,6808,14896,8426,4445,2603,1274,536,144,45145,425,859,1919,1475,1058,998,820,499,189,8237,16,91,212,195,219,279,338,231,121,1705,0,6,19,18,65,112,161,164,79,622,445,958,2154,1693,1335,1392,1322,889,379,10563,407,739,1374,771,439,355,223,115,48,4476,6866,8500,18424,10887,6225,4357,2818,1544,575,60189,5696,6232,13628,7273,3912,2550,1414,594,198,41505,307,1188,2328,1372,969,971,890,592,267,8883,12,158,360,237,217,276,341,313,154,2055,0,9,34,42,77,145,168,196,94,760,311,1347,2711,1655,1266,1391,1399,1099,509,11691,406,664,1225,617,346,302,220,128,74,3983,6418,8250,17567,9540,5528,4246,3030,1825,782,57176,11704,13039,28525,15693,8359,5161,2687,1129,342,86646,732,2043,4248,2848,2025,1973,1711,1091,452,17118,24,249,569,437,438,552,675,541,271,3762,0,7,48,58,144,257,332,356,171,1378,758,2303,4867,3348,2601,2783,2717,1989,890,22256,815,1398,2592,1383,792,658,440,245,122,8457
SED10036,8434,5158,4582,4662,4000,2764,1233,430,95,31361,862,762,659,798,1016,1331,1039,477,121,7069,33,58,73,126,223,385,415,321,86,1722,0,6,14,39,83,181,271,228,101,915,895,824,745,959,1319,1900,1725,1031,308,9710,818,588,511,513,428,359,226,217,139,3792,10143,6567,5833,6136,5750,5027,3182,1683,548,44865,8326,4666,4496,4798,4075,2650,1257,469,158,30899,527,740,832,962,1225,1256,1075,623,226,7464,21,93,135,196,325,486,478,326,185,2245,0,16,23,51,120,237,280,268,184,1172,551,846,996,1209,1663,1978,1838,1220,591,10886,789,450,493,486,397,311,244,219,245,3643,9670,5963,5986,6492,6136,4945,3339,1909,988,45434,16760,9823,9076,9463,8071,5419,2490,907,251,62261,1387,1503,1498,1760,2239,2590,2112,1099,345,14534,58,149,209,323,548,871,894,648,271,3969,5,15,37,86,196,420,553,497,279,2093,1442,1669,1739,2172,2988,3878,3564,2243,893,20596,1607,1042,1003,1001,825,670,466,435,382,7437
SED10037,7125,4162,3089,4574,4386,3238,1734,760,168,29232,791,731,669,905,1150,1181,1201,732,212,7573,30,73,72,106,204,333,413,380,128,1739,0,0,11,26,48,123,197,221,83,714,822,804,756,1036,1406,1631,1813,1340,419,10025,396,300,198,291,324,239,173,122,57,2091,8346,5262,4045,5902,6108,5109,3714,2219,638,41351,6761,3484,3145,4846,4530,3293,1915,755,195,28922,574,984,707,1028,1287,1268,1252,870,321,8297,30,140,155,176,297,362,501,406,174,2233,0,11,7,30,73,160,211,225,117,832,608,1130,875,1236,1649,1792,1962,1492,620,11364,363,216,202,252,309,213,207,124,95,1973,7726,4835,4217,6338,6490,5294,4087,2369,908,42260,13884,7648,6235,9426,8910,6530,3647,1510,365,58153,1363,1720,1384,1931,2432,2445,2455,1599,536,15873,64,206,231,287,501,693,911,788,306,3977,0,9,19,57,122,279,409,445,198,1543,1430,1934,1633,2269,3055,3425,3772,2836,1041,21392,761,514,397,542,627,452,384,240,149,4063
SED10038,6620,4237,3479,3736,3675,2760,1592,622,166,26890,763,837,659,830,989,1216,1155,789,245,7479,25,83,98,129,205,386,526,418,174,2056,0,8,11,24,54,173,275,340,193,1078,784,929,768,985,1250,1777,1962,1549,612,10616,482,483,290,315,343,291,212,141,68,2636,7886,5656,4532,5032,5272,4837,3764,2312,851,40139,6346,3638,3099,3753,3570,2768,1750,713,252,25894,592,1095,929,1149,1254,1343,1327,893,428,9016,35,179,186,218,332,498,612,523,298,2886,0,9,10,53,143,266,368,417,311,1585,624,1289,1127,1420,1731,2109,2310,1834,1033,13483,474,433,257,354,322,311,223,207,185,2764,7450,5357,4484,5528,5626,5187,4284,2758,1468,42141,12964,7882,6573,7489,7249,5523,3341,1339,413,52783,1356,1932,1586,1973,2244,2561,2486,1681,670,16488,60,266,281,348,536,887,1147,938,474,4940,0,16,27,80,197,442,646,758,503,2664,1413,2212,1897,2408,2976,3890,4273,3379,1647,24093,960,912,547,665,671,606,440,345,253,5397
SED10039,5851,3193,3131,2968,2881,2781,1961,805,175,23744,760,656,725,787,875,1312,1546,808,226,7706,40,73,118,118,220,481,721,542,199,2514,0,5,19,36,75,241,430,395,161,1362,800,740,861,941,1171,2038,2694,1743,586,11579,643,449,598,573,467,411,344,180,101,3762,7296,4383,4592,4487,4514,5224,4999,2738,863,39088,5612,2775,2964,2865,2837,2879,2070,757,233,22997,609,849,983,986,1148,1528,1641,954,403,9100,38,133,258,260,378,567,747,557,308,3244,4,8,33,53,148,299,491,431,239,1708,648,992,1275,1297,1675,2399,2876,1939,953,14050,553,345,304,327,340,357,335,208,167,2926,6814,4112,4535,4498,4849,5629,5281,2904,1350,39973,11462,5968,6089,5841,5720,5664,4028,1571,405,46743,1366,1505,1712,1776,2023,2839,3184,1763,629,16805,79,210,376,379,603,1050,1465,1095,505,5758,4,10,53,94,217,545,917,824,403,3069,1452,1727,2141,2241,2844,4433,5571,3682,1537,25630,1192,797,898,902,799,762,679,392,269,6687
SED10040,6437,5658,7677,5416,3824,3331,1917,744,214,35219,470,458,602,680,718,1058,1102,651,254,5986,19,33,59,76,146,285,371,337,215,1543,0,5,7,9,37,108,181,247,159,749,484,498,672,761,900,1447,1650,1239,627,8276,481,447,580,381,328,317,231,196,142,3098,7409,6594,8932,6561,5052,5088,3810,2171,980,46596,6141,4765,7074,5406,4299,3661,2125,802,266,34526,275,487,712,672,873,1124,1155,828,440,6566,15,62,95,110,182,329,492,405,273,1956,0,5,16,29,56,117,213,288,248,966,290,547,824,819,1109,1564,1854,1521,960,9487,424,328,494,436,330,312,272,224,289,3108,6853,5640,8390,6654,5735,5538,4254,2537,1518,47129,12581,10416,14755,10819,8123,6988,4044,1546,481,69747,745,939,1313,1347,1592,2181,2254,1480,693,12552,30,96,157,190,326,618,855,745,483,3498,0,8,21,44,92,216,397,534,409,1717,777,1046,1494,1574,2008,3012,3510,2757,1584,17767,904,772,1080,814,655,629,505,419,434,6208
SED10041,7465,4408,3079,5018,4502,3146,1810,873,298,30603,694,705,495,685,936,1098,1005,804,417,6835,19,56,70,74,158,275,414,445,259,1752,0,0,3,11,27,76,169,234,178,699,704,763,577,770,1118,1440,1586,1479,852,9283,372,270,175,256,261,227,139,121,96,1921,8538,5441,3828,6040,5877,4812,3538,2468,1253,41803,7240,3871,3226,5634,4987,3414,2155,1016,394,31927,424,901,584,800,1110,1130,1256,1041,678,7918,19,99,104,105,188,281,427,523,391,2130,0,5,4,17,45,82,162,267,314,900,437,999,690,923,1341,1498,1840,1830,1389,10946,328,230,204,257,310,236,187,175,207,2143,8002,5100,4120,6817,6636,5143,4189,3021,1986,45021,14699,8285,6308,10648,9489,6555,3969,1889,692,62529,1107,1608,1086,1483,2042,2227,2264,1844,1099,14753,32,155,169,178,342,551,833,969,651,3881,0,3,11,27,73,161,331,496,493,1596,1140,1764,1266,1691,2453,2938,3427,3309,2235,20235,699,499,380,514,578,466,335,295,309,4062
SED10042,5385,3272,2998,2831,2879,2520,1675,732,162,22451,904,833,846,913,1088,1364,1563,922,290,8732,77,117,154,210,301,543,784,625,219,3024,3,8,18,33,117,303,545,519,220,1768,989,959,1019,1158,1505,2206,2895,2068,730,13522,637,371,321,356,367,332,290,214,115,3004,7014,4598,4334,4336,4758,5059,4863,3014,1009,38981,5262,2722,2804,2696,2734,2613,1866,823,217,21738,679,1046,1101,1081,1229,1575,1678,1044,475,9918,60,202,279,335,443,646,871,678,371,3899,6,8,46,77,188,410,599,599,313,2235,750,1259,1420,1492,1859,2636,3150,2324,1162,16049,562,332,300,305,325,336,326,274,184,2939,6573,4310,4522,4497,4916,5589,5340,3420,1564,40725,10649,5993,5797,5525,5614,5133,3544,1549,382,44186,1586,1882,1944,1998,2315,2936,3242,1969,767,18647,137,320,430,537,742,1191,1653,1310,594,6919,9,16,60,113,305,714,1138,1116,532,4009,1737,2215,2436,2654,3370,4835,6041,4396,1889,29572,1204,701,623,656,693,668,614,488,299,5947
SED10043,8959,5251,6651,5339,3598,2761,1494,623,184,34858,776,631,537,757,899,1188,1026,597,207,6622,34,40,53,105,172,383,466,378,125,1753,0,3,13,26,70,185,306,263,155,1019,810,682,600,888,1141,1761,1795,1240,483,9387,1123,728,831,715,512,483,321,194,74,4989,10890,6661,8086,6946,5249,5001,3611,2050,745,49236,8556,4699,5588,4734,3469,2695,1418,596,218,31972,455,651,669,850,974,1212,1110,654,294,6867,7,85,100,157,298,469,474,378,205,2175,0,9,19,41,111,264,293,299,215,1248,471,739,786,1052,1387,1942,1869,1327,718,10283,1075,610,712,605,512,443,282,175,101,4517,10097,6052,7080,6390,5372,5077,3571,2100,1040,46773,17511,9948,12235,10075,7067,5459,2908,1218,406,66829,1226,1284,1204,1604,1875,2397,2133,1249,511,13487,43,123,155,261,470,853,943,755,330,3927,6,11,28,69,185,452,589,564,367,2264,1276,1416,1387,1935,2524,3703,3665,2561,1198,19676,2199,1340,1545,1324,1025,921,605,368,178,9504
SED10044,7123,3984,5128,5556,4318,2895,1686,686,183,31557,628,695,827,931,1020,1070,1070,675,232,7139,20,50,101,106,165,265,387,351,136,1572,0,0,3,9,35,101,168,213,84,626,649,740,933,1047,1219,1436,1622,1235,450,9334,400,265,363,381,307,246,211,150,175,2500,8170,4993,6424,6979,5839,4577,3521,2073,814,43397,6918,3289,5300,5890,4552,3281,2025,842,262,32352,397,805,979,1112,1103,1114,1152,793,391,7830,13,102,172,175,208,301,409,373,232,1992,0,7,8,26,57,105,174,214,167,754,414,913,1160,1313,1360,1521,1728,1376,794,10575,357,253,342,396,293,272,231,241,496,2875,7682,4450,6797,7599,6214,5072,3982,2457,1552,45799,14041,7266,10429,11448,8871,6180,3709,1527,441,63907,1026,1496,1802,2044,2115,2177,2220,1465,625,14962,28,154,271,280,373,569,790,724,369,3568,0,11,12,38,92,204,339,422,253,1382,1059,1654,2091,2360,2580,2955,3352,2613,1246,19913,755,521,703,774,602,513,440,395,672,5377
SED10045,4948,2836,2357,2533,2831,3001,2146,677,160,21481,719,648,595,769,1096,1523,1570,718,190,7828,66,99,130,163,279,586,772,418,171,2683,3,3,16,50,103,314,465,324,142,1422,785,754,745,978,1479,2420,2807,1461,501,11937,801,507,400,477,554,643,495,238,130,4245,6527,4088,3502,3988,4861,6065,5448,2378,796,37661,4920,2374,2263,2657,2955,3018,2120,756,217,21283,565,790,835,997,1200,1589,1503,786,310,8571,45,153,200,288,425,642,736,488,246,3220,4,12,24,82,162,394,462,372,270,1791,615,955,1061,1368,1791,2624,2700,1641,827,13583,747,465,413,503,526,587,496,277,211,4230,6288,3806,3731,4528,5271,6231,5319,2667,1256,39095,9864,5213,4620,5193,5785,6016,4266,1434,375,42764,1283,1441,1428,1765,2296,3109,3073,1502,503,16401,110,251,334,451,706,1228,1503,901,416,5907,8,19,37,137,270,712,928,692,417,3217,1398,1707,1800,2349,3276,5051,5508,3097,1329,25516,1546,976,807,975,1075,1234,992,514,348,8465
SED10046,8521,5651,5363,4950,4058,3009,1327,412,81,33383,835,785,713,794,1033,1330,893,436,124,6942,43,66,94,138,249,494,461,258,74,1880,0,13,19,44,102,262,291,241,77,1048,879,867,820,974,1388,2082,1651,936,275,9869,1186,689,692,713,525,527,270,133,37,4773,10591,7207,6879,6635,5971,5624,3256,1475,396,48025,8263,5287,5576,5002,3935,2823,1269,432,124,32703,578,806,854,936,1202,1442,1060,552,198,7629,25,119,168,228,343,579,541,318,112,2436,0,9,45,78,160,371,310,297,123,1383,604,931,1061,1247,1704,2394,1900,1167,433,11442,1104,636,750,722,571,490,317,169,65,4813,9966,6858,7385,6971,6205,5704,3487,1765,619,48960,16783,10936,10938,9953,7993,5836,2600,840,207,66082,1413,1593,1565,1730,2236,2768,1954,987,322,14575,68,183,259,367,591,1069,1003,581,187,4315,0,22,58,122,264,629,601,536,201,2427,1481,1797,1884,2217,3094,4478,3560,2102,712,21316,2289,1331,1445,1435,1096,1016,584,297,99,9585
SED10047,12034,5400,6510,7203,4019,2471,1275,439,88,39433,1439,1034,1238,1378,1412,1389,1150,553,107,9696,109,160,189,246,421,538,572,338,78,2642,4,15,32,72,154,323,467,361,63,1484,1547,1212,1456,1689,1980,2252,2189,1251,255,13825,1540,916,1159,1056,833,516,332,183,58,6606,15125,7526,9126,9943,6831,5235,3797,1875,395,59862,11747,4926,6937,6697,3609,2364,1335,459,125,38201,1046,1261,1819,1558,1440,1470,1304,605,168,10675,82,261,465,444,551,703,715,422,121,3759,6,15,60,148,323,438,512,391,119,2005,1128,1537,2340,2153,2319,2606,2527,1418,411,16441,1499,798,1045,981,615,432,340,208,131,6050,14378,7254,10328,9834,6541,5406,4203,2080,660,60690,23783,10316,13447,13900,7630,4834,2615,893,210,77632,2484,2299,3063,2933,2852,2862,2447,1164,283,20374,191,421,647,686,970,1234,1287,763,199,6405,4,29,88,220,479,765,978,750,183,3484,2680,2746,3795,3843,4298,4858,4708,2670,666,30268,3036,1719,2211,2041,1446,951,669,395,184,12653
SED10048,11018,5451,6104,7287,4339,2913,1465,441,73,39098,1090,907,877,1084,1310,1613,1199,463,108,8664,42,102,110,178,283,528,637,334,71,2283,7,5,29,43,97,263,442,271,93,1249,1135,1018,1022,1301,1680,2407,2285,1076,275,12193,1049,577,583,623,505,398,227,124,37,4127,13208,7042,7717,9208,6529,5716,3975,1642,383,55415,10868,5015,6900,6952,3999,3010,1531,411,101,38785,762,959,1229,1359,1356,1590,1365,585,196,9395,31,160,209,260,421,686,628,390,184,2966,0,10,27,87,204,372,501,344,195,1736,793,1127,1467,1711,1980,2644,2490,1319,572,14102,1031,485,655,662,500,376,231,122,41,4105,12697,6625,9018,9323,6484,6026,4256,1850,716,56994,21887,10466,13004,14234,8343,5924,2993,851,174,77884,1853,1868,2114,2438,2663,3199,2564,1053,309,18060,75,258,321,436,702,1213,1259,728,253,5253,7,13,59,127,300,629,947,618,288,2987,1930,2139,2488,3008,3662,5048,4775,2399,853,26293,2078,1057,1241,1290,1004,773,457,246,84,8238
SED10049,7620,3953,4252,3829,3101,2238,1326,485,97,26904,1284,996,1224,1229,1305,1308,1226,591,147,9316,131,140,243,262,368,537,650,385,104,2827,3,7,32,59,124,276,486,405,127,1511,1419,1143,1507,1550,1793,2118,2366,1377,377,13652,837,458,498,467,380,358,199,114,48,3359,9880,5547,6251,5852,5272,4713,3887,1984,525,43917,7463,3382,3966,3624,3105,2340,1412,519,140,25952,1038,1382,1757,1559,1458,1433,1344,754,282,11005,89,300,474,443,547,692,740,469,206,3969,13,14,78,135,253,449,578,455,239,2207,1135,1695,2312,2139,2259,2570,2658,1679,725,17172,789,410,412,433,358,314,222,149,99,3185,9387,5496,6687,6193,5717,5226,4292,2354,962,46310,15086,7339,8218,7457,6206,4578,2739,1008,235,52855,2318,2375,2986,2790,2763,2741,2572,1351,433,20318,219,445,715,709,914,1229,1390,853,314,6794,15,21,111,192,374,719,1059,855,363,3716,2554,2840,3817,3689,4050,4689,5018,3060,1108,30828,1626,867,912,897,730,672,418,271,150,6540
SED10050,6906,3553,4696,4922,4738,3081,1471,607,146,30130,518,556,636,769,929,1123,927,603,197,6252,25,33,57,86,137,254,328,316,135,1359,4,3,10,3,27,82,138,161,95,524,545,590,698,856,1098,1454,1391,1084,420,8144,446,255,342,374,400,314,180,91,45,2447,7894,4407,5731,6159,6232,4847,3049,1789,609,40714,6814,3239,4954,5105,4857,3176,1697,725,228,30806,336,777,943,936,1051,1049,973,668,330,7062,11,95,113,126,190,227,334,337,190,1619,0,0,7,16,33,90,131,165,132,580,349,872,1057,1079,1281,1361,1435,1174,654,9259,391,241,398,348,392,302,178,124,71,2428,7554,4354,6412,6533,6527,4839,3302,2017,948,42487,13722,6797,9646,10030,9598,6257,3167,1332,377,60933,851,1335,1572,1712,1990,2171,1894,1273,526,13319,27,125,161,205,328,482,664,657,323,2976,4,3,19,22,63,166,268,330,227,1105,890,1462,1753,1940,2377,2816,2827,2260,1075,17397,839,496,737,721,788,616,355,218,112,4876
SED10051,6464,4029,5020,4830,4097,2911,1570,718,217,29850,549,636,694,841,913,1056,998,682,229,6593,19,37,84,103,182,322,442,352,165,1703,0,4,13,16,48,142,246,272,135,871,564,679,780,967,1145,1517,1688,1308,525,9171,543,420,735,721,672,506,320,207,70,4200,7574,5135,6532,6513,5910,4930,3574,2229,818,43223,6365,3649,4907,5046,4255,2973,1828,826,271,30113,369,739,923,947,1096,1163,1214,932,413,7798,20,82,128,157,235,373,506,482,308,2283,0,3,12,21,82,175,248,325,206,1083,388,822,1067,1128,1411,1705,1972,1734,937,11166,489,317,505,467,409,326,281,182,97,3072,7244,4785,6481,6639,6077,4999,4082,2744,1304,44349,12831,7676,9925,9876,8350,5887,3391,1545,485,59966,919,1372,1613,1788,2008,2218,2214,1619,645,14392,36,118,211,263,416,689,948,836,471,3995,0,8,27,42,125,311,497,591,346,1951,954,1505,1851,2092,2557,3222,3665,3039,1461,20339,1030,737,1238,1189,1078,834,600,392,173,7268
SED10052,6353,3668,3599,4002,3812,2772,1647,711,202,26772,659,569,625,763,898,1119,1169,774,288,6871,34,59,63,100,181,336,474,415,212,1869,0,3,9,12,47,129,254,322,200,979,697,632,702,878,1124,1587,1897,1507,704,9717,416,294,304,363,358,264,200,143,98,2438,7468,4593,4607,5240,5290,4622,3744,2361,1000,38933,6207,3226,3511,4071,3827,2996,1819,871,271,26795,437,744,811,1022,1072,1194,1301,1010,484,8069,26,94,138,171,264,382,543,541,378,2539,0,5,12,30,66,158,257,359,297,1186,460,842,957,1221,1395,1737,2101,1909,1159,11790,439,250,275,346,341,257,238,194,180,2524,7109,4321,4742,5638,5561,4991,4159,2981,1614,41114,12559,6897,7114,8072,7639,5766,3466,1587,471,53569,1089,1310,1440,1783,1971,2315,2470,1785,776,14938,63,158,199,272,441,719,1014,954,586,4412,0,8,18,43,111,289,513,680,499,2168,1155,1472,1658,2097,2519,3319,3996,3418,1864,21514,860,542,579,706,697,520,440,339,273,4959
SED10053,6811,3554,4406,3936,3869,3040,1601,533,122,27873,815,739,872,992,1255,1486,1176,596,139,8076,56,86,141,209,321,514,526,329,109,2289,0,4,17,35,118,206,333,263,95,1074,873,831,1036,1229,1695,2207,2028,1188,349,11436,602,407,616,530,514,513,352,138,48,3723,8288,4784,6058,5701,6080,5763,3986,1858,518,43031,6405,2919,4019,3614,3600,2741,1476,538,133,25442,587,904,1256,1289,1438,1443,1127,656,199,8900,32,163,299,374,488,523,512,368,171,2934,0,15,57,85,197,292,344,257,149,1406,620,1086,1610,1747,2125,2264,1985,1283,520,13237,598,396,473,412,411,447,285,150,79,3253,7622,4403,6098,5776,6133,5446,3747,1971,736,41937,13213,6473,8417,7554,7473,5780,3080,1068,262,53321,1396,1647,2131,2278,2699,2928,2298,1256,343,16977,87,255,444,579,808,1039,1040,697,282,5221,5,16,74,119,316,500,675,520,247,2477,1492,1917,2648,2977,3819,4472,4015,2472,864,24677,1205,805,1087,950,923,960,640,290,126,6978
SED10054,8739,5194,4795,4850,3656,2493,1109,322,58,31223,1058,880,804,930,1170,1398,1019,403,89,7746,51,92,118,166,291,480,503,247,78,2025,3,8,22,50,92,259,328,242,75,1072,1117,981,940,1144,1545,2138,1848,897,240,10849,1142,718,635,610,583,401,233,119,62,4494,11004,6890,6369,6603,5784,5026,3194,1336,358,46568,8646,4696,5138,4824,3523,2524,1241,314,134,31036,771,898,903,1014,1298,1432,1100,473,185,8073,30,170,171,255,406,553,574,345,138,2644,0,10,48,89,206,354,430,259,179,1585,806,1079,1122,1355,1912,2343,2103,1074,502,12303,1169,626,689,613,523,370,256,156,172,4575,10630,6399,6954,6788,5957,5236,3597,1544,806,47913,17391,9891,9932,9668,7181,5014,2352,636,188,62258,1830,1775,1711,1941,2461,2831,2116,872,274,15819,84,263,291,419,697,1036,1079,588,219,4674,7,20,65,136,297,614,758,506,248,2656,1925,2060,2067,2503,3456,4475,3955,1967,741,23151,2314,1343,1322,1220,1104,773,487,272,233,9065
