SED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SED10052,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,18,25,3,0,0,0,0,0,0,0,64,0,0,10,15,14,30,39,25,7,5,10,8,3,3,0,171,10,14,20,21,366,503,701,309,52,43,41,55,19,4,34,2192,0,25,131,7,18,26,5,3,0,0,0,0,0,0,12,228,19,46,123,78,90,72,65,38,3,8,0,5,4,0,11,570,3,4,6,36,70,39,28,5,0,3,0,0,0,0,0,197,44,56,31,23,29,24,44,21,5,0,3,0,0,0,6,299,10,145,357,65,17,10,12,45,5,5,4,0,0,0,28,705,0,7,18,60,153,148,47,20,3,3,6,9,10,3,6,504,0,9,13,48,49,72,154,80,20,12,12,24,8,0,14,520,0,0,7,21,51,70,56,24,8,6,6,6,4,0,5,270,0,0,0,0,15,10,41,24
SED10053,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,20,0,0,0,0,0,11,44,41,15,22,15,32,0,0,0,176,0,0,15,31,26,32,31,35,3,0,0,9,6,0,5,198,5,0,13,0,15,39,91,45,19,21,6,26,3,0,15,302,6,16,89,35,8,13,6,7,0,5,0,0,0,0,10,198,3,0,6,6,3,6,11,10,0,10,0,8,3,0,0,62,0,0,4,13,20,31,58,25,0,4,16,4,8,4,8,187,76,119,83,34,46,19,31,19,0,0,0,0,0,0,13,455,3,31,74,14,6,0,0,0,0,0,0,0,0,0,4,141,0,0,9,11,14,8,3,5,3,0,0,0,7,0,4,69,5,8,18,14,16,47,442,348,112,125,148,104,35,7,23,1435,0,5,7,4,17,22,15,27,8,11,5,5,4,0,3,124,0,0,0,0,8,4,8,14
SED10054,0,0,0,6,43,209,280,173,75,21,18,28,26,10,16,913,0,0,0,0,22,133,399,201,40,57,27,21,10,5,6,923,0,0,4,0,6,4,15,0,3,0,0,0,0,0,0,35,0,3,7,3,82,133,256,104,20,25,17,14,3,0,11,679,0,17,107,31,17,36,5,0,0,0,0,0,0,0,13,228,0,0,34,42,107,104,155,91,8,14,5,9,0,0,12,586,0,0,11,57,532,783,913,284,74,28,60,67,29,3,36,2876,44,24,32,15,9,10,6,7,0,0,0,0,0,0,6,150,0,13,68,30,16,9,10,5,0,0,0,0,0,0,0,140,0,0,6,8,37,29,17,8,5,0,4,0,0,0,0,106,0,0,17,36,138,416,1946,876,183,158,190,236,70,12,51,4335,0,0,9,43,70,89,99,27,7,15,10,5,3,0,3,379,0,0,3,15,24,36,45,71
SED10055,0,0,0,0,12,33,92,67,19,13,8,0,8,0,0,262,0,0,0,0,5,9,37,17,0,0,0,6,4,0,0,83,0,0,0,10,12,18,11,10,0,8,0,0,0,0,0,71,0,6,25,22,117,109,157,94,12,16,6,8,4,0,7,588,0,13,239,110,36,64,16,6,3,0,0,0,0,0,14,494,4,7,39,35,98,82,66,41,9,10,4,3,0,0,11,420,0,3,0,33,257,254,219,68,17,6,9,12,5,0,13,900,52,54,36,16,28,26,9,9,0,0,0,0,0,0,0,224,0,22,71,28,13,15,11,3,0,0,0,0,0,0,3,164,0,0,6,5,27,24,14,0,0,0,0,0,0,0,0,82,0,3,37,79,139,274,735,324,43,54,28,53,17,11,19,1823,0,0,0,10,33,26,33,11,0,0,4,0,0,0,5,131,0,0,17,53,151,72,76,79
SED10056,0,0,0,0,0,0,9,35,0,0,7,19,0,0,0,65,0,0,0,0,0,4,11,13,5,3,0,0,0,0,0,31,0,0,4,3,3,6,9,7,0,4,0,9,0,0,0,42,0,0,0,0,17,20,42,20,3,19,30,33,10,0,11,212,0,4,6,0,0,6,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,9,6,0,4,0,3,0,5,0,30,0,0,0,7,25,35,38,57,14,21,22,34,12,0,28,295,21,51,19,6,6,5,17,8,0,0,4,7,0,0,9,147,0,5,11,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,6,0,8,3,0,3,0,0,0,0,0,29,0,3,7,19,31,153,582,353,202,195,258,343,131,16,42,2326,0,5,0,3,0,0,10,12,5,6,7,22,4,0,0,77,0,0,0,0,0,0,4,0
SED10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,4,0,0,0,0,0,23,0,0,7,19,15,10,18,10,3,4,0,0,5,0,0,97,0,4,3,0,17,12,40,29,0,0,4,3,0,0,5,124,0,12,17,11,4,0,4,0,0,0,0,0,0,0,0,50,3,9,3,3,6,3,8,6,5,0,3,3,4,0,3,51,3,5,5,0,5,9,5,4,0,0,0,0,0,0,0,39,45,94,44,22,35,10,26,14,6,6,4,0,0,0,21,317,0,9,13,5,0,0,0,0,0,0,0,0,0,0,9,32,3,3,0,4,10,3,0,0,0,0,5,0,0,0,0,31,12,0,11,9,3,5,48,58,12,18,25,40,21,3,14,272,3,3,4,0,7,12,8,16,6,3,5,0,0,0,0,64,0,0,3,0,0,0,3,6
SED10058,0,0,0,0,0,0,5,14,13,0,0,0,0,0,0,29,0,0,0,0,0,8,13,9,5,7,8,10,0,0,0,61,0,0,18,21,17,28,51,37,6,10,10,18,4,0,4,219,6,3,7,4,20,34,75,74,12,26,32,39,10,0,3,341,0,3,35,9,4,7,0,0,0,4,4,0,0,0,5,69,0,8,13,11,3,3,0,3,0,0,0,0,0,0,0,51,3,0,7,10,20,5,8,0,0,0,0,0,0,0,0,58,73,50,20,17,20,21,50,22,4,3,7,7,4,0,9,311,13,70,84,18,8,3,0,0,0,0,0,0,0,6,9,216,0,0,0,12,18,19,11,11,7,9,4,0,0,0,0,99,3,4,8,22,17,26,62,73,39,30,57,44,20,6,4,436,0,6,0,3,0,7,37,12,11,13,3,3,12,4,6,114,0,0,0,0,3,0,15,19
SED10059,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,14,0,0,0,0,6,15,37,17,10,9,13,18,11,0,0,144,0,3,16,33,34,44,84,65,25,15,32,44,26,9,7,437,0,6,13,36,257,429,593,536,233,265,301,429,219,20,109,3453,0,11,38,10,3,9,3,0,0,0,3,0,0,0,8,101,4,7,18,8,7,5,7,5,3,0,3,4,4,0,0,81,0,0,10,37,61,19,18,7,3,0,7,9,0,0,4,182,16,12,18,33,43,56,102,64,19,12,14,24,8,3,8,436,0,114,300,45,7,9,6,12,4,0,8,3,0,0,18,536,0,0,14,43,110,103,92,100,24,37,30,53,51,27,17,699,0,6,10,17,50,95,120,108,72,83,89,153,67,3,14,891,0,0,4,28,51,89,129,190,69,70,95,109,52,4,12,897,0,0,4,5,20,16,30,49
SED10060,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,18,15,0,3,3,3,0,0,0,51,6,6,28,38,50,68,96,52,16,16,32,25,21,4,3,458,13,25,22,33,334,514,831,561,108,105,84,132,65,9,25,2866,3,16,34,8,4,24,5,9,0,0,0,0,0,0,0,111,5,19,28,10,15,4,13,5,5,4,0,5,0,4,0,109,0,6,13,19,41,48,15,3,0,4,3,6,0,0,3,159,39,42,32,35,45,53,87,75,19,15,23,33,8,4,4,523,10,29,31,8,0,5,9,10,0,0,5,0,3,0,4,104,4,9,32,110,339,290,140,86,26,31,21,41,44,19,17,1204,6,10,33,58,128,153,254,271,96,113,123,166,80,28,15,1530,6,9,0,28,26,60,72,40,6,11,7,9,7,0,9,288,0,0,3,23,93,59,69,93
SED10061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20,22,6,13,27,9,0,0,0,101,0,0,6,25,9,19,20,12,0,3,8,4,6,0,5,119,0,0,0,5,13,23,57,38,8,13,12,37,5,0,13,212,0,3,5,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,4,4,14,15,23,8,4,3,5,5,37,32,9,167,16,48,19,22,14,20,19,15,0,4,0,6,6,0,5,196,0,4,5,0,0,0,0,4,0,0,0,0,3,0,0,12,0,0,0,5,5,3,7,3,0,0,0,0,3,0,0,42,5,0,8,8,3,13,89,72,29,32,52,70,20,4,9,428,4,4,8,0,0,5,8,8,0,3,0,24,4,0,3,81,0,0,0,0,3,3,4,19
SED10062,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,10,0,0,0,0,4,27,103,71,13,11,15,17,3,3,4,277,0,0,3,13,14,18,25,7,0,0,7,3,0,0,3,107,9,32,46,121,1216,1740,2448,947,177,173,124,154,63,8,230,7474,0,44,244,59,25,27,5,5,0,0,0,0,0,0,8,424,12,40,100,87,107,132,100,44,4,11,10,5,0,0,14,670,0,0,12,41,110,103,74,13,4,0,0,9,4,0,7,381,24,24,30,10,19,15,21,18,0,6,0,0,0,0,8,185,9,229,497,135,27,36,21,65,9,0,3,0,5,0,35,1070,4,5,34,180,481,528,187,64,22,10,14,9,15,0,33,1583,0,4,31,48,96,147,205,107,25,17,28,21,3,5,17,758,0,3,7,22,92,203,193,54,10,6,9,11,9,0,12,629,0,0,0,8,15,29,17,16
SED10063,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,9,11,5,5,0,0,0,0,0,34,0,0,4,5,7,3,22,15,0,4,3,9,8,0,0,88,3,8,8,30,23,23,70,32,9,12,15,5,4,3,4,250,0,4,22,8,0,0,0,0,0,0,0,0,0,0,0,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,11,11,12,8,0,0,0,3,0,0,0,67,38,42,20,11,14,10,11,0,8,3,0,3,0,0,3,172,6,3,11,3,0,0,0,0,0,3,0,0,0,0,0,29,0,0,4,3,17,6,5,7,0,0,0,0,0,0,0,42,3,4,6,3,10,14,125,190,42,49,65,55,21,3,4,596,0,0,5,0,3,3,22,13,0,3,0,0,0,0,0,53,0,0,0,0,8,0,7,9
SED10064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,3,12,21,22,8,17,20,3,0,0,4,0,0,3,122,6,3,0,0,8,4,26,26,5,12,18,18,0,0,13,134,4,3,8,6,0,0,0,0,0,0,0,0,0,0,0,23,4,0,3,0,0,0,0,0,0,0,0,4,0,0,4,13,0,3,4,6,17,12,13,0,0,0,0,0,0,0,6,69,48,70,44,28,62,25,33,12,0,3,0,4,0,0,28,351,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,12,3,0,0,4,0,0,0,3,0,0,0,3,29,0,0,15,3,4,5,39,46,11,8,8,10,11,0,8,172,0,8,5,0,4,8,11,6,3,4,0,4,4,0,3,53,0,0,0,0,0,0,6,0
SED10065,0,0,0,0,62,181,155,99,26,19,11,4,7,0,3,565,0,0,0,3,15,63,182,126,41,37,37,43,15,4,5,582,0,3,5,9,17,19,24,11,8,10,8,14,7,0,0,140,7,31,39,88,1168,1978,4215,1977,464,437,378,399,122,38,170,11500,0,8,34,16,25,28,5,6,0,0,0,3,0,0,9,127,5,0,37,10,46,32,35,29,16,19,32,17,7,0,3,289,0,0,14,40,151,147,125,63,8,10,17,14,8,0,14,607,11,33,21,11,17,24,29,16,3,3,4,4,0,0,8,188,4,62,134,28,11,6,0,10,0,0,0,0,0,0,6,250,0,7,17,115,474,681,356,172,38,21,35,27,26,4,30,2017,4,5,29,59,175,505,2374,3108,1419,1875,2255,2604,988,269,200,15874,0,0,3,31,108,192,236,56,32,12,34,28,9,0,10,754,0,0,13,44,135,270,341,807
SED10066,0,0,0,0,10,30,21,14,3,0,0,0,5,0,0,87,0,0,0,3,4,15,60,24,0,5,13,15,5,0,0,150,0,6,6,11,8,14,20,14,5,0,0,0,0,0,0,87,0,15,8,15,48,85,284,131,29,23,21,40,0,0,17,728,0,6,60,23,8,18,3,3,0,0,0,0,0,0,0,132,6,9,32,16,15,17,22,24,0,0,0,4,0,0,3,154,0,0,8,24,78,63,61,38,3,4,13,14,0,0,10,309,82,82,62,29,27,12,15,3,0,3,3,0,8,0,10,335,4,34,62,12,10,0,9,9,5,0,3,0,0,0,7,141,0,0,3,13,13,19,7,5,0,0,0,4,7,0,0,69,3,5,33,46,62,127,592,415,98,93,111,122,45,13,17,1765,4,0,0,9,14,39,38,22,5,0,9,5,3,0,0,151,0,0,3,8,26,23,26,70
SED10067,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,11,0,9,38,38,59,47,77,28,11,4,7,14,3,0,3,340,4,12,13,0,65,62,82,32,13,6,8,8,3,0,10,305,3,32,128,40,10,29,0,0,0,0,0,0,0,0,4,247,0,16,16,8,6,3,0,6,0,0,0,0,0,0,3,59,0,8,13,9,18,3,3,0,0,0,0,4,0,0,4,62,51,63,61,55,80,67,130,55,8,13,11,15,7,3,16,639,3,12,18,3,0,0,0,3,0,0,0,0,0,0,0,48,9,4,11,21,12,24,15,21,3,6,0,0,4,6,0,149,8,3,24,15,23,28,63,24,8,6,16,4,3,0,9,222,5,11,4,7,11,25,17,6,4,0,7,6,4,0,0,115,0,0,4,15,22,16,27,8
SED10068,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,10,0,3,21,12,21,18,40,27,3,5,3,7,4,0,0,168,0,4,4,0,19,27,47,23,3,12,8,16,0,0,6,167,0,6,24,6,0,3,0,0,0,0,0,0,0,0,0,42,6,14,17,5,0,7,6,5,0,3,0,6,0,0,0,59,0,3,4,8,9,7,13,10,3,5,0,0,0,3,4,74,51,88,64,33,39,21,16,20,0,3,0,0,0,0,12,357,0,6,13,10,0,0,6,0,0,0,0,0,0,0,0,35,0,3,4,12,9,7,5,9,0,5,0,0,0,0,0,54,3,7,11,18,6,20,67,100,19,19,22,26,9,0,9,352,3,13,0,0,4,3,13,3,3,0,5,0,0,0,6,56,0,0,0,3,9,0,7,5
SED10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,16,4,0,12,18,16,23,26,19,5,0,3,3,0,0,3,136,4,0,3,4,12,15,45,19,10,10,0,9,0,0,3,130,3,13,45,15,5,0,0,0,0,0,0,0,4,0,3,90,3,9,14,6,0,4,5,0,0,0,0,0,0,0,0,45,6,6,4,10,7,12,3,11,0,4,5,5,0,0,3,72,87,114,50,21,46,16,18,10,5,0,0,0,5,0,11,371,0,14,28,7,5,3,4,0,0,0,0,0,0,0,3,66,0,0,0,6,10,11,7,5,4,0,0,3,0,0,0,39,4,5,13,8,0,8,36,17,12,14,16,20,4,9,4,170,5,0,8,0,3,9,14,9,0,0,0,3,0,0,4,53,0,0,0,0,0,3,4,4
SED10070,0,0,0,0,24,136,181,74,16,5,14,5,0,0,12,473,0,0,0,0,5,51,93,45,12,10,3,3,0,0,3,228,0,0,0,9,8,6,15,4,3,0,0,0,0,0,0,48,0,14,22,61,223,264,430,145,24,17,24,39,14,0,39,1321,3,50,274,98,31,69,5,4,0,0,0,0,3,0,14,557,3,12,57,38,69,49,58,47,0,0,0,0,0,0,7,354,0,3,0,52,352,330,225,60,12,7,9,19,4,0,26,1112,53,60,34,12,15,12,10,5,0,0,3,0,0,0,4,231,4,46,155,45,12,16,13,11,3,0,0,0,0,0,18,332,0,0,4,37,93,63,24,16,0,3,5,3,0,0,7,258,0,0,34,56,132,579,3010,1856,563,634,707,761,251,54,127,8768,0,0,0,24,58,74,59,20,3,3,7,6,0,3,0,260,0,0,19,77,101,119,108,116
SED10071,0,0,0,7,99,327,258,70,9,0,5,3,0,0,16,813,0,0,0,10,37,238,391,158,20,30,35,16,9,11,4,948,0,0,0,17,15,17,35,27,8,0,6,7,0,0,0,136,0,3,15,18,172,331,1070,547,107,97,81,122,21,10,41,2641,0,9,57,22,12,23,4,0,0,0,0,0,0,0,0,138,4,10,52,33,68,62,118,98,28,51,22,13,8,0,8,571,0,6,4,42,378,442,415,113,22,9,23,29,14,0,19,1528,33,34,28,16,26,20,40,25,0,0,0,8,4,0,3,232,3,10,53,20,12,0,0,8,0,0,0,0,0,0,4,100,0,0,3,31,108,172,100,50,17,5,12,4,3,0,8,503,0,0,30,81,373,1885,7893,4897,1395,1348,1288,1144,431,94,247,21107,0,0,0,21,84,211,267,68,8,12,12,11,12,0,12,723,0,0,0,12,101,202,295,322
SED10072,0,0,0,0,6,16,7,0,0,0,0,0,0,0,0,32,0,0,0,7,22,84,373,254,57,70,68,56,26,14,20,1045,0,0,5,9,17,9,29,28,6,6,0,6,4,0,0,126,9,27,24,69,756,983,1628,1114,280,284,220,265,76,13,136,5886,0,30,133,30,16,44,8,11,0,0,0,0,0,0,11,283,18,88,228,194,172,185,121,74,11,9,8,16,3,0,42,1181,0,0,4,61,142,102,60,29,11,5,6,4,0,0,10,436,11,26,27,18,28,19,40,15,12,3,7,9,0,0,8,226,25,545,1266,259,79,49,40,153,12,29,9,9,6,0,106,2579,0,7,20,100,170,213,117,93,24,27,19,28,17,3,22,853,4,0,28,34,66,100,313,306,129,138,132,193,62,13,23,1532,0,4,4,46,105,180,343,164,71,48,44,55,15,0,23,1095,0,0,4,11,21,30,44,36
SED10073,0,0,0,0,47,85,26,14,3,6,0,4,3,5,3,196,0,0,0,7,6,26,80,102,44,83,72,102,61,3,0,579,0,0,8,16,20,26,35,11,9,3,4,9,7,0,0,163,22,41,62,114,1391,2027,4885,2889,716,627,610,814,265,46,279,14775,0,10,88,42,16,26,10,3,0,0,0,0,0,0,8,198,7,15,53,37,49,36,27,25,9,28,7,23,16,0,0,330,0,3,12,33,88,58,40,14,4,9,6,8,4,0,15,295,33,27,18,21,22,25,41,29,4,12,8,14,9,0,8,270,4,36,77,20,6,5,6,17,11,0,0,5,6,4,3,203,0,15,50,218,884,1015,362,209,65,70,65,72,74,27,46,3168,6,0,46,64,209,404,746,746,366,359,462,660,289,71,64,4502,0,5,23,57,156,269,326,156,39,44,59,87,40,7,12,1278,0,0,29,95,244,170,223,390
SED10074,0,0,0,0,26,104,40,26,0,0,3,4,0,0,0,213,0,0,0,4,18,85,158,83,13,12,10,13,9,7,0,415,0,5,8,10,10,21,9,13,3,4,7,13,0,0,0,116,6,20,19,34,374,547,933,369,59,55,68,76,27,5,33,2620,0,16,123,27,10,33,3,0,0,0,0,0,0,0,8,221,5,11,48,31,37,31,31,29,3,0,11,0,0,0,3,254,0,0,12,50,260,183,114,45,6,15,16,25,7,0,12,737,50,42,21,21,22,12,4,11,0,0,3,5,0,0,3,200,5,48,122,28,7,0,0,4,0,0,0,0,0,0,5,224,4,0,9,42,151,153,72,31,6,6,4,8,0,0,5,497,3,4,46,54,151,730,2801,2102,808,896,1096,1159,389,70,155,10462,0,5,7,38,62,99,90,34,19,3,6,4,0,0,3,366,0,0,3,20,70,136,174,315
SED10075,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,12,8,0,0,0,0,0,4,0,30,0,0,8,12,11,9,29,15,4,0,7,3,0,0,5,98,0,0,4,12,18,25,77,54,11,6,9,8,4,0,9,222,0,39,110,29,8,25,3,0,0,0,0,0,0,0,0,225,0,4,15,16,9,8,17,29,0,4,3,10,0,0,3,117,0,0,0,10,11,13,13,9,6,7,13,3,0,0,0,98,68,240,122,39,31,13,25,6,0,3,0,0,0,0,17,559,0,33,70,23,4,4,0,3,0,0,0,0,0,0,9,144,0,0,4,7,10,13,8,0,0,0,0,0,0,0,0,46,0,3,13,15,7,23,124,171,23,8,23,20,8,0,0,449,0,0,0,5,0,13,18,13,6,3,3,6,0,0,0,68,0,0,0,0,0,19,7,5
SED10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,4,7,0,0,0,0,0,21,0,0,19,11,15,8,19,20,0,0,6,0,3,0,0,111,0,9,8,6,8,15,43,31,11,12,7,24,8,0,11,193,0,19,71,31,3,16,0,0,0,0,0,0,0,0,3,144,5,15,13,4,0,4,3,0,0,0,0,0,0,0,0,47,3,4,3,14,10,8,5,7,0,0,3,0,0,0,4,65,50,140,68,25,33,21,25,12,3,3,0,0,3,0,18,401,0,37,74,16,0,0,5,0,0,0,0,0,0,0,7,143,0,0,0,6,5,8,0,3,0,0,3,0,4,0,0,34,8,0,14,9,3,9,53,85,40,34,52,63,15,0,13,412,4,8,0,5,9,12,6,7,3,5,0,9,3,0,0,73,0,0,0,0,0,3,0,0
SED10077,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,24,0,0,0,0,8,33,115,60,18,23,25,19,15,0,0,324,0,0,0,8,15,14,25,19,4,3,12,20,9,0,0,131,17,92,95,187,1653,2149,3742,2142,586,780,704,702,224,19,292,13373,3,41,178,42,7,11,7,0,0,0,0,0,0,0,11,305,5,19,65,57,70,47,33,32,6,9,7,3,0,0,9,362,0,0,13,40,110,69,58,22,8,4,0,10,0,0,8,346,38,26,21,9,22,10,26,9,3,0,0,0,3,0,4,188,9,181,362,60,19,4,12,12,3,0,0,4,0,0,27,695,4,11,40,264,437,405,230,152,50,51,51,54,41,9,32,1843,0,0,42,144,246,502,1218,1273,629,635,920,1046,327,119,132,7241,0,4,5,48,84,147,205,139,64,51,61,59,23,0,24,917,0,0,0,6,23,17,23,69
SED10078,0,0,0,0,0,5,7,0,0,0,3,0,0,0,0,16,0,0,0,4,11,20,72,36,15,8,11,5,3,0,3,194,0,3,11,25,25,35,48,32,12,10,8,14,4,0,6,234,7,20,27,89,634,719,973,539,140,169,137,119,29,0,130,3743,0,20,62,21,9,11,3,0,0,0,0,0,0,0,9,148,3,15,43,30,15,10,10,6,0,0,0,0,0,0,13,145,0,4,8,36,82,46,19,6,0,3,8,5,0,0,4,235,22,17,28,32,29,39,61,35,5,10,10,6,0,4,11,300,10,303,994,191,34,15,11,41,3,7,0,3,0,0,91,1692,4,5,11,75,162,127,77,45,12,9,12,8,4,0,17,581,5,6,32,37,76,131,270,254,76,63,68,79,32,21,10,1157,0,0,14,36,58,111,115,54,8,12,16,17,7,5,10,460,0,0,0,10,20,20,24,22
SED10079,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,3,6,4,0,0,0,0,0,0,0,14,0,0,5,16,10,7,25,19,6,0,0,3,0,0,5,96,4,5,5,6,18,13,36,21,4,9,0,4,0,0,0,123,0,7,23,11,0,3,0,0,0,0,0,0,0,0,0,45,4,15,5,3,3,3,0,0,0,0,0,0,0,0,0,41,0,0,8,11,6,3,3,7,0,0,0,0,0,0,3,49,81,82,35,27,15,6,8,11,0,4,0,4,0,0,3,282,5,8,19,6,0,0,0,0,0,0,0,0,0,0,0,44,0,0,9,11,16,4,4,0,3,0,0,0,0,0,4,36,3,0,10,19,13,20,43,13,12,6,0,0,3,0,0,137,0,0,5,4,7,11,21,8,0,7,6,3,5,0,4,79,0,0,0,0,3,0,3,6
