SED_CODE_2021,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
SED10032,750,270,26,10,1538,253,2850,816,539,108,55,2352,505,4378,1747,1794,522,268,4924,1258,10507,1374,2089,714,356,3475,929,8939,956,1262,425,242,2166,530,5579,771,1036,362,196,1928,367,4651,492,734,269,150,1329,222,3205,256,322,134,84,788,136,1724,71,91,28,9,303,51,553,7240,8131,2584,1374,18795,4260,42386,732,395,65,22,1184,256,2650,740,648,221,139,1588,315,3660,989,1840,1042,1346,3611,1012,9846,512,1435,1265,1608,2238,743,7798,416,1162,873,1001,1617,440,5500,393,1027,752,779,1546,369,4862,278,640,534,498,1178,214,3337,184,370,227,206,775,146,1913,96,101,66,36,492,74,866,4349,7610,5041,5636,14221,3570,40430,1483,661,91,37,2720,514,5501,1556,1189,336,196,3944,822,8039,2739,3632,1561,1614,8532,2267,20354,1886,3526,1976,1962,5710,1671,16733,1374,2417,1293,1244,3775,971,11078,1161,2058,1116,978,3469,737,9519,771,1374,806,649,2505,434,6544,442,690,362,286,1566,286,3633,164,192,95,46
SED10033,1184,287,26,23,1082,127,2731,905,418,72,34,996,147,2574,1379,1400,335,187,1280,294,4873,1055,1535,520,292,803,251,4457,1145,1925,714,290,996,263,5332,1029,1654,672,397,1079,233,5057,555,995,583,396,978,174,3688,276,430,259,192,699,111,1973,77,86,37,41,244,58,540,7604,8718,3226,1854,8166,1652,31229,1136,406,39,7,793,119,2506,743,648,164,81,596,104,2340,665,1418,760,962,744,247,4798,323,1394,1063,1210,443,219,4659,431,1936,1333,1120,613,214,5642,391,1600,1192,960,697,196,5029,273,847,800,868,854,182,3825,189,420,362,393,668,160,2185,79,92,69,46,467,99,846,4228,8764,5778,5658,5873,1528,31835,2324,692,65,34,1882,244,5232,1647,1060,239,119,1597,248,4913,2045,2819,1095,1148,2024,546,9674,1386,2926,1589,1504,1245,469,9116,1571,3860,2054,1410,1607,481,10978,1417,3250,1865,1349,1773,429,10086,826,1848,1387,1271,1830,351,7510,465,847,623,587,1365,266,4153,154,179,104,91
SED10034,1236,184,9,4,1042,48,2522,961,340,32,12,873,55,2274,1302,1400,333,115,911,131,4196,1194,2109,665,270,718,147,5105,1304,2128,646,238,762,138,5213,1049,1807,603,247,776,153,4636,570,1207,616,285,827,108,3611,309,494,270,174,666,121,2041,81,106,52,25,271,142,678,8006,9779,3218,1373,6848,1049,30278,1250,243,8,4,761,56,2328,866,523,86,34,534,48,2086,842,1615,656,636,567,130,4452,485,1853,1377,1273,468,124,5580,498,2115,1470,926,500,123,5633,491,1770,1147,749,584,117,4856,268,1027,972,718,766,123,3875,188,458,387,350,729,187,2297,107,140,71,47,418,356,1132,4993,9737,6177,4738,5313,1266,32227,2482,430,15,15,1802,109,4848,1827,856,120,46,1403,104,4359,2144,3013,985,752,1480,265,8649,1677,3959,2042,1549,1187,273,10686,1799,4248,2113,1161,1264,261,10842,1538,3578,1747,993,1355,268,9483,831,2235,1587,1005,1598,233,7488,504,948,654,522,1393,311,4338,191,249,124,73
SED10035,757,214,8,8,906,142,2038,1530,1092,159,92,3078,511,6457,4712,5045,811,291,6281,1279,18424,2756,3697,885,309,2616,617,10887,1522,2177,602,220,1375,328,6225,1001,1326,412,158,1209,260,4357,563,730,243,136,975,173,2818,287,330,129,47,632,115,1544,79,86,38,24,300,53,575,13216,14695,3287,1282,17367,3479,53320,842,264,19,16,742,129,2017,1591,1451,249,88,2406,453,6237,3832,5711,1378,777,4765,1107,17567,1527,3167,1465,1142,1764,479,9540,778,1879,1029,638,963,246,5528,547,1304,705,471,998,219,4246,316,759,517,379,893,166,3030,204,394,263,210,632,128,1825,97,134,48,41,380,81,782,9734,15061,5669,3754,13534,3010,50762,1599,481,30,26,1645,272,4055,3124,2542,412,174,5482,967,12697,8539,10754,2194,1070,11043,2390,35990,4282,6863,2349,1456,4378,1099,20424,2294,4064,1636,860,2333,572,11749,1556,2632,1117,623,2208,473,8601,877,1492,758,508,1870,336,5849,493,718,390,258,1254,243,3363,181,223,79,63
SED10036,1131,279,30,15,1627,212,3289,972,417,56,39,1574,219,3276,1342,1266,324,185,2276,442,5833,1202,1720,615,329,1837,441,6136,1152,1713,546,309,1725,298,5750,928,1386,489,248,1736,241,5027,519,735,347,182,1209,189,3182,290,285,153,85,665,201,1683,56,60,26,11,262,131,548,7591,7847,2594,1410,12907,2378,34721,1125,405,67,37,1259,175,3078,850,604,153,98,1023,156,2886,791,1430,689,901,1750,418,5986,425,1478,1209,1570,1440,371,6492,441,1609,1319,1127,1374,266,6136,379,1203,945,856,1354,214,4945,289,677,563,550,1063,199,3339,187,322,224,205,750,225,1909,66,72,35,25,507,284,988,4556,7799,5201,5366,10527,2308,35765,2260,687,98,47,2892,387,6372,1820,1019,210,139,2595,375,6160,2131,2695,1019,1086,4025,863,11819,1623,3201,1820,1900,3278,807,12631,1592,3326,1870,1436,3096,565,11889,1309,2582,1431,1099,3093,457,9975,810,1413,906,734,2274,383,6520,475,599,373,290,1417,424,3586,123,126,62,32
SED10037,1489,241,18,5,952,72,2772,1079,387,63,10,885,66,2493,1172,1221,263,109,1138,138,4045,1191,2266,816,327,1117,195,5902,1316,2563,864,275,929,167,6108,1117,2046,679,279,880,116,5109,607,1269,650,308,773,104,3714,368,660,332,191,568,91,2219,85,116,52,43,281,65,638,8416,10762,3739,1543,7524,1021,33003,1438,307,18,9,784,46,2604,954,563,75,30,546,61,2230,790,1364,577,506,812,166,4217,524,1899,1582,1340,844,152,6338,531,2362,1699,1091,650,147,6490,534,1848,1282,837,703,91,5294,300,1101,1004,778,747,153,4087,198,505,487,435,640,107,2369,112,142,80,67,405,110,908,5386,10084,6804,5095,6140,1032,34529,2926,548,37,11,1737,116,5375,2033,949,138,38,1434,127,4718,1966,2584,842,615,1951,303,8260,1709,4159,2398,1662,1959,347,12238,1850,4919,2567,1369,1576,313,12600,1652,3891,1959,1115,1582,211,10406,911,2371,1658,1086,1516,265,7798,571,1171,817,626,1208,200,4590,193,251,133,113
SED10038,1327,243,19,3,1036,143,2770,1095,486,58,32,1038,182,2886,1284,1385,314,139,1224,187,4532,1089,2039,616,275,815,201,5032,1168,2120,677,260,861,189,5272,1059,1749,605,272,989,163,4837,601,1185,588,269,975,147,3764,343,544,311,168,804,143,2312,101,121,71,51,424,81,851,8063,9858,3264,1471,8167,1432,32245,1418,334,33,12,760,168,2720,1061,698,107,40,602,124,2637,769,1550,696,631,660,177,4484,447,1681,1400,1309,491,205,5528,531,2033,1425,921,555,160,5626,516,1736,1241,769,781,138,5187,325,1038,1004,776,990,153,4284,253,505,459,443,887,207,2758,154,199,113,76,694,225,1468,5465,9781,6480,4984,6435,1549,34693,2741,580,52,18,1801,306,5490,2160,1181,164,71,1646,302,5521,2052,2931,1011,771,1888,365,9016,1537,3721,2011,1582,1306,407,10559,1702,4153,2102,1175,1417,352,10897,1570,3482,1849,1040,1773,295,10015,923,2223,1595,1040,1970,300,8052,591,1051,772,620,1691,348,5069,257,319,185,133
SED10039,1005,145,16,11,939,119,2231,800,323,44,23,765,191,2146,1236,1374,293,151,1032,510,4592,986,1601,496,208,747,447,4487,1026,1628,514,196,816,338,4514,1148,1805,633,330,1033,280,5224,750,1568,811,418,1149,299,4999,362,689,354,266,873,189,2738,97,139,79,48,355,140,863,7409,9278,3236,1649,7709,2508,31791,1008,275,23,10,784,119,2224,639,482,113,74,480,102,1884,632,1446,706,837,697,214,4535,340,1403,1074,1037,447,198,4498,478,1785,1115,723,530,223,4849,556,1878,1279,896,808,210,5629,381,1310,1259,1013,1068,239,5281,243,518,501,504,918,213,2904,135,184,108,71,604,256,1350,4416,9289,6183,5158,6338,1780,33158,2019,425,45,14,1722,237,4456,1434,809,158,99,1247,287,4031,1867,2814,999,993,1729,722,9129,1324,3001,1567,1249,1191,645,8985,1503,3409,1627,913,1352,559,9367,1707,3682,1909,1220,1838,493,10858,1132,2885,2075,1429,2218,545,10277,607,1209,854,779,1791,407,5637,232,319,186,119
SED10040,848,202,28,7,1132,111,2317,1014,524,94,49,2294,304,4277,1802,1750,450,258,4058,613,8932,1330,1641,626,311,2272,374,6561,1087,1431,464,236,1582,258,5052,982,1457,536,277,1598,246,5088,635,922,453,221,1384,190,3810,328,480,187,92,912,180,2171,122,106,60,19,530,145,980,8140,8523,2899,1471,15755,2408,39189,779,256,36,12,814,93,1994,865,673,149,92,1655,216,3648,1247,1872,801,761,3203,502,8390,640,1635,1115,1201,1691,371,6654,506,1526,1173,978,1318,235,5735,471,1323,1128,936,1450,235,5538,338,887,802,660,1358,211,4254,239,503,365,285,937,215,2537,161,194,80,57,721,308,1518,5246,8866,5643,4979,13149,2384,40278,1625,460,61,17,1943,200,4308,1877,1196,241,147,3952,520,7929,3053,3622,1255,1015,7263,1121,17323,1973,3277,1746,1510,3966,747,13214,1591,2959,1634,1211,2898,493,10781,1453,2781,1665,1215,3042,478,10631,972,1809,1250,881,2746,400,8062,568,985,544,375,1847,391,4711,280,305,141,77
SED10041,1592,245,14,9,1084,84,3026,1115,433,42,13,736,82,2419,1108,1164,235,83,1079,159,3828,1235,2182,872,328,1238,183,6040,1317,2492,853,263,815,138,5877,1080,1939,679,278,699,132,4812,705,1252,532,251,696,108,3538,443,795,375,157,595,103,2468,157,247,94,74,569,110,1253,8752,10750,3696,1459,7518,1098,33270,1558,327,28,10,900,61,2876,1020,534,80,16,507,65,2226,823,1309,501,425,892,173,4120,534,1903,1597,1499,1086,203,6817,577,2210,1805,1225,674,149,6636,479,1678,1386,844,632,120,5143,306,1168,1067,755,756,129,4189,261,704,621,498,781,161,3021,199,284,148,122,983,258,1986,5746,10115,7240,5390,7205,1321,37016,3149,570,41,19,1980,148,5902,2128,974,120,26,1243,148,4642,1926,2477,736,506,1967,333,7950,1766,4082,2471,1826,2324,377,12857,1898,4701,2661,1485,1488,281,12520,1561,3621,2068,1128,1333,252,9960,1011,2420,1601,1003,1456,240,7733,704,1499,996,652,1372,266,5487,354,526,245,191
SED10042,986,168,21,8,966,112,2263,854,359,54,22,934,111,2336,1223,1350,314,113,1118,210,4334,1057,1546,486,210,793,240,4336,1132,1678,467,210,1054,206,4758,1079,1710,587,298,1167,216,5059,730,1395,733,410,1356,233,4863,402,696,446,271,972,233,3014,123,155,67,54,475,133,1009,7583,9063,3174,1606,8841,1702,31967,1051,274,33,14,754,103,2228,669,548,134,81,570,94,2085,638,1441,726,808,703,209,4522,402,1408,1072,957,458,207,4497,523,1768,1084,684,669,184,4916,540,1804,1212,852,972,200,5589,368,1173,1221,996,1297,283,5340,287,606,549,533,1150,300,3420,148,211,89,78,817,215,1564,4621,9231,6119,5003,7394,1794,34159,2037,441,52,21,1723,218,4489,1517,905,181,102,1504,207,4418,1862,2794,1048,926,1812,417,8862,1452,2957,1561,1167,1249,448,8836,1660,3450,1552,900,1725,393,9671,1627,3511,1794,1149,2138,421,10646,1099,2576,1947,1407,2659,515,10201,687,1295,991,804,2123,532,6432,267,369,160,130
SED10043,740,239,32,13,1738,297,3063,787,418,79,54,1894,367,3598,1364,1240,351,222,4032,882,8086,1115,1445,483,328,2894,680,6946,932,1068,383,244,2173,448,5249,834,1056,359,246,2086,415,5001,532,663,297,151,1681,280,3611,307,306,128,76,1023,203,2050,100,78,40,27,409,101,745,6702,6527,2162,1358,17934,3666,38344,808,406,68,23,1394,259,2959,706,603,178,134,1219,251,3093,767,1305,715,1265,2386,650,7080,392,1037,872,1599,1936,558,6390,365,1005,795,1120,1645,439,5372,363,972,701,913,1765,362,5077,309,606,573,501,1320,265,3571,208,346,229,182,934,207,2100,114,111,66,24,539,177,1040,4029,6391,4197,5757,13142,3164,36673,1545,646,98,35,3135,557,6018,1491,1023,261,183,3113,613,6689,2126,2549,1065,1480,6417,1529,15163,1508,2481,1350,1929,4829,1239,13334,1290,2076,1184,1359,3820,885,10611,1201,2029,1060,1161,3855,777,10080,836,1271,871,653,3007,544,7180,511,653,357,261,1960,405,4146,216,195,108,53
SED10044,1306,195,4,6,938,66,2515,1023,463,52,17,834,101,2478,1903,2049,331,126,1722,295,6424,1651,2621,789,284,1330,299,6979,1422,2392,733,236,861,195,5839,1073,1797,555,173,820,156,4577,730,1214,454,224,756,146,3521,361,619,253,112,576,159,2073,121,128,53,39,281,187,814,9589,11476,3227,1218,8114,1598,35221,1214,260,14,10,692,63,2257,878,566,91,23,554,74,2194,1474,2415,698,537,1394,280,6797,845,2462,1534,1394,1078,283,7599,691,2200,1534,970,623,185,6214,562,1748,1181,699,716,161,5072,373,1088,960,624,750,186,3982,253,553,489,290,644,225,2457,161,193,103,76,533,491,1552,6445,11490,6613,4629,6989,1959,38118,2514,449,24,17,1636,136,4771,1900,1028,143,41,1384,177,4671,3375,4469,1031,664,3110,573,13224,2499,5085,2323,1683,2403,585,14576,2112,4593,2268,1209,1481,386,12049,1636,3542,1737,870,1540,315,9649,1097,2305,1416,851,1503,334,7498,617,1171,736,398,1219,383,4538,274,320,158,113
SED10045,977,187,14,11,837,234,2272,637,312,53,30,605,182,1822,908,1041,277,119,826,319,3502,890,1400,448,235,642,381,3988,1046,1632,555,250,909,468,4861,1252,1925,667,396,1315,514,6065,825,1582,783,523,1272,470,5448,323,528,306,235,755,233,2378,108,110,52,47,343,142,796,6960,8716,3155,1851,7500,2951,31130,971,263,39,6,576,256,2113,512,430,128,87,365,164,1693,514,1173,572,594,535,338,3731,400,1426,970,904,426,408,4528,603,1892,1118,721,523,414,5271,718,2072,1258,810,905,462,6231,394,1267,1147,1025,1065,424,5319,219,474,427,458,800,295,2667,132,155,72,60,563,269,1256,4462,9148,5727,4675,5762,3025,32807,1955,452,58,25,1415,488,4379,1146,740,177,117,974,354,3510,1428,2213,851,716,1364,661,7229,1287,2818,1413,1144,1066,783,8519,1650,3528,1670,973,1435,877,10129,1969,3998,1928,1208,2217,981,12301,1220,2846,1929,1541,2338,894,10767,536,998,735,691,1550,530,5047,233,261,124,112
SED10046,937,317,43,17,1933,282,3533,876,442,80,37,1947,290,3674,1287,1203,287,217,3255,636,6879,1135,1357,466,322,2744,611,6635,1038,1275,431,264,2544,424,5971,948,1072,372,258,2534,439,5624,509,536,193,134,1629,239,3256,205,218,86,68,760,139,1475,45,35,14,15,242,34,396,6981,6469,1981,1334,17588,3090,37435,890,425,86,33,1614,222,3275,779,688,193,157,1465,298,3580,864,1446,690,1035,2685,666,7385,472,1244,898,1423,2335,599,6971,452,1264,940,1071,2047,439,6205,451,1101,795,849,2122,378,5704,292,567,444,415,1500,268,3487,181,241,132,142,882,178,1765,64,59,30,20,366,69,619,4451,7035,4213,5154,15024,3121,38998,1829,743,132,55,3546,505,6807,1655,1133,273,196,3409,583,7255,2149,2647,977,1250,5942,1299,14265,1605,2597,1361,1748,5084,1210,13606,1492,2538,1368,1332,4588,862,12180,1399,2175,1170,1111,4652,819,11325,803,1106,643,555,3131,514,6741,386,458,216,214,1642,312,3236,115,100,43,42
SED10047,1066,414,43,22,1726,376,3657,1005,565,103,53,1746,389,3866,1996,2234,561,316,3006,1011,9126,1790,2793,977,538,2924,924,9943,1314,1781,605,340,2138,657,6831,967,1301,410,257,1865,434,5235,584,795,376,286,1467,285,3797,284,339,181,112,788,168,1875,41,56,26,18,196,56,395,9055,10287,3283,1945,15855,4310,44734,1141,530,92,44,1411,277,3487,815,834,257,191,1310,360,3770,1080,2566,1380,1840,2523,932,10328,668,2332,1714,2152,2137,831,9834,592,1684,1126,1076,1575,496,6541,479,1275,920,879,1508,340,5406,337,788,654,684,1416,318,4203,215,344,239,215,879,196,2080,71,83,46,31,287,145,660,5399,10429,6422,7118,13048,3894,46308,2210,944,137,71,3140,652,7145,1819,1396,359,245,3061,756,7633,3081,4797,1942,2160,5527,1949,19451,2464,5124,2695,2692,5064,1753,19785,1902,3465,1729,1416,3707,1152,13372,1454,2580,1330,1135,3375,775,10644,920,1592,1029,972,2880,602,7992,496,688,418,324,1661,370,3960,116,140,72,49
SED10048,1132,386,32,18,1666,235,3466,965,547,86,45,1708,223,3573,1716,1840,495,263,2902,505,7717,1712,2641,918,584,2828,530,9208,1273,1903,591,347,2054,364,6529,1169,1541,561,313,1856,280,5716,672,917,447,257,1474,213,3975,255,264,152,105,685,184,1642,51,43,19,13,185,82,383,8953,10084,3293,1935,15345,2607,42211,1099,494,91,28,1324,225,3262,876,795,186,147,1172,183,3368,1077,2128,1108,1569,2570,566,9018,594,2122,1665,2067,2298,572,9323,488,1677,1229,1190,1521,367,6484,489,1478,1116,1062,1611,270,6026,337,862,714,678,1439,225,4256,200,277,211,195,717,249,1850,69,64,39,25,307,216,716,5239,9902,6360,6962,12958,2879,44300,2234,884,126,40,2989,460,6728,1845,1343,272,192,2877,403,6940,2795,3968,1604,1824,5470,1075,16732,2305,4764,2580,2653,5127,1105,18530,1766,3580,1817,1539,3575,733,13009,1660,3022,1672,1372,3468,553,11749,1010,1780,1159,937,2911,437,8227,456,548,361,301,1396,431,3493,119,110,56,40
SED10049,1234,220,12,7,1217,141,2830,940,437,69,19,1127,123,2720,1702,1983,454,160,1640,319,6251,1411,2155,598,251,1145,285,5852,1307,1880,527,208,1142,217,5272,1053,1633,471,215,1142,205,4713,633,1090,545,323,1130,160,3887,255,438,251,192,719,120,1984,70,83,43,32,232,70,525,8599,9920,2969,1413,9494,1642,34033,1226,325,33,14,1027,111,2739,815,713,199,122,785,122,2755,893,2213,1085,1139,1076,279,6687,583,1946,1392,1277,730,269,6193,548,2107,1245,801,845,173,5717,559,1603,1142,757,988,180,5226,293,896,953,829,1157,168,4292,201,397,342,349,887,178,2354,116,131,64,58,457,137,962,5230,10335,6447,5342,7952,1616,36923,2457,540,47,19,2246,253,5568,1753,1154,264,141,1920,241,5471,2598,4193,1538,1297,2721,597,12943,1996,4098,1988,1530,1875,556,12042,1851,3993,1769,1010,1987,387,10990,1614,3234,1612,976,2124,389,9936,924,1984,1498,1150,2282,332,8181,456,838,594,540,1607,298,4334,182,209,108,96
SED10050,1257,141,9,5,874,85,2364,883,294,24,17,744,79,2042,1963,1765,243,71,1426,272,5731,1654,2476,598,209,953,271,6159,1640,2641,687,243,812,215,6232,1273,1953,562,172,707,185,4847,634,1114,404,151,625,114,3049,360,488,245,93,528,77,1789,105,114,53,40,264,42,609,9768,10981,2809,1002,6927,1328,32818,1343,208,17,6,708,59,2333,863,520,61,20,475,70,2019,1647,2411,560,415,1064,313,6412,870,2203,1304,1269,671,221,6533,743,2479,1634,972,490,205,6527,643,1923,1119,528,498,132,4839,318,1026,820,444,583,112,3302,207,495,377,270,567,103,2017,128,171,87,55,429,80,948,6761,11432,5977,3970,5491,1302,34937,2599,350,18,4,1587,140,4704,1752,819,89,34,1215,147,4059,3606,4171,804,485,2487,585,12140,2519,4682,1900,1481,1622,488,12692,2387,5117,2323,1217,1305,413,12759,1918,3880,1678,694,1204,317,9690,955,2139,1220,596,1213,228,6353,569,982,619,364,1091,181,3803,232,279,136,93
SED10051,1020,171,19,3,1051,129,2387,964,367,34,27,1143,209,2742,1854,1474,277,91,2147,689,6532,1532,2176,601,220,1374,612,6513,1358,2071,575,196,1190,522,5910,1123,1538,507,187,1169,404,4930,655,984,360,146,1145,295,3574,378,437,198,124,851,253,2229,124,127,38,29,355,144,818,9012,9337,2607,1021,10420,3251,35648,998,243,17,13,807,90,2168,916,615,96,35,797,162,2615,1399,2021,615,473,1544,433,6481,801,2089,1299,1149,931,366,6639,648,2133,1340,847,826,282,6077,590,1548,990,656,986,231,4999,356,1001,738,540,1221,230,4082,310,562,399,296,929,252,2744,168,175,85,53,526,299,1304,6187,10379,5577,4054,8571,2340,37106,2024,413,34,12,1856,219,4565,1880,981,126,58,1936,373,5353,3249,3494,895,569,3689,1121,13012,2333,4265,1908,1369,2304,975,13151,2008,4201,1914,1042,2015,802,11980,1719,3083,1494,846,2155,635,9937,1010,1979,1093,681,2364,523,7659,693,997,597,418,1772,499,4978,287,299,122,83
SED10052,1142,157,13,8,952,78,2360,851,318,42,12,922,90,2240,1386,1316,272,110,1313,214,4607,1231,1920,613,284,958,232,5240,1325,1941,603,216,985,227,5290,1080,1639,531,235,979,151,4622,691,1169,535,218,984,150,3744,361,603,276,160,800,156,2361,128,158,67,56,454,133,1000,8201,9218,2940,1304,8359,1440,31461,1196,254,9,0,736,70,2278,815,503,89,28,545,66,2044,914,1638,603,540,845,201,4742,500,1781,1304,1229,605,215,5638,553,1975,1291,900,668,177,5561,503,1654,1151,727,817,134,4991,336,1017,955,691,991,170,4159,267,587,500,395,1041,196,2981,157,210,123,63,775,276,1614,5245,9615,6031,4586,7026,1508,34002,2340,405,23,13,1693,156,4634,1675,817,128,43,1471,157,4288,2298,2955,874,647,2162,414,9352,1737,3696,1917,1513,1565,455,10881,1881,3918,1888,1112,1649,404,10857,1588,3289,1681,962,1801,284,9612,1025,2184,1487,911,1977,314,7904,626,1188,781,554,1835,353,5344,283,370,191,126
