SED_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SED10061,63,43,291,371,83,640,96,467,39,2101,166,279,464,571,236,358,142,541,50,2804,719,1257,922,873,619,427,343,924,101,6189,1009,1423,748,657,684,331,307,704,84,5950,1408,1340,597,778,859,403,376,711,99,6584,1355,1130,629,640,816,391,508,771,111,6347,803,419,182,145,232,127,166,253,58,2382,316,54,27,10,32,14,28,52,43,576,55,4,0,0,3,4,0,7,7,79,5887,5960,3857,4048,3565,2695,1957,4429,606,33007
SED10062,16,96,201,243,120,505,41,223,20,1474,190,867,421,502,515,516,129,253,61,3452,864,2647,814,697,1000,525,253,463,150,7415,1585,2774,753,557,1239,489,290,289,151,8119,1593,2231,747,570,1492,531,388,368,137,8064,969,1592,672,499,1191,391,428,423,94,6267,220,467,154,118,344,103,103,130,36,1666,33,56,21,11,54,20,8,11,11,213,4,3,0,0,0,0,0,0,4,15,5461,10742,3770,3196,5953,3075,1635,2166,666,36677
SED10063,51,45,409,427,96,707,86,544,55,2436,152,358,689,575,275,363,212,422,41,3093,789,1864,1379,952,743,509,598,670,120,7618,1186,1878,1025,878,879,407,566,656,111,7590,1352,1585,882,839,1071,419,623,674,113,7569,1127,1133,711,665,978,374,592,714,92,6391,613,381,180,118,280,117,204,221,50,2164,212,43,16,15,42,19,24,30,23,410,38,0,0,0,0,0,0,6,15,62,5527,7282,5298,4464,4371,2914,2902,3940,623,37327
SED10064,28,23,278,296,58,592,48,463,33,1837,109,131,406,427,158,247,100,315,38,1938,405,815,844,822,450,350,247,577,68,4580,656,1001,723,780,544,346,316,563,99,5040,847,1247,787,1002,748,426,436,687,110,6297,944,1115,733,990,834,409,513,829,113,6475,502,385,184,189,217,141,150,220,41,2041,191,25,15,11,28,8,17,29,35,357,23,3,0,0,3,0,0,3,8,41,3697,4749,3984,4511,3052,2522,1827,3688,552,28600
SED10065,23,100,123,181,110,419,58,240,25,1286,224,997,522,721,582,744,353,547,97,4787,1645,6698,1409,1368,2002,1037,891,900,400,16361,2471,5877,1233,945,1987,710,577,620,315,14737,1398,2345,909,747,1401,463,468,538,163,8425,741,1380,658,508,1012,337,501,574,97,5805,169,367,149,128,265,91,112,140,21,1448,17,54,11,11,27,8,10,7,6,150,0,3,0,0,0,0,0,0,0,7,6687,17826,5019,4613,7391,3818,2976,3572,1120,53013
SED10066,36,46,400,306,95,644,78,471,37,2112,185,529,829,713,538,566,328,435,79,4201,955,2228,1519,1061,1357,638,743,755,158,9428,1360,2197,1106,821,1432,486,791,617,189,9006,1230,1541,837,777,1313,464,841,580,131,7706,727,1017,612,580,1132,356,613,513,95,5648,144,295,141,130,288,113,170,116,20,1427,14,43,14,4,28,9,15,11,8,151,0,0,0,0,0,0,0,0,3,12,4661,7901,5462,4399,6175,3283,3578,3503,726,39674
SED10067,31,73,347,470,95,597,97,391,17,2106,164,483,659,570,263,445,98,200,37,2917,735,1687,968,491,443,342,123,191,86,5062,1763,2297,867,458,820,395,119,216,119,7050,2494,2651,946,600,1220,543,191,275,142,9051,1811,2128,671,500,1157,502,233,305,119,7427,547,859,218,148,447,184,121,130,44,2692,127,138,32,18,84,39,11,19,26,483,7,7,0,0,0,6,0,3,5,32,7672,10313,4696,3259,4523,3054,997,1725,585,36819
SED10068,40,31,330,584,71,768,65,526,42,2449,101,251,521,680,223,368,98,260,48,2540,427,1365,929,805,516,398,182,435,80,5147,851,1770,937,806,752,391,210,434,91,6251,1126,1781,884,1038,1084,492,360,582,110,7468,853,1338,747,886,1005,534,452,661,88,6559,282,437,177,168,269,147,107,184,33,1812,62,41,15,12,30,14,14,14,34,241,4,0,3,0,0,0,0,0,13,26,3751,7015,4526,4989,3951,3122,1495,3097,545,32484
SED10069,45,28,338,399,67,678,86,523,47,2213,82,156,633,576,204,395,135,337,43,2566,408,835,1154,730,554,374,360,545,118,5063,788,1065,1029,803,743,355,426,509,117,5838,975,1156,1069,925,1001,475,632,664,151,7049,872,980,894,772,944,490,570,699,86,6305,262,345,178,143,263,115,140,143,35,1627,43,54,12,6,44,20,11,18,22,230,3,0,0,0,0,0,0,0,8,23,3480,4619,5315,4345,3822,2896,2365,3448,623,30912
SED10070,30,77,156,159,95,531,86,279,34,1441,149,624,409,379,478,468,333,275,75,3187,714,2402,836,641,1116,474,744,513,197,7638,1367,2660,893,704,1508,451,729,527,210,9053,1000,1386,758,594,1264,388,729,572,136,6832,528,818,648,477,1014,280,627,560,86,5031,139,210,178,109,269,76,164,165,30,1330,5,16,13,5,11,7,8,16,3,83,0,0,0,0,3,0,0,0,0,12,3930,8191,3889,3063,5755,2685,3413,2899,775,34610
SED10071,44,121,319,364,178,910,105,487,43,2580,246,949,685,751,775,832,367,443,83,5132,1526,4931,1385,1203,1859,815,845,596,298,13452,3603,7681,1612,1401,3034,921,925,629,360,20175,2277,3372,1117,1019,2176,666,818,607,202,12252,907,1315,639,544,1199,374,579,483,87,6127,165,286,120,118,243,84,145,112,19,1295,17,24,9,6,7,8,9,5,10,90,0,0,0,0,0,0,0,0,0,4,8781,18680,5890,5404,9472,4609,3788,3362,1113,61102
SED10072,20,66,138,164,101,457,40,212,23,1220,201,772,504,636,493,741,178,509,94,4121,1520,4806,1535,1308,1681,954,531,1068,322,13726,1931,3194,1097,780,1511,665,453,606,214,10453,1462,1930,811,638,1476,562,517,522,156,8071,803,1112,612,503,1045,420,477,510,86,5571,211,329,162,121,256,107,133,160,32,1510,22,41,21,11,18,15,12,27,7,175,0,4,0,0,3,0,0,0,4,13,6176,12256,4880,4167,6584,3909,2336,3614,933,44863
SED10073,22,129,99,220,113,525,42,220,17,1383,208,1119,456,715,636,751,129,314,85,4406,1682,6649,1352,1012,1840,934,315,519,306,14600,2379,5500,1085,715,1688,645,300,378,236,12930,1656,2899,738,594,1310,405,243,442,127,8413,989,1798,665,473,1045,396,314,466,91,6254,211,533,155,123,308,100,106,183,40,1761,18,62,16,7,34,12,6,10,4,178,0,5,0,0,0,0,0,0,0,13,7167,18687,4578,3859,6972,3771,1457,2527,909,49942
SED10074,17,93,199,222,95,546,64,323,24,1591,154,667,443,518,435,461,313,306,79,3381,975,3363,934,778,1092,590,683,554,219,9187,1831,4019,1012,717,1622,478,552,428,208,10862,1355,2209,820,713,1322,418,530,486,118,7969,701,1201,604,494,1073,279,455,444,82,5339,155,360,153,107,309,92,133,135,21,1461,17,41,12,9,27,5,8,8,10,129,3,0,0,0,0,0,0,0,0,14,5197,11956,4178,3553,5978,2872,2747,2690,758,39924
SED10075,37,44,507,366,120,824,120,581,47,2646,158,346,909,747,390,482,205,442,72,3752,693,1804,1614,1231,980,564,560,637,134,8215,1086,1769,1349,1122,1305,568,724,642,157,8732,1088,1392,1176,1107,1342,616,841,799,142,8509,641,900,854,804,924,446,675,763,101,6111,131,242,133,122,181,100,136,146,32,1225,22,21,10,9,12,8,9,10,18,108,0,0,0,0,0,0,0,0,3,6,3855,6514,6554,5516,5264,3606,3274,4022,700,39301
SED10076,40,30,321,303,61,592,48,395,44,1832,95,150,566,473,164,301,87,304,37,2181,528,1088,1269,900,516,438,208,535,74,5562,816,1170,1040,817,599,406,266,532,86,5735,888,1133,874,934,762,458,355,700,81,6183,779,1049,707,862,797,465,362,635,80,5745,258,312,166,141,248,132,90,159,32,1542,47,33,9,16,37,21,8,18,9,192,0,4,0,0,5,0,0,0,7,14,3454,4973,4956,4446,3186,2803,1417,3284,457,28984
SED10077,26,134,117,174,136,389,35,191,23,1216,252,1330,696,1223,725,1022,255,1171,177,6843,1583,6253,1539,1558,1790,1192,649,1421,449,16430,1714,3833,917,673,1395,570,358,543,241,10252,1422,2372,703,604,1259,433,321,499,168,7785,953,1685,564,393,1013,405,334,500,107,5952,241,537,124,110,295,94,89,131,19,1650,33,86,15,9,41,18,4,21,6,235,8,11,3,0,7,0,0,0,4,29,6233,16250,4678,4741,6644,4119,2052,4473,1200,50390
SED10078,20,80,90,183,92,343,28,203,12,1056,187,890,376,685,530,523,129,300,37,3654,1650,5952,1148,1072,1541,740,303,540,227,13175,2121,4448,818,601,1119,451,257,404,159,10381,1844,3112,662,491,1164,388,220,333,104,8312,865,1962,525,371,810,254,271,380,62,5495,165,534,112,85,195,70,81,104,28,1362,21,41,4,0,25,8,4,13,3,126,0,0,0,0,0,5,0,0,4,15,6875,17021,3743,3487,5474,2776,1291,2282,633,43566
SED10079,36,35,355,336,58,702,85,476,30,2107,105,261,645,599,248,402,149,375,43,2828,416,1164,1182,830,660,384,329,550,95,5617,863,1368,1063,739,818,411,427,451,84,6224,1024,1334,1020,925,1102,448,539,637,108,7135,673,1005,812,768,922,455,507,623,82,5836,135,259,133,119,214,112,113,137,29,1246,22,27,14,9,18,5,10,15,11,138,0,3,0,0,0,4,0,0,4,12,3273,5448,5222,4327,4030,2925,2155,3268,481,31136
SED10080,15,49,41,137,52,173,13,81,16,577,283,1453,404,828,550,537,117,348,109,4622,3090,9177,1675,1769,1845,1305,431,1206,425,20926,3566,5428,851,841,1235,638,207,575,274,13620,2277,3002,375,441,886,446,99,244,128,7891,1495,2085,248,270,663,302,86,180,91,5416,506,988,75,73,290,111,24,68,54,2199,117,172,13,8,41,24,0,9,17,402,9,19,0,3,8,6,0,0,0,36,11352,22379,3682,4376,5570,3543,982,2711,1114,55695
SED10081,52,44,417,410,94,804,77,589,50,2548,142,317,622,485,247,349,207,514,48,2927,652,1562,1298,994,716,529,648,1171,125,7699,1059,1491,1002,849,799,449,622,895,94,7253,1234,1302,809,873,931,482,648,807,102,7183,1130,1018,651,676,910,391,649,798,95,6308,665,324,210,158,284,111,218,220,38,2228,169,31,28,12,38,21,25,21,28,376,12,0,0,0,0,0,3,0,12,34,5118,6081,5036,4460,4018,3133,3093,5020,601,36558
SED10082,36,57,364,470,75,830,140,535,36,2549,134,373,572,620,278,416,123,295,38,2845,612,1699,908,640,578,315,128,281,91,5257,1375,2442,980,669,964,374,161,303,118,7383,1697,2425,953,858,1270,500,228,406,121,8460,1110,1783,722,667,1118,423,285,435,79,6623,301,550,192,141,299,134,92,139,30,1878,62,73,12,13,38,14,7,5,13,239,5,5,0,0,0,0,0,0,10,21,5332,9401,4703,4070,4626,3011,1159,2411,535,35250
SED10083,36,36,293,321,54,703,112,570,34,2155,123,286,612,573,246,443,157,403,53,2892,632,1592,1286,891,795,464,325,541,123,6650,1117,1819,1138,818,993,474,366,507,123,7352,1069,1478,945,892,1051,498,453,645,122,7168,725,1059,724,716,991,412,504,619,79,5833,180,317,156,163,252,119,124,139,26,1477,19,32,14,3,29,13,13,15,10,153,3,0,0,0,0,0,0,0,3,17,3912,6617,5172,4379,4425,3136,2053,3434,569,33688
SED10084,35,28,280,492,78,767,66,531,51,2329,109,201,565,571,238,416,89,358,42,2583,546,1352,1169,780,588,437,235,518,112,5749,1112,1832,1154,871,863,385,272,582,146,7221,1105,1653,1107,990,948,562,361,680,137,7540,877,1233,813,962,969,545,443,749,93,6678,265,405,209,190,281,164,145,226,48,1933,64,34,10,8,26,14,14,12,31,215,8,4,0,9,3,0,0,5,9,32,4126,6750,5294,4859,3995,3294,1635,3649,677,34278
SED10085,53,29,436,497,72,644,83,598,49,2460,128,207,730,585,230,292,241,507,54,2981,632,1045,1552,760,613,393,938,909,111,6960,887,1027,1305,703,766,380,1207,731,133,7138,1109,979,1209,777,918,439,1344,852,168,7797,1116,816,877,579,781,340,1057,764,107,6435,624,242,181,129,227,88,273,233,40,2040,237,33,17,8,33,7,38,30,24,428,33,0,3,0,0,0,0,8,8,52,4817,4370,6317,4042,3639,2589,5183,4628,688,36276
SED10086,48,95,59,256,79,300,33,98,12,969,270,914,177,442,418,342,53,90,56,2766,2530,5993,854,735,1112,866,180,297,279,12856,2799,4170,471,406,785,536,62,164,233,9618,2384,3225,364,329,755,488,55,125,194,7912,1421,2206,200,298,662,298,71,138,123,5418,601,1186,87,92,364,189,31,62,107,2720,184,289,16,15,96,59,5,10,40,720,20,32,0,0,8,14,0,0,11,86,10247,18106,2226,2567,4289,3103,485,988,1051,43053
SED10087,59,68,594,614,119,908,61,521,49,2995,170,422,936,1029,296,564,177,541,77,4207,818,2207,1557,1306,780,589,420,827,150,8652,1161,1930,1083,910,881,476,465,809,136,7857,1260,1587,851,824,1026,432,501,720,139,7338,1030,1146,683,714,983,386,603,696,93,6347,520,333,194,147,236,109,184,208,44,1976,144,28,22,7,27,18,16,35,22,319,26,0,0,0,5,0,3,0,5,45,5178,7724,5922,5552,4360,3483,2431,4361,714,39727
SED10088,34,120,314,441,104,720,134,415,24,2309,218,659,680,774,377,558,162,298,47,3770,1113,2306,1281,880,801,603,254,434,140,7808,2458,3199,1072,719,1125,561,235,404,144,9908,2583,3099,1042,811,1525,612,344,491,136,10651,1278,1729,707,524,1215,481,375,477,105,6891,257,495,172,150,329,143,119,152,23,1830,24,70,31,19,57,29,11,12,11,262,7,7,0,0,0,3,0,0,6,19,7972,11682,5298,4314,5534,3706,1630,2680,630,43441
SED10089,38,107,284,517,116,1028,106,669,30,2882,215,723,744,1282,487,875,247,628,74,5276,819,3115,1658,1347,1075,720,591,690,137,10145,1100,2814,1203,985,1097,446,515,603,132,8906,1049,1942,974,882,1205,425,574,662,118,7826,549,1158,668,720,879,322,523,596,77,5494,114,320,120,122,203,73,127,149,15,1235,14,28,13,4,23,13,8,17,10,133,0,6,0,0,0,3,0,0,7,9,3900,10212,5658,5852,5075,3896,2681,4020,607,41902
SED10090,28,154,76,302,92,411,44,193,14,1305,183,983,244,543,449,418,80,160,52,3115,1500,4500,672,650,912,605,121,249,165,9379,3056,5326,610,464,1238,593,111,177,210,11785,2808,4004,476,400,1248,477,122,178,151,9856,1553,2338,326,350,832,318,129,209,87,6143,442,886,118,82,384,122,49,87,53,2227,71,135,15,13,56,18,5,20,17,344,6,5,0,0,0,0,0,0,7,34,9649,18331,2537,2798,5210,2978,668,1268,755,44189
SED10091,45,55,649,403,112,665,99,577,45,2653,159,303,863,619,330,398,205,432,68,3388,767,1409,1717,803,901,514,560,593,123,7381,1378,1585,1302,726,1113,445,671,581,151,7951,1595,1640,1288,839,1321,561,743,699,135,8822,1125,1252,828,587,1086,457,631,586,104,6652,435,542,236,130,317,167,181,167,43,2218,97,86,30,9,37,31,23,17,19,348,9,4,0,6,3,0,0,0,4,21,5611,6867,6902,4119,5224,3240,3125,3649,695,39430
SED10092,29,44,276,315,109,568,70,416,36,1870,223,890,749,1141,536,725,209,480,90,5048,922,3401,1486,1239,1065,640,524,679,167,10128,995,2006,936,755,865,398,509,565,114,7135,951,1551,802,779,1071,397,533,632,134,6852,675,1077,692,605,843,306,486,680,89,5441,146,288,118,114,193,65,89,160,19,1199,20,36,6,6,5,11,4,11,9,115,3,0,0,0,0,4,0,0,3,14,3968,9297,5061,4957,4696,3121,2427,3630,655,37816
SED10093,44,33,380,333,81,846,135,585,49,2482,150,263,700,746,279,490,209,477,58,3375,627,1347,1393,1124,876,572,513,765,114,7327,1026,1431,1076,948,1002,459,562,705,135,7342,986,1271,943,1069,1103,549,708,711,143,7480,642,782,695,762,877,405,579,649,81,5466,158,230,142,148,205,120,108,115,28,1256,38,23,8,4,20,8,4,16,19,142,0,0,0,0,0,0,0,0,9,12,3668,5382,5329,5130,4450,3452,2819,4018,631,34873
SED19494,4,0,10,29,4,34,4,31,0,123,12,21,36,53,13,34,15,55,5,245,54,192,92,96,58,44,83,175,12,809,60,104,62,60,46,25,63,54,22,492,46,86,36,58,58,23,38,61,13,412,46,64,41,31,50,10,37,40,14,338,7,31,9,3,7,5,9,8,4,86,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,234,500,279,334,236,171,253,419,77,2511
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
