SA2_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
101031016,0,0,19,4,40,4,72,0,0,0,0,3,0,7,7,0,5,4,27,0,36,6,0,13,21,44,0,83,3,0,17,16,226,0,262,0,0,0,3,20,6,27,0,0,12,6,43,0,64,16,4,77,43,187,8,328,0,0,10,9,38,4,60,0,0,7,4,7,0,23,0,0,3,0,0,0,18,0,0,8,4,23,3,40,17,0,34,10,10,3,73,3,0,5,5,15,4,34,12,4,27,30,44,3,111,13,3,33,13,18,3,86,5,7,16,9,7,0,39,6,8,42,13,108,7,189,0,0,6,0,51,0,57,3,0,8,7,42,15,75,96,27,350,196,960,63,1684,4,0,8,8,11,0,36,0,0,0,0,0,0,0,0,0,10,0,9,6,24,0,0,4,0,6,0,15,5,0,12,9,20,0,41,0,0,4,0,4,3,18,0,5,27,27,43,7,111,15,7,100,59
101041017,0,0,3,3,8,0,13,0,0,0,0,0,0,4,0,0,0,8,27,0,38,0,0,0,0,8,0,15,0,0,10,10,220,10,251,0,0,0,3,15,0,18,0,0,0,3,58,4,69,0,0,17,12,42,3,70,0,0,0,0,22,3,30,0,0,0,3,8,0,10,3,0,5,4,0,0,18,0,0,0,4,8,0,9,8,3,21,4,11,0,48,0,0,4,10,29,0,41,6,4,17,28,41,3,101,7,6,14,5,5,0,34,8,0,14,14,31,5,70,0,0,3,0,5,0,4,0,0,0,4,44,0,46,0,0,3,3,26,11,39,33,16,119,108,611,41,936,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,0,4,0,0,0,9,28,0,32,0,0,4,0,3,0,5,6,4,10,13,74,11,117,5,0,8,24
101041018,0,0,0,0,6,0,9,0,0,4,0,7,0,6,0,0,4,8,33,3,53,0,0,4,8,8,4,25,5,0,11,21,201,8,240,0,0,0,5,14,0,19,0,0,9,15,60,4,88,3,0,5,11,39,0,58,0,0,0,4,22,0,31,0,0,3,0,6,4,11,0,0,0,5,3,0,11,0,0,7,6,15,0,21,9,0,20,8,10,0,56,0,0,3,13,22,3,45,9,13,21,41,43,0,118,13,8,27,9,15,0,65,16,6,43,10,27,8,108,0,0,0,0,3,0,5,7,3,3,7,40,0,57,0,0,9,0,30,9,46,75,29,167,153,607,53,1084,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,9,11,0,20,0,0,0,0,0,0,0,0,0,11,18,18,0,40,0,0,0,0,8,0,12,0,0,5,22,60,5,96,0,0,18,12
101041019,0,0,12,4,23,0,46,0,0,3,0,0,0,9,0,0,15,14,82,0,109,0,0,8,5,36,0,52,0,0,12,13,168,9,207,3,0,0,4,13,0,25,0,0,7,4,45,4,62,0,0,11,8,42,0,61,0,0,6,4,22,6,34,0,3,4,0,0,0,9,0,0,0,3,0,0,9,0,0,3,6,6,0,9,15,5,27,12,13,0,71,0,0,7,5,19,0,34,7,3,25,21,42,0,99,13,10,42,4,10,0,81,21,10,57,16,44,3,152,0,0,3,3,6,0,14,6,0,4,7,55,0,68,4,0,4,0,19,10,38,82,29,246,142,651,39,1193,0,0,6,3,3,0,17,0,0,0,0,0,0,0,0,0,10,4,45,0,71,0,0,0,0,0,0,3,0,0,5,0,8,0,22,0,0,0,3,6,0,10,6,0,21,8,57,3,92,0,0,8,8
101041020,9,0,28,37,139,13,226,0,0,0,4,4,0,10,3,4,6,14,98,12,133,0,0,0,8,18,0,26,4,0,19,15,250,11,291,0,0,7,4,24,0,37,0,0,11,7,39,0,59,0,0,0,11,24,5,44,0,0,3,8,33,4,50,0,0,4,0,0,0,3,0,0,6,3,0,0,16,0,0,0,0,3,0,3,5,5,22,8,18,0,59,0,0,5,9,23,0,40,11,4,24,20,32,4,88,12,10,25,3,14,0,63,16,6,28,20,24,3,97,4,0,4,0,3,0,19,0,0,0,4,43,0,55,0,0,5,13,33,8,64,61,38,199,183,840,57,1377,9,4,42,23,47,6,133,0,0,0,0,0,0,0,4,3,12,4,22,3,48,0,0,0,0,3,0,4,4,0,7,10,18,6,39,0,0,0,4,9,0,19,3,0,22,24,55,0,103,0,0,15,8
101041021,6,0,6,0,8,0,10,0,0,0,0,0,0,6,0,0,3,0,13,0,20,0,0,0,5,4,0,12,0,0,13,10,115,4,145,0,0,0,0,0,0,0,0,0,8,0,12,0,22,0,0,8,10,14,0,27,0,0,0,3,12,0,16,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,3,7,0,10,7,6,0,33,0,0,5,0,15,0,19,9,0,11,15,21,4,55,10,9,27,0,7,0,53,4,10,17,7,12,0,52,0,0,0,0,3,0,7,0,0,0,0,21,0,22,0,0,7,3,11,0,25,41,15,124,66,278,14,545,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,3,8,7,6,21,0,0,0,0,0,0,6,0,0,8,0,18,3,34,0,3,4,4
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,26,5,31,0,0,0,0,0,0,0,0,0,0,8,17,5,30,0,0,3,0,0,0,10,0,0,0,0,51,0,56,0,0,4,0,10,0,15,0,0,0,4,13,0,20,0,0,10,5,20,0,32,0,0,3,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,4,0,3,0,3,0,21,0,0,0,0,3,0,9,5,0,4,4,19,0,32,0,0,5,0,0,0,8,0,0,3,4,5,0,15,0,0,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,0,18,4,22,15,0,43,35,236,21,347,0,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,6,0,0,0,10,26,0,37,0,0,6,4
101041024,0,0,7,9,24,0,39,0,0,0,0,3,0,4,0,0,0,0,19,0,23,0,0,0,0,4,0,8,0,0,3,5,109,0,120,0,0,0,0,10,0,5,0,0,0,3,23,0,25,0,0,0,5,12,0,18,0,0,3,0,18,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,6,11,0,12,4,0,0,28,3,0,3,4,13,0,20,5,0,11,9,25,0,45,4,0,12,0,9,0,20,7,0,3,3,6,0,23,0,0,0,0,4,0,9,0,0,0,3,23,0,32,0,0,0,0,20,12,26,32,10,61,53,324,21,500,0,0,3,4,10,0,22,0,0,0,0,0,0,0,0,0,0,6,4,0,10,0,0,0,0,0,0,0,0,0,0,4,10,0,14,0,0,0,0,0,0,3,0,4,5,11,23,4,42,0,0,9,7
101041025,3,0,9,6,39,3,64,0,0,0,0,6,0,6,0,0,21,7,103,3,134,0,0,5,0,20,0,28,0,0,14,9,290,5,323,0,0,3,5,20,0,35,5,0,17,13,73,0,111,3,4,22,27,99,0,155,0,0,9,9,32,3,50,0,0,0,3,8,0,15,0,0,9,7,3,0,18,0,0,3,5,10,0,22,14,7,45,11,17,6,100,4,0,4,7,49,0,64,10,4,38,27,45,3,123,20,17,41,5,21,3,106,25,6,68,20,35,0,148,0,0,10,6,18,0,37,3,0,0,3,44,0,54,3,0,7,5,32,3,46,92,50,322,179,967,48,1648,0,0,3,3,12,0,20,0,0,0,0,0,0,0,0,9,11,11,18,7,55,0,0,3,0,0,0,8,3,0,0,11,16,4,34,0,0,3,0,9,0,11,5,5,30,21,83,6,150,3,5,27,31
101041026,0,0,8,0,23,0,35,0,0,0,0,11,0,11,0,0,3,4,37,0,42,0,0,0,5,27,0,29,0,0,11,17,212,4,247,0,0,0,0,9,0,16,0,4,3,10,49,4,71,0,0,9,4,41,5,55,3,0,0,11,30,3,44,0,0,0,3,4,0,11,0,0,0,0,3,0,7,0,0,0,0,3,0,14,6,5,28,11,19,0,74,0,0,3,7,23,0,41,8,9,17,20,69,0,122,4,4,34,4,11,0,62,17,0,30,14,25,0,92,0,0,7,6,12,0,25,0,0,7,4,32,0,38,0,0,11,5,37,4,59,55,27,177,121,686,44,1106,0,0,5,6,0,0,15,0,0,0,0,0,0,0,0,0,3,3,10,0,13,0,0,3,3,3,0,7,0,0,3,4,12,0,24,0,0,0,0,3,0,10,4,0,16,12,42,3,84,0,0,3,19
