SA2_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
101041022,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,32,0,0,0,5,43
101041023,0,0,0,0,..,5,0,5,0,5,..,5,0,3,0,3,..,0,0,0,0,0,..,17,0,17,0,17,..,98,17,112,0,113,..,10,0,10,304,315,2998,103,17,117,309,3425
101041024,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,0,27,..,83,8,85,0,85,..,12,0,12,350,365,3072,95,8,97,350,3525
101041025,0,0,0,0,..,27,6,35,0,35,..,0,0,0,0,0,..,9,0,4,0,4,..,74,3,84,0,85,..,401,28,431,0,433,..,25,0,30,578,603,10475,427,32,457,579,11513
101041026,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,15,7,20,0,20,..,53,0,51,0,51,..,204,18,218,0,219,..,17,0,17,696,705,7665,219,18,237,696,8600
101041027,0,0,0,0,..,9,0,3,0,3,..,3,0,3,0,3,..,8,6,15,0,15,..,61,9,71,3,73,..,318,45,368,24,386,..,20,0,20,696,722,8780,344,45,385,721,9888
101051539,3,15,0,15,..,34,12,43,0,40,..,12,0,13,0,13,..,23,4,23,0,27,..,220,41,255,4,264,..,1396,234,1623,29,1648,..,86,17,103,1777,1879,21034,1483,242,1728,1809,24565
101051540,0,4,0,4,..,7,0,8,0,8,..,4,0,4,0,4,..,4,0,4,0,4,..,103,8,113,5,109,..,440,38,481,9,490,..,29,5,33,1105,1135,12212,463,42,508,1111,13839
101061541,0,0,0,0,..,4,4,6,0,6,..,0,0,0,0,0,..,13,8,20,0,20,..,49,10,54,0,58,..,240,32,273,5,279,..,23,0,25,316,332,6149,260,38,300,318,6763
101061542,0,5,0,5,..,14,0,14,0,14,..,7,0,7,0,7,..,0,3,7,0,7,..,66,4,72,3,77,..,441,46,484,7,488,..,13,0,12,680,698,11529,453,46,496,685,12713
101061543,0,5,0,5,..,4,6,8,0,8,..,8,0,8,0,8,..,9,3,13,0,13,..,66,10,76,0,80,..,621,135,755,10,773,..,35,0,33,654,691,9544,657,134,793,669,11004
101061544,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,44,3,41,0,41,..,199,25,222,0,224,..,20,4,22,644,665,6787,218,25,248,646,7677
102011028,0,0,0,0,..,8,0,11,0,11,..,5,0,5,0,5,..,0,0,0,0,0,..,55,0,57,0,57,..,347,15,365,5,373,..,13,6,21,230,251,6894,365,24,385,235,7513
102011029,0,0,0,0,..,7,0,7,0,7,..,6,0,11,0,11,..,9,0,9,0,10,..,94,9,104,3,108,..,465,38,496,8,507,..,27,4,30,380,411,10127,489,39,530,390,11042
102011030,0,0,0,0,..,5,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,104,5,111,0,108,..,369,45,416,3,423,..,5,0,6,386,396,3908,374,51,421,387,4716
102011031,0,17,0,17,..,27,3,32,0,32,..,10,0,12,0,12,..,37,14,46,0,46,..,140,24,158,8,168,..,1062,156,1213,19,1235,..,101,4,103,796,902,12628,1157,159,1319,815,14758
102011032,0,36,6,39,..,66,29,97,0,97,..,12,3,13,0,13,..,40,9,49,0,49,..,345,47,388,10,400,..,3026,410,3442,36,3480,..,76,13,91,1112,1201,16526,3106,426,3531,1152,21204
102011033,0,7,0,7,..,21,7,21,0,21,..,6,0,6,0,6,..,3,0,3,0,3,..,76,13,91,0,90,..,595,93,695,3,698,..,15,4,17,190,210,5575,615,96,710,196,6485
102011034,0,3,0,3,..,8,0,9,0,9,..,0,0,0,0,0,..,0,0,5,0,5,..,65,8,69,0,70,..,337,27,361,4,365,..,12,0,13,341,356,6898,348,28,378,342,7615
102011035,0,15,0,15,..,25,4,30,0,30,..,4,0,4,0,4,..,16,0,17,0,16,..,91,15,108,0,110,..,709,90,801,11,810,..,22,0,26,161,186,6160,735,91,821,170,7157
102011036,0,0,0,0,..,11,3,12,0,16,..,0,0,0,0,0,..,10,0,9,0,9,..,129,9,140,3,146,..,520,51,568,14,577,..,15,8,18,183,204,7421,536,54,592,190,8205
102011037,0,8,0,8,..,15,0,15,0,15,..,0,0,0,0,0,..,27,17,37,0,37,..,87,4,91,5,94,..,589,92,682,10,690,..,26,0,25,226,249,5624,616,90,704,234,6571
102011038,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,40,5,41,0,45,..,221,16,236,0,237,..,14,0,17,239,257,6672,233,17,253,239,7160
102011039,0,9,0,9,..,16,6,19,0,19,..,13,5,17,0,17,..,16,0,14,0,14,..,158,19,181,0,186,..,959,102,1064,5,1068,..,40,3,42,624,663,13120,1000,100,1102,629,14849
102011040,0,12,0,12,..,76,12,90,0,90,..,27,0,25,0,25,..,11,0,12,0,16,..,290,25,315,15,329,..,1438,179,1613,34,1648,..,73,20,86,1347,1431,21615,1509,195,1708,1377,24697
102011041,0,4,0,4,..,13,5,16,0,16,..,3,0,3,0,3,..,8,0,8,0,8,..,71,3,77,0,82,..,480,39,518,6,526,..,20,0,19,361,380,9770,502,35,539,365,10675
102011042,0,6,0,6,..,40,10,55,0,55,..,4,0,5,0,5,..,18,6,20,0,20,..,172,24,191,10,203,..,1041,203,1243,21,1260,..,55,9,64,769,830,12254,1094,212,1307,787,14346
102011043,0,7,0,7,..,39,0,37,4,39,..,4,0,4,0,4,..,25,0,25,0,26,..,145,20,163,5,168,..,971,123,1090,8,1097,..,44,9,49,549,602,9726,1008,126,1138,563,11423
102021044,0,0,0,0,..,19,0,23,0,23,..,4,0,4,0,4,..,8,0,8,0,8,..,133,22,158,5,163,..,735,112,852,17,869,..,63,8,72,1353,1424,20537,799,121,919,1370,22825
102021045,0,0,0,0,..,13,4,13,0,13,..,6,0,6,0,6,..,8,3,8,0,8,..,105,6,114,0,115,..,464,41,498,0,503,..,47,3,49,462,510,10273,505,42,551,465,11290
102021046,0,0,0,0,..,17,4,18,0,18,..,0,0,0,0,0,..,8,0,7,0,7,..,65,6,74,5,72,..,240,24,264,7,269,..,29,0,33,539,572,8889,270,27,295,549,9728
102021047,0,0,0,0,..,18,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,135,15,150,0,157,..,615,67,684,4,683,..,44,4,47,515,556,14764,654,67,727,518,16006
102021048,0,13,0,13,..,49,14,69,0,69,..,8,0,5,0,5,..,15,6,24,0,24,..,273,32,305,6,312,..,1051,173,1226,18,1244,..,65,8,70,1556,1630,19491,1119,179,1299,1572,22362
102021049,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,44,0,45,0,45,..,96,4,100,6,106,..,3,0,3,144,145,3167,96,4,105,146,3420
102021050,0,0,0,0,..,11,5,15,0,15,..,5,0,5,0,5,..,3,0,5,0,5,..,66,4,71,3,72,..,250,24,274,5,283,..,28,0,34,542,578,10098,284,23,308,550,10960
102021051,0,5,0,5,..,3,4,6,0,6,..,0,0,0,0,0,..,13,4,17,0,16,..,41,12,52,0,54,..,329,32,362,4,367,..,15,0,14,175,192,4370,341,37,380,179,4928
102021052,0,0,0,0,..,0,0,0,0,0,..,0,3,4,0,4,..,4,0,4,0,4,..,58,7,65,0,65,..,214,28,241,3,244,..,17,3,28,279,304,5944,238,25,270,281,6492
102021053,0,7,0,7,..,16,9,23,0,23,..,9,0,9,0,13,..,22,4,30,0,30,..,141,18,157,3,159,..,978,174,1147,20,1165,..,49,0,53,1011,1068,13609,1033,176,1206,1028,15839
102021054,0,0,0,0,..,6,3,11,0,11,..,4,0,4,0,4,..,15,5,20,0,20,..,64,5,72,0,75,..,318,47,367,4,372,..,40,0,42,576,619,8913,361,48,406,584,9909
102021055,0,6,0,6,..,15,4,22,0,22,..,4,0,4,0,4,..,20,5,15,0,15,..,53,4,59,4,62,..,492,85,577,7,585,..,22,4,22,191,211,4432,517,84,601,194,5229
102021056,3,21,0,21,..,46,6,53,0,54,..,15,0,15,0,15,..,29,13,32,0,32,..,335,49,383,10,398,..,1823,218,2042,34,2072,..,58,7,60,885,949,17032,1881,222,2105,920,20051
102021057,0,11,0,11,..,16,5,22,0,22,..,5,0,5,0,5,..,22,5,32,0,32,..,119,7,132,0,132,..,746,139,884,6,889,..,26,6,31,634,665,7575,770,142,914,638,9120
103011059,4,19,0,19,..,11,6,14,0,14,..,0,0,0,0,0,..,17,4,20,0,20,..,85,13,98,0,99,..,557,66,621,7,630,..,24,0,26,534,556,11147,578,64,647,537,12330
103011060,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,36,4,36,0,40,..,116,10,122,3,125,..,15,0,15,596,608,6181,126,10,137,594,6909
103011061,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,51,8,62,0,61,..,213,34,245,7,250,..,12,0,17,632,644,3940,225,35,258,634,4834
103011612,0,31,0,29,..,19,9,33,0,33,..,0,0,0,0,0,..,26,7,35,0,35,..,107,12,119,3,119,..,799,108,912,17,931,..,22,0,23,1283,1300,8513,823,112,938,1303,10752
103011613,0,15,0,15,..,12,11,18,0,18,..,0,0,0,0,0,..,19,0,20,0,20,..,120,9,135,3,140,..,628,58,686,9,698,..,27,4,28,584,612,13002,656,61,715,593,14313
103021062,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,38,0,38,0,38,..,194,22,214,3,219,..,15,0,21,751,766,5383,210,20,235,750,6372
103021063,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,5,0,5,..,124,25,153,5,160,..,328,63,387,8,400,..,32,4,32,598,629,8245,363,63,425,605,9273
103021064,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,32,0,31,0,31,..,129,14,138,8,145,..,10,0,10,575,589,4982,145,14,158,577,5716
103021065,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,22,0,23,..,188,21,209,0,215,..,20,0,20,881,897,8907,205,21,227,885,10020
103021066,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,11,0,13,..,49,0,51,0,55,..,9,0,9,244,255,3287,58,0,64,245,3597
103021067,0,0,0,0,..,5,3,12,0,8,..,5,0,5,0,5,..,10,5,13,0,13,..,81,11,88,0,93,..,382,43,422,8,430,..,21,4,27,682,709,9779,408,45,451,688,10919
103021068,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,12,..,56,10,62,0,66,..,10,0,10,307,322,2875,67,10,74,310,3262
103021069,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,3,5,0,5,..,26,3,29,0,30,..,124,17,144,4,151,..,8,0,8,490,502,4873,131,17,156,496,5525
103031070,0,11,0,7,..,19,8,33,0,33,..,5,0,5,0,5,..,19,4,24,0,24,..,107,5,104,3,113,..,524,81,604,5,605,..,36,7,44,1026,1073,10707,561,83,647,1037,12385
103031071,0,3,0,3,..,11,5,19,0,19,..,0,0,0,0,0,..,0,0,4,0,4,..,58,4,65,0,65,..,263,32,295,3,295,..,29,0,29,642,672,7484,289,28,318,645,8448
103031072,0,4,0,4,..,17,0,23,0,23,..,0,0,0,0,0,..,14,4,16,0,16,..,79,23,98,3,106,..,465,60,528,8,541,..,48,0,47,674,721,11305,509,64,580,681,12563
103031073,0,0,0,0,..,0,3,4,0,4,..,0,0,0,0,0,..,6,5,6,0,6,..,21,0,21,0,21,..,80,11,97,0,98,..,10,0,10,344,349,2952,93,11,98,347,3398
103031074,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,7,0,7,..,75,4,80,0,80,..,245,13,252,3,256,..,13,0,13,976,993,9822,258,13,265,978,11072
103031075,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
103041076,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,3,0,3,..,20,0,22,0,24,..,107,16,120,0,121,..,13,0,9,457,468,6927,116,10,129,458,7517
103041077,0,18,0,18,..,22,12,35,0,35,..,0,0,0,0,0,..,17,4,21,0,21,..,186,26,205,9,218,..,1026,136,1164,21,1183,..,48,13,65,1195,1260,16592,1078,148,1224,1214,19023
103041078,0,38,0,38,..,20,14,42,0,42,..,15,4,21,0,21,..,25,10,33,0,35,..,279,42,318,14,332,..,1664,220,1886,31,1918,..,62,6,73,983,1045,19929,1728,227,1951,1009,22895
103041079,0,6,0,6,..,4,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,44,5,46,0,49,..,207,25,227,0,235,..,16,0,16,723,741,10854,222,25,242,729,11830
104011080,0,3,0,3,..,11,3,14,0,13,..,0,0,0,0,0,..,12,4,18,0,23,..,145,13,159,0,159,..,523,61,588,5,591,..,60,10,72,1165,1243,17425,582,72,658,1173,19255
104011081,0,0,0,0,..,10,0,13,0,13,..,4,0,4,0,4,..,11,0,11,0,11,..,94,10,107,0,107,..,313,30,344,6,358,..,26,0,29,2224,2255,14271,340,30,373,2233,16875
104011082,0,0,0,0,..,23,5,25,0,25,..,7,0,7,0,7,..,0,0,0,0,0,..,118,7,126,5,127,..,494,38,531,8,538,..,34,3,34,995,1035,15957,524,38,569,1001,17533
104021083,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,73,9,80,0,85,..,262,16,284,4,287,..,17,0,18,494,511,5366,283,17,296,495,6168
104021084,0,0,0,0,..,28,5,30,0,30,..,4,0,4,0,4,..,18,7,28,0,28,..,623,307,931,12,944,..,1514,442,1955,24,1976,..,76,17,92,1111,1202,14915,1588,459,2044,1134,18099
104021085,0,7,0,7,..,11,0,11,0,11,..,0,0,0,0,0,..,15,5,17,0,17,..,477,303,779,28,804,..,1013,384,1407,29,1434,..,43,9,57,933,990,8881,1064,401,1459,962,11305
104021086,0,0,0,0,..,6,3,10,0,10,..,0,0,0,0,0,..,5,0,0,0,0,..,48,6,52,0,52,..,148,24,174,6,179,..,6,0,6,273,283,3490,159,24,183,281,3950
104021087,0,0,0,0,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,24,0,26,..,83,13,95,0,96,..,8,0,9,299,304,2846,88,12,103,301,3250
104021088,0,4,0,4,..,11,0,11,0,11,..,0,0,0,0,0,..,6,0,5,0,5,..,91,13,96,0,102,..,523,64,584,8,592,..,31,0,31,325,351,9308,553,64,622,331,10262
104021089,0,3,0,3,..,24,7,32,0,32,..,4,0,4,0,4,..,20,0,20,0,20,..,177,33,215,9,226,..,770,99,872,16,892,..,56,5,63,969,1032,18140,832,104,935,981,20066
104021090,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,41,5,44,0,44,..,120,12,131,0,131,..,16,0,16,309,328,4453,133,13,146,317,4907
104021091,0,4,0,4,..,16,4,19,0,19,..,7,0,7,0,7,..,8,7,11,0,14,..,192,39,229,5,236,..,1666,433,2106,27,2135,..,47,3,53,726,782,11552,1717,438,2161,754,14463
105011092,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,41,0,41,0,41,..,128,6,136,0,139,..,16,0,16,548,560,2723,138,6,148,550,3428
105011093,0,0,0,0,..,3,0,10,0,10,..,0,0,0,0,0,..,6,3,7,0,7,..,40,6,43,0,43,..,164,19,181,0,181,..,3,0,3,604,608,3339,167,19,184,606,4129
105011094,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,10,0,10,..,19,0,19,0,21,..,78,8,83,0,81,..,11,3,10,527,537,3309,85,4,94,524,3926
105011095,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,5,..,25,0,27,0,27,..,153,4,156,0,156,..,8,0,8,425,432,4001,154,4,161,425,4591
105011096,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,72,0,76,0,78,..,243,36,277,5,280,..,27,0,27,1400,1432,3819,265,36,299,1407,5534
105021097,4,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,12,0,12,0,12,..,118,15,133,0,130,..,533,60,593,5,596,..,51,0,52,1460,1513,15480,585,65,647,1464,17588
105021098,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,21,0,23,..,31,0,33,0,37,..,6,5,8,395,407,1845,34,8,46,402,2288
105031099,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,42,4,45,0,45,..,173,11,181,0,187,..,21,3,26,1102,1121,6608,194,12,210,1101,7921
105031100,4,16,0,18,..,3,0,4,0,4,..,0,0,0,0,0,..,4,0,6,0,6,..,127,19,137,8,145,..,710,66,773,12,788,..,37,3,39,911,951,8891,746,71,816,924,10633
105031101,8,58,4,55,..,19,4,21,0,21,..,0,0,0,0,0,..,28,13,41,0,45,..,256,21,276,3,284,..,2033,211,2244,26,2273,..,74,8,84,1444,1529,15832,2108,222,2326,1472,19628
105031102,0,5,0,5,..,17,7,21,0,21,..,0,0,0,0,0,..,6,0,13,0,13,..,144,12,157,8,168,..,708,78,787,13,800,..,40,0,38,896,931,8584,746,82,824,910,10317
105031103,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,5,15,0,19,..,50,4,52,0,51,..,11,0,11,535,549,5362,59,4,61,535,5963
105031104,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,14,..,62,3,67,5,67,..,11,0,12,504,514,3817,73,3,78,501,4398
105031105,0,0,0,0,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,29,3,26,0,32,..,108,10,121,3,123,..,22,0,22,855,885,5455,137,10,141,865,6458
105031106,0,6,0,6,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,47,5,53,0,53,..,225,28,251,3,252,..,14,0,14,1623,1635,6876,238,28,262,1629,8769
106011107,0,0,0,0,..,15,0,19,0,19,..,3,0,3,0,6,..,16,28,45,0,45,..,54,12,68,4,72,..,386,64,448,11,457,..,38,5,38,445,486,11824,425,65,489,453,12770
106011108,0,4,0,4,..,52,22,75,0,75,..,0,0,0,0,0,..,11,10,22,0,22,..,87,19,109,4,111,..,518,93,612,9,625,..,48,6,53,2603,2660,20213,567,102,664,2613,23495
106011109,0,9,0,9,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,52,0,59,4,58,..,165,13,177,5,186,..,15,0,16,463,480,8479,182,15,200,464,9145
106011110,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,16,0,17,..,79,7,90,0,91,..,31,0,34,388,417,9027,112,12,122,385,9541
106011111,0,9,0,9,..,21,3,28,0,28,..,0,0,0,0,0,..,3,12,13,0,16,..,87,14,99,5,102,..,453,64,513,7,519,..,51,4,59,926,980,19132,502,72,568,930,20631
106011112,0,3,0,3,..,36,11,42,0,43,..,0,0,0,0,0,..,31,11,45,0,45,..,104,17,114,0,114,..,605,95,701,5,705,..,47,0,53,894,943,15368,655,97,750,897,17018
106011113,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,5,24,0,24,..,86,8,94,0,93,..,9,3,15,435,446,4787,94,11,107,434,5332
106021114,0,5,0,5,..,13,0,13,0,13,..,0,0,0,0,0,..,0,3,6,0,6,..,99,12,112,0,111,..,434,60,494,5,498,..,25,0,28,328,352,7764,460,62,519,331,8611
106021116,0,0,0,0,..,9,5,10,0,10,..,0,0,0,0,0,..,0,0,7,0,7,..,47,14,63,4,70,..,226,28,253,6,258,..,9,0,9,250,262,8213,237,28,263,251,8727
106021614,0,14,0,14,..,24,10,38,0,38,..,12,0,11,0,11,..,29,14,37,0,37,..,185,33,216,6,220,..,1035,185,1215,9,1225,..,43,0,41,749,791,15963,1077,182,1261,759,17981
106021615,9,19,0,19,..,24,6,27,0,27,..,0,0,0,0,0,..,25,9,31,0,31,..,196,23,219,9,228,..,863,109,978,19,996,..,47,5,50,698,748,15988,912,118,1026,717,17730
106021616,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,5,9,0,9,..,62,3,71,3,75,..,284,40,323,4,330,..,20,0,23,428,447,7196,301,42,342,434,7976
106021617,0,0,0,0,..,15,3,18,0,18,..,0,0,0,0,0,..,6,0,8,0,8,..,65,12,80,4,77,..,261,30,287,5,289,..,13,0,13,358,370,9426,279,30,309,360,10091
106021618,0,15,0,15,..,19,4,17,0,17,..,0,0,0,0,0,..,26,16,38,0,38,..,150,27,177,12,185,..,1070,173,1240,19,1258,..,46,0,49,351,400,14236,1114,176,1295,368,15899
106031119,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,6,0,6,..,36,4,38,0,38,..,168,9,176,0,182,..,13,0,13,350,366,5903,181,9,195,353,6449
106031120,0,0,0,0,..,4,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,56,3,61,0,59,..,186,21,208,0,212,..,5,0,5,339,344,6333,195,21,213,340,6887
106031121,0,3,0,3,..,46,21,68,0,68,..,16,3,21,0,21,..,13,9,30,0,30,..,149,21,173,0,172,..,1134,132,1268,8,1279,..,74,7,81,1053,1127,19565,1209,138,1347,1056,21972
106031122,0,0,0,0,..,22,5,29,0,29,..,0,0,0,0,0,..,25,5,23,0,23,..,110,13,127,0,127,..,494,64,558,0,559,..,42,4,48,890,933,13101,536,68,602,890,14588
