SA2_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
121021403,4555,2646,2404,3509,3269,2684,1831,916,254,22057
121021404,2420,1497,800,1557,1945,1602,1171,647,148,11790
121021406,3870,2423,1458,2697,3031,2279,1714,1186,512,19158
121021577,1891,1223,2403,2243,1477,1194,884,440,180,11943
121021578,2092,1172,973,1734,1577,1236,1046,546,252,10629
121021579,2390,922,1576,2606,1330,947,902,685,510,11877
121031407,3974,3148,2184,2984,3428,2764,2057,1268,612,22433
121031408,4999,3155,2148,3415,3703,2900,2276,1368,636,24599
121031409,3531,2329,1296,2350,2664,2259,1573,850,370,17221
121031410,4555,2443,1262,2977,3224,2608,2141,1702,760,21665
121031411,3747,2474,1303,2497,2994,2440,1960,1729,1108,20251
121031412,3406,2576,1158,2257,2858,2304,1728,1247,656,18191
121041413,3036,1488,2931,3086,2698,2183,2020,1124,338,18905
121041414,2366,1413,3988,3483,2319,1733,1522,840,252,17916
121041416,1850,1393,3789,2847,2041,1928,1667,1165,500,17183
121041417,1196,1032,3027,2303,1502,1447,1111,699,124,12441
121041688,2105,1341,1470,1788,1949,1817,1577,1199,521,13763
121041689,2508,1625,1465,1859,2291,1910,1504,1016,398,14565
122011418,4481,2545,1515,2634,3587,2683,1725,1138,438,20732
122011419,3242,1890,4509,3788,2907,2643,1835,1174,458,22438
122021420,2257,1469,807,1321,1835,2107,1848,1026,375,13052
122021421,1897,1293,688,1110,1662,1652,1420,1094,422,11243
122021422,2334,1614,1159,1420,2085,2240,1682,914,234,13681
122021690,2619,1622,1165,1696,2069,1810,1685,1291,679,14634
122021691,2336,1288,1054,1508,1708,1355,967,504,152,10874
122031424,2875,1847,1263,1851,2234,1871,1254,937,414,14547
122031425,1638,977,630,1035,1244,880,755,641,261,8046
122031427,2803,1743,720,1602,2211,1572,1047,992,470,13161
122031429,3922,2267,3764,3500,3290,2383,1551,799,353,21828
122031430,3832,1888,1739,2582,2878,1837,1373,884,531,17550
122031432,670,478,242,371,607,532,437,308,140,3786
122031692,1590,1069,457,966,1372,933,884,936,453,8652
122031693,2501,1777,1576,1832,2142,1774,1262,744,370,13980
122031694,1718,1182,1236,1261,1465,1147,646,328,121,9116
122031695,2608,1721,3888,3337,2295,1841,1197,678,265,17816
122031696,3725,2272,1191,2242,2939,1959,1481,1086,278,17175
122031697,1684,1070,1273,1441,1475,1285,1159,1040,820,11241
123011433,2584,1480,1301,1650,1758,1479,1462,977,609,13295
123011698,1687,813,1172,957,807,564,298,120,31,6445
123011699,3345,1790,1910,2051,1760,1413,1063,539,148,14019
123011700,2654,1798,987,1645,1977,1126,673,310,66,11241
123011701,4388,2822,2280,2743,2879,2096,1240,481,104,19040
123011702,2778,974,2205,1633,877,569,378,106,28,9539
123021436,4729,2670,2933,2806,2333,2028,1591,777,149,20011
123021437,4294,3006,3707,3280,2431,2130,1784,1064,387,22084
123021438,4529,2648,2786,2960,2355,2618,1666,522,140,20236
123021439,0,0,0,0,0,0,0,0,0,5
123021441,3349,2012,2262,2419,1937,1884,1861,826,181,16729
123021443,4912,2671,2891,3286,2598,2426,1770,625,145,21335
123021444,4319,2806,2704,2611,2470,2783,2271,969,243,21155
123021703,4051,1517,2926,3092,1320,948,623,309,82,14868
123021704,2205,1213,1537,1759,1270,1069,727,430,327,10536
123021705,3387,2027,2247,2536,2038,2188,1474,622,196,16720
123021706,3229,1827,1811,2087,1730,1592,1182,609,126,14198
123031445,1185,765,613,717,847,732,631,358,91,5934
123031446,2675,1266,1252,1602,1412,1241,967,500,192,11112
123031447,3998,2419,2589,2229,2529,2188,1776,917,347,18987
123031448,2044,1324,1104,1236,1374,1169,1028,442,85,9808
124011449,802,392,470,624,792,1027,986,548,127,5764
124011450,3795,2223,1793,2516,2621,2425,2218,1111,277,18993
124011451,0,0,0,0,0,5,4,0,0,7
124011452,1730,1187,1225,1517,1938,2094,2224,1070,354,13348
124011453,2043,1294,1140,1460,1674,1750,1369,575,135,11445
124011454,4174,2448,2018,2757,3076,2905,2591,1360,636,21964
124011455,1075,537,471,692,821,946,1090,568,229,6428
124021456,0,0,0,0,0,0,3,0,0,8
124031457,3402,1957,2414,2264,1819,1777,1606,591,166,16004
124031459,2670,1711,1496,1878,1871,1596,1548,858,283,13914
124031460,4661,3146,2576,3011,3147,2392,1433,513,126,21002
124031461,3410,2153,2410,2528,1995,1850,1825,908,255,17326
124031462,5557,3167,4169,4007,2949,2073,1550,846,304,24625
124031463,2822,1610,1484,1813,1573,1305,886,436,107,12040
124031464,2677,2448,3558,2443,2020,1755,1474,1030,563,17966
124031465,1333,824,856,776,836,738,439,177,50,6025
124031707,3898,2289,2550,2324,2158,2011,1213,468,118,17029
124031708,3800,1513,2601,2547,1339,743,529,254,53,13388
124041466,2588,1764,2365,1745,1827,1599,1563,1213,593,15239
124041467,3106,2017,2476,1870,1865,1956,1185,601,182,15264
124041468,1200,1072,1115,1096,1075,954,652,281,54,7504
124051469,1215,951,917,831,866,1015,506,142,42,6486
124051470,4167,2498,2857,2769,2400,2712,1850,554,136,19942
124051580,2992,1668,1992,1845,1545,1314,1019,525,131,13028
124051581,3684,2127,2848,2436,2087,1808,1304,712,319,17325
125011475,0,0,0,0,4,0,0,0,0,3
125011582,3357,3257,4553,2684,1987,1736,1123,577,213,19487
125011583,1541,1916,2929,1465,945,839,503,311,132,10592
125011584,1896,1243,1475,1110,1010,1038,637,276,171,8860
125011585,1342,1121,1559,1097,1114,1125,748,346,158,8610
125011586,2915,2849,4786,3110,2413,2538,1576,732,281,21197
125011587,923,688,884,648,596,667,473,189,68,5138
125011709,1727,989,1472,1955,1427,840,580,215,43,9246
125011710,2807,1673,7962,4379,1536,1179,664,176,31,20412
125021477,4689,2859,3815,3846,3222,2905,1932,966,410,24641
125021478,3528,2145,2164,2710,2576,2475,1632,871,411,18508
125021711,2208,1466,1026,1701,1589,1463,1060,715,402,11622
125021712,4080,2044,2368,3366,2284,2147,1693,1016,252,19251
125031479,4528,3068,2930,2647,2499,2351,1564,767,494,20842
125031480,3080,2207,2186,1906,1955,1810,1417,712,473,15742
125031481,4209,3725,5143,3258,2387,2154,1462,689,230,23250
125031483,5393,3318,3564,2963,2333,2211,1488,800,308,22386
125031484,5045,3126,3865,3178,2632,2242,1546,873,413,22929
125031486,0,0,0,0,0,0,0,0,0,10
125031487,0,0,0,0,5,0,6,0,0,12
125031713,3536,1941,1824,2286,2184,1736,1724,1115,288,16645
125031714,4847,3014,4652,3610,2604,2370,1562,852,303,23806
125031715,2406,1314,1198,1803,1440,1057,871,583,222,10893
125031716,1529,962,1063,1190,887,763,495,283,132,7305
125041489,3912,2345,4850,4646,2469,2146,1444,718,349,22878
125041490,1675,943,775,1244,1190,1023,880,572,148,8451
125041491,3997,1990,4323,4054,2066,1513,1239,763,326,20275
125041493,4239,2675,3178,3348,2908,2533,1956,1384,628,22853
125041494,2408,1237,959,1741,1567,1170,1054,805,248,11199
125041588,3137,1363,1952,2932,1546,1195,942,583,282,13939
125041589,4557,2176,4825,4569,1973,1616,1029,569,251,21568
125041717,1886,1327,4383,2700,710,506,372,140,41,12062
125041718,1590,1235,2892,1946,850,630,418,225,65,9867
125041719,1492,1018,2791,1751,708,587,410,168,101,9034
126011496,4137,2694,1722,2913,3170,2857,2257,1412,581,21737
126011720,2714,1703,2297,2387,1747,1549,1087,609,315,14404
126011721,3586,2163,2823,3094,2296,2055,1652,711,314,18690
126021498,2606,1602,2245,2316,2198,1808,1385,866,434,15456
126021499,1730,1305,630,1040,1478,1230,1088,740,598,9844
126021500,3270,3372,5651,3988,2253,1916,1615,1020,735,23818
126021501,2718,1745,2486,2473,1997,1855,1233,719,396,15622
126021503,3169,1998,4212,3703,2277,2097,1543,788,314,20102
126021590,708,568,383,471,610,653,477,194,104,4163
126021722,1293,822,635,956,947,1007,813,332,163,6969
126021723,3002,2093,2997,2948,2235,2405,1918,957,423,18974
126021724,3464,2275,2914,3262,2689,2413,1733,1046,497,20291
126021725,2035,947,3368,2425,1030,884,643,382,251,11972
127011504,4337,2724,2268,2208,2025,2207,1253,702,236,17962
127011505,2725,1588,2086,1817,1438,1173,983,488,225,12533
127011592,0,0,4,3,0,4,0,4,0,25
127011593,1220,1224,769,728,1092,1010,593,204,67,6906
127011594,2519,2007,1631,1553,1727,1819,1102,451,118,12919
127011595,2856,2006,1648,1797,1743,1647,920,330,93,13038
127011596,3198,2004,1679,2068,1826,1377,740,294,73,13263
127011597,4352,2589,2143,2832,2397,1587,856,334,109,17194
127011726,1028,551,745,624,548,504,450,250,51,4761
127011727,4086,1399,3257,2702,1304,904,483,135,34,14299
127011728,3056,1348,2383,2013,1244,1040,880,494,107,12559
127011729,5283,1931,3618,3357,1566,944,622,227,71,17624
127021509,3151,2510,2275,2027,2199,2385,1705,633,274,17154
127021510,3388,2741,2302,2187,2524,2867,2217,1045,427,19690
127021511,3696,3426,3264,2855,3458,3409,2304,1071,627,24101
127021512,3507,2688,2400,2230,2465,2355,1471,786,340,18249
127021513,3877,3289,3040,2749,3013,3071,1837,927,461,22261
127021514,1772,1460,1359,1149,1286,1533,1111,437,163,10279
127021515,3078,2312,2397,2362,2482,2537,1808,917,363,18248
127021516,4261,3063,2665,2670,2717,2609,1812,1112,342,21249
127021517,1546,1241,1058,1038,1095,1202,988,531,152,8855
127021518,693,637,438,411,629,599,479,306,135,4344
127021519,3754,2491,2565,2297,2387,2400,2005,1124,483,19510
127021520,1841,1423,1352,1297,1354,1508,1445,689,284,11197
127021521,5,0,4,7,9,13,3,0,0,37
127031522,3500,2329,2211,2130,2152,2007,1298,678,288,16584
127031523,4654,2422,2530,3208,2642,2207,1833,991,326,20813
127031524,4546,2903,2860,3146,2978,2228,1285,778,404,21129
127031599,3073,1748,1741,1619,1414,1405,917,573,179,12670
127031601,1086,666,1110,1017,672,670,409,222,77,5937
127031730,3257,1572,2207,2428,1346,729,386,113,36,12080
127031731,3346,2103,4235,2978,1839,1428,1018,472,119,17536
127031732,2773,1781,2001,1780,1592,1601,1185,703,314,13737
127031733,3531,2613,1749,2171,2339,1761,857,451,225,15692
128011529,3548,2246,1787,2389,2726,2319,1626,1090,428,18156
128011530,3631,2241,2746,2933,2680,2256,1861,1462,892,20705
128011531,2722,1796,1436,1885,2278,1984,1745,1648,947,16430
128011602,2364,1326,2106,1937,1699,1352,1097,659,324,12858
128011603,2660,1550,1134,1605,1794,1695,1410,768,406,13015
128011604,3519,2504,3701,3014,3194,3546,2865,1399,637,24374
128011605,679,516,237,352,513,473,364,171,64,3369
128011606,1540,1206,1057,1095,1277,1196,937,458,186,8947
128021533,1261,762,641,851,926,738,660,491,334,6673
128021534,1826,1379,1065,1161,1338,1790,1353,488,152,10554
128021535,4020,2875,2072,2552,2964,3047,2204,868,332,20927
128021536,4685,2554,1945,3178,3387,2512,2162,1201,444,22063
128021537,12,12,6,8,4,0,0,0,0,42
128021538,3928,2411,3895,3573,2949,2441,1848,1387,804,23238
128021607,3847,2105,1565,2627,2404,1686,1619,1166,332,17356
128021608,1542,885,700,982,1049,830,767,474,122,7348
128021609,632,556,272,352,614,608,364,112,21,3539
197979799,0,0,0,0,0,0,0,0,0,0
199999499,1260,1357,2187,1859,1678,1648,1055,277,49,11371
