SA2_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
108021160,14,21,36,562,614,1180,0,0,0,20,18,37,0,0,0,474,572,1048,0,0,4,8,6,14,13,7,17,3,0,8,6,6,15,0,0,0,3,0,4,11,21,28,89,89,178,6,10,15,3,16,20,102,164,264,31,34,61,0,0,0,1334,1565,2907,13,9,18,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,4,0,8,1154,1037,2191,6,8,16,3,4,7,1163,1053,2212,223,223,445,2752,2876,5628
108031161,6,0,4,29,39,64,0,0,0,0,0,0,0,0,0,19,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,13,24,37,0,0,5,9,8,10,0,0,0,74,102,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,96,216,4,0,4,0,0,0,119,100,217,25,24,50,220,232,445
108041162,42,67,115,2042,2373,4417,0,0,0,100,145,245,0,0,3,1642,1921,3569,6,5,14,18,21,34,30,41,70,8,12,20,20,30,49,0,0,0,55,70,122,45,41,84,255,241,492,16,28,45,19,24,45,296,424,724,150,196,342,6,11,13,4704,5581,10282,16,12,30,11,5,17,4,6,15,0,0,4,0,0,3,18,36,50,22,36,55,3573,3238,6810,26,35,58,11,28,40,3605,3295,6906,571,501,1076,8977,9512,18484
108041164,71,102,164,1736,2330,4060,0,0,0,84,108,184,0,0,0,1842,2430,4273,4,5,8,27,28,59,32,46,76,10,17,29,25,19,46,8,8,20,79,72,152,99,132,234,244,344,592,28,32,63,40,58,106,285,386,670,296,362,658,9,9,20,4854,6378,11232,113,101,219,38,41,81,12,11,17,3,0,11,31,25,57,36,50,86,73,80,149,3874,3779,7651,27,9,39,12,16,28,3916,3808,7723,758,808,1563,9822,11328,21147
108041165,12,15,21,535,501,1033,0,0,0,19,27,47,0,0,0,438,488,920,0,0,4,9,8,8,24,23,40,6,6,8,4,7,10,0,0,0,3,9,14,8,13,25,80,65,153,4,8,9,33,31,64,93,99,194,53,63,121,0,4,0,1315,1337,2653,3,0,0,5,7,9,0,3,3,0,0,0,0,0,0,4,9,16,8,9,17,1090,933,2024,7,6,17,3,9,16,1109,953,2056,290,247,538,2732,2567,5301
108041166,28,45,70,1159,1349,2510,0,0,0,72,78,147,0,0,0,1108,1262,2370,0,3,3,11,13,27,42,62,97,5,3,10,8,17,28,0,0,5,23,20,43,46,57,101,188,241,426,16,29,50,47,63,106,254,346,602,142,175,319,0,0,0,3124,3709,6836,0,0,0,8,9,21,3,0,3,0,0,0,5,0,7,12,24,29,13,24,36,2528,2430,4954,20,14,36,4,16,28,2556,2464,5018,411,402,809,6143,6659,12796
108041619,41,68,109,844,996,1839,0,0,0,41,39,78,0,0,0,1101,1296,2397,4,11,14,19,21,36,16,20,38,0,5,4,8,18,25,9,3,13,66,63,129,37,56,88,141,142,282,14,12,28,14,26,40,133,192,325,117,151,267,0,5,8,2561,3053,5618,45,44,89,23,26,49,7,6,12,0,0,0,9,5,12,16,25,37,28,31,53,2576,2430,5006,30,16,46,14,26,38,2618,2475,5096,390,351,741,5716,6047,11764
108041620,54,70,125,1367,1787,3153,0,0,0,85,89,168,0,0,3,1920,2288,4210,4,7,10,27,36,66,15,32,45,8,4,11,29,25,52,5,6,19,94,100,198,73,98,176,216,277,503,21,49,70,44,59,99,230,344,573,209,259,467,3,8,16,4346,5482,9834,24,23,47,17,14,34,4,12,13,0,0,0,5,0,5,12,25,41,19,25,42,3269,2974,6245,31,18,45,7,25,38,3309,3018,6330,419,439,866,8192,9087,17284
108051167,17,18,30,662,726,1386,0,0,0,88,94,178,0,0,0,326,366,692,3,0,4,10,9,16,9,21,26,0,0,0,0,0,5,0,0,0,11,6,10,17,17,28,135,128,266,3,6,13,10,11,19,123,162,288,53,60,112,0,0,4,1448,1598,3039,6,3,11,4,0,4,5,0,3,0,0,0,0,0,0,5,21,20,6,21,25,918,838,1759,9,0,10,0,8,10,931,846,1777,220,191,415,2629,2674,5310
108051168,44,67,107,1203,1332,2531,0,0,0,89,92,176,0,0,0,1092,1230,2322,5,3,3,17,24,42,80,99,178,3,9,14,8,12,20,0,0,3,22,19,47,30,35,72,159,170,324,14,13,31,20,19,47,167,234,400,137,147,287,6,6,8,3054,3454,6502,11,14,21,8,6,12,9,3,11,6,4,8,3,3,9,13,11,27,19,22,44,2428,2344,4774,13,12,25,7,15,23,2450,2369,4820,498,464,963,6090,6387,12476
108051169,46,84,131,2030,2377,4404,0,0,0,226,244,461,0,0,0,1421,1736,3154,5,14,23,32,34,62,49,78,127,25,31,59,13,18,35,5,7,14,37,37,75,73,95,171,277,363,640,69,106,177,38,53,87,336,549,883,260,318,576,0,5,7,4899,6060,10958,41,43,89,37,57,90,0,11,13,7,10,18,12,14,23,19,34,50,37,56,93,3969,3740,7712,21,24,45,17,19,35,4010,3782,7794,978,972,1949,10060,11061,21123
108051170,23,42,67,1456,1481,2939,0,0,0,101,86,192,4,0,3,968,1021,1983,10,8,14,8,19,29,27,38,71,6,12,17,10,17,25,0,0,0,6,17,26,23,32,51,199,197,400,23,28,55,30,41,71,248,281,529,167,184,354,6,5,10,3295,3474,6767,12,10,13,3,10,17,3,3,8,9,7,15,0,0,0,19,14,35,29,21,50,2625,2307,4935,15,26,40,14,14,24,2652,2342,4999,568,549,1117,6591,6448,13044
108051171,8,17,25,634,714,1351,0,0,0,39,51,88,0,0,0,357,378,741,0,0,3,5,0,7,13,13,22,10,11,22,3,6,9,0,0,0,8,8,21,15,7,25,86,100,189,9,13,24,17,10,31,73,105,176,47,57,105,0,3,3,1320,1491,2808,0,3,7,9,3,8,0,0,0,0,0,3,0,0,0,3,17,18,3,13,21,1059,1021,2083,6,0,5,4,11,11,1062,1034,2094,217,209,422,2621,2771,5395
109011172,65,97,169,945,1200,2152,0,0,0,75,66,140,29,44,77,2021,2301,4323,3,4,8,35,24,60,21,29,54,3,9,14,112,166,278,7,4,12,17,19,38,85,115,200,215,243,458,3,8,10,51,57,103,241,333,578,159,182,343,3,3,8,4037,4818,8852,184,139,324,24,16,35,8,3,19,0,0,0,64,65,130,25,15,37,83,82,168,3739,3543,7279,16,20,39,11,15,21,3762,3579,7336,508,420,932,8674,9158,17831
109011173,38,57,96,591,765,1360,0,0,0,40,44,86,5,3,19,1012,1185,2199,0,8,9,25,24,49,22,24,43,7,10,16,53,80,139,0,0,4,9,11,16,54,80,133,121,154,275,11,9,16,11,11,23,123,172,298,82,106,192,3,8,11,2178,2706,4882,120,104,227,34,25,55,0,0,5,0,0,0,82,57,142,23,23,45,102,81,188,2083,2031,4113,15,6,20,9,3,11,2101,2044,4150,486,440,931,5063,5461,10527
109011174,33,46,79,591,773,1360,0,0,0,37,47,81,18,14,28,1097,1253,2351,3,3,4,52,52,97,12,24,36,10,6,15,65,106,169,0,0,0,12,9,15,43,50,92,110,132,239,4,4,6,11,11,19,151,259,409,83,82,161,0,3,4,2292,2814,5106,72,61,140,33,19,51,8,5,16,0,0,3,56,46,107,12,29,38,75,75,149,2112,2056,4173,15,12,26,4,4,13,2135,2072,4207,411,361,774,5061,5460,10519
109011175,9,23,35,917,999,1923,0,0,0,68,67,129,4,4,7,1382,1362,2743,3,0,5,10,4,18,17,16,33,5,3,11,459,423,887,0,0,0,7,9,11,79,101,181,228,227,452,7,10,16,25,21,47,243,292,536,161,167,331,0,0,0,3617,3703,7318,24,15,38,11,4,16,0,0,3,0,0,0,3,0,4,0,14,15,5,16,16,2044,1836,3882,18,3,23,6,8,11,2067,1852,3916,602,560,1166,6325,6181,12507
109011176,45,76,117,837,1109,1950,0,0,0,83,86,168,11,8,19,1391,1632,3021,4,12,17,31,41,74,19,44,63,9,9,13,124,194,317,0,3,6,16,21,37,79,89,167,185,247,432,15,26,46,12,23,41,163,221,380,175,212,385,7,0,9,3159,3969,7132,300,279,578,100,84,186,0,0,0,0,0,0,174,140,315,24,37,63,195,177,378,3054,2916,5967,18,11,29,11,16,23,3079,2938,6019,631,622,1257,7514,8148,15665
109021177,3,8,15,290,338,624,0,0,0,13,23,36,0,0,0,376,428,799,0,0,0,4,6,14,0,0,0,0,0,4,4,0,3,0,0,0,5,0,8,10,12,19,66,71,137,0,0,0,0,3,3,39,56,95,14,17,30,0,0,0,815,957,1768,9,11,19,5,4,9,0,0,0,0,0,0,8,5,17,7,0,12,18,12,26,406,295,700,0,0,0,0,0,0,409,297,699,196,166,364,1454,1443,2897
109021178,20,26,43,374,400,770,0,0,0,7,8,14,0,0,0,645,622,1267,8,8,16,11,14,24,14,8,23,0,4,5,20,19,47,3,0,0,3,5,12,31,31,56,68,72,140,5,7,13,19,23,35,136,172,310,61,79,143,4,4,0,1406,1475,2881,10,4,12,12,15,21,0,0,0,0,0,4,3,4,13,0,6,4,13,9,18,1429,1242,2669,9,0,11,4,8,18,1444,1257,2697,441,400,841,3330,3181,6511
109021179,29,29,54,192,209,399,0,0,0,9,11,16,0,0,0,482,433,913,0,8,9,0,3,4,0,4,7,0,5,5,7,14,18,0,0,0,10,12,19,0,0,0,64,65,128,0,0,0,0,4,3,65,78,142,55,41,97,0,0,0,892,886,1772,9,3,9,12,8,18,0,0,0,3,0,3,4,3,8,0,0,4,4,6,8,682,527,1206,0,3,5,0,0,0,683,527,1211,320,253,571,1938,1712,3648
109031180,4,17,24,415,507,922,0,0,0,48,46,100,0,0,0,644,726,1367,0,0,0,7,3,14,6,6,8,0,5,5,16,23,37,0,0,0,4,7,12,3,4,9,163,202,365,0,0,3,0,6,8,81,120,204,23,39,57,0,0,0,1421,1686,3103,8,8,12,7,10,19,0,0,0,0,0,0,5,0,4,3,7,11,9,4,13,1080,976,2061,5,0,8,0,0,3,1086,981,2067,185,177,361,2719,2883,5595
109031181,10,12,22,517,565,1083,0,0,0,44,51,92,0,0,0,869,907,1775,0,4,7,3,3,7,6,3,11,4,8,11,30,21,56,0,0,0,9,13,24,13,17,25,141,132,275,0,4,8,0,0,0,191,205,397,53,62,113,4,0,5,1881,1991,3882,7,3,7,8,0,9,0,6,3,0,0,0,0,0,0,0,5,7,0,5,7,1405,1237,2640,3,3,3,0,0,6,1410,1243,2647,376,311,687,3699,3564,7262
109031182,13,15,29,456,563,1023,0,0,0,51,57,109,0,0,0,716,850,1561,0,0,0,6,9,14,5,17,24,0,9,3,7,12,23,0,0,0,3,9,16,6,9,12,88,115,198,9,11,12,5,4,9,197,264,461,34,49,84,0,0,0,1589,1966,3554,22,15,34,6,5,6,0,0,0,0,7,3,0,0,3,5,11,20,8,21,24,1375,1253,2623,12,3,19,4,0,7,1390,1258,2647,369,365,733,3399,3637,7038
109031183,12,14,31,521,595,1122,0,0,0,45,48,92,0,5,6,643,607,1249,9,19,23,3,7,14,0,6,5,0,3,3,7,11,23,0,0,0,10,10,15,3,5,5,109,90,194,8,3,12,0,0,0,235,276,509,61,49,111,0,0,0,1658,1731,3389,0,0,6,14,7,13,0,0,0,0,0,0,0,0,0,3,0,8,3,6,8,1440,1234,2671,3,0,4,8,0,8,1449,1232,2682,392,319,717,3528,3306,6837
109031184,25,28,54,468,541,1009,0,0,0,17,28,40,0,0,0,819,945,1767,9,9,7,3,12,15,4,12,17,0,0,0,17,17,36,0,0,0,5,6,13,10,5,20,85,105,184,7,6,14,0,5,5,184,251,428,23,23,51,0,0,0,1654,1956,3604,7,8,19,5,4,7,0,3,3,0,0,0,8,7,19,0,0,9,9,9,23,1420,1308,2725,5,5,3,0,3,3,1421,1313,2735,234,255,485,3360,3572,6930
109031185,12,13,24,693,790,1483,0,0,0,11,17,30,0,0,0,1166,1209,2374,0,0,0,9,13,22,3,6,13,17,31,48,18,21,41,3,3,10,10,15,21,11,20,34,251,228,481,5,6,10,3,0,3,283,335,614,59,74,130,6,0,6,2553,2768,5322,19,13,25,12,14,22,6,0,9,4,0,3,7,12,15,6,16,25,18,23,45,1682,1560,3241,3,3,7,3,4,5,1688,1563,3261,537,534,1072,4847,4932,9778
110011186,116,168,291,1752,2111,3858,0,0,0,97,122,221,89,77,162,1817,2186,4004,7,7,18,36,30,62,28,42,68,17,17,33,16,22,43,0,4,6,35,34,68,62,94,160,291,411,698,25,49,72,62,68,127,217,320,538,208,271,477,13,11,24,4773,5869,10647,218,219,440,193,169,365,15,9,26,8,8,17,45,52,93,294,346,637,346,400,751,4357,4310,8662,59,44,103,15,34,48,4426,4385,8811,1262,1391,2651,11358,12607,23967
110011187,3,7,12,572,580,1156,0,0,0,12,9,23,0,0,0,406,413,817,0,0,0,0,8,9,5,6,4,4,0,4,5,5,5,0,0,0,3,0,5,19,21,41,141,112,256,3,0,0,9,11,24,73,79,152,34,38,75,0,0,0,1302,1282,2584,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,14,0,10,15,710,603,1311,3,0,10,4,3,11,724,606,1329,298,286,582,2330,2204,4527
110011188,19,36,52,604,692,1293,0,0,0,17,19,39,0,0,0,504,599,1112,0,3,0,0,4,4,32,35,69,0,0,7,6,7,17,0,0,0,7,0,11,15,13,28,114,116,226,11,11,25,4,7,6,72,109,180,47,70,113,0,6,0,1443,1694,3136,0,0,0,8,9,16,0,6,6,0,0,5,0,0,0,10,20,27,9,24,35,1126,1038,2160,15,9,19,5,4,11,1142,1058,2194,217,232,451,2837,3052,5894
110011189,5,0,8,455,494,943,0,0,0,3,4,13,0,0,0,279,278,552,0,0,4,0,0,0,16,20,38,0,0,0,7,3,8,0,0,0,0,0,5,6,6,10,130,138,267,3,0,4,5,0,4,23,19,37,18,24,44,0,0,0,939,1003,1936,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,6,4,5,3,11,450,372,828,0,3,3,0,0,0,450,382,831,185,170,355,1587,1557,3144
110021190,15,24,38,1039,1185,2230,4,0,4,44,50,92,0,0,0,744,850,1593,0,0,0,0,8,6,14,17,33,0,3,3,8,11,18,0,3,9,3,10,16,19,19,33,158,149,311,11,20,31,12,19,30,170,217,383,86,108,193,0,0,6,2329,2666,4996,21,26,52,7,12,19,4,5,12,5,0,0,4,4,7,14,27,49,23,33,62,1354,1219,2578,3,3,10,8,7,15,1369,1231,2600,645,520,1162,4409,4518,8931
110021191,18,25,42,1178,1478,2655,0,0,0,27,35,60,0,0,0,1141,1298,2435,9,13,19,12,5,13,27,30,53,5,5,7,5,7,14,0,0,0,35,15,46,61,76,137,285,292,573,27,52,78,13,28,42,202,249,449,154,168,327,3,0,3,3175,3743,6919,28,14,44,15,6,24,3,6,8,3,6,8,4,3,3,4,9,16,9,18,29,1937,1824,3762,11,7,17,11,6,14,1955,1839,3800,600,598,1191,5805,6251,12057
110021192,7,6,19,663,613,1268,0,0,0,29,23,50,0,0,0,392,398,788,6,7,6,0,0,3,4,8,12,0,5,4,0,10,14,0,0,0,6,6,9,20,27,48,120,110,227,31,32,63,10,13,22,88,100,190,89,112,204,6,8,12,1455,1474,2930,3,6,0,0,0,0,0,0,0,0,4,4,0,0,4,4,5,17,4,15,18,774,698,1471,3,4,9,0,3,3,785,698,1482,418,332,744,2677,2528,5200
110021193,8,10,14,900,926,1832,0,0,0,14,13,25,0,0,0,507,583,1085,0,6,6,4,3,4,4,7,11,0,0,0,11,16,28,0,0,0,5,3,8,0,0,0,158,150,308,15,15,30,5,6,19,110,123,232,41,53,93,6,8,12,1789,1909,3699,0,0,3,4,5,7,0,0,0,0,0,0,0,0,0,0,10,10,3,10,14,746,650,1398,6,4,11,0,0,0,756,653,1413,317,268,584,2869,2862,5734
110021194,24,27,52,617,682,1293,0,0,0,23,27,52,0,0,0,587,678,1265,0,0,0,12,5,20,22,34,54,5,0,5,15,12,21,0,0,0,7,3,6,24,29,60,108,129,242,17,19,32,21,24,42,120,156,276,81,113,196,13,9,17,1642,1931,3575,16,9,25,4,4,8,0,0,0,8,0,8,6,7,8,7,10,16,18,15,32,1192,1083,2275,6,7,16,7,11,16,1210,1097,2304,417,395,812,3334,3482,6810
110031195,24,31,51,749,882,1629,0,0,0,20,18,41,0,0,0,928,1034,1958,0,0,3,21,12,35,8,18,22,6,5,5,24,19,42,0,0,0,11,7,16,25,38,60,97,110,207,21,26,45,16,13,31,80,99,180,79,77,157,0,0,0,2079,2366,4451,28,19,50,13,9,22,0,0,0,3,5,12,8,0,7,3,3,8,15,8,29,950,791,1742,0,6,10,3,3,7,955,800,1760,732,757,1491,3851,3996,7845
110031196,4,5,8,590,599,1195,0,0,0,21,34,56,0,0,0,471,454,924,3,0,4,3,4,9,8,8,9,0,0,0,5,8,18,0,0,0,6,3,9,15,12,31,103,104,207,3,5,8,0,3,7,56,47,107,43,55,103,3,4,7,1354,1342,2694,0,0,0,11,0,8,0,0,0,16,10,27,0,0,0,0,3,6,14,15,38,644,557,1204,3,0,3,0,3,5,647,564,1209,732,666,1394,2762,2594,5356
110031197,9,15,30,859,917,1778,0,0,0,15,10,24,0,0,0,738,831,1569,0,0,3,3,3,4,8,13,16,0,3,3,0,8,12,0,0,0,3,7,7,29,29,57,110,117,233,9,14,19,8,8,17,85,93,176,81,87,166,0,0,0,1944,2142,4084,15,17,31,5,9,14,0,0,0,0,0,0,0,0,5,0,7,12,5,12,23,1113,1021,2135,0,3,3,3,0,6,1115,1028,2139,310,269,578,3414,3489,6898
110031198,5,4,6,591,617,1209,0,0,0,8,0,10,0,0,0,525,538,1062,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,14,10,19,20,15,28,106,93,202,5,0,6,9,6,14,36,50,84,50,55,102,0,0,0,1360,1385,2748,0,8,4,6,6,10,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,649,495,1144,3,0,3,0,0,3,655,495,1156,361,332,696,2385,2226,4616
110041199,16,22,37,984,1151,2133,0,0,0,44,52,95,0,0,0,1032,1172,2205,0,0,0,10,3,14,6,9,15,0,0,5,13,14,28,0,0,0,4,7,17,45,59,105,169,191,359,10,14,27,5,8,16,144,159,305,74,78,153,0,0,0,2544,2930,5472,13,9,22,4,11,11,0,0,0,0,0,0,12,0,8,0,9,14,13,13,21,1732,1509,3244,0,6,7,0,6,6,1738,1517,3253,476,455,929,4794,4949,9745
110041200,11,9,14,563,545,1107,0,0,0,15,13,30,0,0,0,456,487,944,0,0,0,0,3,6,0,0,0,0,0,3,8,3,9,0,0,0,4,4,6,7,10,11,75,73,154,3,5,13,11,5,19,85,76,156,35,39,75,3,0,3,1271,1265,2538,0,0,0,7,3,8,3,0,3,0,0,0,0,0,0,4,3,8,4,3,8,654,613,1272,5,0,0,4,3,3,663,618,1277,284,233,519,2241,2130,4369
110041201,8,12,20,1056,1135,2195,0,0,0,17,15,35,0,0,0,699,798,1506,0,0,0,0,4,9,32,29,56,0,6,5,3,4,9,5,4,7,3,5,9,23,20,47,101,88,185,4,6,8,3,3,7,133,145,275,44,52,99,3,6,6,2134,2311,4443,16,9,24,4,0,4,0,0,0,11,12,25,0,0,0,9,11,22,22,27,45,1095,946,2042,8,9,13,0,0,4,1106,956,2058,507,448,956,3789,3761,7551
110041202,83,83,167,2295,2661,4954,0,0,0,94,99,192,6,4,18,2266,2536,4806,5,4,6,21,7,31,37,46,78,10,6,18,9,12,24,3,0,6,41,33,79,112,147,258,273,356,630,14,17,33,20,17,32,300,386,685,245,251,500,5,9,14,5748,6602,12354,78,78,159,71,32,102,3,0,3,0,5,12,18,20,35,22,29,55,48,52,98,3703,3113,6814,19,25,42,8,11,21,3727,3152,6878,848,746,1590,10609,10749,21360
110041203,53,88,148,1522,2014,3535,0,0,0,70,98,170,54,67,121,1703,2008,3712,0,0,0,18,10,31,34,49,81,12,6,18,8,12,20,3,11,15,28,23,52,59,75,133,166,221,388,14,15,35,17,18,38,239,347,586,175,198,372,12,8,15,4139,5188,9329,161,158,318,97,80,179,4,0,4,10,7,16,70,57,126,11,32,47,87,99,184,2545,2460,5005,15,12,28,3,7,14,2570,2478,5045,656,657,1310,7768,8747,16517
110041204,15,17,33,535,619,1152,0,0,0,27,30,57,0,0,0,515,568,1086,0,3,10,4,0,3,5,4,12,6,4,18,5,0,6,0,0,0,14,12,23,16,23,45,54,66,118,14,16,32,10,0,8,53,74,127,47,46,92,4,0,9,1311,1474,2792,13,4,11,12,13,23,0,0,0,3,0,3,0,0,0,3,7,11,5,7,12,1168,1119,2294,5,3,12,0,3,3,1176,1131,2310,388,424,811,2928,3073,5998
110041205,21,33,51,2606,2872,5477,0,0,0,74,74,145,20,25,47,1948,2168,4109,0,7,5,13,17,30,11,18,33,10,9,18,11,31,39,0,3,5,20,10,32,50,57,108,334,334,669,26,27,52,24,18,38,352,390,742,202,209,415,7,6,4,5697,6272,11967,19,20,41,8,12,12,4,0,4,0,3,3,0,4,4,20,48,70,21,52,82,2996,2480,5474,21,15,35,0,8,14,3016,2510,5525,727,628,1351,9513,9521,19038
111011206,31,58,94,1459,1722,3185,0,0,0,197,226,425,6,0,7,1492,1675,3166,7,3,13,46,45,89,10,21,31,21,18,43,11,15,28,0,3,7,33,40,80,151,170,318,194,230,423,27,53,76,16,30,52,343,488,828,221,247,470,26,25,48,4261,5023,9281,29,33,61,35,22,56,9,8,10,0,0,0,9,7,18,15,33,49,28,38,72,3882,3437,7324,25,21,43,9,17,26,3911,3479,7392,453,453,903,8753,9106,17864
111011207,11,26,39,468,536,1008,0,0,0,53,53,99,0,0,0,489,534,1024,0,0,3,14,21,34,6,7,7,0,0,3,8,6,11,0,0,0,7,8,19,32,23,58,65,70,133,11,16,25,9,4,9,89,154,241,43,61,111,0,0,0,1287,1494,2784,10,7,15,4,4,7,0,0,0,0,0,0,0,0,0,5,6,11,8,6,14,1287,1185,2471,9,4,11,0,8,7,1294,1199,2490,181,153,338,2800,2879,5680
111011208,92,122,218,1502,1773,3275,0,0,0,153,184,336,0,0,0,2151,2600,4752,5,10,15,178,187,362,37,44,84,29,34,69,10,20,31,5,4,6,65,68,130,150,175,326,220,258,483,14,31,45,25,22,44,367,523,888,304,323,629,15,24,33,5230,6284,11513,82,68,151,38,44,80,8,14,18,0,0,0,27,17,41,22,42,65,50,57,106,6190,5582,11771,63,35,103,23,35,54,6279,5647,11926,670,564,1239,12452,12803,25254
111011209,73,112,178,1563,1968,3527,0,0,0,246,249,496,20,21,49,2133,2460,4595,3,10,11,133,124,257,25,30,51,21,24,42,19,26,44,5,4,7,83,69,155,209,205,406,199,234,438,32,59,90,69,76,143,371,523,894,301,355,665,31,26,55,5461,6466,11929,76,67,141,63,66,129,6,7,15,5,4,8,14,14,24,40,61,101,59,78,140,5703,5031,10735,53,44,95,17,21,44,5777,5094,10874,607,581,1191,12118,12469,24588
111011210,25,46,71,679,888,1563,0,0,0,61,79,141,0,0,0,739,870,1608,0,0,3,31,20,46,20,21,34,7,7,13,8,9,19,4,0,4,20,34,57,60,76,138,90,119,208,21,22,43,11,14,19,120,243,361,94,134,227,0,0,6,1959,2546,4505,32,21,47,16,21,37,3,0,0,0,0,0,6,4,12,11,14,26,21,21,45,1993,1983,3972,23,11,28,3,12,12,2012,2008,4017,376,399,775,4443,5062,9504
111011211,6,9,14,277,358,643,0,0,0,23,36,55,0,0,0,340,427,766,0,0,0,17,11,25,5,4,9,0,0,0,5,3,13,0,0,0,4,14,20,32,42,73,52,72,127,4,8,9,0,9,9,60,101,159,23,27,49,0,0,6,852,1107,1960,0,4,9,5,0,4,0,0,0,0,0,0,0,0,0,0,7,4,0,7,4,804,728,1534,8,3,10,0,0,0,814,730,1542,109,131,245,1789,1993,3785
111011212,36,44,78,989,1196,2188,0,0,0,141,165,301,0,0,0,1187,1323,2509,0,0,0,40,37,77,25,35,59,8,13,20,12,18,32,0,0,0,21,26,50,61,71,135,164,196,361,18,19,35,27,34,59,217,270,485,114,143,260,0,3,3,3025,3543,6572,9,16,30,12,12,26,6,6,10,0,0,0,0,0,0,10,10,22,10,11,21,2712,2478,5188,17,12,28,3,12,16,2736,2503,5236,301,286,589,6138,6427,12559
111011213,24,41,66,970,1136,2104,0,0,0,156,179,337,0,0,0,1081,1202,2283,7,3,15,36,45,87,8,12,22,18,26,45,12,27,39,0,0,0,15,30,45,112,113,227,134,182,315,9,11,27,25,31,50,265,385,653,116,157,276,5,3,11,2986,3544,6525,32,22,56,12,16,27,10,14,25,0,0,0,8,6,19,7,18,26,19,21,43,2822,2522,5342,7,3,12,5,17,21,2835,2542,5374,240,211,452,6156,6409,12568
111011214,59,78,133,1017,1327,2344,0,0,0,120,141,262,4,4,3,1308,1699,3006,3,4,3,57,58,113,27,44,74,13,10,19,20,28,48,6,8,14,33,42,72,91,110,196,171,222,389,14,11,26,21,33,57,279,432,709,133,159,296,6,10,21,3319,4341,7658,64,63,121,33,37,74,0,6,6,0,5,5,17,16,31,12,30,40,29,45,75,3068,2788,5852,19,18,32,19,25,44,3103,2829,5932,369,325,691,6974,7717,14694
