SA2_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
101041025,3,0,5,11,19,24,92,118,82,364,0,0,0,4,4,10,7,0,0,21,32,28,50,43,85,103,133,94,76,641,220,383,977,996,1366,1877,2149,1252,453,9676
101041026,3,0,5,16,18,47,110,66,40,304,3,0,0,0,0,3,3,5,0,18,39,39,48,65,93,147,158,88,51,719,178,287,642,715,1011,1663,1699,823,276,7295
101041027,4,0,0,12,15,49,111,106,67,366,0,0,0,0,0,0,9,4,5,19,39,19,68,81,83,137,178,124,88,815,185,231,691,792,1008,1751,2262,1058,444,8416
101051539,10,5,39,54,64,131,267,252,149,970,0,0,8,16,15,19,10,16,10,98,81,132,372,277,271,198,213,186,164,1888,646,1415,3392,2883,2901,3036,2725,1692,733,19417
101051540,7,4,16,16,41,78,175,133,55,515,0,0,0,0,7,4,8,10,7,41,65,31,100,128,129,224,193,120,53,1048,396,529,1207,1438,1877,2421,1995,948,299,11123
101061541,0,5,4,11,14,30,48,43,46,192,0,0,3,0,0,4,8,4,6,26,16,24,35,37,43,39,48,56,43,337,157,327,746,841,871,820,767,451,252,5226
101061542,4,3,8,9,25,33,56,49,28,202,0,0,3,0,4,0,0,5,4,13,29,27,59,76,106,100,95,63,16,579,321,543,1073,1595,2161,1807,1374,631,135,9629
101061543,0,0,15,26,34,64,125,119,92,482,0,0,3,6,6,10,12,5,3,49,38,30,94,82,97,102,109,89,46,682,331,533,1170,1234,1229,1392,1333,829,344,8391
101061544,4,0,9,13,19,60,115,81,32,330,0,0,0,0,5,3,8,8,3,28,28,24,65,70,97,137,134,90,31,679,173,303,738,689,976,1257,1188,643,171,6137
102011028,0,0,0,0,5,12,21,18,11,73,0,0,3,5,0,7,0,5,3,17,12,12,17,43,37,32,27,17,7,196,199,384,510,941,1180,1097,860,382,81,5623
102011029,0,0,3,10,8,26,72,52,40,201,0,3,0,0,5,0,4,4,3,14,18,22,27,44,53,60,95,88,32,431,244,462,745,1176,1497,1697,1821,955,260,8845
102011030,0,0,3,5,7,31,43,28,15,132,0,0,0,0,0,0,0,7,0,14,16,27,42,39,75,75,62,34,10,376,133,268,415,525,758,818,598,312,79,3909
102011031,0,0,4,12,16,43,89,136,95,387,0,0,0,5,0,8,3,8,17,46,21,15,42,53,72,56,123,205,259,842,340,649,1059,1504,1740,1844,2001,1768,1014,11914
102011032,6,6,23,26,33,82,115,99,74,469,0,3,11,5,9,9,19,4,3,72,50,79,214,161,160,172,154,109,96,1196,501,1454,3544,2836,2563,2657,2140,1160,548,17401
102011033,4,4,3,5,21,22,19,15,10,107,0,0,0,0,0,5,0,0,0,12,13,12,30,27,30,32,12,18,0,183,214,403,756,936,968,806,418,195,74,4767
102011034,0,0,0,0,8,22,40,50,34,157,0,0,0,5,8,0,0,0,0,18,12,0,38,23,29,38,59,101,165,466,173,337,711,789,833,887,931,860,520,6043
102011035,5,0,8,9,18,28,39,39,16,151,0,0,7,4,8,0,0,0,0,21,11,5,22,32,24,23,22,22,12,178,187,368,856,1005,990,921,707,295,78,5408
102011036,10,0,3,8,13,22,33,36,39,165,0,0,3,0,0,0,0,0,21,33,13,5,43,24,30,36,25,25,35,236,238,454,878,1060,1162,1083,749,368,194,6183
102011037,0,0,0,0,13,14,34,24,21,111,0,0,0,0,0,3,3,4,4,15,13,13,15,26,29,38,39,69,76,315,150,291,590,804,923,925,711,561,252,5216
102011038,0,0,0,0,8,7,35,31,19,106,0,0,0,0,0,0,5,0,0,13,13,10,25,25,30,27,39,45,32,237,164,329,667,846,949,999,857,569,222,5606
102011039,0,0,8,0,5,19,44,52,38,171,0,0,0,9,0,4,4,0,0,18,32,29,91,92,69,88,99,91,35,635,375,762,1458,1844,2078,1976,1859,962,251,11560
102011040,7,3,15,21,43,120,197,202,128,731,0,4,7,10,15,14,20,19,13,105,54,80,156,151,175,198,277,285,155,1526,501,1129,2214,2997,3076,3406,3497,2286,877,19987
102011041,0,0,0,0,5,16,34,44,35,140,0,0,0,0,0,0,3,0,9,13,18,28,36,57,44,53,49,51,19,362,259,536,936,1374,1505,1328,1212,692,217,8051
102011042,0,0,11,15,38,89,148,149,84,543,4,0,5,8,9,19,10,9,0,66,46,40,107,82,103,105,137,112,78,822,331,667,1534,1663,1821,1986,1871,1323,598,11805
102011043,3,0,10,8,23,46,70,73,62,282,0,3,0,4,3,3,4,7,0,22,44,34,75,55,72,59,95,108,120,655,293,571,1418,1424,1299,1269,1233,897,504,8915
102021044,5,5,24,32,34,84,203,139,145,669,0,0,4,6,6,4,14,8,8,58,64,41,141,159,122,126,171,213,251,1289,524,1102,2719,2840,2624,2706,2592,1552,903,17566
102021045,7,8,22,20,38,66,96,82,36,381,0,0,0,6,3,5,11,3,4,32,27,42,65,60,62,56,52,48,24,435,356,796,1694,1294,1478,1219,852,508,153,8344
102021046,0,4,9,3,15,77,101,104,54,360,0,0,3,3,0,3,4,6,6,19,36,26,76,70,75,70,88,95,44,571,259,456,1141,1041,1146,1399,1271,856,261,7829
102021047,0,0,13,12,29,66,108,76,57,362,0,0,8,0,4,5,3,12,4,27,23,38,63,64,69,70,83,119,102,639,418,924,1945,1908,1958,2076,1682,1025,424,12360
102021048,16,3,26,43,72,156,241,244,137,943,0,6,3,11,11,16,18,18,5,82,73,85,187,167,171,183,250,303,235,1642,673,1344,2782,2380,2650,2854,2588,1739,840,17846
102021049,0,0,0,4,9,15,28,21,4,79,0,0,3,3,0,0,0,0,0,8,15,5,12,23,24,14,20,9,3,132,135,202,265,383,550,555,388,164,29,2673
102021050,3,5,6,9,21,66,162,138,55,460,0,0,0,0,5,3,9,10,10,30,23,16,39,45,54,61,146,189,77,648,259,482,1022,994,1151,1503,1825,1465,382,9083
102021051,0,0,0,0,8,16,22,22,6,74,0,0,0,0,5,3,7,0,0,14,19,17,22,28,38,24,9,9,11,170,161,305,563,623,708,743,463,209,68,3828
102021052,0,0,8,6,9,35,80,52,14,201,0,0,0,0,0,3,4,4,0,16,14,15,38,32,53,44,30,36,21,278,179,337,677,700,881,911,878,478,130,5170
102021053,0,5,12,24,38,83,152,137,81,541,0,0,4,6,8,6,17,8,9,59,45,67,132,130,111,142,187,157,83,1066,326,825,1685,1794,2031,2306,2384,1317,512,13182
102021054,0,0,9,8,28,62,98,110,69,392,0,3,0,0,0,6,12,8,4,31,28,23,81,65,81,79,85,104,114,658,219,485,1075,1031,1166,1352,1356,937,444,8065
102021055,0,0,0,3,3,19,32,26,14,88,0,0,0,0,0,0,0,3,3,8,18,15,30,26,23,15,26,16,7,179,172,356,641,652,721,619,466,275,78,3986
102021056,10,5,19,27,27,81,152,121,65,509,0,0,8,10,8,15,38,27,4,109,59,55,124,118,99,73,101,138,138,907,679,1182,2445,2895,2548,1743,1492,1021,401,14412
102021057,11,3,20,20,37,73,102,58,42,371,0,0,4,3,8,7,4,3,3,29,53,41,109,112,85,74,73,60,20,628,318,575,1147,1082,1205,1182,974,549,162,7196
103011059,3,3,10,16,15,48,91,70,42,308,0,0,0,4,6,3,8,4,0,30,38,41,70,76,77,64,64,76,68,571,359,701,1493,1479,1538,1321,1148,657,273,8982
103011060,0,0,0,3,12,36,57,49,11,171,0,0,0,0,0,0,4,0,0,3,26,35,73,91,112,110,86,37,12,587,174,273,580,767,1043,1187,947,394,80,5450
103011061,0,0,3,10,15,33,60,58,17,196,0,0,0,4,0,0,10,3,0,27,34,50,78,94,76,65,110,72,10,596,130,226,485,521,606,705,758,405,102,3942
103011612,10,4,11,21,22,54,84,102,102,412,0,4,14,7,10,5,8,7,0,52,40,154,377,297,166,88,63,91,50,1334,358,1099,1794,1221,1135,1217,1060,834,478,9191
103011613,4,4,16,3,28,53,86,78,46,315,0,0,3,0,10,7,4,3,5,27,36,53,89,65,86,76,73,48,21,556,359,827,1871,1747,1796,1717,1412,671,225,10633
103021062,4,0,9,8,13,40,81,69,37,259,0,0,0,0,4,0,11,11,4,30,28,37,100,96,101,108,85,69,50,670,159,275,732,711,743,867,727,433,211,4854
103021063,0,4,10,18,32,65,147,111,65,456,0,0,0,5,0,6,5,0,0,21,42,56,92,68,89,95,105,84,53,673,242,497,978,892,1061,1191,1270,807,359,7302
103021064,0,3,0,12,19,46,98,59,34,270,0,0,4,0,0,5,7,3,0,19,38,36,53,60,91,89,104,77,31,570,149,241,500,523,759,917,901,526,128,4638
103021065,8,0,11,18,24,68,142,106,64,447,0,0,0,0,0,9,12,3,5,31,53,53,98,98,104,126,125,130,56,851,286,505,1074,1060,1142,1340,1228,813,314,7762
103021066,0,3,0,9,12,23,57,34,17,151,0,0,0,0,0,0,0,0,6,9,12,11,18,26,28,53,39,51,19,254,70,119,290,338,435,587,588,354,143,2924
103021067,3,6,14,17,27,75,133,106,84,457,0,0,0,0,4,0,6,7,6,27,50,41,93,99,80,93,67,92,63,683,309,664,1303,1214,1270,1353,1101,759,330,8303
103021068,0,0,5,5,11,28,49,36,21,158,0,0,0,0,3,0,0,4,0,10,31,11,36,33,41,66,44,28,16,311,99,115,309,331,388,533,437,210,93,2506
103021069,5,0,3,3,17,42,68,42,39,225,0,0,0,0,0,0,6,7,0,10,16,18,47,73,53,83,72,54,33,461,139,249,578,624,638,791,678,411,176,4288
103031070,4,5,15,25,40,82,147,115,79,516,0,0,0,3,0,8,4,6,0,28,50,66,217,169,124,128,167,149,67,1131,333,627,1461,1277,1479,1748,1664,1100,388,10074
103031071,0,0,4,11,25,65,110,74,27,317,0,0,0,6,3,0,3,7,0,22,32,43,68,65,104,93,120,64,8,592,223,390,805,866,1130,1422,1247,565,145,6789
103031072,3,4,8,16,21,51,101,89,75,373,0,0,4,0,0,9,7,15,5,38,32,37,99,95,83,80,83,83,56,645,354,642,1784,1560,1466,1379,1167,822,353,9532
103031073,5,0,5,3,10,31,80,46,23,211,0,0,0,0,0,5,0,4,0,10,14,9,28,37,51,52,59,58,14,320,95,108,231,287,463,575,596,373,93,2804
103031074,0,0,7,12,29,81,147,114,39,436,0,0,0,6,0,3,3,8,0,18,58,36,101,140,137,175,158,112,25,938,282,380,1052,1254,1547,1757,1374,754,194,8587
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,4,0,7,9,14,40,76,52,51,261,0,0,0,3,3,4,3,5,0,21,27,18,38,40,74,88,82,75,17,449,186,312,798,778,1009,1113,885,473,162,5718
103041077,12,12,26,46,63,123,223,173,136,818,0,0,11,4,11,10,20,13,11,77,77,94,170,151,152,147,193,162,112,1255,457,1054,2478,2214,2074,2219,2136,1393,700,14726
103041078,13,7,32,31,58,80,136,126,68,557,0,0,8,16,18,9,22,11,0,93,41,62,168,146,112,116,116,87,66,917,611,1298,3251,3066,2823,2276,1897,1033,340,16599
103041079,5,0,11,8,21,45,114,77,42,322,0,0,3,7,0,3,4,5,0,26,44,43,70,109,103,106,105,83,43,704,291,538,992,1395,1643,1705,1419,707,209,8892
104011080,14,4,30,38,68,110,196,228,158,845,3,3,5,8,13,8,14,8,8,76,75,92,189,157,166,149,197,197,180,1411,524,1067,2154,2003,2173,2400,2341,1610,777,15055
104011081,6,3,17,18,69,126,224,154,81,698,0,0,4,8,3,0,5,3,5,35,80,169,531,435,339,324,233,126,27,2258,393,712,1708,1750,2343,3049,2617,1095,265,13932
104011082,6,3,12,8,26,72,169,194,140,629,0,4,0,4,0,0,6,7,5,29,43,45,100,135,134,180,210,184,83,1115,334,576,1295,1600,1939,2869,3326,1980,712,14630
104021083,4,3,4,5,14,19,27,27,14,108,0,0,0,0,3,0,0,0,3,12,31,14,33,61,83,65,78,37,28,436,144,185,479,680,888,979,847,382,125,4707
104021084,8,15,50,86,42,105,165,154,102,727,3,10,32,45,28,33,19,7,5,175,81,68,175,163,133,130,140,160,90,1144,514,1004,2044,2165,2172,2293,2218,1403,539,14352
104021085,3,10,44,65,43,61,77,88,78,478,0,3,53,27,23,20,15,4,8,164,48,40,116,97,103,92,146,224,249,1113,302,573,1362,1278,1268,1370,1322,1081,642,9189
104021086,0,0,5,8,8,19,20,26,5,100,0,0,3,4,0,0,0,4,0,14,22,21,28,31,48,50,29,25,7,255,107,190,372,453,609,654,469,190,32,3084
104021087,3,0,5,3,3,29,44,35,28,147,0,0,0,0,0,0,0,0,6,13,18,13,31,42,40,63,39,37,10,298,68,100,281,285,404,647,559,289,97,2718
104021088,4,3,0,0,10,23,47,48,24,161,0,0,5,3,3,5,5,0,0,27,12,14,56,54,54,59,52,34,8,340,203,339,988,1353,1406,1460,1364,555,126,7803
104021089,6,6,19,39,47,104,159,158,109,651,0,0,6,8,0,4,12,6,8,38,60,55,137,128,136,109,108,128,107,959,526,867,2059,2225,2605,2711,2602,1534,614,15743
104021090,0,0,6,5,10,18,39,38,44,165,0,0,0,0,0,9,0,0,0,11,22,14,31,44,53,45,71,44,13,334,114,152,397,438,630,857,873,439,187,4083
104021091,3,4,24,41,40,78,127,86,65,463,0,7,28,16,14,18,17,9,6,103,27,35,155,105,90,108,111,85,66,789,341,588,1875,1735,1656,1945,2111,931,354,11543
105011092,4,0,3,0,19,46,52,33,17,182,0,0,0,0,3,5,9,0,0,23,37,37,96,74,90,80,57,37,10,524,121,201,489,368,431,485,297,145,50,2597
105011093,3,4,11,8,10,32,66,41,22,201,0,0,0,0,0,0,3,0,0,11,42,36,94,92,71,77,64,47,11,541,138,229,600,519,446,564,399,216,75,3188
105011094,0,3,10,12,19,42,47,52,27,208,0,0,0,5,0,0,7,5,5,21,36,31,64,77,47,68,63,65,22,473,128,195,491,420,458,549,405,241,85,2966
105011095,0,0,3,9,18,28,54,53,19,193,0,0,3,0,0,0,4,8,0,21,19,27,33,40,60,67,78,73,55,458,127,253,531,406,593,642,498,399,151,3595
105011096,5,4,11,14,21,53,96,71,12,277,0,0,0,0,6,0,9,10,3,37,81,63,173,160,176,217,184,103,26,1179,171,239,661,548,681,876,757,362,83,4390
105021097,14,13,39,51,69,234,381,236,149,1189,0,0,0,0,7,10,3,15,3,45,96,95,205,210,186,176,190,173,136,1457,539,896,2181,1880,2010,2567,2210,1272,590,14149
105021098,10,10,13,7,15,30,35,26,14,153,0,0,0,0,0,3,9,4,0,19,29,36,52,36,49,62,57,19,8,353,97,117,270,256,314,323,295,130,28,1834
105031099,0,0,6,15,31,71,126,115,47,399,0,0,0,0,3,3,5,4,3,15,60,40,99,97,142,173,210,142,80,1046,193,280,732,703,951,1201,1238,717,294,6310
105031100,3,6,12,22,25,62,111,76,47,365,0,0,8,4,4,9,6,0,0,33,63,63,161,119,120,96,82,61,35,805,353,623,1615,1281,1211,1349,951,482,185,8040
105031101,9,3,16,15,48,93,158,141,93,579,0,0,10,6,10,7,17,12,3,64,88,92,278,183,170,167,135,140,114,1365,494,1100,3435,2427,2116,2064,1646,1142,513,14957
105031102,3,3,9,17,31,56,106,72,32,320,0,0,0,3,4,8,7,3,0,25,54,67,157,151,94,69,85,65,31,779,299,670,1565,1272,1113,956,909,650,212,7637
105031103,3,0,9,9,14,32,68,45,18,197,0,0,0,0,0,3,3,3,0,10,36,25,55,63,65,102,66,53,11,481,159,228,557,711,836,924,685,308,69,4485
105031104,0,0,5,11,12,32,67,62,34,224,0,0,0,0,4,0,8,3,0,10,28,21,63,63,68,73,69,65,23,476,107,163,456,449,544,664,563,360,130,3440
105031105,7,0,4,12,16,39,103,61,20,260,0,0,4,5,4,0,7,11,3,26,45,36,104,101,85,109,93,87,61,725,179,301,724,700,709,860,761,477,173,4876
105031106,0,3,15,15,39,82,117,84,65,414,0,0,0,3,0,0,3,0,0,12,49,124,417,340,229,146,130,99,33,1572,208,469,1175,1020,1034,1195,1006,594,229,6937
106011107,6,5,9,14,22,55,119,47,29,294,0,0,3,0,3,3,3,3,0,26,24,25,72,68,55,55,71,55,15,434,375,696,1811,1762,1588,1481,1205,492,93,9508
106011108,18,14,43,45,68,174,318,196,126,999,0,0,8,15,9,15,12,14,4,79,78,212,622,529,387,254,243,236,162,2731,716,1453,3300,2907,2829,2779,2505,1395,655,18534
106011109,0,0,8,10,17,60,89,50,23,264,0,0,0,0,5,8,0,0,0,24,35,35,48,61,78,78,80,22,14,453,302,452,928,1071,1318,1383,1127,409,103,7097
106011110,6,4,4,9,8,60,87,81,50,310,0,0,3,0,0,4,3,3,0,16,26,13,41,63,49,70,69,64,11,419,271,394,864,1119,1242,1529,1254,658,184,7519
106011111,15,15,32,33,61,151,303,137,91,837,0,3,10,3,7,7,9,9,5,58,56,70,146,125,121,123,136,123,60,952,618,1359,3242,2448,2412,2367,1991,898,331,15675
106011112,12,11,33,23,41,73,120,99,85,494,4,0,5,7,4,13,3,9,3,49,99,116,159,106,92,109,90,58,22,845,704,1192,2512,2061,2163,1903,1361,713,306,12914
106011113,0,3,3,5,10,28,52,38,10,151,0,0,0,3,0,3,0,0,0,11,34,19,44,48,89,66,53,28,3,390,164,241,524,678,814,827,567,235,36,4088
106021114,3,9,14,16,19,32,55,44,40,229,0,0,0,3,0,7,3,4,3,24,13,11,52,50,37,41,40,52,54,348,215,566,1474,1259,1015,806,622,335,180,6476
106021116,3,0,6,6,14,9,34,39,30,138,0,3,0,0,0,3,0,3,0,16,14,15,27,41,26,35,24,28,20,230,297,414,851,1188,1170,1068,837,446,145,6416
106021614,15,10,24,13,40,91,154,99,64,501,0,0,7,10,14,12,11,7,10,61,40,45,136,95,87,112,117,94,83,819,570,1150,2263,2277,2367,2192,1822,919,376,13950
106021615,4,8,17,22,34,77,131,129,79,494,0,4,3,5,5,10,8,8,5,45,48,45,100,105,81,68,91,80,44,678,482,1043,2525,2408,2073,1719,1571,901,327,13057
106021616,4,9,19,21,31,59,92,58,31,315,0,0,3,6,7,0,3,0,0,23,24,36,78,73,56,45,49,27,12,403,235,540,1355,1035,903,875,734,319,104,6095
106021617,4,4,14,13,32,47,81,76,42,311,0,0,0,4,0,9,0,0,0,19,18,28,50,48,43,44,50,50,19,353,260,527,1297,1207,1197,1193,1202,802,231,7921
106021618,5,5,8,17,24,58,96,70,35,312,0,0,6,9,12,10,11,0,0,56,18,30,99,69,28,36,36,23,0,340,407,1048,2736,2328,1859,1657,1073,433,85,11617
106031119,0,3,0,3,10,32,62,47,16,176,0,0,0,5,0,4,0,3,3,9,13,17,23,18,49,67,84,88,19,380,181,264,468,545,819,1043,1162,701,121,5307
106031120,0,0,8,3,27,38,83,61,32,254,0,0,0,6,0,0,0,4,0,16,34,17,41,36,49,60,78,48,21,382,176,307,624,644,806,1105,1158,627,163,5606
106031121,0,7,20,17,29,87,168,186,118,635,0,3,7,5,7,6,16,11,3,61,50,52,85,78,99,155,226,314,221,1272,464,828,1604,1902,2561,3458,3929,2740,978,18462
106031122,16,5,28,34,81,102,183,115,55,619,0,4,13,3,9,13,9,3,0,59,38,36,133,130,140,123,144,116,36,882,473,886,1884,1734,1799,1818,1528,816,259,11204
106031123,0,0,0,5,8,25,40,25,15,120,0,0,0,0,4,0,0,0,0,12,11,12,14,33,24,29,27,19,4,175,196,340,448,644,878,932,613,225,62,4342
106031124,4,0,9,7,6,24,71,48,27,191,0,0,0,3,0,0,3,3,4,14,6,15,25,24,39,54,98,123,109,493,85,120,254,322,485,1007,1567,1088,351,5280
106031125,3,4,32,27,25,69,137,85,39,424,0,0,0,0,5,4,0,6,5,28,28,52,73,73,96,90,92,84,16,612,433,797,1573,1844,2020,1937,1719,863,166,11349
106041126,10,8,28,50,42,85,120,92,58,491,0,0,0,0,0,8,8,0,0,25,52,65,212,179,140,93,82,63,30,921,363,696,1860,1599,1528,1404,1026,512,179,9159
106041127,0,0,8,7,9,29,43,48,24,163,0,0,0,0,0,0,3,4,0,14,23,8,27,37,50,46,54,27,10,277,140,180,449,510,585,573,427,231,76,3172
106041128,5,0,8,18,7,24,48,51,33,202,0,7,3,7,3,9,5,8,0,35,6,20,55,33,40,38,46,74,51,364,126,285,800,773,737,709,575,411,201,4623
106041129,0,4,4,9,17,67,109,78,44,335,0,0,0,0,4,5,5,0,7,27,27,24,74,74,75,111,92,59,43,568,212,381,857,933,1046,1220,1077,532,208,6464
107011131,10,4,25,35,54,125,277,225,154,913,4,0,9,8,10,11,27,28,12,102,70,55,132,119,111,89,112,154,79,932,676,1449,2972,2870,2932,2836,2698,1877,662,18976
107011132,0,0,3,19,19,35,77,40,21,217,0,3,0,0,4,10,7,10,6,43,20,22,52,53,37,55,36,58,34,357,376,726,1680,1909,1483,1283,806,391,123,8789
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
107011134,4,0,11,20,27,62,139,167,111,541,0,0,3,3,7,3,22,16,14,78,27,24,83,62,52,59,61,98,113,585,449,918,1787,1830,1989,2066,1504,900,499,11946
107011545,5,8,28,54,64,157,273,251,114,949,0,0,8,17,20,26,67,70,52,259,47,49,116,107,110,91,78,69,42,718,387,891,1871,1719,1750,1770,1325,872,383,10963
107011546,0,0,22,20,39,101,214,284,190,855,0,0,9,7,10,14,44,74,71,242,32,43,119,87,79,67,79,71,31,615,198,568,1257,1147,1191,1253,989,703,410,7729
107011547,0,0,3,3,8,22,77,94,40,251,0,0,0,0,4,0,15,3,7,27,7,11,12,17,20,36,69,60,30,270,105,198,380,410,489,610,668,505,171,3529
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
107031136,0,6,13,17,20,65,140,103,54,417,0,3,9,9,14,11,7,7,6,56,26,23,84,91,48,58,64,72,115,590,517,1176,3024,2547,2350,2070,1435,681,308,14101
107031137,0,4,8,8,15,48,98,87,61,332,0,3,0,3,11,15,8,6,0,48,15,30,46,51,42,37,38,45,22,316,185,459,919,759,787,923,793,455,220,5510
107031138,0,0,0,3,12,17,43,67,47,188,0,0,0,0,0,8,0,0,3,17,7,16,41,31,49,42,67,85,44,383,166,333,799,895,949,1318,1464,922,400,7241
