SA2_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
101031016,3,9,13,3,5,10,3,0,3,0,0,0,0,0,0,1396,1181,2579,96,124,223,35,0,35,9,0,13,11,6,11,42,14,55,193,190,382,1779,1530,3309,3,0,3,0,0,0,0,0,0,12,12,25,3,0,8,0,0,0,20,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35,37,29,67,0,0,6,0,0,0,5,0,5,5,4,11,326,372,695,271,307,579,25,20,46,2437,2261,4701
101041017,0,0,0,11,11,19,0,0,0,0,0,0,0,3,4,1035,979,2010,86,88,170,43,0,43,16,4,15,7,8,19,11,4,15,51,43,97,1254,1138,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,19,14,11,20,0,0,0,0,0,0,4,0,0,4,4,4,94,163,262,143,224,372,15,8,19,1526,1548,3072
101041018,0,0,0,14,7,25,0,0,0,0,0,0,0,3,3,1100,1080,2178,82,94,171,36,0,39,3,0,3,11,3,11,9,9,13,22,30,51,1277,1227,2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,7,19,5,21,19,7,28,0,0,0,0,0,0,0,0,0,0,0,0,156,205,362,147,214,362,18,12,28,1615,1659,3279
101041019,0,0,0,6,4,9,0,6,6,0,0,0,5,0,6,1235,1236,2470,82,92,169,40,6,35,10,3,13,17,13,31,9,6,11,115,115,224,1509,1470,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,20,10,25,22,9,28,0,0,0,0,0,0,0,0,5,0,0,5,152,209,361,160,264,429,20,14,36,1867,1964,3830
101041020,0,0,0,9,5,12,0,0,0,0,0,0,0,0,0,1336,1245,2584,64,69,125,78,3,81,26,0,29,3,0,7,27,9,36,83,65,144,1623,1401,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,5,4,23,3,28,20,12,32,0,0,0,0,0,0,0,0,0,0,0,0,311,377,689,181,267,447,27,22,46,2164,2077,4240
101041021,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,515,443,961,20,31,51,18,0,18,3,0,4,13,13,26,5,0,7,16,31,49,595,518,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,78,130,209,69,122,188,6,8,16,758,779,1539
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,6,17
101041023,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,417,395,812,34,29,63,22,0,21,5,0,0,0,0,0,6,3,13,24,31,59,508,458,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,59,86,44,74,117,12,13,25,605,601,1207
101041024,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,467,453,918,37,25,55,26,5,26,4,0,10,3,0,7,6,0,8,27,29,59,575,517,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,102,117,216,78,100,175,0,12,8,763,739,1503
101041025,0,0,0,6,11,17,0,0,0,0,0,0,0,6,5,1601,1448,3051,86,124,208,47,6,51,10,0,16,16,0,18,20,9,31,100,108,205,1888,1702,3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,15,13,10,20,0,0,0,0,0,0,0,0,0,0,0,0,263,339,602,206,334,539,21,13,34,2390,2397,4790
101041026,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,1125,1057,2188,58,62,117,58,0,59,10,0,10,19,7,22,6,7,9,39,51,95,1319,1184,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,10,12,3,19,0,0,0,0,0,0,0,0,0,0,0,0,151,228,373,133,219,350,15,17,34,1633,1650,3283
101041027,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,1050,975,2032,74,74,145,34,0,34,9,0,9,8,9,19,21,6,29,80,87,170,1279,1169,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,17,17,5,20,0,0,0,0,0,0,0,0,0,0,0,0,226,276,505,159,214,373,32,33,59,1714,1696,3403
101051539,8,0,4,27,8,35,0,0,0,0,0,0,14,21,34,4034,3515,7549,328,343,666,86,5,95,29,0,29,26,4,31,27,3,28,173,182,356,4750,4083,8827,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,7,4,38,18,56,45,25,65,0,0,0,0,0,0,3,0,3,7,0,7,272,479,750,440,718,1159,34,27,59,5536,5332,10874
101051540,4,0,3,6,7,13,0,0,0,0,0,0,0,0,0,2047,1765,3817,111,122,230,145,4,150,21,3,30,3,0,3,33,15,52,133,106,237,2515,2022,4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,26,16,41,26,20,46,0,0,0,0,0,0,0,0,0,8,0,8,624,555,1182,230,384,613,36,28,68,3439,3012,6451
101061541,0,0,0,21,11,30,0,0,0,0,0,0,0,0,0,1112,970,2078,69,72,143,46,3,47,3,5,3,10,0,7,11,8,20,67,60,125,1325,1135,2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,0,0,0,0,8,10,18,11,23,11,20,29,0,0,0,0,0,0,0,0,0,0,0,3,140,217,358,142,210,351,7,11,17,1631,1592,3221
101061542,0,0,0,10,6,22,0,0,0,0,5,5,3,0,3,2131,1942,4079,101,159,256,117,7,125,33,5,36,4,3,8,26,12,34,108,89,195,2527,2224,4752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,0,5,5,10,32,20,52,37,32,63,0,0,0,0,5,3,6,0,6,5,5,8,622,689,1314,259,397,654,18,12,32,3471,3360,6830
101061543,0,0,0,5,5,6,3,0,3,0,0,0,9,5,10,1639,1508,3145,155,134,287,64,0,63,17,3,14,6,0,6,11,3,21,91,85,176,1996,1739,3736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,14,12,4,23,0,0,0,0,0,0,0,0,0,0,0,0,138,204,347,130,245,373,28,21,42,2306,2215,4520
101061544,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1031,959,1996,45,48,92,49,8,61,6,0,8,3,0,3,34,11,49,114,86,199,1286,1120,2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,292,275,568,78,148,221,16,23,37,1690,1562,3253
102011028,11,8,19,7,0,11,0,0,4,0,0,0,0,0,0,880,714,1592,54,54,110,29,0,29,7,0,10,0,0,0,4,5,11,19,28,46,1013,810,1824,0,0,4,0,0,0,0,0,0,11,9,16,0,0,0,0,0,0,14,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,4,16,30,13,41,0,0,0,0,0,0,0,0,0,0,0,0,616,679,1300,206,351,555,7,8,12,1876,1862,3735
102011029,27,7,33,5,5,9,4,0,4,0,0,0,0,0,0,1198,919,2114,55,45,101,38,0,34,14,0,14,4,0,5,8,4,15,13,17,33,1355,996,2355,3,0,4,0,0,0,0,0,0,16,3,20,0,0,3,0,0,0,23,10,31,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,5,15,8,25,47,18,65,8,4,10,0,0,0,0,0,0,7,4,10,777,930,1702,293,403,692,5,5,11,2485,2357,4842
102011030,5,3,7,0,0,6,0,0,0,0,0,0,0,0,0,552,373,926,24,37,60,48,0,48,6,0,6,4,0,4,20,10,31,78,47,127,736,471,1208,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19,24,12,34,0,0,0,0,0,0,0,0,0,0,0,0,332,384,721,114,186,296,17,18,31,1231,1068,2299
102011031,17,11,27,14,7,25,0,0,0,0,0,0,0,0,3,1447,1247,2696,72,95,169,33,0,33,12,0,12,13,0,13,14,8,18,29,48,79,1657,1413,3073,4,0,10,0,0,0,0,0,0,10,3,12,4,5,8,5,0,3,21,9,29,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,20,0,25,38,11,55,4,4,6,0,0,0,0,0,0,4,4,6,872,969,1840,355,545,899,10,9,23,2943,2951,5893
102011032,93,79,175,62,91,152,0,0,0,0,0,0,7,10,14,2545,1964,4508,146,202,343,35,0,44,37,6,36,13,5,24,24,15,42,134,135,274,3092,2512,5605,40,25,63,0,0,0,4,0,4,20,8,32,3,9,8,0,3,4,70,40,113,0,0,0,0,0,0,0,0,4,3,12,14,0,3,4,3,12,18,26,13,41,95,67,167,14,10,23,4,0,8,0,0,0,16,13,35,1353,1512,2865,599,938,1537,23,20,43,5192,5066,10255
102011033,5,3,10,8,10,19,0,0,0,0,0,0,0,4,4,981,715,1695,52,63,121,25,4,20,16,0,16,0,0,0,6,4,14,10,17,30,1100,825,1929,6,4,3,0,0,0,0,0,0,8,3,12,0,0,3,0,0,0,10,8,19,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,10,0,10,21,8,29,0,3,7,0,0,0,0,0,0,0,3,5,383,467,850,211,313,527,11,5,19,1732,1620,3353
102011034,7,0,12,0,4,10,0,0,0,0,0,0,0,0,4,833,698,1531,40,60,102,20,0,20,7,0,7,5,0,5,10,0,13,14,27,43,940,802,1740,0,0,4,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,11,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,9,22,0,0,0,0,0,0,0,0,0,0,0,0,353,436,788,179,311,495,4,3,7,1492,1558,3054
102011035,19,17,39,4,3,7,0,0,0,0,0,0,0,3,5,910,788,1693,61,79,137,18,0,18,27,0,27,3,0,7,10,0,16,4,13,20,1063,901,1964,10,8,10,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,17,8,25,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,4,3,9,0,9,33,11,44,4,3,3,0,0,0,0,0,0,3,3,4,447,495,941,219,345,565,9,7,15,1767,1763,3529
102011036,20,13,38,0,9,10,0,0,0,0,0,0,0,0,0,1065,863,1926,62,69,136,32,0,32,12,0,13,7,0,7,7,9,19,22,15,39,1235,985,2216,3,6,7,0,0,0,0,0,0,9,0,8,0,0,0,4,0,0,15,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,20,33,8,39,0,5,7,0,0,0,0,0,0,0,5,7,541,588,1128,239,384,625,6,3,6,2047,1975,4021
102011037,33,30,65,8,10,18,0,0,0,0,0,0,0,0,0,668,526,1187,45,34,83,10,0,14,11,0,13,0,6,7,4,3,10,17,9,19,799,617,1418,11,4,15,0,0,0,0,0,0,6,4,6,0,3,6,4,0,4,18,7,26,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,3,4,10,3,12,32,15,47,0,0,3,0,0,0,0,0,0,4,6,4,515,532,1049,180,271,451,5,3,13,1525,1454,2977
102011038,9,6,14,9,0,10,0,0,0,0,0,0,0,0,0,917,711,1621,45,43,87,29,0,31,9,0,9,0,0,0,7,6,13,11,3,18,1040,773,1813,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,16,5,21,5,0,5,0,0,0,0,0,0,5,0,5,372,582,957,214,330,543,11,9,22,1658,1701,3360
102011039,12,6,19,11,6,18,0,0,0,0,0,0,0,0,0,1765,1404,3170,78,94,177,44,0,44,17,3,16,10,6,13,18,13,25,45,50,89,1987,1583,3572,4,0,4,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,13,3,19,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,5,10,9,25,34,19,48,6,0,4,0,3,3,0,0,0,3,3,13,1139,1290,2431,426,656,1081,10,13,23,3606,3565,7168
102011040,98,54,156,26,35,62,10,0,10,0,0,0,6,10,14,2335,1827,4165,126,185,306,63,0,67,9,3,17,30,11,45,25,24,44,70,98,173,2793,2262,5057,49,34,83,0,0,0,0,0,0,34,17,51,5,5,8,7,0,12,96,53,150,0,6,5,0,0,0,3,3,3,0,8,8,0,8,8,9,14,20,31,13,40,139,84,217,15,6,21,0,4,4,0,0,6,21,9,24,1296,1658,2957,598,896,1496,29,15,42,4873,4923,9789
102011041,8,3,4,11,14,25,0,0,0,0,0,0,0,0,0,1364,1053,2417,73,67,145,41,0,44,15,0,12,10,6,10,9,9,21,26,18,38,1557,1168,2727,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,5,18,6,28,24,11,42,6,0,6,0,0,0,0,0,0,6,0,4,705,904,1610,303,478,785,5,14,13,2594,2583,5180
102011042,119,59,173,19,41,55,3,0,3,0,0,0,0,6,5,1293,1026,2318,66,93,160,31,0,33,15,0,14,14,6,26,5,11,16,46,77,123,1605,1320,2922,20,33,46,0,0,0,0,0,0,17,4,25,0,4,4,8,4,8,45,41,86,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,26,6,30,69,53,116,9,10,13,0,0,0,4,0,4,13,10,18,748,924,1675,336,508,844,27,16,47,2799,2824,5626
102011043,34,15,49,16,25,43,0,0,0,0,0,0,0,3,5,1306,989,2291,72,117,183,30,0,29,12,0,12,7,0,5,4,8,14,21,27,44,1504,1187,2695,10,6,23,0,0,0,0,0,0,10,8,20,0,0,0,0,0,4,24,22,45,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,8,7,12,3,12,38,29,68,5,3,5,4,0,4,0,0,0,5,3,11,551,663,1217,314,481,798,9,11,21,2427,2377,4802
102021044,16,9,27,21,20,44,0,0,0,0,0,3,0,3,4,2956,2260,5222,172,151,318,82,0,88,35,0,34,20,5,27,18,19,34,33,59,90,3353,2524,5878,7,3,11,0,0,0,0,0,0,7,7,13,0,0,0,0,0,0,18,8,21,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,4,9,22,9,32,50,20,62,6,0,3,0,0,3,0,0,0,7,4,6,826,1340,2169,619,990,1611,14,22,33,4870,4893,9759
102021045,14,0,12,13,10,24,0,0,0,0,0,0,0,0,0,1608,1275,2885,117,98,215,44,0,49,10,0,17,0,0,0,12,5,16,13,13,24,1836,1411,3245,0,0,0,0,0,0,0,0,0,12,4,14,0,0,0,5,0,5,22,4,27,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,4,3,23,3,24,43,9,55,0,3,3,0,0,0,0,0,0,0,3,5,252,427,674,308,495,801,9,9,26,2451,2362,4807
