SA2_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
109011176,1024,929,459,152,7067
109021177,272,145,89,31,1229
109021178,518,373,173,48,2936
109021179,284,198,69,16,1558
109031180,478,428,258,94,2524
109031181,591,607,291,83,3348
109031182,608,430,245,91,3216
109031183,657,447,215,57,3075
109031184,496,508,297,92,3165
109031185,855,844,433,183,4577
110011186,2008,1551,947,338,13027
110011187,438,316,184,50,2255
110011188,666,527,222,49,3147
110011189,300,287,140,35,1526
110021190,831,761,361,127,4274
110021191,852,707,430,131,5277
110021192,444,331,155,23,2263
110021193,494,371,195,52,2449
110021194,716,735,275,66,3228
110031195,569,402,190,65,3687
110031196,467,260,115,20,2603
110031197,492,317,157,51,2977
110031198,415,247,94,30,1995
110041199,629,457,285,126,4269
110041200,357,239,85,41,1942
110041201,607,519,245,60,3355
110041202,1522,1183,632,161,9691
110041203,1106,902,662,322,8278
110041204,265,186,101,19,2182
110041205,1693,1336,529,133,9012
111011206,1558,1237,700,305,9072
111011207,571,477,210,59,2773
111011208,1967,1403,756,260,13337
111011209,1849,1394,705,215,12479
111011210,666,469,314,130,4175
111011211,370,305,198,134,2082
111011212,1269,1133,528,184,6450
111011213,1310,1136,561,135,6949
111011214,1397,1133,575,165,7859
111021215,825,632,464,218,5046
111021216,878,811,425,104,4958
111021217,908,601,303,145,7743
111021218,1444,1373,1003,502,9127
111021219,1346,1352,677,239,7277
111021220,1046,1046,397,85,5162
111021221,508,432,146,20,3425
111031222,1249,841,525,174,8997
111031223,519,396,217,42,3402
111031224,1184,894,372,169,7416
111031225,1591,1049,505,199,9522
111031226,939,598,201,40,7746
111031227,1114,756,332,174,8332
111031228,1495,1019,431,182,8735
111031229,1390,1020,450,89,8711
111031230,0,3,0,0,18
111031231,529,393,287,211,6166
111031232,814,904,395,132,4638
111031233,1460,1184,681,364,10545
111031234,836,573,377,372,7035
111031235,782,497,155,37,5650
112011236,1678,1893,1074,542,9814
112011237,1934,1602,751,235,9876
112011238,815,586,174,77,4178
112011239,1002,786,272,62,5388
112011240,1017,875,290,86,6871
112011241,572,502,178,65,2840
112011242,1017,797,246,60,5407
112011243,1041,933,250,61,5265
112021244,733,702,440,182,5001
112021245,857,592,215,52,3527
112021246,1042,886,454,187,6600
112021247,906,735,245,98,3746
112021248,1443,1047,410,163,7856
112021249,2075,1556,440,90,8958
112031250,1556,1241,516,194,7918
112031251,846,693,381,246,4715
112031252,1395,1033,312,69,5746
112031253,1380,980,462,192,7368
112031254,1843,1775,1016,489,11018
112031550,1283,1137,843,419,7925
112031551,321,247,90,28,1719
112031552,628,648,477,236,3896
113011256,1177,746,388,225,8747
113011257,939,570,216,58,5532
113011258,679,453,238,92,4212
113011259,440,338,172,70,2444
113021260,312,248,137,38,1687
113021261,483,344,236,94,2871
113021262,507,354,147,36,2231
113031263,645,669,364,102,3487
113031264,290,225,109,30,1581
113031265,504,365,148,42,3267
113031266,507,471,213,83,2822
113031267,1353,1066,506,158,8258
113031268,292,167,163,103,2778
113031269,1611,1084,463,209,10315
113031270,852,654,351,177,5910
113031271,1346,972,332,107,8570
114011272,1202,1248,649,221,5619
114011273,491,408,180,44,1999
114011274,578,495,316,68,2659
114011275,14,12,3,0,41
114011276,628,631,222,68,2897
114011277,1470,1265,628,183,8277
114011278,1477,1121,607,257,10845
114011279,1261,1365,727,199,7321
114011280,533,572,325,123,2437
114011281,462,330,115,20,2062
114011282,1750,1750,868,292,8800
114011283,838,809,275,49,3330
114021284,1392,1730,1333,567,8130
114021285,531,331,134,19,3062
114021286,962,916,543,178,5977
114021287,976,908,540,171,5707
114021288,518,456,199,28,2299
114021289,911,988,482,121,4380
115011290,1743,1283,754,228,13687
115011291,2168,1597,596,118,12574
115011294,653,513,432,167,3541
115011296,1605,1333,409,80,7543
115011553,604,468,259,54,4359
115011554,578,388,450,570,3483
115011555,1242,1024,420,96,6934
115011556,877,723,330,73,6023
115011557,595,331,97,16,2946
115011558,2167,1515,677,354,11416
115011621,1480,865,326,67,9442
115011622,742,518,340,216,6570
115021297,2261,1573,812,283,12035
115021298,620,462,272,87,3061
115031299,409,249,124,23,1649
115031300,2113,1313,474,119,11260
115041301,851,570,250,59,5429
115041623,410,240,69,11,5513
115041624,837,460,157,86,9251
115041625,1318,632,248,37,9223
116011303,831,601,279,133,9163
116011304,1087,804,316,92,9874
116011306,1652,1079,342,75,11458
116011307,1802,1292,512,160,12573
116011560,807,459,205,49,5884
116011561,1041,572,297,167,8255
116011626,1037,736,307,50,7561
116011627,625,404,201,49,6013
116021309,1253,654,207,31,8461
116021562,276,126,38,6,1952
116021563,1546,931,249,61,12966
116021628,1021,629,283,70,10873
116021629,452,290,91,9,8058
116021630,611,342,107,26,6813
116021631,448,184,50,5,5294
116021632,773,389,90,12,13671
116021633,880,479,161,29,7555
116031313,833,566,259,44,6231
116031314,480,288,97,64,3856
116031315,1533,701,182,63,9529
116031316,824,520,311,78,7829
116031317,1131,705,249,68,9085
116031318,4,0,0,0,11
116031319,1606,941,408,352,10720
117011320,20,17,0,0,358
117011321,880,481,209,74,7022
117011323,993,612,297,93,8093
117011324,4,3,0,0,7
117011325,0,0,0,0,17
117011634,609,391,236,70,4514
117011635,887,426,191,49,14059
117021327,1539,877,331,93,13208
117021328,508,275,97,25,5049
117021636,787,441,183,60,7485
117021637,962,517,204,66,8443
117031329,954,574,251,60,8276
117031330,1190,527,157,34,14225
117031331,1668,1215,488,110,14355
117031333,1693,1231,591,299,14447
117031336,1122,595,277,103,12099
117031638,502,267,100,18,5444
117031639,270,141,35,12,5907
117031640,1140,552,148,38,10359
117031641,998,825,301,65,9146
117031642,1030,637,301,90,9567
117031643,567,296,93,26,8357
117031644,723,561,280,80,6256
117031645,727,380,161,34,14972
117031646,281,166,54,22,5310
117031647,777,559,297,134,11708
117031648,391,218,59,8,9368
118011339,1405,942,514,229,13018
118011340,1273,765,364,152,14189
118011341,1320,974,615,324,11957
118011342,0,0,0,0,0
118011344,1018,762,363,127,6744
118011345,1292,940,542,184,10500
118011346,1285,961,582,307,7178
118011347,679,664,460,214,5081
118011649,1428,1222,615,224,9313
118011650,905,875,643,248,6996
118021564,757,477,306,148,7357
118021565,929,567,262,105,8219
118021566,851,574,333,230,5852
118021567,898,619,307,109,6482
118021568,750,454,241,56,5883
118021569,1194,822,495,401,10857
118021570,931,609,347,188,8377
118021651,1561,976,378,100,13409
118021652,1027,765,478,198,6517
118021653,1161,697,334,97,6775
118021654,541,342,175,75,3086
119011354,1191,821,526,278,9409
119011355,75,51,6,0,775
119011356,628,367,185,62,4904
119011358,1395,815,450,298,8636
119011360,1167,721,366,293,8483
119011361,1165,712,306,139,8967
119011571,794,490,213,88,7566
119011572,819,492,259,166,7771
119011655,788,457,205,90,5843
119011656,671,350,148,61,5095
119011657,836,492,264,59,5362
119011658,1294,765,319,126,7891
119021362,1299,684,349,174,9552
119021366,995,507,243,70,8545
119021367,944,497,267,137,6654
119021573,717,377,218,155,7710
119021574,391,194,84,27,4524
119021659,669,357,191,103,5642
119021660,485,268,102,42,4500
119021661,714,303,184,127,6500
119021662,1453,782,422,199,9002
119021663,382,255,122,55,2817
119031370,993,658,316,204,6912
119031371,1296,939,392,152,7180
119031372,1700,1183,750,425,10650
119031373,744,482,293,95,5504
119031374,2116,1256,603,295,13969
119031664,557,340,171,71,7190
119031665,938,548,255,193,6143
119031666,1267,837,355,161,8249
119031667,726,409,191,114,5352
119041377,1019,639,332,106,6527
119041378,771,435,277,252,7908
119041379,1325,741,373,185,9012
119041380,1141,724,399,145,7407
119041381,1066,666,320,139,11187
119041382,1508,1023,566,241,8836
119041668,882,539,287,129,9057
119041669,727,452,221,177,4738
119041670,1066,620,325,191,8410
119041671,287,134,44,4,8071
120011383,2265,1649,843,254,13386
120011385,1788,1279,560,282,11123
120011386,1941,1311,618,299,12216
120011672,1064,640,236,67,7468
120011673,516,336,111,41,8353
120021387,1767,1372,619,118,10312
120021389,1280,863,332,97,8721
120021674,881,626,223,69,6354
120021675,1346,857,318,118,10716
120031392,988,514,187,49,6934
120031393,1396,845,441,243,9191
120031394,1443,745,276,121,11419
120031395,1318,839,265,118,8267
120031396,840,446,178,50,13326
120031576,291,182,84,16,1959
120031676,833,558,256,109,7523
120031677,937,569,372,305,7578
120031678,805,508,248,125,9794
120031679,1056,568,267,163,6118
120031680,1006,585,337,160,10823
120031681,948,647,319,156,5389
121011399,1656,1240,566,217,13787
121011401,871,585,208,59,8416
121011682,691,502,218,84,5946
121011683,1626,1124,615,305,7962
121011684,1307,962,531,277,12144
121011685,1476,1057,580,190,8337
121011686,1286,920,532,243,10060
121011687,1157,718,349,190,7395
121021403,2088,1291,567,132,12706
121021404,1267,806,397,92,6667
121021406,1844,1274,780,333,11196
121021577,834,539,267,88,7524
121021578,967,723,343,154,6254
121021579,722,628,466,288,7350
121031407,2375,1589,934,414,13953
121031408,2513,1782,1034,408,14888
121031409,1969,1243,625,236,10314
121031410,2197,1590,1176,445,12667
121031411,2092,1545,1227,741,12279
121031412,1991,1380,913,433,10990
121041413,1851,1554,788,223,12765
121041414,1447,1194,622,163,13037
121041416,1623,1307,853,335,12575
121041417,1261,937,534,82,9532
121041688,1535,1248,868,329,9021
121041689,1665,1197,757,253,9383
122011418,2262,1292,761,226,12027
122011419,2211,1370,795,248,15354
122021420,1704,1405,700,254,7772
122021421,1310,1009,700,226,6516
122021422,1802,1281,645,148,8260
122021690,1373,1133,823,451,8346
122021691,1033,680,296,87,6012
122031424,1324,759,485,197,7567
122031425,648,484,336,128,4244
122031427,1248,727,583,273,7175
122031429,1802,1081,451,165,13348
122031430,1460,943,494,286,9851
122031432,402,308,190,75,2142
122031692,737,570,533,232,4674
122031693,1354,838,419,161,7931
122031694,914,452,190,60,5342
122031695,1249,700,350,103,10930
122031696,1539,1016,668,163,9314
122031697,932,806,624,436,6688
123011433,976,876,460,305,6690
123011698,288,139,35,9,2766
123011699,850,593,258,64,6521
123011700,698,350,128,16,5133
123011701,1290,621,202,38,8715
123011702,341,163,41,4,4429
123021436,1002,727,348,47,8156
123021437,1260,935,489,148,10547
123021438,1385,815,192,49,8660
123021439,0,0,0,0,0
123021441,1062,929,388,66,7463
123021443,1326,807,265,61,9349
123021444,1561,1157,464,128,9133
123021703,572,312,129,26,7408
123021704,704,421,234,174,5547
123021705,1290,750,253,60,7951
123021706,888,535,232,61,6122
123031445,424,317,167,45,2701
123031446,819,588,271,123,5444
123031447,1340,992,426,180,9136
123031448,728,588,190,30,4695
124011449,805,730,361,81,3647
124011450,1965,1619,705,169,10826
124011451,4,4,0,0,7
124011452,1634,1590,710,222,8183
124011453,1364,949,363,69,6607
124011454,2264,1864,850,372,12432
124011455,767,817,373,132,3883
124021456,0,3,0,0,3
124031457,942,741,230,56,6896
124031459,1027,862,419,118,6900
124031460,1487,751,217,46,9828
124031461,1022,863,394,112,7856
124031462,1158,770,372,154,11710
124031463,788,420,188,28,5503
124031464,1022,745,505,337,9412
124031465,416,210,82,7,2697
124031707,1174,577,211,33,7566
124031708,389,239,106,23,6129
124041466,989,822,572,278,7636
124041467,1130,575,251,57,6991
124041468,536,302,114,19,3906
124051469,588,242,56,15,2960
124051470,1484,925,203,49,8622
124051580,650,421,170,39,5184
124051581,895,585,282,147,7438
125011475,0,0,0,0,0
125011582,653,412,174,83,8493
125011583,333,179,114,80,5176
125011584,475,227,88,36,3346
125011585,511,298,119,50,3689
125011586,1290,701,269,104,11181
125011587,298,170,65,21,2131
125011709,607,355,121,19,5711
125011710,813,415,100,14,14259
125021477,1771,982,466,181,13055
125021478,1633,901,476,218,9913
125021711,1120,721,432,213,6628
125021712,1587,1078,572,113,10736
125031479,1097,644,282,204,8272
125031480,702,544,270,227,5858
125031481,1047,577,226,63,10951
125031483,978,535,262,90,8502
125031484,1073,636,326,138,9313
125031486,0,0,0,0,9
125031487,0,0,0,0,3
125031713,994,776,415,112,7325
125031714,1240,654,302,94,10788
125031715,691,414,225,108,5252
125031716,428,209,104,36,3365
125041489,1444,821,363,168,13922
125041490,778,607,340,62,4824
125041491,1060,771,411,160,12370
125041493,1679,1068,636,272,12144
125041494,838,638,405,104,5850
125041588,745,470,239,136,7373
125041589,1053,524,239,120,12767
125041717,330,234,68,18,8559
125041718,337,208,72,21,6093
125041719,357,203,49,35,5611
126011496,2424,1765,997,377,13238
126011720,1301,800,395,163,9030
126011721,1596,1186,467,177,11478
126021498,1412,928,486,248,9408
126021499,1006,871,549,452,5944
126021500,1446,1016,589,357,15664
126021501,1387,800,374,193,9512
126021503,1523,934,418,133,12691
126021590,508,323,113,41,2408
126021722,792,552,201,88,4090
126021723,1744,1227,553,198,11298
126021724,1662,1038,482,213,11540
126021725,616,397,227,164,7871
127011504,819,446,246,80,5642
127011505,534,383,185,125,5495
127011592,0,0,3,0,15
127011593,535,274,65,14,2942
127011594,766,400,147,25,4720
127011595,807,364,105,17,5123
127011596,688,286,97,12,5352
127011597,860,331,111,15,7017
127011726,290,236,112,22,2311
127011727,510,225,56,10,6800
127011728,523,380,178,38,5750
127011729,490,257,97,37,7995
127021509,852,532,190,109,6012
127021510,1452,890,312,97,7729
127021511,936,619,349,222,7703
127021512,803,456,215,76,6058
127021513,882,484,281,133,7159
127021514,651,395,147,60,3877
127021515,925,598,266,81,6096
127021516,880,549,299,77,6513
127021517,479,347,162,39,3130
127021518,333,203,86,32,1927
127021519,998,712,344,180,6901
127021520,537,465,200,68,3968
127021521,3,0,6,0,19
127031522,1127,605,263,120,7342
127031523,1261,899,395,74,9579
127031524,1566,779,400,247,10942
127031599,595,360,200,49,4386
127031601,330,185,76,30,2871
127031730,416,169,45,4,5931
127031731,747,475,189,43,8814
127031732,757,460,248,101,5367
127031733,1039,401,159,144,6739
128011529,1722,1122,613,187,10098
128011530,1523,1117,752,463,11358
128011531,1347,1049,861,477,8665
128011602,877,621,316,135,7007
128011603,1257,927,413,185,7034
128011604,2639,1961,834,356,14861
128011605,365,263,108,44,1839
128011606,910,628,280,83,5117
128021533,519,404,266,200,3576
128021534,1268,877,267,61,5751
128021535,2218,1384,416,134,11119
128021536,1933,1457,714,244,12249
128021537,0,0,0,0,28
128021538,1713,1125,697,375,13425
128021607,1193,979,610,185,8961
128021608,631,473,249,61,3968
128021609,459,247,65,9,1970
197979799,0,0,0,0,0
199999499,1165,680,173,28,7237
