SA2_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
101021007,618,371,109,9,1114,467,34,1610,23,4,5,0,25,31,0,60,3,0,0,0,3,0,0,3,25,4,5,0,28,32,0,63,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,5,5,0,6,3,0,0,0,8,8,0,16,0,0,0,0,0,3,0,3,3,0,0,0,5,7,0,11,6,9,0,0,19,15,0,37,0,0,0,0,5,5,0,6,653,386,118,9,1160,529,34,1719
101021008,649,893,375,29,1943,462,60,2472,52,61,33,6,155,130,3,288,45,52,23,3,123,110,3,236,95,113,59,6,276,233,11,518,7,4,3,0,16,31,4,47,3,4,0,0,9,25,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,6,0,0,22,61,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,1015,438,40,2251,755,69,3075
101021009,530,644,273,34,1477,520,55,2052,120,76,58,11,265,299,18,574,121,100,61,5,295,248,16,567,244,182,121,13,554,547,37,1145,84,69,33,6,191,393,16,603,66,44,20,9,137,199,23,362,137,83,39,6,270,342,23,636,20,7,5,0,34,43,3,81,5,3,0,0,7,8,0,16,305,203,103,26,640,979,81,1695,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,7,0,12,10,0,0,0,11,10,0,21,0,5,0,0,3,0,0,13,1091,1032,496,71,2688,2059,167,4916
101021010,265,296,100,15,677,140,19,832,29,31,28,3,88,146,14,251,94,95,48,3,232,198,18,450,125,121,71,4,325,343,30,698,39,29,18,5,85,197,15,298,22,19,9,0,53,77,7,144,55,36,19,7,118,160,14,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,85,47,11,258,439,40,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,505,502,217,32,1263,924,95,2276
101021012,890,1818,349,19,3078,413,43,3535,86,92,70,3,259,186,15,458,47,44,31,5,130,60,14,204,135,139,100,13,394,246,25,662,13,4,14,0,31,53,0,87,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,0,34,57,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,5,0,0,6,0,0,0,0,0,3,0,3,1043,1973,470,27,3513,728,70,4305
101021610,446,1068,137,3,1656,128,16,1796,3,8,0,0,7,5,0,14,24,28,6,0,58,36,0,96,25,34,6,0,66,37,0,107,0,0,0,0,0,0,0,0,8,4,4,0,10,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,13,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,1110,148,6,1740,167,18,1929
101021611,1832,2232,381,32,4481,712,61,5265,13,7,3,0,27,16,0,43,9,4,0,0,19,4,0,25,20,9,7,0,37,23,0,66,0,6,0,0,9,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,9,0,0,15,11,0,24,3,0,0,0,6,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,3,3,5,3,0,11,6,0,13,5,0,0,0,6,3,0,11,1863,2257,394,35,4557,760,62,5374
101031013,324,192,76,3,601,313,21,939,3,0,0,0,7,10,0,15,0,0,0,0,0,0,0,0,3,0,0,0,7,10,0,15,0,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,3,4,0,0,10,3,0,6,334,200,81,5,620,343,27,981
101031014,740,582,279,17,1619,734,67,2415,24,11,5,0,41,86,0,132,5,0,3,0,9,21,4,30,25,15,8,0,49,106,8,166,8,4,3,0,17,78,8,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,8,11,9,3,0,25,88,13,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,7,10,0,23,4,4,0,0,13,13,0,26,0,0,0,0,0,3,0,9,781,611,296,21,1702,944,88,2738
101031015,464,351,84,9,915,335,14,1255,0,5,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,0,0,0,4,9,0,13,0,0,0,0,3,3,0,9,474,354,83,9,921,340,14,1277
101031016,632,708,169,14,1517,461,97,2072,14,6,8,0,27,18,3,51,28,25,9,0,60,52,34,143,40,34,12,0,90,64,41,193,83,30,29,0,152,129,74,347,13,3,6,0,21,17,8,54,7,0,0,0,7,5,0,8,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,10,105,37,32,0,180,155,81,417,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,0,0,0,0,0,0,0,3,7,0,3,0,5,10,0,15,9,3,0,0,16,17,6,42,789,781,221,13,1805,704,227,2741
101041017,973,577,336,25,1906,621,87,2610,49,13,20,6,85,111,4,193,42,12,18,0,70,71,4,144,92,22,34,0,153,181,5,340,67,29,34,5,138,244,11,390,0,0,0,0,5,14,0,26,14,0,0,0,14,17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,29,37,5,150,278,11,445,4,0,0,0,8,15,0,19,4,0,0,0,7,28,0,37,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,12,0,3,0,18,38,8,59,3,0,0,0,9,4,0,13,1158,624,418,32,2233,1129,103,3468
101041018,1230,602,332,20,2179,719,59,2959,45,10,14,0,70,117,3,193,69,20,30,6,118,89,5,208,115,26,43,3,190,209,8,406,46,16,32,0,105,162,6,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,4,0,8,53,18,38,0,105,166,6,280,4,0,3,0,8,6,0,20,10,0,0,0,7,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,0,12,15,4,37,3,0,0,0,3,6,0,10,1412,653,405,24,2495,1123,78,3697
101041019,1011,780,395,21,2204,811,94,3113,34,8,20,0,60,154,3,218,20,8,3,0,29,56,0,92,52,11,26,0,92,216,3,310,14,4,7,0,20,56,0,73,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,12,3,8,0,21,59,0,85,4,5,0,0,9,11,0,22,3,0,0,0,11,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,3,0,19,21,0,37,3,3,0,0,10,7,0,11,1086,809,428,23,2346,1114,102,3559
101041020,1358,887,325,19,2599,921,89,3602,0,0,0,0,4,13,0,23,0,4,0,0,4,0,0,4,0,9,0,0,7,13,0,24,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,4,6,0,16,16,0,33,5,3,0,0,7,3,3,15,0,0,0,0,3,6,0,4,4,0,0,0,3,4,0,10,22,8,0,0,28,26,3,59,3,0,0,0,3,0,0,3,1385,908,329,22,2642,965,88,3699
101041021,442,329,124,17,905,293,25,1222,48,7,10,0,61,84,0,148,13,8,3,0,23,10,0,34,58,14,15,0,83,93,0,180,6,4,0,0,9,18,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,19,5,37,12,4,4,0,17,13,5,32,9,0,0,0,9,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,4,3,0,28,36,4,72,0,0,0,0,3,3,0,6,539,345,140,16,1039,444,34,1514
101041022,3,3,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,10
101041023,403,229,132,12,773,294,28,1088,19,5,7,0,35,81,3,119,8,3,0,0,14,28,0,44,28,9,17,0,50,111,6,169,3,0,9,0,20,21,8,40,5,0,0,0,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,23,24,8,49,7,0,0,0,7,0,0,7,16,3,6,0,25,29,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,0,31,29,3,66,0,4,0,0,4,3,3,8,455,239,159,15,871,465,37,1378
101041024,518,276,122,10,932,324,30,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,7,3,3,0,0,9,4,0,11,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,13,3,0,0,17,3,0,26,0,0,0,0,0,9,0,9,535,282,123,10,951,341,36,1325
101041025,1499,857,267,20,2647,876,74,3602,83,19,24,0,131,222,9,362,101,31,25,0,164,156,16,329,187,45,53,0,289,383,25,693,91,28,48,4,176,279,17,476,11,0,0,0,12,7,0,28,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,101,30,49,4,190,298,20,509,0,0,0,0,0,0,0,4,4,0,0,0,3,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,11,0,17,17,4,4,0,27,13,0,41,1811,941,378,27,3158,1580,122,4863
101041026,1334,628,296,27,2286,912,82,3279,28,11,13,0,50,72,8,129,22,6,8,0,37,58,4,95,48,20,18,0,85,134,8,228,0,0,0,0,7,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,0,5,0,11,21,0,31,4,0,3,0,8,18,0,26,7,0,3,0,12,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,14,3,4,0,22,23,0,44,0,0,0,0,0,9,0,9,1400,650,323,27,2404,1094,90,3586
101041027,1495,632,293,17,2432,973,87,3494,41,10,19,0,67,104,7,178,25,13,11,0,49,71,3,124,70,17,26,0,121,172,15,303,41,6,19,0,65,114,7,193,9,3,3,0,13,17,0,33,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,51,8,25,3,86,143,7,240,0,0,0,0,0,11,0,8,35,0,4,0,34,99,0,134,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,9,37,3,3,0,44,109,0,151,5,7,0,0,9,8,0,20,1658,666,348,17,2691,1397,111,4206
