SA2_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
101021007,672,272,342,433,612,730,610,352,77,4102,0,0,0,0,3,0,3,0,3,11,18,26,23,18,35,52,35,15,8,230,0,0,0,0,0,3,0,0,0,7,3,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,6,5,8,9,0,0,44,0,0,0,0,0,0,0,0,0,0,23,25,33,25,43,67,52,23,9,295,19,25,33,27,45,74,54,24,7,307,696,297,377,456,657,804,665,370,84,4413
101021008,1602,966,1218,1109,1105,1048,718,366,90,8220,0,0,0,0,0,0,4,5,0,5,16,29,19,10,20,15,16,9,0,126,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,7,6,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,21,47,31,12,24,20,13,9,0,184,21,48,31,14,28,20,20,10,0,191,1621,1017,1250,1121,1131,1068,740,375,91,8416
101021009,1709,1076,2277,1603,1336,1215,854,524,333,10932,0,0,0,0,4,0,5,3,3,11,23,39,42,25,43,50,26,16,14,275,0,0,3,0,4,7,0,0,0,15,3,5,3,0,7,3,3,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,16,21,17,8,3,3,0,6,81,0,0,0,0,0,0,0,0,0,0,34,58,69,49,61,64,31,14,20,399,34,60,69,49,63,68,38,18,23,414,1745,1137,2350,1654,1397,1280,889,550,350,11351
101021010,769,518,1043,730,637,579,370,184,52,4881,0,0,0,0,0,0,0,0,0,0,11,26,27,20,29,28,12,0,0,154,0,0,0,0,0,4,5,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,4,3,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,26,37,36,31,34,41,15,3,0,216,26,37,36,31,34,39,15,3,0,219,796,553,1074,756,669,626,383,186,52,5096
101021012,2666,1624,1415,1776,2115,1601,760,314,78,12351,0,0,0,0,0,0,0,0,0,0,16,36,22,13,17,15,16,12,0,153,0,0,8,0,0,4,0,0,0,13,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,14,24,11,9,0,3,3,0,85,0,0,0,0,0,0,0,0,0,0,27,51,62,25,24,26,22,13,3,271,27,51,62,27,24,26,22,18,3,271,2697,1683,1476,1800,2142,1630,783,329,77,12620
101021610,1857,472,1269,1311,678,272,156,48,6,6075,0,0,0,0,0,0,0,0,0,0,9,8,6,13,5,3,7,0,0,48,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,3,0,4,0,6,0,23,0,0,0,0,0,0,0,0,0,0,15,17,16,11,3,11,9,5,0,82,15,17,16,11,3,11,9,5,0,82,1866,490,1285,1322,685,282,168,46,5,6161
101021611,3131,1762,1552,2015,2602,2412,1638,629,92,15824,0,0,4,0,3,9,9,6,0,31,40,50,48,41,47,53,36,24,9,349,0,3,5,0,0,6,4,0,0,19,0,0,5,0,6,8,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,24,28,36,23,19,14,7,4,0,156,0,0,0,0,0,0,0,0,0,0,62,83,95,67,68,86,55,29,10,554,62,87,97,68,68,98,63,35,10,583,3193,1845,1651,2079,2669,2503,1700,665,103,16410
101031013,394,201,225,244,277,360,360,191,62,2320,0,6,0,0,0,0,0,0,0,9,5,25,15,5,12,23,11,6,3,96,0,0,7,5,0,0,4,0,0,10,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,10,30,25,10,14,24,13,6,3,132,10,32,25,10,15,31,11,6,6,144,405,235,247,261,295,390,371,197,72,2467
101031014,1084,626,806,792,791,901,715,522,235,6474,4,0,3,0,0,5,0,3,0,18,15,39,57,50,41,42,27,11,4,289,0,4,5,0,4,3,0,0,0,17,0,0,5,0,3,11,5,0,0,27,0,0,7,0,3,0,0,0,0,4,0,0,0,4,5,0,0,0,0,13,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,10,4,0,11,4,0,0,36,0,0,0,0,0,0,0,0,0,0,17,48,86,61,63,65,37,15,5,394,22,48,89,62,65,69,43,16,5,412,1107,672,894,853,859,973,755,541,239,6883
101031015,538,287,256,297,538,576,432,254,65,3242,0,6,0,0,3,0,0,0,0,12,10,22,32,27,41,24,19,13,0,181,0,0,4,5,4,0,0,0,0,14,0,4,8,17,14,7,0,0,0,44,0,0,12,13,0,11,0,0,0,33,0,5,0,4,0,4,0,0,0,15,0,0,0,0,6,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,8,13,0,4,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,13,39,64,60,66,54,19,13,0,325,13,39,61,60,65,55,18,15,6,335,550,332,320,352,601,627,450,273,66,3571
101031016,1251,989,1248,898,1121,983,671,275,91,7510,0,8,7,3,0,3,0,4,0,19,671,892,651,496,632,647,360,70,7,4427,11,57,47,13,10,16,13,0,0,170,12,170,83,23,37,24,17,4,0,384,0,33,34,0,6,10,7,3,0,98,0,44,35,0,4,4,0,0,0,85,0,20,16,5,5,6,7,0,0,59,0,13,0,0,0,0,0,0,0,11,113,51,103,105,92,137,98,32,0,735,0,0,0,0,0,0,0,0,0,0,801,1281,957,640,794,850,505,107,9,5957,801,1283,972,646,795,856,510,114,9,5983,2054,2268,2215,1540,1913,1834,1181,385,98,13488
101041017,1317,720,724,760,947,1234,1386,787,314,8190,0,0,0,0,4,3,3,4,3,17,52,52,45,33,44,56,37,7,5,326,6,0,5,0,5,7,0,0,0,23,0,0,7,4,10,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,13,19,34,15,5,0,112,0,0,0,0,0,0,0,0,0,0,61,58,55,54,75,97,63,16,3,486,61,58,61,54,78,98,66,21,6,503,1374,778,784,815,1028,1333,1453,803,320,8695
101041018,1211,680,649,736,1017,1342,1584,930,333,8484,0,0,0,0,3,3,3,0,0,26,33,60,45,44,53,73,29,34,9,384,0,0,0,0,5,6,4,0,0,16,0,0,4,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,18,13,23,46,38,20,7,176,0,0,0,0,0,0,0,0,0,0,47,71,62,53,81,138,70,54,18,595,46,69,63,53,86,137,76,60,22,617,1255,747,715,790,1106,1482,1661,991,355,9096
