SA2_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
127021511,1507,3200,56,336,249,1190,72,378,1060,4181,1436,6081,219,1004,258,937,685,2370,1160,4315,2601,10392,18,89,124,469,65,231,471,1357,672,2153,81,294,202,497,712,1715,999,2510,1676,4659,240,524,6019,18779
127021512,1054,2210,62,366,231,1179,81,410,879,3684,1246,5637,169,787,179,662,571,1983,921,3429,2171,9071,35,191,99,405,42,175,360,1053,542,1824,78,283,113,292,536,1299,725,1869,1269,3691,96,219,4590,15196
127021513,1176,2500,75,463,282,1373,97,461,1032,4244,1479,6548,215,967,248,908,758,2670,1220,4545,2700,11095,26,123,111,435,61,250,423,1235,629,2050,94,346,154,397,619,1511,869,2256,1494,4304,167,372,5538,18269
127021514,711,1475,52,307,130,659,34,188,537,2264,758,3423,148,687,104,389,503,1778,760,2854,1517,6277,13,50,25,107,9,46,100,334,151,530,34,136,47,129,273,680,358,949,505,1473,49,118,2787,9349
127021515,1154,2402,65,379,233,1214,60,307,880,3614,1242,5516,156,716,184,655,607,2146,947,3523,2189,9039,20,83,67,259,22,99,250,721,359,1164,64,221,105,256,614,1485,783,1958,1143,3119,149,318,4626,14884
127021516,1179,2431,114,692,355,1840,99,507,1083,4660,1650,7702,238,1116,219,815,791,2878,1244,4805,2894,12501,28,136,82,336,41,169,269,841,419,1478,76,287,84,202,567,1421,721,1917,1142,3393,104,229,5319,18557
127021517,626,1276,51,304,123,638,29,140,422,1783,620,2869,123,568,111,413,388,1386,623,2365,1245,5234,4,28,31,119,9,36,110,329,156,507,18,70,44,124,233,606,298,810,458,1319,38,80,2363,7913
127021518,381,779,26,151,52,257,19,87,190,852,285,1344,59,288,37,145,215,759,313,1189,593,2535,5,23,0,3,4,12,45,137,53,165,7,25,6,11,75,191,91,228,141,393,17,38,1139,3743
127021519,1311,2679,77,449,272,1412,82,392,1053,4498,1477,6754,208,996,162,598,717,2539,1092,4131,2565,10882,25,113,78,297,43,169,250,775,391,1354,66,256,78,185,531,1311,676,1753,1065,3107,86,194,5026,16866
127021520,855,1772,57,305,154,777,48,237,527,2221,786,3540,122,556,119,461,500,1726,742,2734,1527,6271,11,65,43,146,18,60,146,454,215,730,40,149,58,145,302,731,401,1026,612,1759,46,99,3049,9903
127021521,0,5,0,0,0,0,0,0,4,10,4,10,0,0,0,0,0,4,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13
127031522,1040,2124,87,540,259,1280,58,306,1045,4284,1454,6406,198,886,201,721,561,1895,957,3496,2410,9898,27,125,46,192,26,97,229,702,329,1114,40,150,70,167,338,798,449,1112,780,2231,55,116,4279,14371
127031523,1572,3199,50,276,316,1552,69,353,1617,6547,2056,8726,168,759,219,789,682,2307,1067,3855,3125,12586,11,44,63,237,18,67,265,752,358,1105,37,127,85,198,384,878,504,1203,863,2305,71,151,5627,18239
127031524,1494,3017,38,219,308,1390,74,335,1760,6862,2179,8806,238,1018,303,1068,616,2089,1154,4175,3330,12988,9,43,44,145,33,100,252,724,339,1007,40,133,83,202,311,715,435,1053,766,2058,53,116,5648,18177
127031599,656,1368,72,450,178,961,68,347,714,3076,1034,4839,86,393,74,282,311,1081,464,1758,1500,6591,21,122,45,188,31,122,267,815,368,1245,37,140,44,109,348,785,425,1035,796,2282,63,133,3018,10380
127031601,413,834,0,20,53,250,14,74,374,1409,450,1756,21,86,37,132,94,311,155,532,604,2282,4,13,17,61,8,30,134,363,161,461,9,29,42,92,138,304,186,423,352,886,50,108,1419,4108
127031730,675,1365,40,250,194,913,60,309,1312,5185,1605,6652,117,522,143,521,198,726,465,1774,2072,8423,5,39,18,83,10,50,133,390,174,560,26,89,27,71,89,223,141,384,314,943,37,82,3099,10817
127031731,1394,2814,24,133,145,669,26,122,1244,4619,1439,5541,57,251,114,388,229,756,398,1393,1839,6937,10,46,60,194,27,89,371,984,470,1309,38,138,92,211,371,853,504,1198,979,2508,134,291,4347,12555
127031732,825,1702,51,359,155,807,44,223,762,3137,1015,4522,114,537,114,415,395,1391,619,2352,1640,6871,16,96,50,198,30,129,255,741,356,1159,37,145,58,131,350,857,453,1130,808,2289,75,155,3348,11020
127031733,801,1660,97,549,365,1798,95,471,1002,4125,1558,6942,209,920,230,850,555,1941,988,3713,2548,10652,22,124,53,207,27,113,183,576,276,1011,39,142,65,185,228,567,340,890,619,1906,28,71,4000,14287
128011529,1793,3590,39,191,264,1212,39,186,1357,5345,1705,6934,214,909,252,907,533,1761,995,3573,2699,10506,5,20,53,184,10,44,205,491,280,743,30,91,70,160,265,565,364,811,639,1554,52,107,5180,15762
128011530,2129,4269,27,148,235,1087,58,260,1443,5512,1763,7007,148,627,214,763,457,1494,816,2886,2583,9890,6,25,53,189,25,93,266,678,350,981,42,142,97,205,387,826,527,1176,876,2159,90,192,5675,16517
128011531,1743,3504,45,247,224,1024,47,203,986,3880,1301,5355,145,631,193,696,525,1797,868,3123,2165,8482,8,17,37,123,13,45,165,411,220,591,31,105,73,170,286,640,397,918,620,1511,39,92,4568,13587
128011602,1255,2518,11,84,110,489,24,101,981,3700,1133,4376,61,258,109,377,202,670,368,1299,1498,5677,9,32,44,136,9,30,212,483,271,681,18,62,83,169,264,588,367,825,630,1505,49,100,3438,9792
128011603,1278,2558,25,131,187,863,41,186,1008,4037,1258,5217,153,678,182,639,412,1366,754,2681,2012,7903,5,25,22,84,9,36,87,240,133,385,26,76,36,91,197,432,257,597,386,984,32,69,3707,11516
128011604,3213,6418,32,176,223,1034,45,193,1344,5120,1644,6523,156,672,231,803,504,1627,888,3104,2533,9627,10,26,56,162,11,48,299,697,374,934,36,126,106,220,365,779,507,1127,881,2062,86,179,6715,18281
128011605,312,632,12,43,67,321,14,67,226,952,318,1383,53,237,65,251,126,406,244,895,560,2277,0,14,6,15,0,3,17,51,24,79,3,14,10,27,29,66,44,103,67,189,5,8,945,3110
128011606,965,1922,21,99,116,540,18,87,597,2360,755,3089,102,450,136,485,280,938,519,1871,1273,4959,0,3,13,53,3,9,79,178,95,248,22,61,33,83,116,258,174,402,273,655,19,38,2529,7573
128021533,679,1373,17,106,88,382,24,89,472,1870,596,2445,73,316,66,231,191,644,331,1182,928,3628,0,8,20,72,8,36,73,191,107,303,10,40,22,43,104,237,139,317,242,619,18,38,1865,5660
128021534,1151,2341,39,227,161,781,37,161,624,2567,863,3738,145,627,164,594,501,1656,805,2882,1667,6620,11,43,23,62,10,37,77,207,110,340,18,62,22,54,133,299,171,417,285,760,23,45,3125,9760
128021535,1947,3922,50,269,322,1468,70,313,1504,5975,1938,8021,298,1287,293,1049,793,2649,1382,4984,3321,13005,11,56,51,184,26,90,205,564,294,889,53,183,80,188,332,755,469,1125,767,2020,34,70,6068,19014
128021536,2018,4059,33,192,366,1695,45,205,1877,7366,2322,9459,208,922,347,1264,624,2023,1181,4208,3505,13668,3,11,55,187,16,55,191,480,270,742,32,93,80,196,297,654,413,949,678,1692,55,112,6259,19520
128021537,0,4,0,0,0,0,0,0,3,16,3,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,20
128021538,2487,5020,36,200,219,967,30,126,1706,6305,1989,7600,116,483,210,732,417,1366,742,2581,2731,10186,9,41,65,188,19,69,373,886,472,1190,54,161,125,277,385,829,560,1268,1032,2453,94,193,6353,17861
128021607,1609,3247,39,223,275,1294,57,277,1434,5687,1811,7475,168,712,185,649,469,1565,820,2932,2627,10409,3,22,54,185,24,94,229,579,311,879,25,86,65,156,262,593,352,833,672,1716,43,88,4952,15462
128021608,731,1461,13,68,135,619,21,82,587,2323,755,3093,66,299,96,333,247,840,409,1470,1165,4559,3,16,18,53,3,17,71,186,95,278,16,49,27,60,103,223,145,334,241,609,10,20,2145,6648
128021609,343,684,17,94,62,293,21,109,224,886,322,1382,50,191,65,228,177,595,285,1010,613,2396,0,4,0,13,4,15,23,59,34,92,12,24,7,20,37,94,52,136,85,225,4,12,1046,3312
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
