SA2_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
121041689,168,26,398,2932,4012,1695,1003,1990,424,12058
122011418,165,31,438,3796,5253,2538,1500,2669,510,16258
122011419,210,23,458,4910,6598,2263,1052,3503,873,19198
122021420,118,74,375,2240,3539,1770,1072,1689,484,10793
122021421,192,45,422,1961,2873,1509,917,1648,438,9351
122021422,94,12,234,2602,3726,1723,1094,1805,400,11343
122021690,221,250,679,2492,3677,1717,964,2308,860,12017
122021691,77,16,152,1968,2699,1241,718,1548,361,8538
122031424,172,57,414,2487,3358,1633,1016,2677,503,11672
122031425,125,31,261,1389,1964,930,552,1310,269,6410
122031427,150,68,470,2332,3076,1641,998,1957,357,10358
122031429,169,47,353,4545,5838,2128,1246,3405,745,17904
122031430,238,122,531,2970,4462,1942,1109,2703,536,13715
122031432,88,12,140,649,952,485,336,585,110,3122
122031692,257,27,453,1469,2103,1113,627,1573,168,7063
122031693,210,18,370,2666,3570,1494,917,2364,460,11477
122031694,54,15,121,1776,2371,926,583,1437,302,7396
122031695,120,20,265,3330,4404,1464,833,4465,719,15211
122031696,94,3,278,3083,4285,2189,1297,2294,300,13445
122031697,486,96,820,2118,2821,1219,652,2274,480,9564
123011433,357,110,609,1935,3038,1531,1144,2503,565,10709
123011698,19,0,31,978,1317,571,462,1245,182,4756
123011699,77,14,148,2230,2980,1430,1152,2457,423,10672
123011700,31,7,66,1883,2408,1175,781,2079,252,8588
123011701,43,8,104,3132,4191,1916,1385,3546,483,14652
123011702,14,0,28,1366,2093,872,679,1536,219,6763
123021436,69,17,149,2502,3531,1711,1725,4722,1102,15284
123021437,226,36,387,3101,4247,1816,1538,5762,1329,17797
123021438,67,10,140,2696,3794,1761,1585,4936,936,15701
123021439,0,0,0,0,0,0,0,0,0,0
123021441,90,26,181,2300,3182,1586,1405,4090,829,13383
123021443,69,35,145,2655,3616,1704,1628,5662,1156,16420
123021444,91,91,243,2893,4029,1845,1702,5167,1197,16836
123021703,33,9,82,1743,2645,1275,1185,3485,495,10819
123021704,88,207,327,1326,1964,901,830,2543,764,8339
123021705,107,15,196,2207,3040,1516,1331,4415,823,13334
123021706,65,18,126,1674,2160,1112,1137,3973,910,10966
123031445,46,7,91,854,1288,654,545,1162,240,4749
123031446,57,74,192,1578,2403,1241,1008,1646,558,8431
123031447,116,102,347,2954,4108,1982,1698,3382,858,14989
123031448,35,5,85,1528,2096,1197,1051,1466,426,7760
124011449,39,14,127,899,1620,856,539,754,293,4965
124011450,112,22,277,3158,5038,2721,1689,2205,378,15190
124011451,0,0,0,4,5,0,0,3,0,7
124011452,167,52,354,2176,3695,1799,1128,2232,591,11613
124011453,60,6,135,1770,3157,1568,1125,1475,303,9402
124011454,304,92,636,3447,5798,3076,2017,2897,556,17791
124011455,136,14,229,850,1708,975,639,891,296,5361
124021456,0,0,0,0,0,0,3,0,0,8
124031457,70,22,166,2251,3309,1532,1277,3465,764,12600
124031459,156,26,283,2212,3382,1590,1130,2445,490,11248
124031460,58,11,126,3569,4794,2213,1478,3807,485,16346
124031461,102,56,255,2700,3695,1697,1308,3713,799,13916
124031462,177,41,304,3315,4647,2122,1754,5681,1554,19067
124031463,53,4,107,1862,2583,1317,1075,2046,341,9219
124031464,208,229,563,2883,3878,1300,1121,4469,1636,15284
124031465,22,5,50,904,1295,680,605,1000,216,4691
124031707,63,6,118,2580,3583,1708,1369,3225,663,13133
124031708,28,0,53,1730,2639,1190,1042,2610,370,9586
124041466,327,99,593,2350,3395,1515,1267,3268,849,12654
124041467,110,19,182,2303,3329,1462,1208,3171,688,12154
124041468,35,6,54,973,1300,669,653,1260,1446,6308
124051469,22,3,42,1003,1352,607,503,1585,213,5270
124051470,79,14,136,2909,3952,1898,1600,4599,828,15779
124051580,64,21,131,1586,2136,1003,946,3528,838,10036
124051581,119,120,319,2042,2699,1208,1259,4756,1675,13643
125011475,0,0,0,0,0,0,0,0,0,6
125011582,126,36,213,2003,2266,1094,1136,7770,1855,16126
125011583,53,60,132,1193,1306,548,600,4581,814,9047
125011584,128,6,171,1035,1137,529,657,2911,695,6963
125011585,77,11,158,1180,1355,654,596,2944,540,7272
125011586,133,58,281,2974,3589,1636,1431,7365,1294,18282
125011587,34,8,68,674,778,393,387,1727,258,4220
125011709,23,0,43,1212,1741,752,567,1685,1560,7520
125011710,24,0,31,3032,4538,1533,1079,6363,1054,17605
125021477,195,36,410,3592,4843,2340,1915,6105,1162,19957
125021478,218,28,411,2709,3718,1840,1428,4472,820,14979
125021711,178,31,402,1906,2491,1417,950,2340,317,9419
125021712,115,16,252,2807,3835,2099,1636,4228,564,15173
125031479,214,121,494,2373,2708,1354,1405,6449,2033,16311
125031480,168,230,473,1675,1959,950,982,5518,1584,12660
125031481,121,19,230,2533,3222,1545,1449,8381,1913,19043
125031483,179,23,308,2232,2637,1211,1488,7324,2088,16990
125031484,227,46,413,2588,3301,1549,1493,7384,1564,17883
125031486,0,0,0,6,0,0,0,3,0,8
125031487,0,0,0,0,4,0,0,4,4,13
125031713,124,52,288,2275,2967,1602,1529,4025,711,13105
125031714,153,35,303,2542,3380,1585,1619,7756,2079,18958
125031715,97,74,222,1533,2108,1063,868,2395,520,8493
125031716,71,15,132,862,1167,585,568,2084,505,5775
125041489,183,54,349,3366,4858,1926,1445,5938,1428,18970
125041490,97,0,148,1278,1913,1089,718,1574,202,6773
125041491,139,78,326,2727,4343,2017,1464,4704,1021,16276
125041493,274,81,628,3138,4746,2410,1713,5443,1159,18615
125041494,156,0,248,1767,2577,1330,963,1968,189,8791
125041588,101,85,282,1526,2275,1277,1037,3729,960,10798
125041589,148,18,251,2389,3754,1986,1390,6019,1466,17011
125041717,17,0,41,1433,2329,970,641,3961,838,10171
125041718,45,4,65,1159,1639,711,583,3552,627,8276
125041719,71,12,101,1043,1367,652,539,3327,609,7542
126011496,212,79,581,3677,5398,2894,1780,3214,644,17604
126011720,159,18,315,2250,3300,1721,1069,2979,376,11687
126011721,132,17,314,2933,4033,2164,1454,4017,497,15105
126021498,142,123,434,2834,4077,1712,1054,2608,567,12850
126021499,216,244,598,1707,2344,1123,705,1527,699,8111
126021500,442,52,735,3871,5542,2179,1426,6419,1112,20554
126021501,147,65,396,2577,3641,1702,1044,3199,742,12897
126021503,160,21,314,3361,4758,1995,1355,4778,684,16930
126021590,53,4,104,778,969,535,321,742,111,3453
126021722,58,17,163,1149,1642,883,608,1227,168,5680
126021723,206,36,423,2880,3888,2115,1440,4928,727,15975
126021724,195,74,497,3257,4568,2099,1423,4700,787,16826
126021725,92,98,251,1764,2737,1049,757,2963,668,9934
127011504,130,26,236,1752,1874,933,1197,6352,1525,13628
127011505,70,104,225,1519,2033,1046,1112,3180,904,9801
127011592,0,0,0,0,3,0,0,5,3,23
127011593,50,0,67,1070,1154,565,546,2137,214,5686
127011594,81,9,118,1615,1891,878,877,4551,590,10403
127011595,63,9,93,1632,1986,898,941,4244,482,10176
127011596,45,8,73,1740,2149,1010,900,3739,528,10071
127011597,64,8,109,2278,2728,1358,1287,4607,595,12845
127011726,23,6,51,700,1019,522,414,863,217,3731
127011727,13,3,34,1941,2748,1239,1065,2839,376,10209
127011728,47,7,107,1632,2279,1084,1095,2982,435,9503
127011729,28,23,71,2188,3142,1402,1265,3692,651,12341
127021509,143,75,274,2195,2445,1226,1167,6136,833,14003
127021510,285,38,427,2575,3071,1522,1531,6738,869,16306
127021511,315,191,627,2809,3024,1479,1431,9885,1776,20408
127021512,199,30,340,2141,2526,1208,1314,6397,1155,14742
127021513,257,101,461,2652,2919,1380,1386,8572,1473,18384
127021514,90,42,163,1320,1523,770,798,3609,479,8503
127021515,222,35,363,1768,2070,954,1021,7989,1363,15170
127021516,195,36,342,2262,2523,1219,1260,8544,1173,16987
127021517,88,7,152,1106,1299,619,631,3284,371,7308
127021518,83,5,135,563,731,430,505,1172,246,3648
127021519,272,82,483,2161,2701,1360,1449,7052,1026,15755
127021520,134,98,284,1448,1657,817,838,4032,565,9351
127021521,0,0,0,3,9,4,3,8,7,34
127031522,133,71,288,2093,2643,1332,1271,4880,867,13087
127031523,218,15,326,2866,3881,1908,1681,5017,810,16158
127031524,172,170,404,3166,4450,2235,1551,4155,1021,16583
127031599,110,21,179,1244,1387,685,861,4438,979,9592
127031601,45,15,77,710,815,341,403,2035,542,4847
127031730,30,0,36,1432,2058,1001,910,2866,550,8822
127031731,70,15,119,1890,2470,971,1005,6075,1775,14192
127031732,186,38,314,1438,1790,814,892,5032,1006,10965
127031733,63,121,225,2200,2538,1269,1205,4279,668,12163
128011529,171,28,428,3322,4464,2192,1376,2796,455,14609
128011530,462,95,892,3460,4784,2134,1457,4415,830,17072
128011531,436,169,947,2664,3468,1855,1329,3665,733,13716
128011602,159,30,324,2205,3115,1235,772,2609,556,10501
128011603,136,36,406,2242,3161,1616,1023,1990,333,10360
128011604,260,108,637,4606,6422,2682,1709,4344,1092,20862
128011605,24,7,64,627,793,478,288,443,60,2693
128011606,80,14,186,1680,2300,1037,655,1495,228,7408
128021533,103,134,334,1080,1637,815,580,1002,299,5409
128021534,83,10,152,1795,2468,1354,896,2030,189,8730
128021535,183,57,332,3644,5099,2578,1653,3500,442,16905
128021536,145,106,444,3691,5554,2736,1705,3054,635,17378
128021537,0,0,0,9,13,4,0,0,12,33
128021538,325,218,804,4085,6007,2351,1402,4427,1025,19306
128021607,102,80,332,2882,4171,2119,1377,2557,409,13510
128021608,41,11,122,1185,1835,1011,592,1038,145,5808
128021609,8,0,21,660,943,424,315,510,53,2903
197979799,0,0,0,0,0,0,0,0,0,0
199999499,23,19,49,1561,1512,614,402,2643,3376,10112
