SA2_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
101051539,2881,203,24,15,0,3130,2752,111,16,6,3,2886,1341,409,203,20,5,1977,391,83,36,0,0,508,35,61,18,0,0,117,377,57,36,6,0,481,37,14,7,14,0,71,13,4,4,0,0,18,2194,626,301,41,8,3176,67,73,5,0,0,141,108,21,8,4,10,142,8002,1027,359,71,23,9486
101051540,2399,26,0,11,4,2449,1665,5,4,7,3,1685,272,7,4,3,0,284,13,0,0,0,0,12,4,4,5,0,0,11,250,4,0,0,0,252,67,0,0,0,0,66,0,0,0,0,0,5,605,23,11,3,3,637,172,5,0,5,0,181,101,3,0,0,3,103,4943,61,12,23,10,5054
101061541,767,62,8,3,0,836,967,22,3,0,3,1006,212,62,19,0,0,289,57,0,4,0,0,62,34,4,23,0,0,65,126,18,8,0,0,154,13,0,4,0,0,16,0,0,0,0,0,7,445,87,59,0,3,593,25,21,6,0,0,47,23,4,9,0,5,45,2233,193,79,3,14,2524
101061542,1519,5,0,3,14,1542,2005,8,5,5,7,2030,153,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,5,216,39,0,0,0,0,39,3,0,0,0,0,3,403,0,0,0,3,412,138,0,0,3,9,145,44,0,0,0,5,48,4111,16,5,14,36,4180
101061543,1501,77,11,9,7,1606,1168,26,9,0,0,1206,551,166,81,0,0,800,68,15,0,0,0,85,34,15,4,0,0,54,189,29,4,5,0,226,23,11,3,0,0,40,3,4,0,0,0,9,875,236,91,6,3,1209,50,18,0,0,0,71,94,11,3,0,6,110,3694,370,115,22,8,4209
101061544,1377,24,3,21,0,1425,779,10,0,0,0,797,163,8,4,6,0,177,11,0,7,0,0,15,10,13,0,0,0,20,186,0,8,4,0,200,66,3,4,5,4,78,0,0,0,0,0,0,438,25,21,13,3,500,159,9,0,4,5,185,85,3,0,0,0,93,2845,71,23,37,13,2990
102011028,854,33,39,0,0,931,1021,23,30,0,0,1077,269,37,49,7,0,367,0,0,0,0,0,0,0,0,0,0,0,0,83,9,11,0,0,105,5,0,0,0,0,5,0,0,0,0,0,0,361,50,57,8,0,478,13,0,6,0,0,23,20,0,4,0,0,22,2268,114,137,8,0,2530
102011029,1885,29,34,115,0,2071,1467,31,14,5,0,1517,289,15,7,4,0,319,0,0,0,0,0,0,0,3,0,0,0,6,116,9,5,0,0,128,26,0,0,8,0,38,6,0,0,0,0,4,432,33,17,13,0,497,60,4,27,4,0,98,39,0,10,0,0,47,3888,97,101,137,7,4221
102011030,636,0,0,14,11,662,519,0,0,0,5,530,146,0,17,0,0,166,0,0,0,0,0,0,3,0,0,0,0,3,127,0,0,0,3,136,29,0,3,4,0,34,6,0,0,0,0,4,310,0,21,5,9,338,69,0,0,7,6,75,21,0,4,3,4,36,1560,5,23,25,23,1641
102011031,2210,187,89,7,0,2498,1587,80,49,4,0,1711,372,85,67,0,0,533,65,44,9,0,0,113,12,13,23,0,0,43,121,22,13,0,0,157,75,20,5,0,0,103,6,0,3,0,0,8,654,180,116,0,3,961,151,132,32,0,0,319,67,45,3,0,0,118,4675,631,285,11,10,5609
102011032,1130,312,638,0,6,2092,1448,293,710,0,0,2445,673,498,1937,3,24,3132,142,154,255,0,0,547,26,82,116,0,0,222,166,53,215,0,6,438,12,4,18,0,0,40,0,6,19,0,0,23,1023,792,2552,3,33,4396,37,87,33,0,0,160,31,31,50,0,0,122,3668,1515,3986,8,44,9219
102011033,489,27,0,0,0,513,1019,51,4,0,0,1071,276,60,0,0,0,331,62,0,0,0,0,63,0,0,0,0,0,0,51,11,0,0,0,60,4,0,0,0,0,4,0,0,0,0,0,0,388,71,4,0,0,469,17,0,0,0,0,15,14,5,0,0,6,18,1924,150,12,0,5,2093
102011034,701,241,22,0,0,963,896,76,7,0,0,976,207,67,9,0,0,279,62,64,0,0,0,129,3,9,5,0,0,14,58,18,5,0,0,86,7,14,0,0,0,19,0,6,0,0,0,6,343,174,13,0,0,530,36,359,73,0,0,475,16,30,6,0,0,58,1988,880,127,0,3,3001
102011035,723,77,0,0,0,804,1087,73,3,0,3,1161,249,66,9,0,0,317,33,38,0,0,0,76,11,3,0,0,0,19,73,10,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,372,116,5,0,0,502,12,0,0,0,0,11,20,4,0,0,0,29,2221,267,16,0,3,2509
102011036,789,98,4,0,0,893,1241,98,0,0,0,1340,191,96,5,0,0,290,42,54,0,0,0,96,4,0,0,0,0,4,74,19,6,0,0,99,3,0,0,0,0,8,0,0,0,0,0,4,314,169,5,0,0,491,12,42,0,0,0,52,17,11,0,0,0,28,2368,418,15,0,4,2804
102011037,839,73,23,0,0,937,897,23,6,0,0,928,309,34,39,5,0,395,14,3,29,0,0,46,49,0,3,0,0,46,86,5,8,0,0,105,12,0,0,0,0,8,0,0,0,0,0,0,471,40,76,5,4,602,17,4,3,0,0,22,19,7,0,0,0,28,2242,149,111,7,6,2513
102011038,897,66,59,0,0,1020,1069,18,19,0,0,1107,236,20,22,5,0,280,0,0,15,0,0,15,0,0,0,0,0,0,78,6,5,0,0,93,5,6,0,0,0,9,0,0,0,0,0,6,316,25,47,5,0,400,13,19,86,0,0,122,27,4,8,0,0,37,2324,132,218,6,0,2682
102011039,1611,175,341,0,0,2119,1672,82,213,0,0,1965,461,94,398,0,0,954,0,0,21,0,0,21,3,0,0,0,0,5,142,12,54,0,7,212,35,0,3,0,0,41,0,0,0,0,0,0,640,111,477,0,4,1237,37,3,8,0,0,51,48,8,10,0,0,59,4003,369,1051,0,8,5438
102011040,2695,949,180,18,10,3852,2211,331,75,23,5,2645,1654,563,332,169,22,2731,17,46,12,0,0,72,19,3,19,5,0,45,336,102,37,31,0,513,26,5,4,0,0,40,15,5,5,3,0,27,2063,725,405,207,22,3425,83,29,56,5,0,172,98,46,17,6,19,185,7144,2072,735,257,52,10267
102011041,1184,110,36,0,0,1332,1391,62,37,0,0,1492,318,39,65,5,0,419,0,0,0,0,0,0,3,0,0,0,0,6,119,7,19,0,3,144,0,3,3,0,0,6,3,0,0,0,0,6,442,42,98,5,3,582,52,123,32,0,0,206,28,5,3,0,0,42,3101,347,199,4,9,3653
102011042,1455,576,47,12,6,2097,1345,221,44,3,5,1614,838,362,112,63,4,1381,78,216,95,0,0,396,11,29,22,0,0,62,183,56,21,9,0,276,12,12,0,0,0,26,9,0,0,0,0,11,1129,676,265,78,10,2152,38,43,13,0,0,94,67,56,19,3,0,139,4033,1570,378,100,9,6092
102011043,976,231,17,0,0,1225,1517,100,22,0,0,1638,473,79,49,7,0,615,117,73,9,0,0,198,25,13,0,0,0,42,150,11,4,0,0,171,10,12,0,4,0,24,7,3,0,0,0,8,787,193,65,14,0,1057,32,279,9,0,0,322,36,32,4,4,0,73,3343,839,109,25,3,4320
102021044,2444,217,124,3,0,2781,2983,117,58,0,0,3150,949,101,107,3,4,1166,178,174,19,0,0,372,73,39,12,0,0,124,306,43,16,0,0,364,23,6,0,0,0,28,10,4,0,0,0,14,1531,371,155,3,7,2067,67,59,96,0,0,226,69,27,19,0,0,112,7095,787,442,8,6,8341
102021045,997,6,0,0,0,1005,1549,18,5,4,0,1575,885,34,26,5,0,946,45,11,0,0,0,57,18,3,0,0,0,25,184,4,7,0,0,195,12,0,6,0,0,18,6,0,0,0,0,3,1144,55,34,5,0,1240,30,5,0,0,0,34,53,4,0,0,0,54,3775,90,40,8,5,3913
102021046,1482,36,33,56,0,1600,1246,12,17,4,0,1282,530,17,57,10,0,615,38,0,8,0,0,50,7,0,5,0,0,14,172,3,11,5,0,192,36,0,3,27,0,61,8,0,5,0,0,10,788,27,93,39,0,942,41,0,0,0,0,47,57,0,8,4,0,64,3610,71,149,97,3,3935
102021047,1610,123,156,0,0,1888,2470,43,11,0,0,2531,603,39,40,0,4,681,56,25,0,0,0,82,3,6,0,0,0,11,183,17,14,0,0,209,13,7,0,0,0,23,0,0,0,0,0,0,855,94,56,3,4,1010,41,168,6,0,0,208,43,17,8,0,3,69,5018,440,242,3,7,5708
102021048,2341,169,232,9,0,2755,2492,75,128,0,0,2699,1458,143,223,0,0,1820,88,41,118,0,0,251,28,68,57,0,0,149,386,33,50,0,3,472,39,12,5,28,0,78,7,5,0,0,0,16,2000,305,447,30,0,2783,71,34,9,0,0,114,145,31,22,14,0,213,7054,615,842,44,0,8559
102021049,420,0,0,0,0,420,479,0,0,0,0,485,35,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,50,3,0,0,0,0,3,0,0,0,0,0,0,85,3,0,0,0,92,21,0,0,0,0,22,14,0,0,0,0,14,1023,6,6,0,0,1036
102021050,2237,133,10,18,8,2403,1298,5,3,0,0,1314,472,12,32,0,0,523,9,0,0,0,0,9,0,0,0,0,0,0,167,0,4,0,0,181,63,9,0,8,0,83,0,0,0,0,0,0,721,21,38,14,0,793,62,6,0,0,0,73,59,3,0,0,0,68,4379,172,56,30,8,4652
102021051,518,65,4,0,0,587,626,103,3,3,0,733,111,119,0,0,0,227,9,14,0,0,0,19,4,0,0,0,0,5,50,28,3,0,3,83,13,0,0,0,0,7,0,0,0,0,0,0,182,153,3,0,3,348,14,0,3,0,0,20,17,5,0,0,0,22,1364,323,12,0,5,1711
102021052,947,14,11,0,3,981,954,0,8,0,0,965,331,13,21,6,0,362,0,0,0,0,0,0,0,0,0,0,0,0,110,3,5,0,0,119,0,0,0,0,0,5,0,0,0,0,0,0,450,14,22,6,0,488,22,0,0,0,0,22,15,3,0,0,0,20,2390,33,44,9,0,2472
102021053,1237,682,367,58,7,2351,946,293,188,9,0,1431,769,710,688,18,12,2197,4,174,73,0,3,253,4,10,53,0,0,70,184,101,82,4,0,377,26,10,8,33,0,71,8,4,6,0,0,22,992,1015,913,56,11,2990,43,17,27,7,0,88,58,39,24,8,0,126,3268,2044,1510,135,25,6974
102021054,1314,189,31,22,0,1554,979,42,12,4,0,1038,632,111,191,0,4,929,15,47,44,0,0,111,6,15,37,0,0,60,201,26,26,0,0,251,33,4,5,6,0,52,10,0,0,0,0,11,893,202,302,11,11,1413,36,28,5,0,0,75,48,18,0,3,0,71,3273,481,352,38,6,4151
102021055,490,69,0,0,0,561,608,100,0,0,0,708,277,144,21,0,0,431,0,0,0,0,0,5,3,8,0,0,0,5,58,14,5,0,3,80,8,0,0,0,0,10,4,0,0,0,0,4,351,158,22,0,7,541,20,0,0,0,0,25,14,0,0,0,0,23,1487,335,25,4,7,1858
102021056,1514,53,0,0,0,1561,2574,43,4,0,5,2622,1453,127,9,0,6,1593,33,12,0,0,0,46,36,28,0,0,0,58,159,4,0,0,0,166,96,6,0,4,0,102,5,5,0,0,0,9,1783,174,9,4,9,1977,33,56,0,0,0,90,59,10,0,0,0,74,5956,339,13,4,15,6322
102021057,929,76,16,5,0,1020,921,54,17,0,0,991,592,122,103,3,0,818,125,122,80,0,0,326,18,35,17,0,0,75,93,10,3,0,0,110,29,11,0,0,0,39,6,0,3,0,0,7,856,298,212,3,4,1370,29,8,3,0,0,45,38,12,4,0,0,52,2769,445,249,10,4,3484
103011059,1310,71,0,6,0,1389,1626,27,0,0,0,1659,597,50,4,0,0,656,130,43,16,0,0,194,11,13,0,0,0,22,147,6,7,0,0,152,10,0,0,0,0,19,3,0,0,0,0,3,902,119,20,0,0,1044,41,8,0,0,0,53,41,7,0,0,0,51,3930,224,30,12,4,4201
103011060,1095,0,0,0,4,1105,935,0,3,0,3,940,74,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,3,105,19,0,0,0,0,19,3,0,0,0,0,3,204,0,0,0,0,210,74,0,0,0,4,80,31,0,0,0,6,31,2335,0,3,6,18,2372
103011061,746,6,0,3,0,766,532,0,0,0,0,530,174,53,17,0,4,249,21,5,0,0,0,21,0,7,0,0,0,14,83,3,0,0,0,83,20,0,0,4,0,30,4,0,0,0,0,4,304,69,17,4,4,404,51,0,0,0,0,56,38,0,0,0,0,43,1674,82,26,9,12,1795
103011612,910,198,86,4,0,1206,638,110,27,0,0,777,602,635,401,7,4,1653,60,59,36,0,0,160,23,38,7,0,0,66,184,92,34,0,4,310,22,8,10,0,0,37,10,6,0,0,0,11,898,831,488,14,11,2235,34,18,33,0,0,82,30,23,11,0,0,68,2509,1185,647,18,14,4376
103011613,1772,31,3,0,4,1813,1931,41,9,0,0,1983,824,92,14,0,0,935,129,20,0,0,0,147,21,7,0,0,0,23,195,17,0,0,0,216,13,7,0,0,0,16,6,0,0,0,0,6,1185,144,16,0,4,1350,40,0,0,0,0,40,55,0,0,0,0,55,4987,218,30,0,7,5239
103021062,973,3,0,5,6,988,533,0,0,5,5,547,102,12,3,0,0,120,88,9,5,0,0,105,42,0,11,0,0,59,183,3,15,0,5,206,70,10,13,0,0,92,16,0,0,0,0,18,499,30,51,3,8,591,110,4,0,0,3,120,42,0,0,0,0,46,2163,47,58,11,19,2291
103021063,1485,42,0,12,0,1541,936,12,3,0,3,959,430,138,44,3,0,612,139,10,18,0,0,169,28,9,5,0,0,41,204,25,3,0,0,242,27,11,6,0,0,43,10,4,0,0,0,10,836,190,74,10,5,1111,51,11,0,0,0,62,69,6,7,0,0,80,3382,263,90,21,7,3760
103021064,1073,11,0,0,3,1090,607,10,0,3,0,621,86,14,7,0,0,109,22,0,0,0,0,18,0,0,0,0,0,0,160,5,3,0,0,171,34,0,0,0,0,37,7,0,0,0,0,7,306,22,11,0,0,341,91,0,0,0,0,94,38,4,0,0,0,41,2115,46,11,11,6,2187
103021065,1408,31,10,13,3,1470,1093,15,5,3,0,1121,336,67,103,5,0,515,111,10,14,0,0,133,13,5,5,0,0,24,208,15,12,0,0,241,57,0,5,9,0,69,10,0,4,0,0,18,735,101,137,22,0,995,119,4,7,0,0,129,78,6,8,3,0,94,3430,162,162,48,6,3805
103021066,748,12,5,0,3,772,357,3,0,0,0,369,75,9,20,0,0,105,14,0,6,0,0,21,21,0,7,0,0,26,84,6,5,0,0,95,16,4,0,3,0,23,6,0,0,0,0,6,209,13,40,3,0,274,54,0,3,0,0,62,31,0,3,0,0,33,1404,34,52,8,3,1497
103021067,1309,26,41,12,4,1386,1325,18,9,5,6,1356,438,57,129,0,0,627,127,15,32,0,0,174,20,13,0,0,0,39,302,10,18,0,0,336,33,3,10,6,3,52,3,0,0,0,0,3,925,107,185,15,10,1233,41,12,28,5,0,91,56,5,13,0,6,77,3650,168,282,22,28,4148
103021068,540,0,6,5,4,558,292,0,0,0,0,296,39,0,0,0,0,39,15,0,0,0,0,17,17,11,0,0,0,30,118,0,4,0,6,129,17,4,0,0,0,26,7,5,4,0,0,10,213,17,13,0,4,242,68,0,0,0,0,72,17,0,0,0,0,19,1143,25,17,12,11,1194
103021069,966,21,4,12,9,1005,561,5,0,6,5,578,84,23,17,0,0,123,25,0,3,0,0,32,3,10,0,0,0,17,128,8,5,0,5,143,47,4,11,7,4,68,4,0,3,0,0,0,295,50,32,7,4,384,106,7,0,3,10,120,32,3,0,4,12,50,1957,90,44,21,34,2142
103031070,1869,120,6,16,3,2009,1294,37,6,3,4,1340,655,195,63,7,0,917,227,81,18,0,0,325,8,16,11,0,0,38,177,22,11,3,0,215,19,3,5,3,5,28,5,3,0,0,0,9,1095,321,101,11,10,1534,41,87,6,0,0,135,102,27,8,0,0,135,4399,595,121,23,10,5149
103031071,1428,12,3,16,7,1477,1097,12,0,10,0,1120,203,16,0,7,3,228,68,0,0,0,0,68,0,0,0,0,0,0,136,4,3,3,0,144,22,0,0,3,0,26,0,0,0,0,0,0,433,20,4,13,0,472,57,0,0,0,0,59,44,0,0,0,0,43,3060,46,3,41,14,3169
