SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
122021690,5679,6337,12017,2355,1462,3813,884,1575,2464,309,413,725,139,100,240,3685,3551,7234,1636,2306,3948,3.7,2.9,3.3,64.9,56,60.2,62.5,54.4,58.2,372,363,740,90,166,254,1079,1441,2521,560,915,1478,1310,470,1780,20,88,113,153,241,395,1482,803,2288,5717,6152,11871,845,893,1734,3940,4284,8224,2328,2457,4793
122021691,4155,4382,8538,1953,1218,3172,715,1280,1992,245,332,579,83,83,165,2989,2913,5902,991,1301,2293,2.7,2.8,2.8,72,66.4,69.1,70,64.6,67.2,272,310,589,75,140,214,771,1042,1814,434,654,1081,1003,437,1442,27,52,76,92,136,223,1123,622,1744,4445,4595,9040,661,697,1357,3000,3084,6083,1814,1910,3729
122031424,5640,6028,11672,2415,1596,4011,874,1488,2361,349,431,783,126,108,239,3766,3627,7393,1679,2156,3837,3.4,3.1,3.2,66.7,60.2,63.3,64.4,58.3,61.3,364,359,721,82,149,237,1010,1365,2382,552,743,1294,1210,519,1727,47,82,128,117,212,329,1376,807,2179,6086,6416,12500,722,701,1416,4444,4727,9169,1989,2023,4014
122031425,3068,3340,6410,1321,837,2155,496,821,1319,150,238,386,74,57,132,2038,1951,3988,909,1268,2176,3.6,2.8,3.2,66.4,58.3,62.2,64,56.7,60.2,152,189,339,43,102,148,541,693,1236,312,475,784,706,317,1018,28,60,83,79,119,194,807,494,1297,3310,3497,6804,412,428,841,2363,2488,4851,1176,1248,2429
122031427,4924,5431,10358,2132,1369,3504,766,1377,2138,238,337,569,124,91,212,3253,3167,6423,1524,2079,3604,3.8,2.8,3.3,66.1,58.3,62,63.6,56.7,60,603,538,1138,111,208,317,1269,1474,2745,444,641,1089,636,282,917,31,60,90,103,158,261,772,494,1264,5584,5876,11464,608,613,1221,4213,4439,8650,1711,1804,3509
122031429,8760,9146,17904,4510,3314,7830,1352,2179,3531,472,673,1147,216,163,382,6546,6343,12887,1887,2474,4360,3.3,2.6,3,74.7,69.3,72,72.3,67.5,69.9,889,927,1819,191,353,545,2359,3008,5367,825,1102,1924,1485,565,2052,58,112,174,158,230,390,1703,909,2613,8434,8619,17053,1799,1919,3711,5263,5299,10563,4469,4714,9188
122031430,6640,7079,13715,3220,2085,5312,1034,1860,2888,308,488,789,152,135,287,4709,4567,9285,1707,2236,3941,3.2,3,3.1,71,64.5,67.7,68.7,62.6,65.5,637,633,1268,181,283,465,1682,1953,3636,618,968,1586,1133,463,1593,33,79,114,118,192,311,1280,736,2017,7216,7435,14651,1079,1175,2256,5032,5182,10216,2801,3009,5811
122031432,1551,1568,3122,618,360,976,267,382,649,85,107,187,30,12,46,1004,863,1863,500,662,1160,3.2,1.7,2.5,64.6,55,59.8,62.5,54.1,58.3,111,103,207,29,63,92,343,324,665,143,227,369,362,129,492,8,22,33,29,72,105,402,225,627,1688,1624,3308,165,174,346,1209,1174,2380,570,559,1131
122031692,3330,3735,7063,1381,859,2237,458,860,1319,203,268,467,68,51,123,2105,2032,4144,1161,1611,2775,3.4,2.5,2.9,63.3,54.5,58.6,61.2,53.1,56.9,259,255,515,61,131,196,760,808,1572,344,519,870,586,249,831,24,51,72,78,117,196,689,417,1105,3610,3906,7514,441,471,912,2725,2916,5640,1147,1281,2432
122031693,5604,5868,11477,2567,1660,4226,928,1520,2444,297,451,753,117,108,224,3906,3747,7649,1493,1928,3424,2.9,2.9,2.9,69.7,63.8,66.6,67.6,62,64.7,378,394,773,106,189,295,1182,1487,2667,583,801,1388,1236,469,1700,30,81,109,97,204,299,1360,753,2116,5692,5868,11557,866,891,1759,3865,3980,7842,2386,2499,4885
122031694,3618,3779,7396,1739,1106,2843,608,1034,1644,224,319,548,98,68,166,2670,2534,5199,822,1101,1922,3.7,2.7,3.2,73.8,67,70.3,71.1,65.2,68.1,330,341,664,73,137,202,941,1068,2015,357,505,865,650,266,914,24,43,70,58,106,167,734,418,1152,3660,3720,7378,652,659,1315,2372,2428,4798,1708,1769,3481
122031695,7392,7824,15211,3533,2801,6335,1363,1831,3192,446,619,1061,232,188,425,5581,5435,11012,1499,2068,3572,4.2,3.5,3.8,75.5,69.5,72.4,72.3,67.1,69.6,665,699,1369,132,244,378,1612,2139,3749,815,1060,1879,1355,666,2020,61,75,138,130,230,359,1547,976,2518,6517,6822,13339,1761,1821,3585,3281,3522,6808,4550,4660,9212
122031696,6605,6834,13445,3084,1897,4981,991,1835,2824,385,510,894,155,123,284,4621,4369,8992,1877,2319,4198,3.4,2.9,3.2,69.9,63.9,66.9,67.5,62.1,64.8,594,574,1173,153,261,411,1588,1841,3423,655,904,1557,1165,514,1681,42,79,119,150,231,379,1355,823,2171,7453,7517,14964,872,873,1740,5511,5665,11176,2395,2331,4725
122031697,4533,5031,9564,1845,1293,3133,702,1108,1810,229,307,540,88,77,160,2864,2787,5649,1457,2009,3462,3,2.7,2.9,63.2,55.3,59.1,61.3,53.8,57.4,271,287,558,66,174,239,858,1123,1979,461,707,1173,1128,393,1520,38,60,99,96,185,281,1263,649,1907,4261,4618,8885,822,925,1752,2625,2899,5526,2217,2391,4605
123011433,5007,5699,10709,2144,1339,3483,660,1258,1915,333,454,786,89,81,175,3219,3133,6358,1573,2268,3837,2.8,2.6,2.7,64.3,55,59.3,62.5,53.5,57.7,183,239,423,75,165,241,537,883,1422,428,656,1086,1600,633,2234,35,87,124,86,178,271,1722,906,2623,5327,5935,11266,695,701,1400,3783,4085,7866,1889,2129,4008
123011698,2306,2453,4756,1163,764,1929,339,583,919,209,259,470,60,45,102,1766,1650,3422,458,720,1182,3.3,2.7,3,76.7,67.3,71.9,74.2,65.5,69.7,70,97,160,16,54,65,193,338,535,201,322,521,694,398,1086,18,45,64,53,57,110,764,499,1260,2549,2630,5179,474,499,973,1524,1556,3078,1246,1331,2571
123011699,5147,5527,10672,2498,1524,4019,684,1365,2054,385,498,879,106,104,213,3672,3496,7169,1299,1850,3145,2.9,3.1,3,71.4,63.3,67.2,69.3,61.3,65.2,179,248,434,58,150,206,542,858,1399,439,676,1116,1598,803,2402,32,97,133,93,143,241,1727,1047,2777,5569,5848,11423,918,978,1901,3221,3318,6536,2829,3043,5870
123011700,4230,4354,8588,2082,1339,3416,635,1104,1741,361,407,764,86,85,173,3171,2932,6099,967,1329,2298,2.7,2.9,2.8,74.9,67.3,71,72.8,65.3,69,195,228,425,52,108,159,458,706,1163,461,534,995,1121,550,1675,36,70,100,92,140,232,1243,761,2006,4778,4864,9640,598,645,1243,3408,3484,6889,1673,1744,3416
123011701,7099,7551,14652,3418,2335,5751,1103,1916,3014,596,678,1273,186,178,365,5297,5105,10406,1595,2232,3837,3.5,3.5,3.5,74.6,67.6,71,72,65.3,68.5,242,320,559,84,173,254,666,1170,1839,602,945,1549,2152,1100,3249,59,134,191,140,213,353,2352,1444,3796,8048,8349,16396,943,947,1888,5716,5942,11653,2715,2863,5578
123011702,3212,3548,6763,1849,1231,3073,446,893,1342,299,403,702,71,82,151,2658,2607,5269,469,838,1309,2.7,3.1,2.9,82.8,73.5,77.9,80.6,71.2,75.7,120,202,327,35,88,126,355,637,997,305,509,810,1059,572,1636,36,54,90,48,79,129,1140,707,1853,3530,3797,7328,845,885,1733,1194,1240,2433,2695,2953,5649
123021436,7249,8035,15284,2408,1741,4149,815,1418,2237,809,584,1394,271,262,530,4305,4011,8315,2503,3510,6013,6.3,6.5,6.4,59.4,50,54.4,55.6,46.7,50.9,237,267,504,43,131,171,532,846,1381,501,829,1329,1699,1136,2831,76,157,235,100,245,343,1878,1534,3409,7847,8350,16197,1099,1191,2292,5147,5412,10568,3137,3472,6609
123021437,8686,9111,17797,3070,2223,5300,1055,1448,2502,827,642,1467,376,320,695,5331,4634,9961,2729,3862,6586,7.1,6.8,7,61.4,50.8,56,57,47.4,52.1,473,499,972,103,164,266,1147,1432,2576,721,919,1635,1680,1094,2770,79,155,240,123,212,332,1889,1458,3344,8248,8571,16816,1765,1742,3504,4564,4662,9225,4816,5045,9864
123021438,7601,8101,15701,2758,1951,4709,870,1565,2437,880,664,1541,287,251,538,4798,4429,9225,2394,3240,5634,6.1,5.6,5.9,63.1,54.7,58.8,59.3,51.6,55.3,264,273,535,56,133,187,680,989,1675,614,878,1489,1864,1093,2950,68,175,250,123,208,332,2058,1477,3534,8322,8649,16973,932,969,1900,5857,6047,11898,2825,3008,5837
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0
123021441,6658,6726,13383,2176,1554,3732,798,1189,1995,702,515,1218,252,195,449,3934,3461,7391,2329,2916,5243,6.4,5.7,6.1,59.1,51.4,55.2,55.3,48.5,51.9,276,303,578,45,120,164,604,863,1473,469,679,1147,1638,893,2528,86,136,220,93,165,257,1819,1189,3010,6947,7075,14018,811,773,1589,4847,4951,9798,2460,2434,4893
123021443,8118,8300,16420,2861,1882,4735,1100,1565,2662,726,559,1283,332,279,608,5010,4279,9285,2629,3485,6114,6.5,6.5,6.5,61.7,51.5,56.5,57.7,48.1,52.9,549,515,1065,79,98,179,1058,1281,2348,605,777,1386,1515,862,2377,61,136,201,121,197,321,1704,1199,2900,8863,8884,17747,1040,1087,2133,6143,6158,12308,3151,3174,6327
123021444,8135,8699,16836,2748,1913,4659,923,1488,2413,776,611,1389,284,243,524,4735,4253,8988,2884,3848,6731,6,5.7,5.9,58.2,48.9,53.4,54.7,46.1,50.3,252,274,526,68,146,215,713,1013,1725,603,873,1474,1885,1127,3014,65,165,226,159,241,398,2114,1527,3642,8561,8954,17510,1014,1020,2035,6093,6323,12418,2953,3119,6077
123021703,5275,5543,10819,2416,1663,4078,653,1035,1680,473,448,920,155,167,323,3693,3311,7002,1378,2021,3402,4.2,5.1,4.6,70,59.7,64.7,67.1,56.7,61.7,590,562,1157,71,123,192,1167,1456,2624,530,628,1157,880,476,1358,31,43,77,67,112,175,980,629,1608,5212,5449,10660,1697,1713,3411,1275,1278,2552,4956,5237,10191
123021704,4015,4323,8339,1666,1170,2837,477,751,1226,323,270,594,135,157,287,2596,2351,4946,1141,1557,2703,5.2,6.6,5.8,64.8,54.3,59.3,61.4,50.7,55.9,497,411,905,47,89,137,750,962,1713,361,423,789,626,363,987,18,57,76,65,88,154,706,504,1215,4253,4321,8580,512,548,1065,2624,2686,5314,1788,1853,3641
123021705,6550,6786,13334,2419,1717,4139,783,1253,2031,544,392,937,251,244,492,3991,3608,7596,2177,2820,5001,6.2,6.8,6.5,61,53.1,57,57.2,49.5,53.3,484,454,938,80,96,179,960,1242,2197,556,646,1206,1174,717,1891,54,79,142,124,168,288,1354,966,2317,6812,6992,13803,907,913,1819,4604,4733,9339,2620,2755,5368
123021706,5201,5764,10966,1644,1053,2699,592,925,1517,409,333,743,247,241,492,2891,2552,5447,1934,2771,4707,8.5,9.4,9,55.6,44.3,49.7,50.8,40.1,45.2,357,330,686,54,72,133,671,804,1471,353,478,827,884,626,1512,44,105,149,77,116,199,1010,850,1855,5606,6008,11616,656,691,1352,3888,4209,8095,1935,2112,4048
123031445,2370,2380,4749,1015,582,1593,311,584,895,169,145,317,46,58,105,1544,1371,2908,712,906,1623,3.1,4.4,3.7,65,57.6,61.3,63,55,59,28,54,89,23,51,71,114,249,361,136,259,397,878,359,1239,24,56,78,31,64,103,933,487,1420,2555,2545,5104,253,269,527,1911,1906,3814,762,774,1536
123031446,4172,4258,8431,1959,1138,3094,547,1045,1594,313,368,682,57,54,112,2876,2606,5487,1055,1376,2436,2.1,2.1,2.1,69,61.2,65,67.6,59.9,63.7,108,158,261,34,83,117,356,635,996,372,542,911,1506,646,2155,29,74,97,86,119,204,1625,836,2455,4735,4601,9340,551,528,1085,3280,3144,6425,1590,1586,3180
123031447,7319,7667,14989,3281,1941,5218,973,1900,2874,506,584,1086,179,137,317,4933,4566,9501,1997,2703,4701,3.6,3,3.3,67.4,59.5,63.4,65,57.7,61.3,157,282,441,68,172,244,446,926,1378,504,914,1415,2648,1235,3880,65,143,210,144,237,378,2851,1618,4470,7507,7728,15233,1215,1289,2505,4853,4902,9755,3308,3587,6896
123031448,3906,3855,7760,1678,926,2605,546,1007,1557,333,326,662,65,73,142,2630,2338,4969,1060,1322,2385,2.6,3.3,2.9,67.3,60.7,64,65.6,58.7,62.1,96,157,254,30,69,93,273,497,772,251,465,716,1418,540,1957,22,82,100,53,138,188,1486,761,2245,4181,4008,8189,474,489,969,3009,2923,5929,1363,1348,2710
124011449,2368,2591,4965,668,427,1091,369,579,949,177,181,366,50,58,106,1267,1241,2509,977,1206,2186,3.9,4.5,4.2,53.5,47.9,50.6,51.4,45.7,48.4,245,279,525,62,120,181,468,604,1071,209,366,574,480,239,724,23,32,61,47,81,125,555,355,906,2250,2448,4704,359,342,698,1532,1663,3196,991,1049,2043
124011450,7405,7796,15190,3212,2168,5380,1105,1907,3015,436,551,987,190,142,338,4947,4772,9721,2291,2845,5133,3.9,3,3.5,66.9,61.2,64,64.3,59.4,61.8,632,764,1399,211,419,629,1402,1878,3278,738,992,1735,1790,781,2571,59,115,170,167,247,415,2012,1140,3154,8186,8479,16664,850,879,1725,6083,6310,12392,2474,2550,5026
124011451,4,3,7,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,3,0,3,0,0,0,40,50,44.4,40,50,44.4,0,0,0,0,0,0,0,3,4,0,0,0,0,5,3,0,0,0,0,0,0,0,5,3,4,3,7,0,0,0,4,3,7,0,0,0
124011452,5522,6092,11613,1510,1058,2567,909,1392,2303,371,421,792,194,127,323,2986,3001,5987,2268,2817,5084,6.6,4.2,5.4,54,49.3,51.5,50.5,47.2,48.8,510,645,1158,144,268,415,986,1342,2328,539,776,1320,1071,609,1683,56,84,137,94,147,242,1224,841,2068,5088,5637,10720,938,983,1919,3342,3757,7096,2481,2630,5113
124011453,4538,4869,9402,1765,1155,2916,734,1238,1975,275,369,650,147,78,226,2928,2841,5763,1461,1908,3367,5.1,2.7,3.9,64.5,58.3,61.3,61.2,56.8,58.9,300,478,777,119,245,361,688,1063,1750,450,660,1107,1182,603,1789,55,86,139,95,114,206,1329,796,2126,4755,5040,9788,603,629,1228,3526,3766,7293,1580,1674,3250
124011454,8492,9301,17791,3649,2309,5957,1256,2283,3539,508,635,1144,207,143,343,5620,5368,10991,2668,3659,6328,3.7,2.6,3.1,66.2,57.7,61.8,63.7,56.3,59.8,588,785,1369,230,407,636,1316,1921,3242,931,1180,2114,2232,1133,3363,81,129,212,188,295,489,2506,1559,4066,9282,9874,19157,979,1016,1992,6860,7278,14142,2901,3113,6015
124011455,2489,2875,5361,765,489,1257,395,612,1008,121,205,326,64,49,115,1348,1358,2704,1004,1360,2370,4.9,3.8,4.3,54.1,47.4,50.5,51.5,45.6,48.3,256,305,565,75,126,203,465,646,1117,236,365,602,503,290,791,13,27,39,41,67,107,554,387,937,2479,2752,5229,352,417,766,1698,1910,3617,988,1125,2119
124021456,8,0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,75,0,42.9,75,0,42.9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,6,0,4,0,0,0,5,0,3,3,0,3
124031457,6113,6481,12600,2531,1734,4267,799,1294,2095,472,510,984,159,165,319,3960,3708,7663,1809,2408,4217,4,4.4,4.2,64.8,57.1,60.8,62.2,54.6,58.3,131,175,306,45,100,145,365,631,994,382,652,1039,1833,1076,2909,79,127,203,103,182,289,2014,1384,3402,6502,6630,13132,851,929,1775,4608,4623,9231,2259,2485,4746
124031459,5435,5808,11248,2448,1599,4043,719,1286,2002,356,484,842,121,103,220,3637,3472,7109,1610,2147,3757,3.3,3,3.1,67,59.8,63.2,64.8,58,61.3,203,310,515,84,153,235,587,866,1451,433,686,1124,1658,761,2419,36,90,132,106,164,271,1801,1017,2819,5883,6088,11972,641,643,1285,4482,4659,9136,1716,1789,3505
124031460,7857,8490,16346,4096,2896,6993,1107,2009,3114,589,728,1319,192,181,374,5978,5822,11801,1682,2449,4123,3.2,3.1,3.2,76.1,68.6,72.2,73.7,66.4,69.9,339,413,753,92,206,304,893,1399,2299,716,1017,1732,2260,1198,3461,69,116,182,134,216,356,2466,1532,3995,8756,9123,17879,1083,1245,2327,6128,6451,12583,3119,3386,6499
124031461,6748,7170,13916,2772,1910,4676,931,1420,2354,532,608,1135,188,171,362,4418,4101,8524,1986,2710,4699,4.2,4.2,4.2,65.5,57.3,61.2,62.7,54.9,58.7,198,258,455,65,115,188,523,857,1381,483,792,1271,1944,1121,3074,57,142,201,105,176,277,2114,1439,3551,7005,7290,14298,1032,1005,2032,4856,5140,9993,2688,2751,5438
124031462,9225,9845,19067,3859,2748,6603,1205,1847,3049,643,705,1344,386,338,723,6085,5634,11725,2394,3473,5871,6.3,6,6.2,66,57.2,61.5,61.8,53.8,57.7,570,624,1193,96,180,278,1135,1637,2769,728,952,1673,1934,1270,3211,99,173,275,153,204,353,2187,1651,3838,9134,9671,18799,1814,1913,3727,4829,5067,9895,5315,5615,10926
124031463,4561,4654,9219,2217,1386,3605,676,1183,1852,376,406,782,94,70,159,3367,3042,6410,1049,1463,2509,2.8,2.2,2.5,73.8,65.3,69.5,71.7,63.9,67.7,183,276,460,53,113,163,553,747,1296,372,540,910,1305,532,1833,31,86,117,82,137,218,1418,752,2168,5072,5066,10142,662,709,1376,3224,3141,6360,2124,2284,4403
124031464,7260,8029,15284,2784,2213,5000,941,1216,2157,495,552,1048,287,254,538,4514,4235,8750,2061,2918,4977,6.3,6,6.2,62.2,52.8,57.2,58.2,49.6,53.7,389,407,794,67,133,204,812,1192,2005,533,755,1287,1571,1133,2702,78,130,208,118,123,236,1769,1385,3150,5877,6122,11998,1857,2101,3956,2893,2985,5874,4371,4825,9196
124031465,2400,2294,4691,1160,676,1835,327,591,919,200,210,411,47,33,79,1731,1511,3238,566,692,1259,2.7,2.3,2.5,72.2,65.9,69.1,70.2,64.4,67.4,37,66,101,18,42,59,125,271,395,140,255,392,891,399,1289,15,59,74,43,66,108,957,522,1477,2631,2478,5105,297,306,595,1769,1682,3448,955,928,1885
124031707,6323,6805,13133,2916,1945,4856,882,1546,2431,504,582,1085,171,172,342,4471,4242,8716,1555,2267,3824,3.9,4,3.9,70.8,62.3,66.4,68,59.8,63.7,163,223,389,60,139,197,487,869,1358,432,744,1180,2033,1084,3122,56,132,195,105,163,267,2200,1384,3581,6990,7293,14282,834,893,1725,4979,5195,10173,2303,2505,4808
124031708,4663,4921,9586,2497,1690,4189,671,1104,1773,369,481,851,120,130,250,3658,3409,7068,836,1357,2194,3.3,3.8,3.5,78.5,69.2,73.7,75.9,66.6,71.1,333,387,718,53,100,155,676,996,1672,466,589,1053,1084,663,1742,38,76,113,47,89,136,1163,824,1991,5200,5299,10501,1052,1134,2183,1929,1968,3900,3677,3896,7572
124041466,5963,6695,12654,2327,1576,3909,812,1326,2140,392,469,859,156,138,290,3686,3510,7194,1880,2786,4666,4.2,3.9,4,61.8,52.5,56.9,59.3,50.4,54.6,245,312,558,69,143,216,504,845,1351,505,765,1264,1634,918,2551,46,125,170,109,198,306,1792,1235,3021,5580,6136,11716,1159,1251,2415,3365,3703,7064,2967,3333,6299
124041467,5897,6260,12154,2585,1683,4263,835,1390,2233,435,482,912,163,140,305,4017,3694,7717,1568,2241,3802,4.1,3.8,4,68.2,59,63.5,65.4,56.8,61,166,204,375,46,145,187,381,737,1114,402,705,1111,1782,1045,2830,59,139,197,87,147,230,1931,1330,3260,6093,6293,12381,916,967,1882,3960,4146,8108,2551,2675,5230
124041468,3455,2849,6308,1110,605,1712,402,603,1006,239,213,450,62,38,103,1812,1458,3272,1466,1238,2703,3.5,2.7,3.1,52.4,51.2,51.9,50.6,49.8,50.3,29,61,92,13,34,55,140,226,366,127,243,369,932,365,1291,19,62,78,46,64,110,990,491,1479,2805,2617,5419,297,261,562,2226,2058,4282,735,679,1417
124051469,2643,2633,5270,1195,817,2011,351,606,955,243,201,438,81,72,157,1869,1692,3564,673,839,1512,4.4,4.4,4.4,70.8,64.3,67.6,67.7,61.5,64.6,66,84,152,19,50,66,259,374,631,213,276,488,733,394,1126,27,42,69,44,72,114,802,511,1311,2895,2841,5737,227,204,431,2187,2153,4344,786,747,1534
124051470,7839,7942,15779,3302,2252,5555,1015,1683,2699,660,560,1222,244,194,438,5224,4693,9917,2253,2876,5128,4.7,4.1,4.4,66.7,59.1,62.9,63.6,56.6,60.1,206,253,460,34,116,151,724,1030,1750,554,833,1388,2070,1146,3214,67,134,201,136,244,374,2271,1522,3793,8474,8574,17054,905,860,1765,6347,6361,12706,2486,2535,5021
124051580,4879,5160,10036,1770,1240,3008,598,835,1433,354,341,697,186,171,359,2910,2587,5498,1582,2163,3746,6.5,6.5,6.5,59.7,50.1,54.8,55.8,46.8,51.2,152,144,293,39,51,92,377,579,957,272,458,727,1078,686,1763,51,92,146,72,137,212,1198,914,2112,5045,5115,10161,827,881,1708,3278,3333,6605,2159,2269,4435
124051581,6771,6873,13643,2270,1495,3764,821,1019,1841,505,434,944,286,250,533,3882,3202,7080,2120,2867,4986,7.3,7.8,7.5,57.3,46.6,51.9,53.2,42.9,48,240,235,473,34,82,114,564,742,1311,398,589,983,1335,844,2178,70,127,196,89,144,239,1496,1110,2608,6470,6347,12814,1148,1216,2357,3828,3730,7560,3204,3324,6524
125011475,0,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,100,66.7,75,100,66.7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0
125011582,8937,7195,16126,1688,1001,2688,1359,1191,2560,735,406,1141,586,313,897,4367,2916,7281,3605,3583,7189,13.4,10.7,12.3,48.9,40.5,45.2,42.3,36.2,39.6,705,513,1214,59,87,149,1319,1118,2436,723,706,1431,585,327,911,44,59,108,64,92,159,700,481,1176,7591,6527,14119,2069,1509,3580,4264,4004,8269,4784,3555,8341
125011583,5230,3817,9047,1084,595,1674,1071,778,1850,437,235,673,344,185,525,2938,1789,4724,1874,1724,3598,11.7,10.3,11.2,56.1,47,52.3,49.6,42.1,46.4,579,359,934,42,69,113,853,693,1548,575,433,1009,268,176,445,16,33,53,42,46,81,327,256,576,4116,3226,7339,1499,1038,2531,2061,1841,3899,3235,2139,5377
125011584,3626,3342,6963,753,540,1294,359,403,758,347,200,548,179,106,286,1635,1251,2885,1621,1806,3423,10.8,8.6,9.9,45.1,37.5,41.4,40.2,34.2,37.3,179,149,336,19,37,63,483,483,968,239,292,533,346,178,525,19,30,53,45,52,100,414,264,674,3603,3381,6989,590,515,1102,2403,2401,4803,1484,1250,2735
125011585,3789,3479,7272,968,651,1620,414,509,923,358,240,601,178,134,306,1921,1530,3450,1593,1747,3339,9.3,8.6,9,50.7,44,47.5,46,40.3,43.2,174,158,336,28,37,65,595,636,1226,265,308,576,385,223,607,25,46,63,61,58,118,464,326,786,3607,3419,7029,586,483,1065,2425,2471,4890,1556,1245,2800
125011586,9538,8740,18282,2679,2032,4707,1360,1632,2996,949,733,1687,441,282,722,5424,4678,10102,3463,3640,7111,8.1,6,7.1,56.8,53.5,55.3,52.2,50.3,51.3,726,686,1410,88,171,265,2049,2110,4158,947,1039,1982,834,460,1292,46,83,120,120,159,273,993,695,1691,8280,7851,16125,2043,1824,3866,4981,4970,9958,4836,4287,9118
125011587,2186,2028,4220,548,384,928,251,299,547,191,140,327,119,77,196,1103,898,2001,963,1036,1996,10.7,8.5,9.7,50.5,44.1,47.4,45.1,40.4,42.8,115,93,206,12,35,46,338,346,689,156,199,355,266,123,390,14,23,33,26,47,71,308,188,497,2190,2060,4248,318,285,604,1447,1484,2931,927,747,1678
125011709,4219,3301,7520,1332,993,2323,443,605,1055,253,246,491,96,95,198,2120,1944,4065,1994,1263,3256,4.7,5,4.8,50.4,58.8,54.1,48,55.8,51.4,418,394,812,66,92,156,840,958,1799,310,340,646,337,174,512,10,22,34,45,55,104,396,250,644,3217,3216,6430,591,589,1178,2033,2063,4094,1571,1558,3128
125011710,8587,9016,17605,4232,3468,7698,1145,1440,2584,782,757,1538,376,374,748,6530,6035,12563,1617,2481,4099,5.7,6.2,5.9,76.1,66.9,71.4,71.7,62.8,67.1,1672,1922,3592,149,244,391,2701,3007,5697,912,955,1866,671,415,1083,50,51,103,81,123,199,802,590,1392,5745,5951,11700,3548,3731,7277,1298,1353,2649,7386,7739,15121
125021477,9907,10048,19957,3649,2748,6398,1226,1819,3048,993,748,1742,327,311,640,6195,5634,11830,3153,3928,7082,5.3,5.6,5.4,62.5,56.1,59.3,59.2,52.9,56.1,829,863,1691,108,259,368,2031,2331,4361,929,1094,2026,1610,788,2394,77,121,204,152,235,387,1834,1146,2981,9794,9780,19576,1745,1836,3583,6221,6290,12513,4617,4665,9284
