SA2_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
106041126,0,5,0,4,19,17,3,12,0,60,36,20,48,21,100,183,151,392,17,964,3,0,0,3,47,42,15,24,0,133,9,5,0,3,77,44,15,22,0,179,13,10,14,14,33,67,30,67,4,253,4,3,0,5,21,34,8,29,0,109,0,27,19,15,34,39,5,15,0,152,7,67,24,7,16,10,3,5,4,151,3,8,10,8,25,27,4,30,0,121,0,0,0,0,3,0,0,0,0,15,0,0,0,0,3,0,0,3,0,9,0,3,0,0,3,9,5,5,0,33,0,5,3,0,6,20,5,9,0,45,9,16,5,5,21,16,13,42,0,123,5,10,5,5,30,25,8,3,3,90,0,8,8,0,11,19,5,11,3,56,6,8,3,3,14,10,0,16,0,66,0,0,3,0,4,7,0,0,0,25,3,0,5,0,33,37,23,32,0,143,4,12,5,10,18,30,5,19,30,134
106041127,3,14,13,14,50,62,15,78,0,257,18,5,15,7,33,87,44,114,5,338,0,0,0,0,13,16,4,18,4,51,6,0,0,0,16,12,0,3,0,42,0,0,3,9,12,24,6,21,5,86,0,0,0,0,12,14,3,6,0,37,0,0,4,0,3,5,0,0,0,25,0,8,3,0,0,0,0,0,0,23,0,4,9,0,5,4,3,7,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,3,3,0,0,5,0,9,0,18,0,0,0,0,4,7,4,14,0,38,0,5,0,3,9,13,3,0,0,37,0,0,0,0,0,4,0,0,0,18,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,0,0,0,0,6,8,3,6,0,28,0,3,0,4,3,5,4,7,9,42
106041128,4,8,9,8,16,45,15,28,3,131,11,4,14,5,48,51,43,116,3,298,3,21,0,7,103,40,20,10,0,203,3,4,0,0,11,9,6,9,0,37,4,6,5,5,28,48,20,50,0,178,0,6,0,0,11,13,5,15,0,46,5,26,4,6,10,16,8,16,0,85,0,20,11,5,0,3,0,7,0,53,0,5,4,3,3,11,6,20,0,58,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,5,0,10,0,0,0,0,0,3,0,4,0,4,0,4,3,0,6,13,3,23,0,44,0,7,6,0,6,8,4,14,0,48,6,0,6,5,30,24,4,4,0,77,5,6,3,6,3,8,4,14,0,47,0,4,3,3,6,3,6,3,0,33,0,8,3,0,6,10,0,9,0,39,0,6,3,0,8,17,3,18,0,59,0,5,3,4,7,16,7,6,12,58
106041129,14,24,31,26,65,144,48,209,8,578,24,6,16,3,51,76,42,150,11,379,0,0,0,0,24,23,12,25,4,93,0,0,5,3,13,16,0,3,0,45,10,15,5,13,27,90,21,62,6,234,3,3,3,0,9,6,3,17,0,43,4,9,11,8,13,12,4,12,0,73,4,12,7,6,3,7,0,7,4,55,3,8,12,4,9,10,0,20,3,66,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,4,0,9,0,0,0,0,0,0,3,0,0,9,0,6,0,0,10,10,0,16,0,44,3,4,3,4,3,6,5,15,0,38,0,3,7,4,35,28,9,10,0,84,5,10,5,3,9,11,4,9,0,55,0,3,6,0,4,15,0,6,0,34,0,4,0,0,10,7,3,12,0,40,0,11,0,4,25,22,8,14,0,73,3,0,0,0,11,24,4,8,26,79
107011131,0,3,0,0,5,6,0,9,0,24,8,5,0,0,51,65,18,29,0,179,24,23,27,20,175,156,81,90,3,603,11,7,5,3,29,39,10,18,0,112,115,80,78,50,154,320,66,143,14,1017,9,5,9,10,52,45,17,18,0,152,40,82,54,27,88,71,16,24,3,413,64,139,27,10,29,16,0,16,7,311,42,32,26,19,92,103,45,110,10,487,8,5,0,3,19,18,3,8,0,58,3,0,6,4,40,27,9,19,0,106,6,5,3,0,7,10,6,4,4,46,6,16,13,14,44,59,9,38,0,205,15,28,20,16,31,36,9,13,0,167,31,15,15,9,115,85,26,43,3,330,8,15,13,12,68,44,9,30,4,205,22,37,43,32,86,77,12,31,5,339,18,10,8,3,11,8,0,4,0,59,27,22,12,9,69,90,16,42,4,280,28,24,6,7,51,75,18,28,40,274
107011132,0,0,0,0,0,4,0,0,0,4,11,0,0,0,28,43,23,20,0,136,14,12,21,6,87,98,61,50,0,338,3,0,3,0,18,15,4,11,0,61,53,43,31,21,91,149,39,98,8,535,0,4,5,0,25,24,6,15,0,81,22,48,23,22,51,35,16,17,0,238,30,71,9,3,22,8,4,7,3,157,12,19,19,9,45,61,26,67,0,262,0,0,4,0,5,10,0,7,0,27,0,0,3,0,34,26,11,15,0,90,0,0,4,4,6,10,6,6,0,31,7,8,5,0,45,52,21,23,0,168,9,13,5,0,15,20,0,8,4,78,17,11,3,3,105,52,36,22,3,254,6,12,8,12,43,28,8,20,0,144,11,18,23,17,71,67,9,16,0,242,12,0,6,0,6,5,0,7,0,35,21,6,6,4,36,51,14,14,0,137,16,12,14,6,25,33,8,21,17,146
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,0,3,0,0,0,5,0,0,0,11,3,0,0,0,31,29,13,34,0,110,23,19,25,15,95,120,61,65,0,418,4,0,0,0,18,22,8,12,0,74,44,63,44,17,89,156,35,93,10,549,0,8,8,3,28,28,6,27,0,116,25,67,27,16,48,34,12,25,0,257,58,87,20,14,9,15,0,6,0,206,24,11,20,16,55,66,37,58,0,296,4,0,0,4,9,12,3,6,0,45,0,0,3,0,29,28,6,15,0,80,0,8,3,0,7,11,3,5,0,34,12,8,15,13,62,80,19,41,0,245,7,19,11,10,23,13,5,13,3,109,11,13,10,4,87,43,17,21,3,215,14,29,16,15,63,50,21,27,0,227,11,28,23,23,72,52,19,36,0,263,7,6,3,4,9,0,0,4,0,35,8,13,12,4,39,51,11,21,0,158,8,7,17,6,27,41,13,16,22,156
107011545,0,5,4,3,0,0,0,5,0,16,5,0,0,0,20,16,8,11,0,60,14,13,14,11,89,81,46,39,4,331,3,0,0,3,13,15,3,11,0,52,77,37,34,34,107,178,27,57,8,562,3,3,0,4,15,10,0,10,0,48,24,45,37,25,51,35,9,11,9,233,33,56,27,9,14,10,8,8,3,174,12,21,22,10,46,63,19,77,6,273,0,6,0,4,6,4,0,8,0,19,0,0,3,0,16,17,0,6,0,41,4,6,0,0,4,3,5,0,0,29,7,9,13,5,28,48,3,15,0,116,11,16,10,8,23,22,3,3,0,87,9,14,11,11,62,26,15,16,5,170,3,15,7,3,31,19,3,11,0,89,19,24,27,17,50,34,0,12,6,182,5,13,0,3,8,0,0,0,0,37,19,18,9,5,32,37,6,22,0,145,8,19,12,18,29,42,15,12,38,193
107011546,0,0,0,0,3,0,0,0,0,6,4,0,3,3,5,13,9,13,0,51,18,11,3,12,54,53,30,15,0,194,3,0,0,0,14,8,4,0,0,26,29,28,21,17,49,79,15,34,5,279,0,6,4,3,6,17,0,3,0,42,12,37,26,14,43,19,5,6,3,158,24,40,17,10,9,9,0,8,0,117,9,16,17,5,41,24,16,32,8,161,0,0,0,0,0,0,0,0,0,7,0,5,0,0,13,11,6,0,0,29,0,4,0,0,0,8,3,3,0,12,3,7,7,0,19,25,3,9,0,73,4,17,9,9,18,12,0,11,0,75,15,5,6,10,67,30,10,7,0,140,3,15,5,3,11,11,5,3,0,64,6,13,15,11,37,29,3,8,0,125,0,3,5,4,0,0,0,0,0,18,15,11,5,0,22,27,3,8,0,86,6,10,5,3,28,22,0,9,19,98
107011547,0,0,0,4,0,0,0,4,0,3,0,0,0,0,4,23,3,8,0,42,9,0,5,3,26,13,15,5,0,68,0,0,0,0,6,12,4,0,0,23,17,20,15,13,25,55,4,21,0,168,0,0,0,0,5,5,0,8,0,13,5,9,5,0,15,5,3,0,0,47,10,19,0,0,3,5,0,0,0,42,7,3,9,0,16,17,8,13,0,73,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,4,0,9,0,14,0,4,0,0,0,0,0,4,0,10,0,4,0,3,14,13,4,0,0,49,3,8,0,0,3,5,0,0,0,24,0,3,0,0,18,16,4,9,0,57,0,3,4,0,14,10,0,0,0,33,4,4,3,4,11,8,0,3,0,47,0,0,0,0,0,0,0,0,0,6,9,3,0,4,7,8,4,6,0,41,0,4,0,0,0,16,5,4,6,40
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,3,0,6,6,10,0,7,0,28,11,3,6,0,65,80,28,47,0,239,29,18,10,11,129,149,83,83,0,521,6,0,5,4,22,15,13,23,0,85,87,66,61,44,167,350,58,158,14,1005,3,6,5,6,29,41,20,22,0,131,34,67,40,22,77,82,11,36,4,375,45,115,27,8,17,11,9,10,6,243,35,33,27,24,84,93,39,142,5,473,3,3,0,0,17,11,0,7,0,39,9,0,0,3,34,17,3,15,0,81,3,4,0,0,12,20,10,5,0,55,8,17,9,9,42,72,30,22,0,207,15,18,16,4,28,21,13,16,0,127,35,13,12,9,140,94,42,24,4,374,8,25,9,8,38,30,21,38,0,181,20,33,25,26,72,77,9,14,0,280,13,3,0,0,8,11,0,3,0,48,25,17,18,8,58,65,16,32,4,244,19,18,11,5,43,54,13,21,27,211
107031137,0,0,0,0,0,3,0,0,0,4,5,0,0,0,8,11,8,10,0,43,13,4,13,7,35,35,28,16,3,154,3,0,5,0,3,16,0,4,0,32,37,22,13,21,48,111,18,37,10,325,0,0,3,0,12,11,9,12,0,45,12,23,14,10,34,20,10,13,0,123,23,24,0,3,14,5,0,0,0,74,9,15,11,6,24,15,11,36,3,135,0,0,0,0,3,3,0,0,0,9,0,0,0,0,4,0,0,0,0,8,0,4,5,0,0,0,0,0,0,12,3,6,5,0,14,15,3,7,0,44,9,6,3,3,9,10,0,3,0,51,4,11,3,8,40,30,12,9,0,107,5,9,0,7,17,6,6,5,0,51,3,12,12,10,25,29,4,8,0,102,3,0,0,0,6,0,0,0,0,13,5,12,3,0,20,16,9,9,0,72,7,9,5,6,13,14,8,7,20,79
107031138,0,3,0,0,0,9,0,3,0,18,0,3,0,0,10,15,3,14,0,48,3,6,11,6,23,41,25,20,0,133,5,0,0,0,6,6,0,7,0,22,18,40,17,19,66,135,25,54,3,379,0,8,0,7,12,13,5,6,0,51,10,24,12,10,16,19,3,12,0,95,17,51,13,3,16,6,7,12,4,126,5,10,6,4,15,14,10,15,0,85,4,0,0,0,5,10,3,9,0,27,0,3,8,0,10,5,3,9,0,42,0,6,3,0,4,7,5,3,0,25,3,12,14,4,21,37,10,22,0,118,0,12,3,3,8,5,3,0,0,40,10,11,11,3,70,61,16,24,0,213,6,15,10,3,30,29,7,18,0,126,12,22,19,13,27,32,16,10,0,147,6,5,0,0,3,3,0,0,0,20,0,5,5,0,6,11,4,5,0,40,0,0,3,6,11,13,0,6,12,59
107031139,3,0,0,0,3,4,0,3,0,13,3,0,0,0,15,21,8,10,3,62,3,9,5,0,19,32,18,18,0,107,3,0,0,0,8,14,0,4,0,33,33,22,21,15,54,91,23,51,0,298,0,0,0,0,17,9,7,8,0,29,4,28,6,11,13,6,3,11,0,76,9,31,7,8,10,4,0,7,0,73,3,10,3,3,11,17,9,23,0,77,0,0,0,0,7,11,3,6,0,24,0,3,5,4,7,8,0,9,0,40,0,8,3,0,6,8,3,0,0,23,0,4,9,4,17,30,7,22,0,92,3,10,0,0,7,10,0,0,0,33,11,7,9,3,58,39,14,10,0,152,7,13,8,8,23,17,16,14,0,98,12,14,4,7,32,20,4,16,0,107,4,4,0,0,5,0,0,0,0,15,0,5,0,0,6,11,3,7,0,41,4,0,5,4,9,12,5,9,9,45
107031140,0,15,9,3,8,15,3,32,4,79,6,0,0,4,11,4,4,16,0,40,7,12,5,9,20,43,17,25,5,145,0,0,0,0,5,10,3,4,0,31,25,27,24,19,76,119,29,78,3,391,3,4,0,0,3,14,0,7,0,31,0,22,5,8,8,17,8,14,4,84,32,70,18,3,19,5,3,8,0,149,4,5,3,0,6,9,8,22,0,65,0,0,0,0,4,3,4,7,0,26,6,9,3,4,3,13,0,15,0,50,0,4,8,0,9,12,0,0,0,37,3,11,17,9,25,38,16,30,0,150,0,12,7,6,3,12,3,5,0,52,14,3,8,8,54,57,22,24,0,191,4,17,12,4,32,28,3,24,0,126,9,13,20,16,28,32,7,19,0,133,6,3,5,4,5,3,0,8,0,38,0,7,0,4,10,18,6,9,0,53,0,4,5,4,5,15,3,9,16,64
107031141,0,3,0,0,8,3,0,6,0,22,12,4,8,6,64,80,35,68,0,266,22,23,15,16,135,156,104,91,8,561,8,3,0,4,33,26,8,24,0,98,88,62,62,54,152,301,60,136,10,928,4,3,3,6,29,28,12,25,0,112,35,106,42,10,65,57,10,32,0,355,48,110,22,18,17,20,8,11,0,251,17,17,25,18,55,77,23,66,12,302,5,11,0,0,18,16,0,6,0,57,3,3,3,4,35,36,3,24,0,112,0,5,0,4,12,27,3,10,0,71,8,8,16,15,46,79,18,61,3,253,10,16,9,6,20,35,3,10,0,114,25,13,12,4,141,97,51,35,4,385,17,17,15,18,69,39,10,40,0,227,9,29,36,16,79,83,23,31,0,307,6,9,6,7,0,8,0,5,0,40,17,22,10,9,34,44,14,21,0,178,19,17,13,3,32,33,9,21,14,170
107031142,0,0,0,3,0,0,0,0,0,7,3,5,5,0,15,22,9,15,0,73,11,8,3,5,68,91,43,39,0,273,0,0,0,0,9,14,4,3,0,37,63,40,33,20,81,154,35,75,7,516,3,3,6,5,13,24,5,11,0,64,31,32,16,15,45,22,9,13,0,192,31,50,15,5,15,7,6,9,0,135,13,22,10,3,32,37,15,46,3,180,0,0,0,0,3,0,0,0,0,12,6,0,3,0,16,12,8,8,0,49,6,0,0,0,6,4,0,3,0,21,3,9,4,4,28,24,4,9,0,89,11,14,11,8,16,15,3,6,0,82,16,13,12,6,54,42,17,7,0,163,8,6,11,8,29,20,0,8,0,90,16,15,11,25,31,38,12,14,0,162,6,6,0,0,6,0,0,5,0,21,12,8,10,3,22,31,10,22,4,111,8,8,10,3,21,19,6,7,17,101
107031143,0,4,5,0,0,3,0,0,0,13,6,3,3,3,34,31,12,23,0,120,28,18,12,14,110,97,62,59,3,397,0,0,0,3,22,22,6,15,0,69,105,90,59,40,132,276,49,95,20,875,3,8,3,0,31,25,7,15,4,96,42,74,40,27,80,48,13,19,9,357,63,68,27,10,23,12,0,12,6,210,22,34,25,14,53,65,23,71,5,318,3,0,0,0,11,4,5,0,0,37,0,3,0,3,13,16,3,6,0,45,4,8,0,0,3,9,0,3,0,37,0,11,12,0,38,41,11,9,0,123,15,26,10,8,31,28,4,8,0,125,20,15,13,6,102,53,24,11,5,249,11,21,12,12,33,21,3,12,0,115,13,30,39,32,59,52,12,12,0,246,8,0,0,0,6,8,0,0,0,27,14,19,7,11,50,48,8,9,5,165,19,21,17,13,47,40,3,17,44,225
107041144,0,4,0,0,0,3,0,0,0,12,6,0,3,0,40,66,30,46,0,193,16,22,26,21,110,114,58,68,6,440,3,0,3,0,21,29,10,6,0,76,84,71,45,33,109,221,44,107,10,721,9,17,0,4,20,29,12,18,0,115,39,101,60,22,55,37,8,24,5,357,109,146,43,14,14,17,3,11,3,369,26,37,40,11,61,68,30,75,8,355,5,3,0,3,17,26,0,10,0,64,0,11,8,3,41,42,11,37,0,151,6,6,7,0,6,9,6,14,0,55,16,36,28,19,84,106,34,68,0,387,19,24,14,6,28,9,3,9,0,119,28,21,11,21,176,75,34,29,6,390,32,54,19,17,107,74,27,52,0,382,28,51,36,31,91,84,25,52,4,401,33,19,3,7,7,12,0,6,0,80,26,19,26,7,25,32,8,30,4,179,12,28,13,10,29,46,10,20,34,203
107041145,0,0,0,0,0,0,0,0,0,12,5,5,0,4,41,39,19,28,0,136,16,15,8,3,76,104,31,51,0,314,4,0,0,5,16,21,3,3,0,59,77,44,44,34,84,223,39,92,3,644,6,3,0,0,22,23,8,12,0,81,20,51,27,12,43,34,6,21,3,213,43,56,25,5,13,7,6,10,3,169,19,30,16,18,55,62,24,57,0,278,5,0,4,0,6,7,4,9,0,30,5,0,0,8,28,14,12,20,0,83,6,7,0,0,7,10,0,4,0,32,7,23,16,14,45,69,21,29,0,219,13,31,12,3,22,18,0,3,0,113,19,7,11,3,117,75,35,32,0,306,4,32,15,13,72,53,12,33,0,234,12,20,28,24,57,52,15,20,3,228,19,9,4,0,10,11,7,0,0,54,12,15,9,4,43,42,6,12,3,147,14,11,15,6,29,30,12,16,25,154
107041146,0,3,0,0,0,0,0,4,0,10,8,4,0,5,31,46,28,42,0,164,18,20,7,13,110,152,70,65,3,466,5,6,0,4,26,24,10,9,0,83,71,63,47,22,112,230,48,122,7,718,8,14,10,3,21,41,11,18,0,125,38,161,50,27,64,48,12,26,8,440,130,178,75,22,21,31,0,6,6,468,27,36,30,18,52,73,26,68,11,344,0,10,7,5,24,30,9,8,0,89,5,6,4,10,41,55,9,37,0,162,0,7,4,0,11,20,3,13,0,67,17,51,38,22,107,137,24,84,5,484,23,28,9,9,34,19,0,11,3,131,27,7,20,15,171,69,42,47,0,401,23,77,35,20,117,101,32,84,3,493,14,46,44,48,95,114,27,36,0,416,30,11,6,3,11,11,0,0,0,70,27,21,14,5,39,52,12,29,0,201,14,16,15,9,40,33,10,22,26,180
107041147,0,0,0,5,0,0,0,4,0,15,4,3,0,4,18,11,10,9,0,52,8,6,5,7,32,51,16,35,0,168,0,6,0,0,10,15,8,13,0,53,67,61,37,33,73,186,36,84,3,565,7,0,0,6,9,11,4,10,0,48,12,44,21,6,17,15,0,15,0,129,26,36,3,0,3,3,0,6,0,85,16,13,7,9,31,41,13,20,0,150,4,0,3,3,12,13,8,9,0,44,0,3,0,3,15,30,16,25,0,90,3,6,3,0,5,4,0,13,0,33,3,13,15,20,47,77,15,40,0,226,9,10,0,5,11,12,4,6,0,59,14,10,3,12,70,54,32,17,0,211,8,19,16,3,31,31,4,19,0,134,8,19,6,14,33,35,3,21,0,136,10,4,3,0,7,9,0,6,0,42,17,20,9,3,20,39,7,8,0,129,7,7,8,0,18,23,5,9,16,93
107041148,3,7,0,0,0,3,0,4,0,16,4,3,0,0,25,23,16,20,0,96,10,12,4,5,22,37,24,27,0,135,0,3,0,0,9,20,4,9,0,42,48,48,37,17,71,128,36,67,4,467,0,10,4,5,7,24,3,18,0,72,15,47,14,7,14,13,8,22,0,146,39,60,9,0,8,9,3,8,0,134,15,4,7,0,24,44,13,31,0,147,5,6,3,6,11,28,7,17,0,78,0,4,5,0,24,30,11,47,0,131,0,7,3,0,5,17,4,11,0,41,20,37,32,37,56,98,28,65,0,359,8,7,9,3,9,19,3,3,0,57,19,9,11,4,81,54,34,35,0,246,26,45,18,15,51,66,15,48,4,273,10,26,28,28,34,48,21,47,0,249,12,7,10,5,9,13,4,8,0,67,13,3,10,0,19,11,5,17,0,79,10,9,7,9,8,21,3,17,10,91
107041150,0,7,0,0,0,5,0,0,0,11,11,6,0,4,57,66,41,45,0,232,14,16,19,11,75,89,42,56,0,337,0,0,0,0,24,23,7,16,0,74,82,82,53,48,127,273,59,132,7,865,4,10,8,4,25,26,14,21,0,101,21,77,34,7,39,33,18,16,0,254,74,94,19,14,12,12,0,6,0,230,24,23,22,11,50,87,25,63,6,307,0,6,3,0,21,29,9,12,0,78,3,6,11,7,31,52,15,23,0,150,0,0,3,3,9,9,3,11,0,47,14,29,21,23,59,118,42,66,0,375,24,26,16,13,14,16,8,5,6,122,29,15,22,13,173,117,71,59,3,501,15,44,21,23,105,81,26,52,0,363,13,36,29,20,98,84,23,57,3,364,21,15,3,5,18,14,0,10,0,79,20,23,7,3,27,33,9,19,0,137,13,11,13,3,30,40,6,32,18,164
107041548,0,4,0,0,0,0,0,3,0,8,5,4,0,4,20,35,13,26,3,117,15,19,25,6,65,68,28,50,0,278,5,0,0,0,18,14,8,9,0,55,47,33,35,18,68,135,24,81,6,447,4,13,3,0,19,23,7,14,0,86,39,90,66,24,72,38,10,35,5,379,138,119,42,16,29,21,4,12,4,385,16,19,22,12,26,28,8,37,0,170,3,17,3,3,6,20,9,5,0,62,10,7,7,7,62,47,8,14,0,162,0,11,7,7,15,13,11,12,0,74,12,43,26,16,81,137,35,73,0,419,3,22,9,6,26,23,3,4,0,112,18,17,16,10,134,65,28,36,3,326,23,50,28,24,106,77,19,43,4,366,24,41,56,40,91,102,25,55,0,437,20,16,10,5,19,19,3,11,0,102,18,23,16,4,28,23,0,16,0,129,12,14,18,11,34,34,4,25,28,188
107041549,0,0,0,0,0,4,0,0,0,17,9,0,0,0,16,27,17,22,0,94,10,12,9,10,70,89,55,34,0,299,0,0,0,0,11,18,3,9,0,48,54,47,35,19,67,159,28,72,9,498,0,8,0,9,17,26,4,9,0,82,37,102,60,28,63,43,9,23,4,373,102,138,56,17,17,24,7,19,7,388,11,33,34,8,39,59,17,47,0,252,3,3,7,0,21,11,3,10,0,62,10,5,0,0,51,43,9,15,0,129,5,5,6,3,7,11,3,12,0,50,5,21,26,16,97,127,22,46,0,363,20,23,16,14,30,26,6,5,4,143,18,26,16,5,108,52,27,23,3,272,21,60,20,12,87,69,18,42,0,324,21,41,43,45,84,109,17,49,3,417,21,14,4,0,9,12,0,9,0,66,11,13,10,8,21,33,7,20,0,135,19,26,13,8,41,44,3,20,30,197
