SA2_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
107031136,5594,16666,401,783,361,856,760,1644,23,36,0,0,0,0,0,0,23,47,38,76,0,0,0,0,0,0,4,3,4,3,12,29,6404,18421,207,..,6611,18421
107031137,2003,5433,366,632,174,344,536,976,18,30,0,0,0,0,0,0,3,12,23,45,0,0,0,0,0,0,3,4,3,4,5,4,2567,6464,130,..,2701,6464
107031138,2093,5524,201,368,599,1185,799,1556,158,276,142,257,310,452,0,0,17,42,630,1032,3,7,10,9,0,0,21,45,36,62,7,10,3559,8178,685,..,4245,8178
107031139,1923,5344,43,89,101,216,139,310,30,63,0,0,0,0,0,0,7,6,40,71,0,0,0,0,0,0,0,0,0,0,0,0,2100,5724,198,..,2300,5724
107031140,2504,6762,144,254,142,296,289,551,52,84,37,60,0,0,0,0,3,4,89,144,0,4,13,18,0,0,7,8,16,39,10,23,2915,7519,802,..,3719,7519
107031141,5125,15473,347,668,716,1724,1065,2383,209,360,95,148,12,14,0,0,34,88,343,611,50,61,0,0,0,0,8,20,59,86,10,21,6609,18578,364,..,6970,18578
107031142,2997,8190,437,746,349,755,793,1503,62,119,0,0,94,145,0,0,10,27,168,293,0,0,0,0,0,0,11,15,11,15,3,10,3967,10011,172,..,4143,10011
107031143,6248,16287,287,463,480,895,774,1353,688,1099,17,32,0,0,0,0,16,32,722,1164,219,314,4,5,0,0,14,20,238,347,9,12,7993,19160,469,..,8459,19160
107041144,5551,15302,669,1262,979,1869,1645,3137,424,697,61,113,391,696,0,0,33,87,907,1589,0,8,0,0,0,0,53,119,54,129,11,13,8174,20170,449,..,8620,20170
107041145,3635,9822,793,1405,1130,2414,1921,3819,484,830,270,442,139,229,0,3,23,48,928,1545,17,21,0,0,0,0,20,42,38,60,10,24,6536,15269,363,..,6895,15269
107041146,6071,17706,387,748,459,1015,851,1763,537,946,38,66,0,0,0,0,23,64,601,1074,0,0,149,212,0,0,20,35,168,248,29,73,7713,20862,349,..,8063,20862
107041147,2539,7704,25,53,76,164,96,215,236,529,76,141,0,0,0,0,19,44,324,711,0,0,0,0,0,0,14,42,14,42,16,45,2994,8716,161,..,3153,8716
107041148,3439,9897,111,169,306,687,417,858,170,306,126,233,21,40,0,0,22,48,335,618,0,0,0,0,0,0,21,36,21,36,13,26,4220,11438,438,..,4661,11438
107041150,5278,15368,333,557,764,1613,1094,2172,922,1657,127,202,73,101,0,0,36,68,1155,2033,12,10,0,4,0,0,28,55,39,69,6,13,7572,19651,389,..,7958,19651
107041548,658,1777,40,81,295,624,331,706,812,1403,1432,2449,2539,4735,1875,3477,5,6,6671,12066,0,0,0,0,0,0,104,191,104,191,23,38,7790,14771,1156,..,8949,14771
107041549,3124,8674,273,570,812,1881,1086,2452,822,1562,638,1111,619,1129,197,477,24,49,2307,4327,0,0,0,0,0,0,17,35,17,35,9,32,6539,15512,585,..,7122,15512
108011151,1914,4615,12,29,0,0,12,29,10,15,0,0,0,0,0,0,0,3,8,16,8,20,4,10,0,0,8,21,21,48,0,0,1954,4708,355,..,2316,4708
108011152,4256,10055,838,1418,110,190,948,1606,607,901,255,363,191,334,64,119,0,9,1119,1717,24,43,70,88,0,0,43,68,134,200,28,44,6478,13619,1583,..,8055,13619
108011153,2500,5978,33,69,30,68,64,132,14,26,0,0,0,0,0,0,0,7,16,34,11,16,112,172,0,0,3,7,126,193,3,15,2710,6352,1224,..,3935,6352
108011154,1618,3603,581,947,120,220,699,1169,277,401,137,235,184,277,9,12,0,3,613,935,33,55,8,8,0,0,12,18,48,79,9,16,2988,5798,701,..,3682,5798
108021155,4842,12597,60,115,48,90,106,207,296,429,9,15,0,0,0,3,3,4,314,452,29,46,24,36,4,7,10,22,66,105,16,37,5347,13399,423,..,5767,13399
108021156,3397,8257,50,87,21,33,65,118,65,89,9,19,0,0,0,0,4,13,76,120,23,35,26,53,0,0,9,19,54,109,16,36,3615,8645,684,..,4297,8645
108021157,1846,4436,66,102,18,26,78,128,36,61,12,7,0,0,0,0,0,11,52,81,6,20,54,69,0,0,15,31,73,120,3,9,2054,4776,266,..,2314,4776
108021158,2314,5072,246,387,139,215,384,606,192,327,96,151,28,38,0,0,8,21,326,531,20,27,32,47,0,0,20,42,75,123,34,51,3142,6388,347,..,3491,6388
108021159,2958,7254,47,112,16,32,60,148,10,19,0,0,0,0,0,0,3,5,14,24,13,14,0,3,5,8,0,3,17,30,13,33,3069,7493,282,..,3350,7493
108021160,2006,4548,92,162,23,46,116,206,240,386,34,49,0,0,0,0,4,3,272,437,15,26,3,0,0,0,5,6,19,33,5,9,2421,5232,647,..,3066,5232
108031161,126,292,0,3,22,46,28,49,0,0,0,0,0,0,0,0,11,14,11,13,0,0,0,0,0,0,0,0,0,0,0,0,161,354,38,..,200,354
108041162,6591,15536,585,874,105,197,689,1065,261,406,12,18,0,0,0,0,11,22,287,448,29,55,162,229,0,0,21,47,213,333,31,57,7808,17441,865,..,8677,17441
108041164,5587,14134,1369,2367,375,760,1751,3129,731,1128,173,291,349,536,19,37,11,41,1291,2041,3,4,42,57,0,0,5,12,49,78,26,46,8705,19420,749,..,9449,19420
108041165,1808,4688,3,7,9,29,17,41,0,3,0,0,0,0,0,0,0,0,0,3,4,5,41,56,0,0,0,6,42,62,9,17,1884,4818,175,..,2058,4818
108041166,4214,11337,299,555,35,55,335,608,35,54,0,0,0,0,0,0,12,23,47,80,4,8,4,10,0,0,11,14,19,31,9,20,4620,12080,246,..,4867,12080
108041619,2716,7337,386,646,340,667,732,1320,371,592,389,624,610,977,109,192,0,4,1486,2392,14,18,15,23,0,0,10,20,41,67,14,36,4990,11148,834,..,5821,11148
108041620,5483,14075,882,1444,249,529,1129,1975,199,298,12,25,11,19,0,0,5,10,235,356,0,0,0,0,0,0,0,4,6,7,6,21,6855,16434,458,..,7309,16434
108051167,2059,4713,75,94,9,21,82,113,29,40,0,0,0,0,0,0,0,4,36,44,8,7,3,0,0,0,14,31,19,42,9,18,2204,4925,396,..,2598,4925
108051168,4362,10529,339,597,94,187,433,785,89,152,14,25,0,0,0,4,5,11,108,188,21,32,47,73,0,0,13,20,78,119,32,46,5019,11670,723,..,5746,11670
108051169,6738,16816,768,1099,52,91,820,1194,621,897,35,37,0,0,0,0,8,18,667,950,28,31,22,34,0,0,12,28,59,92,14,20,8294,19078,574,..,8874,19078
108051170,4879,11544,48,81,73,133,125,216,65,109,8,8,0,0,0,0,0,4,78,125,43,65,66,105,11,17,11,21,130,217,13,30,5225,12131,801,..,6024,12131
108051171,1957,4786,79,108,12,20,93,126,53,89,0,0,0,0,0,0,0,0,61,87,12,27,0,0,0,0,4,4,15,30,3,7,2128,5038,123,..,2252,5038
109011172,5815,15581,612,945,51,96,658,1045,87,97,0,0,0,0,0,0,0,0,87,97,0,0,15,19,0,0,4,3,20,21,10,26,6588,16767,452,..,7042,16767
109011173,3503,8528,565,907,33,57,598,964,7,5,0,0,0,0,0,0,0,4,9,8,14,16,4,5,0,0,0,0,18,31,9,22,4132,9549,316,..,4452,9549
109011174,3038,7198,1052,1546,252,369,1297,1910,79,132,37,52,32,45,0,0,5,0,145,234,0,0,0,0,0,0,17,29,17,29,9,17,4508,9390,613,..,5116,9390
109011175,4251,11091,76,103,3,0,77,109,0,0,0,0,0,0,0,0,0,0,4,0,7,17,0,0,0,7,5,13,13,38,16,27,4353,11268,552,..,4912,11268
109011176,5030,12253,1223,1985,90,148,1317,2129,48,64,37,66,0,0,0,0,4,10,89,137,11,13,9,8,0,3,3,6,24,37,18,36,6473,14591,532,..,7011,14591
109021177,1036,2314,80,125,0,0,80,125,12,19,0,0,0,0,0,0,0,0,12,19,0,3,0,0,0,0,3,3,3,7,5,12,1136,2478,239,..,1378,2478
109021178,2072,5348,98,144,0,5,100,146,30,43,0,0,0,0,0,0,0,5,33,50,34,43,5,10,3,7,3,9,45,61,11,17,2257,5628,375,..,2625,5628
109021179,1082,2798,42,60,0,0,42,61,16,24,0,0,0,0,0,0,0,0,16,24,9,8,0,0,3,9,3,3,15,26,31,61,1180,2971,327,..,1506,2971
109031180,2006,4512,358,492,0,0,358,492,4,4,0,0,0,0,0,0,0,0,3,8,0,0,19,23,3,3,10,15,29,40,8,24,2405,5080,330,..,2737,5080
109031181,2579,6081,176,279,0,4,180,285,20,26,0,0,0,0,0,0,0,0,20,26,7,10,9,11,0,0,0,7,18,30,5,15,2799,6431,543,..,3338,6431
109031182,2524,5729,272,371,13,11,279,385,16,34,0,0,0,0,0,0,0,0,16,34,7,5,0,4,0,4,5,12,13,16,18,32,2854,6197,391,..,3235,6197
109031183,2407,5810,94,118,0,11,97,132,21,28,0,0,0,0,0,0,0,0,21,28,7,12,10,11,0,0,9,18,24,46,22,41,2570,6046,677,..,3246,6046
109031184,2269,5652,285,457,17,23,304,485,7,16,0,0,0,0,0,0,0,0,7,16,9,14,29,38,0,0,3,5,41,58,12,26,2623,6233,367,..,2993,6233
109031185,3453,7907,251,361,0,0,252,361,36,50,0,0,0,0,0,0,0,0,41,56,16,52,0,0,0,0,15,35,29,88,33,47,3805,8451,611,..,4410,8451
110011186,7185,17719,919,1561,163,281,1082,1832,398,639,52,94,0,0,0,3,9,16,455,747,3,4,19,26,0,3,12,29,36,61,27,52,8785,20413,1033,..,9828,20413
110011187,1564,3852,23,34,3,3,24,35,16,22,0,0,0,0,0,0,0,0,16,22,0,0,17,24,0,0,0,3,21,20,3,15,1627,3959,351,..,1973,3959
110011188,2160,5327,54,79,0,0,54,79,16,20,0,0,0,0,0,0,0,3,19,25,6,10,7,5,0,0,9,28,25,49,5,10,2265,5490,269,..,2537,5490
110011189,1166,2663,0,3,3,3,3,6,39,45,0,0,0,0,0,0,0,0,39,45,0,4,9,11,0,0,0,0,10,17,4,9,1226,2740,335,..,1561,2740
110021190,3347,7346,155,227,9,8,158,235,76,93,0,0,0,0,0,0,0,0,76,93,17,29,7,15,4,6,7,28,34,80,11,16,3628,7774,579,..,4207,7774
110021191,4041,9983,392,601,74,107,465,707,47,65,0,0,0,0,0,0,9,10,57,77,14,20,7,15,0,0,8,21,39,55,27,29,4631,10856,408,..,5037,10856
110021192,1784,4378,6,13,0,4,11,20,4,12,0,0,0,0,0,0,0,0,7,9,5,10,0,0,5,8,4,11,17,30,4,9,1817,4446,354,..,2166,4446
110021193,2104,4961,33,45,0,0,33,45,9,10,0,0,0,0,0,4,0,0,12,13,14,25,0,0,3,0,0,15,18,42,11,15,2176,5069,376,..,2556,5069
110021194,2724,5822,24,47,0,0,24,47,66,94,0,0,0,0,0,0,0,0,66,94,10,24,8,10,12,15,14,15,37,57,17,36,2875,6066,713,..,3591,6066
110031195,2200,5648,305,500,64,105,367,601,69,97,0,0,0,0,0,0,3,0,67,103,10,15,5,4,0,0,7,9,24,37,10,20,2673,6408,510,..,3186,6408
110031196,1361,3686,76,189,0,6,74,202,5,14,0,0,0,0,0,0,0,0,5,14,12,22,3,10,0,5,4,16,24,51,38,69,1502,4019,452,..,1959,4019
110031197,2264,5753,285,398,25,42,308,445,24,30,0,0,0,0,0,0,0,0,22,33,4,10,10,10,0,0,0,7,16,23,0,5,2617,6261,366,..,2981,6261
110031198,1433,3750,58,83,0,0,55,86,3,6,0,0,0,0,0,0,0,0,3,6,9,15,3,3,4,7,3,0,14,27,11,21,1527,3891,263,..,1788,3891
110041199,3158,8152,309,493,42,65,352,563,75,99,0,0,5,6,0,0,4,6,82,110,9,10,3,6,0,0,5,5,15,17,5,12,3616,8860,406,..,4024,8860
110041200,1485,3860,7,19,7,10,16,30,0,0,0,0,0,0,0,0,3,0,3,0,10,10,0,5,0,0,6,4,10,17,7,26,1521,3933,308,..,1832,3933
110041201,2719,6460,58,81,4,7,66,93,34,58,0,0,0,0,0,0,0,0,34,58,4,3,0,0,0,0,5,18,13,28,11,22,2848,6658,462,..,3306,6658
110041202,7070,17919,816,1272,163,262,977,1535,123,196,7,13,0,0,0,0,0,8,135,213,8,11,5,6,0,0,0,4,16,25,24,55,8226,19745,645,..,8872,19745
110041203,5042,12884,834,1309,184,321,1018,1626,183,311,14,22,18,40,0,0,5,8,222,384,23,24,28,38,0,0,4,0,50,65,56,90,6385,15052,547,..,6936,15052
110041204,1832,5128,80,140,0,0,83,140,11,16,0,0,0,0,0,0,7,11,12,21,0,0,0,0,0,0,0,10,0,10,6,16,1940,5313,253,..,2188,5313
110041205,6801,17326,80,127,0,3,84,127,40,54,0,0,0,0,0,0,6,12,45,62,34,46,4,8,3,8,14,20,59,81,18,35,7008,17637,844,..,7850,17637
111011206,5577,14816,565,894,203,373,761,1268,203,317,70,101,189,303,23,30,24,39,506,797,0,0,50,62,0,0,25,67,78,132,12,17,6939,17032,368,..,7303,17032
111011207,1828,4468,167,282,63,119,230,403,280,415,0,0,0,0,0,0,4,3,280,422,23,39,3,4,0,0,6,12,30,55,6,13,2377,5365,222,..,2599,5365
111011208,7728,20807,650,1058,704,1355,1356,2409,175,271,54,71,74,108,227,403,16,35,548,889,0,0,0,0,0,0,0,11,0,11,3,10,9642,24124,546,..,10190,24124
111011209,8235,22027,507,775,162,298,668,1072,138,211,0,0,114,184,0,0,20,36,272,432,0,0,0,0,0,0,15,29,14,34,5,6,9196,23573,399,..,9597,23573
111011210,2780,7146,371,600,296,628,661,1225,182,265,24,39,0,0,0,0,6,11,215,313,0,0,0,0,0,0,4,8,4,8,0,0,3662,8697,172,..,3835,8697
111011211,1310,3233,54,77,29,81,83,157,11,22,0,0,0,0,0,0,5,9,11,28,0,0,0,0,0,0,0,0,0,0,3,10,1416,3429,50,..,1465,3429
111011212,3964,10368,293,503,126,244,425,749,437,612,47,63,56,88,0,0,11,17,549,786,12,25,0,0,0,5,3,6,24,39,10,9,4968,11953,771,..,5736,11953
111011213,4045,11429,280,449,112,210,395,657,21,33,0,0,0,0,0,0,0,3,24,35,0,0,0,0,0,0,0,5,0,5,5,4,4466,12132,196,..,4662,12132
111011214,4445,11640,706,1121,315,620,1021,1735,139,210,39,65,181,320,0,0,12,28,370,629,0,0,0,0,0,0,10,17,10,17,4,12,5847,14027,340,..,6190,14027
111021215,3226,8489,202,312,118,242,320,552,63,76,0,0,0,0,0,0,14,19,72,101,23,25,30,37,0,0,4,6,52,72,7,13,3684,9223,190,..,3877,9223
111021216,3511,8892,31,58,74,202,102,253,33,59,0,0,0,0,0,0,12,28,41,85,0,0,0,0,0,0,0,0,0,0,3,7,3667,9239,458,..,4126,9239
111021217,5173,14989,182,334,42,62,222,392,159,193,20,21,0,0,0,0,10,23,188,243,0,0,0,0,0,0,3,6,3,6,3,15,5589,15640,205,..,5792,15640
111021218,5620,14983,638,969,97,212,736,1182,117,205,6,12,23,43,0,0,20,41,168,305,12,24,117,170,0,0,0,4,136,206,34,61,6696,16725,575,..,7270,16725
111021219,4633,11626,317,506,277,470,595,973,134,177,39,76,54,95,0,0,14,24,244,378,5,9,22,27,0,3,0,4,31,44,7,14,5510,13035,388,..,5900,13035
111021220,3393,8550,124,174,31,57,155,229,33,55,30,44,0,0,0,0,5,11,67,116,5,12,0,0,4,7,8,9,20,32,4,8,3638,8936,351,..,3987,8936
111021221,2516,6856,26,59,11,20,35,81,6,20,0,0,0,0,0,0,9,11,11,28,0,0,0,0,0,0,7,12,7,12,0,0,2579,6981,91,..,2670,6981
111031222,5103,13977,286,488,391,795,683,1279,303,498,84,128,24,35,0,0,10,19,422,686,0,0,0,0,0,0,10,22,11,23,6,4,6221,15969,346,..,6573,15969
111031223,3110,7760,175,276,18,41,199,317,11,12,7,13,0,0,0,0,15,21,30,50,0,0,0,0,0,0,0,0,0,0,3,11,3336,8140,179,..,3512,8140
111031224,3258,8205,285,532,577,1183,860,1716,356,499,354,505,233,383,132,191,9,15,1087,1590,0,0,0,0,0,0,50,82,50,82,13,17,5263,11618,581,..,5849,11618
111031225,5351,14065,557,916,338,622,899,1533,388,598,84,148,8,12,0,0,48,95,522,851,0,0,0,0,0,0,11,24,11,24,6,17,6787,16492,386,..,7178,16492
111031226,4912,14962,331,732,108,250,444,982,5,3,0,0,0,0,0,0,23,57,34,62,0,0,0,0,0,0,0,0,0,0,0,5,5391,16014,179,..,5568,16014
111031227,4797,11602,685,1106,429,811,1118,1915,278,407,33,43,18,33,0,0,37,75,368,563,0,0,0,0,0,0,56,103,56,103,20,25,6360,14219,454,..,6812,14219
111031228,3491,9929,271,500,773,1654,1042,2152,486,720,498,792,53,95,0,0,10,23,1050,1630,0,0,0,0,0,0,0,0,0,0,10,18,5584,13730,503,..,6087,13730
111031229,716,1898,245,538,1231,2642,1474,3172,607,988,793,1333,1434,2436,1034,1717,4,4,3876,6484,0,0,0,0,0,0,31,52,31,52,33,52,6129,11651,1326,..,7454,11651
111031230,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,..,10,18
111031231,2790,7179,506,947,499,1221,1012,2168,211,427,155,296,25,32,0,0,35,86,431,837,0,0,0,0,0,0,9,15,9,15,15,30,4256,10227,318,..,4568,10227
111031232,3138,7508,130,228,84,158,209,386,149,229,9,15,0,0,0,0,7,14,169,264,8,13,0,0,0,0,0,0,7,18,12,19,3545,8194,270,..,3816,8194
111031233,6505,16395,796,1345,545,1149,1344,2495,216,355,46,78,0,0,0,0,32,69,293,498,0,0,0,0,0,0,19,43,27,45,3,12,8169,19448,447,..,8619,19448
111031234,3863,9603,212,352,369,738,575,1088,333,477,108,153,17,25,0,0,71,123,524,782,0,0,0,0,0,4,18,25,19,31,7,13,4987,11514,344,..,5337,11514
111031235,2222,5336,192,371,854,1742,1043,2111,181,275,134,232,107,169,215,341,0,8,632,1031,0,0,16,19,0,0,20,34,35,52,9,9,3944,8550,413,..,4357,8550
112011236,4639,10963,1312,2396,1112,2069,2425,4463,404,624,147,258,67,120,18,27,12,23,650,1054,39,47,259,350,0,3,16,29,320,434,51,67,8077,16976,652,..,8730,16976
112011237,5901,15752,621,1065,91,169,708,1228,132,238,0,0,0,0,0,4,10,21,145,266,23,31,31,64,4,3,6,10,65,105,10,19,6824,17374,442,..,7265,17374
112011238,2173,5990,22,39,18,34,36,71,5,16,0,0,0,0,0,0,17,27,28,47,3,8,14,27,0,0,10,9,31,46,9,15,2266,6159,247,..,2512,6159
112011239,2789,7040,121,271,153,315,271,584,245,372,49,81,0,0,0,9,51,85,337,545,16,38,63,92,0,4,32,59,111,188,10,21,3519,8380,497,..,4016,8380
112011240,2435,6377,342,695,658,1452,997,2141,249,441,33,50,0,0,0,0,34,78,318,572,67,88,54,89,10,13,25,36,160,233,42,87,3952,9400,1241,..,5193,9400
112011241,1590,3922,263,442,187,356,454,798,81,131,3,8,0,0,0,3,4,11,89,142,61,90,42,71,0,0,12,19,115,179,17,32,2263,5081,379,..,2641,5081
112011242,2552,6931,314,720,327,733,637,1452,98,224,10,17,0,0,0,0,18,34,128,281,8,11,0,7,0,0,0,6,18,33,4,18,3340,8710,323,..,3665,8710
112011243,2835,7232,46,85,27,45,70,130,60,88,4,6,0,0,0,0,37,87,95,179,16,28,24,34,5,13,11,19,57,86,19,27,3076,7662,351,..,3423,7662
112021244,4052,10163,308,473,40,87,348,554,213,312,0,4,0,0,0,0,12,19,229,339,35,55,18,20,5,3,17,27,69,102,5,9,4702,11166,320,..,5027,11166
112021245,2491,6313,13,12,5,16,16,34,3,7,0,0,0,0,0,0,0,0,0,11,6,11,0,8,11,17,10,23,34,62,17,32,2564,6442,297,..,2860,6442
112021246,4181,10832,751,1145,197,369,949,1513,213,356,3,6,0,0,0,0,6,10,227,376,0,0,0,0,0,0,0,0,0,0,0,12,5355,12735,304,..,5657,12735
112021247,2870,6571,12,16,3,6,14,16,83,107,3,10,0,0,0,0,3,13,88,125,14,26,8,15,11,13,12,24,43,74,17,27,3028,6825,406,..,3439,6825
112021248,4756,11546,416,616,306,505,720,1110,439,704,71,106,0,0,0,6,6,6,511,823,37,56,149,175,5,4,13,27,206,260,23,33,6220,13771,502,..,6721,13771
112021249,5487,14029,25,54,14,35,40,87,16,21,0,0,0,0,0,0,68,128,81,155,21,29,16,27,3,13,14,34,55,105,24,51,5687,14418,527,..,6218,14418
112031250,3533,9710,344,706,467,1083,805,1795,240,423,436,845,131,239,0,0,15,20,819,1527,49,85,371,521,0,0,13,21,434,624,22,41,5616,13703,940,..,6558,13703
112031251,2884,7461,162,275,64,122,230,400,443,625,48,77,15,24,0,0,9,23,510,738,16,28,0,0,0,0,14,38,31,71,10,14,3667,8685,267,..,3929,8685
112031252,3444,8982,3,8,4,15,8,28,0,0,0,0,0,0,0,0,0,3,0,9,12,17,26,44,6,6,4,10,46,77,25,28,3520,9119,373,..,3891,9119
112031253,3827,10455,453,912,342,755,792,1666,147,254,160,269,0,0,0,0,19,37,324,561,18,32,65,91,0,0,8,16,85,136,10,25,5032,12841,621,..,5661,12841
112031254,4203,10723,815,1511,1082,2147,1900,3652,813,1366,692,1210,459,793,472,812,8,21,2444,4202,14,29,30,40,0,5,0,10,46,75,33,65,8627,18726,996,..,9624,18726
112031550,4028,10987,1658,3060,466,964,2129,4023,166,254,42,44,0,0,0,0,13,24,215,323,0,0,0,0,0,0,0,0,0,0,3,14,6372,15345,361,..,6735,15345
112031551,1045,3174,0,0,4,12,4,12,0,0,0,0,0,0,0,0,6,12,6,12,0,0,0,0,0,0,0,0,0,0,0,0,1058,3192,58,..,1107,3192
112031552,1875,4324,853,1549,388,908,1240,2456,217,372,207,347,21,29,59,99,3,11,510,855,21,34,53,82,0,0,0,0,74,110,6,14,3711,7756,275,..,3984,7756
113011256,5771,16048,344,689,64,86,408,773,860,1886,25,64,0,0,0,0,10,29,894,1972,22,31,15,22,0,3,41,93,82,151,29,74,7182,19019,592,..,7773,19019
113011257,4069,10751,21,36,5,15,26,54,86,143,0,0,0,0,0,0,0,0,86,143,6,9,8,12,5,17,14,24,34,61,41,85,4259,11092,444,..,4700,11092
113011258,3116,8154,105,179,13,18,113,193,324,508,0,0,0,0,0,0,0,0,324,508,3,12,24,45,0,4,18,51,49,101,20,66,3625,9022,298,..,3924,9022
113011259,2079,4928,43,67,6,0,44,65,49,71,6,0,0,0,0,0,0,0,53,73,0,8,0,0,0,0,13,28,14,38,10,31,2206,5130,348,..,2552,5130
113021260,1259,2949,24,40,0,0,27,38,0,4,0,0,0,0,0,0,0,3,0,8,3,4,0,0,0,3,5,10,12,25,8,12,1300,3021,250,..,1550,3021
113021261,2232,5494,305,443,7,13,308,455,44,56,6,5,0,0,0,0,5,5,50,70,0,7,0,0,0,4,4,8,13,18,12,14,2608,6046,247,..,2854,6046
113021262,1711,4130,26,31,0,3,27,32,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,15,15,18,16,43,1772,4225,324,..,2091,4225
113031263,2926,6699,184,245,17,32,204,272,3,10,14,16,0,0,0,0,0,0,18,24,3,4,0,4,0,0,11,16,20,24,5,11,3171,7034,401,..,3568,7034
113031264,1222,3040,9,12,3,3,13,19,69,108,0,0,0,0,0,0,0,0,69,114,0,0,0,4,0,0,9,28,12,38,10,12,1323,3220,212,..,1538,3220
113031265,1955,4895,33,45,6,14,35,62,62,71,3,11,0,0,0,0,0,0,68,80,0,0,5,19,5,3,6,11,14,38,5,17,2082,5083,268,..,2349,5083
113031266,2434,5786,134,178,5,11,145,188,13,13,0,0,0,0,0,0,0,0,14,19,10,6,0,4,0,0,25,39,33,55,9,19,2633,6066,425,..,3061,6066
113031267,5548,14798,32,50,11,18,35,70,700,1131,0,0,0,0,0,9,3,3,707,1148,0,0,3,13,0,3,3,17,15,36,8,15,6309,16063,467,..,6780,16063
113031268,1559,4476,141,221,7,14,144,233,52,69,0,0,0,0,0,0,0,4,58,74,3,5,0,0,0,0,0,0,3,5,13,15,1772,4808,126,..,1897,4808
113031269,7657,20042,274,398,11,19,285,412,386,634,7,10,0,0,0,0,8,14,398,667,0,4,0,0,0,0,7,44,15,53,8,15,8358,21187,577,..,8932,21187
113031270,3198,7798,485,775,192,334,679,1108,892,1306,109,133,39,54,0,0,3,16,1047,1501,0,0,0,0,0,0,49,87,48,87,16,28,4981,10520,537,..,5519,10520
113031271,5762,15506,56,115,3,9,61,125,94,125,0,0,0,0,0,3,6,11,104,140,18,20,3,8,3,9,7,17,30,53,20,65,5977,15880,604,..,6582,15880
114011272,3186,7768,255,403,133,219,391,621,9,31,0,0,0,0,0,0,19,35,32,66,22,23,185,273,0,0,18,52,225,352,61,86,3896,8885,830,..,4723,8885
114011273,1426,3268,17,25,22,55,40,81,0,4,0,0,0,0,0,0,8,16,10,25,7,10,10,20,0,0,0,0,15,26,0,0,1496,3396,1479,..,2969,3396
114011274,1934,4391,146,265,25,41,171,307,19,36,0,0,0,0,0,0,4,4,24,37,6,5,22,32,0,0,12,33,43,69,12,16,2186,4817,1168,..,3351,4817
114011275,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,3,23,52,16,..,39,52
114011276,1718,3965,96,139,59,89,154,228,116,191,6,9,9,23,0,0,9,15,138,229,0,0,4,19,0,0,0,0,4,19,3,21,2023,4459,1449,..,3474,4459
114011277,5395,13629,597,933,72,119,669,1048,156,256,0,0,0,0,0,0,15,30,169,285,6,3,4,10,0,4,3,12,14,25,5,13,6248,15000,423,..,6664,15000
114011278,6753,17774,599,1056,183,313,781,1366,166,264,22,34,0,0,0,0,20,35,214,335,0,0,67,88,0,3,0,3,73,104,43,47,7856,19620,543,..,8399,19620
114011279,5468,12915,548,922,26,40,572,954,77,124,0,0,0,0,0,0,22,32,97,156,21,25,30,38,0,0,3,8,48,65,16,31,6205,14122,1707,..,7910,14122
114011280,1776,3788,94,143,44,72,139,214,11,15,0,0,0,0,0,0,5,4,17,22,32,45,51,84,0,0,0,3,86,132,69,76,2087,4238,1182,..,3268,4238
114011281,1248,3397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,9,3,8,0,0,0,0,8,17,3,10,1263,3433,179,..,1439,3433
