SA2_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
101021007,32,24,0,10,10,0,6,6,0,88,32,16,11,17,26,8,10,5,4,126,101,36,151,46,36,18,54,47,7,498,4,0,0,0,8,0,5,7,0,23,8,3,0,10,6,7,5,5,0,40,3,5,0,0,0,0,0,0,0,10,0,5,0,0,5,7,4,8,0,25,337,343,204,126,150,65,77,92,22,1415
101021008,31,24,15,21,36,4,3,6,3,149,58,60,31,67,78,17,6,11,8,338,100,59,421,125,165,32,71,77,15,1064,11,0,4,8,16,9,4,7,0,52,9,5,5,9,22,3,7,5,3,70,0,0,10,0,0,0,0,0,0,14,7,11,3,3,11,0,5,6,20,78,389,622,531,331,434,107,105,131,64,2721
101021009,47,48,25,33,51,13,3,9,0,228,86,70,67,84,100,26,23,25,4,488,101,96,397,135,169,58,69,101,30,1154,5,10,14,13,13,7,3,7,0,79,5,10,8,20,25,5,3,11,0,86,4,6,4,11,6,0,3,4,3,42,8,16,3,6,21,10,11,12,12,91,625,1133,612,518,669,253,185,286,93,4377
101021010,20,14,15,11,21,3,4,11,0,96,38,44,20,47,60,9,9,7,7,235,67,43,184,84,87,26,34,57,7,582,0,0,8,4,14,11,0,7,0,45,5,11,4,15,8,3,0,5,0,47,4,3,0,5,0,4,0,0,0,18,5,3,4,6,11,0,5,3,9,44,316,572,277,273,322,103,83,111,38,2084
101021012,88,76,25,39,62,9,0,6,4,310,144,128,49,80,118,17,9,7,13,569,193,93,433,147,232,60,79,56,23,1302,14,4,4,7,34,8,3,10,4,89,24,18,9,18,36,10,8,8,0,135,10,5,0,7,10,4,0,0,0,41,7,17,5,12,28,9,3,0,13,90,1296,1606,590,455,813,161,116,117,105,5251
101021610,40,25,8,21,30,8,4,3,5,144,92,98,32,73,80,19,4,0,6,410,117,55,245,59,121,27,18,21,8,678,10,8,3,4,16,3,3,4,0,46,12,8,3,3,6,4,0,0,0,33,5,3,7,0,3,0,0,0,0,24,3,5,3,3,5,0,7,4,7,37,630,900,333,254,427,96,47,45,54,2789
101021611,101,103,37,44,80,12,8,11,15,403,167,149,59,94,148,28,7,11,15,670,310,139,715,157,268,62,113,128,39,1938,9,11,4,17,35,14,0,11,0,101,30,18,11,3,46,12,11,9,3,141,8,16,5,7,9,0,0,0,3,53,23,19,6,15,24,16,13,8,26,152,1562,1920,916,494,901,190,161,211,151,6508
101031013,10,8,0,4,5,6,0,3,0,33,13,3,0,12,7,3,0,0,0,53,68,11,65,34,25,7,49,38,7,294,6,4,0,0,0,0,6,8,0,28,10,0,0,5,7,6,0,3,0,30,0,3,0,0,0,0,0,0,0,3,4,0,3,0,0,5,5,5,0,20,175,111,74,70,61,28,63,70,7,663
101031014,18,24,13,20,17,0,0,0,0,101,29,36,27,59,33,21,5,9,7,222,95,30,240,139,121,54,71,73,12,831,3,3,4,8,11,9,4,6,0,48,11,4,7,5,13,12,6,0,4,69,0,5,4,0,5,4,0,0,0,15,4,6,0,11,4,6,3,9,9,56,277,533,331,280,253,124,108,109,35,2057
101031015,30,12,5,10,10,0,0,7,0,74,36,13,13,12,16,3,0,10,3,110,97,16,137,47,39,34,43,51,10,468,10,0,3,4,3,3,0,0,0,31,11,0,6,3,10,0,5,4,0,43,4,0,0,0,0,0,0,0,0,7,10,0,0,3,8,0,3,4,5,40,302,233,178,100,121,46,57,84,25,1151
