SA2_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
101021007,0,0,4,0,6,0,0,0,6,0,0,4,4,0,0,0,0,9,0,7,20,24,30,46,23,12,152,0,10,17,28,32,46,23,12,168,145,164,179,275,325,255,147,25,1521,7,16,22,24,42,19,15,3,154,157,181,222,329,396,320,189,42,1840,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,0,0,26,0,6,8,6,5,3,0,0,26,124,163,211,286,351,294,166,40,1625,10,17,16,21,26,26,19,9,152,141,185,230,316,388,315,186,49,1807,0,0,3,4,6,0,0,0,8,0,5,4,4,0,0,0,0,12,0,10,19,27,39,48,28,12,182,0,11,25,33,43,48,28,12,201,269,321,387,565,677,544,312,68,3146,26,36,39,48,68,45,34,10,302,295,369,455,641,785,643,380,88,3650
101021008,0,15,21,13,8,0,0,0,52,0,13,11,7,8,0,0,0,36,4,15,27,43,50,40,12,12,199,3,42,58,54,68,40,12,12,294,485,545,459,482,437,315,131,26,2877,30,55,41,19,41,19,16,3,222,524,634,552,558,542,378,158,41,3388,0,9,4,0,0,0,0,0,15,0,0,0,3,0,0,0,0,3,4,7,8,17,16,5,0,0,58,4,14,14,20,17,5,0,0,80,440,570,529,541,512,348,215,53,3202,36,47,40,27,27,24,12,5,221,483,632,577,591,556,377,228,60,3509,0,20,28,17,3,0,0,0,71,0,12,14,4,8,0,0,0,38,6,25,32,56,68,46,18,14,257,4,53,67,77,84,46,18,14,366,929,1110,983,1024,944,665,345,78,6080,73,101,75,52,68,45,26,6,447,1009,1265,1133,1148,1094,752,385,99,6895
101021009,6,19,13,18,6,0,0,0,54,0,12,9,16,7,0,0,0,42,0,31,37,63,71,52,23,9,282,8,58,60,98,79,52,23,9,384,578,1052,744,618,541,367,188,92,4179,21,73,44,36,32,34,19,19,266,613,1177,849,749,655,445,229,117,4832,8,7,11,10,0,0,0,0,42,0,3,5,4,0,0,0,0,17,0,7,9,20,21,0,0,0,73,9,20,33,27,23,0,0,0,123,480,1105,731,586,549,439,294,191,4381,20,62,36,19,30,34,22,31,271,511,1185,797,640,608,477,324,227,4771,15,27,30,25,9,0,0,0,95,0,16,20,20,7,0,0,0,55,3,41,43,84,93,51,25,9,354,21,78,88,126,105,51,25,9,510,1060,2151,1476,1208,1090,805,482,283,8558,44,133,79,62,61,66,44,55,539,1127,2368,1647,1393,1259,926,552,347,9608
101021010,9,27,25,20,6,0,0,0,78,0,10,3,5,10,0,0,0,25,0,11,21,30,45,29,17,4,154,12,47,46,47,56,29,17,4,262,246,483,321,276,262,171,78,16,1852,9,39,15,19,22,8,0,6,123,262,568,386,347,342,207,100,23,2235,8,12,11,7,0,0,0,0,36,0,4,3,3,3,0,0,0,12,5,3,3,11,17,7,0,0,41,8,23,17,18,20,7,0,0,93,248,468,332,291,244,169,91,35,1878,10,32,15,5,18,8,7,0,89,267,526,364,318,277,181,102,36,2064,12,39,33,25,5,0,0,0,115,0,11,4,5,14,0,0,0,37,3,17,24,38,55,39,15,4,197,21,65,68,66,74,39,15,4,357,490,956,657,565,500,339,168,48,3727,21,71,32,33,38,16,11,4,218,530,1093,744,660,619,390,201,58,4296
101021012,0,35,130,134,22,0,0,0,315,0,12,28,30,42,0,0,0,112,0,24,57,111,123,86,25,6,431,5,71,209,278,178,86,25,6,863,826,605,635,718,654,306,126,29,3897,20,35,33,28,30,10,7,0,165,854,713,880,1026,862,403,158,35,4927,0,26,40,43,8,0,0,0,117,0,0,16,9,10,0,0,0,42,0,14,27,51,41,16,0,0,150,3,37,82,109,57,16,0,0,306,795,694,812,1016,722,381,155,42,4626,22,32,33,25,25,16,12,0,159,817,769,927,1146,809,415,171,39,5097,0,53,166,178,36,0,0,0,431,5,13,40,48,48,0,0,0,154,3,41,79,159,157,103,29,6,587,8,103,288,380,241,103,29,6,1171,1623,1300,1450,1731,1382,691,283,66,8524,40,75,70,50,52,25,14,7,324,1670,1479,1806,2169,1670,821,328,79,10023
101021610,4,46,77,62,13,0,0,0,208,0,16,24,21,9,0,0,0,67,0,28,53,44,13,11,3,4,153,8,89,152,120,39,11,3,4,425,237,466,495,213,105,68,20,0,1605,16,17,27,12,6,4,0,0,94,266,573,680,354,138,81,24,3,2128,7,21,40,22,3,0,0,0,84,0,9,15,3,6,0,0,0,32,0,11,16,20,6,0,0,0,53,8,39,63,41,9,0,0,0,166,216,668,575,292,131,78,19,3,1978,12,16,27,10,6,3,0,0,80,233,726,666,348,151,81,24,3,2222,9,65,111,85,16,0,0,0,288,0,23,38,24,11,0,0,0,99,0,36,62,62,21,11,12,4,204,13,128,217,166,48,11,12,4,596,456,1135,1068,513,233,144,38,3,3587,32,41,56,22,12,15,0,0,169,496,1299,1347,700,291,169,49,6,4350
101021611,0,9,48,49,19,0,0,0,123,0,10,27,35,32,0,0,0,110,3,27,65,139,155,138,64,15,601,3,47,142,225,203,138,64,15,832,900,687,807,1026,1022,737,271,45,5500,55,65,55,64,91,65,17,0,417,963,801,1004,1315,1327,936,351,58,6751,0,10,28,24,0,0,0,0,63,0,6,10,8,6,0,0,0,32,0,5,26,53,41,21,3,0,146,0,17,64,85,55,21,3,0,240,826,775,958,1227,1108,754,286,44,5980,58,41,58,67,71,41,22,4,361,888,829,1073,1381,1232,812,309,49,6579,0,17,77,72,19,0,0,0,189,0,10,38,42,42,0,0,0,141,4,30,86,193,193,157,69,13,742,8,60,203,314,257,157,69,13,1070,1726,1465,1763,2254,2137,1494,555,91,11477,118,110,112,138,163,102,37,4,782,1853,1628,2079,2694,2560,1751,659,109,13330
101031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,15,18,11,4,62,0,4,0,7,15,18,11,4,59,90,110,107,127,169,169,83,14,869,11,13,11,10,18,15,6,0,87,95,127,118,141,203,199,109,22,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,12,0,0,0,5,8,0,0,0,12,104,94,122,128,171,167,76,44,923,23,12,5,11,19,15,11,7,99,124,109,136,143,190,186,90,50,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,19,18,11,4,72,0,0,4,8,19,18,11,4,69,194,209,231,257,339,337,163,61,1789,30,24,17,22,34,28,25,8,184,217,236,250,287,396,386,200,76,2048
101031014,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,0,13,20,19,33,36,33,21,172,0,10,18,21,37,36,33,21,186,321,364,311,332,385,315,184,70,2291,30,92,99,64,36,19,22,9,374,356,476,427,417,460,369,242,102,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,9,5,0,3,24,0,4,5,3,9,5,0,3,26,283,363,363,376,460,366,279,119,2606,18,16,24,22,18,23,22,20,168,298,385,391,406,490,395,301,140,2803,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,8,0,16,21,21,41,39,34,26,198,0,14,22,19,49,39,34,26,212,601,729,676,713,843,681,463,191,4904,52,114,119,90,50,41,44,25,545,656,860,819,829,943,765,545,244,5657
101031015,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,8,30,27,37,11,4,117,0,0,7,32,27,37,11,4,125,152,118,133,220,276,200,122,24,1253,8,21,18,22,30,25,21,4,142,168,143,158,273,337,257,154,37,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,0,3,0,28,0,0,4,13,15,0,3,0,31,141,132,141,260,253,193,104,19,1232,12,17,16,20,25,20,18,14,140,154,144,156,288,291,215,125,30,1403,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,10,40,43,37,17,5,148,0,0,11,41,42,37,17,5,156,291,250,273,474,528,396,225,43,2488,26,31,30,39,56,43,41,15,283,316,286,318,560,629,477,283,66,2925
