region_id,Sme_Usl_ad_5_yr_ago_as_2011_M,Sme_Usl_ad_5_yr_ago_as_2011_F,Sme_Usl_ad_5_yr_ago_as_2011_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SOSR101,999267,1048535,2047802,105977,108956,214933,383533,398263,781796,8685,8342,17027,10444,10985,21429,2759,2799,5558,3271,3374,6645,958,974,1932,804,684,1488,2943,3133,6076,17,9,26,413414,428563,841977,143492,151760,295252,7294,7114,14408,670177,696393,1366570,118829,106834,225663,1788273,1851762,3640035
SOSR102,182412,194108,376520,23251,25388,48639,73318,80126,153444,1632,1636,3268,5204,5690,10894,501,494,995,707,789,1496,325,367,692,378,403,781,1857,1853,3710,11,5,16,83933,91363,175296,7844,8260,16104,1822,1929,3751,116850,126940,243790,17323,16683,34006,316585,337731,654316
SOSR103,70014,72296,142310,9403,9733,19136,22149,23861,46010,315,336,651,734,753,1487,104,122,226,160,173,333,71,83,154,57,64,121,302,343,645,0,3,3,23892,25738,49630,3961,3615,7576,437,433,870,37693,39519,77212,5628,5154,10782,113335,116969,230304
SOSR111,28891,30400,59291,4750,5189,9939,10408,11439,21847,1427,1706,3133,611,652,1263,124,143,267,148,160,308,68,83,151,96,87,183,108,132,240,0,0,0,12990,14402,27392,1024,1067,2091,250,207,457,19014,20865,39879,2837,2734,5571,50742,53999,104741
SOSR112,92021,99998,192019,20850,23136,43986,40683,45671,86354,1512,1599,3111,3161,3400,6561,382,445,827,556,540,1096,279,297,576,319,335,654,796,837,1633,9,3,12,47697,53127,100824,3409,3624,7033,1055,1025,2080,73011,80912,153923,12295,10568,22863,177327,191478,368805
SOSR113,74391,80141,154532,19045,21251,40296,22008,24402,46410,1373,1463,2836,2427,2530,4957,469,466,935,450,468,918,171,178,349,229,220,449,553,624,1177,4,3,7,27684,30354,58038,2565,2730,5295,668,630,1298,49962,54965,104927,9441,8682,18123,133794,143788,277582
SOSR114,55017,58712,113729,14826,16349,31175,15596,17134,32730,1268,1399,2667,2407,2777,5184,228,236,464,259,290,549,159,179,338,193,182,375,659,733,1392,7,6,13,20776,22936,43712,1395,1517,2912,543,520,1063,37540,41322,78862,6410,6231,12641,98967,106265,205232
SOSR115,93590,97169,190759,20628,22486,43114,26829,29646,56475,1867,2035,3902,3289,3347,6636,355,411,766,477,508,985,222,242,464,260,275,535,1167,1241,2408,4,5,9,34470,37710,72180,2257,2554,4811,720,671,1391,58075,63421,121496,10227,9045,19272,161892,169635,331527
SOSR121,28062,27861,55923,4067,4407,8474,8157,8644,16801,484,532,1016,751,790,1541,60,70,130,110,122,232,44,56,100,51,45,96,211,215,426,4,7,11,9872,10481,20353,443,481,924,187,167,354,14569,15536,30105,2244,2070,4314,44875,45467,90342
SOSR122,16559,16158,32717,2104,2217,4321,4372,4594,8966,217,229,446,565,571,1136,56,47,103,95,89,184,32,39,71,32,30,62,223,225,448,0,0,0,5592,5824,11416,310,319,629,94,83,177,8100,8443,16543,1509,1365,2874,26168,25966,52134
