region_id,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SOSR101,733731,503914,604442,571483,511153,399545,243879,152643,66659,3787449,816,919,966,780,560,453,301,238,142,5175,10489,15618,17418,11875,10019,9245,6296,4288,2787,88035,208,558,1398,1629,1633,1015,435,172,33,7081,288,606,1028,1196,1303,1187,637,196,41,6482,55,168,281,341,393,337,192,71,16,1854,185,259,494,470,478,473,262,75,6,2702,34,92,82,117,161,210,126,49,11,882,21,62,80,67,64,48,21,5,3,371,74,323,340,302,340,259,159,58,15,1870,0,0,0,0,0,0,0,0,0,0,11354,17686,21121,15997,14391,12774,8128,4914,2912,109277,12170,18605,22087,16777,14951,13227,8429,5152,3054,114452,745901,522519,626529,588260,526104,412772,252308,157795,69713,3901901
SOSR102,126117,83684,76028,87538,91168,80147,59128,42469,18372,664651,147,169,122,101,96,123,60,67,45,930,2268,4234,3048,2315,2393,2326,1808,1259,693,20344,53,74,130,137,187,329,450,280,45,1685,173,219,268,235,273,392,227,60,22,1869,25,12,27,34,57,81,125,65,4,430,22,10,47,47,50,67,28,12,3,286,6,12,20,11,27,53,94,36,6,265,3,16,12,6,3,12,7,0,0,59,40,121,78,56,45,51,42,13,3,449,0,0,0,0,0,0,0,0,0,0,2590,4698,3630,2841,3035,3311,2781,1725,776,25387,2737,4867,3752,2942,3131,3434,2841,1792,821,26317,128854,88551,79780,90480,94299,83581,61969,44261,19193,690968
SOSR103,45742,32765,28858,31694,32418,26705,19466,13376,4823,235847,55,51,58,39,46,31,17,16,9,322,910,1526,1092,790,650,582,391,325,186,6452,28,19,42,34,41,30,32,14,3,243,25,40,42,50,48,57,24,12,3,301,0,3,5,9,3,3,5,0,0,28,5,10,14,12,18,11,9,0,0,79,5,3,3,4,5,6,7,0,0,33,0,7,0,0,4,4,0,0,0,15,3,22,21,12,20,15,0,0,0,93,0,0,0,0,0,0,0,0,0,0,976,1630,1219,911,789,708,468,351,192,7244,1031,1681,1277,950,835,739,485,367,201,7566,46773,34446,30135,32644,33253,27444,19951,13743,5024,243413
SOSR111,22990,14543,13879,14757,14201,12249,7782,4984,2015,107400,36,38,26,17,20,17,5,3,5,167,403,790,561,411,380,356,222,173,114,3410,39,226,123,105,139,112,58,52,14,868,10,20,25,20,33,35,13,5,3,164,0,3,3,4,10,8,3,3,0,34,0,10,12,8,5,11,7,0,0,53,12,3,3,3,4,13,5,3,0,46,8,7,4,0,0,3,0,0,0,22,3,20,9,12,7,5,3,0,0,59,0,0,0,0,0,0,0,0,0,0,475,1079,740,563,578,543,311,236,131,4656,511,1117,766,580,598,560,316,239,136,4823,23501,15660,14645,15337,14799,12809,8098,5223,2151,112223
SOSR112,77678,49294,43380,47246,49527,44330,31836,22183,9525,374999,136,136,102,79,72,83,54,41,13,716,2046,4232,2773,2240,2449,2430,1760,896,431,19257,79,154,173,155,212,382,523,186,28,1892,112,187,246,211,247,303,176,50,9,1541,12,25,46,43,59,86,93,33,0,397,39,35,63,59,64,65,32,0,0,357,10,17,11,13,31,56,52,27,4,221,0,11,10,10,4,5,4,0,0,44,25,66,50,53,50,72,60,34,3,413,3,0,3,0,0,0,0,0,0,6,2326,4727,3375,2784,3116,3399,2700,1226,475,24128,2462,4863,3477,2863,3188,3482,2754,1267,488,24844,80140,54157,46857,50109,52715,47812,34590,23450,10013,399843
SOSR113,54278,34340,28154,32430,36554,35198,28805,20740,8721,279220,90,127,75,59,69,60,52,52,57,641,1329,2693,1766,1465,1653,1650,1402,742,361,13061,41,110,97,100,186,322,422,172,15,1465,78,143,217,164,215,260,118,33,3,1231,21,42,46,49,66,107,118,30,6,485,22,23,34,34,30,43,21,5,0,212,8,11,9,11,17,42,36,8,0,142,3,14,4,0,6,10,0,4,0,41,13,46,43,25,36,74,67,25,3,332,0,0,0,0,0,0,0,0,0,0,1515,3082,2216,1848,2209,2508,2184,1019,388,16969,1605,3209,2291,1907,2278,2568,2236,1071,445,17610,55883,37549,30445,34337,38832,37766,31041,21811,9166,296830
SOSR114,42798,22877,20812,25048,26756,25501,21969,15170,6257,207188,101,92,70,54,59,45,33,25,16,495,1019,1427,1075,1057,1219,1399,1109,495,195,8995,97,105,122,126,194,478,635,358,42,2157,95,127,154,146,204,223,198,56,8,1211,13,10,21,24,21,56,86,24,3,258,4,10,12,12,25,41,15,5,3,127,0,3,4,4,19,29,32,10,0,101,3,3,3,5,11,3,0,0,0,28,32,38,25,32,44,58,47,16,7,299,0,0,0,0,0,0,0,0,0,0,1263,1723,1416,1406,1737,2287,2122,964,258,13176,1364,1815,1486,1460,1796,2332,2155,989,274,13671,44162,24692,22298,26508,28552,27833,24124,16159,6531,220859
SOSR115,66824,36408,31265,40391,45604,44849,34779,23056,9330,332506,191,144,114,107,122,97,75,42,51,943,1657,2893,1898,1639,2023,2397,1803,757,327,15394,112,190,184,202,246,642,856,402,65,2899,399,299,274,231,256,349,273,78,11,2170,24,53,48,48,48,124,164,52,4,565,19,19,41,30,36,78,43,10,0,276,12,25,18,13,22,99,74,26,0,289,0,12,9,14,9,3,4,0,0,51,44,112,72,49,81,93,89,20,3,563,0,3,3,0,0,0,0,0,0,6,2267,3606,2547,2226,2721,3785,3306,1345,410,22213,2458,3750,2661,2333,2843,3882,3381,1387,461,23156,69282,40158,33926,42724,48447,48731,38160,24443,9791,355662
SOSR121,19432,9987,7780,11656,13736,12790,8930,4883,1551,90745,65,58,44,48,40,38,20,19,8,340,429,728,355,308,390,456,292,162,48,3168,34,31,30,38,52,105,105,49,5,449,36,37,52,25,49,53,51,13,0,316,4,3,5,10,5,16,23,6,3,75,4,5,9,5,5,3,0,0,0,31,0,0,4,0,0,23,15,4,0,46,3,3,3,4,3,0,3,0,0,19,3,16,11,7,21,39,32,11,3,143,0,0,0,0,0,0,0,0,0,0,513,823,469,397,525,695,521,245,59,4247,578,881,513,445,565,733,541,264,67,4587,20010,10868,8293,12101,14301,13523,9471,5147,1618,95332
SOSR122,10667,5230,4309,6611,7962,7771,5522,2742,821,51635,62,53,49,36,42,24,26,16,3,311,759,648,594,740,836,920,613,163,30,5303,31,48,49,50,70,102,93,30,3,476,127,98,113,125,97,124,72,13,3,772,16,8,18,22,15,36,38,5,0,158,23,13,16,18,20,12,3,0,0,105,4,3,0,7,11,14,12,6,0,57,0,0,0,4,3,6,0,0,0,13,27,32,15,51,40,53,29,11,4,262,0,0,0,0,0,0,0,0,0,0,987,850,805,1017,1092,1267,860,228,40,7146,1049,903,854,1053,1134,1291,886,244,43,7457,11716,6133,5163,7664,9096,9062,6408,2986,864,59092
