region_id,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SOSR101,247924,488129,216894,159462,301857,164384,103733,130650,36765,1849798
SOSR102,31990,61599,47001,33644,46016,33056,18900,29861,4990,307057
SOSR103,9999,21131,16601,12113,14965,10117,8394,10001,1712,105033
SOSR111,5113,8881,8785,5127,7238,5432,4806,5690,794,51866
SOSR112,17306,31779,25374,20257,22961,19026,10918,19326,2491,169438
SOSR113,11852,18382,17992,13302,14485,12644,9978,13822,1899,114356
SOSR114,9206,12849,14144,9775,10592,9365,6867,11617,1466,85881
SOSR115,15312,21841,23172,16913,16955,13308,12253,17808,2456,140018
SOSR121,4856,6483,6774,4542,5272,3796,3494,4751,706,40674
SOSR122,2926,3457,3470,2519,2651,1818,1947,3026,387,22201
SOSR131,61510,38272,33913,19547,29751,17309,17794,26079,4148,248323
SOSR179,0,3,6,6,3,3,3,10,3,37
SOSR199,337,742,543,463,394,238,350,490,93,3650
