region_id,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sinhalese_BP_B_OS,Sinhalese_FO_B_OS,Sinhalese_MO_B_OS,Sinhalese_BP_B_Aus,Sinhalese_BP_NS,Sinhalese_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_Fther_only_brn_os,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_ns_Both_prnts_brn_os,Ancestry_ns_Fthr_only_brn_os,Ancestry_ns_Mthr_only_brn_os,Ancestry_ns_Bth_prnts_brn_Aus,Ancestry_ns_Country_birth_ns,Ancestry_ns_Tot_Resp,Tot_respnses_BP_B_OS,Tot_respnses_FO_B_OS,Tot_respnses_MO_B_OS,Tot_resp_BP_B_Aus,Tot_responses_Count_birth_ns,Tot_responses_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS
SOSR101,42783,118955,84722,664496,20435,931391,48,482,228,5376,285,6419,326902,5054,7362,7123,6547,352988,23887,2747,1395,4405,618,33052,19232,6060,3477,7589,527,36885,245486,93918,64733,513041,20979,938157,72820,1312,4512,569,1968,81181,13339,1915,1386,5704,385,22729,35166,8747,5812,42313,1561,93599,67602,10261,4724,24315,2361,109263,11719,1953,932,1859,249,16712,119539,2033,1547,967,2293,126379,57749,23733,15984,207742,5495,310703,89167,21067,8639,45169,3402,167444,46889,222,708,305,1016,49140,98496,15804,6218,13719,4486,138723,18487,1729,828,2198,594,23836,23805,5657,2928,10765,853,44008,16800,2042,1271,742,748,21603,19602,5369,4013,1682,539,31205,22327,2877,1913,4388,507,32012,16433,1301,1084,2180,346,21344,53229,22123,15720,137465,3784,232321,18389,1343,658,1152,477,22019,4122,27,28,11,47,4235,20007,1967,1322,470,326,24092,23865,1573,1301,2173,676,29588,18623,1562,811,815,605,22416,74276,657,1078,496,2411,78918,7587,2125,1322,6551,263,17848,479699,34160,24173,28048,13673,579753,43349,4226,3357,24970,198260,274162,2131424,403001,274186,1768798,296716,4874125,1918295,252624
SOSR102,2788,25437,17925,241268,7009,294427,6,116,56,2032,74,2284,4933,369,426,1364,146,7238,1492,308,105,397,54,2356,4065,1480,895,2731,145,9316,41959,23391,16076,199161,6962,287549,2846,134,797,85,62,3924,997,264,198,1631,67,3157,5351,2077,1339,15961,457,25185,2317,678,242,1755,108,5100,969,252,79,290,24,1614,2949,216,159,190,85,3599,7803,5007,3078,63111,1612,80611,5685,2069,731,6973,336,15794,931,29,57,57,18,1092,529,195,75,468,27,1294,2707,375,125,543,82,3832,1683,591,263,1218,100,3855,2084,596,334,362,83,3459,2567,1316,970,486,135,5474,2585,528,356,1279,83,4831,1030,182,158,417,28,1815,10693,6119,4192,48865,1199,71068,872,104,44,134,29,1183,124,3,7,0,0,134,1498,277,168,115,16,2074,1298,162,127,601,46,2234,255,58,16,22,9,360,545,54,51,16,19,685,1675,714,414,2800,86,5689,19237,4628,2994,6502,878,34239,2164,825,629,11315,29134,44067,136637,78554,53086,612149,49113,929539,115143,48028
SOSR103,1524,9665,6790,68529,2149,88657,0,31,34,691,31,787,3867,82,125,329,85,4488,1646,241,99,324,37,2347,2061,684,395,1120,67,4327,17624,8632,6560,50044,2045,84905,1200,61,232,35,62,1590,383,97,67,465,16,1028,3216,942,632,4321,153,9264,2036,384,198,974,88,3680,660,124,39,164,14,1001,1183,54,45,44,17,1343,2840,1612,1174,16592,435,22653,6934,1652,696,4022,266,13570,251,5,23,19,3,301,1146,209,135,198,70,1758,6464,652,267,884,236,8503,1425,430,176,775,72,2878,632,169,96,97,32,1026,702,343,245,143,28,1461,1196,223,141,370,38,1968,279,42,32,117,10,480,4807,2290,1728,12201,339,21365,1795,178,70,177,60,2280,57,0,6,0,0,63,338,69,53,19,9,488,1862,262,150,389,62,2725,1213,127,69,38,56,1503,828,32,19,15,26,920,1041,325,241,720,27,2354,12258,1904,1257,2110,384,17913,1602,401,259,3081,8489,13832,83070,31922,22053,169007,15406,321458,73319,19659
SOSR111,303,2945,2222,42880,1239,49589,3,7,7,297,13,327,438,29,44,188,14,713,140,50,15,53,11,269,660,225,144,513,29,1571,3971,2809,1983,36293,1027,46083,474,17,118,17,18,644,93,28,10,238,0,369,846,410,250,5000,125,6631,200,72,21,218,17,528,119,44,17,53,5,238,595,33,15,38,11,692,731,534,344,11417,244,13270,449,228,78,1039,40,1834,61,0,4,13,4,82,66,40,15,92,9,222,30,9,3,27,3,72,77,47,21,93,3,241,197,64,44,47,16,368,270,171,123,73,20,657,515,90,66,329,28,1028,104,14,20,58,3,199,1043,740,520,8566,164,11033,86,9,8,15,0,118,10,0,0,0,0,10,202,18,20,9,5,254,114,15,9,164,12,314,10,4,3,3,0,20,32,3,3,4,0,42,170,98,48,388,8,712,2373,524,346,973,97,4313,241,105,87,2176,4454,7063,14623,9382,6608,111274,7619,149506,12389,5746
SOSR112,1123,11548,7998,150708,4454,175831,8,75,23,2339,129,2574,2182,156,189,881,61,3469,418,128,35,150,19,750,2075,769,493,1472,82,4891,17167,10839,7474,121291,4145,160916,1224,51,331,56,54,1716,519,172,118,1028,42,1879,2603,1017,646,11610,301,16177,652,229,86,756,29,1752,530,115,46,163,16,870,1497,97,67,113,34,1808,3307,2338,1480,42250,1015,50390,1997,976,337,4217,173,7700,246,12,11,13,3,285,250,136,27,323,30,766,71,24,10,28,0,133,457,186,114,461,18,1236,610,227,129,210,41,1217,1092,590,445,284,62,2473,808,203,128,469,28,1636,390,100,46,225,10,771,4476,2696,2007,29561,687,39427,161,27,8,37,4,237,61,0,3,0,0,64,634,91,93,55,25,898,368,60,70,371,22,891,98,19,3,13,11,144,257,17,17,9,11,311,608,265,129,1123,35,2160,8684,2021,1197,3176,402,15480,848,373,264,7621,19501,28607,55421,35557,24024,381013,31444,527459,46385,21632
SOSR113,946,8571,6159,109165,3416,128257,3,45,7,1931,96,2082,1294,92,105,489,51,2031,385,83,39,129,13,649,1569,508,343,918,43,3381,14185,8014,5678,89462,3231,120570,940,36,262,43,32,1313,344,114,78,671,17,1224,1947,704,458,8311,192,11612,498,141,42,492,31,1204,280,72,29,127,3,511,1221,49,42,78,23,1413,2379,1653,991,27023,698,32744,3319,1106,316,4246,179,9166,130,4,3,9,3,149,141,82,26,205,5,459,91,18,16,28,3,156,487,193,94,484,22,1280,519,152,82,150,34,937,888,447,291,175,48,1849,618,152,98,359,14,1241,231,62,37,110,11,451,3562,2138,1476,20701,561,28438,137,29,0,18,4,188,40,0,0,0,0,40,538,59,63,30,9,699,338,47,34,244,20,683,171,14,0,12,0,197,177,3,14,3,6,203,534,228,121,899,24,1806,6647,1351,886,2377,346,11607,824,328,271,5923,14905,22251,45383,26495,18061,274812,24040,388791,38427,16457
SOSR114,578,5731,4339,85579,2599,98826,0,31,26,1451,60,1568,729,66,69,405,26,1295,221,44,9,83,4,361,1213,419,252,680,41,2605,9772,5710,4166,69638,2430,91716,511,23,145,13,29,721,212,50,31,526,10,829,1352,521,356,6184,149,8562,307,116,35,317,17,792,242,43,21,85,3,394,420,33,35,70,13,571,1708,1244,822,22502,525,26801,1108,503,173,2035,77,3896,81,0,9,3,3,96,150,84,17,154,6,411,45,21,3,28,0,97,327,103,64,263,18,775,326,133,107,109,30,705,577,241,230,158,25,1231,398,94,53,258,11,814,146,23,26,90,3,288,2413,1405,1008,16013,361,21200,100,13,12,10,3,138,11,0,0,0,0,11,339,64,42,30,4,479,161,26,20,166,3,376,20,8,6,11,0,45,119,7,7,0,9,142,333,133,71,522,13,1072,3205,912,627,1757,164,6665,362,244,131,4873,10393,16003,27486,18045,12912,214013,17029,289485,23096,11149
SOSR115,1062,10887,7768,134253,3906,157876,0,57,26,2139,113,2335,1003,132,112,771,52,2070,511,97,44,161,30,843,2244,698,444,1128,60,4574,18664,10186,7390,106535,3710,146485,694,27,186,39,31,977,493,137,99,896,28,1653,2879,965,615,10016,315,14790,577,191,68,585,23,1444,429,114,42,150,10,745,829,104,94,96,32,1155,3358,2217,1428,34734,989,42726,1839,824,283,3243,132,6321,84,5,3,8,10,110,234,86,39,211,12,582,111,20,8,34,11,184,860,300,167,694,41,2062,691,221,131,134,44,1221,1075,541,364,221,56,2257,840,188,99,460,30,1617,308,78,42,177,9,614,4402,2579,1833,24504,667,33985,180,32,13,49,6,280,18,0,0,0,0,18,495,95,60,35,11,696,361,71,32,285,25,774,55,30,3,13,0,101,185,7,12,3,3,210,752,219,144,944,27,2086,6705,1769,1190,2888,297,12849,807,372,255,7323,15950,24707,52745,33249,22994,332729,26630,468347,43822,20318
SOSR121,299,2933,2080,36674,952,42938,0,12,11,1411,31,1465,222,41,27,195,14,499,164,22,22,48,5,261,620,201,132,339,16,1308,4984,2710,1999,28894,869,39456,200,20,56,14,8,298,112,44,19,238,8,421,773,278,173,2844,66,4134,162,74,16,165,8,425,101,32,11,57,10,211,143,11,22,30,0,206,821,567,356,9224,192,11160,851,340,141,1214,62,2608,28,3,3,3,3,40,121,23,15,61,3,223,33,11,3,13,4,64,392,102,59,254,17,824,129,57,24,41,12,263,241,153,100,73,13,580,228,59,34,113,9,443,104,23,8,45,3,183,1096,702,474,7042,178,9492,96,15,0,12,3,126,5,0,0,0,0,5,145,25,16,16,0,202,88,22,9,94,6,219,21,8,0,3,0,32,45,11,4,0,0,60,189,68,34,247,8,546,1647,500,326,826,87,3386,164,100,67,1883,3482,5696,14224,9167,6241,92073,6069,127774,11880,5618
SOSR122,166,1678,1178,20913,607,24542,0,10,3,726,16,755,109,31,18,100,12,270,70,11,8,39,0,128,388,123,90,181,19,801,2967,1567,1144,16623,593,22894,135,10,36,9,4,194,99,28,10,136,4,277,502,126,118,1504,44,2294,96,49,3,89,7,244,59,13,5,15,0,92,61,17,10,15,5,108,496,316,196,5398,141,6547,382,163,67,580,20,1212,26,6,4,0,0,36,25,19,3,24,5,76,13,6,3,0,3,25,182,62,34,119,8,405,94,46,26,15,5,186,150,79,51,23,4,307,114,33,14,57,4,222,49,9,6,31,3,98,753,394,261,4064,81,5553,31,9,0,3,0,43,0,0,0,0,0,0,70,5,8,6,0,89,33,12,7,51,3,106,10,0,0,0,0,10,9,4,11,3,0,27,130,34,37,152,3,356,896,229,180,444,39,1788,119,66,56,1185,2371,3797,8234,5155,3587,52505,4001,73482,6826,3155
