region_id,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SOSR101,1450,28716,27434,21949,14347,6249,1959,446,102550,318,4401,5604,4548,3652,1218,393,79,20213,19267,79160,63717,47497,32394,14104,5797,1716,263652,11696,30581,29712,23609,15969,8085,3839,1220,124711,1578,2929,3333,3703,3506,2136,921,241,18347,22223,49351,52993,51151,38877,24661,12840,3835,255931,2380,2611,2135,1833,1350,678,229,66,11282,26181,54891,58461,56687,43733,27475,13990,4142,285560,2226,5148,5061,5007,4275,2835,1804,714,27070,25545,28327,22355,20232,16788,13305,10609,5016,142177,86683,231224,212344,179529,131158,73271,38391,13333,965933,2457,31543,24646,16113,9476,2997,737,166,88135,678,7249,8245,7241,5447,1718,471,108,31157,27946,104113,76005,48633,28313,10637,4345,1361,301353,14732,35664,40094,32330,22357,10944,4903,1669,162693,2310,4662,7557,8021,6374,3154,1425,699,34202,16767,27943,24314,19831,11157,4393,2248,945,107598,3501,4878,4821,4248,2542,855,318,121,21284,22578,37483,36692,32100,20073,8402,3991,1765,163084,2202,4910,6318,8165,7517,4832,2901,1279,38124,21444,23280,20419,19181,18123,16042,16300,12349,147138,92037,244242,212419,163763,111306,55572,33648,18697,931684,3907,60259
SOSR102,39,1106,1667,1779,1473,733,293,59,7149,20,327,611,697,764,252,86,15,2772,1391,5899,5724,4462,4040,1957,812,264,24549,866,2931,4247,4011,3174,1811,984,265,18289,320,448,477,618,807,538,264,51,3523,5866,12141,13758,15186,12413,8845,5018,1516,74743,729,640,415,327,271,160,65,15,2622,6915,13229,14650,16131,13491,9543,5347,1582,80888,206,421,492,572,601,424,261,112,3089,3718,2750,3167,3579,3389,3347,3579,1688,25217,13155,26663,30558,31231,26932,18067,11362,3985,161953,75,1288,1702,1444,1084,391,96,14,6094,60,766,1120,1216,1004,349,108,11,4634,2286,9835,8293,6110,4314,1963,818,213,33832,1794,4371,6074,5699,4391,2268,1078,253,25928,579,848,1454,1670,1541,862,364,126,7444,4760,7595,6978,6517,3563,1236,716,238,31603,1172,1094,1050,1005,703,220,84,29,5357,6511,9537,9482,9192,5807,2318,1164,393,44404,277,364,595,1085,1029,697,419,178,4644,3182,2344,2977,3806,4128,5120,5844,3828,31229,14185,28505,30243,28552,21757,13106,9527,4890,150765,114,2394
SOSR103,91,787,746,780,617,272,69,19,3381,14,171,205,245,242,65,21,3,966,837,2334,2023,1589,1231,523,184,60,8781,551,1182,1693,1392,1035,462,221,76,6612,116,185,180,212,245,143,55,21,1157,2107,4551,5062,5448,4240,2711,1530,396,26045,245,194,116,130,94,61,22,0,862,2468,4930,5358,5790,4579,2915,1607,417,28064,90,148,174,205,210,138,68,19,1052,1436,1042,1032,1186,1118,1092,1115,352,8373,5487,10594,11231,11187,9032,5467,3285,946,57229,68,796,782,659,494,134,25,7,2965,59,390,365,417,344,84,20,0,1679,1119,3326,2813,1927,1231,525,198,58,11197,780,1591,2057,1868,1359,595,233,57,8540,210,318,600,656,461,245,104,28,2622,1752,2795,2457,2196,1036,355,162,65,10818,391,459,399,354,202,77,24,11,1917,2353,3572,3456,3206,1699,677,290,104,15357,104,132,246,377,318,240,111,41,1569,1231,827,1026,1261,1423,1463,1681,762,9674,5714,10634,10745,9715,6868,3718,2558,1029,50981,159,1583
SOSR111,0,144,176,200,150,60,19,4,753,4,40,108,116,105,37,7,0,417,153,800,817,533,513,196,67,15,3094,122,460,638,508,511,216,88,16,2559,41,65,75,113,101,67,31,6,499,1288,2598,2454,2484,1835,1123,516,104,12402,142,131,77,57,45,13,8,0,473,1471,2794,2606,2654,1981,1203,555,110,13374,26,56,76,81,71,51,20,8,389,642,480,531,557,532,461,438,202,3843,2418,4774,4952,4649,3863,2224,1194,355,24429,5,188,180,186,107,32,5,3,706,12,130,211,223,158,42,10,3,789,359,1520,1211,868,597,244,87,24,4910,267,791,905,841,570,255,97,26,3752,89,157,217,234,204,74,28,22,1025,979,1479,1336,984,534,126,71,12,5521,276,258,211,185,135,26,8,3,1102,1344,1894,1764,1403,873,226,107,37,7648,36,63,91,171,143,93,41,23,661,561,395,495,576,628,695,708,436,4494,2584,4981,4857,4268,3076,1587,1055,552,22960,5,332
SOSR112,12,335,667,746,774,389,152,27,3102,7,179,315,410,393,145,48,13,1510,564,2486,2778,2325,2173,1012,447,131,11916,356,1223,1904,1919,1749,979,467,104,8701,213,282,269,307,403,237,131,29,1871,3899,7284,7224,7635,6265,4098,2124,589,39118,555,475,288,235,165,66,31,4,1819,4667,8041,7781,8177,6833,4401,2286,622,42808,133,212,251,320,348,268,152,54,1738,2740,2235,2202,2323,2088,1871,1832,764,16055,8479,14711,15898,16220,14358,9065,5384,1715,85830,32,513,735,702,585,193,61,12,2833,37,400,611,709,642,194,53,8,2654,1183,4945,4348,3325,2636,1235,553,166,18391,760,2179,2929,3128,2511,1428,671,194,13800,408,507,768,923,844,456,176,80,4162,3181,4987,4208,3921,2134,686,305,111,19533,895,857,726,676,394,151,36,19,3754,4484,6351,5702,5520,3372,1293,517,210,27449,146,200,360,698,737,521,306,119,3087,2205,1394,1814,2178,2320,2664,3025,1913,17513,8847,15982,16499,16260,12803,7528,5186,2622,85727,44,848
SOSR113,8,218,449,509,518,357,163,40,2262,13,91,162,249,319,136,54,5,1029,344,1361,1426,1432,1589,907,486,157,7702,251,737,1150,1302,1225,865,476,131,6137,132,191,176,229,286,223,109,29,1375,2503,4944,5244,6009,5062,3874,2157,535,30328,329,279,183,120,130,63,39,3,1146,2964,5414,5603,6358,5478,4160,2305,567,32849,81,142,171,192,236,212,122,44,1200,1939,1526,1609,1751,1743,1761,1751,793,12873,5600,9489,10570,11793,11108,8398,5357,1737,64052,21,289,430,461,424,202,58,9,1894,25,259,373,478,432,151,42,12,1772,635,2533,2336,2073,1796,953,463,122,10911,500,1269,1807,2082,1820,1212,606,148,9444,264,272,516,658,613,405,199,60,2987,2098,3078,2864,2828,1571,555,292,101,13387,605,548,482,515,292,136,39,13,2630,2967,3898,3862,4001,2476,1096,530,174,19004,104,118,218,471,489,365,216,114,2095,1720,1067,1413,1708,2041,2557,2881,1806,15193,5972,9433,10439,11274,9478,6536,4796,2385,60313,29,507
SOSR114,5,98,223,227,246,147,49,10,1005,4,65,123,152,183,71,26,4,628,147,909,1132,881,930,535,247,88,4869,85,492,844,868,892,580,317,84,4162,65,127,138,161,186,151,74,24,926,1944,3831,4161,4629,3743,2950,1579,358,23195,241,169,114,108,90,47,16,0,785,2250,4127,4413,4898,4019,3148,1669,382,24906,62,113,112,154,187,155,82,21,886,1278,959,1115,1194,1258,1398,1357,622,9181,3831,6763,7962,8374,7715,6034,3747,1211,45637,15,155,263,227,196,66,17,3,942,15,181,291,272,277,109,32,7,1184,414,1865,1931,1354,1151,674,269,82,7740,317,1006,1380,1437,1175,832,351,93,6591,169,264,394,505,434,243,110,36,2155,1388,2402,2371,2155,1235,470,216,63,10300,369,394,360,316,241,94,24,7,1805,1926,3060,3125,2976,1910,807,350,106,14260,82,138,199,346,408,286,172,55,1686,1158,791,1013,1183,1450,1935,2093,1367,10990,3927,7196,8202,7795,6567,4709,3284,1713,43393,20,253
SOSR115,13,165,396,477,572,298,112,28,2061,8,88,224,307,366,150,37,5,1185,308,1337,1823,1623,1909,987,364,103,8454,218,789,1439,1487,1587,904,420,135,6979,128,195,226,262,382,235,112,40,1580,2947,5773,6832,7669,6769,4791,2343,603,37727,352,283,205,167,147,79,31,10,1274,3427,6251,7263,8098,7298,5105,2486,653,40581,98,150,227,301,337,234,148,51,1546,2124,1451,1856,2055,2071,2218,2090,774,14639,6196,10231,13228,14348,14140,9896,5657,1749,75445,25,270,520,514,487,202,42,3,2063,26,282,513,611,624,195,49,12,2312,647,3009,3207,2715,2282,1118,431,143,13552,544,1628,2434,2616,2177,1299,570,164,11432,266,448,659,783,721,389,161,62,3489,2092,3419,3558,3695,2061,699,310,115,15949,581,614,572,566,370,140,37,14,2894,2939,4481,4789,5044,3152,1228,508,191,22332,99,210,361,624,690,456,257,100,2797,1752,1023,1604,1997,2302,2882,3019,1712,16291,6032,10903,13428,14121,11714,7380,4876,2325,70779,38,435
SOSR121,3,43,103,151,188,80,27,9,604,3,21,49,79,132,34,11,3,332,82,342,529,573,534,273,81,24,2438,54,203,403,491,493,255,116,21,2036,30,43,66,89,93,70,29,3,423,777,1454,2171,2500,2159,1341,578,101,11081,72,63,58,55,37,27,10,0,322,879,1560,2295,2644,2289,1438,617,104,11826,27,42,62,96,86,61,29,4,407,508,291,413,525,530,569,433,140,3409,1556,2502,3854,4559,4252,2710,1314,305,21052,11,62,156,152,148,55,10,0,594,6,64,129,176,181,53,5,0,614,144,729,976,793,653,261,84,25,3665,139,413,732,872,725,350,114,21,3366,77,101,176,255,209,123,32,11,984,546,931,1051,1068,579,202,56,20,4453,133,160,193,170,111,42,16,4,829,756,1192,1420,1493,899,367,104,35,6266,41,50,99,206,174,107,45,20,742,457,259,380,547,599,668,546,270,3726,1554,2769,3892,4239,3379,1861,908,371,18973,14,105
SOSR122,3,27,68,89,98,69,11,0,365,0,16,31,50,63,19,3,0,182,35,155,271,306,319,175,72,14,1347,38,118,245,274,271,170,59,6,1181,24,35,26,49,62,40,13,3,252,367,816,1157,1409,1263,821,324,60,6217,58,41,32,38,39,11,5,0,224,449,892,1215,1496,1364,872,342,63,6693,12,19,34,59,63,44,18,5,254,281,187,284,360,378,356,273,87,2206,818,1414,2148,2634,2556,1705,778,175,12228,3,38,80,95,99,31,5,0,351,8,34,88,107,115,26,5,0,383,72,377,567,474,403,184,57,8,2142,77,222,388,447,373,218,53,21,1799,36,65,94,119,125,56,15,3,513,265,448,577,603,332,106,37,5,2373,77,82,109,102,78,15,3,0,466,378,595,780,824,535,177,55,8,3352,24,26,68,101,119,80,26,4,448,281,175,260,353,410,409,287,111,2286,843,1467,2231,2401,2054,1125,488,152,10761,6,65
SOSR131,12,208,651,1068,1375,861,229,35,4439,9,107,298,531,677,221,36,3,1882,483,1934,3423,3640,4274,1951,572,101,16378,369,1115,2595,3262,3148,1683,482,69,12723,200,255,420,617,742,415,110,25,2784,4299,6742,11549,14723,12048,6661,2016,346,58384,430,304,333,358,303,144,33,3,1908,4929,7301,12302,15698,13093,7220,2159,374,63076,125,187,263,485,561,381,160,30,2192,3280,2239,2959,3684,3829,3076,1719,455,21241,9207,13091,22491,28368,26957,15393,5357,1067,121931,47,426,954,1179,1206,388,50,8,4258,30,365,873,1278,1253,343,59,10,4211,953,4193,6511,5982,5026,1955,466,86,25172,800,2002,4381,5296,4669,2172,533,117,19970,328,505,1097,1426,1342,580,140,22,5440,2488,3838,5217,5616,3239,916,222,66,21602,682,614,917,958,625,215,36,6,4053,3498,4957,7231,8000,5206,1711,398,94,31095,174,243,608,1196,1245,710,216,50,4442,2429,1318,2400,3192,3584,2962,1744,703,18332,7931,13504,22958,26123,22189,10241,3466,1068,107480,59,634
