region_id,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
SOSR101,32398,101924,227342,190585,146687,104910,48762,21369,6016,879993,4838,6573,13145,12957,11455,7095,4252,2278,692,63285,11102,15739,32767,49961,59992,43436,27297,13047,3783,257124,2324,2197,5065,6968,9883,13469,10986,6916,2416,60224,634,861,2686,4682,8298,13860,15298,12563,4652,63534,132,468,1621,2027,3298,3501,3276,2868,779,17970,7072,12055,26930,21012,19221,16308,13402,10541,4924,131465,58500,139817,309556,288192,258834,202579,123273,69582,23262,1473595,34923,110937,252704,208932,148409,91450,39434,18810,7334,912933,3786,5076,10942,12706,11180,7591,4809,2813,1179,60082,7341,10472,23730,46041,65679,57528,35862,19593,8954,275200,1712,1736,4216,6602,10488,15899,13059,10737,5898,70347,399,725,2590,4981,9755,17395,18168,16831,9792,80636,92,445,1644,2569,4444,5094,5217,5409,1970,26884,5760,9692,21952,18371,16858,15671,13955,14352,11293,127904,54013,139083,317778,300202,266813,210628,130504,88545,46420,1553986,67321,212861,480046,399517,295096,196360,88196,40179,13350,1792926,8624,11649,24087,25663,22635,14686,9061,5091,1871,123367,18443,26211,56497,96002,125671,100964,63159,32640,12737,532324,4036,3933,9281,13570,20371,29368,24045,17653,8314,130571
SOSR102,4610,12964,22695,20422,15173,13958,7560,4131,1265,102778,1415,2001,3359,3020,2636,1801,1298,813,194,16537,3402,4689,9177,15102,19937,13963,9447,4494,1176,81387,813,726,1415,2092,3414,5353,4975,3136,890,22814,197,206,488,765,1535,2856,3264,3090,1471,13872,17,17,70,155,255,204,193,166,68,1145,1137,1244,2341,2665,3181,3030,3116,3414,1672,21800,11591,21847,39545,44221,46131,41165,29853,19244,6736,260333,5213,14649,27282,24306,17261,11790,6356,3651,1190,111698,1086,1446,2835,2936,2598,1721,1351,916,258,15147,2563,3698,7289,14707,20978,17823,12470,6574,2268,88370,638,597,1232,2055,3777,6455,5836,4757,1947,27294,137,142,318,577,1502,2919,3223,4178,3098,16094,11,19,41,113,199,188,186,230,124,1111,933,987,1886,2346,2739,2902,3797,4916,3612,24118,10581,21538,40883,47040,49054,43798,33219,25222,12497,283832,9823,27613,49977,44728,32434,25748,13916,7782,2455,214476,2501,3447,6194,5956,5234,3522,2649,1729,452,31684,5965,8387,16466,29809,40915,31786,21917,11068,3444,169757,1451,1323,2647,4147,7191,11808,10811,7893,2837,50108
SOSR103,1986,5661,8869,7238,5347,4567,2238,1032,288,37226,469,689,1167,1221,902,584,310,200,48,5590,1167,1792,3585,5682,7406,4403,2820,1273,316,28444,259,262,534,708,1220,1745,1497,912,248,7385,68,81,192,286,654,1334,1686,1498,524,6323,7,19,29,47,67,130,161,179,41,680,385,524,882,889,1063,1001,1040,1083,348,7215,4341,9028,15258,16071,16659,13764,9752,6177,1813,92863,2139,6059,10001,8371,5639,3673,1739,872,296,38789,362,477,1006,1169,852,498,373,214,61,5012,849,1299,2816,5421,7340,5405,3606,1764,556,29056,201,201,430,768,1484,2029,1816,1268,510,8707,46,68,157,253,680,1544,1794,1846,1033,7421,3,8,36,66,91,141,240,307,96,988,322,425,640,746,906,1001,1201,1466,692,7399,3922,8537,15086,16794,16992,14291,10769,7737,3244,97372,4125,11720,18870,15609,10986,8240,3977,1904,584,76015,831,1166,2173,2390,1754,1082,683,414,109,10602,2016,3091,6401,11103,14746,9808,6426,3037,872,57500,460,463,964,1476,2704,3774,3313,2180,758,16092
SOSR111,657,1820,3707,2927,1864,1812,830,410,82,14109,276,420,711,747,567,386,198,97,27,3429,676,1060,1953,2713,3254,2231,1240,503,104,13734,172,123,294,375,685,918,719,354,93,3733,58,43,123,148,320,503,562,473,175,2405,3,4,23,26,29,30,21,14,7,157,218,212,409,468,486,453,418,397,180,3241,2060,3682,7220,7404,7205,6333,3988,2248,668,40808,891,2430,4632,3737,2384,1533,681,345,115,16748,237,335,633,717,613,433,262,152,47,3429,500,711,1444,2461,3283,2632,1606,785,250,13672,140,140,252,426,660,1104,756,533,202,4213,29,39,87,145,272,521,542,640,462,2737,3,6,14,17,18,31,38,12,12,151,180,180,316,421,418,436,520,581,385,3437,1980,3841,7378,7924,7648,6690,4405,3048,1473,44387,1548,4250,8339,6664,4248,3345,1511,755,197,30857,513,755,1344,1464,1180,819,460,249,74,6858,1176,1771,3397,5174,6537,4863,2846,1288,354,27406,312,263,546,801,1345,2022,1475,887,295,7946
SOSR112,2230,6491,11158,10282,7610,7481,3912,2044,543,51751,791,1113,1970,1726,1426,1065,688,407,102,9288,2357,3289,5792,7897,10595,7498,4957,2236,553,45174,595,537,1057,1348,2033,2979,2550,1580,392,13071,185,175,421,582,1175,2058,2114,1918,840,9468,15,29,68,91,90,133,115,100,38,679,794,1077,2007,1975,2117,1895,1768,1655,711,13999,6967,12711,22473,23901,25046,23109,16104,9940,3179,143430,2760,8169,14737,12821,9349,6568,3691,2001,754,60850,664,1008,1843,1807,1709,1082,849,502,155,9619,1683,2434,4563,7733,11541,10046,6615,3564,1195,49374,546,531,986,1280,2078,3194,3007,2266,933,14821,117,136,301,459,925,1722,1958,2498,1791,9907,10,22,58,63,100,104,105,106,79,647,710,681,1173,1460,1613,1688,2065,2471,1832,13693,6490,12981,23661,25623,27315,24404,18290,13408,6739,158911,4990,14660,25895,23103,16959,14049,7603,4045,1297,112601,1455,2121,3813,3533,3135,2147,1537,909,257,18907,4040,5723,10355,15630,22136,17544,11572,5800,1748,94548,1141,1068,2043,2628,4111,6173,5557,3846,1325,27892
SOSR113,1596,4050,6659,6008,4909,5359,3521,2095,565,34762,579,867,1409,1274,1073,900,613,375,103,7193,1694,2355,4236,6120,8377,6108,4534,2103,501,36028,442,430,809,1075,1719,2550,2472,1501,434,11432,133,152,308,486,983,1868,2000,1838,750,8518,11,13,39,45,72,97,93,92,31,493,584,726,1357,1382,1552,1552,1650,1653,747,11203,5039,8593,14817,16390,18685,18434,14883,9657,3131,109629,1944,4924,8533,7782,5900,4781,3106,1841,627,39438,498,720,1302,1330,1300,916,790,443,152,7451,1301,1891,3398,5890,8758,7896,5962,3099,1022,39217,384,450,785,1097,1850,2925,2740,2068,881,13180,86,102,220,344,788,1620,1805,2317,1672,8954,10,14,27,44,56,69,95,111,55,481,523,518,908,1103,1282,1457,1934,2345,1659,11729,4746,8619,15173,17590,19934,19664,16432,12224,6068,120450,3540,8974,15192,13790,10809,10140,6627,3936,1192,74200,1077,1587,2711,2604,2373,1816,1403,818,255,14644,2995,4246,7634,12010,17135,14004,10496,5202,1523,75245,826,880,1594,2172,3569,5475,5212,3569,1315,24612
SOSR114,979,2268,4747,4684,3371,3530,2410,1322,364,23675,472,599,1023,996,912,683,524,307,51,5567,1251,1811,3255,4709,6382,4555,3518,1549,314,27344,310,292,617,847,1326,1979,1883,1145,272,8671,96,100,208,316,733,1550,1827,1560,637,7027,4,8,22,44,56,58,77,58,21,348,406,418,827,961,1047,1144,1301,1229,574,7907,3518,5496,10699,12557,13827,13499,11540,7170,2233,80539,1120,3042,6675,6361,4132,3233,2157,1213,405,28338,373,496,953,1135,1064,758,598,378,88,5843,854,1273,2531,4385,6599,5907,4573,2294,750,29166,300,276,518,780,1194,2047,2056,1455,605,9231,55,59,123,235,541,1221,1610,1785,1224,6853,3,5,17,24,38,43,60,59,29,278,385,327,668,835,858,1036,1490,1727,1227,8553,3090,5478,11485,13755,14426,14245,12544,8911,4328,88262,2099,5310,11422,11045,7503,6763,4567,2535,769,52013,845,1095,1976,2131,1976,1441,1122,685,139,11410,2105,3084,5786,9094,12981,10462,8091,3843,1064,56510,610,568,1135,1627,2520,4026,3939,2600,877,17902
SOSR115,1752,3895,7076,7508,6029,6803,4066,1968,551,39648,723,899,1564,1594,1438,1212,873,419,80,8802,2119,2586,5047,7817,10568,8201,5531,2494,560,44923,469,424,811,1235,2288,3472,3199,1755,454,14107,124,139,310,548,1167,2522,2769,2488,1031,11098,11,8,34,54,84,111,126,114,25,567,672,741,1269,1619,1819,1902,2113,1950,726,12811,5870,8692,16111,20375,23393,24223,18677,11188,3427,131956,1977,4889,10246,10415,8030,6196,3615,1980,651,47999,533,777,1487,1818,1744,1247,931,502,154,9193,1242,1806,3706,7177,10857,9855,7040,3389,1118,46190,351,342,755,1160,2090,3441,3111,2287,932,14469,72,61,176,316,832,1926,2346,2618,1953,10300,6,9,24,43,65,84,97,82,44,454,559,448,818,1218,1475,1695,2240,2473,1554,12480,4740,8332,17212,22147,25093,24444,19380,13331,6406,141085,3729,8784,17322,17923,14059,12999,7681,3948,1202,87647,1256,1676,3051,3412,3182,2459,1804,921,234,17995,3361,4392,8753,14994,21425,18056,12571,5883,1678,91113,820,766,1566,2395,4378,6913,6310,4042,1386,28576
SOSR121,463,1022,1697,2051,1857,2004,1084,479,112,10769,213,217,365,478,412,352,205,98,15,2355,577,664,1349,2410,3327,2495,1483,558,74,12937,163,111,227,374,680,1013,822,432,84,3906,48,49,95,153,382,695,831,565,204,3022,4,0,11,12,20,35,35,22,8,147,170,135,214,335,469,456,521,414,125,2839,1638,2198,3958,5813,7147,7050,4981,2568,622,35975,538,1192,2582,3027,2352,1831,911,396,100,12929,154,179,372,476,517,308,251,110,29,2396,356,443,1008,2235,3265,2785,1724,658,175,12649,120,80,176,319,587,952,790,462,148,3634,24,29,53,87,245,548,608,523,301,2418,0,3,9,7,11,25,28,24,7,114,136,111,189,284,385,402,495,468,243,2713,1328,2037,4389,6435,7362,6851,4807,2641,1003,36853,1001,2214,4279,5078,4209,3835,1995,875,212,23698,367,396,737,954,929,660,456,208,44,4751,933,1107,2357,4645,6592,5280,3207,1216,249,25586,283,191,403,693,1267,1965,1612,894,232,7540
SOSR122,261,467,948,1145,1132,1165,720,307,52,6197,100,108,212,250,251,182,145,50,8,1306,296,386,759,1347,1900,1506,939,315,55,7503,68,73,129,272,410,587,511,217,39,2306,16,24,56,103,243,528,538,335,115,1958,0,3,9,7,18,21,33,18,5,114,83,89,157,243,329,332,333,277,79,1922,824,1150,2270,3367,4283,4321,3219,1519,353,21306,278,634,1380,1692,1358,1102,612,223,62,7341,80,102,224,286,258,213,111,52,11,1337,180,219,507,1168,1831,1632,1050,372,93,7052,60,46,105,201,368,592,459,236,74,2141,13,12,28,63,160,352,340,308,178,1454,0,3,10,10,4,14,19,8,7,75,85,61,138,211,271,297,315,252,94,1724,696,1077,2392,3631,4250,4202,2906,1451,519,21124,539,1101,2328,2837,2490,2267,1332,530,114,13538,180,210,436,536,509,395,256,102,19,2643,476,605,1266,2515,3731,3138,1989,687,148,14555,128,119,234,473,778,1179,970,453,113,4447
