region_id,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SOSR101,1541662,1619741,3161403,759732,468804,1228536,179266,335397,514663,51968,54633,106601,59143,53031,112174,1050109,911865,1961974,394583,616447,1011030,5.6,5.8,5.7,68.1,56.3,62.1,64.3,53.0,58.5,102550,88136,190686,20215,31156,51371,263651,301354,565005,124712,162691,287403,285560,163086,448646,1528525,1589559,3118084,260028,269674,529702,999267,1048535,2047802,670178,696392,1366570
SOSR102,272511,295599,568110,120331,65487,185818,30708,70923,101631,9440,10170,19610,10886,9099,19985,171365,155679,327044,86616,125403,212019,6.4,5.8,6.1,62.9,52.7,57.6,58.9,49.6,54.0,7149,6094,13243,2771,4634,7405,24549,33836,58385,18289,25930,44219,80889,44401,125290,272918,290310,563228,46237,49887,96124,182411,194109,376520,116850,126939,243789
SOSR103,97221,101767,198988,42493,20983,63476,10252,24199,34451,3557,3550,7107,4376,3593,7969,60678,52325,113003,31789,45131,76920,7.2,6.9,7.1,62.4,51.4,56.8,57.9,47.9,52.8,3380,2962,6342,967,1680,2647,8783,11196,19979,6611,8540,15151,28066,15356,43422,99716,102942,202658,15133,15775,30908,70013,72296,142309,37692,39520,77212
SOSR111,42777,46464,89241,21639,10841,32480,4363,11799,16162,1567,1658,3225,1544,1457,3001,29113,25755,54868,11474,18638,30112,5.3,5.7,5.5,68.1,55.4,61.5,64.4,52.3,58.1,754,707,1461,416,790,1206,3094,4908,8002,2558,3753,6311,13373,7649,21022,43803,46281,90084,7837,8666,16503,28892,30399,59291,19014,20866,39880
SOSR112,150502,166000,316502,65329,38090,103419,17028,38552,55580,4957,5478,10435,6333,5438,11771,93647,87558,181205,48413,70141,118554,6.8,6.2,6.5,62.2,52.7,57.3,58.0,49.5,53.5,3102,2833,5935,1510,2654,4164,11916,18392,30308,8702,13800,22502,42810,27449,70259,146779,159240,306019,30930,34036,64966,92021,99998,192019,73012,80912,153924
SOSR113,114601,125624,240225,44172,23285,67457,12107,27002,39109,3871,3919,7790,4855,4005,8860,65005,58211,123216,42541,60287,102828,7.5,6.9,7.2,56.7,46.3,51.3,52.5,43.1,47.6,2260,1894,4154,1028,1773,2801,7701,10912,18613,6136,9444,15580,32849,19005,51854,112019,120672,232691,21162,23108,44270,74391,80140,154531,49961,54964,104925
SOSR114,84206,91979,176185,34120,17787,51907,8535,19879,28414,2810,2750,5560,3332,2844,6176,48797,43260,92057,30299,43444,73743,6.8,6.6,6.7,57.9,47.0,52.3,54.0,43.9,48.7,1006,940,1946,629,1183,1812,4867,7743,12610,4160,6592,10752,24905,14260,39165,83607,89407,173014,16033,17548,33581,55018,58712,113730,37539,41322,78861
SOSR115,137988,147151,285139,54360,27898,82258,14699,33395,48094,5041,4626,9667,5380,4310,9690,79480,70229,149709,50664,69314,119978,6.8,6.1,6.5,57.6,47.7,52.5,53.7,44.8,49.1,2061,2065,4126,1186,2312,3498,8456,13550,22006,6978,11432,18410,40581,22331,62912,138031,144797,282828,24075,25959,50034,93590,97170,190760,58074,63421,121495
SOSR121,37828,38697,76525,16097,8080,24177,4159,9627,13786,1356,1356,2712,1423,1149,2572,23035,20212,43247,12904,16771,29675,6.2,5.7,5.9,60.9,52.2,56.5,57.1,49.3,53.2,602,595,1197,335,611,946,2438,3666,6104,2038,3364,5402,11827,6265,18092,39702,40116,79818,5776,6105,11881,28062,27860,55922,14569,15534,30103
SOSR122,22268,22212,44480,8692,4411,13103,2418,5127,7545,804,747,1551,967,669,1636,12881,10954,23835,8127,10206,18333,7.5,6.1,6.9,57.8,49.3,53.6,53.5,46.3,49.9,366,352,718,180,384,564,1346,2141,3487,1182,1799,2981,6692,3350,10042,22962,22672,45634,3262,3458,6720,16558,16158,32716,8100,8446,16546
