region_id,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
SOSR101,102,238,526,482,507,421,230,56,15,2577,11,140,523,587,471,390,100,6,0,2228,2296,6809,22013,26886,28216,17529,3357,266,46,107418,179,750,2583,2959,2982,2156,315,14,3,11941,4603,11500,27458,26349,20911,12226,2492,193,20,105752,989,3712,14664,16648,14632,8681,2057,242,32,61657,7711,13200,20988,15364,12702,8325,2320,292,19,80921,9516,10869,15949,9255,7560,4591,1031,120,20,58911,793,3767,15011,18897,20487,13434,2603,137,8,75137,797,2542,10286,9919,6672,3129,580,71,7,34003,361,4307,21924,20493,12355,5606,1187,205,47,66485,446,1354,4145,4192,3509,2457,840,167,40,17150,998,6890,30559,27667,20280,13455,3948,582,58,104437,763,2927,8680,7774,6549,4295,1158,104,6,32256,648,4558,13628,14104,14327,9340,1657,127,8,58397,1366,3703,9006,9126,9458,8448,2052,199,8,43366,688,3227,10267,10668,10415,8375,2579,387,50,46656,1324,2591,4068,3232,2573,1692,503,90,10,16083,1598,3817,8266,8488,8043,5152,1434,157,12,36967,1474,3302,7453,6279,5355,3312,1076,297,74,28622
SOSR102,31,68,141,110,146,119,54,8,0,677,29,266,906,818,867,548,33,3,0,3470,848,1924,4343,5015,5177,2981,428,38,3,20757,86,295,766,847,1005,709,69,0,0,3777,1354,2903,5569,5706,5013,2956,462,25,0,23988,182,456,1247,1695,1623,1021,235,26,0,6485,2360,2435,2892,2507,2350,1670,464,41,4,14723,2834,1738,1581,1276,1101,827,190,24,0,9571,124,467,1419,2313,3087,2324,520,31,0,10285,115,227,550,752,656,360,60,6,0,2726,30,259,840,995,881,512,143,26,10,3696,92,181,396,540,506,390,140,24,8,2277,173,786,2313,2442,2166,1651,470,67,0,10068,178,425,912,1069,1101,857,161,22,0,4725,156,791,2740,3706,3679,2109,209,8,0,13398,130,437,1322,1617,1963,1832,269,32,0,7602,112,559,1743,2280,2506,1816,405,55,7,9483,245,321,440,408,374,280,90,26,4,2188,454,806,1378,1472,1454,947,225,25,3,6764,287,395,761,855,773,527,161,40,20,3819
SOSR103,9,19,34,34,27,30,17,5,0,175,25,183,734,654,594,362,20,3,0,2575,291,693,1545,2273,2757,1495,155,11,0,9220,15,67,211,249,290,170,12,0,0,1014,427,821,1736,1732,1491,828,121,7,3,7166,49,151,418,494,464,301,52,4,0,1933,571,760,975,852,654,412,109,10,4,4347,949,680,557,354,327,201,44,17,0,3129,54,224,817,1162,1366,786,141,15,0,4565,22,61,199,214,163,72,12,0,0,743,13,84,384,424,241,130,28,0,0,1304,38,51,170,167,180,115,30,7,0,758,47,307,761,732,669,454,122,6,0,3098,49,139,313,366,340,222,50,3,0,1482,43,275,880,1153,1026,605,60,0,0,4042,96,311,654,666,910,735,97,8,0,3477,55,190,559,653,740,511,99,5,4,2816,122,120,158,131,115,75,26,7,0,754,155,345,525,543,496,297,76,12,0,2449,90,159,269,249,274,164,30,17,0,1252
SOSR111,7,15,49,45,62,58,27,8,0,271,17,113,551,457,404,201,13,0,0,1756,242,510,1145,1192,1205,694,75,3,0,5066,10,54,90,126,151,63,11,0,0,505,213,580,945,746,722,472,63,4,0,3745,44,127,270,292,272,181,38,5,0,1229,404,391,526,436,352,247,65,11,0,2432,464,224,273,152,134,110,26,0,0,1383,27,77,280,428,504,417,103,6,0,1842,17,31,63,66,54,42,7,0,0,280,3,24,106,95,88,50,14,3,0,383,15,23,62,78,72,74,24,5,0,353,25,128,273,321,273,229,52,7,0,1308,29,63,150,173,173,141,20,3,0,752,25,117,355,531,435,293,28,3,0,1787,23,63,168,264,278,266,30,4,0,1096,15,60,203,271,282,234,43,6,0,1114,37,32,59,42,38,32,12,0,0,252,91,190,352,304,244,164,47,7,0,1399,49,73,131,135,120,75,23,10,0,616
SOSR112,52,161,305,320,340,310,154,65,5,1712,38,232,732,636,531,234,13,0,0,2416,555,1152,2297,2300,2240,1274,239,15,3,10075,33,136,376,533,549,352,34,0,0,2013,790,1611,2533,2180,2182,1521,253,23,3,11096,170,353,754,855,825,534,126,11,3,3631,1449,1264,1914,1652,1525,1180,299,37,3,9323,1471,997,1068,815,737,592,149,16,3,5848,108,280,844,1198,1488,1370,380,31,4,5703,69,138,264,261,277,187,39,4,0,1239,22,66,284,411,382,241,59,13,0,1478,67,90,199,237,279,250,81,15,3,1221,69,244,677,789,737,732,205,26,0,3479,106,217,451,555,611,456,92,8,0,2496,95,439,1555,2104,2183,1315,146,14,0,7851,79,231,805,1123,1368,1225,204,23,0,5058,65,306,923,1361,1558,1146,223,33,0,5615,115,116,194,215,254,161,46,12,0,1113,267,549,878,855,793,596,165,28,0,4131,152,198,345,390,319,260,97,38,16,1815
SOSR113,59,110,271,257,327,260,142,50,9,1485,71,395,1330,1264,1207,639,47,0,0,4953,377,833,1505,1634,1690,1019,166,14,10,7248,41,101,267,328,516,329,33,0,0,1615,450,940,1515,1607,1666,1135,200,17,0,7530,90,209,466,530,515,367,82,8,3,2270,1034,801,1119,982,948,864,233,27,0,6008,1072,580,667,535,593,469,121,29,5,4071,67,164,447,756,1034,951,235,14,0,3668,36,56,89,114,135,103,21,5,0,559,22,64,114,184,206,131,65,12,5,803,35,45,110,176,182,165,64,12,0,789,58,170,391,426,515,534,180,27,0,2301,68,140,315,361,428,326,71,9,0,1718,59,256,704,1063,1190,782,72,9,0,4135,48,168,434,629,826,795,129,12,0,3041,44,132,450,615,848,635,134,15,0,2873,63,70,109,131,151,104,39,6,0,673,206,378,563,555,594,427,119,17,0,2859,133,165,281,320,289,228,94,32,8,1550
SOSR114,109,193,377,449,501,415,196,80,10,2330,27,162,495,450,335,169,17,0,0,1655,331,690,1377,1454,1489,892,142,8,0,6383,24,78,232,308,358,182,34,0,0,1216,400,765,1310,1377,1276,832,164,14,0,6138,84,154,385,423,424,301,99,8,0,1878,726,509,817,802,871,615,186,31,4,4561,698,317,433,396,452,416,94,12,0,2818,42,114,379,704,870,764,225,17,0,3115,7,26,65,97,119,72,9,3,0,398,14,33,94,135,142,73,26,8,0,525,29,28,92,111,121,99,45,13,0,538,37,93,270,409,352,344,116,16,0,1637,49,78,189,230,287,255,58,0,0,1146,45,163,695,1045,1057,709,74,4,0,3792,29,73,287,448,510,460,69,9,0,1885,19,84,236,419,513,345,98,15,0,1729,23,50,84,114,109,77,23,3,0,483,155,261,422,401,435,318,101,15,0,2108,99,124,172,219,216,172,91,23,13,1129
SOSR115,172,320,697,763,850,798,370,141,16,4127,49,276,820,876,729,407,39,3,0,3199,538,872,1710,2040,2195,1304,212,12,0,8883,26,99,360,408,529,324,35,0,0,1781,721,1241,2211,2356,2464,1694,236,18,0,10941,116,205,560,670,701,507,118,14,0,2891,1094,703,994,1100,1151,1005,290,34,6,6377,874,524,717,731,708,701,184,23,0,4462,89,181,638,1070,1436,1304,374,24,0,5116,30,46,88,171,210,151,32,8,0,736,14,41,97,174,172,146,42,5,3,694,29,35,115,183,212,180,50,8,0,812,60,139,364,601,577,585,183,26,3,2538,91,112,290,411,491,371,81,10,0,1857,209,470,1079,1749,1928,1252,153,5,4,6849,43,161,482,705,954,981,124,9,0,3459,52,102,327,716,917,736,151,20,3,3024,75,103,179,236,262,207,49,7,0,1118,256,324,565,680,668,522,145,25,3,3188,173,199,333,424,419,339,108,49,7,2051
SOSR121,54,95,216,219,286,253,114,50,0,1287,11,47,154,209,180,91,5,0,0,697,149,230,451,662,699,403,64,8,0,2666,10,31,78,122,155,81,6,0,0,483,200,334,592,819,848,586,80,3,0,3462,44,55,127,199,201,152,30,5,0,813,322,202,243,323,372,306,70,8,3,1849,284,131,129,160,205,175,44,4,0,1132,29,42,154,358,514,428,105,12,0,1642,10,12,29,63,68,39,7,0,0,228,5,11,35,53,72,57,13,0,0,246,4,16,34,40,74,52,15,0,0,235,18,42,110,165,198,195,56,6,0,790,28,35,79,114,132,115,27,0,0,530,15,71,215,414,513,336,36,3,0,1603,24,41,125,209,336,328,48,5,0,1116,15,31,103,213,287,208,37,3,0,897,29,28,37,68,81,54,15,5,0,317,87,126,162,225,247,162,38,0,0,1047,47,55,90,102,128,106,32,7,6,573
SOSR122,34,65,150,186,253,167,79,31,0,965,6,17,71,110,100,67,6,0,0,377,80,123,227,287,346,245,45,3,0,1356,4,12,50,68,84,53,4,0,0,275,117,153,310,408,440,281,35,3,0,1747,12,22,57,107,127,72,17,3,0,417,117,85,124,155,198,146,40,0,0,865,129,82,98,120,144,122,44,6,0,745,12,30,110,160,279,247,61,4,0,903,6,6,10,20,39,21,11,0,0,113,0,6,16,31,22,23,8,0,0,106,6,11,15,22,37,33,14,4,0,142,12,16,51,81,125,117,47,4,0,453,10,14,36,75,97,65,24,0,0,321,9,36,144,278,306,202,30,3,0,1008,13,14,66,110,170,169,31,9,0,582,5,16,49,114,150,112,15,0,0,461,13,14,30,48,48,42,11,0,0,206,46,55,84,117,114,94,22,3,0,535,26,35,44,70,85,54,19,7,0,340
