region_id,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1999_15_19_yrs,F_1500_1999_20_24_yrs,F_1500_1999_25_34_yrs,F_1500_1999_35_44_yrs,F_1500_1999_45_54_yrs,F_1500_1999_55_64_yrs,F_1500_1999_65_74_yrs,F_1500_1999_75_84_yrs,F_1500_1999_85ov,F_1500_1999_Tot,F_2000_more_15_19_yrs,F_2000_more_20_24_yrs,F_2000_more_25_34_yrs,F_2000_more_35_44_yrs,F_2000_more_45_54_yrs,F_2000_more_55_64_yrs,F_2000_more_65_74_yrs,F_2000_more_75_84_yrs,F_2000_more_85ov,F_2000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_199_15_19_yrs,P_1_199_20_24_yrs,P_1_199_25_34_yrs,P_1_199_35_44_yrs,P_1_199_45_54_yrs,P_1_199_55_64_yrs,P_1_199_65_74_yrs,P_1_199_75_84_yrs,P_1_199_85ov,P_1_199_Tot,P_200_299_15_19_yrs,P_200_299_20_24_yrs,P_200_299_25_34_yrs,P_200_299_35_44_yrs,P_200_299_45_54_yrs,P_200_299_55_64_yrs,P_200_299_65_74_yrs,P_200_299_75_84_yrs,P_200_299_85ov,P_200_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_599_15_19_yrs,P_400_599_20_24_yrs,P_400_599_25_34_yrs,P_400_599_35_44_yrs,P_400_599_45_54_yrs,P_400_599_55_64_yrs,P_400_599_65_74_yrs,P_400_599_75_84_yrs,P_400_599_85ov,P_400_599_Tot,P_600_799_15_19_yrs,P_600_799_20_24_yrs,P_600_799_25_34_yrs,P_600_799_35_44_yrs,P_600_799_45_54_yrs,P_600_799_55_64_yrs,P_600_799_65_74_yrs,P_600_799_75_84_yrs,P_600_799_85ov,P_600_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1999_15_19_yrs,P_1500_1999_20_24_yrs,P_1500_1999_25_34_yrs,P_1500_1999_35_44_yrs,P_1500_1999_45_54_yrs,P_1500_1999_55_64_yrs,P_1500_1999_65_74_yrs,P_1500_1999_75_84_yrs,P_1500_1999_85ov,P_1500_1999_Tot,P_2000_more_15_19_yrs,P_2000_more_20_24_yrs,P_2000_more_25_34_yrs,P_2000_more_35_44_yrs,P_2000_more_45_54_yrs,P_2000_more_55_64_yrs,P_2000_more_65_74_yrs,P_2000_more_75_84_yrs,P_2000_more_85ov,P_2000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SOSR101,156,8535,36328,25469,23621,15407,3978,1484,781,115759,53,2600,28003,20315,17025,10109,2176,907,460,81648,51,1009,27342,26906,22703,13034,2291,959,516,94811,92,347,16006,26827,20021,9616,2530,1167,631,77237,10834,10567,22820,18852,16058,13477,10238,10601,10129,123576,117777,139677,318086,300497,267138,210827,130634,88631,46474,1619741,107564,41385,47108,37720,31323,32901,13449,6229,2259,319938,68234,32249,25340,27986,20807,20953,15498,8186,2561,221814,15436,27857,30427,31175,33514,43958,55487,38482,10140,286476,10002,23884,29270,28493,30580,34098,46354,40301,19714,262696,9775,36259,53705,49624,49411,42541,36375,23127,10541,311358,4552,38713,70644,57063,56349,42251,20247,8804,3664,302287,1366,26349,70910,52218,50226,35997,12805,4534,2035,256440,496,18485,76902,56679,50264,35713,11004,3279,1503,254325,155,6728,60281,47045,38449,24485,6398,2017,888,186446,138,3132,64229,67169,54945,32815,6566,2115,952,232061,229,1215,48388,93213,75604,39957,9703,3000,1282,272591,24426,23905,50823,40578,34734,27934,20138,18203,14228,254969,242373,280161,628027,588963,526206,413603,254024,158277,69767,3161401
SOSR102,29,1013,4169,3765,4239,2507,525,225,95,16567,8,271,2750,2747,2915,1464,280,118,50,10603,4,94,2263,3202,3586,1996,256,98,47,11546,9,32,768,1648,1662,944,229,180,39,5511,1823,1154,2099,2415,2595,2412,2443,3158,2974,21073,22136,21587,40907,47067,49089,43814,33243,25242,12512,295597,14666,2740,3352,3529,3817,5294,1476,804,522,36200,15839,4382,3809,4587,3796,4486,2934,1447,486,41766,3747,5514,5196,5701,6158,10827,16134,11280,2807,67364,2891,4602,5141,6092,7404,9947,15281,13299,5896,70553,2821,7529,9303,10535,11020,10934,11277,7823,3352,74594,1083,7502,11363,11106,11861,9264,4599,2179,936,59893,276,4049,9919,9379,9904,7525,2463,938,422,44875,103,2721,10002,9490,9871,6718,1763,573,249,41490,39,1017,7149,7506,7398,4298,858,294,133,28692,18,583,6853,10088,10140,5886,792,236,105,34701,41,244,3757,8013,8275,4792,929,361,106,26518,4199,2616,4641,5279,5597,5023,4604,5260,4242,41461,45723,43499,80485,91305,95241,84994,63110,44494,19256,568107
SOSR103,7,344,1471,1250,1333,740,126,53,20,5344,3,80,863,822,817,455,62,24,11,3137,0,17,717,1042,1172,637,60,25,16,3686,7,14,229,463,496,275,58,32,7,1581,692,473,720,760,810,762,734,928,672,6551,8224,8559,15107,16811,17005,14301,10776,7740,3243,101766,6165,2137,1813,1457,1710,2101,548,210,79,16220,5429,2156,1645,1921,1556,1603,1028,507,135,15980,1344,2468,2115,2289,2666,4379,6216,4187,1025,26689,1002,1805,2013,2409,2748,3179,4970,4308,1745,24179,915,2700,3673,3871,3720,3157,3357,2105,723,24221,303,2413,4010,3731,3679,2577,1227,502,194,18636,96,1317,3440,3177,3142,2120,673,185,88,14238,31,911,3467,3177,3201,2056,457,122,40,13462,10,332,2610,2442,2552,1488,225,59,17,9735,7,193,2561,3868,3957,2134,220,62,28,13030,13,110,1349,2856,2958,1703,254,74,22,9339,1526,1071,1683,1688,1783,1585,1358,1603,960,13257,16841,17613,30379,32886,33672,28082,20533,13924,5056,198986
SOSR111,3,167,679,660,650,380,57,25,9,2630,3,30,393,393,422,184,33,14,7,1479,3,17,263,446,576,250,28,14,8,1605,0,6,114,186,192,111,24,13,7,653,322,216,353,413,385,368,311,391,310,3069,4018,3854,7383,7929,7653,6691,4407,3054,1472,46461,2462,368,615,502,598,855,201,103,35,5739,2651,623,739,755,638,645,426,155,60,6692,649,843,998,1004,886,1682,2308,1370,307,10047,591,752,955,1069,1089,1501,1964,1622,692,10235,609,1367,1643,1776,1686,1652,1467,886,417,11503,242,1462,2173,1981,1804,1442,566,244,83,9997,49,768,1866,1655,1665,1191,289,118,39,7640,17,498,1766,1631,1603,1110,221,54,22,6922,6,177,1121,1217,1155,617,111,33,10,4447,3,159,1110,1610,1634,901,101,31,15,5564,6,78,832,1220,1251,688,125,34,13,4247,734,454,791,914,854,744,615,651,447,6204,8019,7549,14609,15334,14863,13028,8394,5301,2140,89237
SOSR112,29,587,2059,2142,2373,1405,288,117,79,9079,4,144,1275,1403,1536,868,150,70,40,5490,4,52,912,1640,1941,1213,124,72,26,5984,8,25,302,623,728,508,113,70,38,2415,1283,778,1287,1431,1479,1397,1348,1678,1468,12149,13449,13005,23689,25643,27329,24418,18304,13420,6744,166001,8134,1231,1581,1559,1876,2619,765,354,127,18246,9105,2163,2383,2268,2018,2458,1655,792,284,23126,2365,3449,3532,3418,3780,6080,8532,5778,1347,38281,2001,2657,3333,3728,4511,5667,8462,7227,3306,40892,1964,4909,6153,6307,6507,6484,6071,4001,1731,44127,649,4646,7356,7065,7344,5720,2693,1182,477,37132,164,2247,5746,5330,5720,4312,1444,549,267,25779,76,1466,5077,5149,5318,3617,926,279,141,22049,22,537,3276,3698,3732,2306,459,148,75,14253,19,330,2883,4723,5016,3168,406,143,66,16754,25,162,1479,2825,3121,2078,416,156,81,10343,2842,1958,3378,3485,3447,3032,2590,2758,2030,25520,27366,25755,46177,49555,52390,47541,34419,23367,9932,316502
SOSR113,15,325,1079,1154,1448,901,281,140,60,5403,7,94,613,682,899,600,153,65,37,3150,3,49,460,860,1273,734,118,65,37,3599,5,34,223,361,467,329,107,79,45,1650,1004,618,1010,1114,1141,1224,1251,1547,1324,10233,9834,8637,15192,17599,19941,19672,16439,12233,6078,125625,5878,944,1182,1324,1602,2220,658,354,201,14363,6623,1505,1701,1656,1658,2220,1533,745,242,17883,1749,2312,2642,2738,3201,5611,8074,5419,1316,33062,1298,1819,2405,2965,3790,4973,7530,6526,2721,34027,1341,3204,4196,4606,5159,5203,5573,3769,1654,34705,474,2852,4637,4731,5054,4118,2261,1150,514,25791,147,1315,3000,3272,3752,3077,1231,506,248,16548,49,930,2790,3016,3347,2536,842,311,142,13963,23,395,1760,2048,2339,1650,444,167,79,8905,9,324,1785,2805,3430,2203,351,142,74,11123,22,207,1452,2231,2690,1751,415,186,97,9051,2156,1449,2465,2609,2615,2549,2422,2622,1918,20805,19769,17256,30015,34001,38637,38111,31334,21897,9206,240226
SOSR114,11,244,823,910,1082,617,191,80,32,3990,0,43,537,581,576,357,86,43,10,2233,3,32,365,727,785,487,64,36,15,2514,12,18,128,273,290,186,60,54,24,1045,737,374,702,861,793,906,925,1146,1046,7490,6753,5488,11492,13765,14433,14251,12553,8916,4330,91981,4175,498,765,888,1109,1640,509,262,87,9933,4490,840,1237,1367,1261,1685,1258,556,171,12865,1071,1243,1830,2008,2392,4193,6813,4091,862,24503,963,1127,1727,2097,2661,3699,5933,4915,2138,25260,965,2157,3207,3620,3943,4002,4041,2646,1157,25738,391,2151,3570,3885,4143,3233,1624,835,328,20160,95,1000,2477,2784,3046,2330,883,318,151,13084,39,633,2164,2464,2626,1846,544,198,82,10596,15,228,1558,1733,1656,1081,256,97,33,6657,11,172,1269,2245,2252,1333,234,87,35,7638,23,104,749,1380,1383,857,228,117,43,4884,1625,851,1649,1859,1795,1856,1781,1974,1478,14868,13863,11004,22202,26330,28267,27755,24104,16096,6565,176186
SOSR115,15,383,1245,1532,1788,1085,231,107,57,6443,4,70,717,908,1090,617,98,60,33,3597,5,33,571,1129,1432,909,102,38,20,4239,9,15,173,436,499,355,96,54,29,1666,1117,552,995,1265,1391,1449,1397,1616,1226,11008,10687,8364,17223,22163,25113,24458,19391,13341,6410,147150,7462,902,1235,1526,2008,3026,886,415,156,17616,6918,1452,1979,2341,2224,2968,1942,870,268,20962,1650,2014,2828,3331,4037,7469,10917,6758,1563,40567,1415,1770,2667,3497,4684,6332,9262,7370,3204,40201,1558,3201,4693,6020,6732,6928,6496,4060,1843,41531,612,3077,5083,5788,6864,5555,2634,1186,504,31303,224,1515,3795,4386,5130,3986,1347,465,220,21068,66,1012,3392,4014,4387,3243,837,246,112,17309,21,334,2149,2770,2928,1900,368,130,67,10667,19,256,2011,3582,3981,2607,326,94,52,12928,25,144,1119,2322,2405,1554,346,127,56,8098,2505,1414,2400,2974,3137,3124,2724,2819,1794,22891,22475,17091,33351,42551,48517,48692,38085,24540,9839,285141
SOSR121,4,71,335,440,546,330,69,26,9,1830,0,17,211,308,338,182,41,14,5,1116,0,11,154,377,425,275,27,8,6,1283,0,0,47,160,188,102,28,17,4,546,301,140,222,322,391,356,331,302,168,2533,3162,2041,4388,6436,7364,6854,4810,2641,1001,38697,2246,226,313,505,630,927,248,92,41,5228,2184,389,550,683,684,894,518,199,45,6146,460,459,682,897,1174,2031,2854,1510,325,10392,416,453,649,983,1209,1724,2192,1394,497,9517,410,831,1257,1595,1954,1857,1674,881,294,10753,171,799,1269,1604,1994,1587,707,272,84,8487,43,383,915,1333,1586,1222,353,128,30,5993,18,245,848,1195,1404,969,234,72,17,5002,4,83,573,902,956,603,120,33,11,3285,3,56,552,1119,1225,765,102,28,15,3865,4,22,273,736,868,526,107,31,9,2576,680,300,471,697,827,798,684,569,256,5282,6639,4246,8352,12249,14511,13903,9793,5209,1624,76526
SOSR122,3,39,156,239,313,176,43,7,3,979,0,10,114,155,172,129,23,4,3,610,4,3,94,188,245,159,25,6,0,724,3,6,22,86,105,82,21,8,5,338,193,80,163,211,252,274,200,154,58,1585,1767,1080,2395,3634,4250,4209,2905,1453,519,22212,1208,102,190,274,408,578,162,62,14,2998,1101,233,308,426,429,553,342,117,33,3542,258,290,426,622,804,1455,1754,817,179,6605,244,212,360,606,850,1118,1465,949,292,6096,208,461,651,987,1130,1080,920,454,173,6064,61,396,683,942,1138,909,433,127,33,4722,21,158,540,701,848,659,227,48,11,3213,12,112,450,616,781,517,153,24,14,2679,4,43,281,419,486,341,75,17,6,1672,4,25,303,563,631,433,72,18,3,2052,6,18,136,373,452,316,82,25,9,1417,410,182,334,477,582,576,438,316,105,3420,3537,2232,4662,7006,8539,8535,6123,2974,872,44480
