region_id,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SOSR101,0,301187,301187,367737,41980,409717,223740,11694,235434,234676,4590,239266,104228,1477,105705,55779,719,56498,986160,361647,1347807
SOSR102,0,72660,72660,85228,7555,92783,38804,1419,40223,37847,439,38286,15984,153,16137,6656,82,6738,184519,82308,266827
SOSR103,0,22716,22716,27838,2365,30203,14047,603,14650,14371,256,14627,6009,96,6105,2654,33,2687,64919,26069,90988
SOSR111,0,10867,10867,13293,1141,14434,6466,194,6660,6283,62,6345,2651,12,2663,1192,8,1200,29885,12284,42169
SOSR112,0,43553,43553,48776,4480,53256,21028,798,21826,19102,247,19349,8700,70,8770,4117,16,4133,101723,49164,150887
SOSR113,0,33901,33901,39517,2780,42297,14920,374,15294,13442,98,13540,6405,30,6435,3039,6,3045,77323,37189,114512
SOSR114,0,25446,25446,29475,2003,31478,11124,218,11342,10344,50,10394,4777,14,4791,2217,3,2220,57937,27734,85671
SOSR115,0,38965,38965,47300,3157,50457,17843,388,18231,16535,121,16656,7864,24,7888,3822,6,3828,93364,42661,136025
SOSR121,0,8324,8324,12439,679,13118,4889,43,4932,5027,8,5035,2468,3,2471,1293,3,1296,26116,9060,35176
SOSR122,0,5682,5682,7295,463,7758,2780,44,2824,2597,3,2600,1323,3,1326,664,0,664,14659,6195,20854
SOSR131,0,35847,35847,65851,3330,69181,25328,293,25621,26795,81,26876,14899,29,14928,7920,10,7930,140793,39590,180383
SOSR179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
