region_id,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SOSR101,57,413,114240,114710,4430,7318,112013,123761,103938,40270,132156,276364,171298,27353,64615,263266,163866,17905,56169,237940,133547,10036,42571,186154,83875,3283,24854,112012,44640,756,16244,61640,10216,153,7470,17839,715867,107487,570332,1393686,417,934,107933,109284,12328,11552,101232,125112,137942,41660,111345,290947,183751,24092,74148,281991,162703,15742,73516,251961,123780,7756,65348,196884,68885,1888,49346,120119,29659,349,47113,77121,4631,73,25455,30159,724096,104046,655436,1483578,474,1347,222173,223994,16758,18870,213245,248873,241880,81930,243501,567311,355049,51445,138763,545257,326569,33647,129685,489901,257327,17792,107919,383038,152760,5171,74200,232131,74299,1105,63357,138761,14847,226,32925,47998,1439963,211533,1225768,2877264
SOSR102,12,198,21384,21594,626,2330,16327,19283,12559,7826,15204,35589,23789,5600,11078,40467,25726,4001,12412,42139,24864,2448,10100,37412,19107,1047,6634,26788,11931,291,4871,17093,2904,48,2264,5216,121518,23789,100274,245581,28,456,19858,20342,1342,3648,14249,19239,16649,7962,13270,37881,26225,5364,12829,44418,27092,4053,14916,46061,24467,2177,13705,40349,17404,748,12061,30213,8891,187,12912,21990,1471,26,6778,8275,123569,24621,120578,268768,40,654,41242,41936,1968,5978,30576,38522,29208,15788,28474,73470,50014,10964,23907,84885,52818,8054,27328,88200,49331,4625,23805,77761,36511,1795,18695,57001,20822,478,17783,39083,4375,74,9042,13491,245087,48410,220852,514349
SOSR103,3,50,7855,7908,198,756,7091,8045,5157,2484,6135,13776,9097,1672,4101,14870,9810,1271,4399,15480,8909,650,3136,12695,6638,240,2024,8902,4047,76,1445,5568,829,14,587,1430,44688,7213,36773,88674,15,139,7410,7564,580,1161,5898,7639,6642,2504,4927,14073,10033,1610,4378,16021,10034,1268,4805,16107,8735,528,4039,13302,6065,199,3672,9936,2853,49,3925,6827,379,8,1799,2186,45336,7466,40853,93655,18,189,15265,15472,778,1917,12989,15684,11799,4988,11062,27849,19130,3282,8479,30891,19844,2539,9204,31587,17644,1178,7175,25997,12703,439,5696,18838,6900,125,5370,12395,1208,22,2386,3616,90024,14679,77626,182329
SOSR111,0,50,3594,3644,132,597,2574,3303,2614,1416,2533,6563,4151,871,1744,6766,4262,609,1722,6593,4061,321,1369,5751,2639,123,779,3541,1436,29,513,1978,300,6,194,500,19595,4022,15022,38639,4,138,3460,3602,300,854,2226,3380,3306,1352,2252,6910,4546,847,2120,7513,4413,610,2185,7208,3973,273,1906,6152,2302,85,1584,3971,1034,22,1568,2624,159,0,795,954,20037,4181,18096,42314,4,188,7054,7246,432,1451,4800,6683,5920,2768,4785,13473,8697,1718,3864,14279,8675,1219,3907,13801,8034,594,3275,11903,4941,208,2363,7512,2470,51,2081,4602,459,6,989,1454,39632,8203,33118,80953
SOSR112,14,219,11790,12023,492,2026,7972,10490,7109,4507,7701,19317,11968,3088,6048,21104,13291,2232,6729,22252,13348,1485,5701,20534,10032,537,3509,14078,6143,153,2264,8560,1321,21,986,2328,63718,14268,52700,130686,34,528,11247,11809,1016,2876,7244,11136,9257,4502,8043,21802,13165,3007,7787,23959,14259,2260,8744,25263,13052,1244,7822,22118,9138,363,6709,16210,4404,96,6834,11334,638,15,3473,4126,64963,14891,67903,147757,48,747,23037,23832,1508,4902,15216,21626,16366,9009,15744,41119,25133,6095,13835,45063,27550,4492,15473,47515,26400,2729,13523,42652,19170,900,10218,30288,10547,249,9098,19894,1959,36,4459,6454,128681,29159,120603,278443
SOSR113,5,137,8697,8839,316,1318,5400,7034,4535,2937,5265,12737,8022,2114,4435,14571,9761,1673,5283,16717,10717,1123,4426,16266,9393,493,3111,12997,5976,159,2308,8443,1344,20,931,2295,50069,9974,39856,99899,20,386,8065,8471,715,1864,4690,7269,5899,2878,5120,13897,9040,2084,5329,16453,10559,1688,6140,18387,10862,974,5784,17620,8694,342,5538,14574,4348,90,6004,10442,687,15,3055,3757,50824,10321,49725,110870,25,523,16762,17310,1031,3182,10090,14303,10434,5815,10385,26634,17062,4198,9764,31024,20320,3361,11423,35104,21579,2097,10210,33886,18087,835,8649,27571,10324,249,8312,18885,2031,35,3986,6052,100893,20295,89581,210769
SOSR114,5,129,6239,6373,242,992,3456,4690,3506,2389,3508,9403,6415,1696,3122,11233,7254,1375,3844,12473,7817,810,3346,11973,7192,416,2464,10072,4327,127,1746,6200,946,22,689,1657,37704,7956,28414,74074,13,323,5664,6000,513,1419,2868,4800,4597,2344,3620,10561,7216,1670,3990,12876,7769,1298,4294,13361,7990,751,3953,12694,6630,293,4087,11010,3141,75,4459,7675,443,8,2286,2737,38312,8181,35221,81714,18,452,11903,12373,755,2411,6324,9490,8103,4733,7128,19964,13631,3366,7112,24109,15023,2673,8138,25834,15807,1561,7299,24667,13822,709,6551,21082,7468,202,6205,13875,1389,30,2975,4394,76016,16137,63635,155788
SOSR115,8,135,10317,10460,302,1238,5427,6967,5181,3344,5468,13993,10095,3067,4909,18071,12033,2444,6383,20860,13916,1689,5897,21502,11363,684,4280,16327,6585,168,2886,9639,1410,21,1116,2547,60893,12790,46683,120366,23,364,9146,9533,649,1866,4617,7132,6984,3457,5423,15864,11512,3069,6146,20727,13274,2493,7439,23206,13847,1404,6708,21959,10317,472,6341,17130,4696,107,6540,11343,659,18,3260,3937,61961,13250,55620,130831,31,499,19463,19993,951,3104,10044,14099,12165,6801,10891,29857,21607,6136,11055,38798,25307,4937,13822,44066,27763,3093,12605,43461,21680,1156,10621,33457,11281,275,9426,20982,2069,39,4376,6484,122854,26040,102303,251197
SOSR121,5,31,3135,3171,79,261,1536,1876,1406,743,1363,3512,3245,800,1231,5276,4156,739,1624,6519,4318,493,1470,6281,3178,190,1040,4408,1535,46,688,2269,276,3,214,493,18198,3306,12301,33805,6,75,2779,2860,159,396,1198,1753,1963,832,1261,4056,3837,822,1424,6083,4376,761,1694,6831,4262,404,1518,6184,2744,139,1395,4278,1026,31,1241,2298,108,3,573,684,18481,3463,13083,35027,11,106,5914,6031,238,657,2734,3629,3369,1575,2624,7568,7082,1622,2655,11359,8532,1500,3318,13350,8580,897,2988,12465,5922,329,2435,8686,2561,77,1929,4567,384,6,787,1177,36679,6769,25384,68832
SOSR122,0,19,1573,1592,37,118,753,908,723,445,769,1937,1679,506,802,2987,2176,452,1180,3808,2410,325,1060,3795,1848,131,821,2800,840,32,461,1333,148,7,134,289,9861,2035,7553,19449,3,46,1504,1553,89,208,607,904,995,484,666,2145,1988,515,845,3348,2351,465,1061,3877,2411,279,1026,3716,1598,90,874,2562,532,11,714,1257,78,3,301,382,10045,2101,7598,19744,3,65,3077,3145,126,326,1360,1812,1718,929,1435,4082,3667,1021,1647,6335,4527,917,2241,7685,4821,604,2086,7511,3446,221,1695,5362,1372,43,1175,2590,226,10,435,671,19906,4136,15151,39193
