region_id,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
SOSR101,1564,248,406,36,350,127,212,1348,66,4357,644,932,338,10,408,28,437,107,47,2951,25569,18521,33775,1101,19303,8514,22712,23776,2666,155937,2258,3799,3191,64,2839,332,1938,1008,228,15657,16757,7768,59186,307,13570,1490,5320,17444,1115,122957,23437,17562,6101,245,20529,14926,12205,3875,1243,100123,32379,11697,10286,1801,14366,87738,8064,10018,1728,178077,19024,2312,18299,34514,5470,12143,1768,19268,1134,113932,9790,8055,4781,4187,23856,5103,36690,5257,1457,99176,9940,25779,6974,253,8163,4306,587,1226,766,57994,22834,49173,1854,687,48228,3229,263,325,2503,129096,4793,4336,1123,421,7064,12739,614,922,590,32602,24395,105205,12830,550,34802,3901,562,1138,2729,186112,8571,11259,3905,6108,10554,2219,1834,20216,723,65389,11354,22809,7728,23216,27465,752,3851,3490,1951,102616,10256,90882,3531,15371,15973,527,525,1832,930,139827,9966,85652,6928,51794,30306,1359,1688,8281,1882,197856,4175,7843,2622,7698,3921,1290,257,1552,321,29679,5738,7804,27894,8400,8228,1207,1111,5245,560,66187,4480,6493,5142,2699,6462,2454,3095,4322,14126,49273
SOSR102,283,46,129,12,87,20,52,358,11,998,324,470,1050,5,266,3,1476,175,33,3802,3560,2273,8140,206,2743,1599,3627,3973,389,26510,448,850,1415,35,902,96,574,368,70,4758,2721,882,13771,55,2653,334,1945,4569,208,27138,1804,1044,885,21,1659,2017,1398,595,86,9509,5552,977,2266,342,2132,20637,1355,2892,211,36364,3307,259,2843,6768,1027,2908,499,4968,168,22747,1121,840,755,425,2456,580,5362,1023,141,12703,620,1382,846,25,840,479,131,151,63,4537,1375,2351,100,58,5173,381,16,36,138,9628,581,351,173,69,1080,2233,138,216,63,4904,1777,8718,2178,73,4619,355,94,298,179,18291,735,1170,815,854,1420,288,240,4290,88,9900,2637,4573,1886,5018,6951,173,746,1145,573,23702,1568,15709,684,3020,2686,72,101,377,117,24334,1852,17420,1673,13649,6583,211,418,2278,373,44457,520,803,430,1316,508,169,69,312,45,4172,748,892,6079,1324,1440,185,293,1087,89,12137,457,589,883,369,791,316,366,750,1945,6466
SOSR103,58,7,19,5,16,8,3,139,0,255,178,313,762,8,136,0,1253,68,31,2749,1323,1253,3405,58,914,435,2052,1159,228,10827,110,120,408,5,186,15,217,110,27,1198,652,223,4269,20,706,92,584,1365,68,7979,504,271,273,16,436,574,436,182,27,2719,1758,295,707,120,684,6388,360,812,75,11199,1083,49,892,2355,299,912,192,1759,56,7597,408,252,439,190,944,189,2358,558,76,5414,157,453,223,8,216,154,18,36,14,1279,462,1011,56,10,2081,90,17,20,51,3798,159,94,67,34,347,713,93,59,21,1587,525,2569,725,28,1245,88,45,95,48,5368,244,324,238,305,568,76,85,1481,24,3345,538,1240,560,1870,2076,46,247,457,133,7167,697,6859,375,1146,1243,41,48,145,62,10616,635,5094,535,4778,2028,69,135,737,100,14111,168,231,168,496,140,60,12,132,9,1416,212,302,2208,503,471,67,94,403,40,4300,128,171,272,158,229,100,145,284,622,2109
SOSR111,135,37,39,0,33,9,12,119,4,388,153,192,576,3,99,3,831,46,19,1922,680,458,1875,35,612,301,1130,1242,101,6434,59,80,214,3,114,18,79,61,5,633,376,162,2077,6,473,65,452,687,34,4332,290,111,211,4,252,354,276,145,15,1658,921,144,380,44,390,3529,250,544,50,6252,562,28,500,1038,124,493,76,901,32,3754,186,87,105,35,495,74,1207,116,20,2325,64,146,91,7,79,87,18,25,6,523,159,263,10,10,635,27,0,5,16,1125,88,48,52,6,183,265,44,33,14,733,191,1107,376,6,635,33,19,55,20,2442,99,163,153,102,227,22,97,729,17,1609,319,630,292,704,1111,26,99,152,71,3404,284,2487,110,499,441,4,17,80,15,3937,280,2424,259,2162,913,24,46,337,36,6481,84,77,55,166,60,20,8,53,8,531,114,158,1247,247,257,27,81,223,11,2365,69,79,163,50,105,51,64,137,300,1018
SOSR112,885,148,209,11,128,50,145,663,29,2268,143,258,707,21,127,4,1205,139,28,2632,1537,696,3617,138,1076,805,1559,3294,176,12898,330,434,768,8,640,62,272,173,44,2731,1303,300,6564,26,1149,144,1007,1884,86,12463,771,302,517,24,776,1248,763,508,38,4947,3562,507,1430,228,1290,12286,695,1917,107,22022,2310,97,2011,3947,667,1594,230,3650,89,14595,565,234,444,106,1515,231,3464,371,75,7005,231,677,342,8,360,451,57,97,18,2241,582,818,34,16,1920,131,19,27,67,3614,261,146,103,43,564,1261,67,140,32,2617,395,3221,896,36,2108,127,98,132,60,7073,299,551,511,374,626,56,173,2343,50,4983,1239,2523,1373,3044,3423,103,500,701,184,13090,1025,9929,531,2024,1802,42,60,343,82,15838,1096,9819,964,8660,3561,110,238,1491,215,26154,272,400,277,574,212,70,23,199,28,2055,336,473,3665,759,725,104,162,816,47,7087,164,246,411,210,292,147,181,438,1036,3125
SOSR113,821,88,164,8,116,21,110,667,15,2010,307,543,1366,17,315,14,2848,159,59,5628,1110,481,2707,85,840,501,1324,2114,130,9292,164,214,737,8,314,16,252,194,29,1928,900,196,4161,18,831,85,860,1409,70,8530,516,188,385,4,480,656,474,354,41,3098,2424,312,1065,165,889,8446,424,1366,97,15188,1728,53,1378,2759,521,1128,170,2629,73,10439,347,204,206,112,862,169,2341,241,50,4532,132,250,174,10,162,192,28,76,8,1032,320,485,27,8,1264,85,10,25,35,2259,167,73,65,14,378,843,98,86,32,1756,289,1963,627,21,1428,95,35,120,32,4610,179,334,344,279,417,52,154,1766,33,3558,681,1176,681,1678,1748,40,394,501,120,7019,610,6062,277,1415,1120,24,31,258,54,9851,575,5101,526,5616,1918,42,101,906,123,14908,177,212,168,390,132,60,28,131,18,1316,244,296,2596,541,510,74,109,455,25,4850,161,151,338,154,240,101,187,365,855,2552
SOSR114,1063,132,320,13,172,49,288,886,40,2963,95,172,457,3,90,3,951,60,20,1851,827,422,2229,60,722,358,1076,2356,124,8174,98,172,511,9,242,24,197,144,35,1432,687,107,3512,17,582,56,736,1143,39,6879,421,140,259,12,385,665,326,390,18,2616,1730,211,972,106,679,6003,290,1058,80,11129,1440,47,975,1925,327,772,71,1899,62,7518,301,133,203,59,758,151,2039,182,46,3872,70,210,174,6,116,113,18,19,9,735,281,309,16,6,948,63,6,10,26,1665,120,54,41,17,241,732,36,66,11,1318,213,1467,459,45,1213,69,26,95,42,3629,116,216,266,174,219,41,62,1222,18,2334,589,972,738,1303,1434,41,477,490,107,6151,398,4263,135,1030,621,12,19,187,33,6698,382,3356,384,4291,1222,47,57,705,87,10531,120,153,138,235,90,23,12,113,8,892,148,221,2084,368,380,54,61,310,14,3640,107,92,271,96,151,89,119,282,647,1854
SOSR115,2028,163,619,15,232,36,439,1736,46,5314,161,257,903,28,132,6,1894,142,42,3565,1290,523,3387,106,1064,602,1730,2740,162,11604,158,170,772,0,324,42,366,210,38,2080,1181,225,6018,32,1006,92,1507,2069,92,12222,700,271,453,19,625,928,561,564,45,4166,2724,392,1316,187,1001,8796,475,1505,109,16505,2236,86,1714,3390,617,825,155,2784,96,11903,540,194,305,138,1202,234,3397,358,71,6439,158,420,306,8,253,152,32,62,18,1409,356,429,27,14,1330,61,3,18,25,2263,196,75,91,28,410,975,81,72,20,1948,315,2284,790,28,1718,89,64,120,53,5461,189,378,468,321,407,53,120,1918,41,3895,1024,1719,1340,2468,2210,63,864,934,199,10821,749,7442,278,1963,1249,28,47,303,63,12122,606,5738,634,6943,2136,48,113,1029,178,17425,227,443,304,456,202,60,53,225,15,1985,274,399,3044,555,575,97,87,473,32,5536,200,233,403,214,262,121,265,546,1111,3355
SOSR121,680,33,167,5,62,12,164,514,21,1658,41,44,194,3,40,0,410,33,4,769,493,198,1042,25,365,177,460,655,46,3461,52,55,216,0,82,11,89,62,16,583,392,71,1936,5,410,37,501,603,25,3980,226,77,106,8,209,256,169,135,15,1201,809,115,387,62,274,2482,124,369,37,4659,585,16,371,901,180,298,44,727,22,3144,222,63,101,38,448,62,1062,89,30,2115,49,110,102,3,52,49,8,15,5,393,126,141,5,3,435,30,3,5,14,762,63,28,21,10,133,228,21,27,0,531,116,703,234,12,517,34,16,29,19,1680,63,136,145,73,133,13,31,499,12,1105,240,445,257,598,634,15,232,228,33,2682,240,2279,90,561,382,3,14,114,22,3705,206,1728,196,1860,591,21,29,323,54,5008,84,102,95,161,60,10,15,69,7,603,97,76,988,156,184,22,29,138,13,1703,72,63,121,58,81,36,73,117,311,932
SOSR122,494,25,145,0,34,13,109,387,8,1215,34,26,122,0,12,0,204,18,3,419,220,106,504,19,182,84,259,424,22,1820,28,31,133,3,53,5,39,44,3,339,208,39,909,4,155,17,250,362,15,1959,127,46,44,3,83,134,95,77,4,613,447,53,157,22,134,1137,70,191,13,2224,464,9,238,501,93,143,26,463,15,1952,134,32,52,26,243,34,591,54,10,1176,26,80,35,0,31,15,4,10,3,204,45,78,6,4,181,13,0,3,5,335,28,17,18,0,71,133,11,20,3,301,83,369,139,10,257,18,11,17,14,918,34,61,78,40,78,13,15,324,5,648,165,235,126,400,345,10,160,164,38,1643,151,1158,38,334,226,0,0,85,7,1999,115,942,89,989,288,11,15,167,31,2647,51,83,51,77,34,8,13,58,5,380,39,38,504,60,96,9,26,74,15,861,33,29,82,27,55,21,49,84,168,548
