region_id,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SOSR101,65448,44967,26413,10617,4678,2214,254473,12465,37543,32097,24026,15525,5671,2015,553,129895,7215,18049,11988,6894,3480,1506,831,330,50293,7891,13759,11033,6625,4120,1802,810,287,46327,430,201,219,280,238,113,87,36,1604,1070,3352,3364,2426,1471,663,308,116,12770,21938,24191,21067,19095,17063,14844,15216,11745,145159,92036,244241,212419,163764,111306,55572,33648,18699,931685,4535,14883,14860,12612,8465,4300,1565,470,61690,5821,34660,23025,11914,4175,731,101,17,80444,12195,44382,51996,55235,41045,25058,13172,4222,247305,7147,19932,20394,15940,11306,6661,3355,957,85692,1742,5251,4801,3811,2157,1022,494,144,19422,9126,33164,32444,29807,21248,10949,5724,1977,144439,4844,23038,25079,25696,24875,11674,5023,1498,121727,39567,130893,112464,80277,50463,21027,8659,3452,446802,18365,55922,50791,38969,27500,11172,4222,1190,208131,11912,29768,19511,11620,6215,2672,1317,473,83488,12119,23239,17728,11112,6810,3304,1400,471,76183,878,402,409,478,394,231,136,61,2989,1902,5868,6203,4858,3125,1428,706,302,24392,48566,54063,45057,40964,34687,28615,26165,16798,294915,178719,475465,424762,343293
SOSR102,7868,6764,4882,2429,1121,381,34491,2094,4633,4705,4161,2730,1089,355,74,19841,741,1451,1153,804,487,308,140,48,5132,1761,2697,2403,1659,1135,538,292,84,10569,33,27,28,23,23,17,17,12,180,92,193,307,260,185,93,49,25,1204,3138,2271,2773,3183,3197,4076,5186,3601,27425,14186,28504,30245,28553,21757,13106,9528,4889,150768,436,1244,1442,1211,1026,561,228,65,6213,749,1856,1597,1096,597,127,28,5,6055,2946,7814,9679,11397,10072,7178,4166,1325,54577,1691,4049,4441,4269,3288,2210,1293,359,21600,477,1231,1283,996,570,320,138,37,5052,1773,5773,6803,7520,5274,2645,1383,385,31556,754,3919,4590,5196,5734,2755,1314,326,24588,4740,10912,11833,10573,8003,4166,1856,600,52683,2802,6332,6801,6008,4357,1927,742,172,29141,1262,2340,1809,1290,888,533,234,74,8430,2447,4132,3754,2696,1881,1042,526,142,16620,81,44,48,50,45,24,35,16,343,201,432,640,611,470,251,157,78,2840,6981,5088,6083,6872,6485,7434,8790,5291,53024,27340,55166,60803,59785
SOSR103,2945,2313,1402,684,279,84,12149,969,1834,1830,1569,943,316,106,32,7599,266,475,423,308,181,102,37,13,1805,630,973,819,543,300,139,53,25,3482,24,8,10,8,13,12,8,3,86,48,85,96,94,52,24,21,3,423,1221,776,918,1054,1116,1244,1528,695,8552,5714,10634,10745,9715,6868,3718,2558,1029,50981,240,615,530,482,411,210,58,13,2559,383,919,570,399,176,47,10,0,2504,1307,3413,4273,4967,4046,2442,1281,392,22121,605,1416,1519,1239,856,620,357,89,6701,148,401,394,285,160,64,33,7,1492,635,1843,2020,2136,1409,617,275,82,9017,307,1517,1644,1896,1914,744,298,88,8408,2070,4249,4337,3476,2311,1054,415,132,18044,1308,2552,2579,2160,1417,533,199,50,10798,481,792,647,486,282,147,60,19,2914,858,1451,1208,818,515,290,118,38,5296,78,21,17,14,22,17,13,3,185,90,193,223,226,146,64,49,14,1005,2691,1846,2014,2317,2236,2335,2677,1047,17163,11201,21228,21975,20901
SOSR111,1318,1049,605,235,96,50,5425,301,792,695,612,359,107,25,5,2896,85,187,132,85,61,28,17,4,599,429,517,459,228,145,58,27,4,1867,4,4,0,8,0,0,0,0,16,18,40,38,27,28,9,4,5,169,572,391,467,474,499,580,628,393,4004,2584,4982,4859,4266,3078,1588,1056,550,22963,50,185,194,158,139,44,10,8,788,106,265,180,146,88,30,6,0,821,775,1877,1873,1985,1529,850,376,104,9369,316,579,540,511,388,252,126,28,2740,95,252,261,183,132,79,31,3,1036,305,967,993,1089,814,345,166,52,4731,125,607,773,821,815,331,143,35,3650,874,1958,2018,1608,1031,448,168,60,8165,388,1001,973,776,563,185,64,13,3963,129,288,201,131,101,49,26,4,929,543,796,681,373,250,122,54,10,2829,9,4,0,8,6,0,0,0,27,30,82,89,76,70,30,19,10,406,1257,893,1032,1050,1014,1047,1061,579,7933,5002,9754,9808,8915
SOSR112,4068,3779,2703,1323,553,245,18602,1261,2599,2601,2435,1722,646,198,42,11504,302,680,666,514,338,184,92,39,2815,1263,1772,1239,825,554,272,130,36,6091,41,14,17,25,16,10,12,4,139,44,129,153,123,119,43,24,9,644,2236,1389,1767,1900,1858,2218,2650,1769,15787,8847,15983,16499,16261,12803,7528,5184,2621,85726,154,499,610,591,514,288,104,44,2804,393,773,566,507,332,105,19,0,2695,1857,4086,4453,5007,4312,3020,1632,485,24852,1034,1894,1827,2002,1726,1085,579,158,10305,460,966,1124,897,599,363,195,57,4661,1150,3234,3571,4297,3375,1682,952,303,18564,453,2323,2917,3082,3366,1679,783,191,14794,2665,5643,5946,5617,4314,2156,952,342,27635,1573,3457,3805,3529,2721,1123,428,90,16726,517,1084,1027,850,638,309,142,53,4620,1788,2749,2086,1428,1018,546,244,70,9929,69,25,27,41,26,15,18,8,229,115,273,363,344,300,143,85,24,1647,5097,3689,4077,4288,3921,4079,4435,2511,32097,17325,30695,32399,32480
SOSR113,2558,2647,1986,1203,559,206,12981,793,1491,1597,1630,1177,516,154,45,7403,162,372,308,281,209,129,103,29,1593,803,1080,921,575,428,241,104,36,4188,28,7,16,17,15,14,6,0,103,23,65,90,82,73,59,31,16,439,1709,1066,1324,1466,1588,2059,2508,1673,13393,5972,9434,10438,11274,9477,6538,4796,2384,60313,108,320,396,380,384,253,135,48,2024,244,439,359,317,207,77,14,3,1660,1401,3139,3539,4233,3814,3018,1810,514,21468,557,1113,1300,1574,1329,969,523,146,7511,304,659,641,545,391,247,121,31,2939,592,1601,2043,2839,2436,1348,853,269,11981,272,1358,1681,2130,2416,1414,681,132,10084,1838,3206,3579,3769,3126,2030,937,324,18809,1004,2011,2274,2314,1855,931,356,99,10844,291,569,493,443,369,218,152,37,2572,1132,1697,1480,1000,769,516,214,54,6862,45,18,21,30,30,21,12,5,182,62,166,236,235,172,130,83,34,1118,3721,2626,2969,3259,3288,3763,4262,2424,26312,11571,18922,21011,23068
SOSR114,2025,1813,1415,775,365,103,9199,577,1161,1254,1187,787,285,90,20,5361,102,251,223,176,137,107,56,21,1073,555,820,704,485,350,185,63,22,3184,10,8,8,5,4,13,4,4,56,22,52,77,60,35,25,15,7,293,1138,776,972,1014,1118,1628,1884,1271,9801,3926,7195,8201,7794,6566,4711,3285,1713,43391,38,185,274,219,243,153,57,17,1186,151,238,243,234,158,55,18,3,1100,1022,2287,2601,3060,2660,2230,1161,330,15351,455,974,1050,1172,985,730,416,91,5873,249,581,683,562,399,231,120,26,2851,361,1084,1539,1850,1599,994,533,161,8121,265,1110,1406,1433,1579,942,400,100,7235,1071,2420,2770,2518,2150,1245,603,170,12947,682,1491,1733,1558,1170,522,188,50,7394,148,361,363,292,256,176,87,31,1714,774,1305,1174,875,597,380,154,43,5302,20,16,15,13,9,13,9,4,99,36,122,171,164,124,83,53,28,781,2486,1783,2140,2219,2353,2989,3231,1872,19073,7758,13957,16162,16169
SOSR115,2955,2928,2302,1196,503,200,13878,824,1855,2151,2263,1496,595,165,34,9383,181,479,604,454,351,188,83,26,2366,869,1208,1170,806,549,262,111,32,5007,21,14,14,24,13,14,8,7,115,23,74,130,133,101,45,28,10,544,1738,1019,1539,1724,1852,2401,2718,1565,14556,6031,10904,13426,14121,11714,7380,4875,2325,70776,104,308,513,468,503,277,125,20,2318,198,331,377,341,248,86,19,0,1600,1569,3304,4261,4995,4853,3649,1831,535,24997,766,1527,1871,2168,1805,1133,561,137,9968,452,1034,1151,978,648,406,217,53,4939,566,1753,2598,3437,2842,1575,747,305,13823,380,1736,2240,2759,3245,1486,611,163,12620,1567,3359,4072,4119,3582,1980,805,307,19791,1027,2423,2982,3015,2345,1036,336,84,13248,341,710,855,714,603,328,122,41,3714,1200,1899,1896,1346,968,580,232,66,8187,36,27,27,29,26,20,14,11,190,69,184,306,319,278,133,80,23,1392,3953,2541,3506,3781,3907,4587,4832,2328,29435,12228,21136,26655,28469
SOSR121,948,975,697,337,101,40,4149,225,467,597,571,444,145,35,4,2488,44,109,130,134,78,53,13,3,564,202,318,332,242,180,80,16,5,1375,6,8,3,0,0,0,3,3,23,6,21,42,35,27,12,3,0,146,453,238,363,476,459,551,489,253,3282,1554,2768,3893,4238,3378,1862,908,374,18975,17,74,147,143,140,79,29,7,636,54,100,89,98,65,31,3,0,440,419,847,1383,1683,1552,995,417,94,7390,198,425,655,731,605,330,157,23,3124,109,244,300,293,213,100,43,7,1309,132,472,802,1048,803,410,156,44,3867,108,402,680,889,976,398,133,23,3609,447,912,1289,1348,1067,568,165,58,5854,268,607,817,802,694,252,78,16,3534,74,162,186,209,149,91,29,6,906,265,446,510,417,301,161,54,8,2162,13,8,3,5,5,5,3,3,45,21,48,81,88,85,45,16,5,389,984,523,804,1043,978,1107,938,383,6760,3109,5270,7746,8797
SOSR122,499,478,391,179,45,11,2107,107,243,324,390,264,78,15,3,1424,21,58,116,92,73,35,12,4,411,95,151,196,137,92,46,16,3,736,6,0,0,3,0,3,3,0,15,3,12,32,22,19,8,0,0,96,282,182,252,284,343,343,268,102,2056,845,1467,2228,2400,2050,1124,487,155,10756,16,42,94,75,79,54,20,3,383,31,36,57,51,52,16,0,0,243,218,436,712,916,867,598,270,45,4062,86,219,322,410,396,217,88,15,1753,72,168,216,207,144,76,25,8,916,88,247,421,595,474,268,76,21,2190,42,211,354,457,513,227,67,17,1888,205,450,679,696,600,315,81,19,3045,133,317,472,521,414,162,46,6,2071,38,89,160,142,114,68,24,4,639,139,246,289,230,176,90,29,6,1205,6,3,0,3,3,6,3,0,24,8,27,49,60,48,26,8,0,226,581,391,553,671,725,706,529,184,4340,1663,2882,4378,5034
