region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SOSR101,79591,96031,175622,270702,305727,576429,4057,4445,8502,26113,29375,55488,1541,1644,3185,529763,577283,1107046,1981,2400,4381,88281,91080,179361,4634,5996,10630,5332,5839,11171,7051,7648,14699,11402,11261,22663,5781,6579,12360,20206,23542,43748,42943,48546,91489,2784,3511,6295,4392,5384,9776,47213,57484,104697,30085,34208,64293,2757,3016,5773,1107018,1224968,2331986,59627,52603,112230,106675,99294,205969,17981,19455,37436,132,145,277,19443,18144,37587,19575,18289,37864,364106,320663,684769,15504,9241,24745,156162,141860,298022,1926239,1982404,3908643
SOSR102,2784,3744,6528,84362,96829,181191,8,6,14,6392,7146,13538,320,327,647,85114,94651,179765,374,538,912,4402,4322,8724,1252,1644,2896,778,910,1688,1316,1561,2877,116,90,206,1099,1273,2372,3451,4108,7559,11339,12782,24121,1293,1671,2964,1432,1692,3124,16834,21465,38299,6913,8049,14962,484,537,1021,227279,259601,486880,1226,1121,2347,1763,1483,3246,273,340,613,57,33,90,1156,1447,2603,1213,1480,2693,74655,64251,138906,3419,2072,5491,26148,24597,50745,338760,358689,697449
SOSR103,1361,1643,3004,25166,28794,53960,3,4,7,1071,1167,2238,145,136,281,34099,36662,70761,216,250,466,7180,7009,14189,492,661,1153,180,230,410,831,974,1805,100,73,173,189,263,452,1095,1303,2398,3360,3986,7346,467,590,1057,143,183,326,4933,6043,10976,1833,2079,3912,102,129,231,81605,90536,172141,465,426,891,2393,2196,4589,59,67,126,31,21,52,373,504,877,404,525,929,25455,21087,46542,1185,657,1842,8378,7500,15878,121305,124637,245942
SOSR111,332,398,730,13472,15311,28783,0,0,0,962,1009,1971,124,120,244,15344,16712,32056,84,91,175,274,279,553,141,210,351,101,93,194,749,878,1627,18,17,35,117,145,262,513,635,1148,2068,2419,4487,268,344,612,193,215,408,3051,3765,6816,1014,1204,2218,46,48,94,38539,43495,82034,326,302,628,229,170,399,22,23,45,3,7,10,230,250,480,233,257,490,10456,9266,19722,517,251,768,4181,3763,7944,54835,57925,112760
SOSR112,1373,1853,3226,48121,55383,103504,8,0,8,2557,2935,5492,520,595,1115,51878,58601,110479,302,345,647,804,746,1550,730,978,1708,290,356,646,973,1196,2169,122,112,234,419,448,867,2054,2437,4491,8046,9388,17434,724,921,1645,613,798,1411,9433,11992,21425,4104,4725,8829,200,223,423,131898,152179,284077,541,528,1069,672,518,1190,124,129,253,92,74,166,741,1025,1766,833,1099,1932,36724,32573,69297,2153,1334,3487,17210,14791,32001,191528,205004,396532
SOSR113,913,1157,2070,37790,43499,81289,3,5,8,2112,2351,4463,349,343,692,35487,39268,74755,169,186,355,578,606,1184,680,953,1633,265,301,566,639,715,1354,44,35,79,235,274,509,1046,1296,2342,5298,6170,11468,774,941,1715,1671,1949,3620,8242,10471,18713,2736,3096,5832,187,231,418,98305,112690,210995,363,356,719,641,490,1131,89,100,189,49,44,93,702,854,1556,751,898,1649,27519,24297,51816,1303,747,2050,13441,12104,25545,143325,152839,296164
SOSR114,537,732,1269,30206,34100,64306,3,0,3,1471,1679,3150,234,276,510,29098,31829,60927,57,80,137,393,374,767,461,649,1110,110,135,245,508,577,1085,12,9,21,87,148,235,828,1028,1856,4853,5386,10239,448,575,1023,293,374,667,5034,6385,11419,1725,2051,3776,73,90,163,75894,85745,161639,202,216,418,203,177,380,56,50,106,32,25,57,297,426,723,329,451,780,19377,16958,36335,888,568,1456,9232,8745,17977,106718,113642,220360
SOSR115,1215,1725,2940,48687,54079,102766,4,0,4,2108,2323,4431,222,215,437,43263,46438,89701,114,135,249,737,713,1450,692,881,1573,262,295,557,1067,1277,2344,43,42,85,251,311,562,1236,1491,2727,7463,8021,15484,581,699,1280,422,558,980,8512,10603,19115,2836,3412,6248,175,214,389,118675,131707,250382,258,224,482,357,270,627,186,168,354,85,63,148,917,1120,2037,1002,1183,2185,35347,31067,66414,1665,1255,2920,14730,13056,27786,173435,180655,354090
SOSR121,280,402,682,13577,14246,27823,8,9,17,653,695,1348,31,40,71,12306,12890,25196,46,57,103,283,245,528,233,280,513,53,65,118,451,447,898,19,17,36,60,75,135,465,497,962,1869,1995,3864,167,205,372,127,139,266,2547,2953,5500,880,1015,1895,54,64,118,33829,35934,69763,61,51,112,77,72,149,30,28,58,26,13,39,162,188,350,188,201,389,9523,8303,17826,453,299,752,3574,3229,6803,48015,48519,96534
SOSR122,205,283,488,7910,8215,16125,0,0,0,386,373,759,7,9,16,6551,6836,13387,22,31,53,126,105,231,99,118,217,35,34,69,158,162,320,3,3,6,41,58,99,147,156,303,1088,1093,2181,124,148,272,97,132,229,1492,1575,3067,508,510,1018,40,46,86,18834,19604,38438,40,45,85,41,29,70,23,21,44,5,9,14,94,160,254,99,169,268,5964,5142,11106,291,210,501,2402,2151,4553,27899,27654,55553
