region_id,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SOSR101,1114,2427,4922,4512,4161,2457,743,234,79,20649,39191,88208,216223,201397,185466,107798,18568,1746,235,858832,149,361,806,842,986,734,371,88,20,4357,21,197,760,776,626,453,108,9,0,2950,3426,9618,32459,39748,41594,24421,4263,351,57,155937,203,951,3623,4157,3808,2535,360,18,3,15658,4866,12734,31640,31381,24777,14409,2900,227,26,122960,1569,6464,25131,27276,23436,13109,2777,316,44,100122,19797,30197,41636,33101,30116,18581,4151,465,35,178079,21115,21698,27722,17315,15642,8592,1621,192,32,113929,1121,5411,20772,25531,26730,16448,2987,167,12,99179,1524,5210,18755,16150,10453,4879,907,104,10,57992,993,9681,44323,38328,23196,10412,1824,276,62,129095,1150,3170,8314,7691,6355,4271,1336,262,54,32603,2264,15181,57214,48841,34945,21296,5582,724,66,186113,1366,6246,18305,15755,13423,8306,1834,147,6,65388,1070,7258,24746,25654,25553,15672,2468,184,12,102617,3271,10185,29461,31278,34677,25835,4702,394,24,139827,3674,15941,43091,44710,48904,33667,7141,655,72,197855,2489,4659,7527,6209,4878,2932,827,144,14,29679
SOSR102,244,258,454,568,575,368,115,48,17,2647,10999,14920,28119,33313,35705,20456,2765,276,26,146579,39,85,188,165,240,183,81,14,0,995,33,305,1003,914,925,585,36,3,0,3804,1213,2377,5363,6492,6688,3770,553,48,3,26507,107,356,1018,1139,1258,806,72,0,0,4756,1432,3120,6199,6569,5829,3412,554,25,0,27140,273,691,1835,2471,2427,1478,301,31,3,9510,6271,5881,6423,6445,6525,3959,787,68,7,36366,6648,4191,3490,3180,2967,1902,322,48,0,22748,158,618,1876,2924,3778,2714,594,41,0,12703,248,459,954,1143,1047,588,94,6,0,4539,126,920,2446,2533,2227,1126,204,36,10,9628,311,507,936,1105,1068,711,206,49,11,4904,398,1611,4438,4545,3844,2684,687,85,0,18292,301,888,1969,2306,2472,1656,281,28,0,9901,255,1341,5215,6807,6439,3323,308,13,0,23701,375,1373,4461,5648,6897,4931,590,59,0,24334,759,3122,8000,10370,12934,8040,1131,94,7,44457,476,621,840,838,736,480,146,29,4,4170
SOSR103,84,92,158,181,191,102,27,17,3,855,3425,5322,9928,11528,11755,6001,692,68,12,48731,15,23,44,53,49,42,21,9,0,256,25,203,795,708,618,379,20,3,0,2751,392,819,1852,2710,3156,1711,177,11,0,10828,15,74,253,306,338,193,12,0,3,1194,452,882,1916,1971,1681,926,138,10,3,7979,74,228,601,700,657,390,64,4,0,2718,1563,1875,2216,2268,2025,1039,189,15,7,11197,2248,1606,1203,896,1051,491,81,21,0,7597,84,294,980,1403,1585,894,155,18,0,5413,56,147,345,340,255,120,17,0,0,1280,43,342,1132,1157,746,335,41,0,0,3796,109,174,355,353,354,190,42,10,0,1587,125,573,1350,1336,1101,700,170,9,3,5367,97,331,681,811,839,492,88,7,0,3346,68,414,1637,2140,1860,956,89,3,0,7167,236,749,2066,2383,2964,1997,209,12,0,10616,286,1158,2743,3419,4003,2215,269,16,4,14113,198,224,284,257,259,147,42,7,0,1418
SOSR111,33,25,83,97,88,53,13,7,5,404,2005,2611,4909,5598,5603,3146,384,33,9,24298,10,27,59,66,98,83,32,11,4,390,20,132,616,504,425,205,17,0,0,1919,343,625,1415,1544,1553,858,93,3,0,6434,10,57,131,174,178,72,11,0,0,633,223,627,1083,916,853,544,81,4,0,4331,62,172,347,405,375,245,48,5,0,1659,1100,1020,1226,1151,1021,615,110,11,0,6254,1178,678,635,499,439,279,43,3,0,3754,38,109,364,545,639,507,117,9,0,2328,39,67,117,126,95,65,13,0,0,522,26,102,308,313,245,110,18,3,0,1125,38,80,150,160,139,127,30,8,0,732,61,244,573,587,503,381,83,10,0,2442,50,117,306,396,400,298,38,3,0,1608,52,221,714,1006,872,488,49,3,0,3405,65,228,710,986,1119,744,74,9,0,3935,123,502,1315,1526,1783,1093,129,9,0,6480,77,72,116,96,89,66,15,0,0,531
SOSR112,125,132,217,244,256,208,78,37,13,1310,6299,8174,15419,18050,19946,12208,1796,203,31,82126,70,218,397,422,447,410,216,81,8,2269,46,267,813,679,568,245,16,0,0,2634,778,1424,2873,2910,2923,1664,304,20,3,12899,42,183,533,751,754,431,39,0,0,2733,812,1711,2784,2537,2555,1740,292,28,3,12462,230,495,1029,1172,1129,709,164,14,3,4945,3875,3059,4176,3860,3893,2580,510,65,3,22021,3576,2483,2442,2192,2199,1382,289,28,3,14594,137,372,1060,1509,1856,1614,415,36,4,7003,138,296,528,455,473,296,49,8,0,2243,69,294,785,970,895,493,89,18,3,3616,177,261,478,526,583,444,117,25,6,2617,195,633,1498,1671,1507,1208,322,37,0,7071,182,407,897,1176,1303,857,146,13,0,4981,141,716,2698,3677,3598,2037,206,17,0,13090,197,733,2750,3905,4441,3300,477,32,3,15838,437,1873,4627,5883,7598,4994,677,63,3,26155,204,254,393,412,447,262,68,15,0,2055
SOSR113,91,82,144,211,196,178,70,16,13,1001,4345,5086,9084,11658,13950,8539,1413,115,17,54207,80,147,344,335,460,356,216,64,9,2011,90,482,1580,1438,1314,674,52,0,0,5630,538,1029,1865,2090,2222,1314,208,17,10,9293,51,122,331,412,613,365,36,0,0,1930,484,999,1681,1878,1927,1301,240,20,0,8530,122,288,602,732,737,500,103,11,3,3098,2671,1959,2586,2715,2779,2027,412,38,0,15187,2510,1515,1630,1572,1820,1116,237,33,5,10438,82,207,576,950,1285,1140,275,17,0,4532,75,129,191,218,223,158,33,5,0,1032,69,220,429,527,579,314,97,18,5,2258,115,164,279,374,379,325,98,18,4,1756,119,398,840,1002,1066,886,267,32,0,4610,114,275,645,804,943,650,115,12,0,3558,92,439,1265,1869,2035,1195,117,9,0,7021,140,468,1548,2271,2955,2134,314,21,0,9851,300,982,2222,3138,4705,3079,447,35,0,14908,123,141,245,268,271,198,62,6,0,1314
SOSR114,67,57,109,140,128,122,61,33,8,725,2970,3300,7044,9399,10243,6257,1051,133,20,40417,131,256,465,559,641,525,267,106,13,2963,33,194,568,493,364,177,20,0,0,1849,454,848,1733,1881,1936,1122,189,11,0,8174,24,88,270,372,434,208,37,0,0,1433,418,804,1435,1591,1464,962,191,14,0,6879,111,217,496,621,631,413,120,8,0,2617,1882,1217,1871,2081,2278,1431,321,45,4,11130,1631,845,1183,1243,1431,968,192,21,3,7517,56,156,483,881,1096,929,253,20,0,3874,25,56,143,170,194,123,21,3,0,735,45,148,341,457,406,215,47,8,0,1667,93,103,241,292,296,212,62,16,0,1315,88,236,748,926,796,632,180,23,0,3629,82,150,376,522,636,465,103,3,0,2337,61,277,1235,1782,1666,1018,106,4,0,6149,69,323,1154,1734,1877,1329,190,22,0,6698,202,652,1556,2432,3256,2099,297,28,6,10528,54,83,149,224,213,131,33,6,0,893
SOSR115,104,90,187,274,298,239,67,38,7,1304,4511,5088,10553,15138,17875,10847,1680,196,28,65916,216,418,895,966,1095,1015,494,189,27,5315,55,327,933,969,805,428,44,3,0,3564,717,1065,2147,2694,2981,1720,264,15,0,11603,30,126,406,515,604,362,38,0,0,2081,751,1302,2456,2720,2788,1911,269,25,0,12222,185,311,784,987,1018,699,161,20,0,4165,2781,1746,2464,3159,3479,2330,485,51,9,16504,2240,1413,1863,2083,2275,1655,337,32,4,11902,113,233,803,1381,1831,1608,432,35,0,6436,60,116,212,331,382,248,51,8,0,1408,60,176,420,589,597,343,63,12,3,2263,114,143,321,446,467,360,89,11,0,1951,134,384,953,1362,1287,1016,289,35,3,5463,133,234,598,927,1094,744,148,15,0,3893,270,674,1872,2909,3030,1848,208,8,4,10823,142,547,1911,2862,3705,2638,300,19,0,12124,344,941,2274,3910,5661,3733,529,29,3,17424,141,190,341,441,462,323,77,10,0,1985
SOSR121,37,28,43,71,83,59,25,11,3,360,1394,1329,2760,4457,5452,3138,456,67,6,19059,68,118,263,282,375,332,159,63,0,1660,16,55,170,230,197,95,5,0,0,768,197,281,555,877,939,526,76,11,0,3462,10,43,92,158,185,89,6,0,0,583,207,349,696,977,988,670,88,6,0,3981,59,81,197,302,303,209,39,10,0,1200,805,490,618,852,1077,683,119,11,3,4658,748,357,404,521,631,394,84,8,0,3147,38,59,204,480,672,516,130,15,0,2114,31,29,47,108,109,60,10,0,0,394,16,39,121,201,218,132,30,4,0,761,26,39,92,106,141,100,25,3,0,532,40,111,287,399,427,324,82,6,3,1679,45,70,155,261,307,218,45,3,0,1104,28,120,420,737,831,496,47,3,0,2682,53,147,484,853,1222,845,88,11,0,3703,101,247,618,1153,1689,1056,138,6,0,5008,70,58,82,136,140,91,20,5,0,602
SOSR122,15,8,26,59,43,33,20,3,3,210,671,629,1445,2424,2927,1821,332,29,7,10285,42,77,190,236,304,213,111,36,4,1213,9,26,86,116,107,70,6,0,0,420,98,155,287,399,497,322,59,3,0,1820,4,12,56,80,108,70,7,0,0,337,124,161,342,477,492,317,43,3,0,1959,15,39,82,166,176,106,26,3,0,613,334,195,311,435,522,352,74,3,0,2226,373,197,274,315,413,290,81,9,0,1952,17,44,132,232,356,311,80,4,0,1176,10,9,27,42,64,38,11,3,0,204,5,22,62,102,80,47,16,0,0,334,17,28,35,58,78,53,23,7,0,299,26,44,123,215,243,201,61,4,0,917,18,21,86,152,204,129,36,3,0,649,22,56,251,470,513,291,37,3,0,1643,27,63,247,477,644,462,69,12,0,2001,53,137,334,606,874,576,66,0,0,2646,21,26,49,95,94,78,18,0,0,381
