region_id,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SOSR101,105716,1000,154,42,28,10,21,10808,117779,117700,7481,2807,617,121,41,51,10860,139678,110029,21716,12078,3923,1044,280,167,11648,160885,67467,32971,31065,10914,3379,992,524,9891,157203,38255,27421,49981,21099,6226,1784,1123,8347,154236,27183,22286,52676,25061,7829,2392,1527,7302,146256,23313,20375,50704,24833,8187,2442,1629,6903,138386,20462,18515,45493,24706,8722,2640,1779,6432,128749,16320,14868,39291,22902,8558,2657,1746,5893,112235,12551,11204,36035,21322,8029,2518,1719,5215,98593,8289,7212,25445,16588,6896,2347,1839,4300,72916,5733,5031,17751,13480,6555,2659,2523,3984,57716,4585,4119,12558,10442,5894,2661,3043,3743,47045,4321,3962,10516,8250,4896,2368,3058,4219,41590,5096,5529,11590,7823,4327,2116,2734,7259,46474,567020,203690,398144,212002,80691,27907,23483,106804,1619741
SOSR102,20025,359,46,5,4,0,3,1693,22135,17355,2084,777,166,26,5,14,1163,21590,11797,3817,2768,910,237,54,26,947,20556,6050,4357,5672,2417,733,198,112,810,20349,3849,3566,8575,4234,1324,361,211,853,22973,3145,3223,9386,5030,1641,468,292,914,24099,3135,3093,9351,5434,1822,477,246,927,24485,2955,2800,9291,5719,2018,523,242,1053,24601,2472,2303,8642,5508,1882,481,205,855,22348,2165,2041,8231,5426,1917,493,247,945,21465,1719,1587,6411,4672,1938,565,283,937,18112,1324,1108,4502,3954,2066,718,548,909,15129,1170,1044,3299,3272,1944,826,666,1017,13238,1050,1106,3074,2679,1534,696,654,1211,12004,1134,1442,3247,2327,1298,565,532,1969,12514,79345,33930,83272,51753,20384,6430,4281,16203,295598
SOSR103,7418,115,10,3,3,0,3,671,8223,7063,636,285,72,13,3,0,486,8558,4485,1372,1006,362,91,13,14,346,7689,2093,1544,2272,872,266,77,45,245,7414,1283,1241,3328,1587,506,131,83,279,8438,1027,1041,3388,1747,609,176,105,278,8371,970,984,3452,1969,617,181,111,307,8591,946,884,3235,2039,700,213,86,309,8412,733,744,2860,1949,679,173,100,287,7525,530,597,2680,1811,623,192,81,265,6779,388,445,2079,1607,670,191,99,284,5763,358,390,1539,1361,693,276,144,255,5016,249,269,1183,1116,587,265,219,344,4232,208,265,944,860,496,237,202,303,3515,228,384,886,650,371,205,184,334,3242,27979,10911,29147,18005,6924,2333,1476,4993,101768
SOSR111,3622,69,16,4,0,0,4,304,4019,2969,432,179,45,11,0,0,217,3853,1980,734,589,210,71,14,5,137,3740,888,743,1129,508,168,49,34,126,3645,554,564,1443,819,299,83,47,145,3954,449,495,1514,891,299,87,73,170,3978,414,435,1463,846,331,104,59,130,3782,384,377,1445,1046,345,85,51,141,3874,314,304,1261,968,335,97,53,132,3464,262,246,1120,892,371,122,71,144,3228,181,183,767,687,318,108,68,110,2422,150,127,495,512,302,146,136,114,1982,118,106,346,398,259,145,146,135,1653,114,94,302,296,230,102,110,149,1397,153,139,317,259,202,100,103,200,1473,12552,5048,12386,8381,3541,1242,960,2354,46464
SOSR112,11767,378,59,13,4,0,9,1217,13447,9428,1771,804,223,37,5,5,732,13005,5682,2515,2105,874,284,78,36,541,12115,2935,2235,3309,1678,611,187,120,498,11573,1822,1724,4272,2574,998,314,211,535,12450,1815,1566,4679,2798,1138,338,269,591,13194,1709,1522,4620,3040,1217,401,264,572,13345,1778,1426,4745,3397,1390,418,239,592,13985,1399,1259,4317,3148,1298,344,204,507,12476,1307,1053,4208,3005,1246,373,222,530,11944,993,760,3144,2552,1247,403,257,566,9922,776,585,2182,2062,1324,515,432,506,8382,656,471,1661,1668,1158,554,565,533,7266,562,473,1322,1278,950,464,466,637,6152,682,622,1516,1256,830,382,434,1021,6743,43311,18360,42943,29566,13732,4776,3733,9578,165999
SOSR113,8589,286,34,17,6,0,3,899,9834,5983,1298,606,145,45,9,6,547,8639,3387,1586,1406,585,191,84,42,409,7690,1685,1367,2197,1195,451,149,90,368,7502,1160,1055,2867,1817,702,234,191,425,8451,985,1054,3215,2161,802,318,187,427,9149,1087,1017,3423,2301,938,265,177,451,9659,1144,999,3661,2584,1048,270,125,448,10279,1038,928,3393,2510,1040,252,127,435,9723,1013,883,3570,2529,1042,261,166,482,9946,858,679,3006,2237,1024,327,224,476,8831,664,464,2076,2018,1172,454,323,439,7610,566,411,1465,1604,1096,463,423,498,6526,480,431,1313,1247,842,429,409,556,5707,543,562,1389,1204,720,351,352,957,6078,29182,13020,33621,24154,11119,3866,2845,7817,125624
SOSR114,5863,192,31,4,0,0,3,658,6751,3536,966,472,150,35,6,5,318,5488,2341,1167,1203,484,163,46,20,284,5708,1196,1062,1765,950,345,119,72,276,5785,875,843,2335,1495,547,178,127,316,6716,820,834,2488,1636,621,198,126,328,7051,780,749,2461,1710,721,196,130,292,7039,784,738,2533,1896,798,207,134,306,7396,731,566,2380,1794,713,233,109,305,6831,721,620,2626,1851,855,234,154,359,7420,601,466,2104,1793,896,316,191,354,6721,513,334,1412,1535,921,403,346,368,5832,388,314,976,1141,808,436,410,359,4832,313,309,825,860,643,339,355,437,4081,396,374,880,803,517,275,318,765,4328,19858,9534,24491,18102,8583,3186,2500,5725,91979
SOSR115,9363,260,21,6,4,0,8,1027,10689,5786,1251,627,149,41,12,6,491,8363,3480,1656,1740,735,208,72,26,389,8306,1941,1658,2631,1522,527,162,117,363,8921,1407,1445,3659,2372,944,286,186,466,10765,1391,1390,3966,2567,1068,305,253,458,11398,1534,1386,4258,2831,1194,328,237,506,12274,1504,1289,4433,3151,1316,402,215,527,12837,1425,1207,4148,3054,1289,337,194,524,12178,1231,1029,4466,3152,1306,355,200,539,12278,953,826,3331,2779,1393,490,312,557,10641,751,543,2229,2246,1431,565,459,524,8748,580,474,1494,1702,1252,602,541,576,7221,529,434,1223,1366,963,532,516,557,6120,520,662,1394,1243,837,447,469,840,6412,32395,15510,39620,28875,13773,4895,3739,8344,147151
SOSR121,2810,66,10,0,0,0,0,277,3163,1469,268,143,29,5,0,4,122,2040,836,433,406,185,63,20,13,89,2045,467,407,759,418,151,38,25,82,2347,328,391,1087,728,241,83,62,107,3027,360,354,1239,831,344,106,58,114,3406,415,404,1218,878,334,92,65,157,3563,442,376,1295,946,426,103,67,148,3803,369,340,1238,893,380,114,30,132,3496,312,304,1175,880,388,109,49,141,3358,232,206,886,718,363,103,83,120,2711,180,114,568,518,342,168,98,111,2099,118,83,316,341,247,151,137,101,1494,71,86,246,239,201,107,95,103,1148,78,88,226,177,136,82,80,133,1000,8487,3920,10812,7781,3621,1276,866,1937,38700
SOSR122,1534,46,6,0,0,0,3,180,1769,719,164,98,21,5,0,0,72,1079,450,210,212,92,33,8,8,56,1069,273,226,391,226,80,27,23,74,1320,245,202,599,355,159,42,27,86,1715,218,244,648,459,173,46,44,89,1921,252,238,727,444,197,67,45,84,2054,243,232,738,552,221,79,39,94,2198,255,228,687,533,203,81,42,95,2124,186,203,709,521,232,97,44,93,2085,139,140,542,440,218,81,42,81,1683,100,63,304,303,208,91,77,79,1225,69,38,179,208,144,82,66,59,845,48,45,106,130,96,57,77,45,604,35,37,111,111,77,50,53,46,520,4766,2316,6057,4395,2046,808,590,1233,22211
