region_id,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SOSR101,780082,2408025,73280,171931,105175,277536,178455,449467,89464,178993,136334,280637,154006,307037,2455,5026,382259,771693,905,1404,69,139,3955,9414,4929,10957,2083,4403,1347808,3644545,94283,0,1442091,3644545
SOSR102,204764,542168,20583,36305,12119,25223,32702,61528,16331,25781,5343,8964,4000,7102,479,798,26153,42645,2404,3564,14,33,506,1045,2924,4642,284,512,266827,651495,29864,0,296691,651495
SOSR103,66632,186396,5221,9745,5349,11656,10570,21401,6644,11250,2927,5015,2926,5504,165,306,12662,22075,798,1194,7,7,270,589,1075,1790,49,93,90988,231755,6906,0,97894,231755
SOSR111,35075,94304,2178,3673,388,736,2566,4409,4128,6479,105,145,22,34,25,47,4280,6705,130,188,0,0,99,193,229,381,19,47,42169,105846,3610,0,45779,105846
SOSR112,121222,313965,10042,17169,3037,5817,13079,22986,12040,18262,1125,1780,1162,1959,255,447,14582,22448,1332,2007,26,56,523,943,1881,3006,123,238,150887,362643,15555,0,166442,362643
SOSR113,92426,232023,7636,13548,2634,5177,10270,18725,8585,13882,697,1156,701,1139,126,193,10109,16370,1266,1895,18,37,284,600,1568,2532,140,276,114513,269926,19387,0,133900,269926
SOSR114,71340,178382,4862,8348,1693,3346,6555,11694,5868,8855,269,443,187,314,117,208,6441,9820,974,1404,10,18,280,624,1264,2046,73,160,85673,202102,13514,0,99187,202102
SOSR115,118862,295550,5173,8780,2070,4376,7243,13156,6397,9868,268,475,41,77,253,385,6959,10805,2042,3032,51,82,694,1421,2787,4535,172,335,136023,324381,28653,0,164676,324381
SOSR121,32532,85179,753,1381,215,433,968,1814,786,1239,22,41,3,5,59,102,870,1387,506,766,25,67,165,326,696,1159,111,307,35177,89846,7780,0,42957,89846
SOSR122,19594,48784,138,272,77,159,215,431,242,367,12,24,6,4,34,52,294,447,515,728,24,34,147,351,686,1113,66,134,20855,50909,6422,0,27277,50909
SOSR131,175170,468786,1072,2599,233,571,1305,3170,224,414,34,40,0,0,320,618,578,1072,2351,3961,494,1021,260,576,3105,5558,224,506,180382,479092,39363,0,219745,479092
SOSR179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
