region_id,SEO_Males,SEO_Females,SEO_Persons,SOL_Arabic_M,SOL_Arabic_F,SOL_Arabic_P,SOL_Assyrian_M,SOL_Assyrian_F,SOL_Assyrian_P,SOL_Aus_Indig_Lang_M,SOL_Aus_Indig_Lang_F,SOL_Aus_Indig_Lang_P,SOL_Chin_lang_Cant_M,SOL_Chin_lang_Cant_F,SOL_Chin_lang_Cant_P,SOL_Chin_lang_Mand_M,SOL_Chin_lang_Mand_F,SOL_Chin_lang_Mand_P,SOL_Chin_lang_Other_M,SOL_Chin_lang_Other_F,SOL_Chin_lang_Other_P,SOL_Chin_lang_Tot_M,SOL_Chin_lang_Tot_F,SOL_Chin_lang_Tot_P,SOL_Croatian_M,SOL_Croatian_F,SOL_Croatian_P,SOL_Dutch_M,SOL_Dutch_F,SOL_Dutch_P,SOL_French_M,SOL_French_F,SOL_French_P,SOL_German_M,SOL_German_F,SOL_German_P,SOL_Greek_M,SOL_Greek_F,SOL_Greek_P,SOL_Hungarian_M,SOL_Hungarian_F,SOL_Hungarian_P,SOL_In_Ar_Lang_Beng_M,SOL_In_Ar_Lang_Beng_F,SOL_In_Ar_Lang_Beng_P,SOL_In_Ar_Lang_Hind_M,SOL_In_Ar_Lang_Hind_F,SOL_In_Ar_Lang_Hind_P,SOL_In_Ar_Lang_Punj_M,SOL_In_Ar_Lang_Punj_F,SOL_In_Ar_Lang_Punj_P,SOL_In_Ar_Lang_Sinh_M,SOL_In_Ar_Lang_Sinh_F,SOL_In_Ar_Lang_Sinh_P,SOL_In_Ar_Lang_Urdu_M,SOL_In_Ar_Lang_Urdu_F,SOL_In_Ar_Lang_Urdu_P,SOL_In_Ar_Lang_Othr_M,SOL_In_Ar_Lang_Othr_F,SOL_In_Ar_Lang_Othr_P,SOL_In_Ar_Lang_Tot_M,SOL_In_Ar_Lang_Tot_F,SOL_In_Ar_Lang_Tot_P,SOL_Ir_Lang_Dari_M,SOL_Ir_Lang_Dari_F,SOL_Ir_Lang_Dari_P,SOL_Ir_La_Pe_excl_Da_M,SOL_Ir_La_Pe_excl_Da_F,SOL_Ir_La_Pe_excl_Da_P,SOL_Irani_Lan_Othr_M,SOL_Irani_Lan_Othr_F,SOL_Irani_Lan_Othr_P,SOL_Iran_Lan_Tot_M,SOL_Iran_Lan_Tot_F,SOL_Iran_Lan_Tot_P,SOL_Italian_M,SOL_Italian_F,SOL_Italian_P,SOL_Japanese_M,SOL_Japanese_F,SOL_Japanese_P,SOL_Khmer_M,SOL_Khmer_F,SOL_Khmer_P,SOL_Korean_M,SOL_Korean_F,SOL_Korean_P,SOL_Macedonian_M,SOL_Macedonian_F,SOL_Macedonian_P,SOL_Maltese_M,SOL_Maltese_F,SOL_Maltese_P,SOL_Polish_M,SOL_Polish_F,SOL_Polish_P,SOL_Portuguese_M,SOL_Portuguese_F,SOL_Portuguese_P,SOL_Russian_M,SOL_Russian_F,SOL_Russian_P,SOL_Samoan_M,SOL_Samoan_F,SOL_Samoan_P,SOL_Serbian_M,SOL_Serbian_F,SOL_Serbian_P,SOL_Se_As_A_L_Filipino_M,SOL_Se_As_A_L_Filipino_F,SOL_Se_As_A_L_Filipino_P,SOL_Se_As_A_L_Indon_M,SOL_Se_As_A_L_Indon_F,SOL_Se_As_A_L_Indon_P,SOL_Se_As_A_L_Tagal_M,SOL_Se_As_A_L_Tagal_F,SOL_Se_As_A_L_Tagal_P,SOL_Se_As_A_L_Othr_M,SOL_Se_As_A_L_Othr_F,SOL_Se_As_A_L_Othr_P,SOL_Se_As_A_L_Tot_M,SOL_Se_As_A_L_Tot_F,SOL_Se_As_A_L_Tot_P,SOL_Spanish_M,SOL_Spanish_F,SOL_Spanish_P,SOL_Tamil_M,SOL_Tamil_F,SOL_Tamil_P,SOL_Thai_M,SOL_Thai_F,SOL_Thai_P,SOL_Turkish_M,SOL_Turkish_F,SOL_Turkish_P,SOL_Vietnamese_M,SOL_Vietnamese_F,SOL_Vietnamese_P,SOL_Other_M,SOL_Other_F,SOL_Other_P,SOL_Tot_M,SOL_Tot_F,SOL_Tot_P,Language_spoken_home_ns_M,Language_spoken_home_ns_F,Language_spoken_home_ns_P,Total_M,Total_F,Total_P
SOSR101,1139465,1163248,2302713,89421,87074,176495,10088,10558,20646,155,166,321,61033,69421,130454,60789,72048,132837,8341,9457,17798,130163,150926,281089,9281,9837,19118,2405,2842,5247,7330,7855,15185,6712,7683,14395,38617,40708,79325,2481,3166,5647,11493,8968,20461,25265,24970,50235,10533,8023,18556,4300,4254,8554,8976,7625,16601,19304,15378,34682,79871,69218,149089,3336,3211,6547,8270,7673,15943,1854,1710,3564,13460,12594,26054,31036,33310,64346,5042,7363,12405,4624,5258,9882,21583,24058,45641,9609,9759,19368,4700,5181,9881,5368,6713,12081,6787,7108,13895,6417,8488,14905,6567,7148,13715,9040,9540,18580,7993,10694,18687,11071,12223,23294,14542,19207,33749,1571,2049,3620,35177,44173,79350,22649,25447,48096,10380,10160,20540,4875,8272,13147,10159,10085,20244,40140,44430,84570,49998,51567,101565,674135,720687,1394822,112639,98468,211107,1926239,1982403,3908642
SOSR102,305041,323495,628536,809,610,1419,14,22,36,46,42,88,810,909,1719,887,1171,2058,171,185,356,1868,2265,4133,413,422,835,411,512,923,440,532,972,889,1057,1946,1009,1045,2054,145,195,340,189,191,380,409,419,828,236,172,408,127,130,257,179,151,330,253,219,472,1393,1282,2675,12,13,25,173,141,314,26,32,58,211,186,397,1679,1623,3302,258,366,624,52,51,103,393,411,804,1387,1317,2704,222,228,450,397,574,971,219,238,457,223,324,547,245,216,461,415,402,817,203,534,737,246,330,576,293,764,1057,131,198,329,873,1826,2699,955,1019,1974,170,174,344,223,485,708,107,94,201,302,332,634,3009,3110,6119,18777,20960,39737,14943,14234,29177,338761,358689,697450
SOSR103,97620,100574,198194,1201,1105,2306,37,23,60,6,9,15,344,382,726,1179,956,2135,371,263,634,1894,1601,3495,550,581,1131,167,254,421,158,151,309,473,630,1103,1011,1106,2117,109,141,250,59,46,105,159,170,329,28,22,50,85,91,176,113,84,197,103,100,203,547,513,1060,3,3,6,200,175,375,22,19,41,225,197,422,2273,2426,4699,84,110,194,16,23,39,88,122,210,3494,3387,6881,260,296,556,218,310,528,622,643,1265,58,71,129,29,27,56,898,904,1802,91,224,315,137,146,283,130,305,435,64,84,148,422,759,1181,1136,1285,2421,68,53,121,161,309,470,671,629,1300,455,479,934,1530,1561,3091,18861,19705,38566,4822,4358,9180,121303,124637,245940
SOSR111,50280,53319,103599,85,67,152,0,0,0,6,10,16,104,108,212,75,87,162,12,9,21,191,204,395,32,35,67,40,53,93,49,55,104,111,139,250,102,113,215,13,15,28,67,50,117,74,65,139,93,57,150,13,16,29,32,23,55,194,166,360,473,377,850,0,0,0,18,9,27,3,3,6,21,12,33,125,105,230,13,11,24,4,4,8,24,28,52,10,11,21,3,4,7,58,101,159,16,27,43,17,28,45,17,25,42,26,28,54,38,91,129,9,25,34,43,141,184,8,19,27,98,276,374,72,72,144,23,17,40,19,75,94,3,6,9,36,24,60,513,526,1039,2200,2448,4648,2356,2159,4515,54836,57926,112762
SOSR112,173279,187960,361239,439,352,791,6,0,6,69,62,131,358,367,725,426,463,889,71,55,126,855,885,1740,95,92,187,180,278,458,234,291,525,430,552,982,279,238,517,106,110,216,81,72,153,205,209,414,143,135,278,84,77,161,67,56,123,116,111,227,696,660,1356,28,8,36,70,55,125,19,11,30,117,74,191,580,575,1155,104,164,268,20,30,50,115,101,216,23,18,41,42,51,93,85,143,228,43,59,102,87,136,223,40,48,88,60,59,119,89,227,316,43,93,136,163,332,495,40,62,102,335,714,1049,290,338,628,105,102,207,118,205,323,56,55,111,132,145,277,1743,1751,3494,7484,8288,15772,10765,8754,19519,191528,205002,396530
SOSR113,128754,138598,267352,257,171,428,3,0,3,61,66,127,266,272,538,210,227,437,66,82,148,542,581,1123,119,113,232,141,187,328,138,172,310,317,365,682,217,214,431,42,58,100,69,65,134,114,120,234,376,331,707,45,36,81,82,59,141,124,113,237,810,724,1534,39,22,61,37,28,65,28,19,47,104,69,173,1180,1243,2423,60,98,158,14,14,28,48,56,104,38,35,73,58,52,110,69,101,170,42,54,96,35,58,93,160,154,314,58,62,120,81,205,286,53,48,101,104,258,362,17,46,63,255,557,812,215,249,464,49,38,87,85,193,278,91,82,173,104,101,205,1165,1134,2299,6477,7001,13478,8091,7242,15333,143322,152841,296163
SOSR114,98402,105105,203507,109,88,197,0,0,0,58,62,120,155,189,344,126,148,274,13,12,25,294,349,643,60,66,126,106,159,265,79,89,168,211,274,485,153,137,290,45,46,91,21,25,46,37,39,76,83,76,159,16,19,35,12,10,22,25,27,52,194,196,390,6,0,6,18,16,34,4,5,9,28,21,49,329,323,652,55,83,138,14,14,28,38,35,73,19,22,41,35,33,68,31,63,94,74,61,135,32,45,77,28,23,51,35,30,65,44,95,139,28,48,76,47,135,182,21,43,64,140,321,461,115,140,255,33,29,62,39,77,116,13,12,25,62,86,148,532,496,1028,2961,3380,6341,5356,5158,10514,106719,113643,220362
SOSR115,159135,166918,326053,212,188,400,15,7,22,81,91,172,267,241,508,119,169,288,24,26,50,410,436,846,153,159,312,220,285,505,204,257,461,478,622,1100,250,229,479,54,66,120,24,14,38,70,73,143,362,342,704,24,18,42,51,35,86,56,42,98,587,524,1111,0,5,5,22,16,38,5,0,5,27,21,48,549,502,1051,86,143,229,11,18,29,29,38,67,43,43,86,139,113,252,87,104,191,59,63,122,44,66,110,17,24,41,82,65,147,41,138,179,55,69,124,68,184,252,11,32,43,175,423,598,232,284,516,29,25,54,70,153,223,15,22,37,111,105,216,964,1026,1990,5433,6102,11535,8868,7636,16504,173436,180656,354092
SOSR121,44509,45087,89596,83,77,160,18,21,39,42,39,81,50,44,94,34,32,66,0,4,4,84,80,164,56,45,101,61,69,130,48,55,103,112,144,256,63,69,132,16,21,37,4,0,4,27,17,44,25,18,43,5,4,9,7,10,17,10,8,18,78,57,135,6,0,6,4,5,9,0,0,0,10,5,15,266,272,538,15,24,39,4,5,9,15,9,24,16,19,35,80,72,152,18,27,45,12,9,21,23,19,42,17,18,35,45,36,81,5,35,40,8,10,18,16,50,66,9,7,16,38,102,140,74,90,164,0,5,5,18,38,56,7,11,18,17,31,48,242,218,460,1578,1687,3265,1929,1744,3673,48016,48518,96534
SOSR122,25844,25603,51447,28,23,51,0,0,0,9,20,29,30,31,61,18,24,42,0,5,5,48,60,108,17,16,33,30,40,70,38,46,84,80,96,176,44,43,87,6,4,10,0,0,0,7,9,16,4,7,11,0,0,0,0,3,3,4,4,8,15,23,38,0,0,0,0,0,0,0,0,0,0,0,0,102,119,221,13,12,25,7,4,11,9,7,16,3,8,11,26,24,50,10,9,19,3,3,6,12,11,23,3,4,7,4,11,15,7,25,32,7,5,12,5,27,32,0,4,4,19,61,80,27,30,57,5,3,8,7,24,31,4,6,10,9,5,14,147,138,285,725,850,1575,1331,1201,2532,27900,27654,55554
