region_id,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SOSR101,1195,3046,10312,13144,7008,26102,2003,11382,1663,75855,9465,31769,25715,28450,29594,29311,6921,13306,3879,178410,55915,153168,55667,38173,71586,35162,20401,24944,9205,464221,75856,127305,50109,31752,70068,28050,24415,25092,8118,440765,63915,97557,44074,28890,67962,25287,27960,30554,7272,393471,33969,60085,25743,15918,45418,16159,18371,20646,4503,240812,6670,13374,4872,2892,9266,3829,3462,4299,1423,50087,810,1657,353,225,870,427,182,393,541,5458,129,167,49,18,88,59,16,32,159,717,247924,488128,216894,159462,301860,164386,103731,130648,36763,1849796
SOSR102,331,372,3071,2972,1167,7859,499,4194,352,20817,1396,3693,6555,5045,3718,5318,1320,3194,419,30658,5766,14974,10813,6411,8536,4888,3333,4736,922,60379,9050,15657,10273,7233,11126,5153,4296,5815,1133,69736,9144,15129,9668,7403,12289,5507,5125,6759,1108,72132,5186,9915,5786,4035,7755,3567,3598,4328,723,44893,1006,1641,772,499,1297,679,689,767,203,7553,99,212,59,44,121,74,38,68,86,801,11,9,3,3,7,11,3,0,43,90,31989,61602,47000,33645,46016,33056,18901,29861,4989,307059
SOSR103,94,206,1113,1074,405,2153,145,1247,109,6546,479,1516,2210,2037,1308,1719,481,1016,196,10962,1903,5325,3851,2460,2995,1708,1616,1672,298,21828,2821,5296,3638,2660,3968,1792,2099,1988,367,24629,2936,5079,3559,2554,3866,1715,2316,2457,398,24880,1507,3203,1964,1174,2125,864,1519,1390,220,13966,223,464,248,140,277,152,201,211,77,1993,30,37,14,15,20,15,16,19,41,207,6,5,4,0,0,0,0,0,4,19,9999,21131,16601,12114,14964,10118,8393,10000,1710,105030
SOSR111,55,66,654,472,230,1363,99,769,54,3762,258,568,1426,809,583,874,331,593,63,5505,926,2262,2248,1051,1388,872,1003,1049,162,10961,1417,2216,1804,1120,1842,894,1186,1101,172,11752,1412,2135,1621,1021,1842,809,1199,1258,168,11465,863,1396,897,581,1173,513,856,791,119,7189,158,211,126,68,170,98,128,115,31,1105,20,27,10,5,11,9,3,14,20,119,3,0,0,0,0,0,0,0,6,9,5112,8881,8786,5127,7239,5432,4805,5690,795,51867
SOSR112,216,186,1946,1670,603,4621,271,2365,191,12069,897,1768,3934,2846,1727,2724,759,2071,228,16954,2919,6907,6091,3942,4088,3167,1972,3308,422,32816,4354,7939,5048,4413,5462,2918,2507,3665,534,36840,4885,8004,4771,4543,6233,3065,2741,4378,503,39123,3193,5812,3040,2492,4093,2059,2135,2952,370,26146,690,1035,496,323,688,405,495,528,142,4802,137,118,43,27,63,65,38,55,70,616,16,10,6,0,3,0,0,4,31,70,17307,31779,25375,20256,22960,19024,10918,19326,2491,169436
SOSR113,146,131,1321,1088,456,3068,204,1777,186,8377,556,988,2563,1644,1143,1669,691,1466,143,10863,1740,3487,4017,2355,2295,1861,1964,2234,276,20229,2814,4194,3630,2919,3296,2036,2272,2587,378,24126,3451,5006,3779,3231,4014,2172,2572,3171,413,27809,2391,3764,2271,1782,2699,1524,1919,2134,316,18800,613,721,375,269,535,281,335,406,124,3659,118,85,29,15,45,31,22,38,46,429,23,4,4,0,3,3,0,9,17,63,11852,18380,17989,13303,14486,12645,9979,13822,1899,114355
SOSR114,94,83,1086,724,219,2156,135,1296,125,5918,362,626,1895,1022,653,1041,448,1151,97,7295,1328,2641,3179,1790,1718,1341,1248,1987,222,15454,2298,3359,3047,2319,2654,1623,1569,2217,305,19391,2595,3318,2851,2353,2934,1770,1817,2724,319,20681,1821,2303,1750,1375,1965,1129,1339,1845,240,13767,554,454,306,176,402,275,293,367,92,2919,141,64,29,11,41,31,19,30,45,411,12,4,0,4,7,0,0,3,20,50,9205,12852,14143,9774,10593,9366,6868,11620,1465,85886
SOSR115,163,139,1965,1363,442,2807,242,1914,187,9222,511,956,3019,1686,1085,1428,745,1665,146,11241,2068,3833,4733,2960,2527,1866,2136,2696,359,23178,3715,5479,4828,3902,4115,2379,2819,3450,514,31201,4341,6062,4938,4298,4942,2653,3284,4344,586,35448,3358,4520,3150,2369,3185,1765,2471,3114,430,24362,913,742,486,317,599,373,524,565,136,4655,212,99,46,17,59,38,31,55,80,637,30,10,8,3,0,0,0,5,19,75,15311,21840,23173,16915,16954,13309,12252,17808,2457,140019
SOSR121,42,44,553,393,124,901,83,577,61,2778,127,255,767,441,320,387,194,428,46,2965,580,998,1155,724,734,496,510,643,82,5922,1195,1608,1512,1071,1318,641,790,919,142,9196,1466,1942,1648,1217,1595,778,1009,1208,184,11047,1068,1394,999,611,997,488,766,820,122,7265,293,218,135,80,163,93,137,135,44,1298,85,21,7,6,20,7,6,20,17,189,0,3,0,0,0,3,0,0,9,15,4856,6483,6776,4543,5271,3794,3495,4750,707,40675
SOSR122,20,14,286,203,70,390,40,275,30,1328,51,121,361,238,150,176,91,241,11,1440,325,524,649,378,340,218,309,399,46,3188,714,833,745,577,689,322,423,598,91,4992,843,1050,839,688,769,400,561,843,99,6092,704,751,497,367,523,259,435,545,72,4153,222,153,83,62,98,49,85,114,28,894,43,10,9,5,11,5,4,10,8,105,3,0,0,0,0,0,0,0,4,7,2925,3456,3469,2518,2650,1819,1948,3025,389,22199
