region_id,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
SOSR101,36663,90203,247997,239369,208004,133014,31519,3712,483,990964,47,123,280,360,479,313,141,32,5,1780,10,57,237,189,155,63,8,3,0,722,1130,2809,10446,12862,13378,6892,906,85,11,48519,24,201,1040,1198,826,379,45,4,0,3717,263,1234,4182,5032,3866,2183,408,34,6,17208,580,2752,10467,10628,8804,4428,720,74,12,38465,12086,16997,20648,17737,17414,10256,1831,173,16,97158,11599,10829,11773,8060,8082,4001,590,72,12,55018,328,1644,5761,6634,6243,3014,384,30,4,24042,727,2668,8469,6231,3781,1750,327,33,3,23989,632,5374,22399,17835,10841,4806,637,71,15,62610,704,1816,4169,3499,2846,1814,496,95,14,15453,1266,8291,26655,21174,14665,7841,1634,142,8,81676,603,3319,9625,7981,6874,4011,676,43,0,33132,422,2700,11118,11550,11226,6332,811,57,4,44220,1905,6482,20455,22152,25219,17387,2650,195,16,96461,2986,12714,32824,34042,38489,25292,4562,268,22,151199,1165,2068,3459,2977,2305,1240,324,54,4,13596,1600,3703,7294,6744,5812,3339,675,47,4,29218
SOSR102,9820,15739,32259,36423,36428,24436,4788,527,59,160479,8,17,47,55,94,64,27,6,0,318,4,39,97,96,58,37,3,0,0,334,365,453,1020,1477,1511,789,125,10,0,5750,21,61,252,292,253,97,3,0,0,979,78,217,630,863,816,456,92,0,0,3152,91,235,588,776,804,457,66,5,3,3025,3911,3446,3531,3938,4175,2289,323,27,3,21643,3814,2453,1909,1904,1866,1075,132,24,0,13177,34,151,457,611,691,390,74,10,0,2418,133,232,404,391,391,228,34,0,0,1813,96,661,1606,1538,1346,614,61,10,0,5932,219,326,540,565,562,321,66,25,3,2627,225,825,2125,2103,1678,1033,217,18,0,8224,123,463,1057,1237,1371,799,120,6,0,5176,99,550,2475,3101,2760,1214,99,5,0,10303,245,936,3139,4031,4934,3099,321,27,0,16732,647,2563,6257,8090,10428,6224,726,39,0,34974,231,300,400,430,362,200,56,3,0,1982,411,734,1131,1247,1030,702,105,13,0,5373
SOSR103,3120,5640,11899,13102,13124,7965,1301,137,11,56299,6,4,10,19,22,12,4,4,0,81,0,20,61,54,24,17,0,0,0,176,101,126,307,437,399,216,22,0,0,1608,0,7,42,57,48,23,0,0,3,180,25,61,180,239,190,98,17,3,0,813,25,77,183,206,193,89,12,0,0,785,992,1115,1241,1416,1371,627,80,5,3,6850,1299,926,646,542,724,290,37,4,0,4468,30,70,163,241,219,108,14,3,0,848,34,86,146,126,92,48,5,0,0,537,30,258,748,733,505,205,13,0,0,2492,71,123,185,186,174,75,12,3,0,829,78,266,589,604,432,246,48,3,3,2269,48,192,368,445,499,270,38,4,0,1864,25,139,757,987,834,351,29,3,0,3125,140,438,1412,1717,2054,1262,112,4,0,7139,231,968,2184,2766,3263,1704,170,11,0,11297,76,104,126,126,144,72,16,0,0,664,130,250,422,446,377,186,36,4,0,1851
SOSR111,1757,2895,6051,6154,5863,4043,721,85,0,27569,3,12,10,21,36,25,5,3,4,119,3,19,65,47,21,4,4,0,0,163,101,115,270,352,348,164,18,0,0,1368,0,3,41,48,27,9,0,0,0,128,10,47,138,170,131,72,18,0,0,586,18,45,77,113,103,64,10,0,0,430,696,629,700,715,669,368,45,0,0,3822,714,454,362,347,305,169,17,3,0,2371,11,32,84,117,135,90,14,3,0,486,22,36,54,60,41,23,6,0,0,242,23,78,202,218,157,60,4,0,0,742,23,57,88,82,67,53,6,3,0,379,36,116,300,266,230,152,31,3,0,1134,21,54,156,223,227,157,18,0,0,856,27,104,359,475,437,195,21,0,0,1618,42,165,542,722,841,478,44,5,0,2839,108,442,1112,1255,1501,859,86,3,0,5366,40,40,57,54,51,34,3,0,0,279,74,138,209,216,188,117,21,3,0,966
SOSR112,5772,8780,17398,18790,19178,13936,3004,412,43,87313,18,57,92,102,107,100,62,16,3,557,8,35,81,43,37,11,3,0,0,218,223,272,576,610,683,390,65,5,0,2824,9,47,157,218,205,79,5,0,0,720,22,100,251,357,373,219,39,5,0,1366,60,142,275,317,304,175,38,3,0,1314,2426,1795,2262,2208,2368,1400,211,28,0,12698,2105,1486,1374,1377,1462,790,140,12,0,8746,29,92,216,311,368,244,35,5,0,1300,69,158,264,194,196,109,10,4,0,1004,47,228,501,559,513,252,30,5,3,2138,110,171,279,289,304,194,36,10,3,1396,126,389,821,882,770,476,117,11,0,3592,76,190,446,621,692,401,54,5,0,2485,46,277,1143,1573,1415,722,60,3,0,5239,118,502,1945,2782,3073,2075,273,9,3,10780,372,1567,3704,4522,6040,3848,454,30,3,20540,89,138,199,197,193,101,22,3,0,942,221,396,616,644,587,414,64,12,3,2957
SOSR113,4033,5777,11147,12467,13860,10263,2247,315,40,60149,21,37,73,78,133,96,74,14,0,526,19,87,250,174,107,35,5,0,0,677,161,196,360,456,532,295,42,3,0,2045,10,21,64,84,97,36,3,0,0,315,34,59,166,271,261,166,40,3,0,1000,32,79,136,202,222,133,21,3,0,828,1637,1158,1467,1733,1831,1163,179,11,0,9179,1438,935,963,1037,1227,647,116,4,0,6367,15,43,129,194,251,189,40,3,0,864,39,73,102,104,88,55,12,0,0,473,47,156,315,343,373,183,32,6,0,1455,80,119,169,198,197,160,34,6,4,967,61,228,449,576,551,352,87,5,0,2309,46,135,330,443,515,324,44,3,0,1840,33,183,561,806,845,413,45,0,0,2886,92,300,1114,1642,2129,1339,185,9,0,6810,256,850,1772,2523,3857,2444,313,20,0,12035,60,71,136,137,120,94,23,0,0,641,173,274,384,446,418,237,48,9,0,1989
SOSR114,2947,3995,8411,9991,10437,7510,1867,279,27,45464,22,63,88,110,140,110,71,26,3,633,6,32,73,43,29,8,3,0,0,194,123,158,356,427,447,230,47,3,0,1791,0,10,38,64,76,26,3,0,0,217,18,39,125,214,188,130,27,0,0,741,27,63,111,198,207,112,21,0,0,739,1156,708,1054,1279,1407,816,135,14,0,6569,933,528,750,847,979,552,98,9,3,4699,14,42,104,177,226,165,28,3,0,759,18,30,78,73,75,51,12,0,0,337,31,115,247,322,264,142,21,0,0,1142,64,75,149,181,175,113,17,3,0,777,51,143,478,517,444,288,64,7,0,1992,33,72,187,292,349,210,45,3,0,1191,16,114,540,737,609,309,32,0,0,2357,40,250,867,1286,1367,869,121,13,0,4813,183,568,1320,2013,2743,1754,199,13,6,8799,31,33,65,110,104,54,10,3,0,410,137,200,305,369,286,196,36,3,0,1532
SOSR115,4711,6153,12626,16064,17573,13514,2976,441,45,74103,44,98,198,203,245,217,124,48,11,1188,6,51,113,93,76,21,5,0,0,365,179,193,437,654,786,416,52,3,0,2720,4,27,46,107,75,38,3,0,0,300,30,61,245,364,324,217,33,7,0,1281,69,106,224,317,317,192,43,6,0,1274,1687,1043,1470,2059,2328,1325,195,17,3,10127,1366,889,1146,1352,1567,954,153,9,4,7440,24,52,165,311,395,304,58,11,0,1320,30,70,124,160,172,97,19,0,0,672,46,135,323,415,425,197,21,7,0,1569,85,108,206,263,255,180,39,3,0,1139,74,245,589,761,710,431,106,9,0,2925,42,122,308,516,603,373,67,5,0,2036,61,204,793,1160,1102,596,55,3,0,3974,99,386,1429,2157,2751,1657,176,10,0,8665,292,839,1947,3194,4744,2997,378,9,0,14400,66,87,162,205,200,116,28,3,0,867,203,282,441,573,502,280,58,8,3,2350
SOSR121,1385,1635,3163,4737,5596,4127,842,119,9,21613,14,23,47,63,89,79,45,13,0,373,5,8,16,21,17,4,0,0,0,71,48,51,104,215,240,123,12,3,0,796,0,12,14,36,30,8,0,0,0,100,7,15,104,158,140,84,8,3,0,519,15,26,70,103,102,57,9,5,0,387,483,288,375,529,705,377,49,3,0,2809,464,226,275,361,426,219,40,4,0,2015,9,17,50,122,158,88,25,3,0,472,21,17,18,45,41,21,3,0,0,166,11,28,86,148,146,75,17,4,0,515,22,23,58,66,67,48,10,3,0,297,22,69,177,234,229,129,26,0,3,889,17,35,76,147,175,103,18,3,0,574,13,49,205,323,318,160,11,0,0,1079,29,106,359,644,886,517,40,6,0,2587,86,216,515,940,1402,848,101,3,0,4111,41,30,45,68,59,37,5,0,0,285,50,62,123,163,139,102,12,3,0,654
SOSR122,657,812,1742,2567,3164,2332,563,80,0,11917,8,12,40,50,51,46,32,5,4,248,3,9,15,6,7,3,0,0,0,43,18,32,60,112,151,77,14,0,0,464,0,0,6,12,24,17,3,0,0,62,7,8,32,69,52,36,8,0,0,212,3,17,25,59,49,34,9,0,0,196,217,110,187,280,324,206,34,3,0,1361,244,115,176,195,269,168,37,3,0,1207,5,14,22,72,77,64,19,0,0,273,4,3,17,22,25,17,0,3,0,91,5,16,46,71,58,24,8,0,0,228,11,17,20,36,41,20,9,3,0,157,14,28,72,134,118,84,14,0,0,464,8,7,50,77,107,64,12,3,0,328,13,20,107,192,207,89,7,0,0,635,14,49,181,367,474,293,38,3,0,1419,48,121,285,492,724,464,51,0,0,2185,8,12,19,47,46,36,7,0,0,175,26,31,59,72,80,46,10,3,0,327
