region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SOSR101,0,18000,23954,6595,4707,4324,2298,1078,345,61301,0,5334,19116,19004,19761,29281,29588,29860,16644,168588,3541,5850,6076,2908,2279,2573,1884,1316,629,27056,347500,240249,297021,284903,254241,199455,122004,78435,30791,1854599,0,17231,241880,355047,326570,257329,152762,74298,14848,1439965,0,20216,81930,51445,33647,17792,5172,1105,227,211534,0,4527,18298,38589,45798,25547,11029,9489,5138,158415,707478,0,0,0,0,0,0,0,0,707478,0,214754,0,0,0,0,0,0,0,214754,0,127764,89846,27117,14707,6120,892,30,10,266486,0,25805,21403,7930,8779,12112,10761,10345,5289,102424,0,14699,16076,5125,4128,2549,988,463,148,44176,0,36578,55736,16649,11654,9744,5131,2210,628,138330,0,11292,42142,43357,44620,51843,45401,40820,21710,301185,7308,11093,12615,7070,5287,4537,3143,1941,832,53826,714786,483959,579926,552329,495190,387573,235279,140701,48830,3638573
SOSR102,0,3219,2087,694,1027,1114,650,349,95,9235,0,1010,2342,2372,4263,7632,8547,9791,5000,40957,1020,1846,1068,621,626,888,679,446,174,7368,60873,41428,38949,45038,46687,41238,30890,22438,8452,335993,0,2009,29206,50015,52818,49330,36511,20823,4375,245087,0,6631,15788,10964,8053,4623,1795,479,75,48408,0,1541,4987,9666,9886,4126,1968,1949,1159,35282,122628,0,0,0,0,0,0,0,0,122628,0,31197,0,0,0,0,0,0,0,31197,0,24588,9029,3780,2861,1490,235,7,0,41990,0,3322,1658,828,1329,1803,1582,1515,888,12925,0,2445,1399,710,706,405,178,79,39,5961,0,6463,5458,1977,2389,2281,1395,714,164,20841,0,2261,5948,6942,10158,13702,13335,13518,6793,72657,2084,3504,2404,1549,1381,1532,1188,659,245,14546,124712,83961,75877,86431,89581,79292,58187,39743,13738,651522
SOSR103,0,1581,686,193,281,277,141,70,29,3258,0,385,805,815,1405,2176,2558,2826,1252,12222,366,578,397,200,206,254,185,126,55,2367,22172,15784,14467,16221,16314,13557,10122,6951,2239,117827,0,792,11799,19129,19845,17645,12704,6901,1208,90023,0,2105,4986,3282,2541,1177,439,125,24,14679,0,504,1708,3328,3241,1386,732,720,351,11970,44746,0,0,0,0,0,0,0,0,44746,0,12172,0,0,0,0,0,0,0,12172,0,9054,4074,1687,1147,447,67,4,0,16480,0,1310,645,296,434,591,537,563,306,4682,0,849,425,221,187,97,42,26,12,1859,0,3465,2004,549,644,560,335,151,42,7750,0,905,2207,2396,3550,4094,3984,3905,1674,22715,739,1096,898,532,448,427,323,195,69,4727,45485,32252,28746,31420,32037,26424,19163,12590,3686,231803
SOSR111,0,623,306,95,125,151,65,31,7,1403,0,293,488,406,725,1165,1170,1224,591,6062,162,375,171,85,96,129,98,62,30,1208,11056,7356,7079,7597,7302,6281,4070,2686,984,54411,0,438,5919,8699,8673,8033,4940,2471,458,39631,0,1643,2769,1716,1219,595,207,50,5,8204,0,305,959,1643,1402,517,266,232,129,5453,22336,0,0,0,0,0,0,0,0,22336,0,4901,0,0,0,0,0,0,0,4901,0,3894,1287,540,381,158,26,4,0,6290,0,515,279,145,183,209,189,150,99,1769,0,376,199,87,77,48,18,7,7,819,0,1224,762,256,272,289,146,51,14,3014,0,634,1296,1195,1591,2055,1721,1633,746,10871,346,640,395,223,205,236,165,94,30,2334,22682,14570,13865,14504,14003,12140,7678,4692,1488,105622
SOSR112,0,2268,1014,416,594,602,363,169,33,5459,0,921,1699,1582,3043,4815,5047,5359,2663,25129,728,1196,647,360,522,584,511,308,95,4951,37257,24145,22450,24320,25786,22701,16718,11641,4220,189238,0,1556,16367,25132,27549,26399,19169,10549,1960,128681,0,5648,9007,6095,4493,2728,901,250,36,29158,0,1457,3827,6004,5240,1991,911,919,507,20856,74695,0,0,0,0,0,0,0,0,74695,0,15122,0,0,0,0,0,0,0,15122,0,11752,3772,1655,1328,671,86,4,0,19268,0,1950,801,445,720,946,758,671,387,6678,0,1463,692,382,307,174,68,46,53,3185,0,4525,2628,1107,1299,1245,756,322,63,11945,0,1991,4026,4244,6583,8499,7636,7128,3447,43554,1468,2310,1508,935,1030,1015,835,460,122,9683,76163,47774,42628,45999,48549,43668,31120,20349,6575,362825
SOSR113,0,980,495,242,392,418,311,154,45,3037,0,593,904,888,2022,3570,4155,4735,2386,19253,526,854,432,260,412,558,478,283,106,3909,25811,16593,14333,16712,18801,18174,15056,10723,3861,140064,0,1056,10434,17064,20320,21577,18088,10324,2032,100895,0,3704,5815,4198,3361,2097,837,249,35,20296,0,1116,2684,4314,3847,1514,760,856,449,15540,52122,0,0,0,0,0,0,0,0,52122,0,10919,0,0,0,0,0,0,0,10919,0,9100,2876,1463,1167,592,98,6,0,15302,0,1421,495,342,556,663,618,546,308,4949,0,965,431,260,253,144,58,32,6,2149,0,2047,1357,655,867,875,642,300,72,6815,0,1286,2543,2725,4734,6419,6475,6572,3150,33904,1031,1568,1059,688,831,962,834,423,142,7538,53153,33182,27694,31709,35936,34843,28410,19308,6194,270429
SOSR114,0,596,328,174,299,310,230,112,34,2083,0,432,650,698,1501,2516,3091,3567,1800,14255,459,574,311,178,287,458,442,229,89,3027,20601,11367,10870,13050,13648,13158,11455,7904,2823,104876,0,771,8102,13629,15025,15808,13824,7468,1388,76015,0,2860,4735,3367,2674,1562,708,201,31,16138,0,765,1951,3199,2607,929,524,579,323,10877,41144,0,0,0,0,0,0,0,0,41144,0,7686,0,0,0,0,0,0,0,7686,0,5930,1903,1003,788,424,62,3,0,10113,0,1006,335,217,363,490,460,390,238,3499,0,604,258,184,143,95,47,21,3,1355,0,1277,903,461,647,640,451,229,48,4656,0,963,1777,2048,3584,4723,5003,4988,2360,25446,847,1154,715,515,598,754,751,361,126,5821,41991,23016,20679,24623,26429,25425,21830,14240,4517,202750
SOSR115,0,820,506,334,587,602,385,173,29,3436,0,502,879,1054,2444,4059,4722,5120,2519,21299,639,865,489,361,541,756,630,372,139,4792,32063,17530,16353,21088,23744,22716,17760,11715,4078,167047,0,982,12166,21608,25307,27764,21679,11280,2069,122855,0,3607,6801,6136,4935,3094,1154,273,39,26039,0,1035,2856,4858,4563,1695,852,941,492,17292,64725,0,0,0,0,0,0,0,0,64725,0,13077,0,0,0,0,0,0,0,13077,0,10094,3270,1641,1320,686,108,6,3,17128,0,1489,548,374,638,883,812,686,399,5829,0,936,489,366,309,199,89,33,12,2433,0,1688,1315,842,1265,1248,806,354,60,7578,0,1187,2411,2973,5727,7892,7957,7408,3411,38966,1295,1792,1133,930,1118,1372,1129,600,189,9558,66020,35887,30989,39728,45182,44833,34586,21581,6674,325480
SOSR121,0,105,90,57,145,142,83,46,9,677,0,101,166,221,511,898,971,909,390,4167,188,252,127,97,136,207,157,79,20,1263,9437,4861,4185,6178,6966,6391,4437,2381,702,45538,0,249,3368,7081,8532,8580,5922,2562,385,36679,0,765,1575,1621,1500,897,329,77,6,6770,0,223,669,1163,1095,414,222,215,99,4100,18884,0,0,0,0,0,0,0,0,18884,0,4182,0,0,0,0,0,0,0,4182,0,3189,1033,437,360,135,18,4,0,5176,0,355,124,91,161,239,250,178,116,1514,0,226,125,85,89,56,27,6,4,618,0,227,219,157,297,281,173,95,19,1468,0,240,455,722,1314,1869,1746,1432,546,8324,355,499,306,255,269,400,280,134,30,2528,19239,10155,7874,11612,13617,12871,8967,4703,1205,90243
SOSR122,0,53,53,48,119,101,71,20,4,469,0,66,94,118,365,629,614,530,206,2622,116,165,77,70,114,172,102,62,13,891,5160,2622,2224,3417,3992,3889,2660,1322,395,25681,0,130,1719,3667,4525,4821,3445,1372,227,19906,0,389,930,1022,916,603,222,44,10,4136,0,159,355,675,637,277,151,117,70,2441,10289,0,0,0,0,0,0,0,0,10289,0,2181,0,0,0,0,0,0,0,2181,0,1471,513,288,200,95,16,0,0,2583,0,215,67,63,99,140,110,98,55,847,0,148,72,57,53,35,17,11,0,393,0,122,133,116,242,200,141,59,7,1020,0,141,296,446,1012,1338,1258,891,302,5684,231,329,197,165,243,318,207,95,25,1810,10520,5285,4282,6499,7927,7827,5567,2687,696,51290
