region_id,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_Country_birth_ns,Tot_P_Tot_Resp
SOSR101,169422,1288488,279819,3908648
SOSR102,32377,456965,44930,697443
SOSR103,13551,125367,14041,245937
SOSR111,4033,83625,6969,112762
SOSR112,14524,285074,28916,396531
SOSR113,11097,207991,22185,296157
SOSR114,7962,162439,15720,220366
SOSR115,13992,251629,24323,354084
SOSR121,3805,69705,5524,96532
SOSR122,2213,39683,3674,55551
SOSR131,21100,365736,34220,520597
SOSR179,9,44,8,119
SOSR199,512,5475,2883,12918
