region_id,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW_,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW_,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW_,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW_,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW_,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW_,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW_,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW_,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW_,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW_,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW_,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW_,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW_,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW_,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW_,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW_,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW_,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW_,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW_,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW_,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW_,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW_,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW_,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW_,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW_,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW_,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW_,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW_,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
SOSR101,44894,7727,842,483,55752,14898,124596,48857,15935,2115,1010,58739,13828,140484,110763,68111,11260,4407,86847,28552,309940,91671,85512,18783,7544,62889,22069,288468,75411,78343,18437,7383,60207,19286,259067,52588,58678,16323,7482,52190,15516,202777,22360,30765,13893,8396,35526,12450,123390,9245,13508,7540,5736,23570,10048,69647,2595,3085,1524,1378,10286,4425,23293,458384,361664,90717,43819,446006,141072,1541662,48095,12254,1603,778,42913,12134,117777,51566,27106,5757,4261,40098,10889,139677,77093,87163,34783,41919,53954,23175,318087,37972,84942,57647,64114,37102,18719,300496,30432,84425,57382,42922,35725,16252,267138,23312,62693,43345,34079,33209,14189,210827,10729,28642,26276,24438,27715,12833,130633,8304,14980,12262,11809,27507,13769,88631,4506,5162,2817,2286,22711,8992,46474,292009,407367,241872,226606,320934,130952,1619740,92989,19981,2445,1261,98665,27032,242373,100423,43041,7872,5271,98837,24717,280161,187856,155274,46043,46326,140801,51727,628027,129643,170454,76430,71658,99991,40788,588964,105843,162768,75819,50305,95932,35538,526205,75900,121371,59668,41561,85399,29705,413604,33089,59407,40169,32834,63241,25283,254023,17549,28488,19802,17545,51077,23817,158278,7101,8247,4341,3664
SOSR102,9557,1568,168,89,9618,2586,23586,8796,3300,484,245,7578,1511,21914,14331,11388,2343,981,7930,2603,39576,13596,15158,3829,1598,7285,2772,44238,13528,15458,3890,1645,8543,3088,46152,10028,12552,4073,2156,9579,2791,41179,4357,7412,4284,2962,7849,3004,29868,2034,3423,2243,2040,6240,3272,19252,654,842,422,450,2925,1452,6745,76881,71101,21736,12166,67547,23079,272510,10293,2389,330,161,7014,1950,22137,8036,5595,1373,1062,4345,1176,21587,7590,13156,6649,8022,3512,1979,40908,4549,14765,11073,11211,3258,2210,47066,5114,17462,11626,7811,4548,2529,49090,4177,13089,9867,8102,6070,2512,43817,2041,6381,6771,7394,7115,3540,33242,1877,3940,3240,3609,7872,4704,25242,1097,1308,758,650,5943,2754,12510,44774,78085,51687,48022,49677,23354,295599,19850,3957,498,250,16632,4536,45723,16832,8895,1857,1307,11923,2687,43501,21921,24544,8992,9003,11442,4582,80484,18145,29923,14902,12809,10543,4982,91304,18642,32920,15516,9456,13091,5617,95242,14205,25641,13940,10258,15649,5303,84996,6398,13793,11055,10356,14964,6544,63110,3911,7363,5483,5649,14112,7976,44494,1751,2150,1180,1100
SOSR103,3432,536,67,41,3651,891,8618,3373,1243,171,82,3584,603,9056,5304,4146,834,317,3696,976,15273,4731,5195,1447,650,3093,958,16074,4676,5430,1493,604,3450,1013,16666,3130,4071,1415,756,3478,931,13781,1341,2324,1315,1074,2756,947,9757,671,1093,665,684,2039,1029,6181,174,227,116,127,828,339,1811,26832,24265,7523,4335,26575,7687,97217,3670,923,126,70,2698,735,8222,3049,2053,518,374,2055,509,8558,2696,4765,2400,2913,1646,686,15106,1507,5089,4071,4012,1406,727,16812,1629,5594,4129,3097,1765,791,17005,1290,3854,3243,2892,2160,862,14301,670,1993,2112,2486,2417,1099,10777,611,1180,912,1141,2479,1420,7743,317,383,191,171,1648,533,3243,15439,25834,17702,17156,18274,7362,101767,7102,1459,193,111,6349,1626,16840,6422,3296,689,456,5639,1112,17614,8000,8911,3234,3230,5342,1662,30379,6238,10284,5518,4662,4499,1685,32886,6305,11024,5622,3701,5215,1804,33671,4420,7925,4658,3648,5638,1793,28082,2011,4317,3427,3560,5173,2046,20534,1282,2273,1577,1825,4518,2449,13924,491,610,307,298
SOSR111,1573,289,29,12,1653,443,3999,1447,647,94,53,1214,240,3695,2596,2201,415,175,1385,453,7225,2255,2519,639,266,1247,479,7405,2067,2451,621,234,1360,479,7212,1600,1837,561,288,1621,432,6339,570,949,521,435,1079,432,3986,232,373,271,263,717,392,2248,60,69,38,39,334,128,668,12400,11335,3189,1765,10610,3478,42777,1763,528,99,38,1243,348,4019,1315,1107,284,263,654,232,3855,1154,2329,1248,1667,654,331,7383,695,2429,1934,1844,650,378,7930,764,2696,1810,1298,706,379,7653,564,1819,1559,1428,908,412,6690,239,729,831,1110,998,501,4408,234,451,399,481,943,544,3052,131,170,83,74,759,255,1472,6859,12258,8247,8203,7515,3380,46462,3336,817,128,50,2896,791,8018,2762,1754,378,316,1868,472,7550,3750,4530,1663,1842,2039,784,14608,2950,4948,2573,2110,1897,857,15335,2831,5147,2431,1532,2066,858,14865,2164,3656,2120,1716,2529,844,13029,809,1678,1352,1545,2077,933,8394,466,824,670,744,1660,936,5300,191,239,121,113
SOSR112,5284,1055,131,76,5703,1670,13919,4801,2322,386,187,3840,1214,12750,7410,6675,1459,702,4146,2096,22488,6826,7962,2143,1022,3958,2002,23913,6831,8354,2312,974,4612,1978,25061,5591,6931,2348,1180,5318,1756,23124,2393,3944,2244,1569,4304,1661,16115,1081,1816,1182,1071,3191,1606,9947,286,356,196,199,1535,616,3188,40503,39415,12401,6980,36607,14599,150505,5766,1690,314,182,4075,1422,13449,3960,3988,1152,1116,2015,775,13006,3511,7571,4055,5390,1942,1219,23688,2418,8057,6063,5789,1966,1349,25642,2897,9762,6392,4191,2629,1459,27330,2388,7588,5426,4313,3270,1433,24418,1060,3443,3734,4267,3864,1934,18302,985,1975,1716,2072,4296,2376,13420,550,654,392,357,3490,1302,6745,23535,44728,29244,27677,27547,13269,166000,11050,2745,445,258,9778,3092,27368,8761,6310,1538,1303,5855,1989,25756,10921,14246,5514,6092,6088,3315,46176,9244,16019,8206,6811,5924,3351,49555,9728,18116,8704,5165,7241,3437,52391,7979,14519,7774,5493,8588,3189,47542,3453,7387,5978,5836,8168,3595,34417,2066,3791,2898,3143,7487,3982,23367,836,1010,588,556
SOSR113,3754,737,88,45,4043,1267,9934,2951,1438,276,153,2959,840,8617,4825,4090,932,514,3011,1452,14824,4449,5198,1460,768,3085,1443,16403,4887,6043,1591,753,3943,1478,18695,4087,5417,1910,1053,4466,1507,18440,2043,3523,2119,1544,3999,1666,14894,955,1706,1245,1063,3010,1684,9663,272,382,205,214,1404,653,3130,28223,28534,9826,6107,29920,11990,114600,3970,1257,209,134,3147,1117,9834,2370,2397,781,789,1671,631,8639,2076,4307,2638,3778,1440,952,15191,1425,5181,4104,4234,1619,1036,17599,1983,6805,4775,3178,2051,1149,19941,1646,5478,4455,3781,2991,1320,19671,918,2918,3356,3938,3495,1815,16440,768,1711,1616,2007,3803,2328,12233,482,627,377,319,3040,1233,6078,15638,30681,22311,22158,23257,11581,125626,7724,1994,297,179,7190,2384,19768,5321,3835,1057,942,4630,1471,17256,6901,8397,3570,4292,4451,2404,30015,5874,10379,5564,5002,4704,2479,34002,6870,12848,6366,3931,5994,2627,38636,5733,10895,6365,4834,7457,2827,38111,2961,6441,5475,5482,7494,3481,31334,1723,3417,2861,3070,6813,4012,21896,754,1009,582,533
SOSR114,2713,535,85,27,2791,959,7110,1954,1030,157,95,1796,483,5515,3398,3153,701,329,2246,884,10711,3593,4008,1167,559,2292,946,12565,3759,4386,1249,560,2873,1006,13833,3018,3861,1395,747,3421,1064,13506,1621,2638,1604,1237,3189,1263,11552,772,1239,857,738,2239,1334,7179,209,240,154,104,994,534,2235,21037,21090,7369,4396,21841,8473,84206,2619,918,173,110,2130,803,6753,1350,1671,595,638,887,346,5487,1456,3308,1995,3038,1018,679,11494,1106,4078,3253,3477,1104,748,13766,1465,4816,3469,2390,1514,777,14431,1109,3938,3286,2912,2048,956,14249,682,2119,2470,3078,2785,1418,12552,628,1253,1129,1448,2663,1796,8917,347,421,239,223,2068,1032,4330,10762,22522,16609,17314,16217,8555,91979,5332,1453,258,137,4921,1762,13863,3304,2701,752,733,2683,829,11002,4854,6461,2696,3367,3264,1563,22205,4699,8086,4420,4036,3396,1694,26331,5224,9202,4718,2950,4387,1783,28264,4127,7799,4681,3659,5469,2020,27755,2303,4757,4074,4315,5974,2681,24104,1400,2492,1986,2186,4902,3130,16096,556,661,393,327
SOSR115,4505,865,105,64,4690,1559,11788,3040,1512,230,151,2922,871,8726,5124,4712,1104,529,3291,1369,16129,5669,6631,1853,932,3589,1711,20385,6075,7654,2178,980,4760,1758,23405,5246,7312,2584,1502,5788,1803,24235,2382,4338,2746,2125,5034,2067,18692,1084,1915,1210,1282,3737,1970,11198,316,378,249,232,1533,723,3431,33441,35317,12259,7797,35344,13831,137989,4489,1357,228,137,3162,1316,10689,2353,2354,769,850,1506,530,8362,2140,4916,3135,4664,1473,895,17223,1722,6592,5233,5718,1710,1189,22164,2421,8620,5956,4396,2362,1357,25112,1910,6894,5534,5228,3408,1484,24458,988,3295,4028,4929,4039,2111,19390,912,1916,1657,2186,4121,2550,13342,532,603,370,350,3208,1348,6411,17467,36547,26910,28458,24989,12780,147151,8994,2222,333,201,7852,2875,22477,5393,3866,999,1001,4428,1401,17088,7264,9628,4239,5193,4764,2264,33352,7391,13223,7086,6650,5299,2900,42549,8496,16274,8134,5376,7122,3115,48517,7156,14206,8118,6730,9196,3287,48693,3370,7633,6774,7054,9073,4178,38082,1996,3831,2867,3468,7858,4520,24540,848,981,619,582
SOSR121,1362,255,30,21,1392,415,3475,828,334,58,38,783,164,2205,1299,1130,337,142,795,260,3963,1620,1913,655,279,970,376,5813,1883,2420,747,308,1337,451,7146,1530,2122,878,445,1605,469,7049,638,1141,730,620,1320,535,4984,259,452,293,345,807,413,2569,70,68,32,49,281,123,623,9489,9835,3760,2247,9290,3206,37827,1392,401,56,38,916,359,3162,608,525,182,173,408,145,2041,528,1244,807,1252,361,196,4388,454,1891,1538,1820,448,286,6437,630,2535,1864,1367,586,382,7364,501,1942,1631,1560,844,374,6852,224,822,978,1310,984,492,4810,186,409,341,512,755,438,2641,93,122,57,53,484,193,1002,4616,9891,7454,8085,5786,2865,38697,2754,656,86,59,2308,774,6637,1436,859,240,211,1191,309,4246,1827,2374,1144,1394,1156,456,8351,2074,3804,2193,2099,1418,662,12250,2513,4955,2611,1675,1923,833,14510,2031,4064,2509,2005,2449,843,13901,862,1963,1708,1930,2304,1027,9794,445,861,634,857,1562,851,5210,163,190,89,102
SOSR122,701,146,26,8,681,210,1772,408,186,33,13,409,104,1153,660,713,178,92,451,173,2267,920,1101,339,178,570,264,3372,1115,1372,461,208,820,311,4287,910,1267,503,291,1021,335,4327,400,730,451,394,902,340,3217,136,256,177,211,463,278,1521,29,40,22,25,152,84,352,5279,5811,2190,1420,5469,2099,22268,770,223,33,25,507,208,1766,263,313,102,124,207,70,1079,276,697,432,661,177,153,2396,246,1100,861,997,242,189,3635,383,1435,1049,781,371,233,4252,314,1080,946,1019,569,280,4208,142,495,618,760,570,321,2906,95,207,177,264,437,272,1452,57,67,31,44,221,99,519,2546,5617,4249,4675,3301,1825,22213,1471,369,59,33,1188,418,3538,671,499,135,137,616,174,2232,936,1410,610,753,628,326,4663,1166,2201,1200,1175,812,453,7007,1498,2807,1510,989,1191,544,8539,1224,2347,1449,1310,1590,615,8535,542,1225,1069,1154,1472,661,6123,231,463,354,475,900,550,2973,86,107,53,69
