region_id,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SOSR101,52080,38062,23823,9246,2696,612,190685,996,11650,13849,11789,9099,2936,864,187,51370,47213,183273,139722,96130,60707,24741,10142,3077,565005,26428,66245,69806,55939,38326,19029,8742,2889,287404,3888,7591,10890,11724,9880,5290,2346,940,52549,38990,77294,77307,70982,50034,29054,15088,4780,363529,5881,7489,6956,6081,3892,1533,547,187,32566,48759,92374,95153,88787,63806,35877,17981,5907,448644,4428,10058,11379,13172,11792,7667,4705,1993,65194,46989,51607,42774,39413,34911,29347,26909,17365,289315,178720,475466,424763,343292,242464,128843,72039,32030,1897617
SOSR102,3369,3223,2557,1124,389,73,13243,80,1093,1731,1913,1768,601,194,26,7406,3677,15734,14017,10572,8354,3920,1630,477,58381,2660,7302,10321,9710,7565,4079,2062,518,44217,899,1296,1931,2288,2348,1400,628,177,10967,10626,19736,20736,21703,15976,10081,5734,1754,106346,1901,1734,1465,1332,974,380,149,44,7979,13426,22766,24132,25323,19298,11861,6511,1975,125292,483,785,1087,1657,1630,1121,680,290,7733,6900,5094,6144,7385,7517,8467,9423,5516,56446,27340,55168,60801,59783,48689,31173,20889,8875,312718
SOSR103,1528,1439,1111,406,94,26,6346,73,561,570,662,586,149,41,3,2645,1956,5660,4836,3516,2462,1048,382,118,19978,1331,2773,3750,3260,2394,1057,454,133,15152,326,503,780,868,706,388,159,49,3779,3859,7346,7519,7644,5276,3066,1692,461,36863,636,653,515,484,296,138,46,11,2779,4821,8502,8814,8996,6278,3592,1897,521,43421,194,280,420,582,528,378,179,60,2621,2667,1869,2058,2447,2541,2555,2796,1114,18047,11201,21228,21976,20902,15900,9185,5843,1975,108210
SOSR111,356,386,257,92,24,7,1459,16,170,319,339,263,79,17,3,1206,512,2320,2028,1401,1110,440,154,39,8004,389,1251,1543,1349,1081,471,185,42,6311,130,222,292,347,305,141,59,28,1524,2267,4077,3790,3468,2369,1249,587,116,17923,418,389,288,242,180,39,16,3,1575,2815,4688,4370,4057,2854,1429,662,147,21022,62,119,167,252,214,144,61,31,1050,1203,875,1026,1133,1160,1156,1146,638,8337,5002,9755,9809,8917,6939,3811,2249,907,47389
SOSR112,1402,1448,1359,582,213,39,5935,44,579,926,1119,1035,339,101,21,4164,1747,7431,7126,5650,4809,2247,1000,297,30307,1116,3402,4833,5047,4260,2407,1138,298,22501,621,789,1037,1230,1247,693,307,109,6033,7080,12271,11432,11556,8399,4784,2429,700,58651,1450,1332,1014,911,559,217,67,23,5573,9151,14392,13483,13697,10205,5694,2803,832,70257,279,412,611,1018,1085,789,458,173,4825,4945,3629,4016,4501,4408,4535,4857,2677,33568,17326,30693,32397,32480,27161,16593,10570,4337,171557
SOSR113,879,970,942,559,221,49,4156,38,350,535,727,751,287,96,17,2801,979,3894,3762,3505,3385,1860,949,279,18613,751,2006,2957,3384,3045,2077,1082,279,15581,396,463,692,887,899,628,308,89,4362,4601,8022,8108,8837,6633,4429,2449,636,43715,934,827,665,635,422,199,78,16,3776,5931,9312,9465,10359,7954,5256,2835,741,51853,185,260,389,663,725,577,338,158,3295,3659,2593,3022,3459,3784,4318,4632,2599,28066,11572,18922,21009,23067,20586,14934,10153,4122,124365
SOSR114,486,454,442,213,66,13,1947,19,246,414,424,460,180,58,11,1812,561,2774,3063,2235,2081,1209,516,170,12609,402,1498,2224,2305,2067,1412,668,177,10753,234,391,532,666,620,394,184,60,3081,3332,6233,6532,6784,4978,3420,1795,421,33495,610,563,474,424,331,141,40,7,2590,4176,7187,7538,7874,5929,3955,2019,488,39166,144,251,311,500,595,441,254,76,2572,2436,1750,2128,2377,2708,3333,3450,1989,20171,7758,13959,16164,16169,14282,10743,7031,2924,89030
SOSR115,916,991,1059,500,154,31,4124,34,370,737,918,990,345,86,17,3497,955,4346,5030,4338,4191,2105,795,246,22006,762,2417,3873,4103,3764,2203,990,299,18411,394,643,885,1045,1103,624,273,102,5069,5039,9192,10390,11364,8830,5490,2653,718,53676,933,897,777,733,517,219,68,24,4168,6366,10732,12052,13142,10450,6333,2994,844,62913,197,360,588,925,1027,690,405,151,4343,3876,2474,3460,4052,4373,5100,5109,2486,30930,12228,21134,26656,28469,25854,17276,10533,4074,146224
SOSR121,259,303,336,135,37,9,1198,9,85,178,255,313,87,16,3,946,226,1071,1505,1366,1187,534,165,49,6103,193,616,1135,1363,1218,605,230,42,5402,107,144,242,344,302,193,61,14,1407,1323,2385,3222,3568,2738,1543,634,121,15534,205,223,251,225,148,69,26,4,1151,1635,2752,3715,4137,3188,1805,721,139,18092,68,92,161,302,260,168,74,24,1149,965,550,793,1072,1129,1237,979,410,7135,3110,5271,7746,8798,7631,4571,2222,676,40025
SOSR122,148,184,197,100,16,0,716,8,50,119,157,178,45,8,0,565,107,532,838,780,722,359,129,22,3489,115,340,633,721,644,388,112,27,2980,60,100,120,168,187,96,28,6,765,632,1264,1734,2012,1595,927,361,65,8590,135,123,141,140,117,26,8,0,690,827,1487,1995,2320,1899,1049,397,71,10045,36,45,102,160,182,124,44,9,702,562,362,544,713,788,765,560,198,4492,1661,2881,4379,5035,4610,2830,1266,327,22989
