region_id,Singapore_Before_1941,Singapore_1941_1950,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2005,Singapore_2006,Singapore_2007,Singapore_2008,Singapore_2009,Singapore_2010,Singapore_2011,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1941,South_Africa_1941_1950,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2005,South_Africa_2006,South_Africa_2007,South_Africa_2008,South_Africa_2009,South_Africa_2010,South_Africa_2011,South_Africa_Yr_arrival_ns,South_Africa_Tot,SE_Europe_nfd_Before_1941,SE_Europe_nfd_1941_1950,SE_Europe_nfd_1951_1960,SE_Europe_nfd_1961_1970,SE_Europe_nfd_1971_1980,SE_Europe_nfd_1981_1990,SE_Europe_nfd_1991_2000,SE_Europe_nfd_2001_2005,South_Eastern_Europe_nfd_2006,South_Eastern_Europe_nfd_2007,South_Eastern_Europe_nfd_2008,South_Eastern_Europe_nfd_2009,South_Eastern_Europe_nfd_2010,South_Eastern_Europe_nfd_2011,SE_Europe_nfd_arrival_ns,SE_Europe_nfd_Total,Sri_Lanka_Before_1941,Sri_Lanka_1941_1950,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2005,Sri_Lanka_2006,Sri_Lanka_2007,Sri_Lanka_2008,Sri_Lanka_2009,Sri_Lanka_2010,Sri_Lanka_2011,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1941,Thailand_1941_1950,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2005,Thailand_2006,Thailand_2007,Thailand_2008,Thailand_2009,Thailand_2010,Thailand_2011,Thailand_Yr_arrival_ns,Thailand_Tot,Turkey_Before_1941,Turkey_1941_1950,Turkey_1951_1960,Turkey_1961_1970,Turkey_1971_1980,Turkey_1981_1990,Turkey_1991_2000,Turkey_2001_2005,Turkey_2006,Turkey_2007,Turkey_2008,Turkey_2009,Turkey_2010,Turkey_2011,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1941,United_Kingdom_1941_1950,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2005,United_Kingdom_2006,United_Kingdom_2007,United_Kingdom_2008,United_Kingdom_2009,United_Kingdom_2010,United_Kingdom_2011,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1941,USA_1941_1950,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2005,United_States_America_2006,United_States_America_2007,United_States_America_2008,United_States_America_2009,United_States_America_2010,United_States_America_2011,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1941,Vietnam_1941_1950,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2005,Vietnam_2006,Vietnam_2007,Vietnam_2008,Vietnam_2009,Vietnam_2010,Vietnam_2011,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1941,Born_elsewhere_1941_1950,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2005,Born_elsewhere_2006,Born_elsewhere_2007,Born_elsewhere_2008,Born_elsewhere_2009,Born_elsewhere_2010,Born_elsewhere_2011,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1941,Tot_1941_1950,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2005,Tot_2006,Tot_2007,Tot_2008,Tot_2009,Tot_2010,Tot_2011,Tot_Yr_arrival_NS,Tot_Tot
SOSR101,12,44,187,447,1226,1949,1682,1532,379,430,448,423,493,325,344,9921,22,38,172,788,3384,6431,8172,5260,841,1243,1806,1142,1091,568,723,31681,24,203,459,1939,976,464,1653,217,16,11,23,10,9,7,198,6209,9,25,113,537,1288,5213,6379,3027,732,813,972,951,831,389,573,21852,4,0,10,102,544,2453,2972,2747,835,966,1131,1057,689,334,789,14633,3,16,39,1694,3250,2181,2004,957,173,168,188,223,203,136,460,11695,1326,4327,11748,30940,21476,19692,18028,15589,4034,4377,4662,4219,4975,2762,6911,155066,32,92,197,965,1789,2209,3390,2680,681,809,984,1127,1658,1001,805,18419,3,15,29,148,12395,26070,15678,3940,1080,1360,1554,1715,1222,671,3525,69405,427,4738,7363,17214,35251,44595,53058,35145,9696,12451,13659,12757,10575,6132,10165,273226,3508,19696,61927,126398,152657,252669,284093,177859,46652,54163,61091,55461,49562,28205,58199,1432140
SOSR102,3,5,15,36,79,61,49,38,4,13,9,15,14,17,15,373,5,10,35,125,334,355,533,461,115,92,144,103,66,47,55,2480,0,35,90,218,101,25,47,12,0,0,0,0,0,3,24,555,0,0,7,53,60,117,100,58,40,13,30,17,21,7,20,543,0,0,3,9,31,89,170,152,56,52,57,51,49,22,43,784,0,0,0,27,38,22,31,15,0,4,6,6,7,4,6,166,497,1473,3937,8861,4711,3526,2542,2013,576,524,505,497,441,185,1692,31980,6,18,43,171,281,256,391,326,75,90,121,90,118,59,67,2112,0,0,0,6,113,123,69,39,13,22,22,21,22,5,54,509,44,705,918,1511,1698,1503,1443,1376,366,391,526,574,555,334,592,12536,769,4015,9973,16087,12196,12225,10606,7623,2106,2320,2699,2624,2501,1365,4523,91632
SOSR103,4,6,7,12,21,9,14,17,3,3,4,13,8,3,0,124,0,5,3,32,79,87,118,129,32,24,43,21,10,18,7,608,0,10,86,252,133,21,104,24,3,0,0,3,0,0,22,658,0,3,3,13,21,39,48,18,6,20,29,14,23,11,7,255,0,0,0,0,15,41,77,104,27,25,60,74,52,47,42,564,0,0,0,39,376,141,95,26,5,6,4,10,7,3,23,735,169,470,2068,5512,2489,1184,646,479,148,155,111,106,71,47,657,14312,0,7,7,37,96,76,110,94,34,28,28,31,40,37,29,654,0,0,0,4,214,217,99,39,5,19,24,19,42,24,28,734,14,273,836,1615,1982,937,735,476,178,262,251,332,490,225,362,8968,249,1436,7417,12376,8769,5018,4435,2798,777,1019,1306,1601,1608,882,2276,51967
SOSR111,0,0,0,4,6,5,10,0,0,3,0,0,0,0,0,28,0,0,3,5,19,22,66,51,49,34,52,16,17,9,9,352,0,7,13,25,8,4,5,0,0,0,0,0,0,0,3,65,0,0,0,0,5,14,5,3,6,5,3,10,0,0,0,51,0,0,0,0,3,8,23,18,13,11,0,13,9,0,0,98,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,35,120,391,778,449,370,174,184,50,63,44,36,37,16,166,2913,0,0,4,12,24,29,38,38,9,7,3,10,5,7,5,191,0,0,0,0,3,13,7,3,0,0,0,0,3,0,6,35,6,93,136,163,175,173,115,145,81,45,72,123,114,99,62,1602,46,527,1170,1415,1113,1258,982,820,385,352,361,383,322,214,483,9831
SOSR112,0,0,5,19,32,22,31,18,9,8,13,13,11,3,14,198,0,4,16,63,106,120,205,179,40,76,79,63,49,21,20,1041,0,18,26,58,27,3,15,0,3,0,0,0,0,0,4,154,0,3,4,20,16,39,70,44,24,24,10,32,37,15,10,348,0,0,0,0,8,45,74,79,24,24,23,34,10,27,24,372,0,4,0,7,19,10,18,5,4,0,3,0,0,0,3,73,168,729,1917,3961,2015,1119,881,575,173,164,171,147,95,86,748,12949,0,6,11,104,167,131,135,120,41,36,30,43,21,13,42,900,0,0,3,3,35,47,28,22,11,4,8,18,23,8,69,279,19,259,444,651,622,592,628,862,259,268,309,282,313,171,353,6032,290,1684,4420,6544,4859,4302,3951,3271,1037,1089,1162,1252,1136,740,2248,37985
SOSR113,0,0,4,13,25,11,7,4,3,3,5,7,10,6,6,104,0,9,16,44,114,93,155,130,77,62,83,40,41,26,26,916,0,13,19,53,20,3,8,4,0,0,0,0,0,0,10,130,4,4,4,16,15,25,31,12,10,26,10,10,11,9,12,199,0,0,0,0,4,26,58,61,19,16,21,34,12,9,18,278,0,0,0,4,13,8,24,40,9,4,9,0,5,6,13,135,207,617,1659,3249,1617,818,508,482,89,95,152,115,115,58,621,10402,3,0,12,76,105,89,121,102,35,21,22,50,52,18,31,737,0,0,0,0,22,18,29,17,0,5,6,6,18,18,24,163,27,219,383,547,498,432,456,441,131,141,169,164,213,136,224,4181,417,1591,4261,5621,3783,3202,2982,2320,655,698,990,939,898,588,1793,30738
SOSR114,0,0,3,7,17,10,12,10,4,3,0,8,3,3,4,84,3,0,10,33,56,57,91,102,30,31,58,43,18,23,12,567,0,3,16,52,11,7,8,0,0,0,0,0,0,0,6,103,0,3,3,4,13,10,15,13,3,10,9,6,3,3,3,98,0,0,0,3,4,13,29,24,10,10,5,8,4,8,13,131,0,0,0,6,6,0,3,0,0,0,0,0,0,0,0,15,116,429,1184,2410,1120,570,392,308,103,87,94,108,59,26,412,7418,3,7,15,41,54,59,59,73,16,10,11,14,41,20,14,437,0,0,0,0,12,28,12,10,4,11,12,13,5,3,3,113,11,138,250,321,325,220,204,202,57,54,90,56,73,55,97,2153,208,1002,2731,3881,2506,2037,1650,1266,374,363,492,473,426,261,1000,18670
SOSR115,3,0,10,15,21,20,4,9,3,0,0,3,3,3,9,103,0,8,15,66,132,106,151,88,34,44,67,40,16,0,18,785,0,8,26,94,26,6,7,0,3,0,0,0,0,0,6,176,0,4,9,12,12,18,22,5,8,6,17,3,5,4,3,128,0,0,0,5,12,42,46,42,13,17,24,23,11,6,13,254,0,0,0,8,9,11,5,0,0,0,0,0,0,0,0,33,195,746,2166,4471,2257,1274,883,733,141,195,122,139,97,71,803,14293,3,15,15,84,175,124,139,136,27,28,42,37,23,23,51,922,0,0,0,0,27,49,31,3,3,4,11,5,3,3,32,171,29,308,469,744,664,463,453,320,81,121,140,134,147,48,234,4355,347,1759,4937,7425,5086,4034,3261,2282,548,676,812,758,618,354,1918,34815
SOSR121,0,0,3,3,8,5,3,6,0,3,0,0,0,0,0,31,0,0,4,20,36,43,34,30,12,6,11,14,0,0,8,218,0,5,9,15,6,5,3,0,0,0,0,0,0,0,3,46,0,0,3,7,9,11,6,0,0,0,3,0,0,0,4,43,0,0,0,0,0,7,14,11,3,4,5,9,5,4,0,62,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,9,40,200,569,1228,597,376,229,183,33,44,25,32,37,15,177,3785,0,5,8,33,46,28,35,28,12,3,4,3,5,3,7,220,0,0,0,0,12,11,4,4,0,0,0,0,0,0,7,38,5,60,118,190,212,141,123,58,24,7,16,12,11,12,35,1024,68,467,1374,2088,1417,1120,806,487,128,114,126,127,137,82,434,8975
SOSR122,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,18,0,0,3,9,22,22,17,11,12,13,6,10,0,0,3,128,0,0,10,8,4,0,0,0,0,0,0,0,0,0,0,22,4,0,0,5,0,3,0,0,0,0,0,3,0,0,0,15,0,0,0,0,4,0,5,10,0,0,5,3,7,0,5,39,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,20,95,345,816,375,223,123,77,30,11,12,17,17,10,91,2262,0,4,3,18,28,24,15,17,4,3,7,6,3,4,9,145,0,0,0,0,3,0,3,0,0,0,0,0,0,4,11,21,0,34,84,131,88,65,49,39,11,9,13,8,12,3,28,574,34,247,819,1321,874,681,461,288,102,53,82,78,75,41,262,5418
