region_id,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SOSR101,9917,11914,21831,10815,9164,19979,6953,26112,33065,12051,53453,65504,59649,36775,96424,60865,31522,92387,61299,27865,89164,67213,30033,97246,66841,24658,91499,118589,34215,152804,107187,7486,114673,101512,32895,134407,76363,3592,79955,40215,1880,42095,75448,3560,79008,94782,11439,106221,16459,15085,31544,986158,361648,1347806
SOSR102,1045,1476,2521,1771,1946,3717,1186,7122,8308,2446,19583,22029,17754,12617,30371,16756,8406,25162,15461,6178,21639,15019,5645,20664,14405,3923,18328,23952,5018,28970,19345,950,20295,13963,2675,16638,10135,282,10417,4244,131,4375,5670,137,5807,17839,1709,19548,3529,4511,8040,184520,82309,266829
SOSR103,505,729,1234,746,848,1594,468,2806,3274,1028,6326,7354,6760,3430,10190,5660,2338,7998,5162,1815,6977,4888,1714,6602,4720,1271,5991,8376,1589,9965,6929,261,7190,5144,894,6038,3764,97,3861,1495,30,1525,1975,37,2012,6054,527,6581,1246,1357,2603,64920,26069,90989
SOSR111,158,232,390,259,301,560,187,1017,1204,486,2728,3214,2685,1745,4430,2541,1448,3989,2387,1023,3410,2484,960,3444,2353,624,2977,4222,752,4974,3429,132,3561,2419,414,2833,1576,37,1613,648,19,667,784,23,807,2703,216,2919,562,614,1176,29883,12285,42168
SOSR112,527,823,1350,1036,1290,2326,797,4650,5447,1798,11203,13001,10717,7734,18451,10254,5732,15986,9554,4018,13572,9526,3339,12865,8799,2301,11100,13406,2648,16054,10016,463,10479,6136,1300,7436,4211,99,4310,1478,38,1516,1921,60,1981,9531,903,10434,2016,2562,4578,101723,49163,150886
SOSR113,458,630,1088,965,970,1935,688,3627,4315,1457,9579,11036,9625,6184,15809,8834,4023,12857,7874,2639,10513,6765,2194,8959,6164,1405,7569,8881,1700,10581,6170,219,6389,4405,1053,5458,3043,81,3124,1191,26,1217,1508,53,1561,7409,513,7922,1887,2293,4180,77324,37189,114513
SOSR114,335,489,824,794,772,1566,482,2702,3184,1067,7491,8558,7630,4557,12187,6690,3144,9834,6195,1945,8140,5242,1559,6801,4952,957,5909,6828,1151,7979,4860,175,5035,2796,577,3373,1926,57,1983,604,13,617,799,21,820,5361,335,5696,1377,1789,3166,57938,27734,85672
SOSR115,591,793,1384,1248,1062,2310,761,4122,4883,1842,11619,13461,12226,6975,19201,10375,4625,15000,9680,3135,12815,8496,2545,11041,7704,1484,9188,11019,1812,12831,7487,248,7735,4687,923,5610,3102,68,3170,1095,25,1120,1433,30,1463,9413,590,10003,2206,2604,4810,93365,42660,136025
SOSR121,180,216,396,298,269,567,191,875,1066,423,2336,2759,3048,1404,4452,2636,1025,3661,2543,734,3277,2302,557,2859,2187,352,2539,3230,387,3617,2327,47,2374,1508,209,1717,1083,14,1097,398,4,402,531,7,538,2653,100,2753,580,521,1101,26118,9057,35175
SOSR122,118,146,264,230,192,422,126,644,770,245,1800,2045,1980,874,2854,1560,679,2239,1486,431,1917,1352,363,1715,1161,201,1362,1636,231,1867,1165,26,1191,683,149,832,522,10,532,169,3,172,274,0,274,1601,92,1693,351,355,706,14659,6196,20855
SOSR131,1786,1355,3141,2215,1569,3784,997,3891,4888,2157,8471,10628,12772,5723,18495,12170,4819,16989,12592,3337,15929,11339,2666,14005,11404,1611,13015,16971,1756,18727,12624,202,12826,9055,1357,10412,6856,64,6920,2915,29,2944,5032,21,5053,16821,623,17444,3087,2094,5181,140793,39588,180381
SOSR179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
