POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA2630,12,24,11,4,18,0,0,71,16,20,15,4,10,0,0,70,18,23,8,4,13,7,0,75,256,299,176,100,138,17,6,987,3,0,0,3,0,0,0,7,298,376,214,111,183,25,4,1208,6,4,5,0,4,0,0,26,10,4,4,9,9,0,0,36,0,4,5,3,8,0,0,19,54,91,54,37,49,6,3,307,0,3,0,0,0,0,0,3,78,111,68,54,58,14,3,387,375,480,285,166,243,36,10,1599
POA2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,18,21,17,12,14,3,0,75,0,0,0,0,0,0,0,0,18,19,15,10,18,3,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,5,4,3,3,0,0,22,23,29,23,14,20,3,0,110
POA2632,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,11,0,3,0,3,0,3,0,11,87,88,42,19,28,10,0,279,0,0,0,0,0,0,0,0,95,93,48,24,30,10,0,301,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,3,0,0,0,0,0,5,8,17,8,6,3,0,0,41,0,0,0,0,0,0,0,0,12,20,17,6,6,0,0,60,106,115,60,31,35,10,0,361
POA2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,15,4,4,3,3,0,37,0,3,0,0,0,0,0,3,17,13,4,4,7,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,3,3,3,0,4,0,0,11,17,21,3,3,10,3,0,51
POA2640,143,140,59,52,61,19,13,491,96,91,65,23,53,18,3,342,102,77,49,36,49,9,3,324,1472,1336,789,532,655,179,43,5007,6,0,5,3,4,0,0,17,1812,1655,968,648,819,224,65,6185,7,11,9,8,6,3,0,53,31,25,21,24,13,3,0,121,12,14,16,5,7,0,4,60,279,409,248,164,226,42,17,1392,12,10,13,11,3,0,0,47,346,470,314,210,262,52,28,1675,2152,2122,1278,858,1083,274,89,7857
POA2641,128,93,35,21,21,20,10,330,22,29,18,10,13,0,0,89,24,21,8,13,3,0,0,62,461,445,238,155,233,57,16,1608,3,3,8,3,0,0,0,14,631,589,311,202,269,88,25,2111,8,6,0,0,3,7,0,33,13,12,14,8,3,0,0,54,9,5,3,5,0,0,4,28,175,222,147,96,96,19,4,753,3,14,5,3,0,0,0,32,208,263,170,115,108,30,11,903,839,854,479,313,372,113,33,3013
POA2642,10,3,0,5,3,0,0,24,7,8,5,0,10,0,0,43,5,7,13,8,3,0,0,43,216,270,170,98,111,21,10,898,0,0,3,0,0,0,0,3,246,292,191,113,133,24,10,1010,0,0,0,0,0,0,0,3,4,7,0,3,3,0,0,17,0,0,4,0,0,0,0,5,19,47,23,30,24,4,0,147,7,0,0,0,0,0,0,3,29,56,33,34,22,4,3,177,279,354,222,144,155,25,6,1188
POA2643,0,3,0,3,3,0,0,14,3,0,0,0,0,0,0,9,7,3,0,4,0,0,0,15,107,119,79,39,45,5,0,388,0,0,0,0,0,0,0,3,119,128,78,50,54,7,3,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,25,21,14,14,15,3,3,90,0,0,0,0,0,0,0,0,26,24,18,9,18,3,3,100,139,145,95,57,70,10,3,531
POA2644,3,0,0,0,0,0,0,5,3,0,3,3,3,0,0,19,8,9,0,0,0,0,0,17,94,102,65,45,50,11,4,372,0,0,0,0,0,0,0,0,107,115,65,46,53,11,4,414,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,3,23,18,20,14,18,0,0,92,0,0,0,0,0,0,0,0,23,18,27,17,15,0,0,96,130,140,94,60,71,10,3,514
POA2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,8,3,0,0,0,48,0,0,0,0,0,0,0,0,12,21,11,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,13,9,26,15,3,3,3,0,61
POA2646,8,13,3,5,0,0,0,30,12,12,8,6,9,3,0,40,7,14,5,0,4,0,0,41,229,276,159,85,124,15,6,896,4,0,0,0,0,0,0,8,262,316,174,96,140,24,11,1014,0,0,4,0,0,0,0,7,3,5,0,0,3,0,0,13,3,3,3,0,0,0,0,7,48,67,48,40,41,4,0,244,0,5,0,0,4,0,0,8,49,79,59,41,50,3,0,282,312,391,234,135,189,24,8,1297
POA2647,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,4,80,81,53,33,29,9,0,281,0,0,0,0,0,0,0,0,88,84,55,33,27,9,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,12,9,8,3,0,64,3,0,0,0,0,0,0,6,20,23,8,10,6,3,0,72,109,108,69,36,40,11,3,370
POA2648,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,10,0,0,0,0,0,0,0,4,87,67,37,26,36,7,0,255,0,0,0,0,3,0,0,5,94,72,38,25,38,5,0,273,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,14,4,3,3,0,66,0,5,4,3,0,0,0,17,10,38,19,7,8,3,0,82,107,108,58,36,47,5,0,356
POA2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POA2650,346,345,173,98,127,44,12,1146,108,132,79,45,54,13,6,425,114,104,43,43,47,6,0,361,2303,2357,1312,900,1109,249,82,8310,9,8,4,0,3,0,0,28,2881,2948,1607,1092,1338,308,99,10272,35,45,18,13,19,10,5,156,43,42,17,10,25,8,0,142,8,21,11,7,14,0,3,72,588,730,415,337,411,60,20,2565,29,24,19,6,3,0,0,80,717,856,481,371,476,72,31,3016,3597,3803,2095,1466,1816,385,128,13286
POA2651,6,10,7,4,4,0,0,27,9,7,0,0,0,4,0,16,8,4,3,0,0,0,0,15,116,126,58,28,44,6,3,384,0,0,0,0,0,0,0,0,138,141,65,36,45,6,3,448,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,4,18,45,19,9,19,0,0,123,5,0,0,0,0,0,0,5,23,51,31,13,22,0,0,139,164,193,93,48,73,7,4,584
POA2652,3,9,3,3,4,0,0,28,10,10,3,3,0,0,0,30,7,0,0,3,0,0,0,15,195,221,121,66,80,17,4,703,3,5,0,3,0,0,0,18,220,247,131,76,85,16,4,787,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,3,3,0,0,0,0,0,3,32,40,30,18,24,3,0,147,3,0,0,0,0,0,0,6,40,47,36,21,20,3,0,167,267,297,166,97,108,17,4,955
POA2653,3,4,4,0,4,0,0,14,8,7,3,3,3,0,0,26,7,0,0,0,0,0,0,13,85,80,62,34,35,7,0,300,0,0,0,0,0,0,0,0,104,94,69,39,40,7,0,353,0,0,0,0,0,0,0,3,0,3,0,5,4,0,0,9,0,0,0,0,0,0,0,0,26,29,9,11,13,3,0,80,4,0,0,0,0,0,0,4,28,29,12,16,14,3,0,101,132,122,80,50,58,9,3,451
POA2655,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,81,67,44,31,28,3,3,256,0,0,0,0,0,0,0,3,89,72,46,31,32,3,3,276,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,10,5,5,4,7,3,0,30,0,0,0,0,0,0,0,0,10,5,5,4,7,3,0,35,93,81,49,39,33,10,3,309
POA2656,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,3,0,0,0,4,57,64,35,14,23,3,4,200,0,0,0,0,0,0,0,0,60,67,37,18,30,3,4,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,14,8,3,0,0,0,38,0,0,0,0,0,0,0,0,16,10,3,3,4,0,0,44,73,81,40,25,28,3,4,263
POA2658,0,9,3,0,0,0,0,15,0,0,3,0,3,0,0,7,0,5,3,3,3,0,0,12,62,72,52,28,29,10,3,261,0,4,0,0,0,0,0,7,65,86,63,38,32,8,3,292,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,5,7,0,0,0,47,0,0,0,0,0,0,0,0,17,19,9,7,0,0,0,52,82,103,73,44,34,9,3,348
POA2659,3,4,0,0,0,0,0,7,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,36,47,31,19,18,5,0,148,0,0,0,0,0,0,0,0,42,49,31,19,19,5,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8,9,0,5,10,0,0,35,0,0,0,0,0,0,0,0,8,13,3,4,15,0,0,44,55,60,31,27,33,5,0,211
POA2660,0,3,0,3,3,0,0,10,0,3,6,7,3,0,0,16,3,9,0,7,4,0,0,21,65,78,41,31,29,9,3,260,0,0,0,0,0,0,0,0,71,90,51,39,41,9,8,310,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,3,0,0,0,0,3,12,25,10,16,6,0,0,74,0,0,0,0,0,0,0,3,12,24,17,15,7,0,0,82,85,120,72,60,50,6,8,393
POA2661,0,0,0,3,0,0,0,4,0,3,3,0,0,0,0,6,7,0,0,0,0,0,0,7,24,15,3,0,0,0,0,46,0,0,0,0,0,0,0,0,26,18,7,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,18,7,3,3,0,0,62
POA2663,4,12,3,8,0,4,0,25,13,8,0,3,0,0,0,20,6,11,7,3,0,0,0,23,152,190,107,67,70,7,3,603,0,0,0,0,0,0,0,0,175,212,122,82,72,13,3,674,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,4,62,70,37,23,32,7,0,219,0,0,3,0,0,0,0,6,66,75,40,27,41,7,0,243,237,284,159,105,110,17,3,919
POA2665,3,3,0,0,0,0,0,8,0,3,3,0,0,0,0,9,0,3,5,0,0,0,0,6,101,121,65,42,44,5,6,372,0,4,3,0,0,0,0,6,102,133,75,41,42,5,6,405,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,12,20,16,6,8,5,0,58,0,0,0,0,0,0,0,0,13,19,17,6,9,5,0,68,116,154,93,49,53,8,6,482
POA2666,17,16,3,3,9,0,0,43,3,4,3,4,3,0,0,16,5,8,0,4,0,0,0,14,243,260,149,90,129,16,4,893,0,3,0,0,0,0,0,7,270,291,153,102,138,21,4,973,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,10,0,0,3,0,3,0,0,7,47,62,40,26,41,3,0,222,4,5,0,0,0,0,0,12,48,71,50,35,43,5,0,250,320,363,200,139,178,27,0,1226
POA2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,14,9,10,3,0,82,0,0,0,0,0,0,0,0,25,28,14,9,10,3,0,87,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,5,9,3,4,0,0,23,0,0,0,0,0,0,0,0,8,10,9,3,3,0,0,28,26,39,22,9,16,3,0,113
POA2669,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,5,81,99,46,21,22,3,0,271,0,0,0,0,0,0,0,3,85,95,54,18,26,3,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,12,4,9,0,0,51,0,0,0,3,0,0,0,3,8,20,13,3,4,0,0,56,96,116,71,26,34,3,0,340
POA2671,14,13,11,3,0,0,0,43,9,4,0,3,0,0,0,20,3,4,0,3,3,0,0,12,165,202,108,58,62,6,3,605,0,3,3,0,0,0,0,4,188,231,123,66,66,8,3,682,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,26,54,29,16,22,4,0,153,0,0,0,3,0,0,0,10,32,55,32,19,25,4,0,174,219,288,160,82,94,15,0,858
POA2672,7,0,0,0,0,0,0,4,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,88,78,30,10,27,0,0,233,0,0,0,0,0,0,0,3,97,81,31,12,26,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,14,13,12,0,0,90,0,0,3,0,0,0,0,5,20,31,13,12,13,0,0,89,109,112,47,22,41,0,0,344
POA2675,12,8,3,7,3,0,0,24,8,0,0,0,0,0,0,8,3,0,3,0,0,0,0,11,64,64,39,15,26,0,0,204,0,0,0,0,0,0,0,0,81,73,46,21,29,3,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,4,9,3,5,0,0,31,0,0,0,0,0,0,0,3,9,4,6,3,4,0,0,36,93,78,53,26,36,3,0,285
POA2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2680,286,240,160,87,120,16,8,921,67,53,41,28,27,0,0,228,55,42,24,10,19,3,0,158,832,906,510,318,405,58,8,3030,11,10,3,4,0,0,0,33,1259,1251,742,450,570,84,18,4370,31,34,21,15,15,0,3,127,36,23,11,18,14,7,0,108,8,13,8,3,3,0,0,32,180,182,113,69,85,19,5,652,12,16,11,5,0,0,0,49,266,273,168,104,121,22,5,971,1527,1527,912,558,690,102,21,5341
POA2681,4,7,5,4,4,0,0,29,0,3,3,3,0,0,0,11,4,6,0,0,0,0,0,13,65,74,64,34,31,6,0,273,0,0,0,4,0,0,0,3,78,81,78,44,41,5,0,328,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,3,12,11,11,6,3,0,0,48,3,0,0,0,0,0,0,3,17,14,9,6,8,0,0,56,96,94,88,53,51,5,0,387
POA2700,11,8,4,3,0,0,0,25,3,9,3,5,5,0,0,22,8,3,3,0,0,0,0,10,177,206,118,62,88,12,0,667,0,0,0,0,0,0,0,0,195,225,128,66,92,12,0,722,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,62,66,40,28,36,0,0,231,5,3,0,0,0,0,0,9,72,75,38,28,36,5,0,253,262,298,171,92,127,14,0,978
POA2701,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,8,0,0,0,3,0,0,0,7,115,117,69,59,68,9,3,434,0,0,0,0,0,0,0,0,120,123,73,59,74,7,4,458,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,13,0,0,0,0,0,0,0,0,16,42,21,13,17,0,0,116,0,3,0,0,3,0,0,4,17,52,31,16,16,0,0,138,139,171,101,78,91,12,7,593
POA2702,0,4,3,0,0,0,0,6,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,3,34,36,29,13,21,3,0,134,0,0,0,3,0,0,0,3,36,39,33,15,20,3,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,0,0,0,0,27,0,0,0,0,0,0,0,0,3,13,6,3,0,0,0,28,44,53,42,21,25,3,0,186
POA2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,18,26,15,13,10,0,0,80,0,0,0,0,0,0,0,0,18,31,21,13,13,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,9,7,7,7,0,0,40,0,0,0,0,0,0,0,0,8,13,7,7,7,3,0,44,28,37,29,14,22,3,0,136
POA2705,32,32,21,13,22,3,0,122,14,21,6,7,0,0,0,50,11,7,5,3,12,0,0,42,409,403,254,155,211,24,5,1475,4,7,0,3,0,0,0,14,471,475,295,179,243,34,5,1709,4,0,0,3,0,0,0,8,3,6,3,0,0,0,0,16,0,0,0,0,0,0,0,3,121,128,81,39,61,5,0,438,7,3,4,0,0,3,0,18,133,134,88,46,65,12,0,485,606,609,381,227,313,43,5,2193
POA2706,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,33,47,25,16,20,6,0,149,0,0,0,0,0,0,0,0,36,50,29,12,22,6,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,18,4,10,0,0,75,0,0,4,0,0,0,0,6,19,24,25,4,9,0,0,78,55,77,47,18,27,6,0,233
POA2707,0,4,0,0,3,4,0,7,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,59,74,39,21,29,3,3,220,0,0,0,0,0,0,0,0,66,84,41,22,31,4,3,242,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,3,0,0,0,0,0,3,7,13,8,5,11,0,0,49,0,0,3,0,0,0,0,3,11,15,11,9,11,0,0,63,75,96,55,31,44,6,3,311
POA2710,17,15,9,4,7,0,0,51,5,10,5,4,3,0,0,30,13,15,10,0,5,3,0,42,370,414,241,135,162,30,0,1358,3,3,6,3,4,0,0,13,412,457,259,155,177,31,0,1493,0,4,3,0,3,0,0,9,5,3,8,3,5,0,0,20,0,0,3,5,0,0,0,16,75,103,58,45,65,9,0,361,6,5,0,3,4,3,0,19,88,116,67,59,71,13,0,422,501,572,329,211,249,51,5,1917
POA2711,15,12,3,0,0,0,0,24,9,13,0,0,0,0,0,24,4,5,3,0,0,0,0,13,95,120,81,37,59,8,0,406,3,0,0,0,0,0,0,10,125,147,93,41,60,9,0,482,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,3,0,0,0,0,0,8,23,25,24,19,16,0,0,120,0,0,0,0,0,0,0,4,29,34,28,23,22,0,0,129,153,180,114,69,85,9,3,609
POA2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,41,45,28,20,36,3,0,171,0,0,0,0,0,0,0,0,43,49,25,24,34,3,0,181,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,11,12,3,4,0,0,38,0,0,0,0,0,0,0,0,8,11,10,4,4,0,0,45,52,63,40,30,41,4,0,225
POA2713,8,11,6,3,3,0,0,28,9,3,0,0,0,0,0,22,0,9,6,3,0,0,0,19,99,102,64,45,52,4,0,370,0,0,0,0,0,0,0,0,122,125,72,52,53,4,0,432,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,24,17,18,19,4,0,90,0,0,0,0,0,0,0,5,14,30,20,16,22,4,0,112,140,152,96,70,76,3,3,540
POA2714,7,6,0,0,3,0,0,21,7,5,9,0,0,0,0,16,7,0,0,0,3,0,0,10,101,108,54,20,33,10,3,321,0,0,0,0,0,0,0,0,116,119,60,22,39,12,3,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,21,23,17,9,9,0,0,82,0,6,0,3,3,0,0,11,26,36,22,14,10,0,0,101,144,151,80,35,48,10,3,466
POA2715,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,69,74,34,22,30,0,0,230,0,0,0,0,0,0,0,4,77,81,32,17,33,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,17,6,8,5,0,0,51,0,0,0,0,0,0,0,3,15,17,11,14,4,0,0,63,91,100,48,28,40,0,0,308
POA2716,3,9,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,30,30,23,14,21,0,0,126,0,0,0,0,0,0,0,0,37,40,29,15,21,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,5,3,3,0,0,35,0,0,0,0,0,0,0,3,10,12,10,3,3,0,0,34,39,52,39,23,28,4,0,181
POA2717,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,35,40,35,18,25,3,0,154,0,0,0,0,0,0,0,0,38,42,35,19,33,3,0,165,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,28,24,5,8,11,0,0,77,4,6,0,0,0,0,0,12,28,38,12,10,15,0,0,103,69,75,47,31,41,9,4,269
POA2720,17,27,10,9,10,0,0,74,8,18,3,3,8,0,0,42,21,16,10,6,12,0,0,66,308,331,200,102,129,19,3,1089,0,0,0,0,0,0,0,6,358,390,224,125,158,26,3,1276,0,0,0,0,0,0,0,3,3,6,6,7,3,0,0,18,0,5,3,3,3,0,0,16,65,87,67,35,44,5,0,303,6,5,3,0,4,0,0,19,70,107,78,44,54,7,0,365,426,492,299,168,214,34,3,1640
POA2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,8,7,0,0,36,0,0,0,0,0,0,0,0,10,13,3,8,7,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,11,16,3,4,5,0,0,49
POA2722,4,0,4,0,0,0,0,7,0,5,4,0,0,0,0,12,4,0,0,0,4,0,0,13,131,120,95,64,59,8,3,486,3,3,6,3,3,0,0,15,142,132,106,72,64,9,3,533,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,6,30,35,29,12,26,3,0,137,3,3,4,0,3,0,0,11,34,43,38,14,33,3,0,168,173,178,143,87,96,19,4,697
POA2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,20,13,4,5,0,0,54,0,0,0,0,0,0,0,0,14,20,13,7,6,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,12,16,22,17,11,5,0,0,72
POA2726,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,12,8,3,0,0,0,28,0,0,0,0,0,0,0,0,10,12,8,3,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,8,3,4,0,0,31
POA2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,18,8,8,0,0,71,0,0,0,0,0,0,0,0,23,26,18,8,8,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,14,23,26,23,12,8,0,0,86
POA2729,0,3,0,0,0,0,0,3,0,3,7,0,3,0,0,16,3,3,5,3,0,0,0,14,74,92,55,30,40,11,0,305,0,0,0,0,0,0,0,3,83,110,67,33,42,12,0,339,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,11,6,15,10,12,0,0,55,0,0,0,0,0,0,0,0,14,13,20,11,11,0,0,64,94,117,85,40,53,12,0,403
