POA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA2000,0,0,0,0,0,0,0,3,0,10,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,9,0,20,0,0,0,0,0,3,0,12,0,5,0,15,0,4,0,0,0,7,0,3,0,13,0,30,0,7,0,0,0,21,0,0,0,3,0,35,3,6,0,8,0,28,0,8,3,3,0,60,9,3,0,4,0,21,0,3,0,7,0,53,8,9,0,8,0,15,0,3,0,3,0,47,15,3,0,5,0,12,0,4,3,6,0,45,25,5,4,10,5,29,0,3,0,3,0,91,18,6,0,17,9,3,3,3,3,3,0,63,18,0,0,9,0,0,0,3,0,5,0,39,11,3,0,3,3,33,0,3,0,0,0,56,83,6,4,51,17,40,3,7
POA2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,4,0,0,0,0,0,10,0,4,0,0,0,8,0,3,0,0,0,16,0,0,0,0,0,9,0,0,0,0,0,8,3,5,0,5,0,8,0,0,0,5,0,29,0,0,0,5,0,5,0,3,0,0,0,25,3,0,0,3,0,6,0,3,0,3,0,22,12,0,0,13,0,6,0,0,0,3,0,41,6,0,0,3,3,5,0,0,0,3,0,16,5,0,0,5,0,3,0,0,0,0,0,12,5,0,0,6,0,5,0,0,0,3,0,14,13,0,0,7,7,3,0,0
POA2008,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,3,0,5,0,0,4,0,0,14,3,0,0,0,0,7,0,0,0,5,0,15,3,0,0,0,0,3,0,0,0,0,0,12,4,0,0,8,3,3,0,0,0,3,0,22,4,0,0,8,0,0,0,0,0,0,0,14,9,4,0,6,3,3,0,0,3,3,0,31,6,0,0,0,3,3,0,0,0,0,0,20,30,0,0,22,9,7,0,0
POA2009,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,7,0,3,0,3,0,18,0,0,0,0,0,5,0,3,0,3,0,18,3,3,0,3,0,21,0,4,0,12,0,42,3,0,0,7,0,11,0,0,0,3,0,25,0,0,0,10,0,14,0,3,0,0,0,30,5,0,0,9,3,7,0,0,0,3,0,34,15,3,0,26,3,36,0,3,0,3,0,85,15,8,0,23,3,14,0,0,0,5,0,69,17,3,0,13,0,6,0,3,0,0,0,43,22,0,0,16,0,44,0,0,0,0,0,87,93,10,4,65,24,46,3,0
POA2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,3,0,0,0,4,0,12,0,0,0,3,0,8,0,4,0,3,0,26,0,0,0,6,0,16,0,4,0,6,0,34,0,0,0,7,0,10,0,0,0,3,0,29,3,0,0,6,0,7,0,4,0,5,0,21,3,0,0,11,0,8,0,3,0,6,0,35,11,3,0,23,5,28,3,3,0,5,0,75,9,3,0,26,7,3,3,0,0,0,0,56,24,0,0,24,7,8,0,3,0,3,0,65,20,3,0,11,3,38,0,0,0,0,0,81,138,15,4,99,27,44,0,10
POA2011,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,6,3,3,0,3,0,3,0,3,0,0,0,18,0,0,0,0,0,7,0,0,0,0,0,15,3,3,0,3,0,7,3,0,0,0,0,24,9,0,0,11,0,12,0,3,0,3,0,35,12,0,3,17,0,4,0,0,0,0,0,33,11,0,0,12,0,3,0,0,0,0,0,23,7,3,0,14,5,14,0,3,0,0,0,49,53,8,0,57,24,30,0,4
POA2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,3,0,6,0,10,3,0,0,0,0,7,0,3,0,0,0,19,3,4,0,4,0,5,0,3,0,3,0,32,0,3,0,7,0,12,0,3,0,0,0,31,4,0,0,3,0,10,0,3,0,0,0,17,14,0,0,29,3,17,0,4,0,0,0,71,25,3,0,28,0,11,0,0,0,0,0,74,21,0,0,26,11,11,0,0,0,4,0,75,18,0,0,17,7,16,0,0,0,0,0,67,102,0,3,77,25,25,5,4
POA2016,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,17,0,0,0,0,0,8,0,6,0,3,0,12,0,0,0,3,0,6,0,0,0,3,0,14,0,4,0,5,0,3,0,3,0,3,0,23,0,3,0,3,0,9,0,0,0,3,0,18,0,3,0,8,0,0,0,0,0,3,0,14,8,4,0,25,0,8,0,4,0,3,0,61,7,0,0,17,6,9,0,0,0,6,0,49,12,0,0,19,4,5,0,3,0,0,0,50,15,3,0,10,4,24,0,3,0,4,0,59,76,3,3,66,15,15,3,0
POA2017,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,8,0,18,0,0,0,0,0,4,0,6,0,10,0,19,0,3,0,0,0,4,0,9,5,11,0,37,0,0,0,3,0,15,0,3,3,13,0,35,4,7,0,10,0,22,0,12,0,10,0,57,3,0,0,6,0,9,0,3,0,14,0,39,7,3,0,19,0,31,0,3,0,7,0,76,13,3,0,13,0,25,0,6,4,6,0,69,26,8,0,43,10,48,0,10,0,5,0,140,26,0,0,49,13,16,0,4,0,3,0,104,27,3,0,30,17,11,0,0,0,3,0,91,21,0,0,9,4,19,0,3,0,6,0,69,105,4,0,52,24,31,7,3
