POA_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
POA2048,528,1483,713,153,52,2919,112,3034
POA2049,881,2157,985,159,54,4230,126,4364
POA2050,1662,1983,556,68,31,4301,116,4414
POA2052,337,72,6,0,3,415,28,442
POA2060,1369,3399,1058,192,48,6066,167,6230
POA2061,828,1396,509,58,21,2819,90,2910
POA2062,272,1599,877,128,56,2934,53,2987
POA2063,89,643,894,260,95,1982,41,2017
POA2064,539,1974,828,139,31,3516,75,3593
POA2065,2047,6710,2902,491,189,12330,265,12599
POA2066,978,5324,4008,852,344,11506,262,11766
POA2067,1988,4464,2057,454,144,9115,263,9379
POA2068,342,2177,2249,500,200,5475,141,5611
POA2069,221,1500,1985,527,238,4470,83,4554
POA2070,303,1509,1874,529,183,4392,104,4499
POA2071,178,1501,1828,552,250,4307,90,4396
POA2072,127,1091,956,245,96,2517,31,2549
POA2073,149,1336,2461,749,314,5007,94,5103
POA2074,345,2477,3134,943,376,7267,159,7429
POA2075,131,2010,3126,980,450,6697,115,6815
POA2076,354,2478,3400,979,461,7665,153,7823
POA2077,1626,6616,3716,887,412,13265,316,13583
POA2079,70,622,1004,320,208,2222,35,2257
POA2080,17,169,236,87,37,543,13,555
POA2081,41,464,768,270,128,1670,33,1698
POA2082,42,522,791,250,124,1733,20,1751
POA2083,59,205,182,63,37,550,37,590
POA2084,12,188,458,201,170,1038,23,1060
POA2085,127,964,1648,579,307,3624,132,3750
POA2086,88,1000,1980,639,325,4031,90,4122
POA2087,194,1183,1889,519,260,4043,96,4140
POA2088,1111,5043,3476,824,327,10774,252,11022
POA2089,832,2890,1176,174,65,5143,107,5245
POA2090,704,3217,1568,258,94,5846,136,5982
POA2092,61,635,987,333,137,2153,34,2188
POA2093,482,3258,3045,714,278,7773,169,7946
POA2094,183,1090,786,137,49,2244,57,2300
POA2095,1160,3230,1541,294,96,6316,206,6524
POA2096,332,2279,2006,442,190,5258,157,5411
POA2097,229,1453,2229,689,345,4949,135,5082
POA2099,1416,6044,4719,1301,651,14120,475,14595
POA2100,377,2128,2709,856,478,6542,201,6742
POA2101,453,2420,2634,769,470,6747,203,6954
POA2102,50,708,1164,307,132,2359,61,2415
POA2103,173,1178,1536,485,262,3640,108,3746
POA2104,143,475,435,197,133,1383,61,1441
POA2105,58,178,258,83,38,623,21,640
POA2106,97,976,1419,434,259,3192,142,3339
POA2107,103,1247,2297,784,363,4801,130,4927
POA2108,26,197,263,73,39,594,17,612
POA2109,245,460,85,3,0,796,27,817
POA2110,209,906,1331,393,245,3085,81,3170
POA2111,536,2123,1915,454,261,5290,143,5432
POA2112,1177,4784,3752,1106,546,11359,310,11673
POA2113,775,2713,2078,557,259,6384,143,6528
POA2114,1074,4156,2570,593,254,8637,234,8874
POA2115,304,1193,1319,392,185,3395,111,3508
POA2116,229,769,833,252,105,2185,57,2244
POA2117,690,2473,2637,757,393,6949,215,7164
POA2118,384,2511,3293,972,418,7582,177,7757
POA2119,101,1008,1716,517,221,3572,58,3625
POA2120,260,2291,2793,754,361,6457,144,6600
POA2121,642,3772,3403,906,348,9065,207,9272
POA2122,1337,4493,3341,815,366,10347,325,10663
POA2123,0,0,0,0,0,0,0,0
POA2125,97,1078,2293,946,566,4978,92,5070
POA2126,143,1525,2708,925,422,5723,76,5797
POA2127,279,2808,1994,275,66,5418,116,5531
POA2128,38,318,279,68,44,745,22,770
POA2129,0,0,0,0,0,0,0,0
POA2130,563,1524,586,99,29,2803,74,2879
POA2131,1872,4130,1661,312,139,8115,428,8546
POA2132,423,1439,1099,278,123,3360,108,3472
POA2133,409,1496,1254,389,195,3743,110,3856
POA2134,1539,2250,921,212,131,5058,230,5285
POA2135,1406,2897,1964,762,411,7439,407,7844
POA2136,236,937,843,237,125,2380,62,2438
POA2137,680,3425,3542,915,455,9018,223,9238
POA2138,1051,3832,1750,358,164,7156,183,7335
POA2139,0,0,0,0,0,0,0,0
POA2140,786,2631,1197,249,97,4961,200,5161
POA2141,1023,3294,2614,807,359,8101,382,8479
POA2142,1209,3485,2149,598,335,7775,392,8164
POA2143,268,1020,886,285,143,2593,110,2705
POA2144,1453,3919,2499,901,566,9336,577,9919
POA2145,2323,10125,8322,2314,1235,24309,806,25119
POA2146,398,2097,2080,585,279,5436,181,5611
POA2147,1058,3837,4463,1551,771,11688,434,12118
POA2148,1807,7538,6622,2205,1067,19241,819,20059
POA2150,2682,5661,1634,266,144,10386,426,10811
POA2151,690,2873,2528,639,300,7023,199,7228
POA2152,341,1799,1472,373,145,4130,130,4261
POA2153,606,5123,8123,2569,1358,17776,336,18118
POA2154,543,3470,5436,1844,1065,12359,279,12639
POA2155,181,3094,7866,2799,1463,15407,290,15692
POA2156,72,726,1459,752,850,3856,83,3946
POA2157,12,196,359,240,242,1052,34,1088
POA2158,68,580,999,454,457,2556,59,2619
POA2159,39,329,550,296,313,1541,34,1574
POA2160,1471,4228,3224,1072,677,10663,504,11166
POA2161,1091,3100,2680,1034,644,8542,458,8997
POA2162,633,1863,1796,673,354,5316,205,5522
POA2163,508,1144,726,244,132,2760,202,2956
POA2164,534,1890,1954,865,468,5708,241,5946
POA2165,1712,4603,3503,1356,677,11858,608,12463
POA2166,2159,5569,4257,1686,796,14467,683,15151
POA2167,199,1141,1051,285,144,2820,85,2902
POA2168,1295,3472,3972,1822,1063,11617,628,12243
POA2170,3173,10668,10703,3826,2003,30369,1333,31702
POA2171,153,1656,4173,1797,1112,8887,264,9148
POA2172,10,126,407,159,114,814,12,822
POA2173,94,1133,1968,623,271,4090,70,4157
POA2174,10,109,304,98,43,563,14,577
POA2175,19,85,150,107,138,503,17,517
POA2176,592,3376,4958,2487,1587,13007,372,13378
POA2177,249,1198,1511,814,450,4226,139,4367
POA2178,17,160,307,239,326,1049,37,1087
POA2179,69,451,604,309,330,1761,128,1894
POA2190,665,2119,2466,939,621,6808,301,7108
POA2191,207,663,749,267,123,2016,66,2081
POA2192,647,1755,1175,347,183,4107,149,4256
POA2193,617,2298,1613,460,189,5177,154,5339
POA2194,1415,3718,1834,427,218,7613,352,7963
POA2195,1084,3965,1791,471,268,7573,416,7990
POA2196,867,3343,2985,1089,621,8910,396,9307
POA2197,230,826,903,397,205,2559,113,2674
POA2198,107,756,1037,384,251,2538,86,2622
POA2199,553,1763,1734,620,340,5011,240,5249
POA2200,1539,5005,3839,1249,645,12286,532,12817
POA2203,881,2762,1315,227,93,5286,183,5463
POA2204,1833,4786,2098,463,190,9369,352,9729
POA2205,1265,3089,1476,393,170,6400,269,6671
POA2206,531,2157,2231,734,389,6050,223,6270
POA2207,824,3504,3020,952,452,8759,273,9031
POA2208,424,1455,1435,486,220,4018,118,4140
POA2209,625,1986,1728,501,227,5072,185,5258
POA2210,1326,3534,3496,1148,589,10102,410,10508
POA2211,495,2013,1994,682,345,5527,171,5700
POA2212,485,1767,1797,637,283,4981,147,5128
POA2213,556,2208,2753,980,521,7015,221,7236
POA2214,21,323,563,220,113,1245,27,1273
POA2216,1541,4524,2417,649,301,9434,408,9838
POA2217,1316,4265,2614,640,330,9168,327,9491
POA2218,674,2608,1605,374,172,5439,199,5639
POA2219,437,1991,1815,457,257,4951,193,5150
POA2220,1943,4561,2459,684,348,10000,347,10349
POA2221,326,1583,2022,727,425,5079,115,5201
POA2222,564,2001,1225,320,142,4261,128,4385
POA2223,607,3002,2525,680,339,7152,173,7321
POA2224,264,1437,2023,651,399,4773,144,4911
POA2225,42,359,832,261,149,1646,29,1680
POA2226,248,1400,1685,472,266,4069,108,4178
POA2227,299,1661,2085,592,377,5016,123,5140
POA2228,608,2480,2340,673,348,6445,209,6653
POA2229,716,3426,4004,1231,702,10077,308,10385
POA2230,809,4337,4170,1076,649,11045,324,11372
POA2231,20,145,308,128,77,676,34,707
POA2232,788,4394,4558,1248,665,11646,329,11974
POA2233,356,2579,4213,1484,869,9498,205,9708
POA2234,173,1763,4185,1796,1377,9287,161,9450
POA2250,1968,9100,8446,2704,1541,23752,909,24665
POA2251,599,4068,4611,1565,791,11633,364,11998
POA2256,863,2842,1744,457,221,6123,312,6438
POA2257,1045,4761,3732,1018,477,11035,476,11503
POA2258,43,503,722,250,194,1716,37,1758
POA2259,991,6935,7424,2676,1650,19670,813,20481
POA2260,248,2391,3534,1198,625,7991,192,8186
POA2261,1460,7155,6923,2198,1160,18895,860,19758
POA2262,358,2898,2701,876,443,7282,359,7642
POA2263,839,3853,2882,924,456,8951,528,9481
POA2264,272,2008,1845,694,381,5202,215,5414
POA2265,78,680,695,282,185,1918,72,1986
POA2267,39,385,426,131,70,1056,56,1108
POA2278,19,179,319,181,120,817,24,841
POA2280,655,3220,3940,1268,673,9756,311,10069
POA2281,389,1950,1987,670,334,5328,255,5589
POA2282,221,1671,2282,770,417,5356,116,5470
POA2283,449,2987,3275,1140,555,8411,329,8735
POA2284,257,1368,1401,499,281,3811,134,3946
POA2285,558,3332,4525,1420,738,10567,292,10859
POA2286,33,410,564,218,130,1360,42,1401
POA2287,779,4264,5127,1638,832,12646,404,13050
POA2289,440,2364,2914,849,356,6927,174,7101
POA2290,787,4252,4870,1492,709,12106,405,12514
POA2291,365,1759,2071,639,245,5086,135,5216
POA2292,100,442,337,92,36,1010,25,1037
POA2293,101,472,399,81,27,1073,30,1107
POA2294,79,347,277,65,20,794,42,838
POA2295,211,1080,947,240,81,2552,131,2685
POA2296,107,364,256,55,19,804,23,827
POA2297,60,267,224,45,25,623,22,650
POA2298,408,1433,1228,334,138,3545,162,3707
POA2299,471,1712,1332,399,174,4086,155,4236
POA2300,597,2132,1431,306,107,4574,184,4754
POA2302,36,155,64,8,0,260,11,270
POA2303,613,1327,1170,315,135,3556,177,3736
POA2304,734,2412,1989,495,217,5856,198,6046
POA2305,322,1782,1862,525,203,4689,123,4815
POA2306,297,620,248,68,31,1251,86,1343
POA2307,136,615,524,167,77,1511,51,1561
POA2308,0,0,0,0,0,0,0,0
POA2311,4,97,124,54,33,309,15,321
POA2312,15,141,219,80,42,504,17,521
POA2314,0,0,0,0,0,0,0,0
POA2315,242,2289,2151,540,199,5433,223,5658
POA2316,64,737,730,285,154,1973,91,2066
POA2317,141,1066,899,217,102,2426,107,2536
POA2318,66,882,1695,694,474,3819,147,3963
POA2319,105,988,965,295,134,2487,117,2596
POA2320,618,3629,4753,1677,886,11570,456,12028
POA2321,97,1199,2195,792,536,4820,135,4954
POA2322,278,2111,2563,885,521,6362,163,6529
POA2323,599,3204,3648,1130,601,9187,279,9467
POA2324,436,3236,3052,1047,625,8388,469,8858
POA2325,565,3425,3480,1221,672,9358,447,9807
POA2326,129,826,893,373,235,2458,105,2566
POA2327,215,1093,939,354,175,2774,141,2921
POA2328,39,270,327,136,66,837,68,899
POA2329,28,244,260,112,78,733,56,783
POA2330,284,2036,2778,1078,600,6782,216,6997
POA2331,0,0,0,0,0,0,0,0
POA2333,349,1650,1856,553,299,4711,188,4896
POA2334,23,272,390,157,90,930,47,972
POA2335,49,445,902,346,231,1973,85,2053
POA2336,29,285,368,152,75,908,42,951
POA2337,165,882,1060,429,171,2703,126,2829
POA2338,30,202,218,55,35,541,35,572
POA2339,6,54,80,59,28,225,4,235
POA2340,1131,5969,6613,2048,1094,16860,849,17710
POA2341,59,260,190,52,37,595,36,629
POA2342,8,43,65,28,15,162,6,164
POA2343,107,627,646,270,153,1804,79,1886
POA2344,0,51,92,59,41,248,7,255
POA2345,0,57,94,63,34,254,3,261
POA2346,76,410,394,161,97,1131,77,1203
POA2347,48,294,251,102,56,744,55,803
POA2350,688,3439,3137,966,541,8768,341,9106
POA2351,0,0,0,0,0,4,0,4
POA2352,26,285,417,165,84,976,34,1014
POA2353,16,106,134,76,38,369,25,398
POA2354,49,368,506,243,146,1310,67,1376
POA2355,15,87,82,41,30,243,8,258
POA2356,3,16,14,9,6,57,0,59
POA2357,117,550,531,169,108,1478,94,1571
POA2358,73,480,535,180,125,1393,80,1474
POA2359,7,83,98,44,29,259,16,272
POA2360,383,1852,1879,660,354,5128,263,5391
POA2361,17,111,123,41,36,321,22,344
POA2365,56,396,503,231,111,1300,53,1353
POA2369,24,93,103,51,24,299,17,317
POA2370,234,1105,916,346,182,2784,149,2936
POA2371,33,183,165,54,31,469,20,489
POA2372,106,707,654,222,158,1844,94,1935
POA2379,4,25,41,20,23,110,3,115
POA2380,216,1285,1393,513,259,3662,207,3869
POA2381,11,117,159,75,46,416,20,436
POA2382,15,162,161,87,53,475,22,500
POA2386,3,25,46,27,18,119,11,124
POA2387,0,9,22,14,7,61,3,64
POA2388,67,285,286,138,83,861,48,909
POA2390,176,916,1141,444,274,2947,155,3105
POA2395,18,99,86,41,22,259,13,275
POA2396,28,121,120,40,32,345,17,360
POA2397,3,30,51,22,10,121,11,127
POA2398,3,11,29,15,14,76,3,83
POA2399,3,50,86,28,23,194,12,205
POA2400,290,1139,1186,427,218,3268,271,3536
POA2401,3,27,40,22,21,117,0,116
POA2402,35,235,240,100,46,653,35,690
POA2403,0,69,90,42,35,235,20,256
POA2404,59,265,239,107,48,716,37,751
POA2405,6,34,72,34,18,171,8,176
POA2406,15,94,108,34,20,271,29,298
POA2408,4,23,41,30,22,119,4,124
POA2409,49,111,91,25,24,293,6,299
POA2410,9,35,35,16,13,97,7,108
POA2411,3,9,17,3,5,35,4,40
POA2415,0,31,50,23,26,128,3,134
POA2420,59,542,544,198,132,1475,63,1534
POA2421,13,101,266,129,97,601,15,617
POA2422,112,782,804,248,114,2057,92,2147
POA2423,35,406,418,183,82,1123,72,1189
POA2424,8,47,65,22,12,156,11,166
POA2425,12,173,262,105,73,616,27,645
POA2426,8,94,104,45,15,266,4,267
POA2427,43,662,460,101,43,1302,76,1379
POA2428,719,4703,3132,815,254,9615,544,10165
POA2429,166,1246,1360,501,274,3543,147,3691
POA2430,904,5016,4647,1442,671,12684,610,13290
POA2431,105,968,763,212,59,2104,95,2200
POA2439,12,324,411,170,80,1002,37,1040
POA2440,514,2626,2635,971,513,7258,441,7700
POA2441,43,483,600,243,135,1495,55,1556
POA2443,258,1702,1199,346,161,3661,234,3895
POA2444,1315,7748,6476,1606,669,17814,774,18587
POA2445,61,817,1037,301,139,2357,71,2427
POA2446,189,1457,1768,705,389,4507,205,4710
POA2447,137,959,1000,330,154,2578,115,2698
POA2448,298,1795,1138,270,130,3628,212,3842
POA2449,49,349,287,96,46,825,37,862
POA2450,1070,5848,5809,1803,882,15410,634,16044
POA2452,363,2471,2088,526,216,5665,245,5904
POA2453,54,417,393,159,64,1096,50,1140
POA2454,89,1058,1110,318,137,2700,123,2825
POA2455,94,538,408,117,67,1221,66,1288
POA2456,217,1914,2016,580,330,5057,268,5330
POA2460,714,3935,3827,1296,655,10419,485,10909
POA2462,33,349,353,114,68,921,43,968
POA2463,130,1028,1111,340,148,2763,131,2891
POA2464,169,1414,912,200,63,2755,131,2888
POA2465,5,40,42,18,9,116,3,121
POA2466,50,386,259,63,15,768,41,810
POA2469,59,625,576,197,90,1541,67,1611
POA2470,398,2048,2028,605,321,5396,273,5666
POA2471,30,243,328,143,63,804,40,847
POA2472,18,218,266,109,44,644,28,678
POA2473,116,571,429,97,47,1256,70,1327
POA2474,116,967,855,274,148,2362,130,2488
POA2475,12,51,45,21,6,132,8,144
POA2476,24,114,123,34,21,318,17,329
POA2477,167,1570,1885,530,290,4434,152,4593
POA2478,723,4382,4091,1096,444,10734,463,11200
POA2479,21,462,727,237,136,1582,63,1645
POA2480,1057,6168,5934,1943,933,16034,658,16689
POA2481,182,1436,1454,477,233,3789,209,3997
POA2482,80,864,854,229,112,2139,124,2265
POA2483,147,1500,1632,454,205,3939,170,4103
POA2484,323,2302,2554,840,488,6512,319,6832
POA2485,669,2981,1611,428,202,5884,353,6236
POA2486,742,4863,4219,1315,624,11758,496,12256
POA2487,242,1965,1884,505,220,4815,223,5033
POA2488,42,431,503,113,51,1142,55,1196
POA2489,77,1005,1143,238,101,2562,91,2657
POA2490,5,57,104,42,22,230,10,238
POA2500,2042,6604,4489,1290,549,14975,686,15661
POA2502,658,1692,1221,432,213,4218,254,4468
POA2505,274,704,514,189,104,1792,98,1895
POA2506,324,929,830,344,167,2593,164,2750
POA2508,58,727,1265,433,273,2766,63,2826
POA2515,164,1278,1629,428,227,3725,94,3824
POA2516,136,590,873,261,135,1994,57,2050
POA2517,378,1731,1885,559,275,4832,154,4989
POA2518,857,2874,2390,732,367,7219,307,7530
POA2519,610,2312,2130,716,337,6108,207,6318
POA2522,0,0,0,0,0,0,0,0
POA2525,195,1184,1680,507,292,3858,115,3972
POA2526,316,1483,2057,771,449,5078,182,5257
POA2527,242,1983,2759,1083,770,6834,198,7028
POA2528,854,3580,2778,932,489,8631,457,9090
POA2529,292,2514,3612,1260,781,8466,277,8745
POA2530,596,3635,4278,1511,803,10822,389,11208
POA2533,246,1805,2354,768,425,5597,147,5747
POA2534,70,575,843,256,128,1868,63,1931
POA2535,124,1151,1031,341,183,2832,142,2971
POA2536,408,2786,2431,717,309,6646,353,7000
POA2537,195,1903,1772,534,228,4631,209,4840
POA2538,23,256,314,111,63,770,40,813
POA2539,305,3024,2708,711,291,7034,311,7338
POA2540,609,6219,6179,1927,1089,16021,781,16801
POA2541,815,3973,3148,953,423,9318,469,9786
POA2545,16,123,161,60,42,400,17,418
POA2546,178,1665,1362,345,126,3670,170,3837
POA2548,150,1344,1143,303,101,3040,159,3198
POA2549,44,494,583,215,67,1405,56,1461
POA2550,234,2049,2395,798,356,5839,280,6117
POA2551,106,559,483,125,46,1325,83,1406
POA2555,0,18,23,13,9,63,3,65
POA2556,13,110,213,127,213,674,22,693
POA2557,44,400,1175,433,379,2440,66,2504
POA2558,98,972,1418,551,341,3378,87,3462
POA2559,174,287,152,44,24,685,41,725
POA2560,1953,8781,8494,3133,1717,24071,908,24979
POA2563,4,16,38,19,13,91,0,93
POA2564,472,1884,1338,369,204,4268,194,4463
POA2565,491,2382,2168,718,428,6190,210,6398
POA2566,443,2578,3053,1109,668,7854,250,8100
POA2567,190,2481,5344,2097,1227,11342,235,11581
POA2568,9,102,110,56,71,350,10,363
POA2569,13,63,148,104,79,406,23,429
POA2570,335,2794,5352,2237,1605,12331,373,12703
POA2571,73,690,1535,725,582,3605,97,3701
POA2572,49,352,498,284,202,1387,48,1434
POA2573,84,508,637,245,170,1648,66,1713
POA2574,50,428,645,332,332,1780,78,1857
POA2575,195,1634,2087,780,527,5231,210,5436
POA2576,196,1967,1968,607,283,5021,175,5196
POA2577,216,1818,2176,791,459,5457,213,5670
POA2578,22,457,396,114,63,1055,35,1090
POA2579,23,423,639,238,141,1456,53,1510
POA2580,796,3569,3694,1460,806,10324,473,10797
POA2581,6,178,305,139,111,736,33,765
POA2582,131,1032,1720,799,478,4164,150,4310
POA2583,64,477,627,255,217,1642,62,1698
POA2584,4,71,80,46,18,216,0,216
POA2585,3,29,29,10,5,80,10,94
POA2586,37,310,354,181,114,1005,50,1053
POA2587,65,377,423,151,76,1088,73,1160
POA2588,0,24,43,11,17,93,6,99
POA2590,214,1104,925,293,177,2710,149,2854
POA2594,272,1494,1521,577,280,4142,202,4348
POA2619,13,615,1477,545,327,2982,29,3019
POA2620,781,4912,4998,1867,1271,13835,503,14338
POA2621,16,336,848,412,279,1885,53,1946
POA2622,35,448,545,206,149,1385,69,1451
POA2623,6,88,85,27,12,224,13,237
POA2625,5,39,17,0,0,69,52,115
POA2626,5,40,58,27,17,149,6,154
POA2627,32,407,623,243,132,1435,86,1521
POA2628,17,221,264,129,62,693,35,731
POA2629,20,64,84,23,14,211,3,212
POA2630,234,1218,1129,419,231,3238,181,3412
POA2631,9,72,87,38,24,229,4,230
POA2632,26,229,275,98,54,687,27,718
POA2633,15,62,37,29,9,157,15,167
POA2640,953,4827,5095,1519,685,13086,454,13540
POA2641,578,2513,1940,560,217,5805,276,6082
POA2642,39,352,654,303,212,1556,63,1616
POA2643,38,354,413,127,63,989,59,1046
POA2644,28,289,334,137,78,868,42,913
POA2645,11,35,54,23,9,136,8,143
POA2646,143,975,960,304,175,2553,145,2694
POA2647,35,338,317,100,30,824,47,875
POA2648,66,292,319,114,66,852,52,911
POA2649,0,6,3,0,0,9,0,11
POA2650,1285,7251,7831,2533,1250,20157,759,20918
POA2651,16,209,313,94,38,677,27,704
POA2652,31,356,606,273,221,1492,105,1594
POA2653,37,280,359,129,56,859,51,915
POA2655,5,130,189,76,49,450,20,469
POA2656,22,167,163,61,44,468,32,495
POA2658,34,187,181,64,57,525,22,545
POA2659,8,94,113,48,31,298,15,318
POA2660,17,200,208,79,52,560,17,584
POA2661,0,14,25,3,0,47,3,51
POA2663,96,517,541,194,98,1442,97,1532
POA2665,26,232,283,119,99,758,45,802
POA2666,153,709,764,288,165,2076,100,2180
POA2668,5,54,55,27,12,148,13,161
POA2669,25,147,200,123,92,585,33,620
POA2671,69,531,532,205,98,1432,71,1507
POA2672,45,168,178,76,29,498,38,535
POA2675,30,163,197,85,43,525,39,557
POA2678,0,0,0,0,0,0,0,0
POA2680,476,2413,2989,1053,614,7539,364,7905
POA2681,19,155,230,101,54,565,33,592
POA2700,126,628,622,219,123,1717,110,1826
POA2701,25,225,282,126,92,753,41,791
POA2702,11,84,115,48,12,262,18,281
POA2703,10,96,70,28,26,236,10,244
POA2705,188,1084,1368,498,283,3428,189,3613
POA2706,15,138,154,68,30,404,24,421
POA2707,15,124,164,72,65,441,30,468
POA2710,241,1299,1468,475,236,3717,218,3929
POA2711,71,380,425,168,106,1151,87,1233
POA2712,30,197,140,75,46,487,31,519
POA2713,48,387,370,126,77,998,64,1062
POA2714,47,412,403,123,65,1047,67,1116
POA2715,48,161,200,86,36,542,23,567
POA2716,23,132,147,58,28,385,26,409
POA2717,51,129,151,46,36,415,30,444
POA2720,166,1003,1086,386,210,2851,125,2977
POA2721,3,14,29,13,12,82,0,80
POA2722,64,388,438,173,85,1146,58,1205
POA2725,3,44,47,24,21,141,4,145
POA2726,3,18,35,20,11,84,5,85
POA2727,0,22,48,27,13,112,9,116
POA2729,27,171,247,88,67,597,38,631
POA2730,32,194,190,92,30,537,26,565
POA2731,118,806,969,270,138,2300,114,2409
POA2732,31,244,245,98,63,686,45,736
POA2733,15,60,74,34,16,202,11,215
POA2734,0,19,56,25,26,128,5,138
POA2735,9,37,52,30,21,144,8,147
POA2736,8,30,60,15,9,125,6,134
POA2737,16,64,93,38,32,242,10,258
POA2738,23,96,275,91,56,552,14,563
POA2739,23,141,200,64,35,463,30,490
POA2745,148,1899,3886,1596,1108,8636,202,8839
POA2747,922,4884,5180,1717,926,13633,433,14068
POA2748,6,71,173,117,148,509,17,532
POA2749,181,1353,2190,818,585,5122,138,5257
POA2750,1480,5873,5671,1719,942,15683,631,16308
POA2752,36,256,575,312,277,1459,52,1508
POA2753,307,1664,1938,845,735,5491,194,5681
POA2754,66,604,736,293,220,1914,49,1963
POA2755,0,0,0,0,0,0,0,0
POA2756,398,2700,4252,1903,1485,10742,317,11061
POA2757,0,66,106,42,58,269,10,278
POA2758,23,468,1052,531,564,2640,58,2695
POA2759,179,1823,3265,1459,1006,7732,213,7946
POA2760,985,4257,3769,1107,520,10631,503,11134
POA2761,255,2265,3633,1389,706,8251,228,8479
POA2762,43,460,639,213,137,1495,41,1535
POA2763,275,2800,4088,1249,671,9088,217,9302
POA2765,209,1143,1608,763,773,4500,204,4705
POA2766,246,1365,1646,620,281,4160,139,4297
POA2767,525,2154,2422,868,438,6413,258,6665
POA2768,166,1954,3770,1247,568,7699,156,7860
POA2769,34,700,1839,459,173,3210,65,3272
POA2770,2324,7018,5184,1831,901,17253,1034,18281
POA2773,71,592,866,269,183,1984,45,2031
POA2774,151,1321,1851,635,387,4348,99,4449
POA2775,26,212,189,86,32,546,20,568
POA2776,50,444,610,202,98,1395,27,1423
POA2777,316,1921,2511,843,514,6100,133,6239
POA2778,30,292,368,111,65,870,22,891
POA2779,96,687,671,230,102,1787,34,1819
POA2780,706,2642,1385,357,153,5249,208,5460
POA2782,128,1039,847,242,89,2342,65,2410
POA2783,69,409,330,103,51,969,37,1002
POA2784,27,181,180,55,15,459,6,471
POA2785,160,907,646,150,41,1912,51,1963
POA2786,36,227,153,37,27,479,11,488
POA2787,67,472,599,246,150,1531,70,1598
POA2790,628,2117,1822,689,414,5673,308,5977
POA2791,3,43,50,18,9,128,4,133
POA2792,3,46,57,32,18,150,3,160
POA2793,12,107,142,62,39,361,20,382
POA2794,276,1469,1409,432,257,3833,190,4028
POA2795,926,4817,5391,2008,1146,14277,564,14839
POA2797,7,29,58,33,22,153,7,158
POA2798,6,149,307,126,86,671,30,705
POA2799,76,467,512,231,129,1406,104,1508
POA2800,1023,5499,6123,1928,969,15535,664,16202
POA2803,0,30,39,13,19,105,7,108
POA2804,61,328,385,142,85,1000,43,1043
POA2805,10,38,60,29,18,151,5,161
POA2806,9,93,107,45,40,283,22,310
POA2807,4,60,54,30,12,162,10,171
POA2808,4,26,31,13,5,76,7,83
POA2809,0,24,26,6,13,71,3,76
POA2810,72,405,453,172,107,1214,59,1273
POA2817,0,24,41,15,29,108,9,114
POA2818,3,69,111,58,37,288,9,291
POA2820,230,874,746,298,148,2301,125,2427
POA2821,115,533,583,262,122,1618,89,1713
POA2822,0,32,63,29,22,154,3,155
POA2823,30,159,161,79,54,485,41,527
